Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,complexity,scalability
3.0,9,10,1,33,0.57,2.0014,10,8.8504
3.0,10,14,3,17,0.7125,1.8912,10,8.5898
3.0,7,2,2,46,0.5225,2.1871,10,8.9233
3.0,7,8,1,45,0.57,2.187,10,8.8737
3.0,5,2,2,31,0.5225,2.3412,10,8.9341
3.0,9,16,1,30,0.625,2.0014,10,8.7716
3.0,1,12,3,63,0.625,6.3012,10,8.975
3.0,4,12,2,66,0.625,2.7012,10,8.8697
3.0,9,6,2,3,0.57,2.0013,10,8.8508
3.0,3,14,1,6,0.5875,3.0012,10,8.9195
3.0,7,12,2,89,0.625,2.187,10,8.8064
3.0,2,12,2,70,0.625,4.0512,10,8.9404
3.0,4,12,2,92,0.625,2.7012,10,8.8697
3.0,4,12,3,20,0.625,2.7012,10,8.8697
3.0,7,14,3,18,0.7125,2.187,10,8.6834
3.0,2,14,3,76,0.7125,4.0512,10,8.9009
3.0,10,10,2,5,0.5875,1.8912,10,8.808
3.0,6,14,3,23,0.7125,2.2512,10,8.6998
3.0,8,12,3,42,0.625,2.0262,10,8.7772
3.0,1,6,1,50,0.545,6.3012,10,8.9875
3.0,1,2,1,79,0.51375,6.3012,10,8.9916
3.0,9,10,1,28,0.57,2.0014,10,8.8504
3.0,1,14,1,99,0.5875,6.3012,10,8.9812
3.0,2,10,2,79,0.5875,4.0512,10,8.955
3.0,10,6,3,12,0.57,1.8912,10,8.8347
3.0,1,16,3,59,0.75,6.3012,10,8.9502
3.0,1,16,3,57,0.75,6.3012,10,8.9502
3.0,5,2,2,75,0.5225,2.3412,10,8.9341
3.0,6,8,3,2,0.5875,2.2512,10,8.8612
3.0,3,4,1,29,0.535,3.0012,10,8.9521
3.0,9,4,3,14,0.545,2.0014,10,8.8831
3.0,5,6,2,88,0.57,2.3412,10,8.8889
3.0,3,6,1,19,0.545,3.0012,10,8.9463
3.0,8,16,2,52,0.7125,2.0262,10,8.6369
3.0,8,2,3,68,0.5225,2.0262,10,8.9134
3.0,2,10,2,63,0.5875,4.0512,10,8.955
3.0,10,10,2,94,0.5875,1.8912,10,8.808
3.0,1,12,1,61,0.5875,6.3012,10,8.9812
3.0,9,2,2,30,0.5225,2.0014,10,8.9108
3.0,7,10,1,90,0.57,2.187,10,8.8737
3.0,10,4,1,99,0.535,1.8912,10,8.8847
3.0,5,14,3,88,0.7125,2.3412,10,8.7203
3.0,10,6,3,91,0.57,1.8912,10,8.8347
3.0,9,14,1,91,0.5875,2.0014,10,8.8264
3.0,7,10,3,51,0.625,2.187,10,8.8051
3.0,9,4,2,60,0.545,2.0014,10,8.8831
3.0,6,4,3,92,0.545,2.2512,10,8.907
3.0,7,2,2,49,0.5225,2.1849,10,8.9342
3.0,1,8,3,79,0.5875,6.3012,10,8.9812
3.0,2,8,3,26,0.5875,4.0512,10,8.955
3.0,6,2,3,83,0.5225,2.2512,10,8.9293
3.0,7,6,2,29,0.57,2.187,10,8.8737
3.0,3,14,2,54,0.625,3.0012,10,8.8935
3.0,10,14,2,80,0.625,1.8912,10,8.7476
3.0,6,2,2,85,0.5225,2.2512,10,8.9278
3.0,5,4,2,37,0.545,2.3412,10,8.9134
3.0,8,14,2,97,0.625,2.0262,10,8.7772
3.0,4,4,1,32,0.535,2.7012,10,8.9412
3.0,10,12,1,34,0.5875,1.8912,10,8.808
3.0,4,16,2,57,0.7125,2.7012,10,8.7853
3.0,8,6,1,83,0.545,2.0262,10,8.8864
3.0,1,2,1,86,0.51375,6.3012,10,8.9916
3.0,5,6,2,68,0.57,2.3412,10,8.8889
3.0,6,14,1,26,0.5875,2.2512,10,8.8612
3.0,7,8,1,5,0.57,2.1849,10,8.8813
3.0,4,8,2,25,0.5875,2.7012,10,8.9014
3.0,9,16,3,57,0.75,2.0014,10,8.5607
3.0,4,14,2,62,0.625,2.7012,10,8.8697
3.0,7,2,3,30,0.5225,2.187,10,8.9251
3.0,3,6,1,26,0.545,3.0012,10,8.9463
3.0,2,12,1,25,0.5875,4.0512,10,8.955
3.0,6,2,3,4,0.5225,2.2512,10,8.9293
3.0,3,6,2,63,0.57,3.0012,10,8.931
3.0,8,6,3,31,0.57,2.0262,10,8.8544
3.0,6,4,3,24,0.545,2.2512,10,8.9055
3.0,1,6,3,22,0.57,6.3012,10,8.9838
3.0,3,10,2,40,0.5875,3.0012,10,8.9195
3.0,7,4,1,5,0.535,2.1849,10,8.9199
3.0,6,16,2,54,0.7125,2.2512,10,8.6998
3.0,7,8,1,61,0.57,2.187,10,8.8737
3.0,7,14,1,29,0.5875,2.187,10,8.8532
3.0,1,6,2,65,0.57,6.3012,10,8.9838
3.0,7,14,3,90,0.7125,2.187,10,8.6834
3.0,1,10,1,80,0.57,6.3012,10,8.9838
3.0,4,4,1,15,0.535,2.7012,10,8.9412
3.0,2,14,3,75,0.7125,4.0512,10,8.9009
3.0,3,2,1,28,0.51375,3.0012,10,8.964
3.0,7,12,2,21,0.625,2.187,10,8.8065
3.0,5,6,3,76,0.57,2.3412,10,8.8889
3.0,9,8,3,7,0.5875,2.0013,10,8.8267
3.0,10,12,1,74,0.5875,1.8912,10,8.808
3.0,5,14,1,57,0.5875,2.3412,10,8.8708
3.0,3,4,1,37,0.535,3.0012,10,8.9521
3.0,7,2,3,27,0.5225,2.187,10,8.9251
3.0,9,10,2,16,0.5875,2.0014,10,8.8264
3.0,3,8,3,52,0.5875,3.0012,10,8.9195
3.0,2,16,2,91,0.7125,4.0512,10,8.9009
3.0,3,14,1,22,0.5875,3.0012,10,8.9195
3.0,8,12,3,61,0.625,2.0262,10,8.7772
3.0,6,14,3,90,0.7125,2.2512,10,8.6998
3.0,9,12,2,5,0.625,1.9997,10,8.778
3.0,3,2,2,91,0.5225,3.0012,10,8.9592
3.0,4,14,1,31,0.5875,2.7012,10,8.9014
3.0,5,4,3,25,0.545,2.3412,10,8.9134
3.0,9,6,1,73,0.545,2.0014,10,8.8831
3.0,10,16,3,82,0.75,1.8912,10,8.5158
3.0,9,16,1,63,0.625,1.9997,10,8.7789
3.0,3,8,3,72,0.5875,3.0012,10,8.9196
3.0,3,12,3,85,0.625,3.0012,10,8.8935
3.0,10,4,3,77,0.545,1.8912,10,8.8709
3.0,8,8,2,11,0.5875,2.0262,10,8.8308
3.0,5,4,1,39,0.535,2.3412,10,8.9228
3.0,10,4,2,40,0.545,1.8912,10,8.8709
3.0,2,2,3,32,0.5225,4.0512,10,8.9772
3.0,8,10,1,82,0.57,2.0262,10,8.8544
3.0,9,10,3,56,0.625,2.0014,10,8.7716
3.0,9,2,3,12,0.5225,2.0014,10,8.9108
3.0,2,12,1,74,0.5875,4.0512,10,8.955
3.0,9,4,3,62,0.545,2.0014,10,8.8831
3.0,6,16,1,21,0.625,2.2512,10,8.8168
3.0,7,12,2,98,0.625,2.187,10,8.8064
3.0,1,6,2,4,0.57,6.3012,10,8.9838
3.0,2,4,3,92,0.545,4.0512,10,8.97
3.0,1,4,2,99,0.545,6.3012,10,8.9875
3.0,10,10,3,38,0.625,1.8912,10,8.7476
3.0,3,10,2,29,0.5875,3.0012,10,8.9195
3.0,9,14,2,73,0.625,2.0014,10,8.7716
3.0,3,2,1,67,0.51375,3.0012,10,8.964
3.0,4,10,3,74,0.625,2.7012,10,8.8697
3.0,8,2,1,47,0.51375,2.0262,10,8.9235
3.0,9,10,1,80,0.57,2.0013,10,8.8508
3.0,8,10,1,98,0.57,2.0262,10,8.8544
3.0,3,16,2,7,0.7125,3.0012,10,8.824
3.0,1,6,2,39,0.57,6.3012,10,8.9838
3.0,1,12,2,66,0.625,6.3012,10,8.975
3.0,2,10,2,68,0.5875,4.0512,10,8.955
3.0,2,16,1,10,0.625,4.0512,10,8.9404
3.0,8,16,1,60,0.625,2.0262,10,8.7772
3.0,1,6,3,69,0.57,6.3012,10,8.9838
3.0,5,6,1,23,0.545,2.3412,10,8.9135
3.0,8,8,3,53,0.5875,2.0262,10,8.8308
3.0,2,2,3,62,0.5225,4.0512,10,8.9772
3.0,10,8,3,58,0.5875,1.8912,10,8.808
3.0,3,2,1,75,0.51375,3.0012,10,8.964
3.0,2,4,2,34,0.545,4.0512,10,8.97
3.0,5,2,1,65,0.51375,2.3412,10,8.9418
3.0,8,6,1,90,0.545,2.0262,10,8.8864
3.0,8,8,1,6,0.57,2.0262,10,8.8544
3.0,10,8,2,52,0.5875,1.8912,10,8.808
3.0,9,4,1,6,0.535,2.0013,10,8.896
3.0,1,12,2,93,0.625,6.3012,10,8.975
3.0,5,14,3,95,0.7125,2.3412,10,8.7203
3.0,5,8,2,53,0.5875,2.3412,10,8.8708
3.0,5,16,3,31,0.75,2.3412,10,8.6684
3.0,8,14,1,16,0.5875,2.0262,10,8.8308
3.0,1,12,2,46,0.625,6.3012,10,8.975
3.0,8,4,1,74,0.535,2.0262,10,8.8986
3.0,5,8,1,59,0.57,2.3412,10,8.8889
3.0,9,2,1,50,0.51375,2.0014,10,8.9211
3.0,9,6,1,7,0.545,2.0013,10,8.8835
3.0,1,10,3,35,0.625,6.3012,10,8.975
3.0,4,2,2,87,0.5225,2.7012,10,8.9499
3.0,1,4,3,2,0.545,6.3012,10,8.9883
3.0,5,14,3,51,0.7125,2.3412,10,8.7203
3.0,9,10,3,32,0.625,2.0014,10,8.7716
3.0,2,12,3,40,0.625,4.0512,10,8.9404
3.0,4,2,2,37,0.5225,2.7012,10,8.9499
3.0,3,16,2,43,0.7125,3.0012,10,8.824
3.0,7,10,3,77,0.625,2.187,10,8.8064
3.0,8,16,1,58,0.625,2.0262,10,8.7772
3.0,10,10,1,57,0.57,1.8912,10,8.8347
3.0,3,8,1,13,0.57,3.0012,10,8.9309
3.0,9,6,2,53,0.57,2.0014,10,8.8504
3.0,1,16,2,98,0.7125,6.3012,10,8.9583
3.0,6,14,1,12,0.5875,2.2512,10,8.8612
3.0,2,2,1,87,0.51375,4.0512,10,8.9799
3.0,8,16,1,7,0.625,2.0262,10,8.7773
3.0,10,10,3,31,0.625,1.8912,10,8.7476
3.0,2,8,2,92,0.5875,4.0512,10,8.955
3.0,2,4,1,96,0.535,4.0512,10,8.9733
3.0,8,4,2,22,0.545,2.0262,10,8.8864
3.0,5,16,2,15,0.7125,2.3412,10,8.7203
3.0,7,4,1,22,0.535,2.1871,10,8.9118
3.0,6,12,2,22,0.625,2.2512,10,8.8168
3.0,3,16,1,26,0.625,3.0012,10,8.8935
3.0,9,2,2,33,0.5225,2.0014,10,8.9108
3.0,4,14,2,65,0.625,2.7012,10,8.8697
3.0,9,10,1,22,0.57,2.0014,10,8.8504
3.0,7,6,3,17,0.57,2.187,10,8.8737
3.0,8,16,2,62,0.7125,2.0262,10,8.6369
3.0,5,16,2,78,0.7125,2.3412,10,8.7203
3.0,5,4,2,85,0.545,2.3412,10,8.9134
3.0,7,8,2,16,0.5875,2.187,10,8.8532
3.0,7,4,3,13,0.545,2.187,10,8.9015
3.0,6,14,2,69,0.625,2.2512,10,8.8168
3.0,5,6,3,97,0.57,2.3412,10,8.8889
3.0,8,12,2,9,0.625,2.0262,10,8.7772
3.0,6,14,1,83,0.5875,2.2512,10,8.8612
3.0,3,8,1,35,0.57,3.0012,10,8.9309
3.0,10,2,3,38,0.5225,1.8912,10,8.9016
3.0,6,6,3,86,0.57,2.2512,10,8.8806
3.0,6,2,2,83,0.5225,2.2512,10,8.9293
3.0,6,4,1,7,0.535,2.2512,10,8.9171
3.0,4,6,1,48,0.545,2.7012,10,8.9341
3.0,1,2,3,7,0.5225,6.3012,10,8.9906
3.0,3,14,2,92,0.625,3.0012,10,8.8935
3.0,6,8,2,7,0.5875,2.2512,10,8.8612
3.0,8,12,3,69,0.625,2.0262,10,8.7772
3.0,3,2,2,90,0.5225,3.0012,10,8.9593
3.0,8,6,1,17,0.545,2.0262,10,8.8864
3.0,1,8,1,24,0.57,6.3012,10,8.9838
3.0,2,8,3,40,0.5875,4.0512,10,8.955
3.0,2,4,3,36,0.545,4.0512,10,8.97
3.0,2,14,3,74,0.7125,4.0512,10,8.9009
3.0,5,8,3,19,0.5875,2.3412,10,8.8708
3.0,10,14,3,47,0.7125,1.8912,10,8.5898
3.0,9,16,1,83,0.625,2.0013,10,8.7719
3.0,7,8,2,80,0.5875,2.187,10,8.8532
3.0,7,14,1,39,0.5875,2.187,10,8.8532
3.0,5,12,2,89,0.625,2.3412,10,8.8294
3.0,7,10,3,77,0.625,2.187,10,8.8064
3.0,8,2,1,12,0.51375,2.0262,10,8.9236
3.0,9,8,2,8,0.5875,2.0013,10,8.8267
3.0,1,16,1,94,0.625,6.3012,10,8.975
3.0,3,2,3,9,0.5225,3.0012,10,8.9593
3.0,1,12,1,16,0.5875,6.3012,10,8.9812
3.0,3,6,3,58,0.57,3.0012,10,8.9309
3.0,6,10,1,36,0.57,2.2512,10,8.8807
3.0,6,2,1,60,0.51375,2.2512,10,8.9376
3.0,1,2,2,17,0.5225,6.3012,10,8.9905
3.0,4,6,1,59,0.545,2.7012,10,8.9341
3.0,6,14,2,76,0.625,2.2512,10,8.8168
3.0,7,10,3,43,0.625,2.187,10,8.8064
3.0,6,14,2,99,0.625,2.2512,10,8.8153
3.0,2,6,2,48,0.57,4.0512,10,8.9614
3.0,3,6,1,3,0.545,3.0012,10,8.9463
3.0,1,14,1,91,0.5875,6.3012,10,8.9812
3.0,2,10,2,71,0.5875,4.0512,10,8.955
3.0,4,14,2,77,0.625,2.7012,10,8.8697
3.0,4,16,3,56,0.75,2.7012,10,8.745
3.0,6,4,2,73,0.545,2.2512,10,8.907
3.0,9,8,3,19,0.5875,2.0014,10,8.8264
3.0,1,4,3,80,0.545,6.3012,10,8.9875
3.0,2,4,3,40,0.545,4.0512,10,8.97
3.0,10,8,2,20,0.5875,1.8912,10,8.808
3.0,4,8,1,99,0.57,2.7012,10,8.9153
3.0,5,14,3,24,0.7125,2.3412,10,8.7203
3.0,7,6,1,41,0.545,2.187,10,8.9016
3.0,1,2,2,22,0.5225,6.3012,10,8.9905
3.0,1,16,3,99,0.75,6.3012,10,8.9502
3.0,10,8,3,86,0.5875,1.8912,10,8.808
3.0,4,16,1,12,0.625,2.7012,10,8.8697
3.0,1,6,2,13,0.57,6.3012,10,8.9838
3.0,8,16,1,79,0.625,2.0262,10,8.7772
3.0,7,2,3,89,0.5225,2.187,10,8.925
3.0,1,2,2,92,0.5225,6.3012,10,8.9905
3.0,10,4,1,11,0.535,1.8912,10,8.8847
3.0,7,8,1,21,0.57,2.187,10,8.8737
3.0,2,16,2,63,0.7125,4.0512,10,8.9009
3.0,7,4,2,88,0.545,2.1849,10,8.9106
3.0,2,12,3,26,0.625,4.0512,10,8.9404
3.0,6,8,3,6,0.5875,2.2512,10,8.8612
3.0,8,10,2,78,0.5875,2.0262,10,8.8308
3.0,4,6,2,40,0.57,2.7012,10,8.9153
3.0,2,2,1,91,0.51375,4.0512,10,8.9799
3.0,10,8,1,52,0.57,1.8912,10,8.8347
3.0,10,14,3,93,0.7125,1.8912,10,8.5898
3.0,3,2,2,14,0.5225,3.0012,10,8.9592
3.0,8,6,2,20,0.57,2.0262,10,8.8544
3.0,8,4,3,25,0.545,2.0262,10,8.8864
3.0,7,6,3,12,0.57,2.187,10,8.8737
3.0,2,4,2,41,0.545,4.0512,10,8.9701
3.0,3,12,3,44,0.625,3.0012,10,8.8935
3.0,9,14,3,22,0.7125,2.0014,10,8.6282
3.0,4,14,3,97,0.7125,2.7012,10,8.7853
3.0,6,10,2,35,0.5875,2.2512,10,8.8612
3.0,6,10,2,66,0.5875,2.2512,10,8.8596
3.0,1,4,3,59,0.545,6.3012,10,8.9875
3.0,1,6,1,80,0.545,6.3012,10,8.9875
3.0,8,10,2,22,0.5875,2.0262,10,8.8308
3.0,5,10,3,66,0.625,2.3412,10,8.8294
3.0,5,14,2,28,0.625,2.3412,10,8.8294
3.0,8,16,2,24,0.7125,2.0262,10,8.6369
3.0,3,2,3,81,0.5225,3.0012,10,8.9593
3.0,6,8,2,100,0.5875,2.2512,10,8.8612
3.0,8,2,2,70,0.5225,2.0262,10,8.9134
3.0,4,16,2,94,0.7125,2.7012,10,8.7853
3.0,5,6,3,2,0.57,2.3412,10,8.8889
3.0,2,16,3,31,0.75,4.0512,10,8.8819
3.0,9,14,3,65,0.7125,2.0014,10,8.6282
3.0,7,2,3,63,0.5225,2.187,10,8.9251
3.0,3,16,1,3,0.625,3.0012,10,8.8935
3.0,1,10,3,41,0.625,6.3012,10,8.9751
3.0,6,10,1,40,0.57,2.2512,10,8.8806
3.0,4,4,1,12,0.535,2.7012,10,8.9413
3.0,3,6,3,19,0.57,3.0012,10,8.9309
3.0,6,4,3,93,0.545,2.2512,10,8.907
3.0,2,14,1,73,0.5875,4.0512,10,8.955
3.0,9,8,1,12,0.57,2.0014,10,8.8504
3.0,9,12,3,36,0.625,2.0014,10,8.7716
3.0,2,2,1,33,0.51375,4.0512,10,8.9799
3.0,4,10,2,94,0.5875,2.7012,10,8.9014
3.0,2,14,1,81,0.5875,4.0512,10,8.955
3.0,6,8,2,38,0.5875,2.2512,10,8.8597
3.0,4,6,3,67,0.57,2.7012,10,8.9153
3.0,6,4,1,89,0.535,2.2512,10,8.9171
3.0,4,8,1,86,0.57,2.7012,10,8.9153
3.0,3,16,1,62,0.625,3.0012,10,8.8935
3.0,6,12,2,4,0.625,2.2512,10,8.8168
3.0,3,16,3,34,0.75,3.0012,10,8.7906
3.0,8,10,1,43,0.57,2.0262,10,8.8544
3.0,1,14,3,69,0.7125,6.3012,10,8.9583
3.0,8,10,1,75,0.57,2.0262,10,8.8544
3.0,7,8,2,16,0.5875,2.187,10,8.8532
3.0,6,4,3,72,0.545,2.2512,10,8.907
3.0,8,12,2,90,0.625,2.0262,10,8.7772
3.0,5,6,3,13,0.57,2.3412,10,8.8889
3.0,3,4,3,7,0.545,3.0012,10,8.9463
3.0,5,10,2,69,0.5875,2.3412,10,8.8708
3.0,9,16,3,91,0.75,2.0014,10,8.5607
3.0,1,2,3,45,0.5225,6.3012,10,8.9905
3.0,5,6,3,72,0.57,2.3412,10,8.8889
3.0,10,10,1,83,0.57,1.8912,10,8.8347
3.0,3,14,3,56,0.7125,3.0012,10,8.824
3.0,5,14,2,24,0.625,2.3412,10,8.8294
3.0,1,4,2,91,0.545,6.3012,10,8.9875
3.0,8,12,2,96,0.625,2.0262,10,8.7772
3.0,8,6,2,23,0.57,2.0262,10,8.8544
3.0,3,12,1,43,0.5875,3.0012,10,8.9195
3.0,8,6,2,4,0.57,2.0262,10,8.8544
3.0,8,10,1,22,0.57,2.0262,10,8.8544
3.0,4,2,1,7,0.51375,2.7012,10,8.9558
3.0,1,12,3,40,0.625,6.3012,10,8.975
3.0,3,6,3,20,0.57,3.0012,10,8.9309
3.0,6,4,3,57,0.545,2.2512,10,8.907
3.0,9,16,3,48,0.75,2.0014,10,8.5607
3.0,2,2,2,56,0.5225,4.0512,10,8.9772
3.0,10,16,3,19,0.75,1.8912,10,8.5158
3.0,4,16,2,46,0.7125,2.7012,10,8.7853
3.0,3,10,1,93,0.57,3.0012,10,8.9309
3.0,8,14,2,97,0.625,2.0262,10,8.7772
3.0,9,2,3,69,0.5225,2.0014,10,8.9097
3.0,4,14,3,69,0.7125,2.7012,10,8.7853
3.0,6,4,3,82,0.545,2.2512,10,8.907
3.0,10,12,1,74,0.5875,1.8912,10,8.808
3.0,3,10,1,52,0.57,3.0012,10,8.9309
3.0,8,12,2,17,0.625,2.0262,10,8.7772
3.0,1,2,3,62,0.5225,6.3012,10,8.9905
3.0,7,2,1,9,0.51375,2.187,10,8.9338
3.0,2,2,1,8,0.51375,4.0512,10,8.9841
3.0,3,2,3,95,0.5225,3.0012,10,8.9592
3.0,3,10,2,18,0.5875,3.0012,10,8.9196
3.0,2,4,3,50,0.545,4.0512,10,8.97
3.0,8,4,1,85,0.535,2.0262,10,8.8986
3.0,5,16,1,96,0.625,2.3412,10,8.8294
3.0,4,8,2,15,0.5875,2.7012,10,8.9014
3.0,9,4,3,41,0.545,2.0013,10,8.8835
3.0,5,10,2,1,0.5875,2.3412,10,8.8708
3.0,7,6,2,36,0.57,2.187,10,8.8737
3.0,6,14,2,31,0.625,2.2512,10,8.8168
3.0,5,16,3,88,0.75,2.3412,10,8.6684
3.0,10,14,1,100,0.5875,1.8912,10,8.808
3.0,5,10,1,79,0.57,2.3412,10,8.8889
3.0,8,10,3,69,0.625,2.0262,10,8.7772
3.0,7,2,2,41,0.5225,2.187,10,8.9251
3.0,7,8,2,62,0.5875,2.187,10,8.8532
3.0,5,14,2,82,0.625,2.3412,10,8.8294
3.0,4,14,1,12,0.5875,2.7012,10,8.9015
3.0,1,4,3,97,0.545,6.3012,10,8.9875
3.0,2,14,1,12,0.5875,4.0512,10,8.9551
3.0,2,16,2,4,0.7125,4.0512,10,8.9009
3.0,9,16,2,44,0.7125,2.0013,10,8.6285
3.0,7,4,3,99,0.545,2.187,10,8.9016
3.0,2,12,2,64,0.625,4.0512,10,8.9404
3.0,10,8,1,46,0.57,1.8912,10,8.8347
3.0,2,6,3,31,0.57,4.0512,10,8.9614
3.0,8,12,3,53,0.625,2.0262,10,8.7772
3.0,4,10,2,54,0.5875,2.7012,10,8.9014
3.0,8,8,1,37,0.57,2.0262,10,8.8544
3.0,9,16,2,2,0.7125,2.0013,10,8.6285
3.0,1,14,3,77,0.7125,6.3012,10,8.9583
3.0,10,8,2,66,0.5875,1.8912,10,8.808
3.0,10,16,1,58,0.625,1.8912,10,8.7476
3.0,8,4,1,54,0.535,2.0262,10,8.8986
3.0,1,8,1,48,0.57,6.3012,10,8.9838
3.0,7,2,3,4,0.5225,2.187,10,8.9251
3.0,7,10,2,88,0.5875,2.1849,10,8.8621
3.0,2,4,1,83,0.535,4.0512,10,8.9733
3.0,8,16,1,43,0.625,2.0262,10,8.7772
3.0,7,10,1,79,0.57,2.187,10,8.8737
3.0,4,16,1,78,0.625,2.7012,10,8.8697
3.0,9,8,3,80,0.5875,2.0013,10,8.8267
3.0,3,14,3,100,0.7125,3.0012,10,8.824
3.0,9,10,1,2,0.57,2.0013,10,8.8508
3.0,1,14,2,72,0.625,6.3012,10,8.975
3.0,3,2,1,64,0.51375,3.0012,10,8.9616
3.0,1,16,3,38,0.75,6.3012,10,8.9502
3.0,9,10,3,49,0.625,2.0014,10,8.7716
3.0,1,8,1,92,0.57,6.3012,10,8.9838
3.0,9,12,1,24,0.5875,2.0014,10,8.8264
3.0,6,8,3,40,0.5875,2.2512,10,8.8612
3.0,3,6,3,38,0.57,3.0012,10,8.9309
3.0,5,4,2,22,0.545,2.3412,10,8.9134
3.0,3,10,2,50,0.5875,3.0012,10,8.9195
3.0,10,12,3,81,0.625,1.8912,10,8.7476
3.0,5,4,1,29,0.535,2.3412,10,8.9228
3.0,5,8,3,93,0.5875,2.3412,10,8.8708
3.0,6,10,1,40,0.57,2.2512,10,8.8806
3.0,10,4,1,35,0.535,1.8912,10,8.8847
3.0,7,8,2,29,0.5875,2.187,10,8.8532
3.0,10,12,1,9,0.5875,1.8912,10,8.808
3.0,1,16,2,43,0.7125,6.3012,10,8.9583
3.0,6,4,1,66,0.535,2.2512,10,8.9155
3.0,5,4,1,70,0.535,2.3412,10,8.9228
3.0,8,10,2,41,0.5875,2.0262,10,8.8309
3.0,6,12,1,79,0.5875,2.2512,10,8.8612
3.0,1,8,2,92,0.5875,6.3012,10,8.9812
3.0,5,16,2,25,0.7125,2.3412,10,8.7203
3.0,9,8,2,56,0.5875,2.0014,10,8.8264
3.0,3,6,1,59,0.545,3.0012,10,8.9463
3.0,9,14,2,99,0.625,2.0014,10,8.7716
3.0,10,12,3,35,0.625,1.8912,10,8.7476
3.0,8,2,2,36,0.5225,2.0262,10,8.9134
3.0,2,16,2,41,0.7125,4.0512,10,8.901
3.0,8,8,2,66,0.5875,2.0262,10,8.8308
3.0,1,8,3,60,0.5875,6.3012,10,8.9812
3.0,10,16,3,54,0.75,1.8912,10,8.5158
3.0,9,2,3,11,0.5225,2.0014,10,8.9108
3.0,1,4,2,1,0.545,6.3012,10,8.9907
3.0,9,8,1,25,0.57,2.0014,10,8.8504
3.0,1,4,2,47,0.545,6.3012,10,8.9875
3.0,4,8,1,58,0.57,2.7012,10,8.9153
3.0,10,12,2,58,0.625,1.8912,10,8.7476
3.0,4,6,2,75,0.57,2.7012,10,8.9153
3.0,4,12,3,13,0.625,2.7012,10,8.8697
3.0,2,16,3,26,0.75,4.0512,10,8.8819
3.0,3,14,3,37,0.7125,3.0012,10,8.824
3.0,4,6,1,100,0.545,2.7012,10,8.9341
3.0,1,12,2,12,0.625,6.3012,10,8.9751
3.0,5,12,3,53,0.625,2.3412,10,8.8294
3.0,10,16,2,37,0.7125,1.8912,10,8.5898
3.0,1,14,2,76,0.625,6.3012,10,8.975
3.0,6,8,1,14,0.57,2.2512,10,8.8807
3.0,1,14,2,68,0.625,6.3012,10,8.975
3.0,2,10,1,25,0.57,4.0512,10,8.9614
3.0,5,12,3,82,0.625,2.3412,10,8.8294
3.0,3,6,3,31,0.57,3.0012,10,8.9309
3.0,2,12,1,33,0.5875,4.0512,10,8.955
3.0,1,10,2,17,0.5875,6.3012,10,8.9812
3.0,8,10,1,40,0.57,2.0262,10,8.8544
3.0,3,10,1,61,0.57,3.0012,10,8.9309
3.0,1,14,2,12,0.625,6.3012,10,8.9751
3.0,6,12,3,74,0.625,2.2512,10,8.8168
3.0,8,12,3,61,0.625,2.0262,10,8.7772
3.0,8,12,3,92,0.625,2.0262,10,8.7772
3.0,10,6,1,81,0.545,1.8912,10,8.8709
3.0,7,4,2,94,0.545,2.1871,10,8.9012
3.0,2,12,1,63,0.5875,4.0512,10,8.955
3.0,7,8,2,45,0.5875,2.187,10,8.8532
3.0,9,12,2,63,0.625,1.9997,10,8.7789
3.0,7,16,3,73,0.75,2.187,10,8.6239
3.0,6,2,1,86,0.51375,2.2512,10,8.9376
3.0,10,12,2,97,0.625,1.8912,10,8.7476
3.0,1,8,1,60,0.57,6.3012,10,8.9838
3.0,6,2,2,37,0.5225,2.2512,10,8.9293
3.0,1,16,1,56,0.625,6.3012,10,8.975
3.0,9,12,1,45,0.5875,2.0013,10,8.8267
3.0,5,14,3,26,0.7125,2.3412,10,8.7203
3.0,9,2,1,73,0.51375,2.0014,10,8.9211
3.0,5,10,1,13,0.57,2.3412,10,8.8889
3.0,5,14,2,45,0.625,2.3412,10,8.8294
3.0,2,4,3,98,0.545,4.0512,10,8.97
3.0,5,14,2,76,0.625,2.3412,10,8.8294
3.0,10,2,2,48,0.5225,1.8912,10,8.9016
3.0,2,6,3,7,0.57,4.0512,10,8.9615
3.0,1,4,2,28,0.545,6.3012,10,8.9875
3.0,8,6,3,26,0.57,2.0262,10,8.8544
3.0,7,4,3,45,0.545,2.187,10,8.9016
3.0,4,4,2,46,0.545,2.7012,10,8.9341
3.0,1,16,3,79,0.75,6.3012,10,8.9502
3.0,5,14,3,68,0.7125,2.3412,10,8.7203
3.0,1,2,2,79,0.5225,6.3012,10,8.9905
3.0,6,8,1,19,0.57,2.2512,10,8.8791
3.0,10,10,2,22,0.5875,1.8912,10,8.808
3.0,10,6,2,84,0.57,1.8912,10,8.8347
3.0,8,8,2,96,0.5875,2.0262,10,8.8308
3.0,7,6,3,57,0.57,2.187,10,8.8737
3.0,10,6,2,29,0.57,1.8912,10,8.8347
3.0,1,2,1,100,0.51375,6.3012,10,8.9916
3.0,6,14,3,83,0.7125,2.2512,10,8.6998
3.0,10,2,1,73,0.51375,1.8912,10,8.913
3.0,9,6,1,58,0.545,1.9997,10,8.8907
3.0,1,2,3,41,0.5225,6.3012,10,8.9906
3.0,8,4,2,90,0.545,2.0262,10,8.8864
