Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,complexity,scalability
3.0,3,16,3,38,0.75,3.0012,10,8.7906
3.0,7,12,2,97,0.625,2.187,10,8.8065
3.0,8,10,1,89,0.57,2.0262,10,8.8544
3.0,3,8,1,76,0.57,3.0012,10,8.9309
3.0,9,14,3,9,0.7125,2.0013,10,8.6286
3.0,7,10,2,59,0.5875,2.187,10,8.8532
3.0,4,4,1,10,0.535,2.7012,10,8.9412
3.0,2,6,2,16,0.57,4.0512,10,8.9614
3.0,1,2,3,69,0.5225,6.3012,10,8.9905
3.0,2,12,1,13,0.5875,4.0512,10,8.955
3.0,7,4,1,14,0.535,2.187,10,8.9108
3.0,1,4,1,4,0.535,6.3012,10,8.9908
3.0,4,10,2,100,0.5875,2.7012,10,8.9014
3.0,5,4,3,75,0.545,2.3412,10,8.9134
3.0,1,8,1,41,0.57,6.3012,10,8.9839
3.0,5,14,3,2,0.7125,2.3412,10,8.7203
3.0,1,4,2,93,0.545,6.3012,10,8.9875
3.0,4,8,1,72,0.57,2.7012,10,8.9153
3.0,8,14,3,5,0.7125,2.0262,10,8.6369
3.0,9,8,1,5,0.57,1.9997,10,8.8571
3.0,8,16,3,84,0.75,2.0262,10,8.5707
3.0,4,4,2,26,0.545,2.7012,10,8.9341
3.0,1,6,1,21,0.545,6.3012,10,8.9875
3.0,4,10,1,20,0.57,2.7012,10,8.9153
3.0,5,8,3,30,0.5875,2.3412,10,8.8708
3.0,9,16,3,34,0.75,1.9997,10,8.5674
3.0,8,2,2,12,0.5225,2.0262,10,8.9135
3.0,1,2,1,96,0.51375,6.3012,10,8.9916
3.0,6,14,2,74,0.625,2.2512,10,8.8168
3.0,4,14,2,12,0.625,2.7012,10,8.8697
3.0,9,12,2,72,0.625,2.0014,10,8.7716
3.0,5,2,2,30,0.5225,2.3412,10,8.9341
3.0,5,10,1,15,0.57,2.3412,10,8.8889
3.0,10,2,2,4,0.5225,1.8912,10,8.9016
3.0,10,6,3,55,0.57,1.8912,10,8.8347
3.0,6,4,1,49,0.535,2.2512,10,8.9171
3.0,3,16,1,96,0.625,3.0012,10,8.8935
3.0,9,6,1,35,0.545,2.0014,10,8.8831
3.0,4,2,3,20,0.5225,2.7012,10,8.9499
3.0,2,10,2,6,0.5875,4.0512,10,8.955
3.0,4,10,3,44,0.625,2.7012,10,8.8697
3.0,7,2,1,90,0.51375,2.187,10,8.9338
3.0,1,2,2,35,0.5225,6.3012,10,8.9905
3.0,3,16,3,38,0.75,3.0012,10,8.7906
3.0,5,4,1,89,0.535,2.3412,10,8.9228
3.0,10,14,1,59,0.5875,1.8912,10,8.808
3.0,3,4,3,92,0.545,3.0012,10,8.9463
3.0,8,14,1,39,0.5875,2.0262,10,8.8308
3.0,5,16,1,54,0.625,2.3412,10,8.8294
3.0,7,6,1,41,0.545,2.187,10,8.9016
3.0,4,4,3,45,0.545,2.7012,10,8.9341
3.0,7,4,2,5,0.545,2.1849,10,8.9093
3.0,5,6,3,75,0.57,2.3412,10,8.8889
3.0,4,10,3,62,0.625,2.7012,10,8.8697
3.0,6,2,2,4,0.5225,2.2512,10,8.9293
3.0,5,12,2,98,0.625,2.3412,10,8.8294
3.0,5,14,2,3,0.625,2.3412,10,8.8294
3.0,6,8,1,24,0.57,2.2512,10,8.8791
3.0,5,16,1,29,0.625,2.3412,10,8.8294
3.0,4,8,3,24,0.5875,2.7012,10,8.9014
3.0,1,6,1,83,0.545,6.3012,10,8.9875
3.0,2,14,3,56,0.7125,4.0512,10,8.9009
3.0,1,10,3,70,0.625,6.3012,10,8.975
3.0,9,12,3,2,0.625,2.0013,10,8.7719
3.0,9,2,2,66,0.5225,2.0014,10,8.9108
3.0,8,6,2,89,0.57,2.0262,10,8.8544
3.0,7,14,2,41,0.625,2.187,10,8.8065
3.0,9,12,3,2,0.625,2.0013,10,8.7719
3.0,1,10,3,27,0.625,6.3012,10,8.975
3.0,8,12,3,90,0.625,2.0262,10,8.7772
3.0,8,4,1,16,0.535,2.0262,10,8.8986
3.0,8,4,1,46,0.535,2.0262,10,8.8986
3.0,5,2,2,8,0.5225,2.3412,10,8.9341
3.0,2,12,2,31,0.625,4.0512,10,8.9404
3.0,9,16,3,58,0.75,1.9997,10,8.5674
3.0,3,6,3,58,0.57,3.0012,10,8.9309
3.0,2,16,2,15,0.7125,4.0512,10,8.9009
3.0,4,2,3,80,0.5225,2.7012,10,8.9499
3.0,6,2,1,78,0.51375,2.2512,10,8.9376
3.0,4,14,1,70,0.5875,2.7012,10,8.9014
3.0,2,8,2,93,0.5875,4.0512,10,8.955
3.0,9,12,3,22,0.625,2.0014,10,8.7716
3.0,1,12,2,52,0.625,6.3012,10,8.975
3.0,3,14,3,2,0.7125,3.0012,10,8.824
3.0,5,16,2,85,0.7125,2.3412,10,8.7203
3.0,6,8,1,51,0.57,2.2512,10,8.8806
3.0,9,16,1,14,0.625,2.0014,10,8.7716
3.0,1,6,2,83,0.57,6.3012,10,8.9838
3.0,7,16,3,17,0.75,2.187,10,8.6252
3.0,10,6,2,74,0.57,1.8912,10,8.8347
3.0,9,6,2,17,0.57,2.0014,10,8.8504
3.0,5,8,1,64,0.57,2.3412,10,8.8889
3.0,9,8,1,30,0.57,2.0014,10,8.8504
3.0,1,2,1,56,0.51375,6.3012,10,8.9916
3.0,6,6,3,68,0.57,2.2512,10,8.8807
3.0,10,8,2,79,0.5875,1.8912,10,8.808
3.0,6,14,3,22,0.7125,2.2512,10,8.6998
3.0,7,8,2,21,0.5875,2.187,10,8.8532
3.0,7,2,1,92,0.51375,2.187,10,8.9324
3.0,8,10,1,20,0.57,2.0262,10,8.8544
3.0,1,16,3,45,0.75,6.3012,10,8.9502
3.0,10,14,2,14,0.625,1.8912,10,8.7476
3.0,3,14,1,74,0.5875,3.0012,10,8.9195
3.0,2,12,1,72,0.5875,4.0512,10,8.955
3.0,2,16,2,27,0.7125,4.0512,10,8.9009
3.0,5,16,2,7,0.7125,2.3412,10,8.7203
3.0,7,8,1,78,0.57,2.187,10,8.8724
3.0,6,2,3,87,0.5225,2.2512,10,8.9293
3.0,1,12,3,35,0.625,6.3012,10,8.975
3.0,7,8,2,2,0.5875,2.187,10,8.8532
3.0,9,16,2,57,0.7125,2.0014,10,8.6282
3.0,10,8,1,87,0.57,1.8912,10,8.8347
3.0,7,4,1,17,0.535,2.187,10,8.9122
3.0,3,16,3,14,0.75,3.0012,10,8.7906
3.0,5,12,1,60,0.5875,2.3412,10,8.8708
3.0,3,4,1,72,0.535,3.0012,10,8.9522
3.0,3,6,2,23,0.57,3.0012,10,8.9309
3.0,4,12,3,50,0.625,2.7012,10,8.8697
3.0,7,6,1,15,0.545,2.187,10,8.9016
3.0,9,6,3,12,0.57,2.0014,10,8.8504
3.0,7,6,2,54,0.57,2.187,10,8.8737
3.0,1,8,1,92,0.57,6.3012,10,8.9838
3.0,7,2,2,31,0.5225,2.187,10,8.925
3.0,4,10,3,47,0.625,2.7012,10,8.8697
3.0,8,8,3,36,0.5875,2.0262,10,8.8308
3.0,10,14,1,76,0.5875,1.8912,10,8.808
3.0,10,6,1,86,0.545,1.8912,10,8.8709
3.0,1,10,3,53,0.625,6.3012,10,8.975
3.0,1,8,3,27,0.5875,6.3012,10,8.9812
3.0,9,8,1,20,0.57,2.0014,10,8.8504
3.0,9,12,2,11,0.625,2.0014,10,8.7716
3.0,9,8,2,91,0.5875,2.0014,10,8.8264
3.0,2,10,1,10,0.57,4.0512,10,8.9614
3.0,10,10,2,24,0.5875,1.8912,10,8.808
3.0,7,2,2,18,0.5225,2.187,10,8.9251
3.0,7,16,3,34,0.75,2.1871,10,8.6248
3.0,5,2,2,99,0.5225,2.3412,10,8.9341
3.0,8,8,2,58,0.5875,2.0262,10,8.8308
3.0,6,4,1,51,0.535,2.2512,10,8.9171
3.0,2,8,2,81,0.5875,4.0512,10,8.955
3.0,5,12,3,19,0.625,2.3412,10,8.8294
3.0,7,14,2,44,0.625,2.1849,10,8.8152
3.0,5,4,3,51,0.545,2.3412,10,8.9134
3.0,2,6,3,13,0.57,4.0512,10,8.9614
3.0,7,12,3,11,0.625,2.1871,10,8.8061
3.0,10,8,2,10,0.5875,1.8912,10,8.808
3.0,5,4,1,14,0.535,2.3412,10,8.9228
3.0,4,12,2,80,0.625,2.7012,10,8.8697
3.0,6,2,1,91,0.51375,2.2512,10,8.9376
3.0,9,16,1,99,0.625,2.0014,10,8.7716
3.0,7,12,2,80,0.625,2.187,10,8.8064
3.0,7,8,1,6,0.57,2.187,10,8.8737
3.0,2,8,1,97,0.57,4.0512,10,8.9614
3.0,4,16,1,40,0.625,2.7012,10,8.8697
3.0,3,6,3,45,0.57,3.0012,10,8.931
3.0,1,2,2,77,0.5225,6.3012,10,8.9905
3.0,7,16,3,76,0.75,2.187,10,8.6252
3.0,4,10,2,52,0.5875,2.7012,10,8.9014
3.0,7,4,3,9,0.545,2.187,10,8.9016
3.0,5,16,2,62,0.7125,2.3412,10,8.7203
3.0,1,14,3,22,0.7125,6.3012,10,8.9583
3.0,4,6,1,23,0.545,2.7012,10,8.9341
3.0,5,10,3,42,0.625,2.3412,10,8.8294
3.0,5,16,2,14,0.7125,2.3412,10,8.7203
3.0,7,16,2,51,0.7125,2.187,10,8.6821
3.0,1,4,3,62,0.545,6.3012,10,8.9875
3.0,8,14,3,9,0.7125,2.0262,10,8.6369
3.0,9,4,2,58,0.545,1.9997,10,8.8907
3.0,1,16,2,67,0.7125,6.3012,10,8.9583
3.0,5,12,2,41,0.625,2.3412,10,8.8295
3.0,10,8,1,86,0.57,1.8912,10,8.8347
3.0,4,6,2,87,0.57,2.7012,10,8.9153
3.0,6,2,1,73,0.51375,2.2512,10,8.9376
3.0,5,6,1,22,0.545,2.3412,10,8.9134
3.0,5,2,2,36,0.5225,2.3412,10,8.9341
3.0,3,6,3,14,0.57,3.0012,10,8.9309
3.0,9,6,2,66,0.57,2.0014,10,8.8504
3.0,1,14,3,93,0.7125,6.3012,10,8.9583
3.0,1,12,3,85,0.625,6.3012,10,8.975
3.0,6,14,1,76,0.5875,2.2512,10,8.8612
3.0,7,14,1,52,0.5875,2.187,10,8.8532
3.0,5,4,3,5,0.545,2.3412,10,8.9134
3.0,6,4,3,55,0.545,2.2512,10,8.907
3.0,1,14,1,15,0.5875,6.3012,10,8.9812
3.0,3,14,2,3,0.625,3.0012,10,8.8935
3.0,9,6,3,88,0.57,2.0014,10,8.8504
3.0,7,10,3,10,0.625,2.1849,10,8.8138
3.0,1,2,1,17,0.51375,6.3012,10,8.9956
3.0,10,8,3,70,0.5875,1.8912,10,8.808
3.0,8,16,1,21,0.625,2.0262,10,8.7772
3.0,1,10,2,65,0.5875,6.3012,10,8.9812
3.0,6,8,1,77,0.57,2.2512,10,8.8806
3.0,10,4,3,89,0.545,1.8912,10,8.8709
3.0,1,8,3,74,0.5875,6.3012,10,8.9812
3.0,9,10,2,35,0.5875,2.0014,10,8.8264
3.0,6,2,3,84,0.5225,2.2512,10,8.9293
3.0,9,2,3,10,0.5225,1.9997,10,8.9177
3.0,9,10,1,13,0.57,2.0014,10,8.8504
3.0,6,12,1,18,0.5875,2.2512,10,8.8612
3.0,3,12,3,59,0.625,3.0012,10,8.8935
3.0,9,8,3,26,0.5875,2.0014,10,8.8264
3.0,7,10,1,28,0.57,2.187,10,8.8724
3.0,7,14,1,37,0.5875,2.187,10,8.8519
3.0,9,16,3,43,0.75,2.0013,10,8.561
3.0,5,6,2,77,0.57,2.3412,10,8.8889
3.0,8,16,1,38,0.625,2.0262,10,8.7772
3.0,8,4,1,81,0.535,2.0262,10,8.8986
3.0,3,6,2,36,0.57,3.0012,10,8.931
3.0,1,10,1,57,0.57,6.3012,10,8.9838
3.0,1,10,2,65,0.5875,6.3012,10,8.9812
3.0,4,6,2,56,0.57,2.7012,10,8.9153
3.0,2,4,1,11,0.535,4.0512,10,8.9733
3.0,1,4,3,55,0.545,6.3012,10,8.9875
3.0,6,16,2,72,0.7125,2.2512,10,8.6998
3.0,5,4,3,81,0.545,2.3412,10,8.9134
3.0,8,2,3,66,0.5225,2.0262,10,8.9134
3.0,10,10,1,9,0.57,1.8912,10,8.8347
3.0,5,6,3,99,0.57,2.3412,10,8.8889
3.0,1,6,3,42,0.57,6.3012,10,8.9838
3.0,4,2,2,15,0.5225,2.7012,10,8.9499
3.0,4,16,3,25,0.75,2.7012,10,8.745
3.0,8,6,2,50,0.57,2.0262,10,8.8544
3.0,3,6,1,43,0.545,3.0012,10,8.9463
3.0,5,16,3,29,0.75,2.3412,10,8.6684
3.0,10,12,3,53,0.625,1.8912,10,8.7476
3.0,1,16,3,7,0.75,6.3012,10,8.9503
3.0,10,6,3,18,0.57,1.8912,10,8.8347
3.0,1,16,3,34,0.75,6.3012,10,8.9502
3.0,1,12,2,93,0.625,6.3012,10,8.975
3.0,9,10,3,21,0.625,2.0014,10,8.7716
3.0,3,2,1,60,0.51375,3.0012,10,8.964
3.0,3,14,2,18,0.625,3.0012,10,8.8935
3.0,3,4,2,15,0.545,3.0012,10,8.9463
3.0,9,2,3,24,0.5225,2.0014,10,8.9108
3.0,8,2,3,19,0.5225,2.0262,10,8.9134
3.0,10,10,2,28,0.5875,1.8912,10,8.808
3.0,4,10,2,47,0.5875,2.7012,10,8.9014
3.0,2,4,2,61,0.545,4.0512,10,8.97
3.0,2,14,2,98,0.625,4.0512,10,8.9404
3.0,3,16,2,78,0.7125,3.0012,10,8.824
3.0,1,10,3,51,0.625,6.3012,10,8.975
3.0,6,14,2,47,0.625,2.2512,10,8.8153
3.0,6,12,2,13,0.625,2.2512,10,8.8168
3.0,3,16,2,54,0.7125,3.0012,10,8.824
3.0,10,6,3,56,0.57,1.8912,10,8.8347
3.0,8,12,1,98,0.5875,2.0262,10,8.8308
3.0,5,2,1,98,0.51375,2.3412,10,8.9418
3.0,6,8,2,22,0.5875,2.2512,10,8.8612
3.0,7,4,2,97,0.545,2.187,10,8.9016
3.0,8,16,3,53,0.75,2.0262,10,8.5707
3.0,5,12,1,45,0.5875,2.3412,10,8.8708
3.0,7,14,1,66,0.5875,2.187,10,8.8532
3.0,6,4,1,11,0.535,2.2512,10,8.9171
3.0,9,12,3,95,0.625,2.0014,10,8.7716
3.0,7,10,2,99,0.5875,2.187,10,8.8532
3.0,7,14,2,2,0.625,2.187,10,8.8065
3.0,3,10,1,48,0.57,3.0012,10,8.9309
3.0,2,6,1,43,0.545,4.0512,10,8.97
3.0,8,14,3,76,0.7125,2.0262,10,8.6369
3.0,4,16,2,27,0.7125,2.7012,10,8.7853
3.0,2,2,1,93,0.51375,4.0512,10,8.9799
3.0,2,14,1,86,0.5875,4.0512,10,8.955
3.0,6,4,3,79,0.545,2.2512,10,8.907
3.0,1,4,2,33,0.545,6.3012,10,8.9875
3.0,3,14,2,69,0.625,3.0012,10,8.8911
3.0,7,16,1,61,0.625,2.187,10,8.8064
3.0,5,10,1,75,0.57,2.3412,10,8.8889
3.0,3,4,3,3,0.545,3.0012,10,8.9463
3.0,1,8,1,98,0.57,6.3012,10,8.9838
3.0,7,12,1,48,0.5875,2.187,10,8.8532
3.0,1,4,3,7,0.545,6.3012,10,8.9876
3.0,4,14,2,92,0.625,2.7012,10,8.8697
3.0,9,4,3,46,0.545,2.0013,10,8.8835
3.0,9,8,2,2,0.5875,2.0013,10,8.8267
3.0,8,8,1,60,0.57,2.0262,10,8.8544
3.0,1,16,3,28,0.75,6.3012,10,8.9502
3.0,8,12,1,54,0.5875,2.0262,10,8.8308
3.0,1,12,3,47,0.625,6.3012,10,8.975
3.0,4,16,1,93,0.625,2.7012,10,8.8697
3.0,7,14,3,12,0.7125,2.187,10,8.6834
3.0,8,10,2,32,0.5875,2.0262,10,8.8308
3.0,2,6,3,53,0.57,4.0512,10,8.9614
3.0,7,14,1,50,0.5875,2.187,10,8.8532
3.0,8,6,3,68,0.57,2.0262,10,8.8544
3.0,4,10,3,25,0.625,2.7012,10,8.8697
3.0,1,10,2,23,0.5875,6.3012,10,8.9813
3.0,10,16,2,70,0.7125,1.8912,10,8.5898
3.0,6,6,1,30,0.545,2.2512,10,8.907
3.0,7,4,1,88,0.535,2.1849,10,8.9213
3.0,7,12,1,22,0.5875,2.1871,10,8.8528
3.0,8,12,1,66,0.5875,2.0262,10,8.8308
3.0,6,16,1,73,0.625,2.2512,10,8.8168
3.0,4,12,1,76,0.5875,2.7012,10,8.9014
3.0,1,12,2,54,0.625,6.3012,10,8.975
3.0,8,6,1,76,0.545,2.0262,10,8.8864
3.0,10,4,2,10,0.545,1.8912,10,8.8709
3.0,10,14,3,80,0.7125,1.8912,10,8.5898
3.0,6,6,1,89,0.545,2.2512,10,8.907
3.0,10,14,2,50,0.625,1.8912,10,8.7476
3.0,7,6,1,31,0.545,2.187,10,8.9015
3.0,4,4,1,56,0.535,2.7012,10,8.9412
3.0,1,8,3,88,0.5875,6.3012,10,8.9812
3.0,7,8,3,33,0.5875,2.187,10,8.8532
3.0,4,4,2,3,0.545,2.7012,10,8.9341
3.0,3,16,3,99,0.75,3.0012,10,8.7907
3.0,1,4,2,54,0.545,6.3012,10,8.9875
3.0,5,12,2,80,0.625,2.3412,10,8.8294
3.0,8,10,1,63,0.57,2.0262,10,8.8544
3.0,10,16,3,19,0.75,1.8912,10,8.5158
3.0,9,4,3,5,0.545,1.9997,10,8.8899
3.0,7,2,3,18,0.5225,2.187,10,8.9251
3.0,1,6,3,21,0.57,6.3012,10,8.9838
3.0,10,2,2,65,0.5225,1.8912,10,8.9016
3.0,5,2,2,22,0.5225,2.3412,10,8.9341
3.0,7,8,3,88,0.5875,2.1849,10,8.8621
3.0,8,12,2,65,0.625,2.0262,10,8.7772
3.0,1,8,2,41,0.5875,6.3012,10,8.9813
3.0,3,4,3,88,0.545,3.0012,10,8.9463
3.0,8,2,2,59,0.5225,2.0262,10,8.9134
3.0,3,8,3,31,0.5875,3.0012,10,8.9195
3.0,5,14,2,84,0.625,2.3412,10,8.8294
3.0,7,2,3,57,0.5225,2.187,10,8.9251
3.0,3,2,1,3,0.51375,3.0012,10,8.9661
3.0,4,10,3,63,0.625,2.7012,10,8.8697
3.0,6,4,1,66,0.535,2.2512,10,8.9155
3.0,4,10,1,46,0.57,2.7012,10,8.9153
3.0,10,8,1,30,0.57,1.8912,10,8.8347
3.0,6,12,1,50,0.5875,2.2512,10,8.8612
3.0,7,14,3,14,0.7125,2.187,10,8.6821
3.0,10,8,2,99,0.5875,1.8912,10,8.808
3.0,10,14,2,82,0.625,1.8912,10,8.7476
3.0,5,8,3,24,0.5875,2.3412,10,8.8708
3.0,2,4,1,5,0.535,4.0512,10,8.9733
3.0,6,16,3,25,0.75,2.2512,10,8.6444
3.0,7,2,3,34,0.5225,2.1871,10,8.9246
3.0,4,14,2,22,0.625,2.7012,10,8.8697
3.0,6,4,1,40,0.535,2.2512,10,8.9171
3.0,1,8,1,5,0.57,6.3012,10,8.9838
3.0,2,4,2,24,0.545,4.0512,10,8.97
3.0,6,10,2,99,0.5875,2.2512,10,8.8597
3.0,2,14,3,53,0.7125,4.0512,10,8.9009
3.0,1,6,3,72,0.57,6.3012,10,8.9838
3.0,3,12,1,56,0.5875,3.0012,10,8.9195
3.0,8,8,1,59,0.57,2.0262,10,8.8544
3.0,7,4,3,49,0.545,2.1849,10,8.9106
3.0,3,6,2,51,0.57,3.0012,10,8.9309
3.0,5,6,2,2,0.57,2.3412,10,8.8889
3.0,6,16,2,33,0.7125,2.2512,10,8.6983
3.0,9,4,1,45,0.535,2.0013,10,8.896
3.0,5,12,3,54,0.625,2.3412,10,8.8294
3.0,3,4,2,44,0.545,3.0012,10,8.9463
3.0,10,16,1,87,0.625,1.8912,10,8.7476
3.0,6,10,3,79,0.625,2.2512,10,8.8168
3.0,6,2,2,44,0.5225,2.2512,10,8.9293
3.0,7,4,2,41,0.545,2.187,10,8.9016
3.0,1,4,2,46,0.545,6.3012,10,8.9875
3.0,4,14,2,20,0.625,2.7012,10,8.8697
3.0,2,14,2,35,0.625,4.0512,10,8.9404
3.0,1,8,2,54,0.5875,6.3012,10,8.9812
3.0,9,16,2,20,0.7125,2.0014,10,8.6282
3.0,10,12,3,64,0.625,1.8912,10,8.7476
3.0,7,8,1,60,0.57,2.187,10,8.8724
3.0,8,12,1,16,0.5875,2.0262,10,8.8308
3.0,8,8,2,29,0.5875,2.0262,10,8.8308
3.0,2,16,2,14,0.7125,4.0512,10,8.901
3.0,6,2,2,40,0.5225,2.2512,10,8.9293
3.0,8,4,2,60,0.545,2.0262,10,8.8864
3.0,1,8,3,14,0.5875,6.3012,10,8.9813
3.0,8,14,2,1,0.625,2.0262,10,8.7772
3.0,4,16,1,78,0.625,2.7012,10,8.8697
3.0,4,6,2,41,0.57,2.7012,10,8.9154
3.0,10,6,1,26,0.545,1.8912,10,8.8709
3.0,2,14,2,66,0.625,4.0512,10,8.9404
3.0,7,10,1,10,0.57,2.1849,10,8.8813
3.0,9,6,2,47,0.57,2.0014,10,8.8504
3.0,7,6,1,70,0.545,2.1871,10,8.9012
3.0,10,6,3,91,0.57,1.8912,10,8.8347
3.0,9,14,1,95,0.5875,2.0014,10,8.8264
3.0,9,14,3,48,0.7125,2.0014,10,8.6282
3.0,9,16,1,73,0.625,2.0014,10,8.7716
3.0,5,10,3,85,0.625,2.3412,10,8.8294
3.0,10,6,1,32,0.545,1.8912,10,8.8709
3.0,4,10,1,92,0.57,2.7012,10,8.9153
3.0,7,14,1,15,0.5875,2.187,10,8.8532
3.0,1,10,2,38,0.5875,6.3012,10,8.9812
3.0,1,4,2,79,0.545,6.3012,10,8.9875
3.0,8,16,3,46,0.75,2.0262,10,8.5707
3.0,4,4,2,21,0.545,2.7012,10,8.9341
3.0,2,14,2,73,0.625,4.0512,10,8.9404
3.0,2,8,2,86,0.5875,4.0512,10,8.955
3.0,10,6,2,11,0.57,1.8912,10,8.8347
3.0,7,4,3,40,0.545,2.187,10,8.9015
3.0,5,4,1,79,0.535,2.3412,10,8.9228
3.0,9,8,3,63,0.5875,1.9997,10,8.8338
3.0,2,2,1,32,0.51375,4.0512,10,8.9799
3.0,8,14,1,80,0.5875,2.0262,10,8.8308
3.0,2,12,1,40,0.5875,4.0512,10,8.955
3.0,9,10,3,32,0.625,2.0014,10,8.7716
3.0,6,4,2,100,0.545,2.2512,10,8.907
3.0,4,16,3,3,0.75,2.7012,10,8.745
3.0,5,12,2,16,0.625,2.3412,10,8.8294
3.0,6,16,3,99,0.75,2.2512,10,8.6429
3.0,9,12,3,87,0.625,1.9997,10,8.7789
3.0,8,4,1,51,0.535,2.0262,10,8.8986
3.0,1,8,1,38,0.57,6.3012,10,8.9838
3.0,10,14,3,26,0.7125,1.8912,10,8.5898
3.0,1,14,3,60,0.7125,6.3012,10,8.9583
3.0,3,10,1,44,0.57,3.0012,10,8.9309
3.0,2,6,3,85,0.57,4.0512,10,8.9614
3.0,3,8,3,79,0.5875,3.0012,10,8.9195
3.0,1,4,1,71,0.535,6.3012,10,8.9888
3.0,9,6,3,14,0.57,2.0014,10,8.8504
3.0,4,14,3,70,0.7125,2.7012,10,8.7853
3.0,9,6,2,30,0.57,2.0014,10,8.8504
3.0,10,14,3,74,0.7125,1.8912,10,8.5898
3.0,8,8,1,16,0.57,2.0262,10,8.8544
3.0,9,2,2,83,0.5225,2.0013,10,8.9112
3.0,10,8,1,53,0.57,1.8912,10,8.8347
3.0,2,6,3,17,0.57,4.0512,10,8.9614
3.0,8,6,2,11,0.57,2.0262,10,8.8544
3.0,1,14,1,89,0.5875,6.3012,10,8.9812
3.0,4,8,2,4,0.5875,2.7012,10,8.9014
3.0,8,6,2,78,0.57,2.0262,10,8.8544
3.0,7,8,3,8,0.5875,2.187,10,8.8532
3.0,1,8,1,81,0.57,6.3012,10,8.9838
3.0,1,2,2,24,0.5225,6.3012,10,8.9905
3.0,10,6,2,27,0.57,1.8912,10,8.8347
3.0,6,10,3,67,0.625,2.2512,10,8.8168
3.0,9,2,2,5,0.5225,1.9997,10,8.9177
3.0,7,12,3,7,0.625,2.187,10,8.8065
3.0,7,6,2,73,0.57,2.187,10,8.8724
3.0,2,6,2,59,0.57,4.0512,10,8.9614
3.0,4,8,1,92,0.57,2.7012,10,8.9153
3.0,7,4,2,4,0.545,2.187,10,8.9016
3.0,8,2,2,68,0.5225,2.0262,10,8.9134
3.0,1,8,1,59,0.57,6.3012,10,8.9838
3.0,2,8,3,1,0.5875,4.0512,10,8.955
3.0,7,6,3,30,0.57,2.187,10,8.8737
3.0,4,16,3,90,0.75,2.7012,10,8.745
3.0,10,4,2,72,0.545,1.8912,10,8.8709
3.0,7,14,1,32,0.5875,2.187,10,8.8519
3.0,3,2,3,29,0.5225,3.0012,10,8.9592
3.0,1,6,1,8,0.545,6.3012,10,8.9875
3.0,6,2,3,7,0.5225,2.2512,10,8.9293
3.0,5,4,2,87,0.545,2.3412,10,8.9134
3.0,7,16,2,42,0.7125,2.187,10,8.6834
3.0,8,16,3,18,0.75,2.0262,10,8.5707
3.0,4,6,1,71,0.545,2.7012,10,8.9341
3.0,4,16,3,62,0.75,2.7012,10,8.745
3.0,9,6,2,64,0.57,2.0014,10,8.8493
3.0,4,10,1,80,0.57,2.7012,10,8.9153
3.0,9,12,1,94,0.5875,2.0014,10,8.8264
3.0,1,4,2,42,0.545,6.3012,10,8.9875
3.0,2,16,1,76,0.625,4.0512,10,8.9404
3.0,7,6,1,96,0.545,2.187,10,8.9002
3.0,9,4,2,47,0.545,2.0014,10,8.8831
3.0,8,16,3,73,0.75,2.0262,10,8.5707
3.0,7,14,2,90,0.625,2.187,10,8.8065
3.0,8,16,2,8,0.7125,2.0262,10,8.6369
3.0,10,10,3,59,0.625,1.8912,10,8.7476
3.0,10,4,3,17,0.545,1.8912,10,8.8709
3.0,1,12,2,78,0.625,6.3012,10,8.975
3.0,1,2,2,77,0.5225,6.3012,10,8.9905
3.0,2,10,2,61,0.5875,4.0512,10,8.955
3.0,1,6,1,53,0.545,6.3012,10,8.9875
3.0,8,16,1,83,0.625,2.0262,10,8.7772
3.0,9,8,2,8,0.5875,2.0013,10,8.8267
3.0,2,12,2,67,0.625,4.0512,10,8.9404
3.0,5,14,2,90,0.625,2.3412,10,8.8294
3.0,1,12,3,33,0.625,6.3012,10,8.975
3.0,6,14,2,80,0.625,2.2512,10,8.8153
3.0,6,16,2,10,0.7125,2.2512,10,8.6983
3.0,10,8,2,70,0.5875,1.8912,10,8.808
3.0,1,6,3,1,0.57,6.3012,10,8.9852
3.0,1,6,2,79,0.57,6.3012,10,8.9838
3.0,2,8,3,83,0.5875,4.0512,10,8.955
3.0,6,16,3,62,0.75,2.2512,10,8.6443
3.0,10,16,2,100,0.7125,1.8912,10,8.5898
3.0,9,6,3,33,0.57,2.0014,10,8.8504
3.0,2,12,2,60,0.625,4.0512,10,8.9404
3.0,3,6,3,59,0.57,3.0012,10,8.9309
3.0,4,6,1,51,0.545,2.7012,10,8.9341
3.0,6,2,1,52,0.51375,2.2512,10,8.9361
3.0,6,10,1,16,0.57,2.2512,10,8.8807
3.0,5,12,3,64,0.625,2.3412,10,8.8294
3.0,6,16,2,29,0.7125,2.2512,10,8.6998
3.0,2,4,2,57,0.545,4.0512,10,8.97
3.0,10,6,1,62,0.545,1.8912,10,8.8709
3.0,3,4,1,52,0.535,3.0012,10,8.9521
3.0,1,10,2,8,0.5875,6.3012,10,8.9812
3.0,4,14,2,41,0.625,2.7012,10,8.8697
3.0,6,8,1,78,0.57,2.2512,10,8.8806
3.0,8,10,2,59,0.5875,2.0262,10,8.8308
3.0,7,4,3,71,0.545,2.187,10,8.9016
3.0,8,4,1,74,0.535,2.0262,10,8.8986
