Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
1.3,7,0,0,600,0.4,6,2,0,0.9065,9,6.3825
1.3,1,0,1,3050,0.4,16,2,0,5.2735,9,7.7064
1.3,4,1,1,2150,0.1,2,1,0,1.4657,9,6.997
1.3,8,1,1,2550,0.8,12,1,0,1.0266,9,4.9313
1.3,3,0,0,3700,0,12,2,0,2.0085,9,6.7213
1.3,6,0,1,2000,0.8,8,1,0,3.2769,9,2.0623
1.3,4,1,1,350,0.2,14,2,0,1.6449,9,6.1554
1.3,4,0,1,2000,0.2,14,2,0,2.6552,9,3.8133
1.3,4,0,0,450,0.2,16,3,0,1.4573,9,6.9475
1.3,2,1,1,2800,0.2,16,2,0,2.799,9,7.2346
1.3,1,1,1,2650,0,12,1,0,4.9641,9,8.254
1.3,3,1,0,800,0.8,10,1,0,1.6334,9,8.3162
1.3,10,0,0,800,0.4,12,1,0,0.93561,9,4.3287
1.3,6,0,1,2150,0.1,14,3,0,3.0475,9,2.215
1.3,4,1,1,2500,0.6,2,2,0,1.4701,9,6.9299
1.3,10,1,1,3600,0.7,8,3,0,0.9003,9,4.4985
1.3,9,0,0,2350,0.2,8,1,0,1.36,9,3.3088
1.3,6,1,1,400,0.7,12,1,0,1.2141,9,5.5596
1.3,8,0,1,2900,0,6,1,0,4.2031,9,1.2059
1.3,3,1,1,3300,1,12,2,0,1.9908,9,6.7813
1.3,5,1,1,1650,0,12,2,0,1.3908,9,5.8241
1.3,6,1,1,3800,0.5,4,1,0,1.1154,9,6.1014
1.3,6,1,1,2300,0.3,4,3,0,1.1332,9,5.9568
1.3,3,0,0,1800,0.8,2,1,0,1.8209,9,7.5135
1.3,10,1,1,750,0.3,12,2,0,0.94078,9,4.3049
1.3,6,1,1,3250,0.8,12,2,0,1.2408,9,5.4401
1.3,3,1,1,2700,0.1,4,1,0,1.8654,9,7.3219
1.3,7,0,0,3600,1,14,2,0,2.373,9,2.4381
1.3,9,1,1,1150,1,14,2,0,1.0199,9,4.4122
1.3,3,1,0,1700,0.5,6,2,0,1.5974,9,8.4732
1.3,10,1,1,2150,0.5,10,3,0,0.93388,9,4.3368
1.3,9,0,0,1450,0.8,12,1,0,1.3606,9,3.3073
1.3,4,0,0,3550,1,10,3,0,2.1516,9,4.7057
1.3,9,0,0,800,1,8,3,0,1.0693,9,4.2084
1.3,10,1,0,450,0.8,10,2,0,0.60565,9,6.687
1.3,7,1,1,2950,0.3,6,1,0,1.0329,9,5.6157
1.3,10,0,1,1750,0.7,12,3,0,4.0894,9,0.99035
1.3,8,0,1,1300,1,16,2,0,3.029,9,1.6714
1.3,9,0,0,4000,0.2,10,3,0,1.9691,9,2.2853
1.3,3,0,1,2200,0.3,6,3,0,2.736,9,4.9342
1.3,2,0,1,3650,0.4,2,2,0,3.5774,9,5.7035
1.3,7,1,1,2450,0.3,6,1,0,1.0329,9,5.6157
1.3,5,1,0,1350,0.1,10,2,0,1.0556,9,7.673
1.3,10,0,1,1650,0.8,4,3,0,3.8615,9,1.0488
1.3,5,1,0,2850,0.6,14,1,0,1.0828,9,7.4806
1.3,2,1,1,3550,0.6,10,1,0,2.6894,9,7.5992
1.3,4,1,1,2350,0.8,12,3,0,1.6425,9,6.1646
1.3,7,1,1,2400,0.8,16,3,0,1.2275,9,4.7136
1.3,3,1,1,2450,0.1,12,2,0,1.9908,9,6.7813
1.3,8,0,0,3600,0.9,16,2,0,2.453,9,2.0638
1.3,1,0,0,3500,0.1,12,2,0,4.791,9,8.4942
1.3,4,1,1,2050,0.6,6,1,0,1.5151,9,6.7377
1.3,4,1,0,650,0.9,6,1,0,1.2091,9,8.4429
1.3,3,1,0,200,0,6,3,0,1.6107,9,8.3813
1.3,1,1,0,2750,0.2,6,2,0,4.5974,9,8.8702
1.3,1,0,1,450,0.6,6,3,0,4.6878,9,8.678
1.3,7,0,0,800,0.8,2,3,0,0.98393,9,5.887
1.3,6,1,1,1850,0.4,4,1,0,1.1154,9,6.1014
1.3,7,1,0,1550,0.4,2,1,0,0.67754,9,8.634
1.3,5,0,0,2800,0.8,6,1,0,1.7391,9,4.6867
1.3,2,0,0,1350,0.5,6,1,0,2.4441,9,8.3824
1.3,3,1,1,4000,0.7,4,1,0,1.8654,9,7.3219
1.3,6,0,1,3350,0.8,14,3,0,5.0489,9,1.3369
1.3,3,1,0,3500,0.1,16,1,0,1.7075,9,7.9156
1.3,1,0,0,1500,0.7,6,3,0,4.6757,9,8.7005
1.3,8,0,1,1200,0.2,2,2,0,2.1802,9,2.3301
1.3,8,1,0,700,0.7,6,2,0,0.65989,9,7.6717
1.3,10,0,0,3100,0.3,2,3,0,1.6948,9,2.3896
1.3,9,0,1,250,0,6,3,0,0.94633,9,4.7552
1.3,4,0,1,2400,0.1,10,3,0,2.8214,9,3.5886
1.3,10,0,1,1800,0.4,16,2,0,3.8903,9,1.041
1.3,3,0,0,550,0.4,12,2,0,1.7423,9,7.7485
1.3,3,1,0,600,0.4,16,1,0,1.7075,9,7.9156
1.3,10,1,0,1300,0.6,4,1,0,0.50937,9,7.9781
1.3,2,0,0,3150,0.7,16,1,0,2.7737,9,7.3434
1.3,4,0,0,600,0.7,6,3,0,1.3495,9,7.5029
1.3,5,0,0,2450,0.9,14,3,0,1.84,9,4.4021
1.3,2,1,1,4000,0,14,1,0,2.7388,9,7.4442
1.3,10,0,1,450,0.8,6,1,0,1.4403,9,2.812
1.3,9,1,0,650,0.3,8,1,0,0.60874,9,7.3923
1.3,1,0,1,1300,0,6,2,0,4.7841,9,8.524
1.3,3,0,1,3400,0.7,4,2,0,3.563,9,3.8073
1.3,10,0,0,3000,1,6,1,0,2.3428,9,1.7287
1.3,2,1,0,950,0.2,12,3,0,2.4615,9,8.2269
1.3,5,1,1,1050,0.9,4,3,0,1.2832,9,6.3126
1.3,8,1,0,1850,0.7,16,1,0,0.76998,9,6.5748
1.3,3,0,1,600,0,12,2,0,1.9483,9,6.9293
1.3,5,1,0,450,1,10,3,0,1.0779,9,7.5148
1.3,2,1,1,1800,0.1,6,1,0,2.6401,9,7.7601
1.3,1,1,1,2950,0,14,1,0,4.9888,9,8.2082
1.3,9,0,1,2200,0.5,8,2,0,4.2623,9,1.0558
1.3,4,0,1,550,0.4,16,2,0,1.7515,9,5.7809
1.3,10,0,0,3400,0.8,16,1,0,2.5,9,1.62
1.3,4,1,1,1850,0.6,12,3,0,1.6425,9,6.1646
1.3,9,0,1,3150,0.5,10,3,0,5.8864,9,0.76447
1.3,2,0,1,950,0.4,14,3,0,2.8204,9,7.1799
1.3,3,0,1,2750,0.4,16,2,0,3.1952,9,4.225
1.3,5,1,0,1250,0.9,14,3,0,1.145,9,7.0741
1.3,6,1,0,3050,0.3,2,1,0,0.78469,9,8.7028
1.3,10,0,1,1200,0.7,12,3,0,3.0047,9,1.3479
1.3,8,0,0,2450,0.5,12,3,0,1.649,9,3.0701
1.3,4,0,1,1300,0.6,14,1,0,2.287,9,4.4272
1.3,6,1,0,1350,0,6,1,0,0.83406,9,8.1285
1.3,5,1,0,2200,0.1,12,2,0,1.0848,9,7.467
1.3,9,1,0,3100,1,12,2,0,0.68478,9,6.5715
1.3,5,0,0,2800,0.4,6,1,0,1.5666,9,5.2027
1.3,2,0,0,2600,1,16,3,0,2.8336,9,7.1464
1.3,8,1,1,1200,0.3,16,1,0,1.076,9,4.705
1.3,9,1,0,3750,0.1,2,3,0,0.54358,9,8.2785
1.3,4,0,1,1000,0.7,8,2,0,2.0209,9,5.0101
1.3,8,1,1,1450,0.7,4,1,0,0.92787,9,5.488
1.3,2,0,1,850,0.2,14,3,0,2.7641,9,7.326
1.3,4,0,1,3750,0.4,4,3,0,3.8636,9,2.622
1.3,3,0,1,1450,0.1,4,1,0,2.2415,9,6.0932
1.3,8,0,0,3950,0.3,4,2,0,1.8583,9,2.7243
1.3,8,1,0,2800,0.1,12,3,0,0.77395,9,6.5411
1.3,10,1,1,2350,1,2,1,0,0.79069,9,5.1696
1.3,8,0,1,3950,0.3,10,1,0,6.1187,9,0.82738
1.3,4,1,1,1050,0.4,4,2,0,1.4993,9,6.7766
1.3,5,1,0,3600,1,16,2,0,1.143,9,7.0864
1.3,8,1,1,1650,0.3,16,3,0,1.1471,9,4.4133
1.3,1,1,1,3050,0.5,14,2,0,5.0199,9,8.1004
1.3,8,1,1,2300,0.2,16,3,0,1.1471,9,4.4133
1.3,6,0,0,3100,0.9,2,2,0,1.8516,9,3.6631
1.3,1,0,0,2950,0.7,16,2,0,4.883,9,8.3226
1.3,2,1,1,3450,0.9,16,1,0,2.7635,9,7.3706
1.3,3,0,0,1200,0.2,16,2,0,1.8643,9,7.2414
1.3,10,0,1,2000,0.1,12,2,0,3.8168,9,1.0611
1.3,2,0,1,750,0.8,8,2,0,2.6719,9,7.605
1.3,6,1,0,2100,0.9,12,2,0,0.93478,9,7.221
1.3,8,0,0,3050,0.9,2,1,0,1.9897,9,2.5712
1.3,2,0,1,2750,0.6,4,2,0,3.3481,9,6.0859
1.3,10,0,1,350,0.2,10,2,0,1.1783,9,3.4373
1.3,10,1,0,400,0.5,10,3,0,0.62787,9,6.4503
1.3,8,1,1,550,0.6,6,3,0,0.97923,9,5.1699
1.3,5,0,0,3050,0.9,12,1,0,1.9256,9,4.2065
1.3,8,0,1,1450,0.7,12,2,0,3.0155,9,1.6788
1.3,7,1,0,1200,0.7,14,3,0,0.88788,9,6.5163
1.3,9,0,0,2450,0.7,6,2,0,1.7199,9,2.6164
1.3,8,1,1,1300,0.8,6,3,0,0.97923,9,5.1699
1.3,5,0,0,1250,1,6,1,0,1.3528,9,6.0248
1.3,1,0,0,3050,0.2,14,3,0,4.8438,9,8.371
1.3,3,1,0,2950,0.7,16,2,0,1.743,9,7.7451
1.3,2,0,0,1450,0.3,2,2,0,2.3916,9,8.5313
1.3,1,1,0,1650,0.6,16,1,0,4.7075,9,8.6939
1.3,4,1,0,1500,0.8,4,1,0,1.1844,9,8.6389
1.3,10,0,0,2200,1,2,2,0,1.8141,9,2.237
1.3,8,1,0,1750,0.9,8,2,0,0.68902,9,7.3474
1.3,4,0,0,2600,0.4,12,2,0,1.7348,9,5.8365
1.3,4,0,1,800,0.5,16,3,0,1.9781,9,5.1185
1.3,1,0,0,400,0.9,14,2,0,4.7264,9,8.6034
1.3,7,0,1,1200,0.9,8,3,0,2.5309,9,2.286
1.3,10,1,1,2600,0.1,2,2,0,0.79513,9,5.1038
1.3,5,1,1,1300,0.5,14,2,0,1.4199,9,5.7046
1.3,6,0,0,2750,0.9,14,3,0,1.9338,9,3.4906
1.3,3,1,1,2600,0.5,6,1,0,1.8901,9,7.2132
1.3,1,0,0,3500,0.3,8,1,0,4.7337,9,8.6657
1.3,5,1,0,1050,0.9,14,1,0,1.0828,9,7.4806
1.3,4,0,1,800,0.6,4,1,0,1.7814,9,5.7436
1.3,9,0,1,1600,0,14,3,0,2.9454,9,1.5278
1.3,6,0,0,1650,0.5,16,2,0,1.433,9,4.7103
1.3,9,1,1,2050,0.8,2,2,0,0.84513,9,5.3384
1.3,3,1,0,950,0.9,12,1,0,1.6581,9,8.1775
1.3,10,1,0,950,0.2,2,3,0,0.49357,9,8.2054
1.3,3,0,1,3450,0.4,12,3,0,3.5402,9,3.8133
1.3,7,1,0,2600,0.7,4,1,0,0.70223,9,8.2954
1.3,2,0,1,3450,0.3,2,1,6.4e-06,3.4674,9,5.9201
1.3,1,0,1,1750,0.5,6,3,0,4.922,9,8.2652
1.3,9,0,0,1700,0.5,4,2,0,1.252,9,3.5942
1.3,1,1,0,3000,0.1,2,3,0,4.5436,9,8.9681
1.3,10,0,0,950,0.1,2,3,0,0.79858,9,5.0715
1.3,5,0,1,1650,0.6,14,3,0,2.7097,9,2.9892
1.3,10,1,0,2100,0.3,14,2,0,0.66391,9,6.1002
1.3,7,0,1,1550,0.4,4,3,0,2.6406,9,2.1911
1.3,10,1,1,1800,0,2,2,0,0.79513,9,5.1038
1.3,5,0,0,300,0.8,8,3,0,1.1168,9,7.2529
1.3,6,1,1,2000,0.6,16,1,0,1.2635,9,5.3424
1.3,3,0,1,2600,0.1,12,1,0,2.8957,9,4.6826
1.3,7,0,0,1500,0.9,4,3,0,1.3138,9,4.404
1.3,6,1,1,800,0.5,6,1,0,1.1401,9,5.9467
1.3,3,1,1,1450,0.3,8,2,0,1.9325,9,6.9905
1.3,8,0,0,3950,0,8,3,0,1.6456,9,3.0765
1.3,7,0,1,1700,0.3,8,3,0,2.821,9,2.0509
1.3,10,1,1,1500,0.9,6,1,0,0.84005,9,4.8211
1.3,3,1,0,3000,0.9,14,2,0,1.7139,9,7.8767
1.3,2,0,0,2100,0.5,8,1,0,2.5362,9,8.0684
1.3,8,1,1,2300,0.2,12,1,0,1.0266,9,4.9313
1.3,9,0,1,2200,0.7,8,1,0,4.4845,9,1.0035
1.3,5,0,0,2850,0.7,10,1,0,1.7547,9,4.6162
1.3,3,0,1,3250,0.7,8,2,0,3.5341,9,3.8225
1.3,2,0,0,3700,0.8,14,3,0,2.89,9,7.0069
1.3,8,0,0,3300,0.7,16,3,0,2.1886,9,2.3131
1.3,6,1,1,1700,0.1,8,1,0,1.1647,9,5.8021
1.3,2,0,0,1650,0.1,14,1,0,2.5315,9,8.0537
1.3,6,0,0,2700,0.5,10,2,0,1.6269,9,4.149
1.3,3,0,1,2150,0.6,8,2,0,2.8427,9,4.7522
1.3,4,0,0,3650,0,6,1,0,1.6378,9,6.2327
1.3,1,1,1,3450,0.6,14,1,0,4.9888,9,8.2082
1.3,5,1,0,650,0,4,1,0,0.95937,9,8.5213
1.3,8,0,0,3950,0.2,8,1,0,1.8012,9,2.8106
1.3,3,1,1,3000,0.1,16,3,0,2.0846,9,6.4761
1.3,9,0,1,1800,0.4,16,3,0,3.6499,9,1.2329
1.3,6,1,0,1500,0.5,8,1,0,0.85874,9,7.8696
1.3,7,1,1,1850,0.7,4,3,0,1.026,9,5.6391
1.3,10,1,0,500,0,12,3,0,0.66145,9,6.1229
1.3,7,0,0,3950,0.4,10,3,0,1.977,9,2.9265
1.3,7,0,0,3800,0.5,8,2,0,1.9631,9,2.9472
1.3,9,0,0,3100,0.5,4,1,0,1.8131,9,2.4928
1.3,3,0,1,1750,0.4,8,1,0,2.5326,9,5.3741
1.3,9,1,1,500,0.3,6,3,0,0.91673,9,4.9088
1.3,4,0,1,2500,0.1,12,2,0,2.8958,9,3.4965
1.3,3,0,1,2350,0.2,6,3,0,2.7706,9,4.8726
1.3,6,1,1,2850,0.5,8,2,0,1.1825,9,5.7081
1.3,6,1,1,950,0.5,2,1,0,1.0907,9,6.2612
1.3,6,0,1,550,0.2,14,3,0,1.5339,9,4.4005
1.3,2,0,1,3600,1,12,3,0,3.9954,9,5.0684
1.3,10,1,0,2450,0.7,2,3,0,0.49357,9,8.2054
1.3,5,1,1,2850,0,6,2,0,1.3034,9,6.2146
1.3,7,1,0,2250,0,14,3,0,0.88788,9,6.5163
1.3,5,1,1,1400,0.4,4,2,0,1.2743,9,6.3694
1.3,9,0,1,250,0.5,8,3,0,1.0474,9,4.2964
1.3,6,1,1,2900,0.5,12,1,0,1.2141,9,5.5596
1.3,5,0,1,1600,0.9,16,1,0,2.7688,9,2.9255
1.3,9,0,1,1450,0.3,16,2,0,2.9745,9,1.5128
1.3,3,1,1,550,1,2,2,0,1.8451,9,7.3671
1.3,2,0,1,3700,0,16,2,0,3.6182,9,5.5967
1.3,4,1,1,2700,1,10,3,0,1.6089,9,6.2932
1.3,6,1,1,3350,0.8,16,1,0,1.2635,9,5.3424
1.3,10,1,1,2900,1,8,3,0,0.9003,9,4.4985
1.3,10,0,0,2600,0.6,2,2,0,1.7354,9,2.3385
1.3,6,1,0,2450,0,14,2,0,0.96391,9,7.0027
1.3,3,0,0,2200,0.1,14,1,0,1.8903,9,7.16
1.3,1,1,1,850,0.8,6,3,0,4.9167,9,8.2741
1.3,9,0,1,3000,0.8,14,2,0,6.1711,9,0.7292
1.3,9,1,0,700,0.1,14,2,0,0.71391,9,6.3033
1.3,4,1,1,300,0.8,14,3,0,1.676,9,6.0411
1.3,5,0,1,800,0.4,4,1,0,1.6613,9,4.921
1.3,7,0,1,3850,0.1,10,1,0,5.0663,9,1.142
1.3,2,1,1,1300,0.6,2,1,6.4e-06,2.5976,9,7.9025
1.3,10,1,1,3500,0.9,4,1,0,0.81537,9,4.984
1.3,9,0,0,1050,0.3,14,1,0,1.0403,9,4.3257
1.3,1,1,1,3950,0.6,10,2,0,4.9616,9,8.2072
1.3,9,1,0,2000,0,2,3,0,0.54358,9,8.2785
1.3,1,1,1,2700,0.6,12,3,0,5.0175,9,8.0879
1.3,5,0,0,3550,0.6,4,1,0,1.8044,9,4.5307
1.3,2,1,0,3000,0.1,10,1,0,2.3834,9,8.5749
1.3,8,0,0,3600,0.3,4,2,0,1.7495,9,2.8937
1.3,3,1,0,2050,0,16,2,0,1.743,9,7.7451
1.3,2,0,1,200,0.2,12,2,0,2.4922,9,8.1309
1.3,9,0,1,1350,0.6,16,3,0,3.0833,9,1.4595
1.3,8,1,1,3250,0.3,2,2,0,0.90763,9,5.597
1.3,3,0,0,2600,0.9,14,3,0,2.185,9,6.1784
1.3,9,0,1,2650,0,14,1,0,4.3377,9,1.0374
1.3,4,0,0,1700,1,6,2,0,1.6249,9,6.2355
1.3,8,1,0,2050,0.7,16,3,0,0.8411,9,6.0189
1.3,9,1,0,2700,0.6,8,3,0,0.6443,9,6.9843
1.3,10,0,0,2350,0.8,4,2,0,1.787,9,2.2664
1.3,3,1,0,2800,0.4,8,2,0,1.6265,9,8.3057
1.3,6,0,0,3500,0,14,3,0,1.615,9,4.1795
1.3,5,1,1,850,1,16,2,0,1.449,9,5.5899
1.3,1,0,0,2250,0.7,2,2,3.2e-06,4.6535,9,8.7734
1.3,6,0,0,2350,0.8,16,3,0,1.7873,9,3.7765
1.3,10,1,1,350,0.7,12,1,0,0.91411,9,4.4305
1.3,8,1,0,3800,0.6,6,2,0,0.65989,9,7.6717
1.3,1,0,0,3500,0.1,12,1,0,4.7644,9,8.6001
1.3,2,1,1,3100,0.1,12,2,0,2.7408,9,7.3935
1.3,1,1,1,750,0.9,16,1,0,5.0135,9,8.1633
1.3,4,1,0,3550,0.1,16,2,0,1.368,9,7.4011
1.3,9,1,0,1200,0.8,14,1,0,0.68279,9,6.5906
1.3,8,1,0,2700,0.5,12,1,0,0.72061,9,7.0253
1.3,2,1,0,1450,0.2,14,3,0,2.495,9,8.1162
1.3,9,0,1,550,0.5,4,2,0,1.4641,9,3.0736
1.3,2,1,1,3750,0.9,2,1,6.4e-06,2.5976,9,7.9025
1.3,3,0,1,3950,0.5,10,2,0,3.8273,9,3.5273
1.3,4,1,0,2250,0.2,8,1,0,1.2337,9,8.2548
1.3,9,0,0,3600,0.8,4,2,0,2.3245,9,1.9359
1.3,6,0,1,1800,0.4,10,3,0,2.8363,9,2.3799
1.3,9,1,0,2550,0.1,8,1,0,0.60874,9,7.3923
1.3,9,1,1,3000,0.4,10,2,0,0.96165,9,4.6795
1.3,9,1,1,1500,0.9,16,3,0,1.0846,9,4.149
1.3,10,1,1,700,0.5,8,2,0,0.88252,9,4.5891
1.3,8,0,0,2750,0.8,12,2,0,1.9373,9,2.6132
1.3,3,1,0,3350,0.3,10,3,0,1.6779,9,8.0459
1.3,1,1,1,3850,1,14,3,0,5.051,9,8.0275
1.3,2,0,1,300,0,16,1,0,2.5411,9,8.0155
1.3,7,0,0,1300,1,14,1,0,1.3669,9,4.2327
1.3,2,1,0,2150,0,14,1,0,2.4328,9,8.3806
1.3,7,1,1,1100,0.4,10,3,0,1.1267,9,5.135
1.3,9,0,1,300,0.6,16,2,0,1.2483,9,3.605
1.3,3,0,1,3700,0.2,16,2,0,3.5745,9,3.7768
1.3,9,1,1,1600,0.5,12,1,0,0.96411,9,4.6675
1.3,1,0,0,2950,0,10,3,0,4.7579,9,8.5362
1.3,6,1,0,2750,0.7,10,2,0,0.90565,9,7.4532
1.3,1,1,1,200,0.7,4,2,0,4.8743,9,8.3721
1.3,4,1,1,3300,0.9,12,2,0,1.6158,9,6.2663
1.3,7,1,0,800,0.2,2,1,0,0.67754,9,8.634
1.3,1,1,1,650,0.2,8,3,0,4.9503,9,8.2117
1.3,4,0,0,3250,0.5,10,1,0,1.8372,9,5.53
1.3,5,1,0,1750,0.3,4,3,0,0.97715,9,8.2894
1.3,1,1,0,2500,0.8,16,1,0,4.7075,9,8.6939
1.3,5,0,0,2600,0.7,10,2,0,1.7131,9,4.7281
1.3,6,1,1,650,0.7,14,1,0,1.2388,9,5.4488
1.3,8,0,0,3150,1,4,1,0,2.1381,9,2.3816
1.3,2,1,0,2400,0.1,10,3,0,2.4279,9,8.3406
1.3,10,0,0,1400,0.1,8,1,0,1.01,9,4.0099
1.3,10,0,0,1700,0.1,8,2,0,1.129,9,3.5872
1.3,3,1,1,2900,0.2,8,1,0,1.9147,9,7.1083
1.3,7,1,1,1700,0.5,10,3,0,1.1267,9,5.135
1.3,8,0,1,1250,0.1,2,1,0,2.1832,9,2.3433
1.3,4,1,0,750,0.3,4,3,0,1.2022,9,8.4269
1.3,5,0,1,3900,0.3,14,3,0,4.4902,9,1.8039
1.3,7,0,1,1400,0.5,6,2,0,2.54,9,2.2778
1.3,8,0,0,2700,0.3,10,2,0,1.5556,9,3.2543
1.3,7,1,0,2150,0.6,12,1,0,0.80097,9,7.2234
1.3,6,1,0,2900,0.4,16,2,0,0.99304,9,6.7973
1.3,5,0,0,850,0.4,4,1,0,1.1294,9,7.2386
1.3,5,1,1,2150,0.3,10,1,0,1.3394,9,6.0474
1.3,1,0,1,2900,0.6,8,1,0,5.1477,9,7.9689
1.3,6,0,0,2150,0.3,14,3,0,1.4875,9,4.5377
1.3,3,0,0,2050,0.5,16,3,0,2.0461,9,6.5979
1.3,7,0,0,3650,0.7,12,1,0,2.0997,9,2.7555
1.3,9,1,1,3050,0.5,2,2,0,0.84513,9,5.3384
1.3,7,1,0,500,0.7,14,3,0,0.88788,9,6.5163
1.3,2,1,1,1350,0.5,12,2,0,2.7408,9,7.3935
1.3,8,1,1,4000,0.2,4,2,0,0.93676,9,5.4043
1.3,1,1,0,3650,0.5,4,2,0,4.5683,9,8.9329
1.3,1,1,0,1300,0.4,6,2,0,4.5974,9,8.8702
1.3,5,1,1,1800,0.4,10,3,0,1.3839,9,5.8531
1.3,10,0,1,3150,0.3,12,1,0,6.014,9,0.67343
1.3,3,0,0,1250,0.4,12,1,0,1.8056,9,7.5095
1.3,1,0,0,3300,1,6,2,0,4.7899,9,8.5137
1.3,5,1,1,2100,0.9,8,1,0,1.3147,9,6.1819
1.3,6,0,1,200,1,14,3,0,1.2398,9,5.4442
1.3,8,0,0,3800,0.3,14,2,0,1.9552,9,2.5893
1.3,2,1,1,2400,0.7,14,2,0,2.7699,9,7.3107
1.3,3,1,0,3400,0.8,10,3,0,1.6779,9,8.0459
1.3,1,0,1,550,0.6,8,2,0,4.7205,9,8.6329
1.3,5,1,1,600,0.5,2,1,0,1.2407,9,6.6082
1.3,4,0,1,2700,0.6,4,2,0,3.2366,9,3.139
1.3,7,0,0,2200,0.2,2,1,0,1.2225,9,4.785
1.3,1,0,1,3500,0.3,2,2,3.2e-06,5.1349,9,7.951
1.3,7,0,0,3300,0,2,3,0,1.3702,9,4.2275
1.3,3,0,0,200,0.4,14,3,0,1.7613,9,7.6649
1.3,4,1,0,1100,0.8,8,1,0,1.2337,9,8.2548
1.3,4,0,0,1300,0.5,8,3,0,1.4918,9,6.7871
1.3,6,0,0,2650,0.3,12,3,0,1.5702,9,4.2988
1.3,4,0,0,950,1,12,2,0,1.5323,9,6.6078
1.3,3,1,1,3650,0.6,12,2,0,1.9908,9,6.7813
1.3,2,1,1,1550,0.5,6,1,0,2.6401,9,7.7601
1.3,5,0,1,1700,1,8,2,0,2.8396,9,2.8525
1.3,2,0,0,1350,0.8,2,2,0,2.4254,9,8.4126
1.3,9,0,0,3900,0.3,4,3,0,1.9397,9,2.32
1.3,7,0,0,2050,0.3,16,3,0,1.4702,9,3.9353
1.3,6,0,1,1650,0.6,2,3,0,2.6702,9,2.5329
1.3,8,1,1,2800,0.9,14,2,0,1.0824,9,4.6771
1.3,5,1,0,650,0.6,16,2,0,1.143,9,7.0864
1.3,10,0,0,3850,0.6,14,2,0,2.5139,9,1.611
1.3,6,1,1,1800,0,14,3,0,1.301,9,5.1882
1.3,7,1,0,650,0.7,16,1,0,0.85033,9,6.804
1.3,6,0,0,3250,0.4,2,1,0,1.5959,9,4.279
1.3,6,0,0,3250,0.9,10,3,0,2.0391,9,3.3102
1.3,4,0,1,1500,0.4,14,3,0,2.4241,9,4.1768
1.3,2,1,0,1850,1,10,1,0,2.3834,9,8.5749
1.3,3,1,1,1450,0.4,12,1,0,1.9641,9,6.9035
1.3,5,1,1,2450,0.8,8,3,0,1.3503,9,5.9987
1.3,7,1,0,2600,0.4,4,2,0,0.71112,9,8.1361
1.3,7,0,1,3800,0.4,6,3,0,5.4758,9,1.0566
1.3,5,1,0,1150,0.9,4,1,0,0.95937,9,8.5213
1.3,3,0,0,600,0.7,12,3,0,1.7915,9,7.5358
1.3,9,0,1,550,0.8,2,2,0,1.5324,9,2.9441
1.3,7,1,0,650,0.8,14,2,0,0.85677,9,6.753
1.3,4,1,0,1700,0.6,14,1,0,1.3078,9,7.742
1.3,7,1,0,3750,0,2,3,0,0.68643,9,8.4385
1.3,2,0,0,2350,1,2,1,6.4e-06,2.5666,9,7.9979
1.3,7,0,0,850,0.9,8,2,0,1.1006,9,5.2568
1.3,2,1,1,850,0.2,14,2,0,2.7699,9,7.3107
1.3,4,0,1,3850,0,4,1,0,3.5383,9,2.8917
1.3,3,0,1,2150,0.6,10,2,0,2.8719,9,4.7008
1.3,1,0,0,2350,0.4,8,3,0,4.7318,9,8.5909
1.3,5,0,0,200,0.9,16,2,0,1.1893,9,6.8108
1.3,7,0,0,1050,0.6,12,1,0,1.1472,9,5.0433
1.3,3,0,1,1050,0,6,1,0,2.0564,9,6.6297
1.3,5,0,1,1600,0.8,8,2,0,2.6353,9,3.0736
1.3,3,0,0,2750,0.2,2,3,0,1.8298,9,7.4108
1.3,2,0,1,550,0.5,10,2,0,2.5961,9,7.8158
1.3,2,0,1,1850,0.1,6,2,0,2.9312,9,6.9418
1.3,6,0,0,3550,0.7,8,1,0,1.9437,9,3.4768
1.3,3,1,1,1750,0.8,6,1,0,1.8901,9,7.2132
1.3,5,1,1,700,0.6,12,2,0,1.3908,9,5.8241
1.3,4,0,0,300,0.1,14,1,0,1.339,9,7.5614
1.3,10,0,1,1050,0.5,8,1,0,2.484,9,1.6304
1.3,2,1,0,1550,0.7,10,2,0,2.4057,9,8.4346
1.3,8,1,1,3600,0.6,16,2,0,1.1115,9,4.5545
1.3,6,0,1,1750,0.2,6,3,0,2.591,9,2.6051
1.3,8,0,0,3550,0.8,6,1,0,2.1816,9,2.3233
1.3,5,0,0,3750,0.5,10,3,0,1.9154,9,4.2289
1.3,5,0,1,3400,0.6,12,2,0,4.3085,9,1.88
1.3,2,0,1,2200,0.6,6,2,0,3.1692,9,6.4204
1.3,4,0,0,1050,0.2,14,3,0,1.51,9,6.7052
1.3,4,0,0,1950,1,14,2,0,1.8014,9,5.6206
1.3,8,0,1,3750,0,8,3,0,5.3048,9,0.95432
1.3,1,0,0,3550,0.8,6,2,0,4.7786,9,8.5337
1.3,8,0,0,3450,0.6,8,1,0,1.9925,9,2.5408
1.3,5,1,0,2700,1,4,1,0,0.95937,9,8.5213
1.3,10,1,1,3350,0.6,6,1,0,0.84005,9,4.8211
