Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
2.1,7,0,1,3200,1,0.2,5400,472,9,8,1,0,13.0906,16,8.93401
2.1,7,0,1,3600,1,0.4,7300,600,2,14,3,0,13.2269,16,8.84195
2.1,6,1,1,7900,3,0.7,1050,904,3,10,2,0,12.9958,16,8.90124
2.1,2,1,0,3950,5,0,4750,256,3,8,3,0,10.8669,16,7.21732
2.1,5,0,0,9800,9,0.3,9100,984,6,2,2,0,179.2113,16,0.2118343
2.1,9,1,0,6650,5,0.6,1300,232,4,14,2,0,205.3481,16,0.1355689
2.1,5,1,1,1100,6,0.4,9950,144,7,14,2,0,13.4501,16,8.86559
2.1,7,0,0,7700,7,1,5200,992,2,14,1,0,454.8241,16,0.0701405
2.1,8,0,0,4550,9,0.9,1800,312,10,12,3,0,362.0032,16,0.08013417
2.1,6,1,1,9250,7,0.9,9300,192,9,12,3,0,13.0516,16,8.86318
2.1,7,1,1,6900,7,0.9,9450,160,1,8,2,0,12.6841,16,8.91927
2.1,10,0,0,8400,5,0.5,4400,888,9,4,2,0,252.7424,16,0.1019569
2.1,8,1,0,5300,6,0.4,6300,544,1,10,1,0,124.4605,16,0.2347036
2.1,6,1,1,900,6,0.1,9650,856,7,6,1,0,12.9242,16,8.95284
2.1,5,0,1,6800,4,0.2,4400,904,5,4,1,0,13.7095,16,8.97506
2.1,7,1,1,5600,10,0.3,6300,408,6,8,1,0,12.6663,16,8.93179
2.1,5,0,1,7600,1,0.4,7250,576,2,14,1,0,13.833,16,8.88955
2.1,1,1,0,3850,8,0,5100,368,8,14,2,0,16.7397,16,8.37185
2.1,1,0,0,6550,6,0.4,3100,496,6,8,2,0,34.924,16,3.96892
2.1,1,1,0,1650,10,0.9,8200,48,5,12,2,0,33.5218,16,4.18159
2.1,9,1,1,4100,1,0,7600,784,3,2,2,0,12.1197,16,8.98127
2.1,6,1,1,6500,10,0.4,9550,480,5,2,1,0,12.8748,16,8.99101
2.1,8,1,1,9600,2,0,7500,648,2,2,2,0,12.2718,16,8.98229
2.1,1,1,1,2700,4,0.2,2950,464,3,16,2,0,24.7832,16,8.92212
2.1,9,1,0,4550,3,0.3,550,600,6,10,3,0,45.6827,16,0.609396
2.1,7,1,0,6850,7,0.4,2050,544,10,14,3,0,165.6818,16,0.1939441
2.1,8,0,0,9200,1,0.2,3350,56,9,8,1,0,25.8405,16,1.12261
2.1,3,1,1,700,9,1,6700,968,10,14,1,0,15.303,16,8.90242
2.1,7,0,1,3200,5,0.5,2550,800,2,12,3,0,13.1933,16,8.86445
2.1,10,0,1,4900,3,0,3900,976,5,12,2,0,12.4849,16,8.8762
2.1,6,0,1,9950,10,0.3,2350,856,6,16,3,0,13.5388,16,8.82347
2.1,1,0,0,8350,6,0.7,9050,376,8,14,1,0,58.1494,16,2.38709
2.1,6,0,0,8800,7,0.9,9450,440,6,6,3,0,410.6354,16,0.08379411
2.1,10,1,1,9000,9,0,7800,472,10,8,1,0,11.9769,16,8.92809
2.1,2,0,1,2700,10,0.4,5500,392,8,16,3,0,18.3388,16,8.86967
2.1,5,1,0,9150,2,0.8,500,168,1,6,3,0,63.6389,16,0.600935
2.1,8,0,0,4450,9,0.4,9750,712,9,4,1,0,178.4831,16,0.1626958
2.1,9,0,1,8950,2,0.7,1950,104,10,2,1,0,12.5453,16,8.9877
2.1,2,1,0,9200,10,0,3050,24,3,14,2,0,13.6245,16,5.75573
2.1,2,0,1,3400,4,0.3,3400,248,3,4,2,0,18.1284,16,8.97953
2.1,7,1,0,4200,6,0.2,6350,280,4,8,1,0,49.4127,16,0.650298
2.1,5,1,0,4650,2,0.7,5600,584,3,8,1,0,31.4544,16,1.2167
2.1,2,1,0,5250,4,0.4,4300,728,5,12,2,0,27.9529,16,2.80589
2.1,8,1,0,9800,3,0,8900,88,2,4,3,0,23.3802,16,1.2494
2.1,3,0,1,950,7,0.1,2850,400,9,12,3,0,15.7216,16,8.88642
2.1,10,1,1,3100,7,0.9,1150,512,3,14,2,0,12.0821,16,8.85037
2.1,1,1,1,4250,10,0.8,3150,32,10,12,2,0,24.7249,16,8.9454
2.1,1,0,1,4900,7,0.8,3350,312,6,12,1,0,24.9683,16,8.96669
2.1,3,1,0,4500,10,1,7300,480,8,2,2,0,167.5653,16,0.3299731
2.1,9,0,1,600,3,0.8,2850,240,3,2,2,0,12.5497,16,8.98191
2.1,4,1,0,8600,5,0.2,6400,400,3,4,1,0,49.6969,16,0.919986
2.1,3,1,0,4050,1,0.3,1250,456,4,16,2,0,9.4736,16,5.82659
2.1,4,0,0,7600,4,0.2,8900,744,10,8,1,0,39.5217,16,1.1454
2.1,5,0,0,7250,10,0.8,4150,192,5,12,1,0,364.4618,16,0.1040406
2.1,1,0,1,2200,4,1,2950,808,7,12,3,0,25.0216,16,8.93185
2.1,7,0,1,6350,2,0.3,6350,104,9,2,2,0,13.021,16,8.98356
2.1,2,0,0,9650,6,0.7,9300,248,2,8,2,0,106.689,16,0.7280858
2.1,5,0,1,9400,4,0.4,7700,88,9,14,1,0,13.833,16,8.88955
2.1,6,0,1,7100,1,1,9700,128,4,6,3,0,13.3709,16,8.93425
2.1,9,0,1,800,5,0.6,6700,640,5,10,3,0,12.6885,16,8.88278
2.1,9,1,0,1250,7,0.7,5450,856,10,2,2,0,67.4247,16,0.41306
2.1,2,0,1,7450,6,0.8,9850,280,8,10,3,0,18.238,16,8.91866
2.1,4,1,0,1050,2,0.3,7050,504,10,4,1,0,7.82773,16,6.19404
2.1,6,1,1,6600,3,0.5,1200,232,7,8,2,0,12.9667,16,8.92124
2.1,5,0,0,7700,5,0.6,2850,656,5,8,2,0,138.4507,16,0.2738797
2.1,8,0,1,7900,4,0.4,4600,768,8,8,3,0,12.8045,16,8.90774
2.1,10,0,1,700,9,0.1,1750,328,9,10,2,0,12.4558,16,8.89696
2.1,10,1,0,4650,3,0.7,9300,280,1,10,1,0,99.5356,16,0.260518
2.1,9,0,0,2550,2,0.6,2250,840,5,12,1,0,28.9322,16,0.955989
2.1,2,0,0,4700,6,0.4,6850,288,9,14,3,0,37.9526,16,2.04489
2.1,8,0,1,1100,4,0.3,1850,712,2,16,3,0,12.9388,16,8.81528
2.1,10,1,1,9950,6,0.5,650,64,8,10,2,0,12.0238,16,8.89325
2.1,1,1,1,6700,7,0.5,700,72,8,2,2,3.2e-06,24.5874,16,9.00078
2.1,10,1,1,9700,5,0.8,8150,8,5,2,3,0,11.9117,16,8.97693
2.1,3,0,1,6200,10,0.3,6800,24,4,6,3,0,15.6209,16,8.94372
2.1,6,0,0,6150,1,0.9,5850,480,4,2,3,0,15.1451,16,2.27283
2.1,1,0,0,5300,6,0.3,4850,448,7,6,1,0,27.8739,16,4.9833
2.1,2,0,1,1650,4,0.2,3800,232,9,8,3,0,18.2045,16,8.9357
2.1,4,0,1,9950,7,0.9,5050,48,6,4,3,0,14.5373,16,8.96068
2.1,2,1,0,5250,9,0.9,5450,744,7,10,2,0,109.8238,16,0.7144134
2.1,4,1,0,2200,4,0.2,10000,760,8,4,3,0,14.2491,16,3.20155
2.1,8,0,0,3850,2,0.8,7850,480,9,10,3,0,48.1104,16,0.602963
2.1,4,0,0,1600,3,0.3,4650,240,9,6,1,0,12.77,16,3.54673
2.1,9,0,1,9400,2,1,2100,944,3,8,3,0,12.6549,16,8.90634
2.1,4,0,1,5950,2,0.1,8850,656,6,12,2,0,14.6449,16,8.89446
2.1,8,1,1,1350,4,0.7,2700,144,9,12,1,0,12.3908,16,8.89463
2.1,1,1,1,4650,3,0.9,9450,248,7,12,1,0,24.6983,16,8.96633
2.1,6,1,0,9050,7,0.9,8800,512,1,14,2,0,399.1409,16,0.08688367
2.1,6,1,1,4450,10,0.6,5750,72,9,2,2,0,12.8793,16,8.9843
2.1,9,0,0,8600,1,0.3,5650,216,10,6,3,0,26.8557,16,1.0299
2.1,4,0,0,3000,9,0,7350,176,4,14,3,0,8.92719,16,5.06417
2.1,10,1,0,850,6,0.7,8550,968,10,10,3,0,43.897,16,0.590719
2.1,8,0,0,4100,2,0.3,6750,408,8,2,3,0,27.1355,16,1.06913
2.1,3,1,1,5300,9,0,3050,672,10,16,2,0,15.3632,16,8.86526
2.1,8,0,0,5600,10,0.2,6400,720,1,10,2,0,127.897,16,0.2268139
2.1,2,0,0,1150,6,0.9,3300,240,1,2,3,0,24.743,16,3.14093
2.1,8,0,0,4300,5,0.5,3550,176,10,10,3,0,107.0464,16,0.2709929
2.1,6,1,1,6050,10,0.2,5100,56,4,6,2,0,12.9376,16,8.94132
2.1,4,1,0,1500,9,1,8450,936,10,6,3,0,69.1019,16,0.660095
2.1,7,0,1,8150,9,0,6500,96,2,6,2,0,13.0793,16,8.94176
2.1,3,1,0,9100,8,0.2,6850,544,2,8,3,0,62.9393,16,0.877017
2.1,2,0,1,3150,8,0.2,1750,776,1,16,1,0,18.2676,16,8.91069
2.1,1,1,0,5250,1,0.8,4750,720,1,16,1,0,17.0916,16,8.69509
2.1,6,0,0,9450,6,0.1,4900,384,6,2,2,0,59.01,16,0.583655
2.1,2,0,0,5000,10,0,7650,912,1,12,2,0,11.8549,16,6.54772
2.1,1,1,0,2250,1,0.6,7100,304,5,2,2,3.2e-06,16.1634,16,9.44775
2.1,7,1,0,5700,3,0.7,1200,696,4,8,2,0,86.5165,16,0.371409
2.1,6,0,1,6500,8,0.2,1300,808,3,10,1,0,13.3936,16,8.91911
2.1,6,1,0,4300,8,0.8,5600,792,10,16,2,0,198.512,16,0.1746938
2.1,2,0,1,5650,5,0.4,6300,392,1,8,1,0,18.1689,16,8.96433
2.1,8,0,0,1650,6,1,7750,608,7,16,3,0,113.478,16,0.255634
2.1,3,0,0,2600,8,0.4,4050,160,2,8,1,0,39.159,16,1.39864
2.1,9,1,1,7750,9,0.9,1700,904,4,4,2,0,12.1489,16,8.95877
2.1,6,0,1,1000,5,0.9,3950,744,1,2,2,0,13.2993,16,8.9848
2.1,9,0,1,1850,5,0,6200,992,1,14,3,0,12.7556,16,8.83601
2.1,7,0,1,3950,9,0.2,3200,424,8,10,2,0,13.1375,16,8.9021
2.1,6,0,0,7350,9,0.5,3950,736,7,16,2,0,253.0298,16,0.1359872
2.1,9,1,1,5050,4,0,1650,824,7,16,3,0,12.3592,16,8.8063
2.1,1,1,1,2350,3,0.5,1550,680,2,4,2,0,24.6084,16,8.99231
2.1,8,1,0,800,9,0.8,7200,992,8,16,1,0,58.3265,16,0.500824
2.1,2,0,0,7250,8,0.1,5600,784,4,6,1,0,26.8358,16,2.90082
2.1,7,1,0,1350,7,0.5,4650,880,4,10,2,0,42.9874,16,0.747498
2.1,6,1,1,8700,1,0.9,9650,576,2,14,3,0,13.0852,16,8.84044
2.1,6,1,0,550,10,0.4,6100,496,3,12,3,0,20.3404,16,1.70492
2.1,4,1,1,1300,3,0.1,8100,680,2,2,3,0,14.0987,16,8.98318
2.1,1,0,1,950,9,0.3,5000,104,8,4,1,3.2e-06,24.8834,16,9.00054
2.1,1,0,0,7200,3,0.2,6350,344,10,8,3,0,21.6168,16,6.40749
2.1,8,0,1,4750,5,0.4,8850,472,9,10,3,0,12.838,16,8.88444
2.1,2,1,1,6750,8,0.6,9450,184,6,14,3,0,17.9452,16,8.88365
2.1,8,0,1,5900,3,1,6300,728,9,2,1,0,12.6948,16,8.98886
2.1,9,1,1,3150,9,0.6,9850,464,8,6,1,0,12.1646,16,8.94714
2.1,6,0,0,7100,1,0.8,3500,288,1,4,2,0,16.914,16,2.03461
2.1,5,0,1,9600,4,0.5,1050,72,1,14,3,0,13.8952,16,8.84974
2.1,5,1,0,1250,5,0.7,3950,440,4,2,2,0,28.6253,16,1.33753
2.1,8,1,0,4450,10,0.3,4800,120,1,16,2,0,137.5453,16,0.212376
2.1,5,1,0,5950,10,0.6,1150,160,8,2,3,0,220.7407,16,0.1733511
2.1,1,0,1,650,8,1,1250,840,10,4,1,3.2e-06,24.8834,16,9.00054
2.1,6,1,0,3600,3,1,1350,304,4,8,1,0,65.6385,16,0.528451
2.1,7,0,1,8150,9,0.6,5600,792,6,16,2,0,13.2249,16,8.84328
2.1,7,1,0,2550,10,0.7,3650,432,6,8,1,0,154.4274,16,0.2080784
2.1,2,1,0,4200,10,0.1,5100,568,6,8,3,0,20.8229,16,3.76651
2.1,1,1,1,9050,7,0.7,8550,552,6,10,3,0,24.718,16,8.9446
2.1,4,0,0,1250,2,0.9,8350,72,6,8,2,0,14.4706,16,3.12419
2.1,8,0,0,2700,9,1,3300,440,5,10,3,0,248.3656,16,0.1167989
2.1,5,0,1,7500,1,0.8,5600,200,2,6,3,0,13.7609,16,8.93611
2.1,5,1,0,600,4,0.2,4550,696,8,2,1,0,7.37885,16,5.19615
2.1,8,0,1,7050,1,0.4,8050,320,1,4,1,0,12.7195,16,8.96955
2.1,8,1,1,8700,3,0.6,3200,496,1,10,3,0,12.4105,16,8.88046
2.1,8,1,1,3500,8,0.4,5600,504,4,14,1,0,12.4155,16,8.87694
2.1,2,1,1,750,5,0.2,8100,760,10,14,3,0,17.9452,16,8.88365
2.1,2,1,0,9450,2,0.4,5400,872,1,10,1,0,23.5,16,3.34496
2.1,8,1,0,3150,10,1,5500,32,3,8,3,0,304.6682,16,0.09587915
2.1,4,1,0,7800,2,0.5,5650,480,2,2,3,0,33.3659,16,1.3682
2.1,8,0,0,5750,5,1,4250,704,4,16,1,0,265.5336,16,0.1092473
2.1,1,1,1,4250,3,0.2,500,448,1,16,2,0,24.7832,16,8.92212
2.1,4,1,1,3000,6,0.7,7550,32,5,4,3,0,14.1323,16,8.95955
2.1,8,0,1,2850,9,0.5,3900,72,4,10,2,0,12.8158,16,8.89985
2.1,7,1,0,2750,4,0.6,6100,464,3,6,3,0,53.6413,16,0.599035
2.1,7,0,1,8600,3,0.1,3200,632,3,12,2,0,13.1667,16,8.88241
2.1,9,1,1,8550,10,0.5,5000,368,10,2,3,0,12.1242,16,8.97701
2.1,4,0,1,3350,7,0.9,9250,400,4,2,2,0,14.4993,16,8.98815
2.1,7,0,1,4300,2,0.2,6600,8,1,16,3,0,13.2605,16,8.81956
2.1,9,0,0,5700,5,0.1,3500,784,8,8,2,0,46.3799,16,0.596354
2.1,10,0,0,5700,2,1,4200,512,9,16,2,0,97.3652,16,0.264662
2.1,2,1,1,9300,5,0.9,6650,352,9,12,3,0,17.9116,16,8.90031
2.1,2,1,0,7950,6,0.2,1500,560,6,6,3,0,33.5513,16,2.33848
2.1,7,1,1,2450,5,0.4,2250,744,3,16,2,0,12.8006,16,8.83808
2.1,2,0,1,8050,7,0.5,4900,536,3,8,2,0,18.1867,16,8.94769
2.1,8,0,0,8800,9,1,3950,344,10,16,3,0,773.6232,16,0.03749736
2.1,2,0,1,7750,7,1,800,856,1,2,1,6.4e-06,18.1018,16,9.00113
2.1,9,0,0,950,4,0.1,4650,928,8,8,1,0,9.93621,16,2.78364
2.1,5,1,0,2900,6,0.9,8900,680,7,16,2,0,93.0162,16,0.411142
2.1,9,1,1,5150,8,0,4600,728,4,12,2,0,12.2654,16,8.87367
2.1,1,0,0,9150,10,0.6,6300,896,6,4,3,0,84.6815,16,1.63641
2.1,9,1,1,9200,4,0.3,5450,384,5,12,2,0,12.2654,16,8.87367
2.1,10,1,0,1050,10,0.5,5250,584,4,6,1,0,67.0652,16,0.386651
2.1,2,1,1,5800,2,0.9,2300,808,6,4,2,0,17.7684,16,8.97911
2.1,7,1,0,4950,1,0.3,7800,392,7,6,2,0,12.5254,16,2.56543
2.1,7,1,1,7850,6,0.4,1150,800,1,8,1,0,12.6663,16,8.93179
2.1,1,0,1,8250,10,0.8,4800,240,9,12,1,0,24.9683,16,8.96669
2.1,5,1,0,5900,2,0,4650,600,9,10,3,0,11.966,16,3.19595
2.1,1,1,1,9800,1,0.3,8300,928,8,10,1,0,24.6736,16,8.9761
2.1,9,0,1,8200,10,0.8,8700,976,5,2,1,0,12.5453,16,8.9877
2.1,10,0,1,8700,3,0,5900,776,8,6,1,0,12.3842,16,8.94839
2.1,7,0,1,6800,7,0.6,4400,512,2,16,3,0,13.2605,16,8.81956
2.1,1,0,0,5500,7,0.3,6250,832,9,12,2,0,30.8292,16,4.49427
2.1,5,0,1,2950,4,0.1,650,176,3,14,2,0,13.8641,16,8.8696
2.1,2,1,0,6350,6,0,4550,856,5,4,2,0,12.0196,16,6.5347
2.1,1,0,0,4600,9,0.6,6150,680,9,2,1,6.93333e-06,47.4628,16,2.92679
2.1,5,0,1,4200,6,0.5,6350,184,4,2,3,0,13.6937,16,8.9816
2.1,7,0,0,1150,8,0.5,3400,408,5,16,1,0,48.2447,16,0.661246
2.1,4,1,1,8950,1,0.7,7300,112,3,10,2,0,14.2108,16,8.90968
2.1,6,0,0,6250,7,0.4,5750,488,1,6,1,0,137.7512,16,0.2500047
2.1,10,0,1,6800,5,0.3,800,592,1,4,2,0,12.3684,16,8.95982
2.1,9,0,1,5750,9,1,800,424,4,8,2,0,12.6371,16,8.91887
2.1,6,1,1,3200,3,1,750,448,7,8,3,0,12.9845,16,8.90902
2.1,2,0,0,6750,9,0.6,8250,328,6,16,3,0,102.4078,16,0.7578412
2.1,1,1,0,9450,7,0.4,3450,464,8,14,1,0,47.6262,16,2.94855
2.1,7,1,1,7950,1,0.8,1300,960,1,4,2,0,12.6258,16,8.96043
2.1,7,0,1,5600,10,0.2,4000,392,2,8,2,0,13.1084,16,8.92189
2.1,6,1,0,3900,7,1,4400,880,3,16,2,0,192.5936,16,0.1800622
2.1,3,0,0,2050,4,0,8300,464,2,14,2,0,8.15597,16,6.70169
2.1,1,1,1,10000,10,0.6,2950,504,5,4,3,0,24.6173,16,8.98529
2.1,3,1,1,8850,4,0,7450,8,4,8,1,0,15.2289,16,8.95071
2.1,5,1,0,4450,6,0.9,550,776,7,14,3,0,140.3397,16,0.2725019
2.1,7,0,1,7900,3,0.6,7900,488,10,10,1,0,13.1153,16,8.91719
2.1,8,1,1,2300,10,0,1200,424,7,2,1,0,12.2673,16,8.98847
2.1,9,0,0,5100,8,0.4,5800,112,10,14,1,0,193.8652,16,0.1426704
2.1,10,0,0,1400,4,0.7,9050,888,9,10,2,0,57.8631,16,0.445342
2.1,1,0,1,700,3,0.7,2000,816,8,8,1,0,24.9189,16,9.26374
2.1,8,0,1,5700,7,0.2,7000,992,1,10,1,0,12.7936,16,8.91531
2.1,7,0,1,3950,2,0.2,9750,640,3,6,2,0,13.0793,16,8.94176
2.1,6,1,0,9650,2,0.7,7650,176,10,4,2,0,71.4198,16,0.485628
2.1,1,0,1,9900,1,0.8,4650,888,4,8,1,0,24.9189,16,9.35735
2.1,10,1,0,2750,6,1,6150,400,7,16,1,0,188.8656,16,0.1372977
2.1,10,1,0,4400,1,0,7550,680,7,10,2,0,14.2878,16,1.81489
2.1,4,1,1,8000,10,0.9,4700,384,2,10,1,0,14.1886,16,8.92607
2.1,8,0,1,5100,4,0.6,8150,720,5,12,2,0,12.8449,16,8.87967
2.1,6,0,1,8650,7,0.3,2100,776,1,4,1,0,13.3195,16,8.97285
2.1,5,0,0,2400,8,0.4,7900,712,9,16,2,0,58.9842,16,0.642864
2.1,6,0,1,2800,9,0.1,7650,856,8,2,2,0,13.2993,16,8.9848
2.1,7,0,0,6750,5,0.6,2700,336,9,14,2,0,168.5727,16,0.1892453
2.1,4,1,1,8750,8,0.6,900,1000,1,12,2,0,14.2399,16,8.89146
2.1,1,0,1,2350,8,0.9,3150,512,1,10,3,0,24.988,16,8.9452
2.1,1,1,1,8850,6,0.8,1250,280,8,10,1,0,24.6736,16,8.9761
2.1,10,1,1,2850,6,0.6,3750,200,10,6,3,0,11.9789,16,8.92661
2.1,3,0,0,2050,1,0.9,3550,144,1,16,1,0,8.14954,16,7.52526
2.1,10,0,0,6300,3,0.3,8400,648,2,10,3,0,74.722,16,0.344862
2.1,2,1,1,4400,5,0.6,8950,536,2,2,2,0,17.7393,16,8.99543
2.1,9,1,0,7850,9,0.8,4450,208,4,6,3,0,609.0857,16,0.04570592
2.1,1,1,0,1900,8,0.8,9750,976,1,14,1,0,30.0414,16,4.67449
2.1,4,1,0,5200,3,0.7,4750,472,3,8,1,0,48.3447,16,0.944738
2.1,9,0,0,5800,8,1,8100,120,6,16,2,0,527.4663,16,0.05243714
2.1,9,0,0,2450,10,0.9,4700,184,6,8,2,0,264.3919,16,0.104613
2.1,6,1,1,3550,5,1,1850,776,6,6,2,0,12.9376,16,8.94132
2.1,7,0,0,5700,9,0.6,4300,712,7,12,1,0,274.2666,16,0.116316
2.1,2,1,1,1050,4,0.8,7350,240,6,14,1,0,17.883,16,8.9223
2.1,9,1,1,7950,7,0.8,6300,168,8,4,2,0,12.1489,16,8.95877
2.1,9,0,0,8750,3,1,3750,80,9,14,2,0,236.5095,16,0.1169459
2.1,2,1,1,8000,7,0.9,850,776,9,6,1,0,17.7842,16,8.97739
2.1,1,0,0,9750,9,0,4050,184,8,2,3,0,18.3872,16,7.53816
2.1,10,1,0,7650,5,0.3,4550,424,5,10,2,0,141.9478,16,0.1826786
2.1,4,0,1,8050,10,0,950,488,8,4,1,0,14.5195,16,8.97863
2.1,10,0,0,3550,4,0.6,2100,64,2,12,2,0,99.4249,16,0.259179
2.1,8,1,1,1800,4,0.9,1150,288,10,10,2,0,12.3883,16,8.8964
2.1,4,0,1,4550,8,0,9950,304,2,16,2,0,14.7032,16,8.85921
2.1,10,1,1,6750,5,0.2,2600,944,6,12,3,0,12.0796,16,8.85217
2.1,7,1,0,1400,7,0.2,8950,144,10,2,2,0,21.3935,16,1.50309
2.1,5,1,0,8900,2,0.2,1800,480,9,4,3,0,27.2753,16,1.4021
2.1,8,1,0,5200,3,0.2,8350,104,1,4,3,0,35.5914,16,0.820741
2.1,7,1,1,6700,8,0.7,1100,944,3,12,3,0,12.769,16,8.85995
2.1,3,0,0,850,9,0,3250,48,9,4,3,0,6.91761,16,7.90528
2.1,10,1,1,7250,5,0,5800,840,1,2,3,0,11.9117,16,8.97693
2.1,7,0,0,850,2,0,8500,976,4,12,3,0,5.56402,16,5.73355
2.1,10,0,1,2600,4,0.1,8550,448,9,6,3,0,12.4109,16,8.92916
2.1,4,0,1,8400,8,0.2,9700,832,3,10,2,0,14.6158,16,8.91219
2.1,3,1,1,4850,6,0.7,3350,936,9,10,1,0,15.2536,16,8.93447
2.1,7,0,0,7250,2,0.9,8100,632,10,16,3,0,82.0344,16,0.388881
2.1,1,1,0,3200,5,0.8,1550,552,10,10,2,0,29.827,16,4.70044
2.1,4,0,1,9150,6,0.3,5350,920,8,14,3,0,14.7052,16,8.85802
2.1,9,1,0,850,1,0.1,9000,504,4,12,3,0,5.25044,16,6.07552
2.1,1,1,0,2500,2,1,2250,568,6,16,3,0,19.7088,16,7.54184
2.1,10,0,1,650,10,0.9,2200,408,1,2,2,0,12.3393,16,8.98163
2.1,8,0,1,7050,10,0.9,6650,848,5,6,1,0,12.7442,16,8.95031
2.1,8,1,0,6750,9,1,7800,248,10,6,2,0,578.7541,16,0.05047278
2.1,10,0,0,1100,9,0.5,2550,968,2,14,3,0,70.2912,16,0.366601
2.1,5,1,1,3200,9,0.2,9100,96,10,10,1,0,13.3696,16,8.91896
2.1,6,1,1,6650,1,1,3400,344,5,8,3,0,12.9845,16,8.90902
2.1,4,1,0,9350,8,0.9,9850,144,9,16,1,0,321.143,16,0.1420359
2.1,6,0,1,700,9,0,5300,160,4,8,3,0,13.4045,16,8.91187
2.1,9,0,0,850,4,0.4,8150,960,8,10,3,0,23.2347,16,1.19041
2.1,5,1,0,4800,9,0.2,5250,584,4,4,2,0,60.3684,16,0.633761
2.1,3,1,0,2150,5,0.2,5650,104,5,16,3,0,14.758,16,3.74027
2.1,6,0,0,1050,7,0.5,2050,408,8,8,3,0,32.8508,16,1.04743
2.1,10,1,0,2400,6,0.4,1250,368,3,8,2,0,71.5387,16,0.362473
2.1,8,0,1,3800,4,0.8,1200,240,3,16,2,0,12.9032,16,8.83958
2.1,7,1,1,7050,5,0.6,1050,888,4,16,2,0,12.8006,16,8.83808
2.1,4,0,1,6050,2,0,9700,520,9,16,1,0,14.6676,16,8.88069
2.1,2,0,0,2150,3,0.2,4950,712,3,6,2,0,12.5168,16,6.20822
2.1,7,0,1,5550,8,0.5,10000,936,6,10,3,0,13.1597,16,8.88707
2.1,3,1,0,5800,3,0.7,4100,440,1,10,3,0,42.4204,16,1.30123
2.1,6,0,1,7650,3,0.2,2050,872,1,16,2,0,13.5032,16,8.8467
2.1,9,1,1,9800,8,0.5,2300,216,3,16,3,0,12.3592,16,8.8063
2.1,9,1,0,1050,1,0.5,2100,776,1,6,3,0,5.61052,16,5.13122
2.1,3,0,1,7650,5,0.3,8400,480,10,16,3,0,15.7888,16,8.84862
2.1,9,0,0,9800,10,0.2,2550,632,2,6,2,0,239.2203,16,0.1156207
2.1,2,1,0,9200,9,0.9,3400,272,1,10,1,0,185.768,16,0.423143
2.1,10,0,0,9450,7,0.1,2950,584,10,16,3,0,106.9063,16,0.2410413
2.1,1,0,0,5850,9,0.3,1450,272,4,4,1,3.2e-06,35.7017,16,3.89096
2.1,2,0,0,2900,3,0,6350,368,5,6,1,0,10.469,16,7.43583
2.1,10,0,0,1600,2,0.8,1050,328,3,14,1,0,25.115,16,1.02604
2.1,10,1,0,8500,5,0.5,7450,96,1,6,3,0,245.7389,16,0.1055219
2.1,10,0,0,2200,10,0.1,1350,96,5,4,2,0,36.1802,16,0.712236
2.1,5,0,1,9150,1,0.1,6700,56,7,6,2,0,13.7476,16,8.94478
2.1,5,1,1,1750,8,0.3,4950,528,9,14,3,0,13.4812,16,8.84513
2.1,9,1,0,2550,7,0.9,4400,616,10,12,1,0,170.2229,16,0.1635434
2.1,5,1,0,6400,10,0,2500,848,7,2,1,0,12.4628,16,3.07647
2.1,2,0,0,10000,5,0.4,6550,488,2,10,2,0,57.8482,16,1.3423
2.1,10,0,1,7500,6,0.8,8400,640,6,10,1,0,12.4336,16,8.91286
2.1,9,0,1,3250,3,0.1,2600,960,1,2,3,0,12.5542,16,8.9778
2.1,8,0,0,8450,3,0.1,2300,744,6,12,2,0,41.8957,16,0.692405
2.1,10,0,1,1250,2,0.8,9600,456,7,14,1,0,12.483,16,8.87761
2.1,7,1,0,1900,2,0.6,9300,160,2,16,1,0,17.5439,16,1.83158
2.1,6,0,0,4200,3,0.2,2250,416,8,12,1,0,25.1345,16,1.36899
2.1,1,0,1,1150,1,0.4,2150,624,2,12,3,0,25.0216,16,9.47398
2.1,1,1,0,4600,9,1,8150,768,4,16,1,0,64.7652,16,2.16791
2.1,1,1,1,9550,4,0.8,1050,312,7,16,1,0,24.7476,16,8.94652
2.1,10,0,0,650,9,0.2,2250,424,10,14,3,0,20.9442,16,1.23036
2.1,4,0,1,3000,6,0,3700,184,8,14,3,0,14.7052,16,8.85802
2.1,3,1,0,1800,5,0.6,3900,936,7,12,3,0,24.562,16,2.24733
2.1,3,0,0,5300,1,0.2,750,248,7,14,2,0,11.1395,16,6.10898
2.1,5,0,1,5150,8,0.5,1150,256,7,2,3,0,13.6937,16,8.9816
2.1,6,1,0,7750,8,0.3,5300,536,10,12,3,0,142.9006,16,0.2426779
2.1,8,1,0,6800,1,0.3,5850,696,5,14,3,0,17.4041,16,1.67842
2.1,4,0,1,4400,10,0,2300,624,3,10,3,0,14.638,16,8.89865
2.1,5,1,0,7550,2,0.5,3550,88,5,4,1,0,38.497,16,0.995346
2.1,2,1,1,8400,3,1,5600,48,2,12,3,0,17.9116,16,8.90031
2.1,8,0,0,8300,5,0.5,7050,624,5,10,2,0,203.6562,16,0.1424402
