Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
2.1,5,1,0,3650,10,1,4500,1000,4,14,1,0,222.616,16,0.1717883
2.1,4,0,1,5850,4,0.3,5100,864,9,10,3,0,14.638,16,8.89865
2.1,10,0,0,9600,6,0.3,1550,960,1,12,1,0,221.0955,16,0.1165506
2.1,8,0,0,2000,4,0,1900,824,5,16,1,0,8.31364,16,3.4893
2.1,8,0,0,7350,3,0.4,3200,144,10,8,3,0,83.8305,16,0.346042
2.1,8,1,1,7900,1,0.8,3250,32,1,6,2,0,12.3301,16,8.93843
2.1,8,0,1,2200,4,0.5,1950,928,2,8,1,0,12.7689,16,8.93255
2.1,5,1,0,10000,3,0.7,8650,192,9,12,1,0,108.1943,16,0.3534644
2.1,10,0,1,7150,9,0.3,1300,24,3,6,2,0,12.3976,16,8.93877
2.1,6,0,1,4250,8,0,1050,128,2,6,3,0,13.3709,16,8.93425
2.1,6,0,0,700,10,0.2,6800,152,3,4,3,0,19.7741,16,1.74009
2.1,4,1,0,900,1,0.6,6850,976,3,6,2,0,6.07415,16,9.3106
2.1,7,1,0,1850,1,0.6,2450,240,6,14,1,0,7.05558,16,4.55427
2.1,3,1,0,3050,9,0.9,8750,528,5,10,3,0,94.2844,16,0.58545
2.1,3,0,1,1600,8,1,9800,568,3,10,2,0,15.6658,16,8.91807
2.1,2,0,1,9000,1,1,9700,704,7,10,3,0,18.238,16,8.91866
2.1,9,0,0,8750,5,0.4,6150,648,5,8,3,0,196.8588,16,0.1405008
2.1,6,1,0,1850,4,0.6,7350,896,4,16,2,0,32.8988,16,1.05411
2.1,2,0,0,850,3,1,5350,824,8,12,1,0,15.0995,16,5.71158
2.1,5,1,0,2900,1,1,7450,808,5,14,1,0,8.13096,16,4.70336
2.1,5,0,1,2950,7,0.1,2900,584,1,2,3,0,13.6937,16,8.9816
2.1,8,0,1,8100,9,0.8,8700,328,4,4,2,0,12.7284,16,8.96096
2.1,8,0,1,8900,1,0,4800,520,9,6,3,0,12.7709,16,8.93116
2.1,10,1,1,2650,1,0.3,9150,720,10,2,1,0,11.9028,16,8.98679
2.1,6,0,1,9600,10,0,5700,192,5,2,3,0,13.3037,16,8.98035
2.1,1,0,0,8850,3,0.9,8850,712,2,16,1,0,40.0202,16,3.46788
2.1,3,1,1,3250,1,0,6150,64,10,12,1,0,15.2783,16,8.91842
2.1,6,1,1,3100,9,0.5,7650,552,2,16,1,0,13.0476,16,8.86588
2.1,8,1,1,7250,10,0.7,7550,112,7,16,3,0,12.5113,16,8.80897
2.1,2,1,1,3800,4,0.4,8350,592,2,2,1,6.4e-06,17.7418,16,9.00115
2.1,10,0,1,8800,5,0.6,6950,40,1,14,2,0,12.5141,16,8.85554
2.1,2,1,0,9750,1,0.1,700,688,6,14,3,0,13.9372,16,5.62659
2.1,8,1,0,9700,6,1,2300,936,6,16,3,0,527.7769,16,0.05534787
2.1,2,0,0,1750,1,0.6,1950,56,5,8,1,0,9.7899,16,9.09653
2.1,2,1,1,9150,7,0.4,4100,952,10,4,3,0,17.7773,16,8.97177
2.1,10,0,0,4200,7,0.4,7750,440,6,6,2,0,158.9296,16,0.1621399
2.1,9,0,1,7700,6,0.2,950,424,3,6,2,0,12.608,16,8.93948
2.1,3,1,1,7400,2,0.5,6050,544,1,10,2,0,15.2758,16,8.91598
2.1,8,0,0,1200,9,0.1,8450,320,5,12,3,0,19.8584,16,1.46078
2.1,3,0,1,4100,2,0.9,4550,144,5,8,1,0,15.6189,16,8.95194
2.1,1,1,1,5700,10,0.1,4300,224,9,6,2,0,24.6376,16,8.98054
2.1,8,1,1,3300,5,0.2,3300,408,10,12,3,0,12.4441,16,8.8565
2.1,9,0,0,1650,9,1,5200,24,9,16,2,0,186.6237,16,0.1482064
2.1,5,1,0,8950,10,0.9,8300,592,3,4,1,0,486.969,16,0.07868646
2.1,8,0,0,3900,3,0.2,1000,648,9,14,3,0,29.4344,16,0.985542
2.1,10,0,0,1300,6,0.9,800,600,5,16,2,0,85.4612,16,0.301527
2.1,1,0,1,850,1,0.3,7750,120,1,16,3,0,25.0888,16,9.06056
2.1,5,1,0,3250,2,0.2,6450,664,9,14,1,0,12.804,16,2.9868
2.1,3,1,0,1450,4,0.8,6700,24,2,12,2,0,20.9905,16,2.6297
2.1,5,1,0,8100,3,0.2,1800,576,6,6,2,0,35.7616,16,1.06938
2.1,4,1,0,9000,6,0.9,500,248,8,8,1,0,224.9799,16,0.2030096
2.1,3,0,0,4550,4,0.8,3800,400,1,14,2,0,54.8174,16,0.997108
2.1,1,1,1,4950,7,0.9,2150,800,6,14,3,0,24.7852,16,8.91766
2.1,2,0,1,8900,5,0.6,9250,168,10,10,2,0,18.2158,16,8.93178
2.1,8,1,1,1750,3,0.4,3750,856,8,12,2,0,12.4174,16,8.87553
2.1,9,0,0,1750,2,0.4,4000,352,8,6,1,0,17.0901,16,1.61841
2.1,1,0,1,9850,4,0.8,8900,16,8,12,2,0,24.9949,16,8.94599
2.1,7,1,1,7650,1,1,2500,768,10,4,1,0,12.617,16,8.96987
2.1,4,0,1,5400,4,0.2,6150,600,2,14,1,0,14.643,16,8.89566
2.1,4,0,0,1700,8,0.5,1400,576,7,16,1,0,39.5124,16,1.14417
2.1,6,1,0,7800,10,0.8,8700,16,4,12,1,0,454.0271,16,0.07638052
2.1,10,1,0,4100,4,0.2,6200,104,8,12,3,0,45.5556,16,0.569213
2.1,9,1,0,4600,5,0.4,3300,808,1,14,2,0,100.0049,16,0.2783746
2.1,3,1,0,6450,4,0.9,4000,856,6,12,1,0,79.1504,16,0.69814
2.1,5,1,1,1150,10,0.2,9700,976,8,8,3,0,13.3805,16,8.91171
2.1,8,0,1,2000,1,0.7,6800,568,8,14,1,0,12.843,16,8.88104
2.1,7,0,1,3200,9,0.8,6600,920,8,12,2,0,13.1667,16,8.88241
2.1,8,0,0,4550,8,1,2750,816,7,2,3,0,355.6421,16,0.08157501
2.1,7,0,1,6850,5,1,7350,128,9,8,3,0,13.1262,16,8.9098
2.1,5,0,0,1600,7,0.8,4200,736,9,16,1,0,63.3276,16,0.598772
2.1,6,1,1,9650,5,0.8,1350,584,1,12,3,0,13.0516,16,8.86318
2.1,9,0,0,7050,3,0.1,3100,312,9,4,1,0,39.3954,16,0.702585
2.1,2,0,1,4100,9,0,3150,384,4,2,2,0,18.0993,16,8.99552
2.1,7,1,1,3250,2,0.3,1450,352,5,6,3,0,12.6683,16,8.93039
2.1,1,1,1,6950,10,0.6,7800,656,3,12,3,0,24.7516,16,8.93111
2.1,2,0,1,1750,9,0.8,8850,624,10,4,2,0,18.1284,16,8.97953
2.1,9,0,1,3100,4,0.4,1800,312,8,2,2,0,12.5497,16,8.98191
2.1,8,0,1,650,8,0.8,3600,352,6,12,1,0,12.8183,16,8.89814
2.1,9,0,0,1450,5,0.4,4000,488,5,6,2,0,38.0393,16,0.727112
2.1,7,0,1,8200,3,0.9,6050,200,7,14,1,0,13.1647,16,8.88375
2.1,7,0,1,3600,9,0.6,8600,904,2,8,3,0,13.1262,16,8.9098
2.1,4,1,0,5750,5,0.8,6300,312,5,8,1,0,106.7319,16,0.4279233
2.1,7,1,1,3850,6,0,4750,984,3,8,2,0,12.6841,16,8.91927
2.1,3,0,1,7150,5,0.3,9600,768,8,12,2,0,15.6949,16,8.90152
2.1,5,0,0,2550,6,0.2,4150,800,1,8,1,0,26.1342,16,1.45199
2.1,10,1,0,6100,8,0.1,1900,272,8,14,3,0,74.2392,16,0.349288
2.1,6,1,0,5800,1,0.5,2700,216,9,16,2,0,12.992,16,2.66924
2.1,1,1,0,3950,2,0,6950,80,4,6,3,0,16.6621,16,8.62971
2.1,3,1,1,8200,4,0.1,7050,472,6,10,2,0,15.2758,16,8.91598
2.1,9,0,1,8950,1,0.8,3050,984,8,12,3,0,12.722,16,8.85933
2.1,3,1,0,3550,6,1,5100,192,7,10,2,0,78.2272,16,0.705622
2.1,4,0,0,7100,5,1,8600,104,6,14,2,0,170.5385,16,0.2650946
2.1,10,1,1,3150,10,0.4,1900,424,10,8,2,0,11.9947,16,8.91485
2.1,2,1,1,8050,5,0.6,8900,624,8,2,1,6.4e-06,17.7418,16,9.00115
2.1,3,1,0,5350,10,0,600,200,6,14,1,0,10.4118,16,5.30491
2.1,9,0,0,8400,3,0.2,4400,584,10,14,2,0,66.7497,16,0.414366
2.1,1,1,1,5400,3,0.6,3050,232,3,12,1,0,24.6983,16,8.96633
2.1,4,0,0,750,10,1,3950,416,6,10,2,0,50.4268,16,0.896524
2.1,3,0,1,6650,6,0.5,5500,352,9,14,3,0,15.7552,16,8.86748
2.1,5,1,0,5500,5,0.9,8950,912,5,12,1,0,140.1343,16,0.2729013
2.1,2,1,1,9800,3,0.4,9900,152,9,12,1,0,17.8583,16,8.93618
2.1,7,1,1,7250,9,0.3,6500,520,10,2,3,0,12.6012,16,8.97852
2.1,4,0,0,5400,10,0.7,1000,760,6,12,1,0,190.3199,16,0.2376035
2.1,10,0,0,8700,4,0.2,4450,952,3,8,1,0,99.1764,16,0.259828
2.1,10,1,0,2700,1,1,7750,680,9,4,3,0,9.85731,16,2.63062
2.1,3,0,0,6050,2,0.4,5600,496,10,6,1,0,21.5729,16,2.53986
2.1,9,1,1,6600,10,0.9,6600,464,3,16,1,0,12.2881,16,8.85727
2.1,3,1,1,700,1,0.1,4350,16,1,6,1,0,15.2042,16,8.96673
2.1,4,1,1,2900,6,0.4,9000,872,5,12,2,0,14.2399,16,8.89146
2.1,8,0,1,4050,8,0.3,7400,272,3,16,3,0,12.9388,16,8.81528
2.1,8,0,1,6500,10,0.5,2450,768,8,2,1,0,12.6948,16,8.98886
2.1,6,0,1,1700,4,0.6,3600,520,6,12,1,0,13.4183,16,8.9027
2.1,2,1,1,1850,6,0.3,7050,656,2,6,2,0,17.7976,16,8.96285
2.1,9,0,1,4300,8,0.8,850,624,10,16,2,0,12.7536,16,8.83739
2.1,1,0,1,6550,7,0.1,2500,760,6,6,3,0,24.9209,16,8.972
2.1,9,0,1,1050,7,0.8,1350,400,7,16,3,0,12.7892,16,8.81282
2.1,1,0,0,8650,9,0.6,1800,240,9,12,3,0,72.7561,16,1.90279
2.1,7,0,1,4400,5,0.2,4700,352,7,4,2,0,13.0501,16,8.96172
2.1,1,1,0,4400,4,0.4,4250,976,5,4,1,3.2e-06,23.6038,16,5.95387
2.1,7,1,0,550,3,0.5,7700,320,5,6,3,0,9.65891,16,3.32677
2.1,4,1,0,7150,3,0.6,5200,296,3,2,2,0,57.0319,16,0.800898
2.1,2,0,0,8900,10,0.9,6200,888,10,14,3,0,208.2646,16,0.3726453
2.1,6,1,0,6700,4,0.7,2400,592,5,6,3,0,123.9881,16,0.2796948
2.1,2,1,1,5050,1,0.3,3850,648,9,6,3,0,17.8109,16,8.9529
2.1,6,0,0,3600,10,0.5,1900,352,4,12,2,0,140.299,16,0.2452535
2.1,10,0,0,7050,4,0.1,9200,864,10,10,1,0,53.8456,16,0.478569
2.1,1,0,1,7500,2,0.1,2100,512,6,10,2,0,24.9658,16,9.3589
2.1,9,1,0,3350,1,0.8,800,168,1,6,3,0,10.9097,16,2.55175
2.1,4,1,0,5000,7,0.7,9200,376,2,6,3,0,119.4859,16,0.3817507
2.1,10,0,1,2650,7,0.7,4350,216,9,14,1,0,12.483,16,8.87761
2.1,3,1,0,8100,9,0.3,1850,80,8,16,1,0,88.3644,16,0.624851
2.1,8,1,0,8550,1,0.6,1250,216,10,16,1,0,20.9505,16,1.3943
2.1,3,0,1,7900,5,0.3,1700,680,7,14,1,0,15.693,16,8.90485
2.1,3,0,0,8650,5,0,1550,880,10,4,2,0,14.0691,16,3.88966
2.1,3,0,1,7600,2,0.3,6600,600,7,14,3,0,15.7552,16,8.86748
2.1,2,1,1,8900,9,1,2650,760,9,8,2,0,17.8267,16,8.94663
2.1,5,1,1,7850,2,0.7,7850,592,5,16,3,0,13.5148,16,8.82315
2.1,1,0,0,6000,3,0.9,6700,808,4,4,2,0,32.0883,16,4.3214
2.1,7,0,1,5500,7,0.9,6000,240,5,16,1,0,13.1894,16,8.86712
2.1,5,1,0,7650,5,0.8,8100,456,5,16,2,0,173.3912,16,0.220558
2.1,1,1,0,8350,4,0.9,5100,280,7,10,2,0,47.1419,16,2.974
2.1,7,0,0,6600,1,1,4550,96,1,14,1,0,17.8519,16,1.78702
2.1,6,0,0,4900,4,0.7,6600,768,9,16,2,0,98.717,16,0.34856
2.1,10,0,1,5250,6,0.2,8450,16,7,12,3,0,12.5116,16,8.85728
2.1,5,0,0,2550,9,0.8,7750,248,6,8,2,0,130.4282,16,0.2907257
2.1,5,0,0,6150,5,0.6,4550,632,2,6,3,0,113.2094,16,0.3349442
2.1,9,0,0,1700,7,0.9,8650,360,9,16,1,0,142.6812,16,0.1938505
2.1,8,0,1,4950,10,0.4,7850,728,6,12,2,0,12.8449,16,8.87967
2.1,7,0,0,1050,5,0.7,750,368,2,4,3,0,33.5676,16,0.950368
2.1,5,1,1,7100,6,1,8100,848,6,12,3,0,13.4476,16,8.86721
2.1,2,0,0,8500,8,0.9,1500,888,7,10,2,0,154.4263,16,0.5028263
2.1,9,0,1,9500,7,0,3600,848,5,2,2,0,12.5497,16,8.98191
2.1,5,0,1,2350,5,0.7,8450,520,6,10,3,0,13.828,16,8.89272
2.1,8,1,1,3050,4,0.8,3200,648,5,2,2,0,12.2718,16,8.98229
2.1,9,1,0,1550,7,0.5,9550,952,1,8,3,0,61.2011,16,0.454875
2.1,10,1,0,6150,5,0.5,3300,176,5,6,3,0,178.6229,16,0.1451708
2.1,6,1,0,1100,8,0.3,6800,232,4,4,2,0,23.616,16,1.46864
2.1,7,0,1,1400,4,0.7,1950,784,2,6,2,0,13.0793,16,8.94176
2.1,10,1,1,7200,7,0.1,7500,712,8,12,2,0,12.0529,16,8.87176
2.1,5,1,1,9900,5,0.5,6800,864,1,2,3,0,13.2797,16,8.98103
2.1,8,0,0,4350,2,0.4,6350,944,7,4,1,0,33.3351,16,0.871106
2.1,7,1,1,9200,7,0.1,5800,816,10,2,3,0,12.6012,16,8.97852
2.1,7,0,0,4500,4,1,3300,320,6,6,3,0,140.6361,16,0.2268378
2.1,3,0,1,7450,4,1,6300,664,9,2,1,0,15.5448,16,8.99916
2.1,1,1,1,3400,4,0.2,4900,384,2,12,3,0,24.7516,16,8.93111
2.1,6,0,0,8150,8,0.9,3450,64,4,12,1,0,427.8993,16,0.08041337
2.1,10,0,1,4950,9,0.9,3150,448,4,2,3,0,12.3437,16,8.97774
2.1,6,1,1,1400,8,0.9,5650,152,9,16,2,0,13.0832,16,8.84178
2.1,4,0,0,4700,2,0.3,5450,240,1,16,3,0,18.7987,16,2.4049
2.1,7,0,1,4250,9,0.5,3950,744,10,8,1,0,13.0906,16,8.93401
2.1,6,0,0,9100,3,0.3,5550,88,6,8,1,0,64.5132,16,0.533483
2.1,4,0,0,9550,1,0.4,1450,632,2,4,3,0,16.7765,16,3.12769
2.1,9,0,1,9350,3,0.8,6600,896,9,14,2,0,12.7245,16,8.85762
2.1,5,1,0,3600,1,0.4,2900,984,9,4,1,0,8.90353,16,4.30367
2.1,9,1,1,6050,9,0.9,2850,368,6,16,1,0,12.2881,16,8.85727
2.1,4,1,1,7250,7,0.5,2100,144,10,2,3,0,14.0987,16,8.98318
2.1,6,0,1,9900,4,0.3,2850,936,1,10,3,0,13.438,16,8.8896
2.1,10,1,0,5200,5,0.3,7250,80,1,8,2,0,97.4267,16,0.266157
2.1,2,1,1,4300,10,0.9,7550,248,6,12,3,0,17.9116,16,8.90031
2.1,3,0,0,6600,9,0.1,9700,352,7,8,2,0,34.3507,16,1.59147
2.1,7,0,1,6850,7,0.2,4850,592,1,4,2,0,13.0501,16,8.96172
2.1,7,1,0,1400,9,0,9250,488,3,8,1,0,6.17513,16,5.20362
2.1,1,0,0,1550,6,0.5,1700,816,7,4,2,0,21.2165,16,6.5928
2.1,7,0,1,8000,10,0.8,1750,872,6,4,1,0,13.0412,16,8.97085
2.1,4,1,1,3200,2,0.3,6000,776,6,10,1,0,14.1886,16,8.92607
2.1,2,1,1,600,10,0.6,5800,944,6,14,2,0,17.9141,16,8.89908
2.1,5,1,1,4500,4,0.9,1900,568,5,12,3,0,13.4476,16,8.86721
2.1,10,0,0,3600,6,0.3,8850,592,4,6,2,0,92.7923,16,0.277704
2.1,10,0,1,9650,3,0.5,2850,280,7,10,1,0,12.4336,16,8.91286
2.1,7,1,0,7700,2,0.8,9600,176,2,6,2,0,73.5094,16,0.437128
2.1,5,1,0,4550,3,0.4,8600,24,6,10,2,0,33.8758,16,1.12891
2.1,1,1,1,9700,3,0.3,1150,152,8,14,3,0,24.7852,16,8.91766
2.1,7,0,0,3950,4,0.1,8400,832,4,2,2,0,23.962,16,1.33231
2.1,10,0,1,8850,8,0.8,4500,640,10,10,1,0,12.4336,16,8.91286
2.1,3,0,0,5400,8,0.8,8900,504,5,12,3,0,138.8836,16,0.3935585
2.1,4,1,1,4400,8,0.4,2100,480,8,8,1,0,14.1639,16,8.94337
2.1,5,1,1,2300,4,0.3,6100,504,4,16,1,0,13.4436,16,8.86983
2.1,6,1,1,9500,9,0.5,9600,640,3,14,1,0,13.023,16,8.88268
2.1,7,1,0,5600,8,0.2,6150,640,5,12,2,0,85.1216,16,0.377496
2.1,1,1,1,1550,4,0,3400,112,10,8,2,0,24.6667,16,8.9688
2.1,8,0,0,1050,6,0.7,5800,400,6,2,2,0,54.5957,16,0.531659
2.1,10,0,1,4550,6,0.7,5450,576,5,6,3,0,12.4109,16,8.92916
2.1,8,0,0,4200,8,0.9,3900,256,7,16,2,0,301.6952,16,0.09615276
2.1,7,1,0,5750,6,1,3850,352,2,14,2,0,275.7005,16,0.1165505
2.1,3,1,1,1450,10,0.7,1750,200,4,14,2,0,15.3341,16,8.8821
2.1,3,0,1,2450,5,0.8,7400,624,9,14,2,0,15.7241,16,8.88503
2.1,5,1,1,750,2,0.7,3650,440,7,2,2,0,13.2753,16,8.98565
2.1,4,1,1,7950,1,0.9,6200,720,2,10,3,0,14.233,16,8.89577
2.1,9,0,0,1750,1,0.2,4850,32,9,2,2,0,7.91922,16,3.49409
2.1,2,0,1,8450,1,0.6,2950,888,2,2,2,0,18.0993,16,9.38697
2.1,4,1,1,4200,3,0.3,2050,552,8,12,3,0,14.2666,16,8.87483
2.1,2,0,1,9250,8,0.3,6300,944,8,6,2,0,18.1576,16,8.96358
2.1,6,1,0,4100,8,0.5,9400,752,6,4,2,0,122.136,16,0.2839743
2.1,6,0,1,6900,1,0,5850,600,8,8,3,0,13.4045,16,8.91187
2.1,7,1,1,2850,4,0.5,8000,904,7,6,3,0,12.6683,16,8.93039
2.1,6,0,1,2300,7,0.8,10000,192,1,4,1,0,13.3195,16,8.97285
2.1,6,0,0,6200,8,0.6,7100,528,7,12,1,0,230.0933,16,0.1495429
2.1,8,0,1,4150,5,0.3,4050,672,10,2,1,0,12.6948,16,8.98886
2.1,4,0,0,1000,5,0.4,550,808,3,2,3,0,14.8265,16,3.05172
2.1,8,0,1,3400,7,0.7,9600,888,1,12,1,0,12.8183,16,8.89814
2.1,1,0,0,7150,3,0,900,984,1,8,2,0,17.6746,16,8.55607
2.1,7,0,1,2200,4,0.8,1200,88,8,4,2,0,13.0501,16,8.96172
2.1,10,0,0,1600,8,0.8,3850,920,10,14,1,0,138.423,16,0.1861601
2.1,7,0,0,5500,4,0.5,1450,552,1,6,3,0,91.4882,16,0.348696
2.1,5,0,1,2900,4,0,9300,384,5,8,1,0,13.7589,16,8.93941
2.1,6,0,1,6750,6,0.3,9600,768,9,14,3,0,13.5052,16,8.8454
2.1,8,0,0,3100,8,0.1,1300,152,4,8,3,0,33.9845,16,0.853591
2.1,2,1,0,2200,4,1,2050,40,6,2,1,6.4e-06,27.0282,16,2.91164
2.1,5,0,0,2350,1,0.7,7700,352,5,6,2,0,7.89305,16,4.80408
2.1,2,0,1,8850,7,0.5,6700,368,8,16,3,0,18.3388,16,8.86967
2.1,7,1,1,7950,9,0.4,4200,872,1,16,3,0,12.8362,16,8.8136
2.1,1,0,1,2450,7,1,9700,320,10,6,2,0,24.9076,16,8.98075
2.1,10,0,1,6300,4,0.6,2600,352,9,8,2,0,12.4267,16,8.91781
2.1,4,0,0,9850,10,0.7,5550,696,1,16,3,0,349.1221,16,0.1294929
2.1,8,1,1,8550,1,0,9950,944,7,14,2,0,12.4466,16,8.85475
2.1,8,1,1,9250,1,1,8950,408,9,14,3,0,12.4777,16,8.83267
2.1,6,0,1,9150,4,0.3,9850,616,9,6,2,0,13.3576,16,8.94317
2.1,5,0,0,3050,1,0.6,8700,296,10,8,3,0,9.01096,16,4.20808
2.1,4,1,1,9250,4,0,5350,896,1,10,2,0,14.2108,16,8.90968
2.1,4,1,0,5050,2,0.1,7900,656,7,6,2,0,12.9498,16,3.52291
2.1,3,0,1,8400,5,0.5,2700,512,9,2,3,0,15.5537,16,8.98622
2.1,8,0,1,9950,7,0.4,4250,912,6,16,1,0,12.8676,16,8.864
2.1,5,0,0,6700,3,0.9,1800,80,2,10,1,0,94.0276,16,0.403273
2.1,1,0,1,1500,8,0.9,6750,264,10,16,3,0,25.0888,16,8.90559
2.1,6,0,1,1350,3,0.4,2900,232,1,4,2,0,13.3284,16,8.96306
2.1,10,1,0,3000,9,0.1,3550,232,3,14,1,0,41.931,16,0.618417
2.1,8,1,0,6650,10,0.2,3950,368,2,4,2,0,141.4081,16,0.2065746
2.1,8,0,0,3400,5,0.1,2250,560,3,8,1,0,26.2541,16,1.10493
2.1,10,0,0,4100,6,0.9,5050,544,10,6,1,0,270.1015,16,0.09540424
2.1,9,0,1,2300,3,1,6950,688,9,6,1,0,12.5946,16,8.94895
2.1,9,0,0,7200,9,0.5,6750,368,10,4,2,0,375.7127,16,0.07361697
2.1,1,0,0,4850,2,0.9,9400,568,3,6,2,0,23.1661,16,6.00693
2.1,5,0,0,7000,3,0.3,7150,928,7,12,3,0,43.8159,16,0.865413
2.1,4,1,1,1450,3,0.1,2400,856,6,8,2,0,14.1817,16,8.92798
2.1,2,0,1,9800,5,0.5,10000,400,8,10,3,0,18.238,16,8.91866
2.1,7,1,0,9500,5,0.2,3350,88,3,6,2,0,89.839,16,0.357673
2.1,2,0,1,8650,8,0.1,800,352,9,16,2,0,18.3032,16,8.88691
2.1,4,1,1,9300,1,0.4,7350,424,4,4,2,0,14.1234,16,8.96729
2.1,4,0,0,2950,10,0.3,7400,840,2,2,3,0,55.2773,16,0.818535
2.1,6,1,0,3900,3,0.7,6150,896,5,6,2,0,52.516,16,0.660348
2.1,5,0,1,2450,6,0.7,1150,528,1,10,3,0,13.828,16,8.89272
2.1,9,1,1,4400,4,0.6,3400,688,1,4,2,0,12.1489,16,8.95877
2.1,1,1,1,9600,2,0,4000,568,2,8,1,0,24.6489,16,8.98621
2.1,4,0,1,1150,8,0.3,8500,400,2,2,2,0,14.4993,16,8.98815
2.1,6,1,1,4500,5,0.6,750,8,5,2,3,0,12.8837,16,8.97971
2.1,10,1,0,7600,9,0.2,4450,504,7,16,2,0,180.6472,16,0.143544
2.1,1,0,0,8950,10,0.9,4650,792,5,14,3,0,115.0356,16,1.203156
2.1,4,0,0,7350,5,0.5,8800,80,1,12,3,0,95.234,16,0.474713
2.1,7,0,1,3100,3,0.5,1700,432,8,8,2,0,13.1084,16,8.92189
2.1,6,1,1,4200,7,0.1,1150,656,5,8,3,0,12.9845,16,8.90902
2.1,4,0,1,5200,2,0.2,2700,488,7,8,3,0,14.6045,16,8.91911
2.1,2,1,0,5400,10,0.3,10000,24,9,16,2,0,49.616,16,1.58051
2.1,8,0,0,4850,10,0.9,8400,656,10,2,1,0,459.0624,16,0.06330761
2.1,1,0,1,2150,1,0.8,6650,928,3,4,1,3.2e-06,24.8834,16,9.23318
2.1,1,1,0,5800,3,0.6,6200,56,9,10,2,0,26.2286,16,5.34532
2.1,2,0,1,6350,5,0.7,9500,16,2,16,1,0,18.2676,16,8.91069
2.1,8,1,0,4600,3,0.4,7500,672,1,12,1,0,51.0836,16,0.571834
2.1,7,0,0,8350,2,0.3,7700,728,1,4,2,0,45.3324,16,0.703726
2.1,4,0,0,8600,9,0.9,2900,456,3,10,2,0,343.105,16,0.1317638
2.1,1,0,0,7750,1,0.6,10000,432,3,8,3,0,17.876,16,7.96585
2.1,8,1,0,5400,5,0.8,6300,856,8,4,1,0,194.0632,16,0.1506774
2.1,8,1,1,7500,6,0.3,1200,328,6,10,1,0,12.3661,16,8.91238
2.1,7,1,0,5550,3,1,8700,352,5,2,3,0,114.5568,16,0.2805573
2.1,2,1,1,1900,2,0.1,8600,360,2,4,2,0,17.7684,16,8.97911
2.1,2,0,1,9900,5,0.7,9450,200,2,12,3,0,18.2716,16,8.90227
2.1,1,1,0,7050,5,0.8,9150,768,1,6,2,0,46.7704,16,2.99888
2.1,7,0,0,8750,8,0,7750,640,7,12,2,0,22.4592,16,1.42043
2.1,10,1,1,10000,9,0.7,6450,920,10,12,2,0,12.0529,16,8.87176
2.1,5,0,1,2650,10,0.2,650,520,4,16,3,0,13.9288,16,8.82841
2.1,10,1,1,2050,7,0.2,5950,288,9,2,2,0,11.9073,16,8.98097
2.1,9,0,0,3850,9,0.1,7300,880,2,16,1,0,53.3234,16,0.5187
2.1,3,1,1,7950,7,0.6,3300,928,9,14,1,0,15.303,16,8.90242
2.1,1,1,0,7550,7,0.2,7350,416,5,14,1,0,29.4338,16,4.77099
2.1,2,1,1,7200,4,0.1,2850,904,5,6,3,0,17.8109,16,8.9529
2.1,6,0,0,7600,1,0.5,4300,248,2,8,3,0,17.9081,16,1.92142
2.1,10,1,0,8850,7,0.4,3550,88,10,8,2,0,301.7707,16,0.08592891
2.1,3,1,1,9350,9,0.9,7650,880,4,14,1,0,15.303,16,8.90242
2.1,9,0,1,4050,1,0.2,8850,208,10,8,1,0,12.6193,16,8.93144
2.1,5,1,1,6450,9,1,7850,680,10,2,3,0,13.2797,16,8.98103
2.1,4,1,0,4800,6,0.7,5650,160,2,10,2,0,97.486,16,0.467901
2.1,3,1,0,2000,6,0.1,2700,912,4,10,2,0,11.7118,16,4.71309
2.1,4,0,0,7500,10,0.7,1750,752,9,14,3,0,263.0017,16,0.1718956
2.1,2,0,1,3950,9,0.8,8700,192,6,8,2,0,18.1867,16,8.94769
2.1,9,1,0,4400,6,0.5,6100,368,6,2,2,0,141.9573,16,0.1961891
2.1,7,1,1,6450,8,0.5,1350,256,8,12,1,0,12.7157,16,8.89712
2.1,2,1,1,5300,1,0.4,6800,584,8,6,3,0,17.8109,16,8.9529
2.1,1,1,0,6150,2,0,2450,536,5,14,3,0,17.3596,16,8.0662
2.1,5,0,1,3350,5,1,9500,408,7,12,3,0,13.8616,16,8.87118
2.1,3,1,0,5000,3,0.1,7200,488,3,12,1,0,14.0183,16,3.94186
2.1,7,0,0,9650,10,1,8600,560,10,16,1,0,849.9617,16,0.03753297
2.1,6,1,1,3750,9,1,700,72,5,2,3,0,12.8837,16,8.97971
2.1,10,1,1,7550,4,0.7,9100,32,6,16,2,0,12.1112,16,8.82908
2.1,10,1,0,5150,7,0.9,900,64,8,4,2,0,377.6504,16,0.06866357
2.1,6,0,0,2900,2,1,4800,880,4,10,3,0,33.8044,16,1.01788
2.1,2,0,1,1150,10,0.6,7450,336,4,10,2,0,18.2158,16,8.93178
2.1,7,1,1,1750,8,0.2,4000,536,7,6,2,0,12.655,16,8.93981
2.1,4,1,0,3050,4,0.1,9550,896,10,4,1,0,12.9957,16,3.51811
