Topology,fargate_vcpus,fargate_memorylevel,car_cache,latency,cost,reliability,scalability
1.1,14,1,2,5.76e-05,0.22552,10,-0.071543
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,2,2,6,8.64e-05,0.1845,10,-0.014773
1.1,10,2,7,0,0.19197,10,-0.077919
1.1,14,1,8,0,0.18274,10,-0.095153
1.1,4,2,8,0,0.18019,10,-0.034593
1.1,2,2,4,9.6e-05,0.19399,10,-0.011942
1.1,16,2,9,0,0.18866,10,-0.121
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,4,1,3,0.0001008,0.18633,10,-0.01785
1.1,10,3,5,0,0.17988,10,-0.093975
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,16,2,2,0,0.22533,10,-0.10313
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,4,3,3,0.0001296,0.18527,10,-0.036046
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,6,2,2,2.88e-05,0.22318,10,-0.036354
1.1,4,2,8,0,0.18019,10,-0.034593
1.1,10,2,10,0,0.17939,10,-0.082768
1.1,2,3,8,3.84e-05,0.17968,10,-0.019917
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,4,3,2,2.88e-05,0.22248,10,-0.028212
1.1,16,3,10,0,0.18212,10,-0.14152
1.1,14,3,10,0,0.18137,10,-0.12634
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,6,2,1,3.36e-05,0.2252,10,-0.026692
1.1,8,2,4,0,0.19524,10,-0.062014
1.1,4,1,4,9.6e-05,0.19493,10,-0.020309
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,8,3,3,0,0.18646,10,-0.073876
1.1,6,3,8,0,0.18114,10,-0.05808
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,10,2,9,0,0.18672,10,-0.079663
1.1,10,1,9,0,0.18622,10,-0.068441
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,2,1,9,0.0003024,0.18452,10,-0.0099396
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,4,1,10,0.000288,0.1774,10,-0.027325
1.1,2,1,9,0.0003024,0.18452,10,-0.0099396
1.1,14,3,4,0,0.19787,10,-0.11684
1.1,4,3,3,0.0001296,0.18527,10,-0.036046
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,10,2,2,5.76e-05,0.22384,10,-0.064998
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,2,2,3,0.0001008,0.18516,10,-0.010414
1.1,6,1,6,0.0002592,0.18546,10,-0.039215
1.1,8,2,9,0,0.18607,10,-0.064892
1.1,4,2,7,0,0.19002,10,-0.033101
1.1,6,2,7,0,0.19067,10,-0.048574
1.1,14,2,4,0,0.19718,10,-0.10315
1.1,4,1,1,0.0003984,0.22772,10,-0.013932
1.1,6,1,6,0.0002592,0.18546,10,-0.039215
1.1,2,1,9,0.0003024,0.18452,10,-0.0099396
1.1,2,1,8,0.000192,0.18004,10,-0.010332
1.1,10,3,7,0,0.19246,10,-0.088588
1.1,14,2,2,0,0.22468,10,-0.091551
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,4,3,8,0,0.18039,10,-0.039618
1.1,12,3,9,0,0.18796,10,-0.10655
1.1,14,2,9,0,0.18801,10,-0.10769
1.1,10,3,2,0,0.22388,10,-0.076756
1.1,6,3,10,0,0.17839,10,-0.058962
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,4,3,9,0,0.18497,10,-0.038606
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,16,3,7,0,0.1947,10,-0.13366
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,10,3,6,0,0.18722,10,-0.090758
1.1,14,2,8,0,0.18343,10,-0.11017
1.1,4,1,6,8.64e-05,0.1852,10,-0.024863
1.1,10,2,8,0,0.18214,10,-0.081579
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,2,3,2,6.72e-05,0.22209,10,-0.010314
1.1,10,3,1,4.32e-05,0.22515,10,-0.070748
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,2,2,1,0.0003984,0.22461,10,-0.013822
1.1,2,1,9,0.0003024,0.18452,10,-0.0099396
1.1,2,1,1,0.000744,0.2277,10,-0.028965
1.1,10,3,3,0,0.18721,10,-0.090494
1.1,2,2,4,9.6e-05,0.19399,10,-0.011942
1.1,2,3,3,0.0001008,0.1849,10,-0.015127
1.1,4,3,6,0,0.18498,10,-0.038801
1.1,10,2,2,5.76e-05,0.22384,10,-0.064998
1.1,8,3,10,0,0.17913,10,-0.076882
1.1,14,2,10,0,0.18068,10,-0.1117
1.1,2,1,8,0.000192,0.18004,10,-0.010332
1.1,4,2,3,4.32e-05,0.1855,10,-0.029158
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,4,2,7,0,0.19002,10,-0.033101
1.1,4,3,2,2.88e-05,0.22248,10,-0.028212
1.1,6,3,8,0,0.18114,10,-0.05808
1.1,2,3,8,3.84e-05,0.17968,10,-0.019917
1.1,2,2,4,9.6e-05,0.19399,10,-0.011942
1.1,6,3,4,0,0.19489,10,-0.054122
1.1,12,2,1,1.44e-05,0.22621,10,-0.069648
1.1,8,3,8,0,0.18188,10,-0.075767
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,2,1,6,0.0002016,0.18491,10,-0.0084779
1.1,4,3,10,0,0.17764,10,-0.040244
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,8,3,10,0,0.17913,10,-0.076882
1.1,2,1,3,0.000216,0.18604,10,-0.0013454
1.1,2,3,5,0.000216,0.17715,10,-0.017716
1.1,10,3,10,0,0.17988,10,-0.094054
1.1,2,3,2,6.72e-05,0.22209,10,-0.010314
1.1,14,3,2,0,0.22537,10,-0.1039
1.1,4,3,5,0,0.17764,10,-0.040156
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,4,2,1,5.28e-05,0.22486,10,-0.011415
1.1,2,3,4,5.76e-05,0.19381,10,-0.016181
1.1,2,3,4,5.76e-05,0.19381,10,-0.016181
1.1,4,2,5,0.000144,0.17762,10,-0.033106
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,2,1,8,0.000192,0.18004,10,-0.010332
1.1,4,3,7,0,0.19022,10,-0.037883
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,6,2,10,0,0.17809,10,-0.051626
1.1,14,2,4,0,0.19718,10,-0.10315
1.1,4,1,1,0.0003984,0.22772,10,-0.013932
1.1,8,2,6,0,0.18608,10,-0.065076
1.1,10,2,8,0,0.18214,10,-0.081579
1.1,14,1,4,0,0.19649,10,-0.088975
1.1,2,1,1,0.000744,0.2277,10,-0.028965
1.1,2,3,3,0.0001008,0.1849,10,-0.015127
1.1,16,1,5,0,0.18054,10,-0.10854
1.1,4,1,7,0.0002016,0.19027,10,-0.024651
1.1,4,1,4,9.6e-05,0.19493,10,-0.020309
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,6,3,1,3.36e-05,0.2244,10,-0.037986
1.1,8,1,3,4.32e-05,0.1869,10,-0.048358
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,2,2,6,8.64e-05,0.1845,10,-0.014773
1.1,2,1,1,0.000744,0.2277,10,-0.028965
1.1,2,1,5,0.00012,0.17779,10,-0.0077774
1.1,12,1,8,0,0.18219,10,-0.082828
1.1,2,1,6,0.0002016,0.18491,10,-0.0084779
1.1,4,3,9,0,0.18497,10,-0.038606
1.1,2,3,5,0.000216,0.17715,10,-0.017716
1.1,4,1,4,9.6e-05,0.19493,10,-0.020309
1.1,2,1,10,0.000624,0.17712,10,-0.0089536
1.1,4,1,10,0.000288,0.1774,10,-0.027325
1.1,14,3,7,0,0.19395,10,-0.1192
1.1,2,3,5,0.000216,0.17715,10,-0.017716
1.1,6,1,1,7.2e-05,0.22785,10,-0.0061457
1.1,2,1,9,0.0003024,0.18452,10,-0.0099396
1.1,14,3,7,0,0.19395,10,-0.1192
1.1,14,1,9,0,0.18732,10,-0.092964
1.1,12,2,4,0,0.19653,10,-0.089894
1.1,4,1,3,0.0001008,0.18633,10,-0.01785
1.1,12,1,1,3.36e-05,0.2287,10,-0.043927
1.1,2,2,10,0.000288,0.17689,10,-0.0157
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,8,2,5,0,0.17874,10,-0.067405
1.1,10,2,8,0,0.18214,10,-0.081579
1.1,4,3,2,2.88e-05,0.22248,10,-0.028212
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,6,3,3,0,0.18572,10,-0.05656
1.1,6,3,8,0,0.18114,10,-0.05808
1.1,12,1,2,2.88e-05,0.22528,10,-0.059767
1.1,2,2,3,0.0001008,0.18516,10,-0.010414
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,2,2,4,9.6e-05,0.19399,10,-0.011942
1.1,2,2,10,0.000288,0.17689,10,-0.0157
1.1,4,2,10,0,0.17744,10,-0.035148
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,12,2,8,0,0.18278,10,-0.096128
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,4,3,10,0,0.17764,10,-0.040244
1.1,4,3,4,1.92e-05,0.1942,10,-0.036409
1.1,16,1,6,0,0.18788,10,-0.10486
1.1,4,3,9,0,0.18497,10,-0.038606
1.1,6,3,2,8.64e-05,0.22283,10,-0.045164
1.1,10,2,10,0,0.17939,10,-0.082768
1.1,6,3,8,0,0.18114,10,-0.05808
1.1,8,2,2,0.0001056,0.22351,10,-0.05057
1.1,2,3,8,3.84e-05,0.17968,10,-0.019917
1.1,10,1,7,0,0.19147,10,-0.066966
1.1,2,3,9,0,0.18423,10,-0.019763
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,6,3,2,8.64e-05,0.22283,10,-0.045164
1.1,6,2,3,0.0001296,0.18581,10,-0.046545
1.1,2,2,10,0.000288,0.17689,10,-0.0157
1.1,4,2,7,0,0.19002,10,-0.033101
1.1,2,1,6,0.0002016,0.18491,10,-0.0084779
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,16,1,8,0,0.18329,10,-0.10711
1.1,4,1,8,0.0004224,0.18033,10,-0.02504
1.1,10,2,10,0,0.17939,10,-0.082768
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,6,1,7,0.0001344,0.19054,10,-0.039898
1.1,6,2,1,3.36e-05,0.2252,10,-0.026692
1.1,4,2,6,2.88e-05,0.18484,10,-0.033429
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,12,1,3,0.0001296,0.18743,10,-0.076494
1.1,4,1,4,9.6e-05,0.19493,10,-0.020309
1.1,4,3,8,0,0.18039,10,-0.039618
1.1,8,1,3,4.32e-05,0.1869,10,-0.048358
1.1,2,2,1,0.0003984,0.22461,10,-0.013822
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,6,1,8,3.84e-05,0.18061,10,-0.042871
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,12,1,10,0,0.17944,10,-0.084033
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,2,1,9,0.0003024,0.18452,10,-0.0099396
1.1,10,1,1,2.4e-05,0.22838,10,-0.031966
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,12,1,6,0,0.18678,10,-0.081063
1.1,2,3,3,0.0001008,0.1849,10,-0.015127
1.1,2,3,5,0.000216,0.17715,10,-0.017716
1.1,2,1,6,0.0002016,0.18491,10,-0.0084779
1.1,12,3,9,0,0.18796,10,-0.10655
1.1,12,2,10,0,0.18003,10,-0.097497
1.1,6,3,7,0,0.19097,10,-0.055474
1.1,14,2,6,0,0.18802,10,-0.10786
1.1,2,3,2,6.72e-05,0.22209,10,-0.010314
1.1,8,1,9,0,0.18567,10,-0.055612
1.1,8,1,10,0,0.17834,10,-0.057878
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,6,3,6,0,0.18573,10,-0.056846
1.1,8,1,8,0,0.18109,10,-0.057011
1.1,6,2,2,2.88e-05,0.22318,10,-0.036354
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,2,2,4,9.6e-05,0.19399,10,-0.011942
1.1,4,1,8,0.0004224,0.18033,10,-0.02504
1.1,6,3,10,0,0.17839,10,-0.058962
1.1,8,1,3,4.32e-05,0.1869,10,-0.048358
1.1,8,2,1,2.4e-05,0.22553,10,-0.041461
1.1,2,1,1,0.000744,0.2277,10,-0.028965
1.1,10,2,10,0,0.17939,10,-0.082768
1.1,10,2,6,0,0.18673,10,-0.07984
1.1,12,3,5,0,0.18063,10,-0.11045
1.1,10,2,6,0,0.18673,10,-0.07984
1.1,6,2,4,1.92e-05,0.19467,10,-0.046818
1.1,2,1,10,0.000624,0.17712,10,-0.0089536
1.1,4,1,1,0.0003984,0.22772,10,-0.013932
1.1,4,1,8,0.0004224,0.18033,10,-0.02504
1.1,2,2,3,0.0001008,0.18516,10,-0.010414
1.1,4,3,2,2.88e-05,0.22248,10,-0.028212
1.1,14,2,6,0,0.18802,10,-0.10786
1.1,8,1,7,0,0.19092,10,-0.054454
1.1,4,2,1,5.28e-05,0.22486,10,-0.011415
1.1,14,1,10,0,0.17999,10,-0.09651
1.1,8,1,5,0.000144,0.17865,10,-0.055156
1.1,16,1,2,0.0001056,0.22585,10,-0.082546
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,2,1,6,0.0002016,0.18491,10,-0.0084779
1.1,6,3,5,0,0.17839,10,-0.058877
1.1,14,2,10,0,0.18068,10,-0.1117
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,2,1,4,0.0002112,0.19464,10,-0.004618
1.1,2,3,2,6.72e-05,0.22209,10,-0.010314
1.1,2,2,10,0.000288,0.17689,10,-0.0157
1.1,2,2,1,0.0003984,0.22461,10,-0.013822
1.1,6,2,1,3.36e-05,0.2252,10,-0.026692
1.1,8,2,9,0,0.18607,10,-0.064892
1.1,8,3,9,0,0.18646,10,-0.07397
1.1,10,2,10,0,0.17939,10,-0.082768
1.1,6,2,3,0.0001296,0.18581,10,-0.046545
1.1,2,2,4,9.6e-05,0.19399,10,-0.011942
1.1,10,1,9,0,0.18622,10,-0.068441
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,2,3,5,0.000216,0.17715,10,-0.017716
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,4,3,4,1.92e-05,0.1942,10,-0.036409
1.1,6,3,4,0,0.19489,10,-0.054122
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,2,2,3,0.0001008,0.18516,10,-0.010414
1.1,8,3,4,0,0.19563,10,-0.070724
1.1,4,1,7,0.0002016,0.19027,10,-0.024651
1.1,10,3,1,4.32e-05,0.22515,10,-0.070748
1.1,2,1,3,0.000216,0.18604,10,-0.0013454
1.1,2,3,10,0,0.1769,10,-0.020675
1.1,6,2,6,0,0.18543,10,-0.049771
1.1,8,2,2,0.0001056,0.22351,10,-0.05057
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,12,3,1,4.32e-05,0.22552,10,-0.086327
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,2,1,4,0.0002112,0.19464,10,-0.004618
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,6,2,5,0,0.17809,10,-0.05154
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,2,2,1,0.0003984,0.22461,10,-0.013822
1.1,2,3,5,0.000216,0.17715,10,-0.017716
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,12,3,5,0,0.18063,10,-0.11045
1.1,12,3,2,0,0.22462,10,-0.090558
1.1,2,2,1,0.0003984,0.22461,10,-0.013822
1.1,6,1,10,0,0.1778,10,-0.044162
1.1,2,2,3,0.0001008,0.18516,10,-0.010414
1.1,8,3,1,1.44e-05,0.2248,10,-0.054624
1.1,4,1,5,0.000312,0.17808,10,-0.022982
1.1,6,3,10,0,0.17839,10,-0.058962
1.1,4,3,8,0,0.18039,10,-0.039618
1.1,10,1,9,0,0.18622,10,-0.068441
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,4,3,5,0,0.17764,10,-0.040156
1.1,2,1,3,0.000216,0.18604,10,-0.0013454
1.1,2,1,4,0.0002112,0.19464,10,-0.004618
1.1,6,1,9,0,0.18513,10,-0.042381
1.1,4,1,2,0.0001056,0.22414,10,-0.0094406
1.1,8,1,7,0,0.19092,10,-0.054454
1.1,2,1,1,0.000744,0.2277,10,-0.028965
1.1,16,2,9,0,0.18866,10,-0.121
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,6,1,5,0.000216,0.17835,10,-0.039468
1.1,8,2,6,0,0.18608,10,-0.065076
1.1,4,1,2,0.0001056,0.22414,10,-0.0094406
1.1,4,3,10,0,0.17764,10,-0.040244
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,4,3,10,0,0.17764,10,-0.040244
1.1,16,2,5,0,0.18133,10,-0.12535
1.1,4,1,6,8.64e-05,0.1852,10,-0.024863
1.1,8,1,2,4.8e-05,0.22471,10,-0.035348
1.1,2,2,7,0.0002016,0.18964,10,-0.014423
1.1,2,1,10,0.000624,0.17712,10,-0.0089536
1.1,6,2,10,0,0.17809,10,-0.051626
1.1,14,1,8,0,0.18274,10,-0.095153
1.1,6,1,9,0,0.18513,10,-0.042381
1.1,4,2,7,0,0.19002,10,-0.033101
1.1,4,2,4,0.0002112,0.19433,10,-0.028845
1.1,2,3,2,6.72e-05,0.22209,10,-0.010314
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,4,3,6,0,0.18498,10,-0.038801
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,8,2,8,0,0.18149,10,-0.066495
1.1,4,2,3,4.32e-05,0.1855,10,-0.029158
1.1,2,3,9,0,0.18423,10,-0.019763
1.1,10,1,8,0,0.18164,10,-0.07012
1.1,8,2,8,0,0.18149,10,-0.066495
1.1,4,3,10,0,0.17764,10,-0.040244
1.1,6,2,4,1.92e-05,0.19467,10,-0.046818
1.1,12,1,1,3.36e-05,0.2287,10,-0.043927
1.1,4,2,1,5.28e-05,0.22486,10,-0.011415
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,10,2,7,0,0.19197,10,-0.077919
1.1,8,2,1,2.4e-05,0.22553,10,-0.041461
1.1,2,3,4,5.76e-05,0.19381,10,-0.016181
1.1,4,1,7,0.0002016,0.19027,10,-0.024651
1.1,8,2,5,0,0.17874,10,-0.067405
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,2,1,3,0.000216,0.18604,10,-0.0013454
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,4,2,10,0,0.17744,10,-0.035148
1.1,2,3,1,7.2e-05,0.22364,10,-0.002663
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,16,2,2,0,0.22533,10,-0.10313
1.1,2,2,1,0.0003984,0.22461,10,-0.013822
1.1,16,1,1,2.4e-05,0.22927,10,-0.067488
1.1,8,1,6,2.88e-05,0.18577,10,-0.055145
1.1,8,2,8,0,0.18149,10,-0.066495
1.1,8,3,2,9.6e-06,0.22325,10,-0.061876
1.1,2,3,4,5.76e-05,0.19381,10,-0.016181
1.1,8,1,4,0.0002112,0.1955,10,-0.048448
1.1,14,2,6,0,0.18802,10,-0.10786
1.1,2,3,9,0,0.18423,10,-0.019763
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,4,2,1,5.28e-05,0.22486,10,-0.011415
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,6,1,2,6.72e-05,0.22443,10,-0.022611
1.1,4,3,10,0,0.17764,10,-0.040244
1.1,2,3,8,3.84e-05,0.17968,10,-0.019917
1.1,6,3,9,0,0.18572,10,-0.056659
1.1,10,1,7,0,0.19147,10,-0.066966
1.1,4,1,6,8.64e-05,0.1852,10,-0.024863
1.1,14,2,10,0,0.18068,10,-0.1117
1.1,12,3,2,0,0.22462,10,-0.090558
1.1,2,2,3,0.0001008,0.18516,10,-0.010414
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,2,1,6,0.0002016,0.18491,10,-0.0084779
1.1,6,2,5,0,0.17809,10,-0.05154
1.1,2,2,2,0.0001056,0.2225,10,-0.0054315
1.1,2,1,10,0.000624,0.17712,10,-0.0089536
1.1,2,3,7,0.0001344,0.18955,10,-0.018351
1.1,12,3,10,0,0.18063,10,-0.11052
1.1,2,3,9,0,0.18423,10,-0.019763
1.1,16,1,8,0,0.18329,10,-0.10711
1.1,4,2,2,4.8e-05,0.22284,10,-0.021228
1.1,8,2,6,0,0.18608,10,-0.065076
1.1,10,2,8,0,0.18214,10,-0.081579
1.1,8,3,1,1.44e-05,0.2248,10,-0.054624
1.1,10,2,7,0,0.19197,10,-0.077919
1.1,2,3,2,6.72e-05,0.22209,10,-0.010314
1.1,2,1,5,0.00012,0.17779,10,-0.0077774
1.1,4,1,10,0.000288,0.1774,10,-0.027325
1.1,4,3,1,3.36e-05,0.22403,10,-0.020698
1.1,4,2,10,0,0.17744,10,-0.035148
1.1,10,3,9,0,0.18721,10,-0.090586
1.1,4,2,1,5.28e-05,0.22486,10,-0.011415
1.1,2,2,8,0.0004224,0.17974,10,-0.013992
1.1,14,2,10,0,0.18068,10,-0.1117
1.1,16,3,7,0,0.1947,10,-0.13366
1.1,4,3,1,3.36e-05,0.22403,10,-0.020698
1.1,4,2,10,0,0.17744,10,-0.035148
1.1,4,2,3,4.32e-05,0.1855,10,-0.029158
1.1,4,2,7,0,0.19002,10,-0.033101
1.1,10,2,4,0,0.19588,10,-0.07619
1.1,4,2,3,4.32e-05,0.1855,10,-0.029158
1.1,4,2,5,0.000144,0.17762,10,-0.033106
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,14,2,2,0,0.22468,10,-0.091551
1.1,6,3,1,3.36e-05,0.2244,10,-0.037986
1.1,2,3,6,0.0002592,0.18438,10,-0.017573
1.1,6,2,8,0,0.18084,10,-0.050843
1.1,10,2,6,0,0.18673,10,-0.07984
1.1,2,1,2,0.0007968,0.22393,10,-0.026848
1.1,4,3,1,3.36e-05,0.22403,10,-0.020698
1.1,4,3,1,3.36e-05,0.22403,10,-0.020698
1.1,10,1,10,0,0.17889,10,-0.071162
1.1,6,3,3,0,0.18572,10,-0.05656
1.1,2,2,9,0.0003888,0.18426,10,-0.014159
1.1,6,2,7,0,0.19067,10,-0.048574
1.1,2,2,5,0.000312,0.17729,10,-0.013003
1.1,4,1,5,0.000312,0.17808,10,-0.022982
1.1,4,3,2,2.88e-05,0.22248,10,-0.028212
1.1,6,1,8,3.84e-05,0.18061,10,-0.042871
1.1,4,3,6,0,0.18498,10,-0.038801
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,8,1,3,4.32e-05,0.1869,10,-0.048358
1.1,8,1,9,0,0.18567,10,-0.055612
1.1,2,2,10,0.000288,0.17689,10,-0.0157
1.1,6,1,6,0.0002592,0.18546,10,-0.039215
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,8,3,2,9.6e-06,0.22325,10,-0.061876
1.1,4,1,10,0.000288,0.1774,10,-0.027325
1.1,8,3,4,0,0.19563,10,-0.070724
1.1,2,1,4,0.0002112,0.19464,10,-0.004618
1.1,4,3,6,0,0.18498,10,-0.038801
1.1,12,3,1,4.32e-05,0.22552,10,-0.086327
1.1,2,1,7,0.0004368,0.18999,10,-0.0079611
1.1,10,3,8,0,0.18263,10,-0.092726
1.1,6,1,7,0.0001344,0.19054,10,-0.039898
