Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,reliability,scalability
3,9,8,1,48,0.0126667,0.183667,20,-0.250618
3,5,2,2,58,0.0116111,0.176323,20,-0.242214
3,4,2,1,85,0.0114167,0.192824,20,-0.223915
3,6,10,2,10,0.0130556,0.18367,20,-0.255985
3,4,2,1,56,0.0114167,0.192826,20,-0.223984
3,6,6,2,82,0.0126667,0.18367,20,-0.250568
3,1,6,3,77,0.0126667,0.220319,20,-0.218582
3,7,2,2,90,0.0116111,0.188906,20,-0.230427
3,5,4,3,35,0.0121111,0.176326,20,-0.249716
3,9,2,3,77,0.0116111,0.183658,20,-0.235144
3,1,6,3,51,0.0126667,0.220319,20,-0.218583
3,10,2,3,64,0.0116111,0.176333,20,-0.242514
3,10,8,2,11,0.0130556,0.176339,20,-0.263683
3,3,4,2,93,0.0121111,0.183654,20,-0.242328
3,10,12,2,70,0.0138889,0.176333,20,-0.27499
3,9,2,3,65,0.0116111,0.183658,20,-0.235146
3,3,4,2,39,0.0121111,0.183651,20,-0.242231
3,8,2,1,63,0.0114167,0.17908,20,-0.236776
3,3,8,1,67,0.0126667,0.183654,20,-0.250236
3,9,2,1,7,0.0114167,0.183658,20,-0.232271
3,9,4,1,90,0.0118889,0.183658,20,-0.239211
3,2,2,3,75,0.0116111,0.220321,20,-0.20476
3,1,2,1,60,0.0114167,0.220319,20,-0.202094
3,8,2,1,75,0.0114167,0.179078,20,-0.236705
3,7,2,3,48,0.0116111,0.188906,20,-0.230427
3,9,14,2,88,0.0138889,0.183667,20,-0.267345
3,2,6,1,91,0.0121111,0.22032,20,-0.211375
3,9,2,1,89,0.0114167,0.183658,20,-0.232269
3,6,10,2,77,0.0130556,0.183664,20,-0.255797
3,8,4,3,15,0.0121111,0.179077,20,-0.246948
3,5,4,2,32,0.0121111,0.176325,20,-0.2497
3,10,4,1,27,0.0118889,0.176329,20,-0.246524
3,10,2,2,90,0.0116111,0.176333,20,-0.242512
3,3,2,1,15,0.0114167,0.183651,20,-0.232069
3,5,4,3,1,0.0121111,0.176323,20,-0.249634
3,3,2,2,72,0.0116111,0.183651,20,-0.234945
3,10,4,3,98,0.0121111,0.176339,20,-0.250131
3,10,6,2,80,0.0126667,0.176335,20,-0.258046
3,5,10,1,97,0.0126667,0.176323,20,-0.257687
3,9,2,1,69,0.0114167,0.183667,20,-0.232572
3,1,6,2,27,0.0126667,0.220319,20,-0.218582
3,4,2,3,59,0.0116111,0.192822,20,-0.226661
3,9,14,1,76,0.0130556,0.183658,20,-0.255752
3,10,2,2,47,0.0116111,0.176329,20,-0.242382
3,2,6,3,59,0.0126667,0.22032,20,-0.218611
3,3,14,1,48,0.0130556,0.183654,20,-0.255659
3,4,2,1,94,0.0114167,0.192824,20,-0.223904
3,6,2,3,87,0.0116111,0.18367,20,-0.235392
3,5,10,3,46,0.0138889,0.176323,20,-0.274718
3,10,14,2,85,0.0138889,0.176337,20,-0.275141
3,8,10,2,6,0.0130556,0.179084,20,-0.260677
3,7,8,2,35,0.0130556,0.188905,20,-0.250761
3,1,10,2,12,0.0130556,0.22032,20,-0.223587
3,1,4,1,89,0.0118889,0.220319,20,-0.208407
3,7,2,1,20,0.0114167,0.188906,20,-0.227592
3,1,2,2,24,0.0116111,0.22032,20,-0.204729
3,2,12,1,35,0.0130556,0.220321,20,-0.223615
3,10,2,1,47,0.0114167,0.176329,20,-0.239452
3,9,6,3,61,0.0126667,0.183667,20,-0.250618
3,6,14,3,92,0.0158333,0.183664,20,-0.292034
3,5,4,3,47,0.0121111,0.176323,20,-0.249634
3,4,14,2,28,0.0138889,0.192822,20,-0.257901
3,4,8,1,34,0.0126667,0.192822,20,-0.241508
3,7,8,1,2,0.0126667,0.188906,20,-0.245409
3,4,2,2,79,0.0116111,0.192825,20,-0.226741
3,8,6,3,35,0.0126667,0.179081,20,-0.255071
3,7,4,3,19,0.0121111,0.188912,20,-0.237832
3,1,16,3,8,0.0166667,0.220319,20,-0.266514
3,5,6,3,37,0.0126667,0.176328,20,-0.257849
3,4,4,3,75,0.0121111,0.192824,20,-0.233844
3,5,4,3,15,0.0121111,0.176323,20,-0.249636
3,8,6,1,35,0.0121111,0.179081,20,-0.247079
3,4,2,2,5,0.0116111,0.192826,20,-0.22679
3,5,4,1,24,0.0118889,0.176328,20,-0.246526
3,10,2,1,59,0.0114167,0.176333,20,-0.239584
3,1,10,3,80,0.0138889,0.22032,20,-0.234008
3,5,2,3,15,0.0116111,0.176323,20,-0.242214
3,10,4,3,48,0.0121111,0.176335,20,-0.250003
3,3,2,1,97,0.0114167,0.183651,20,-0.232069
3,4,2,3,12,0.0116111,0.192826,20,-0.226791
3,3,4,2,86,0.0121111,0.183654,20,-0.242329
3,9,10,2,34,0.0130556,0.183658,20,-0.255752
3,4,2,1,32,0.0114167,0.192822,20,-0.223852
3,2,14,1,57,0.0130556,0.22032,20,-0.223587
3,9,2,3,1,0.0116111,0.183658,20,-0.235144
3,3,8,3,8,0.0130556,0.183651,20,-0.255565
3,5,16,2,59,0.0158333,0.176323,20,-0.300026
3,10,8,1,42,0.0126667,0.176335,20,-0.258045
3,9,6,2,4,0.0126667,0.183667,20,-0.250618
3,4,2,3,66,0.0116111,0.192822,20,-0.226662
3,4,10,3,74,0.0138889,0.192826,20,-0.25802
3,10,6,1,90,0.0121111,0.176333,20,-0.249927
3,1,2,3,7,0.0131111,0.220319,20,-0.198909
3,6,2,2,36,0.0116111,0.18367,20,-0.235392
3,9,6,3,60,0.0126667,0.183658,20,-0.25033
3,7,14,3,12,0.0158333,0.188912,20,-0.286781
3,9,2,2,3,0.0116111,0.183658,20,-0.235146
3,8,2,2,45,0.0116111,0.17908,20,-0.239686
3,8,2,1,41,0.0114167,0.179077,20,-0.236671
3,2,2,3,40,0.0116111,0.22032,20,-0.20473
3,9,12,3,81,0.0138889,0.183667,20,-0.267343
3,10,4,3,95,0.0121111,0.176329,20,-0.2498
3,8,16,3,26,0.0166667,0.17908,20,-0.307281
3,8,2,2,6,0.0116111,0.179084,20,-0.23985
3,5,14,2,86,0.0138889,0.176326,20,-0.274811
3,9,14,3,88,0.0158333,0.183667,20,-0.292249
3,3,12,1,87,0.0130556,0.183654,20,-0.255659
3,9,4,3,84,0.0121111,0.183658,20,-0.242425
3,2,4,3,50,0.0121111,0.220321,20,-0.211405
3,1,6,1,52,0.0121111,0.220319,20,-0.211345
3,3,4,1,8,0.0118889,0.183651,20,-0.239013
3,7,2,2,49,0.0116111,0.188912,20,-0.230656
3,10,12,2,73,0.0138889,0.176335,20,-0.275059
3,4,2,1,94,0.0114167,0.192824,20,-0.223904
3,1,2,2,50,0.0116111,0.220319,20,-0.204716
3,2,10,2,32,0.0130556,0.22032,20,-0.223587
3,9,2,1,17,0.0114167,0.183667,20,-0.23257
3,5,4,3,63,0.0121111,0.176325,20,-0.2497
3,7,2,3,5,0.0116111,0.188912,20,-0.230656
3,2,6,1,79,0.0121111,0.220321,20,-0.211411
3,4,2,2,87,0.0116111,0.192826,20,-0.226791
3,1,4,1,33,0.0118889,0.220319,20,-0.208408
3,2,8,1,90,0.0126667,0.22032,20,-0.218611
3,9,2,2,57,0.0116111,0.183658,20,-0.235146
3,9,6,1,15,0.0121111,0.183658,20,-0.242427
3,3,4,1,4,0.0130556,0.183654,20,-0.233975
3,1,4,3,62,0.0121111,0.22032,20,-0.211375
3,8,2,2,31,0.0116111,0.179084,20,-0.23985
3,6,2,2,18,0.0116111,0.18367,20,-0.235391
3,7,8,2,54,0.0130556,0.188905,20,-0.250761
3,2,4,1,70,0.0118889,0.22032,20,-0.208437
3,8,8,2,84,0.0130556,0.17908,20,-0.260522
3,6,2,3,51,0.0116111,0.183664,20,-0.235192
3,6,2,2,15,0.0116111,0.183664,20,-0.235193
3,2,4,1,8,0.0118889,0.22032,20,-0.208437
3,7,10,1,73,0.0126667,0.188905,20,-0.245409
3,9,2,1,18,0.0114167,0.183667,20,-0.23257
3,7,4,3,77,0.0121111,0.188906,20,-0.237609
3,5,4,1,5,0.0118889,0.176328,20,-0.246524
3,8,14,1,87,0.0130556,0.179081,20,-0.260579
3,5,10,1,22,0.0126667,0.176323,20,-0.257686
3,7,4,3,45,0.0121111,0.188906,20,-0.237609
3,6,4,1,37,0.0118889,0.18367,20,-0.239454
3,8,2,3,62,0.0116111,0.179081,20,-0.239746
3,6,2,3,89,0.0116111,0.183664,20,-0.235192
3,8,4,3,86,0.0121111,0.179081,20,-0.247109
3,1,16,1,2,0.0152778,0.220319,20,-0.228844
3,8,14,1,84,0.0130556,0.17908,20,-0.260522
3,5,12,3,39,0.0138889,0.176323,20,-0.274717
3,3,6,3,60,0.0126667,0.183651,20,-0.25014
3,6,6,2,33,0.0126667,0.183664,20,-0.250377
3,4,2,1,65,0.0114167,0.192822,20,-0.223853
3,9,4,3,85,0.0121111,0.183658,20,-0.242425
3,3,4,2,2,0.0126111,0.183651,20,-0.24004
3,4,16,2,50,0.0158333,0.192824,20,-0.282422
3,9,12,2,38,0.0138889,0.183658,20,-0.26707
3,4,8,1,48,0.0126667,0.192825,20,-0.241584
3,10,4,3,19,0.0121111,0.176333,20,-0.249928
3,1,6,3,66,0.0126667,0.220319,20,-0.218582
3,1,4,1,60,0.0118889,0.220319,20,-0.208421
3,5,10,1,21,0.0126667,0.176323,20,-0.257687
3,8,10,3,29,0.0138889,0.179081,20,-0.272011
3,1,2,1,98,0.0114167,0.22032,20,-0.20211
3,8,2,3,51,0.0116111,0.17908,20,-0.239686
3,8,10,1,39,0.0126667,0.17908,20,-0.255044
3,1,2,1,42,0.0114167,0.22032,20,-0.20211
3,9,8,2,83,0.0130556,0.183658,20,-0.255754
3,10,12,1,97,0.0130556,0.176333,20,-0.263487
3,5,14,3,44,0.0158333,0.176325,20,-0.300082
3,6,2,2,75,0.0116111,0.18367,20,-0.235392
3,9,4,2,82,0.0121111,0.183667,20,-0.24272
3,3,12,1,1,0.013425,0.183651,20,-0.253979
3,9,4,1,37,0.0118889,0.183667,20,-0.239506
3,5,2,1,75,0.0114167,0.176326,20,-0.23937
3,4,16,3,8,0.0166667,0.192822,20,-0.292286
3,3,2,3,23,0.0116111,0.183654,20,-0.235046
3,4,2,2,94,0.0116111,0.192824,20,-0.226712
3,6,2,1,93,0.0114167,0.18367,20,-0.232518
3,10,8,2,2,0.0130556,0.176329,20,-0.263364
3,10,2,3,47,0.0116111,0.176329,20,-0.242382
3,3,2,2,72,0.0116111,0.183651,20,-0.234945
3,10,2,2,86,0.0116111,0.176335,20,-0.24259
3,5,10,1,30,0.0126667,0.176328,20,-0.257848
3,10,4,3,35,0.0121111,0.176334,20,-0.249962
3,3,6,3,33,0.0126667,0.183651,20,-0.250141
3,6,2,2,11,0.0116111,0.18367,20,-0.235392
3,10,2,2,62,0.0116111,0.176335,20,-0.24259
3,6,8,1,64,0.0126667,0.183664,20,-0.250376
3,4,8,3,55,0.0130556,0.192826,20,-0.246936
3,8,2,1,42,0.0114167,0.179081,20,-0.236839
3,3,16,2,36,0.0158333,0.183654,20,-0.291911
3,3,6,3,36,0.0126667,0.183654,20,-0.250236
3,8,2,2,30,0.0116111,0.179084,20,-0.23985
3,7,8,2,19,0.0130556,0.188912,20,-0.250977
3,8,4,3,55,0.0121111,0.179081,20,-0.247109
3,8,14,3,98,0.0158333,0.179081,20,-0.297159
3,6,2,3,22,0.0116111,0.183664,20,-0.235192
3,1,2,2,65,0.0116111,0.220319,20,-0.204699
3,3,4,2,70,0.0121111,0.183651,20,-0.242231
3,1,12,1,41,0.0130556,0.220319,20,-0.223558
3,4,2,3,26,0.0116111,0.192822,20,-0.226662
3,10,4,1,22,0.0118889,0.176329,20,-0.246524
3,3,4,3,100,0.0121111,0.183654,20,-0.242329
3,7,14,2,87,0.0138889,0.188912,20,-0.26215
3,9,2,2,76,0.0116111,0.183658,20,-0.235144
3,7,14,1,97,0.0130556,0.188906,20,-0.250761
3,1,10,2,15,0.0130556,0.220319,20,-0.223558
3,9,2,2,70,0.0116111,0.183658,20,-0.235146
3,1,2,2,80,0.0116111,0.22032,20,-0.204729
3,8,2,1,82,0.0114167,0.17908,20,-0.236776
3,6,2,1,65,0.0114167,0.183664,20,-0.232319
3,2,10,3,48,0.0138889,0.220322,20,-0.234063
3,5,6,2,76,0.0126667,0.176325,20,-0.25775
3,5,4,3,89,0.0121111,0.176325,20,-0.249699
3,6,8,1,32,0.0126667,0.183664,20,-0.250377
3,2,12,2,85,0.0138889,0.220321,20,-0.234035
3,5,2,2,22,0.0116111,0.176323,20,-0.242213
3,3,4,1,26,0.0118889,0.183651,20,-0.239013
3,9,4,1,92,0.0118889,0.183658,20,-0.239211
3,1,2,3,22,0.0116111,0.220319,20,-0.2047
3,5,2,3,94,0.0116111,0.176325,20,-0.242279
3,10,12,1,72,0.0130556,0.176333,20,-0.263487
3,10,2,1,20,0.0114167,0.176329,20,-0.239452
3,4,2,1,76,0.0114167,0.192824,20,-0.223904
3,10,10,3,99,0.0138889,0.176335,20,-0.275059
3,3,4,1,68,0.0118889,0.183654,20,-0.239111
3,1,10,2,86,0.0130556,0.22032,20,-0.223587
3,4,2,3,47,0.0116111,0.192822,20,-0.226662
3,8,4,1,7,0.0118889,0.179077,20,-0.243696
3,4,6,3,2,0.0126667,0.192822,20,-0.241508
3,8,2,2,17,0.0116111,0.179084,20,-0.23985
3,5,6,1,72,0.0121111,0.176323,20,-0.249636
3,9,2,2,91,0.0116111,0.183658,20,-0.235146
3,3,6,1,39,0.0121111,0.183651,20,-0.242231
3,3,4,3,42,0.0121111,0.183654,20,-0.242328
3,6,4,1,27,0.0118889,0.183664,20,-0.239258
3,4,2,1,70,0.0114167,0.192824,20,-0.223904
3,9,6,1,29,0.0121111,0.183667,20,-0.24272
3,3,4,2,68,0.0121111,0.183654,20,-0.242328
3,3,2,2,86,0.0116111,0.183654,20,-0.235046
3,3,2,1,56,0.0114167,0.183654,20,-0.232169
3,3,6,1,85,0.0121111,0.183651,20,-0.242231
3,3,16,2,18,0.0158333,0.183654,20,-0.29191
3,2,14,2,68,0.0138889,0.220322,20,-0.234064
3,4,8,2,64,0.0130556,0.192822,20,-0.246814
3,5,2,3,98,0.0116111,0.176326,20,-0.242317
3,2,10,1,8,0.0126667,0.22032,20,-0.218611
3,3,4,1,93,0.0118889,0.183654,20,-0.239111
3,6,4,2,74,0.0121111,0.18367,20,-0.242668
3,1,4,1,20,0.0118889,0.220319,20,-0.208407
3,8,8,1,5,0.0126667,0.179084,20,-0.2552
3,9,2,3,91,0.0116111,0.183658,20,-0.235146
3,1,12,3,47,0.0138889,0.220319,20,-0.23398
3,3,10,2,12,0.0130556,0.183654,20,-0.255659
3,4,2,1,54,0.0114167,0.192825,20,-0.223933
3,5,2,3,12,0.0116111,0.176328,20,-0.242384
3,9,10,3,81,0.0138889,0.183667,20,-0.267343
3,5,16,1,1,0.0138889,0.176323,20,-0.274717
3,1,4,1,32,0.0118889,0.220319,20,-0.208407
3,7,2,2,52,0.0116111,0.188906,20,-0.230427
3,6,2,1,62,0.0114167,0.18367,20,-0.232519
3,7,10,1,37,0.0126667,0.188912,20,-0.245629
3,3,4,2,47,0.0121111,0.183651,20,-0.242231
3,7,4,1,5,0.0118889,0.188912,20,-0.234662
3,8,2,1,20,0.0114167,0.179077,20,-0.236671
3,2,2,1,52,0.0114167,0.22032,20,-0.20211
3,4,6,3,56,0.0126667,0.192826,20,-0.241633
3,4,8,3,51,0.0130556,0.192824,20,-0.246862
3,5,4,2,67,0.0121111,0.176326,20,-0.249737
3,3,6,1,97,0.0121111,0.183651,20,-0.242231
3,10,10,2,92,0.0130556,0.176339,20,-0.263683
3,5,6,1,13,0.0121111,0.176323,20,-0.249634
