Topology,lambda_parallel_instances,lambda_allocated_memory,car_cache,latency,cost,reliability,scalability
1.2,18,768,10,0,0.17682,10,-0.018649
1.2,27,896,1,0,0.22136,10,-0.026421
1.2,3,6144,7,0,0.1899,10,-0.030155
1.2,21,2112,2,0,0.22266,10,-0.053224
1.2,93,1152,3,0,0.18901,10,-0.12808
1.2,33,1600,8,0,0.18181,10,-0.073992
1.2,51,3200,9,0,0.19328,10,-0.20439
1.2,36,320,8,0,0.1794,10,-0.013766
1.2,2,1664,3,0,0.18366,10,-0.0049213
1.2,69,2688,8,3.3722e-17,0.18988,10,-0.2303
1.2,20,832,1,4.4416e-17,0.22098,10,-0.01835
1.2,64,768,7,4.4509e-17,0.19111,10,-0.058673
1.2,26,5376,4,4.4486e-17,0.2015,10,-0.18168
1.2,33,640,9,0,0.1845,10,-0.026849
1.2,3,256,6,0,0.18352,10,-0.0011547
1.2,6,576,4,0,0.19281,10,-0.0042131
1.2,79,576,4,0,0.19477,10,-0.051524
1.2,15,2112,3,0,0.18527,10,-0.045974
1.2,35,256,5,0,0.17652,10,-0.010468
1.2,81,256,2,0,0.22101,10,-0.019052
1.2,99,7040,4,0,0.23795,10,-0.5076
1.2,94,128,6,0,0.18393,10,-0.012006
1.2,81,576,3,0,0.18566,10,-0.055124
1.2,39,6464,5,0,0.19254,10,-0.30473
1.2,35,1600,6,0,0.18657,10,-0.076385
1.2,23,256,10,0,0.1764,10,-0.0070389
1.2,89,4352,9,4.4461e-17,0.20737,10,-0.37562
1.2,78,4928,2,4.4443e-17,0.24385,10,-0.33477
1.2,28,256,1,0,0.22045,10,-0.0066837
1.2,74,1088,7,0,0.19289,10,-0.097692
1.2,87,128,1,0,0.22056,10,-0.0091025
1.2,15,3968,9,0,0.18705,10,-0.087245
1.2,90,192,10,0,0.17681,10,-0.018395
1.2,39,576,7,5.633e-17,0.18978,10,-0.027095
1.2,1,2368,10,0,0.17629,10,-0.0041111
1.2,49,704,6,4.4431e-17,0.18516,10,-0.04314
1.2,85,448,6,4.4453e-17,0.1852,10,-0.044252
1.2,55,9152,7,7.3082e-17,0.22229,10,-0.44516
1.2,5,1536,6,0,0.1839,10,-0.011271
1.2,51,3968,3,0,0.19562,10,-0.24018
1.2,63,384,6,4.4472e-17,0.18454,10,-0.027703
1.2,17,192,7,0,0.18885,10,-0.0036537
1.2,3,5888,3,0,0.1846,10,-0.029239
1.2,98,256,10,0,0.1772,10,-0.028635
1.2,26,128,3,0,0.1836,10,-0.0032355
1.2,59,128,5,0,0.17643,10,-0.0077928
1.2,46,128,9,0,0.1837,10,-0.0058259
1.2,49,576,8,0,0.18022,10,-0.035203
1.2,44,6464,1,0,0.23863,10,-0.28437
1.2,64,2048,2,0,0.22758,10,-0.14091
1.2,51,128,3,0,0.18372,10,-0.0063672
1.2,28,256,5,0,0.17645,10,-0.0084137
1.2,16,192,8,0,0.17902,10,-0.0033748
1.2,8,2048,10,0,0.17708,10,-0.025695
1.2,44,1664,3,0,0.18751,10,-0.096947
1.2,53,7680,1,0,0.24661,10,-0.35817
1.2,16,7040,3,0,0.1908,10,-0.16201
1.2,38,256,10,0,0.17656,10,-0.011443
1.2,15,2816,3,4.4468e-17,0.18594,10,-0.06192
1.2,69,448,6,4.4453e-17,0.18488,10,-0.036312
1.2,28,3776,7,0,0.19508,10,-0.14083
1.2,32,2944,8,4.4451e-17,0.1844,10,-0.1303
1.2,8,384,8,4.4472e-17,0.17903,10,-0.003833
1.2,37,704,4,5.6018e-17,0.19391,10,-0.031316
1.2,71,2944,4,4.4451e-17,0.20484,10,-0.23248
1.2,79,1536,5,0,0.18262,10,-0.15141
1.2,10,832,4,0,0.19306,10,-0.010666
1.2,58,192,3,0,0.18391,10,-0.011329
1.2,46,448,6,4.4453e-17,0.18442,10,-0.024636
1.2,39,384,1,0,0.2208,10,-0.014375
1.2,59,1984,6,0,0.18993,10,-0.14586
1.2,91,7680,6,0,0.22892,10,-0.51901
1.2,30,128,4,0,0.19279,10,-0.0036595
1.2,95,448,3,4.4453e-17,0.18539,10,-0.048842
1.2,77,7680,2,0,0.25859,10,-0.44091
1.2,76,1024,5,0,0.18017,10,-0.10051
1.2,63,256,3,0,0.18415,10,-0.017741
1.2,85,4736,5,0,0.20098,10,-0.39307
1.2,38,4736,1,4.4422e-17,0.23125,10,-0.19539
1.2,63,2048,3,0,0.19079,10,-0.1618
1.2,12,768,5,0,0.17659,10,-0.012473
1.2,98,640,9,0,0.18651,10,-0.075086
1.2,96,128,6,0,0.18394,10,-0.012253
1.2,63,8384,3,0,0.21869,10,-0.46218
1.2,12,1344,10,0,0.17701,10,-0.023841
1.2,63,448,2,4.443e-17,0.22142,10,-0.027714
1.2,34,704,5,5.6505e-17,0.17731,10,-0.031499
1.2,64,9600,3,4.4464e-17,0.22444,10,-0.49603
1.2,47,8768,10,0,0.20363,10,-0.41572
1.2,53,1792,5,3.8779e-17,0.18145,10,-0.12591
1.2,34,6464,2,0,0.23443,10,-0.23677
1.2,72,1088,8,5.5733e-17,0.18295,10,-0.099787
1.2,39,832,6,4.6366e-17,0.18514,10,-0.041896
1.2,51,384,5,0,0.177,10,-0.023332
1.2,100,4160,10,0,0.20181,10,-0.40042
1.2,33,2048,6,0,0.18732,10,-0.092993
1.2,39,1344,6,4.4472e-17,0.18629,10,-0.069897
1.2,2,1728,3,0,0.18367,10,-0.0051064
1.2,22,3328,9,0,0.18788,10,-0.10493
1.2,10,192,9,0,0.18355,10,-0.0020339
1.2,30,384,1,0,0.22065,10,-0.011103
1.2,89,3072,7,3.3162e-17,0.20491,10,-0.29226
1.2,12,3648,4,0,0.19528,10,-0.062909
1.2,12,3200,3,0,0.18578,10,-0.058167
1.2,57,1088,5,0,0.17935,10,-0.081977
1.2,32,384,4,4.4472e-17,0.19318,10,-0.013552
1.2,7,128,7,0,0.18876,10,-0.0012434
1.2,2,3968,9,0,0.18396,10,-0.01292
1.2,25,192,3,0,0.18366,10,-0.0048945
1.2,25,256,1,0,0.22041,10,-0.0059743
1.2,59,448,7,0,0.18992,10,-0.030553
1.2,32,9152,9,0,0.20301,10,-0.33242
1.2,23,1792,5,3.8779e-17,0.17845,10,-0.05944
1.2,37,576,7,5.633e-17,0.18972,10,-0.025766
1.2,77,1792,3,0,0.19107,10,-0.1668
1.2,3,1280,10,0,0.17636,10,-0.0060313
1.2,97,9984,6,0,0.24806,10,-0.59345
1.2,67,4160,5,0,0.19334,10,-0.31441
1.2,16,640,5,4.4453e-17,0.17664,10,-0.013824
1.2,83,2368,2,4.4431e-17,0.23129,10,-0.19595
1.2,80,960,10,0,0.17999,10,-0.096587
1.2,8,1088,2,5.5733e-17,0.2206,10,-0.010047
1.2,29,6144,5,0,0.18744,10,-0.23462
1.2,72,2688,7,0,0.20002,10,-0.22312
1.2,49,6144,3,0,0.20255,10,-0.32734
1.2,23,128,4,0,0.19276,10,-0.0028214
1.2,56,960,4,0,0.19534,10,-0.064234
1.2,68,3968,2,0,0.23634,10,-0.25922
1.2,1,320,6,1.0039e-16,0.1835,10,-0.00068313
1.2,59,1984,4,0,0.19909,10,-0.13983
1.2,39,832,4,0,0.19427,10,-0.039938
1.2,29,128,3,0,0.18362,10,-0.0036124
1.2,67,832,10,0,0.17894,10,-0.072292
1.2,50,3200,4,0,0.20225,10,-0.1937
1.2,59,192,4,0,0.19308,10,-0.011079
1.2,54,256,5,0,0.17673,10,-0.015997
1.2,17,320,6,1.0039e-16,0.18373,10,-0.0066203
1.2,1,128,1,0,0.22015,10,-0.00011995
1.2,96,128,10,0,0.1766,10,-0.012638
1.2,11,448,9,0,0.1837,10,-0.0060468
1.2,48,320,7,1.0103e-16,0.1894,10,-0.017529
1.2,72,3968,7,0,0.20587,10,-0.30008
1.2,35,384,7,5.6825e-17,0.18931,10,-0.015425
1.2,50,1472,10,4.4645e-17,0.18008,10,-0.098525
1.2,78,2816,5,4.4545e-17,0.18896,10,-0.25727
1.2,21,7040,8,2.9088e-17,0.18851,10,-0.20549
1.2,23,7040,1,0,0.23067,10,-0.18741
1.2,61,960,8,0,0.18183,10,-0.074513
1.2,90,1472,2,4.4446e-17,0.22721,10,-0.13507
1.2,23,2688,3,0,0.18709,10,-0.08782
1.2,87,3456,3,0,0.20152,10,-0.31589
1.2,9,3456,3,0,0.18535,10,-0.047705
1.2,65,256,7,0,0.18942,10,-0.018217
1.2,38,4544,10,0,0.1868,10,-0.22482
1.2,67,2432,10,4.4012e-17,0.18552,10,-0.20097
1.2,68,640,5,4.4453e-17,0.17825,10,-0.055584
1.2,96,3072,9,0,0.20069,10,-0.30632
1.2,79,384,3,0,0.18479,10,-0.034093
1.2,12,192,2,0,0.22024,10,-0.0020076
1.2,59,6464,3,0,0.20827,10,-0.3837
1.2,5,7040,3,0,0.18577,10,-0.057806
1.2,16,256,4,0,0.19282,10,-0.0044391
1.2,95,2944,9,4.4451e-17,0.1998,10,-0.2957
1.2,50,256,5,0,0.17668,10,-0.014839
1.2,47,1088,3,0,0.18612,10,-0.066045
1.2,32,5376,4,4.4486e-17,0.20355,10,-0.21363
1.2,13,3328,2,0,0.22274,10,-0.054871
1.2,68,5376,8,4.4552e-17,0.20206,10,-0.37437
1.2,14,1088,1,5.5733e-17,0.22093,10,-0.017378
1.2,61,1472,4,0,0.19744,10,-0.10834
1.2,38,832,2,0,0.22173,10,-0.034237
1.2,9,1984,2,0,0.22113,10,-0.021605
1.2,41,128,7,0,0.18892,10,-0.0053982
1.2,73,128,9,0,0.18382,10,-0.0091878
1.2,1,9152,4,6.0839e-17,0.19327,10,-0.015541
1.2,55,1344,7,0,0.19267,10,-0.093146
1.2,73,128,5,0,0.17649,10,-0.0096038
1.2,15,9984,1,2.7872e-17,0.23013,10,-0.1797
1.2,40,2048,4,0,0.19729,10,-0.10542
1.2,48,3648,2,0,0.23065,10,-0.18716
1.2,56,5376,4,4.4486e-17,0.21172,10,-0.31731
1.2,97,8384,9,0,0.2377,10,-0.55723
1.2,74,896,2,4.0349e-17,0.22352,10,-0.068624
1.2,75,7040,6,0,0.21781,10,-0.4565
1.2,38,9600,5,7.2877e-17,0.20047,10,-0.38854
1.2,3,1152,3,0,0.18366,10,-0.0047874
1.2,32,1344,10,0,0.17845,10,-0.060428
1.2,22,2816,9,0,0.1871,10,-0.088166
1.2,74,4544,2,0,0.24088,10,-0.30717
1.2,67,1216,3,0,0.18769,10,-0.10084
1.2,33,1408,7,4.1508e-17,0.19125,10,-0.060836
1.2,57,5184,4,7.6682e-17,0.21161,10,-0.31972
1.2,72,192,4,0,0.19318,10,-0.013471
1.2,63,2048,9,0,0.19079,10,-0.16194
1.2,6,256,2,0,0.22021,10,-0.001473
1.2,71,128,1,0,0.22048,10,-0.007445
1.2,64,1088,1,5.5733e-17,0.22375,10,-0.074243
1.2,7,128,9,0,0.18351,10,-0.00092471
1.2,22,960,2,0,0.2212,10,-0.023176
1.2,49,1792,8,0,0.18373,10,-0.11656
1.2,86,128,4,0,0.19305,10,-0.010308
1.2,35,1728,2,0,0.22347,10,-0.069102
1.2,89,9600,1,4.4429e-17,0.27711,10,-0.52858
1.2,95,960,2,0,0.22471,10,-0.092082
1.2,48,1536,4,0,0.19658,10,-0.090934
1.2,21,5376,5,4.4502e-17,0.1833,10,-0.16441
1.2,48,192,4,0,0.193,10,-0.0090455
1.2,78,1664,10,0,0.18329,10,-0.16427
1.2,8,512,8,0,0.17909,10,-0.0054468
1.2,80,704,2,1.0135e-16,0.22292,10,-0.057127
1.2,69,8000,9,0,0.22029,10,-0.47215
1.2,93,1984,4,0,0.2028,10,-0.20226
1.2,35,1728,5,3.5721e-17,0.17953,10,-0.087424
1.2,46,640,7,0,0.19015,10,-0.036254
1.2,21,192,2,0,0.2203,10,-0.0034879
1.2,77,2368,6,0,0.19382,10,-0.21306
1.2,95,2112,10,0,0.18752,10,-0.236
1.2,96,384,8,4.4472e-17,0.1805,10,-0.042283
1.2,74,192,2,0,0.22069,10,-0.012107
1.2,86,2560,3,0,0.19632,10,-0.25018
1.2,30,9600,3,4.4464e-17,0.20268,10,-0.32879
1.2,27,448,5,4.4489e-17,0.17669,10,-0.01515
1.2,24,256,10,0,0.17641,10,-0.0073339
1.2,60,640,9,0,0.18534,10,-0.047555
1.2,43,1408,4,4.4465e-17,0.19588,10,-0.076064
1.2,70,5888,6,0,0.2096,10,-0.39523
1.2,83,192,10,0,0.17676,10,-0.017004
1.2,42,128,10,0,0.17635,10,-0.0056603
1.2,3,2240,4,0,0.19303,10,-0.0098076
1.2,40,4928,6,0,0.19565,10,-0.24059
1.2,19,256,8,0,0.1791,10,-0.0057258
1.2,59,2240,8,0,0.18639,10,-0.16863
1.2,17,256,5,0,0.17633,10,-0.0051659
1.2,66,192,2,0,0.22063,10,-0.010817
1.2,27,448,3,4.4453e-17,0.18402,10,-0.014425
1.2,58,3072,5,0,0.18654,10,-0.22063
1.2,69,128,9,0,0.1838,10,-0.0086914
1.2,3,1728,7,0,0.18902,10,-0.0079087
1.2,48,576,3,0,0.18477,10,-0.033494
1.2,54,5632,10,0,0.19542,10,-0.33818
1.2,58,512,9,0,0.18487,10,-0.036007
1.2,18,1472,3,4.446e-17,0.18489,10,-0.036576
1.2,68,448,9,0,0.18485,10,-0.035622
1.2,47,128,6,0,0.18371,10,-0.006175
1.2,54,576,10,5.7456e-17,0.1776,10,-0.039246
1.2,84,1984,10,0,0.18532,10,-0.20048
1.2,28,5888,9,0,0.19393,10,-0.21473
1.2,61,1792,9,0,0.18949,10,-0.13758
1.2,5,2816,5,4.4545e-17,0.17697,10,-0.022684
1.2,39,704,2,1.0135e-16,0.2215,10,-0.02881
1.2,86,3648,6,3.2298e-17,0.20258,10,-0.32382
1.2,56,1088,1,5.5733e-17,0.2233,10,-0.065642
1.2,40,960,2,0,0.22207,10,-0.041236
1.2,16,3456,8,0,0.18222,10,-0.083569
1.2,67,1024,3,0,0.18702,10,-0.086447
1.2,13,2240,2,5.5977e-17,0.2218,10,-0.035687
1.2,39,1792,7,0,0.19257,10,-0.091073
1.2,50,1728,8,0,0.18365,10,-0.11493
1.2,49,960,9,0,0.18583,10,-0.05941
1.2,44,3072,3,0,0.19136,10,-0.17207
1.2,81,2432,10,4.4012e-17,0.18748,10,-0.23206
1.2,65,3072,9,0,0.19513,10,-0.23306
1.2,65,640,9,0,0.18549,10,-0.051282
1.2,25,1088,8,5.5733e-17,0.18031,10,-0.037494
1.2,13,4544,10,0,0.1798,10,-0.092266
1.2,45,9152,1,3.5838e-17,0.24795,10,-0.36517
1.2,81,3456,8,0,0.1957,10,-0.30663
1.2,1,384,4,4.4472e-17,0.19267,10,-0.00050393
1.2,55,7040,7,0,0.2139,10,-0.38103
1.2,64,384,1,0,0.22121,10,-0.023341
1.2,80,448,1,4.4418e-17,0.22176,10,-0.034876
1.2,62,256,8,0,0.17956,10,-0.018083
1.2,2,704,8,4.4507e-17,0.17897,10,-0.002083
1.2,23,1088,2,5.5733e-17,0.22144,10,-0.028207
1.2,20,832,2,0,0.22098,10,-0.018371
1.2,92,704,9,4.4545e-17,0.18661,10,-0.077324
1.2,51,832,3,4.4429e-17,0.1856,10,-0.053808
1.2,23,7680,9,0,0.19497,10,-0.23063
1.2,50,4736,9,0,0.19809,10,-0.27416
1.2,61,4736,7,0,0.20655,10,-0.30784
1.2,65,384,7,5.6825e-17,0.18981,10,-0.027896
1.2,82,6144,6,0,0.2154,10,-0.44011
1.2,75,256,2,0,0.22095,10,-0.017671
1.2,91,2240,7,0,0.20028,10,-0.22696
1.2,11,576,5,0,0.17644,10,-0.0083523
1.2,3,5632,10,0,0.17722,10,-0.02952
1.2,82,1088,8,5.5733e-17,0.18351,10,-0.1119
1.2,5,576,1,0,0.22028,10,-0.0030313
1.2,87,128,7,0,0.18914,10,-0.010959
1.2,96,1664,2,0,0.22893,10,-0.16203
1.2,4,640,5,4.4453e-17,0.17627,10,-0.0035937
1.2,32,128,8,0,0.17905,10,-0.0042542
1.2,23,1024,1,0,0.22136,10,-0.026578
1.2,71,1088,10,0,0.18014,10,-0.099968
1.2,37,960,4,0,0.19442,10,-0.043525
1.2,87,384,2,4.4449e-17,0.2216,10,-0.031446
1.2,97,384,8,4.4472e-17,0.18051,10,-0.042701
1.2,98,256,3,0,0.18452,10,-0.027315
1.2,22,3456,2,0,0.22471,10,-0.092134
1.2,76,640,2,1.0031e-16,0.2225,10,-0.049969
1.2,9,6720,1,0,0.22408,10,-0.080521
1.2,32,384,5,0,0.17668,10,-0.01482
1.2,47,832,3,4.4429e-17,0.18543,10,-0.049821
1.2,41,576,2,0,0.22125,10,-0.024154
1.2,25,128,4,0,0.19277,10,-0.003061
1.2,76,5376,3,4.4486e-17,0.20936,10,-0.39317
1.2,78,768,8,0,0.1818,10,-0.07374
1.2,85,256,2,0,0.22105,10,-0.01997
1.2,100,3456,2,0,0.24088,10,-0.30717
1.2,16,640,5,4.4453e-17,0.17664,10,-0.013824
1.2,91,256,9,0,0.18445,10,-0.02552
1.2,23,448,10,4.4548e-17,0.17661,10,-0.013066
1.2,86,1280,10,0,0.18202,10,-0.13965
1.2,65,2688,9,4.4545e-17,0.19367,10,-0.21077
1.2,43,1344,5,0,0.17923,10,-0.079145
1.2,44,1216,10,0,0.17892,10,-0.071771
1.2,24,192,5,0,0.17633,10,-0.0050176
1.2,6,6464,1,0,0.22267,10,-0.053363
1.2,69,192,1,0,0.22066,10,-0.011289
1.2,87,1088,4,5.5733e-17,0.19754,10,-0.11035
1.2,97,192,3,0,0.18419,10,-0.018816
1.2,39,9600,2,4.4464e-17,0.24511,10,-0.3457
1.2,59,1728,1,0,0.22575,10,-0.11061
1.2,70,256,8,0,0.17965,10,-0.020344
1.2,76,1216,2,5.1412e-17,0.225,10,-0.095615
1.2,36,1664,5,3.5903e-17,0.17949,10,-0.086672
1.2,44,4160,4,0,0.20394,10,-0.21944
1.2,61,1856,2,0,0.22637,10,-0.1212
1.2,33,256,6,0,0.18384,10,-0.0096841
1.2,76,1216,8,0,0.18368,10,-0.11539
1.2,72,192,10,0,0.17668,10,-0.014808
1.2,7,576,1,0,0.22034,10,-0.0042304
1.2,33,9984,2,2.7984e-17,0.24211,10,-0.31892
1.2,69,320,5,4.4484e-17,0.17711,10,-0.026207
1.2,34,3776,10,0,0.18386,10,-0.17477
1.2,66,832,5,0,0.1789,10,-0.071186
1.2,19,1664,1,3.8467e-17,0.22191,10,-0.03871
1.2,76,9152,6,4.4484e-17,0.22986,10,-0.52352
1.2,15,128,4,0,0.19272,10,-0.0018617
1.2,90,384,8,4.4472e-17,0.1804,10,-0.039767
1.2,76,2560,7,4.4531e-17,0.20008,10,-0.224
1.2,68,256,2,0,0.22087,10,-0.016054
1.2,36,2048,1,0,0.22433,10,-0.085088
1.2,76,7360,2,0,0.25651,10,-0.42841
1.2,77,320,7,1.0103e-16,0.1898,10,-0.027555
1.2,34,2048,5,0,0.1801,10,-0.09887
1.2,56,2048,8,0,0.1854,10,-0.15008
1.2,9,4160,6,0,0.1858,10,-0.058628
1.2,47,9984,7,7.3719e-17,0.22002,10,-0.4294
1.2,26,2368,4,0,0.19614,10,-0.081635
1.2,48,2368,8,0,0.18534,10,-0.14896
1.2,52,3648,4,0,0.20403,10,-0.22081
1.2,9,5376,9,Inf,0.188,10,
1.2,99,128,4,0,0.19311,10,-0.011838
1.2,86,832,5,0,0.17973,10,-0.090551
1.2,96,768,6,0,0.18705,10,-0.087132
1.2,96,9152,9,0,0.24206,10,-0.57347
1.2,50,1664,8,3.7141e-17,0.18355,10,-0.11084
1.2,92,9600,8,4.4535e-17,0.23778,10,-0.5798
1.2,14,7040,1,0,0.22655,10,-0.1242
1.2,72,9600,7,0,0.23481,10,-0.51599
1.2,12,4544,6,0,0.18685,10,-0.082762
1.2,75,256,5,0,0.17695,10,-0.022029
1.2,49,2240,9,0,0.1897,10,-0.14159
1.2,61,8384,9,0,0.21758,10,-0.455
1.2,89,9984,6,0,0.24273,10,-0.57583
1.2,78,448,6,4.4453e-17,0.18506,10,-0.040796
1.2,49,3456,5,0,0.18631,10,-0.21688
1.2,1,1600,8,0,0.17899,10,-0.0026918
1.2,86,3968,2,0,0.24062,10,-0.30461
1.2,75,3648,9,0,0.1999,10,-0.29694
1.2,49,960,10,0,0.1785,10,-0.061822
1.2,66,384,8,4.4472e-17,0.18,10,-0.029551
1.2,1,8384,8,0,0.17946,10,-0.015582
1.2,97,576,3,0,0.18609,10,-0.065227
1.2,100,1088,5,0,0.18177,10,-0.13449
1.2,46,1984,4,0,0.19767,10,-0.11291
1.2,15,128,2,0,0.22022,10,-0.0016072
1.2,35,576,1,0,0.22109,10,-0.020687
1.2,39,9600,9,2.8682e-17,0.20844,10,-0.38531
1.2,12,4928,6,0,0.18714,10,-0.089037
1.2,69,384,7,5.6825e-17,0.18988,10,-0.029532
1.2,91,128,2,0,0.22058,10,-0.0095284
1.2,22,1856,1,0,0.22239,10,-0.047838
1.2,83,2560,8,0,0.1913,10,-0.24849
1.2,3,128,10,0,0.17616,10,-0.00055197
1.2,52,3456,4,0,0.20343,10,-0.21193
1.2,14,192,8,0,0.179,10,-0.0029704
1.2,20,7680,7,2.9158e-17,0.19872,10,-0.20322
1.2,35,2816,4,4.4453e-17,0.1984,10,-0.127
1.2,44,512,6,0,0.18454,10,-0.027803
1.2,68,6144,7,0,0.21519,10,-0.39205
1.2,29,192,8,0,0.17911,10,-0.0059948
1.2,35,7680,7,2.9158e-17,0.2062,10,-0.30393
1.2,89,2560,8,0,0.19219,10,-0.26123
1.2,95,1088,8,5.5733e-17,0.18424,10,-0.1271
1.2,22,1344,9,0,0.18506,10,-0.040794
1.2,80,8384,9,0,0.2282,10,-0.51552
1.2,55,1344,8,4.4584e-17,0.18284,10,-0.097496
1.2,86,3072,7,3.3162e-17,0.20436,10,-0.28553
1.2,15,128,8,0,0.17897,10,-0.0020619
1.2,41,192,5,0,0.17645,10,-0.0084811
1.2,38,2688,7,0,0.19469,10,-0.13355
1.2,89,448,6,4.4453e-17,0.18528,10,-0.046215
1.2,100,256,7,0,0.1898,10,-0.027518
1.2,79,2112,9,0,0.19294,10,-0.19889
1.2,30,2048,4,0,0.19613,10,-0.08148
1.2,38,1472,3,4.446e-17,0.18646,10,-0.073879
1.2,92,1216,2,5.1412e-17,0.22602,10,-0.1132
1.2,42,7680,2,0,0.24111,10,-0.30941
1.2,31,9600,6,4.4571e-17,0.20333,10,-0.33583
1.2,73,256,2,0,0.22093,10,-0.017209
1.2,22,3456,4,0,0.19721,10,-0.10383
1.2,52,2112,4,0,0.19887,10,-0.13588
1.2,95,6464,10,0,0.21607,10,-0.49945
1.2,67,256,4,0,0.19336,10,-0.018069
1.2,42,576,4,0,0.19378,10,-0.028186
1.2,4,2112,4,0,0.19313,10,-0.012262
1.2,80,2240,4,0,0.2028,10,-0.20236
1.2,39,6720,8,0,0.19594,10,-0.30951
1.2,56,5888,9,0,0.20437,10,-0.34661
1.2,64,7360,1,0,0.25077,10,-0.39008
1.2,2,6144,9,0,0.18426,10,-0.02081
1.2,17,3648,9,0,0.1872,10,-0.090527
1.2,76,9600,1,4.4429e-17,0.26879,10,-0.49373
1.2,36,512,7,0,0.18959,10,-0.02243
1.2,76,1728,3,0,0.1907,10,-0.16019
1.2,83,6464,4,0,0.22752,10,-0.44906
1.2,36,4160,10,0,0.18539,10,-0.2017
1.2,67,128,6,0,0.1838,10,-0.0086658
1.2,23,5376,1,0,0.22798,10,-0.1473
1.2,48,2944,5,0,0.18439,10,-0.18435
1.2,22,128,1,0,0.22025,10,-0.00233
1.2,88,1856,9,3.424e-17,0.1926,10,-0.19623
1.2,98,256,1,0,0.22119,10,-0.022924
1.2,45,9984,1,2.7872e-17,0.2501,10,-0.38523
1.2,97,192,3,0,0.18419,10,-0.018816
1.2,68,128,5,0,0.17647,10,-0.0089578
1.2,24,3648,6,3.2298e-17,0.18882,10,-0.12237
1.2,54,1472,10,4.4645e-17,0.18039,10,-0.10546
1.2,26,1344,10,0,0.17802,10,-0.049777
1.2,42,384,6,4.4472e-17,0.18419,10,-0.018756
1.2,8,192,2,0,0.22021,10,-0.0013481
1.2,89,2816,10,4.4545e-17,0.19077,10,-0.28226
1.2,82,192,7,0,0.18933,10,-0.01593
1.2,53,192,10,0,0.17654,10,-0.010991
1.2,83,1024,7,0,0.19312,10,-0.10249
1.2,14,192,1,0,0.22025,10,-0.0023239
1.2,37,3072,8,0,0.18553,10,-0.15261
1.2,74,128,2,0,0.2205,10,-0.0077687
1.2,83,2240,3,0,0.19401,10,-0.21602
1.2,21,3776,2,0,0.22491,10,-0.095666
1.2,53,256,1,0,0.22071,10,-0.012552
1.2,78,192,2,0,0.22072,10,-0.012751
1.2,83,6144,6,0,0.21579,10,-0.44284
1.2,65,576,4,0,0.1944,10,-0.042842
1.2,41,9600,1,4.4429e-17,0.24639,10,-0.3564
1.2,34,2688,7,0,0.19406,10,-0.12143
1.2,25,1088,9,0,0.18489,10,-0.036538
1.2,55,128,9,0,0.18374,10,-0.0069494
1.2,30,2560,8,0,0.18338,10,-0.10919
1.2,23,640,1,0,0.22086,10,-0.015741
1.2,72,256,7,0,0.1895,10,-0.020093
1.2,37,3328,3,3.3533e-17,0.19292,10,-0.23978
1.2,75,3776,8,3.2331e-17,0.19613,10,-0.3155
1.2,37,7040,10,0,0.19309,10,-0.31146
1.2,11,3072,10,0,0.17812,10,-0.052523
1.2,31,6144,10,0,0.18822,10,-0.24648
1.2,100,3072,4,0,0.21057,10,-0.30467
1.2,70,448,4,4.4453e-17,0.19406,10,-0.034933
1.2,37,1984,8,0,0.18294,10,-0.099594
1.2,99,1408,7,4.1508e-17,0.19628,10,-0.16005
1.2,87,4544,2,0,0.24453,10,-0.3407
1.2,17,7360,4,0,0.20078,10,-0.16971
1.2,31,1088,9,0,0.18522,10,-0.044833
1.2,23,384,9,4.4506e-17,0.18386,10,-0.010298
1.2,2,1280,1,4.4427e-17,0.22028,10,-0.0030882
1.2,87,384,9,4.4506e-17,0.18493,10,-0.037517
1.2,46,320,3,0,0.18412,10,-0.016862
1.2,79,256,7,0,0.18957,10,-0.021961
1.2,36,1280,9,0,0.18594,10,-0.061916
1.2,93,1856,5,0,0.18564,10,-0.20589
1.2,48,960,7,0,0.19103,10,-0.057038
1.2,72,2048,1,0,0.2285,10,-0.15546
1.2,27,1600,1,0,0.22252,10,-0.050458
1.2,98,1408,9,0,0.19084,10,-0.16279
1.2,96,384,7,5.6825e-17,0.19033,10,-0.040418
1.2,75,576,3,0,0.18549,10,-0.051272
1.2,38,1408,9,0,0.18634,10,-0.071078
1.2,71,4928,5,0,0.19773,10,-0.36235
1.2,99,512,1,0,0.22251,10,-0.050239
1.2,84,8384,2,4.4457e-17,0.2671,10,-0.48584
1.2,88,192,10,0,0.1768,10,-0.017998
1.2,60,4352,6,0,0.19959,10,-0.29319
1.2,28,512,4,0,0.19332,10,-0.016955
1.2,96,2048,6,0,0.19463,10,-0.22554
1.2,91,1984,10,0,0.18608,10,-0.21321
1.2,24,1280,9,0,0.18512,10,-0.042302
1.2,98,576,1,0,0.22278,10,-0.055591
1.2,2,1088,8,5.5733e-17,0.17901,10,-0.0033364
1.2,40,256,4,0,0.19308,10,-0.010905
1.2,22,1280,6,3.646e-17,0.18502,10,-0.03897
1.2,61,768,9,0,0.18575,10,-0.057328
1.2,17,576,4,0,0.19311,10,-0.011677
1.2,17,4928,8,4.085e-17,0.18414,10,-0.12324
1.2,56,4928,7,0,0.20575,10,-0.29865
1.2,36,256,10,0,0.17653,10,-0.010859
1.2,88,192,9,0,0.18413,10,-0.017192
1.2,61,128,10,0,0.17644,10,-0.008128
1.2,36,960,5,0,0.17788,10,-0.0462
1.2,89,128,6,0,0.18391,10,-0.01139
