Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
1.3,10,1,1,4550,0.6,2,2,0.000288,0.00946363,18,-0.891983
1.3,1,1,1,4400,0.9,16,3,4.8e-06,0.0149302,18,-0.896688
1.3,6,1,1,500,0.1,12,2,0,0.0126083,18,-0.900027
1.3,9,0,1,3250,0,6,2,0,70.2823,18,-0.9
1.3,1,0,0,700,0.2,2,1,0.000744,2.10755,18,-0.899461
1.3,1,1,0,2500,0.7,4,2,5.28e-05,0.00493515,18,-0.442615
1.3,5,0,0,6550,0.9,2,1,0.00012,150.6016,18,-0.8999984
1.3,6,1,0,900,1,2,1,0.0002016,0.00165053,18,-0.621743
1.3,2,0,1,2800,0,14,3,0,13.5206,18,-0.9
1.3,8,0,1,8350,1,10,3,0,324.2327,18,-0.9
1.3,6,0,0,750,0,14,1,0,10.8038,18,-0.9
1.3,3,0,0,3450,0,10,2,0,24.9032,18,-0.9
1.3,9,0,0,600,0.1,6,1,0,14.4016,18,-0.9
1.3,9,0,1,2500,0.7,16,1,0,92.4769,18,-0.9
1.3,5,0,1,5800,0.1,2,2,0.000312,76.5827,18,-0.899998
1.3,1,1,0,850,0.2,12,3,4.32e-05,0.00559457,18,-0.86007
1.3,5,1,0,4700,0.8,4,1,0.000312,0.00215486,18,-0.726929
1.3,6,0,0,950,0.9,2,1,0.0002016,26.4014,18,-0.899992
1.3,1,0,0,7400,0.2,2,1,0.000744,21.3075,18,-0.899947
1.3,5,0,1,1350,0.3,2,1,0.00012,21.0215,18,-0.899988
1.3,1,1,1,3350,0,2,3,7.2e-05,0.0122144,18,-0.840492
1.3,10,1,0,6000,0.3,2,3,0,0.000971778,18,-0.900579
1.3,1,0,1,3050,0.5,8,3,1.44e-05,11.1141,18,-0.89997
1.3,8,0,1,2650,0.4,2,3,3.84e-05,71.4647,18,-0.9
1.3,4,1,1,700,0.1,4,2,0.0002112,0.0104067,18,-0.888054
1.3,9,1,1,600,0,2,3,0,0.00947143,18,-0.900054
1.3,10,1,0,4400,0.1,2,2,0.000288,0.000963627,18,-0.814182
1.3,4,1,1,2900,0.8,2,3,5.76e-05,0.00988753,18,-0.889984
1.3,10,1,0,1500,0.4,6,2,0,0.00216767,18,-0.90026
1.3,8,0,0,650,0.8,2,2,0.0004224,22.8008,18,-0.899995
1.3,6,0,1,2150,0.1,8,1,2.88e-05,34.2386,18,-0.899999
1.3,3,0,1,650,0.4,2,1,0.000216,6.60846,18,-0.899932
1.3,8,0,1,9150,0.4,6,3,0,247.1231,18,-0.9
1.3,5,1,0,8350,0.2,2,3,0.000216,0.00122373,18,-0.803595
1.3,5,1,0,1150,0,6,2,0,0.00216594,18,-0.90013
1.3,5,1,0,1300,0.8,6,1,0.000216,0.00242914,18,-0.817251
1.3,2,0,0,1800,0.7,8,2,0.0001056,14.7034,18,-0.899988
1.3,2,1,0,750,0.1,2,1,0.0007968,0.00400794,18,-0.637477
1.3,2,0,0,950,0.2,12,3,0,5.40448,18,-0.9
1.3,6,0,0,600,1,8,2,0,17.7026,18,-0.9
1.3,4,0,1,9700,0.1,2,2,9.6e-05,102.4105,18,-0.8999984
1.3,1,1,0,9700,0.4,6,1,7.2e-05,0.00792429,18,-0.244102
1.3,4,0,1,6950,0.3,6,1,5.76e-05,87.0846,18,-0.899998
1.3,6,1,1,1350,0.3,4,2,2.88e-05,0.0100707,18,-0.898425
1.3,4,1,1,1800,0.4,2,1,0.0002112,0.0107203,18,-0.864236
1.3,3,0,1,8850,1,4,1,0.0001008,128.7938,18,-0.8999971
1.3,8,1,1,4700,0.1,6,2,0,0.010667,18,-0.900042
1.3,3,0,1,850,0.1,6,3,0,6.60938,18,-0.9
1.3,6,1,0,8850,0.5,6,1,0.0002592,0.00219909,18,-0.837313
1.3,9,1,0,2400,0.3,4,2,0,0.00151999,18,-0.900333
1.3,5,0,0,550,1,6,3,0,13.2022,18,-0.9
1.3,2,1,1,2800,0.4,2,3,6.72e-05,0.0106628,18,-0.87338
1.3,3,0,1,3800,0.7,6,2,0.0001296,46.839,18,-0.899998
1.3,4,1,0,5800,0.8,10,2,0,0.00346026,18,-0.900065
1.3,7,1,0,600,0.9,6,2,0,0.00216663,18,-0.900182
1.3,10,0,1,3050,0.4,2,1,0.000624,102.993,18,-0.899998
1.3,5,0,1,1550,0.9,8,2,0,35.7286,18,-0.9
1.3,2,1,0,8100,0.2,2,1,0.0007968,0.00400794,18,-0.637477
1.3,7,0,0,4400,0.3,6,2,0,96.3019,18,-0.9
1.3,7,0,1,5650,0.8,10,2,0,172.6334,18,-0.9
1.3,7,1,1,1150,0.2,4,1,0.0002016,0.0102606,18,-0.887001
1.3,9,1,0,2500,0,10,3,0,0.00395588,18,-0.900128
1.3,1,1,0,3900,0.8,4,3,3.36e-05,0.00410234,18,-0.617694
1.3,9,1,0,950,0.2,2,1,0.0003024,0.00126758,18,-0.695582
1.3,7,1,0,1750,1,14,3,0,0.00544741,18,-0.900072
1.3,10,1,0,3700,0.2,2,3,0,0.000971778,18,-0.900579
1.3,6,0,1,4850,0.6,4,2,2.88e-05,112.293,18,-0.8999999
1.3,6,0,1,10000,0.3,16,2,0,187.9821,18,-0.9
1.3,9,0,0,950,0.1,2,3,0,22.5007,18,-0.9
1.3,8,1,0,6350,1,8,1,0,0.0024192,18,-0.900186
1.3,4,1,1,950,0.2,6,2,1.92e-05,0.0107433,18,-0.898205
1.3,7,0,0,6000,0.8,14,1,0,183.0038,18,-0.9
1.3,2,0,0,900,0.9,2,1,0.0007968,8.10379,18,-0.899933
1.3,6,1,0,850,0.3,2,2,8.64e-05,0.00123413,18,-0.797582
1.3,10,1,0,1650,0,4,2,0,0.00152033,18,-0.90037
1.3,10,1,0,7400,0.1,2,3,0,0.000971778,18,-0.900579
1.3,10,1,1,1400,1,2,3,0,0.00947178,18,-0.90006
1.3,7,1,0,4700,0.9,2,2,0.0002016,0.0011309,18,-0.795057
1.3,10,1,0,3150,0.3,8,2,0,0.002815,18,-0.9002
1.3,5,1,1,1300,0.9,8,3,0,0.0117084,18,-0.900024
1.3,1,0,1,1150,0.2,8,2,2.4e-05,3.30869,18,-0.899829
1.3,6,1,0,1400,0.4,2,3,0.0002592,0.00111962,18,-0.816318
1.3,9,0,1,750,0.9,2,2,0.0003888,31.2235,18,-0.899997
1.3,4,1,1,2150,0.9,2,2,9.6e-05,0.0100701,18,-0.883056
1.3,10,0,1,850,0.7,6,3,0,35.1297,18,-0.9
1.3,4,1,1,500,0,16,2,0,0.0139023,18,-0.900016
1.3,3,0,0,1100,0.2,2,1,0.000216,9.60257,18,-0.899953
1.3,4,0,1,650,1,2,1,0.0002112,12.6109,18,-0.899974
1.3,4,1,1,2550,0.7,12,1,1.92e-05,0.0121466,18,-0.897508
1.3,4,0,0,4400,0.7,12,2,0,72.3039,18,-0.9
1.3,1,1,1,1150,0.5,16,3,4.8e-06,0.0149302,18,-0.896688
1.3,9,0,0,2700,0.2,8,2,0,69.9026,18,-0.9
1.3,7,0,0,2050,0.3,8,3,0,44.703,18,-0.9
1.3,7,0,0,2650,0.3,14,3,0,58.2052,18,-0.9
1.3,3,1,1,3000,0.9,14,2,0,0.0132546,18,-0.900013
1.3,8,1,0,1900,0.7,4,2,0,0.00151964,18,-0.900296
1.3,10,1,1,1550,0.6,12,3,0,0.0132023,18,-0.900043
1.3,7,0,1,600,0.4,6,3,0,14.1149,18,-0.9
1.3,9,0,1,1750,1,16,3,0,76.56,18,-0.9
1.3,4,0,0,5300,0.9,12,2,0,97.5039,18,-0.9
1.3,6,0,1,1950,0.2,12,3,0,33.6381,18,-0.9
1.3,9,0,1,3700,0.1,4,1,0.0003888,87.995,18,-0.899999
1.3,8,0,1,6000,0.4,4,3,0,162.1463,18,-0.9
1.3,9,1,1,1300,0.5,8,3,0,0.0117098,18,-0.900043
1.3,8,0,1,1850,0.4,2,3,3.84e-05,50.1455,18,-0.9
1.3,4,0,0,1550,0.6,4,2,0.0002112,23.7017,18,-0.899995
1.3,4,1,1,8850,0.7,4,3,1.92e-05,0.0102755,18,-0.898478
1.3,2,0,0,800,0.3,2,1,0.0007968,5.10379,18,-0.899893
1.3,6,0,0,3350,0.9,16,2,0,92.7052,18,-0.9
1.3,10,1,1,1350,0.4,4,1,0.000288,0.00997637,18,-0.891069
1.3,9,0,0,6000,0.4,6,3,0,182.1022,18,-0.9
1.3,9,1,0,1050,0.9,6,2,0,0.00216732,18,-0.900234
1.3,7,1,1,900,0.4,4,3,0,0.0102169,18,-0.900039
1.3,7,1,1,1400,0.5,4,1,0.0002016,0.0102606,18,-0.887001
1.3,6,1,0,6150,0.8,2,2,8.64e-05,0.00123413,18,-0.797582
1.3,4,1,1,1850,0.7,14,3,0,0.0139464,18,-0.900016
1.3,8,0,0,3000,0.5,2,1,0.000192,86.7011,18,-0.899998
1.3,9,0,1,600,0.7,4,1,0.0003888,22.2187,18,-0.899995
1.3,6,0,1,3000,0,2,1,0.0002016,43.2509,18,-0.899995
1.3,1,0,1,3150,0.5,12,1,3.36e-05,11.4183,18,-0.899907
1.3,10,0,1,750,0.6,2,3,0,29.1244,18,-0.9
1.3,9,1,1,2250,0.2,2,2,0.0003888,0.00950212,18,-0.888998
1.3,6,1,0,3700,0.5,2,3,0.0002592,0.00111962,18,-0.816318
1.3,6,0,1,3550,0.4,10,2,0,72.0675,18,-0.9
1.3,6,1,0,1000,0.6,12,2,0,0.00410829,18,-0.900082
1.3,2,0,0,1700,0.9,4,2,4.8e-05,15.6027,18,-0.899981
1.3,4,0,0,650,0.4,2,1,0.0002112,8.702,18,-0.899962
1.3,5,0,0,4150,0.2,8,1,0.000144,59.7025,18,-0.899998
1.3,4,0,0,500,0.2,2,1,0.0002112,5.702,18,-0.899942
1.3,2,0,1,7600,1,2,2,0.0001056,73.5544,18,-0.899995
1.3,4,1,0,600,0.4,2,1,0.0002112,0.00222034,18,-0.471109
1.3,10,0,1,5000,0,6,3,0,120.1396,18,-0.9
1.3,7,1,0,5150,0.2,2,3,0.0001344,0.00104535,18,-0.85743
1.3,9,0,0,3050,1,12,2,0,132.9039,18,-0.9
1.3,4,1,0,7600,0,4,3,1.92e-05,0.00177551,18,-0.890942
1.3,2,0,0,1300,0.4,4,1,0.0001056,8.70399,18,-0.899931
1.3,6,0,0,1050,0.1,14,3,0,16.5052,18,-0.9
1.3,9,1,0,1500,0.2,2,1,0.0003024,0.00126758,18,-0.695582
1.3,7,1,1,1850,0.3,4,3,0,0.0102169,18,-0.900039
1.3,8,1,1,3450,0.1,4,2,0,0.0100196,18,-0.900045
1.3,1,0,0,3800,0.4,6,1,7.2e-05,12.9077,18,-0.899905
1.3,1,1,0,8600,0.9,2,1,0.000744,0.00777069,18,-0.50315
1.3,7,1,1,600,0.4,6,3,0,0.010963,18,-0.900036
1.3,8,1,1,1550,0.6,2,1,0.000192,0.00986597,18,-0.883135
1.3,10,0,1,9150,0.2,2,2,0.000288,264.2644,18,-0.8999997
1.3,10,0,0,800,0.4,2,1,0.000624,27.001,18,-0.899992
1.3,5,0,1,500,0.6,8,1,0.000144,9.61037,18,-0.899991
1.3,5,1,0,2200,0.7,2,3,0.000216,0.00122373,18,-0.803595
1.3,10,1,1,1150,0.8,2,3,0,0.00947178,18,-0.90006
1.3,7,1,0,650,0.2,10,3,0,0.00395518,18,-0.9001
1.3,7,1,0,2800,0.8,4,3,0,0.00171685,18,-0.900229
1.3,1,0,1,600,0.7,4,2,5.28e-05,2.40663,18,-0.899711
1.3,9,1,1,1300,0.4,8,1,0,0.0109195,18,-0.900046
1.3,2,0,1,9400,0.7,2,1,0.0007968,77.4644,18,-0.899993
1.3,9,1,1,1050,0,10,2,0,0.011962,18,-0.900042
1.3,10,0,1,1150,0.9,2,2,0.000288,53.1394,18,-0.899999
1.3,4,1,1,900,0.3,2,3,5.76e-05,0.00988753,18,-0.889984
1.3,6,0,0,2050,0.9,4,1,8.64e-05,56.7017,18,-0.899998
1.3,1,1,0,1600,0.8,2,2,0.0003984,0.00468917,18,-0.474774
1.3,8,1,0,3550,1,2,2,0.0004224,0.00106651,18,-0.759508
1.3,5,0,0,4850,1,2,3,0.000216,117.601,18,-0.8999992
1.3,2,1,1,1800,0.8,4,3,2.88e-05,0.0110508,18,-0.883087
1.3,4,0,1,7850,0.2,4,3,1.92e-05,90.692,18,-0.9
1.3,1,1,1,2650,0.2,4,2,5.28e-05,0.0134352,18,-0.830713
1.3,10,1,1,3800,0.4,14,2,0,0.013257,18,-0.900043
1.3,3,0,1,2650,0.8,16,3,0,34.5321,18,-0.9
1.3,6,1,0,600,0.3,6,2,0,0.00216629,18,-0.900156
1.3,10,1,0,2550,0.7,2,3,0,0.000971778,18,-0.900579
1.3,2,0,0,1500,0.7,2,1,0.0007968,12.3038,18,-0.899956
1.3,2,0,0,7150,0.5,4,1,0.0001056,51.904,18,-0.899988
1.3,10,0,1,3150,0.4,12,3,0,106.2995,18,-0.9
1.3,5,1,1,1800,0.3,6,3,0,0.0109623,18,-0.900026
1.3,8,0,1,8850,0.5,4,1,0.0004224,256.4199,18,-0.8999994
1.3,1,0,0,2000,0,12,2,1.44e-05,4.80606,18,-0.899909
1.3,1,0,0,1950,0.1,2,3,7.2e-05,5.10349,18,-0.89989
1.3,4,1,0,1850,0,2,1,0.0002112,0.00222034,18,-0.471109
1.3,6,0,1,6550,1,4,1,8.64e-05,190.6364,18,-0.8999993
1.3,3,1,1,1400,0.5,6,3,0,0.0109616,18,-0.900015
1.3,2,1,1,1850,0.9,2,1,0.0007968,0.0125079,18,-0.848436
1.3,7,1,0,5650,1,16,1,0,0.00461307,18,-0.900085
1.3,3,0,1,700,0.4,12,2,0,7.21025,18,-0.9
1.3,4,0,0,8850,0.1,4,3,1.92e-05,93.6016,18,-0.9
1.3,1,1,1,1150,0.1,6,3,3.36e-05,0.0129754,18,-0.862635
1.3,7,1,0,4850,0.3,4,1,0.0002016,0.00176058,18,-0.803532
1.3,9,1,1,5650,0,14,2,0,0.0132567,18,-0.900038
1.3,8,1,1,800,0.5,6,3,0,0.0109633,18,-0.900041
1.3,9,1,1,2900,0.9,2,3,0,0.00947143,18,-0.900054
1.3,5,0,1,800,0.1,6,1,0.000216,10.5134,18,-0.899985
1.3,4,0,0,1600,0.6,2,1,0.0002112,24.602,18,-0.899987
1.3,1,0,1,1000,0.8,6,3,3.36e-05,4.2075,18,-0.899903
1.3,9,0,0,2400,0.3,10,3,0,67.8037,18,-0.9
1.3,6,0,1,1000,0.5,2,2,8.64e-05,21.6195,18,-0.899996
1.3,10,1,1,1000,0.5,2,3,0,0.00947178,18,-0.90006
1.3,7,1,1,8100,0.4,2,2,0.0002016,0.0096309,18,-0.890216
1.3,3,0,0,650,0.8,8,2,1.44e-05,8.40269,18,-0.899997
1.3,4,1,1,8850,0.9,2,2,9.6e-05,0.0100701,18,-0.883056
1.3,4,1,1,4700,0.1,10,1,0.0001152,0.0118504,18,-0.891313
1.3,5,1,1,1500,0.8,12,1,0,0.0120153,18,-0.900023
1.3,2,0,0,1150,1,2,2,0.0001056,11.1024,18,-0.899967
1.3,2,1,0,2250,1,2,1,0.0007968,0.00400794,18,-0.637477
1.3,3,0,0,950,1,6,3,0,13.8022,18,-0.9
1.3,5,1,0,3150,0.8,2,3,0.000216,0.00122373,18,-0.803595
1.3,8,1,1,5450,0.3,2,1,0.000192,0.00986597,18,-0.883135
1.3,6,1,0,1700,0.9,6,3,0,0.00246262,18,-0.900137
1.3,3,1,1,1050,0.5,2,2,0.0001008,0.0104063,18,-0.875763
1.3,9,0,1,6350,0.3,4,2,0,178.9698,18,-0.9
1.3,8,1,1,1600,0.4,14,2,0,0.0132563,18,-0.900034
1.3,9,0,1,2900,1,2,2,0.0003888,126.6902,18,-0.8999992
1.3,6,0,1,7150,0.4,8,1,2.88e-05,144.7317,18,-0.8999998
1.3,7,0,0,6350,0.2,2,2,0.0002016,128.4009,18,-0.8999993
1.3,4,1,1,800,0.2,8,2,0,0.0113129,18,-0.90002
1.3,10,1,1,6750,0.4,6,3,0,0.010964,18,-0.900051
1.3,6,1,1,2150,0.7,12,1,0,0.0120156,18,-0.900028
1.3,4,1,0,3550,0.9,16,2,0,0.00540226,18,-0.900042
1.3,2,0,1,2700,1,8,2,0.0001056,26.1218,18,-0.899993
1.3,6,0,1,2550,0,6,2,0,36.6439,18,-0.9
1.3,1,1,0,950,0.1,2,1,0.000744,0.00777069,18,-0.50315
1.3,7,0,0,1150,0.9,4,3,0,36.9015,18,-0.9
1.3,7,1,0,9400,0.9,2,2,0.0002016,0.0011309,18,-0.795057
1.3,4,1,0,2800,0.6,6,2,1.92e-05,0.00224328,18,-0.891161
1.3,1,1,0,700,0.5,4,2,5.28e-05,0.00493515,18,-0.442615
1.3,9,1,1,600,0.2,4,3,0,0.0102175,18,-0.90005
1.3,8,0,0,600,0.8,4,1,0.0004224,21.0014,18,-0.899993
1.3,5,0,1,1500,1,2,3,0.000216,36.3267,18,-0.899997
1.3,7,1,1,4400,0.1,12,1,0,0.012016,18,-0.900033
1.3,3,0,1,600,0.6,6,2,0.0001296,6.90799,18,-0.899985
1.3,9,0,1,2400,0.7,2,2,0.0003888,88.8704,18,-0.899999
1.3,8,1,0,650,0,6,3,0,0.00246331,18,-0.900183
1.3,7,0,1,2400,1,2,1,0.0004368,81.6589,18,-0.899997
1.3,8,1,1,1200,0.1,10,3,0,0.0124555,18,-0.900036
1.3,3,0,0,6000,0.9,4,2,4.32e-05,82.802,18,-0.899998
1.3,3,1,1,1900,0.4,4,1,0.0001008,0.0115757,18,-0.862218
1.3,7,1,1,4700,0.2,6,1,0.0001344,0.0105349,18,-0.894273
1.3,2,0,0,2900,0,10,3,0,13.8037,18,-0.9
1.3,10,0,1,7400,0.5,2,3,0,267.829,18,-0.9
1.3,1,0,1,1500,0.3,2,3,7.2e-05,4.80795,18,-0.899883
1.3,2,0,1,2200,0.6,6,3,8.64e-05,16.8165,18,-0.899994
1.3,1,1,0,6000,0.3,10,1,2.4e-05,0.0084509,18,-0.528458
1.3,6,1,0,600,0,6,2,0,0.00216629,18,-0.900156
1.3,2,1,1,600,0,2,3,6.72e-05,0.0106628,18,-0.87338
1.3,1,0,0,700,0.9,6,3,3.36e-05,3.30425,18,-0.899876
1.3,7,1,0,3700,0.1,2,1,0.0004368,0.00148631,18,-0.603813
1.3,10,1,0,2000,0.7,2,3,0,0.000971778,18,-0.900579
1.3,6,0,0,4850,0.9,8,2,0,133.8026,18,-0.9
1.3,10,0,1,8850,0.2,2,3,0,255.8558,18,-0.9
1.3,1,0,1,900,0.6,10,2,6.24e-05,3.60857,18,-0.89986
1.3,7,1,0,3050,0.1,4,3,0,0.00171685,18,-0.900229
1.3,10,0,0,3550,1,4,3,0,172.2015,18,-0.9
1.3,2,0,0,1650,0.4,2,3,6.72e-05,11.1019,18,-0.899977
1.3,1,0,0,1250,0.1,6,1,7.2e-05,3.3077,18,-0.899629
1.3,2,0,0,2650,0.9,2,3,6.72e-05,24.6019,18,-0.89999
1.3,2,1,1,7850,0.1,4,2,4.8e-05,0.0114158,18,-0.871139
1.3,2,1,1,950,0.5,16,2,0,0.0139016,18,-0.900008
1.3,7,0,0,1200,0.8,2,1,0.0004368,36.6013,18,-0.899994
1.3,6,0,1,2400,0.8,10,1,0,62.7501,18,-0.9
1.3,2,1,1,500,0.9,4,2,4.8e-05,0.0114158,18,-0.871139
1.3,7,1,1,1600,0,8,1,0,0.0109189,18,-0.900036
1.3,9,0,1,850,0.1,12,1,0,20.1248,18,-0.9
1.3,7,1,0,1550,1,2,2,0.0002016,0.0011309,18,-0.795057
1.3,2,0,0,7400,0.2,2,2,0.0001056,42.6024,18,-0.899991
1.3,8,0,1,650,0.5,2,3,3.84e-05,18.6168,18,-0.899999
1.3,8,0,1,2650,0.9,4,3,0,97.5727,18,-0.9
1.3,5,0,0,1050,1,4,1,0.000312,25.5019,18,-0.899991
1.3,5,1,0,850,0.9,6,2,0,0.00216594,18,-0.90013
1.3,3,0,1,1850,0.8,2,3,0.0001008,24.3197,18,-0.899994
1.3,7,0,1,900,0.6,4,1,0.0002016,24.3214,18,-0.899995
1.3,1,1,1,1800,0,6,1,7.2e-05,0.0164243,18,-0.7818
1.3,8,1,0,7850,0.8,12,1,0,0.00351631,18,-0.900128
1.3,2,1,1,5150,0.5,4,2,4.8e-05,0.0114158,18,-0.871139
1.3,9,1,1,1200,0.7,2,2,0.0003888,0.00950212,18,-0.888998
1.3,9,1,1,8350,0.8,2,1,0.0003024,0.00976758,18,-0.882891
1.3,1,0,0,1800,0.3,4,3,3.36e-05,5.70388,18,-0.899915
1.3,3,0,1,1400,0.1,4,3,0.0001296,11.1136,18,-0.899992
1.3,4,1,1,1950,0.5,14,1,0,0.0125635,18,-0.900018
1.3,3,0,1,6950,0.5,4,3,0.0001296,75.3661,18,-0.899999
1.3,5,1,0,2200,0.5,2,1,0.00012,0.00186961,18,-0.585826
1.3,1,1,0,6750,0.7,12,3,4.32e-05,0.00559457,18,-0.86007
1.3,2,0,1,3450,0.9,4,1,0.0001056,31.8272,18,-0.899981
1.3,7,0,1,4400,0.6,6,2,0,118.899,18,-0.9
1.3,3,0,0,3050,1,2,1,0.000216,44.1026,18,-0.89999
1.3,9,0,0,5800,0.1,12,1,0,137.7033,18,-0.9
1.3,4,1,1,3700,0.7,4,1,9.6e-05,0.0110056,18,-0.873941
1.3,8,0,1,6550,0,16,1,0,125.8483,18,-0.9
1.3,9,1,0,2550,1,2,3,0,0.000971433,18,-0.900521
1.3,7,1,1,550,0.3,6,2,0,0.0106666,18,-0.900037
1.3,10,1,1,1200,0.2,12,2,0,0.0126097,18,-0.900045
1.3,9,0,1,550,0.9,12,2,0,22.8205,18,-0.9
1.3,2,0,1,6150,0,8,3,9.6e-06,29.4369,18,-0.899999
1.3,4,1,0,950,0.8,8,1,0.0002112,0.00307609,18,-0.828205
1.3,6,0,0,550,0.5,2,2,8.64e-05,12.001,18,-0.899993
1.3,3,0,0,4050,0.2,6,2,0.0001296,35.1023,18,-0.899997
