Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
1.3,2,1,1,3550,0.7,4,1,0.0001056,0.012716,0,3.3349e-07
1.3,1,1,0,3000,0.5,6,1,7.2e-05,0.0079243,0,6.8086e-07
1.3,3,1,1,1150,0.9,12,3,0,0.0132,0,-9.3765e-11
1.3,8,0,1,6350,0.9,8,2,0,233.8732,0,-2.504152e-10
1.3,9,1,0,4400,0.5,6,3,0,0.0024637,0,-2.8186e-10
1.3,9,1,0,1150,0.3,2,2,0.0003888,0.0010021,0,5.7303e-08
1.3,3,1,1,5300,0.2,2,1,0.000216,0.01129,0,2.482e-07
1.3,7,1,0,550,0.1,4,3,0,0.0017169,0,-2.1878e-10
1.3,8,1,1,1950,0.3,2,2,0.0004224,0.0095665,0,6.8261e-08
1.3,3,0,1,1950,0.7,2,2,0.0001008,24.3206,0,1.26188e-07
1.3,6,1,1,1450,0.4,2,2,8.64e-05,0.0097341,0,4.9691e-08
1.3,3,1,0,1950,0.1,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,9,0,1,3250,0.1,2,1,0.0003024,77.1833,0,8.81737e-08
1.3,4,1,1,750,0.8,2,3,5.76e-05,0.0098875,0,5.27e-08
1.3,1,0,1,2400,1,2,2,0.0003984,11.4126,0,3.84459e-07
1.3,2,0,1,1400,0.9,6,1,6.72e-05,12.9137,0,2.99967e-07
1.3,5,1,0,800,0.6,14,3,0,0.0054467,0,-1.5636e-10
1.3,10,1,1,6750,0.9,8,1,0,0.01092,0,-3.1328e-10
1.3,1,1,0,1850,0.3,2,3,7.2e-05,0.0037144,0,3.1305e-07
1.3,9,1,0,550,0.9,6,2,0,0.0021673,0,-2.8186e-10
1.3,3,1,0,1850,0.2,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,9,0,0,4550,0.8,2,1,0.0003024,178.501,0,8.81737e-08
1.3,1,1,1,1150,0.7,2,2,0.0003984,0.013189,0,3.8446e-07
1.3,9,1,1,6550,0.3,6,1,0,0.010371,0,-2.8186e-10
1.3,10,1,1,4550,0.8,4,1,0.000288,0.0099764,0,4.8753e-08
1.3,2,1,0,2550,0.9,14,2,0,0.0047542,0,-6.2507e-11
1.3,1,1,0,1200,1,2,3,7.2e-05,0.0037144,0,3.1305e-07
1.3,4,0,0,600,0.9,2,3,5.76e-05,10.8012,0,5.26996e-08
1.3,4,0,0,550,0.7,2,2,9.6e-05,9.0013,0,8.8222e-08
1.3,8,1,0,5800,0,2,2,0.0004224,0.0010665,0,6.8261e-08
1.3,2,1,0,650,0.4,2,3,6.72e-05,0.0021628,0,1.4005e-07
1.3,4,0,0,2800,0.5,16,2,0,40.5052,0,-1.25056e-10
1.3,9,0,0,550,0.6,8,3,0,18.903,0,-2.8186e-10
1.3,1,1,0,1400,0.7,2,1,0.000744,0.0077707,0,6.2905e-07
1.3,5,1,0,1850,0.3,12,2,0,0.0041079,0,-1.5636e-10
1.3,2,1,0,5300,0,2,3,6.72e-05,0.0021628,0,1.4005e-07
1.3,1,0,0,2900,0.2,2,3,7.2e-05,8.4035,0,3.1305e-07
1.3,1,1,0,6000,0.3,2,3,7.2e-05,0.0037144,0,3.1305e-07
1.3,9,1,1,700,0.3,8,2,0,0.011315,0,-2.8186e-10
1.3,9,0,0,950,0,6,1,0,20.4016,0,-2.8186e-10
1.3,1,0,0,600,0.6,2,3,7.2e-05,2.4035,0,3.1305e-07
1.3,1,0,0,1800,0.9,6,3,3.36e-05,8.1043,0,2.2754e-07
1.3,4,0,1,7600,0.7,2,1,0.0002112,124.8999,0,1.842512e-07
1.3,3,0,1,1250,1,12,2,0,18.3168,0,-9.37648e-11
1.3,9,0,1,3350,0.3,6,1,0,94.5906,0,-2.8186e-10
1.3,8,1,1,600,1,2,1,0.000192,0.009866,0,8.691e-08
1.3,4,0,0,8600,0.1,8,2,0,90.9026,0,-1.25056e-10
1.3,4,0,1,6000,0.1,2,2,9.6e-05,63.3689,0,8.82216e-08
1.3,8,1,1,4400,0.6,10,2,0,0.011962,0,-2.5042e-10
1.3,9,1,1,1800,0,12,2,0,0.012609,0,-2.8186e-10
1.3,8,1,1,800,0.7,2,1,0.000192,0.009866,0,8.691e-08
1.3,7,1,1,600,0,6,3,0,0.010963,0,-2.1878e-10
1.3,2,1,1,3050,0,2,1,0.0007968,0.012508,0,3.0301e-07
1.3,6,1,1,550,0.9,10,2,0,0.011961,0,-1.8791e-10
1.3,4,0,0,3800,0.6,6,2,1.92e-05,58.802,0,1.06394e-08
1.3,8,0,1,600,0.6,10,1,0,18.3178,0,-2.50415e-10
1.3,6,1,1,5450,0.6,12,2,0,0.012608,0,-1.8791e-10
1.3,1,1,0,2400,0.7,2,2,0.0003984,0.0046892,0,3.8446e-07
1.3,8,0,0,1150,0.3,8,1,0,28.8022,0,-2.50415e-10
1.3,5,1,1,2550,1,12,2,0,0.012608,0,-1.5636e-10
1.3,10,1,0,10000,0.9,2,3,0,0.00097178,0,-3.1328e-10
1.3,4,0,1,3350,0.6,2,1,0.0002112,51.9443,0,1.84251e-07
1.3,8,1,0,1200,0.2,4,2,0,0.0015196,0,-2.5042e-10
1.3,1,0,1,2550,0.5,2,1,0.000744,9.3154,0,6.2905e-07
1.3,5,1,1,3350,0.6,16,2,0,0.013903,0,-1.5636e-10
1.3,3,0,0,1850,0.6,12,1,0.0001296,21.304,0,8.7447e-08
1.3,3,1,0,850,0,4,1,0.0001008,0.0030757,0,2.0615e-07
1.3,6,1,0,1650,0.8,4,2,2.88e-05,0.0015707,0,8.7662e-09
1.3,6,0,0,5150,0.8,4,2,2.88e-05,134.7013,0,8.766167e-09
1.3,6,1,0,5450,0.7,8,1,2.88e-05,0.0025063,0,1.2764e-08
1.3,1,1,1,2700,0,2,3,7.2e-05,0.012214,0,3.1305e-07
1.3,9,1,0,3800,0,4,2,0,0.00152,0,-2.8186e-10
1.3,7,0,0,1900,0.5,2,2,0.0002016,48.3009,0,5.09516e-08
1.3,4,1,1,1100,0.3,2,3,5.76e-05,0.0098875,0,5.27e-08
