1.1,1.2,1.3,1.4,2.1,2.2,3.0,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,lambda_parallel_instances,lambda_allocated_memory,ec2_vcpus,ec2_memorylevel,ec2_instances,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,latency,cost,reliability,scalability
0,0,0,0,1,0,0,10,0.0,0.0,2750.0,6.0,0.2,3300.0,106.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3174,0,2.6048e-05
0,0,0,0,1,0,0,8,1.0,1.0,4750.0,3.0,0.0,3200.0,65.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4234,0,0.00012908
0,0,0,0,1,0,0,6,1.0,0.0,4300.0,10.0,0.2,2100.0,42.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042042,1.8578,0,3.3528e-05
0,0,0,0,1,0,0,3,1.0,1.0,1450.0,1.0,0.0,9250.0,46.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011712,1.6504,0,0.00015011
0,0,0,0,1,0,0,1,1.0,0.0,2400.0,2.0,0.7,7600.0,111.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023025,1.4609,0,0.00012901
0,0,0,0,1,0,0,8,0.0,1.0,1200.0,5.0,0.4,9200.0,62.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052078,1.4725,0,0.00013379
0,0,0,0,1,0,0,9,0.0,0.0,5750.0,3.0,0.2,2500.0,135.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2716,0,2.7747e-05
0,0,0,0,1,0,0,10,1.0,1.0,8000.0,4.0,0.8,900.0,44.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0,0.00012623
0,0,0,0,1,0,0,5,0.0,1.0,4600.0,6.0,0.7,800.0,56.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5492,0,0.00014065
0,0,0,0,1,0,0,10,1.0,1.0,8350.0,1.0,0.8,1450.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000576,1.391,0,0.00012634
0,0,0,0,1,0,0,9,0.0,0.0,2800.0,1.0,0.2,4900.0,75.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003888,0.47839,0,2.7832e-05
0,0,0,0,1,0,0,6,1.0,1.0,3900.0,6.0,0.4,4050.0,62.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066066,1.4691,0,0.00013355
0,0,0,0,1,0,0,9,0.0,0.0,9550.0,10.0,0.2,3200.0,458.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00074557,5.435,0,2.7827e-05
0,0,0,0,1,0,0,3,0.0,1.0,900.0,7.0,0.5,1550.0,75.0,8.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6996,0,0.00015413
0,0,0,0,1,0,0,10,1.0,0.0,3950.0,1.0,0.9,4450.0,310.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048084,0.51485,0,2.629e-05
0,0,0,0,1,0,0,2,0.0,1.0,3700.0,7.0,0.1,6100.0,14.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-05,1.9106,0,0.00017356
0,0,0,0,1,0,0,9,1.0,0.0,3800.0,10.0,0.3,1950.0,295.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067568,3.1714,0,2.8097e-05
0,0,0,0,1,0,0,6,0.0,0.0,7200.0,6.0,0.2,4250.0,26.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021024,1.9444,0,3.339e-05
0,0,0,0,1,0,0,1,1.0,0.0,1550.0,6.0,0.6,7950.0,281.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.335e-05,1.4614,0,0.00011994
0,0,0,0,1,0,0,7,1.0,1.0,7050.0,10.0,1.0,3600.0,12.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003024,1.4504,0,0.00013167
0,0,0,0,0,1,0,5,1.0,0.0,6750.0,2.0,0.6,6400.0,68.0,7.0,0.0,0.0,45.0,5376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1762,0,3.6175e-05
0,0,0,0,0,1,0,8,0.0,1.0,6600.0,9.0,1.0,7450.0,92.0,1.0,0.0,0.0,11.0,5376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4725,0,0.00013357
0,0,0,0,0,1,0,10,1.0,0.0,9650.0,1.0,0.4,650.0,142.0,6.0,0.0,0.0,2.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383,0,2.6149e-05
0,0,0,0,0,1,0,4,0.0,1.0,1750.0,6.0,0.9,7000.0,9.0,5.0,0.0,0.0,44.0,3648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6227,0,0.00014732
