e_SQS,queue_size,timeout,e_S3,e_lambda,parallel_instances,lambda_chunk_size,time,cost
1,700,5,1,1,700,320,3.125,0.001123934
1,50,6,1,1,220,320,3.125,0.0007079306
1,8,2,1,1,300,64,15.625,0.0002084265
1,12,9,1,1,4,300,3.378378,1.617847e-05
1,700,0.5,1,1,800,16,56.25,0.0001722509
1,600,0.1,1,1,1,320,3.125,1.032505e-05
1,180,8,1,1,120,8,125,0.0001354001
1,16,0.5,1,1,400,32,31.25,0.000160051
1,600,6,1,1,500,8,125,0.0001458002
