e_SQS,queue_size,timeout,e_S3,e_lambda,parallel_instances,lambda_chunk_size,time,cost
0,0,0,1,1,220,2,125,0.0001434001
0,0,0,1,1,700,48,125,0.0001818004
0,0,0,1,1,16,4,125,0.00013092
0,0,0,1,1,32,410,125,0.00013092
0,0,0,1,1,12,1,125,0.000130888
0,0,0,1,1,180,320,125,0.0001402001
0,0,0,1,1,50,340,125,0.0001338001
0,0,0,1,1,100,360,125,0.0001338001
0,0,0,1,1,400,2,125,0.0001578003
0,0,0,1,1,1000,32,125,0.0002058006
0,0,0,1,1,24,16,125,0.00013156
0,0,0,1,1,8,340,125,0.000130856
0,0,0,1,1,300,48,125,0.0001498002
0,0,0,1,1,24,380,125,0.00013156
0,0,0,1,1,300,8,125,0.0001498002
0,0,0,1,1,32,16,125,0.00013092
0,0,0,1,1,800,4,125,0.0001898005
0,0,0,1,1,500,4,125,0.0001658003
0,0,0,1,1,100,360,125,0.0001338001
0,0,0,1,1,300,164,125,0.0001498002
0,0,0,1,1,1000,128,125,0.0002058006
0,0,0,1,1,800,4,125,0.0001898005
0,0,0,1,1,12,360,125,0.000130888
0,0,0,1,1,120,192,125,0.0001354001
0,0,0,1,1,8,32,125,0.000130856
0,0,0,1,1,32,128,125,0.00013092
0,0,0,1,1,8,48,125,0.000130856
0,0,0,1,1,180,2,125,0.0001402001
0,0,0,1,1,600,12,125,0.0001738004
0,0,0,1,1,120,4,125,0.0001354001
0,0,0,1,1,400,8,125,0.0001578003
0,0,0,1,1,600,12,125,0.0001738004
0,0,0,1,1,50,48,125,0.0001338001
0,0,0,1,1,1000,1,125,0.0002058006
0,0,0,1,1,8,380,125,0.000130856
0,0,0,1,1,800,380,125,0.0001898005
0,0,0,1,1,600,64,125,0.0001738004
0,0,0,1,1,600,64,125,0.0001738004
0,0,0,1,1,500,24,125,0.0001658003
0,0,0,1,1,8,380,125,0.000130856
0,0,0,1,1,100,32,125,0.0001338001
0,0,0,1,1,24,4,125,0.00013156
0,0,0,1,1,300,320,125,0.0001498002
0,0,0,1,1,600,32,125,0.0001738004
0,0,0,1,1,700,12,125,0.0001818004
0,0,0,1,1,12,48,125,0.000130888
0,0,0,1,1,800,2,125,0.0001898005
0,0,0,1,1,300,4,125,0.0001498002
0,0,0,1,1,700,380,125,0.0001818004
0,0,0,1,1,16,410,125,0.00013092
