e_SQS,queue_size,timeout,e_S3,e_lambda,parallel_instances,lambda_chunk_size,time,cost
1,24,0.1,1,1,1000,2,59200,0.0601120047
1,300,2,1,1,180,16,0.1,0.0003316201
1,220,7,1,1,800,128,0.0109375,0.0004224118
1,8,0.1,1,1,8,410,0.003921569,0.0003462441
1,100,10,1,1,16,410,0,0.00032
1,300,0.1,1,1,8,8,0.2,0.000320712
1,50,0.8,1,1,50,410,0.003921569,0.0004840052
1,16,9,1,1,4,410,0,0.00032
1,12,0.5,1,1,400,64,0.025,0.0005248266
