Topology,lambda_parallel_instances,lambda_allocated_memory,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,car_cache,latency,cost,reliability,scalability
1.4,30,4928,0,0,950,0.3,10,0,29.7681,0,-6.98606e-10
1.4,19,5376,1,1,3700,0.4,4,4.4486e-17,0.019619,0,-2.8508e-10
1.4,82,192,0,0,1600,0.8,5,0,34.9992,0,-4.89287e-11
1.4,80,128,1,0,5000,0,9,0,0.00061018,0,-8.6841e-11
1.4,75,192,1,1,500,0.7,7,0,0.0085984,0,-1.0181e-10
1.4,22,832,1,0,700,0.7,10,0,0.0011487,0,-4.2802e-10
1.4,44,384,1,1,1650,0.8,2,4.4449e-17,0.0097969,0,-2.5932e-11
1.4,23,192,0,1,1050,0,8,0,20.2381,0,-1.28806e-10
1.4,55,6144,1,1,4850,1,8,0,0.034551,0,-5.84e-10
1.4,27,192,1,1,800,0.3,5,0,0.0082446,0,-4.8929e-11
1.4,71,1728,0,1,2800,0.6,6,0,66.1108,0,-3.17502e-10
1.4,61,256,0,0,1150,0.7,10,0,48.8953,0,-2.56539e-10
1.4,25,3648,1,1,7600,0.7,6,3.2298e-17,0.018017,0,8.0598e-09
1.4,9,128,1,1,7400,0.9,8,0,0.0077567,0,-6.4824e-11
1.4,54,576,0,0,500,0.4,8,0,13.695,0,-2.86366e-10
1.4,42,1792,1,1,1150,0,9,0,0.01559,0,-4.8495e-10
1.4,89,640,0,0,800,0.6,9,0,28.8355,0,-3.45896e-10
1.4,5,1728,0,0,4400,0.2,2,0,25.6866,0,-9.98247e-11
1.4,46,320,0,0,7150,0.2,6,1.003853e-16,128.5917,0,-1.595472e-10
1.4,17,896,1,0,6950,0.7,6,0,0.00099059,0,-2.5247e-10
1.4,52,832,1,1,850,1,5,0,0.012594,0,-2.106e-10
1.4,51,3648,1,1,950,0.4,4,0,0.02363,0,-2.5502e-10
1.4,85,9152,0,1,3050,0.2,5,7.30816e-17,44.3217,0,-4.02066e-10
1.4,13,2688,1,0,3900,0.7,3,0,0.0022673,0,-1.7763e-10
1.4,15,1088,1,1,550,1,9,0,0.011615,0,-4.2147e-10
1.4,22,9600,0,1,2350,0.5,3,4.44643e-17,25.6495,0,-2.38466e-10
1.4,7,256,1,1,6550,0.2,1,0,0.0088065,0,2.6303e-11
1.4,56,320,1,0,950,0.5,3,0,0.001009,0,-5.4775e-11
1.4,2,9152,1,1,6350,0.4,1,3.5838e-17,0.0014608,0,1.6166e-09
1.4,74,2560,0,0,1250,0.7,6,4.45009e-17,31.743,0,-3.57147e-10
1.4,74,2112,0,1,850,0.5,6,0,18.7394,0,-3.3701e-10
1.4,66,4544,1,0,850,0.9,7,4.4476e-17,0.018724,0,-4.7842e-10
1.4,61,1024,1,0,6750,0.5,5,0,0.0034592,0,-2.3263e-10
1.4,31,1472,1,0,4400,0.2,3,4.446e-17,0.00266,0,-1.4269e-10
1.4,70,320,0,0,750,0.8,4,0,13.3894,0,-8.14964e-11
1.4,49,192,0,0,1300,0.3,7,0,28.663,0,-1.01806e-10
1.4,43,4928,1,1,1350,0.5,3,4.6541e-17,0.026049,0,1.9418e-08
1.4,37,5184,1,0,8600,0,1,4.4426e-17,0.012376,0,-7.1306e-11
1.4,76,640,0,1,6550,0.8,4,4.445337e-17,117.9028,0,-1.427772e-10
1.4,97,512,1,0,2900,0.3,8,0,0.0025512,0,-2.7494e-10
1.4,8,192,0,0,800,0.2,2,0,4.5257,0,3.0437e-11
1.4,4,192,0,1,1150,0.5,2,0,8.4551,0,3.0437e-11
1.4,82,128,1,1,4700,0.8,4,0,0.0080983,0,2.8808e-11
1.4,97,576,1,1,1800,0.5,4,0,0.012355,0,-1.2927e-10
1.4,12,3968,0,0,2150,0.9,5,0,49.2224,0,-3.25092e-10
1.4,66,960,0,0,1200,0,2,0,5.7371,0,-7.3337e-11
1.4,88,3200,0,0,8350,0.9,4,0,158.0815,0,-2.496348e-10
1.4,47,2944,0,1,8850,0.5,9,4.445097e-17,291.1376,0,-5.521801e-10
1.4,74,256,1,0,4400,0.5,4,0,0.0010222,0,-6.8973e-11
1.4,76,2816,0,1,5800,0.8,6,Inf,153.8465,0,-Inf
1.4,17,1664,1,0,1450,0.3,8,3.7141e-17,0.0018121,0,2.1907e-09
1.4,70,448,1,0,600,1,7,0,0.0016407,0,-2.1919e-10
1.4,78,256,0,0,2650,1,5,0,66.647,0,-9.60372e-11
1.4,35,1216,0,1,1600,0.1,4,4.44852e-17,16.9023,0,-1.79368e-10
1.4,28,448,0,0,2000,0.1,4,4.44533e-17,21.3865,0,-1.0995e-10
1.4,46,1280,1,0,950,0.1,6,3.646e-17,0.0034218,0,5.162e-09
1.4,33,2240,1,1,3900,0.3,6,0,0.015978,0,-3.3937e-10
1.4,56,1088,0,0,6750,0.2,2,5.57333e-17,39.817,0,-8.2843e-11
1.4,53,704,1,1,3900,0.3,1,5.5698e-17,0.01189,0,-1.9736e-11
1.4,33,3328,0,1,500,0.8,2,0,4.3027,0,-1.2643e-10
1.4,26,896,1,1,9150,0.5,7,3.855e-17,0.011614,0,1.859e-09
1.4,62,1856,0,1,1250,0.4,8,0,33.9598,0,-4.31726e-10
1.4,51,1856,0,0,2250,0.5,2,0,16.3609,0,-1.00278e-10
1.4,47,1024,0,0,1300,1,7,0,45.4166,0,-3.27858e-10
1.4,76,448,1,0,6000,0.2,7,0,0.0017617,0,-2.1919e-10
1.4,63,256,1,0,1000,0.7,4,0,0.00090489,0,-6.8973e-11
1.4,52,832,1,1,7850,0.1,10,0,0.012597,0,-4.2802e-10
1.4,28,8000,0,1,500,0.1,9,0,12.0335,0,-7.08765e-10
1.4,64,4736,1,0,3700,0.5,10,0,0.018923,0,-6.9846e-10
1.4,89,2816,1,0,4150,0.8,8,4.4453e-17,0.014851,0,-4.8819e-10
1.4,40,192,1,0,6150,0.2,10,0,0.00052173,0,-1.8261e-10
1.4,91,512,1,1,3000,0.1,1,0,0.011925,0,-1.2625e-11
1.4,87,1728,0,0,6350,0,9,0,139.7531,0,-4.835994e-10
1.4,89,640,1,1,850,0.7,7,0,0.012846,0,-2.6593e-10
1.4,100,704,1,0,600,0.5,4,5.6018e-17,0.0036311,0,-1.4576e-10
1.4,38,9152,1,0,1050,0.8,9,0,0.023418,0,-7.2999e-10
1.4,35,192,1,0,950,0.5,5,0,0.00048346,0,-4.8929e-11
1.4,61,448,1,1,2050,0.6,4,4.4453e-17,0.010638,0,-1.0995e-10
1.4,93,2432,0,1,500,0.2,9,4.55244e-17,12.9795,0,2.04238e-08
1.4,78,448,1,1,4850,0.4,6,4.4453e-17,0.010982,0,-1.8278e-10
1.4,88,9152,1,1,7150,0.8,6,4.4484e-17,0.053922,0,-4.8139e-10
1.4,55,2048,0,0,750,0.7,4,0,12.6358,0,-2.20491e-10
1.4,61,128,0,1,4400,1,8,0,177.4746,0,-6.482409e-11
1.4,50,2048,0,0,1150,0.9,10,0,54.5277,0,-5.68091e-10
1.4,46,768,1,1,600,0.5,8,0,0.011795,0,-3.1562e-10
1.4,71,2432,1,0,950,1,7,0,0.010012,0,-3.9802e-10
1.4,74,4928,1,0,3150,0.7,1,0,0.022712,0,-6.5205e-11
1.4,74,128,0,1,1850,0,3,0,13.7303,0,5.2109e-11
1.4,39,3072,1,0,550,1,6,0,0.007216,0,-3.6394e-10
1.4,17,640,0,1,3450,0.1,1,0,9.3114,0,-2.1358e-11
1.4,49,256,1,0,1700,0.1,9,0,0.00075724,0,-2.1093e-10
1.4,88,192,0,1,850,0.3,4,0,10.5706,0,-2.24572e-11
1.4,35,7040,0,0,9150,0.5,8,2.908786e-17,268.2215,0,-6.183341e-10
1.4,9,320,1,0,8850,0.6,2,0,0.00035682,0,-1.9851e-11
1.4,28,256,1,1,6350,0.1,5,0,0.0090319,0,-9.6037e-11
1.4,81,320,1,0,3900,0.3,10,0,0.0013582,0,-2.806e-10
1.4,24,2688,0,0,3450,0,6,4.44995e-17,50.8286,0,-3.61501e-10
1.4,25,640,1,1,550,0.2,4,4.4453e-17,0.010865,0,-1.4278e-10
1.4,21,2048,1,1,600,0.1,7,0,0.01423,0,-3.9331e-10
1.4,34,5184,1,1,550,0.8,4,7.6682e-17,0.02446,0,-1.6603e-08
1.4,81,256,1,0,6000,0.1,2,0,0.0010962,0,-1.007e-11
1.4,16,832,1,0,2700,0,5,0,0.00089667,0,-2.106e-10
1.4,71,9600,0,0,1100,1,9,2.86822e-17,48.2591,0,-7.30361e-10
1.4,76,3648,1,1,3450,0.9,9,0,0.029106,0,-5.8787e-10
1.4,61,5376,0,0,2250,0.4,3,4.44858e-17,23.2458,0,-2.13062e-10
1.4,89,448,1,0,6550,0.3,1,4.4418e-17,0.0020214,0,-1.0672e-12
1.4,38,704,1,1,1050,0.6,4,5.6018e-17,0.011381,0,-1.4576e-10
1.4,48,3328,1,0,7600,0.7,5,0,0.0098155,0,-3.1826e-10
1.4,18,768,0,1,2700,0,4,0,25.9613,0,-1.47383e-10
1.4,51,5632,1,1,6350,0.2,4,0,0.03134,0,-2.8577e-10
1.4,97,256,0,1,700,0.8,8,0,25.5575,0,-1.86395e-10
1.4,13,9600,0,0,2150,0.3,8,4.45354e-17,54.2487,0,-6.56381e-10
1.4,58,2944,0,0,8100,0.9,6,4.445097e-17,225.814,0,-3.635926e-10
1.4,50,4736,1,0,3050,0.8,8,4.4422e-17,0.014833,0,-5.5068e-10
1.4,1,320,0,0,7400,1,7,1.010344e-16,260.6072,0,-1.838982e-10
1.4,73,6464,0,0,2500,1,3,0,37.1833,0,-2.31773e-10
1.4,99,768,0,1,2500,0.4,4,0,33.8044,0,-1.47383e-10
1.4,22,5184,0,0,700,1,1,4.4426e-17,3.383,0,-7.1306e-11
1.4,23,576,1,0,900,0.3,9,0,0.00084785,0,-3.256e-10
1.4,1,256,1,0,2250,0.3,9,0,0.00024524,0,-2.1093e-10
1.4,83,9984,0,1,4700,0.4,10,0,158.6246,0,-8.209187e-10
1.4,43,128,0,0,600,0.9,9,0,25.8701,0,-8.68415e-11
1.4,6,320,0,1,1850,0,8,0,36.7826,0,-2.16668e-10
1.4,74,256,1,1,6000,0.4,9,0,0.0095239,0,-2.1093e-10
1.4,7,192,1,1,7400,0.2,9,0,0.0080986,0,-1.5744e-10
1.4,7,1792,0,0,950,0.2,6,0,16.7373,0,-3.18405e-10
1.4,70,7360,1,1,1700,0.3,5,2.9297e-17,0.034146,0,4.7326e-08
1.4,84,704,1,1,6000,0.9,4,5.6018e-17,0.012947,0,-1.4576e-10
1.4,7,384,0,1,8600,0.7,5,0,177.9108,0,-1.278469e-10
1.4,25,576,1,0,6000,0.3,1,0,0.00089815,0,-1.1724e-11
1.4,84,832,0,1,2800,1,1,4.44156e-17,13.8826,0,-2.91583e-11
1.4,72,6720,0,1,6000,0.7,7,0,175.9428,0,-5.327496e-10
1.4,54,256,1,0,1850,0.6,9,0,0.00081058,0,-2.1093e-10
1.4,12,9600,1,0,6150,0.3,6,4.4571e-17,0.0079086,0,-4.8166e-10
1.4,76,704,0,0,2900,0.4,5,5.65049e-17,49.8029,0,-1.87112e-10
1.4,98,4160,0,1,600,0,3,0,4.3241,0,-2.0128e-10
1.4,30,640,1,1,600,0.4,10,0,0.011023,0,-3.9101e-10
1.4,23,128,0,0,3800,0.1,8,0,83.5318,0,-6.48241e-11
1.4,39,640,1,0,1050,0.4,8,4.4453e-17,0.0014402,0,-3.1055e-10
1.4,75,128,1,0,1750,0,4,0,0.0005854,0,2.8808e-11
1.4,13,448,1,1,6000,0.1,3,4.4453e-17,0.00967,0,-7.4186e-11
1.4,60,128,0,1,900,0.7,2,0,7.4867,0,7.1763e-11
1.4,45,192,1,0,800,0.4,6,0,0.00055737,0,-7.6476e-11
1.4,31,3200,0,0,1700,0.3,4,0,21.8823,0,-2.49635e-10
1.4,6,3328,0,0,1750,0.7,3,3.35328e-17,21.7721,0,-3.71664e-08
1.4,80,3648,0,0,4150,0.4,10,0,141.6099,0,-6.536574e-10
1.4,66,192,1,1,700,0.2,10,0,0.0085331,0,-1.8261e-10
1.4,21,128,1,0,2800,0.4,9,0,0.00033327,0,-8.6841e-11
1.4,60,128,1,0,8600,0,8,0,0.00051606,0,-6.4824e-11
1.4,77,2816,0,1,2000,0.6,2,4.44528e-17,15.5488,0,-1.17065e-10
1.4,84,896,1,1,950,0.1,2,4.0349e-17,0.014253,0,6.8967e-09
1.4,23,320,0,0,1250,0.9,6,1.00385e-16,35.8066,0,-1.59547e-10
1.4,88,3200,1,1,750,0.1,5,0,0.029368,0,-3.1089e-10
1.4,29,2432,0,0,3050,0.6,10,4.401206e-17,118.0916,0,5.95612e-09
1.4,99,3072,1,0,750,0.8,7,3.3162e-17,0.018222,0,-2.8588e-08
1.4,100,3776,1,0,4300,0.3,7,0,0.022885,0,-4.6268e-10
1.4,47,1536,1,0,650,0.8,4,0,0.0040758,0,-1.954e-10
1.4,49,448,1,1,3350,0.5,10,4.4548e-17,0.010399,0,-3.333e-10
1.4,35,128,0,1,9400,0.8,3,0,127.5758,0,5.210901e-11
1.4,72,192,1,1,800,0.4,10,0,0.0085773,0,-1.8261e-10
1.4,19,448,0,0,650,0.7,1,4.4418e-17,2.75,0,-1.0672e-12
1.4,53,3776,0,1,1850,0.4,7,0,44.1326,0,-4.62677e-10
1.4,100,192,0,1,600,0,6,0,8.7604,0,-7.6476e-11
1.4,4,192,0,1,950,0.4,10,0,32.0103,0,-1.82606e-10
1.4,37,1408,0,0,6550,1,6,4.452123e-17,193.6125,0,-2.955175e-10
1.4,89,3328,0,0,5450,0.5,3,3.35328e-17,60.4284,0,-5.48696e-07
1.4,71,2240,1,0,1350,0.3,1,0,0.0092386,0,-5.087e-11
1.4,28,5376,0,1,600,0.9,10,0,28.1446,0,-7.20664e-10
1.4,31,384,1,1,5150,0.5,6,4.4472e-17,0.0095821,0,-1.6113e-10
1.4,59,832,1,0,700,0.5,6,4.6366e-17,0.0027268,0,4.2961e-09
1.4,17,256,0,0,2150,0,3,0,16.1946,0,-3.35029e-11
1.4,35,128,1,1,1800,0.8,10,0,0.0078794,0,-1.2443e-10
1.4,44,8768,0,0,900,0.8,10,0,39.8949,0,-7.97855e-10
1.4,87,768,1,0,4150,0.5,4,0,0.0034549,0,-1.4738e-10
1.4,62,2240,0,1,8850,0.9,10,0,413.455,0,-5.734408e-10
1.4,64,768,0,0,1350,0.8,7,4.45087e-17,41.3109,0,-2.73734e-10
1.4,45,8000,1,0,1900,0.8,2,0,0.024224,0,-1.5655e-10
1.4,83,3328,1,0,2900,0.6,3,3.3533e-17,0.021407,0,-5.1172e-07
1.4,6,320,1,1,550,0.5,3,0,0.0091556,0,-5.4775e-11
1.4,51,1664,0,1,2150,0.2,10,0,63.3808,0,-5.34373e-10
1.4,91,1984,0,1,7400,0,1,0,17.7434,0,-4.63855e-11
1.4,24,576,1,0,1050,0.7,1,0,0.00087127,0,-1.1724e-11
1.4,87,256,0,0,2550,1,2,0,25.8497,0,-1.00699e-11
1.4,87,1088,1,0,2150,0.8,6,0,0.0051208,0,-2.7298e-10
1.4,99,1152,0,0,2050,0.1,5,4.44964e-17,27.3459,0,-2.26807e-10
1.4,62,192,0,0,650,0.4,5,0,10.8621,0,-4.89287e-11
1.4,86,384,1,0,500,0.8,2,4.4449e-17,0.0016558,0,-2.5932e-11
1.4,2,1664,1,1,1200,0.5,2,0,0.011632,0,-1.0057e-10
1.4,54,320,1,0,950,0.6,2,0,0.00098083,0,-1.9851e-11
1.4,29,192,0,1,3150,0.4,7,0,74.8917,0,-1.01806e-10
1.4,62,576,0,1,2250,1,5,0,55.4236,0,-1.68236e-10
1.4,94,4160,0,0,1050,0.4,9,0,32.535,0,-6.09477e-10
1.4,92,1984,0,1,1500,0.7,4,0,24.948,0,-2.10328e-10
1.4,13,960,0,1,9150,0.2,1,0,26.5841,0,-2.83341e-11
1.4,45,704,1,1,4550,0.1,5,5.6505e-17,0.01162,0,-1.8711e-10
1.4,93,2432,0,0,10000,0.8,4,0,175.0354,0,-2.249738e-10
1.4,38,1536,1,0,3150,1,9,0,0.0033414,0,-4.5464e-10
1.4,39,448,1,0,2050,0.1,2,4.443e-17,0.0010138,0,-3.7854e-11
1.4,31,9600,0,0,1500,0.7,1,4.4429e-17,6.0466,0,-7.8327e-11
1.4,3,512,1,1,4400,0.7,7,0,0.0098248,0,-2.4466e-10
1.4,22,2816,0,1,600,0.3,9,0,17.065,0,-5.51702e-10
1.4,13,3456,0,0,3050,0.2,7,0,62.5703,0,-4.49602e-10
1.4,30,320,0,1,3700,0.8,10,0,167.3263,0,-2.806004e-10
1.4,43,448,1,0,4550,0.7,9,0,0.0010972,0,-2.9206e-10
1.4,40,9984,0,0,1400,0.9,9,7.32628e-17,58.2368,0,-7.30324e-10
1.4,33,7040,1,0,3800,0.3,2,0,0.015328,0,-1.4996e-10
1.4,5,4544,1,0,1050,0,4,0,0.0016289,0,-2.7067e-10
1.4,38,2816,0,1,900,0.1,3,4.4468e-17,7.3191,0,-1.7789e-10
1.4,62,1728,1,1,4850,0.3,3,0,0.017341,0,-1.544e-10
1.4,52,3072,1,0,950,0.1,4,0,0.0095443,0,-2.4006e-10
1.4,5,512,0,1,7150,0.9,6,0,204.1597,0,-2.122026e-10
1.4,76,768,0,0,950,0.6,1,4.4419e-17,3.6211,0,-2.123e-11
1.4,42,1600,1,1,5800,0,6,0,0.014802,0,-2.9959e-10
1.4,11,2944,0,1,6950,0,5,0,84.245,0,-3.03569e-10
1.4,34,3968,1,1,1650,0.2,2,0,0.020559,0,-1.2621e-10
1.4,21,1984,1,1,2350,1,3,0,0.013736,0,-1.5529e-10
1.4,56,192,1,0,2700,0.8,10,0,0.00063949,0,-1.8261e-10
1.4,65,320,0,0,9700,0.3,3,0,94.6539,0,-5.47748e-11
1.4,14,6720,0,1,500,0.5,9,0,16.5277,0,-6.86028e-10
1.4,6,512,0,1,9150,1,7,0,321.1252,0,-2.44665e-10
1.4,86,448,0,0,9700,0,7,0,165.8953,0,-2.191934e-10
1.4,38,2944,0,0,2700,0.9,7,4.44973e-17,87.7856,0,-4.23599e-10
1.4,81,128,1,0,750,0.1,1,0,0.00061274,0,9.6506e-11
1.4,41,9152,1,1,1650,0,8,0,0.025247,0,-6.5623e-10
1.4,70,128,1,1,600,0.5,10,0,0.0080436,0,-1.2443e-10
1.4,39,2816,0,0,600,0,5,4.4545e-17,7.3115,0,-3.0039e-10
1.4,30,192,1,0,5300,0.1,1,0,0.0004455,0,5.6873e-11
1.4,78,768,0,0,1550,0.9,9,0,64.5286,0,-3.64926e-10
1.4,25,2688,0,0,650,0.3,10,4.44995e-17,20.8237,0,-6.10074e-10
1.4,42,7360,1,1,2650,0.4,5,2.9297e-17,0.020579,0,2.8244e-08
1.4,91,2432,0,0,6350,0.3,5,4.44596e-17,99.7242,0,-2.83851e-10
1.4,32,192,1,1,8350,0.8,4,0,0.0082811,0,-2.2457e-11
1.4,61,256,0,0,7400,0.1,4,0,80.9727,0,-6.89732e-11
1.4,97,8768,1,1,1350,0.9,3,0,0.056928,0,-2.3869e-10
1.4,79,1472,0,1,4850,1,1,0,23.9631,0,-4.0355e-11
1.4,22,3328,1,1,750,1,10,0,0.016867,0,-6.509e-10
1.4,31,128,1,0,950,0.3,10,0,0.00038058,0,-1.2443e-10
1.4,98,192,1,1,5650,1,1,0,0.008766,0,5.6873e-11
1.4,96,384,0,0,2500,0.2,9,4.45064e-17,65.1945,0,-2.64296e-10
1.4,10,4160,1,0,2500,0.2,6,0,0.0027971,0,-4.0382e-10
1.4,47,2560,0,1,3900,1,5,0,97.1199,0,-2.94551e-10
1.4,82,896,1,0,10000,0,2,4.0349e-17,0.0039619,0,6.7308e-09
1.4,52,3776,0,0,800,0.9,3,0,10.8811,0,-1.90389e-10
1.4,35,128,0,1,1000,0.6,9,0,36.1852,0,-8.68415e-11
1.4,39,3968,1,1,550,0.7,6,0,0.021752,0,-3.9092e-10
1.4,96,2688,0,0,1800,0.4,2,0,12.262,0,-1.18086e-10
1.4,48,3776,0,0,1600,0.7,9,0,59.4904,0,-5.8815e-10
1.4,76,256,0,0,1150,0,2,0,5.6066,0,-1.007e-11
1.4,97,256,0,1,2200,0.6,8,0,70.4419,0,-1.86395e-10
1.4,97,704,1,0,7400,0.9,10,0,0.0035318,0,-3.9914e-10
1.4,39,576,1,1,6550,1,10,5.7456e-17,0.010798,0,-3.67e-10
1.4,91,128,0,0,700,0.4,8,0,19.6366,0,-6.48241e-11
1.4,88,512,1,1,1750,0.9,10,0,0.011857,0,-3.5582e-10
1.4,38,1088,1,0,3250,0.6,9,0,0.002368,0,-4.2147e-10
1.4,60,448,0,0,1450,1,4,4.44533e-17,28.7194,0,-1.0995e-10
1.4,54,320,0,0,2400,0.7,3,0,30.8253,0,-5.47748e-11
1.4,60,5184,1,1,950,0.6,8,4.4608e-17,0.033112,0,2.8219e-08
1.4,1,1792,1,0,950,1,3,0,0.00032587,0,-1.5503e-10
1.4,31,2432,0,0,2350,0.4,5,4.44596e-17,40.0697,0,-2.83851e-10
1.4,19,192,1,0,1350,0.8,2,0,0.00036483,0,3.0437e-11
1.4,55,5632,1,0,1100,0.2,7,0,0.019849,0,-5.0549e-10
1.4,13,256,1,0,1050,0.3,6,0,0.00037219,0,-1.2358e-10
1.4,17,128,0,1,7850,1,4,0,158.1363,0,2.880833e-11
1.4,55,576,1,0,1150,0.4,8,0,0.0017076,0,-2.8637e-10
1.4,15,704,1,0,4550,0.3,5,5.6505e-17,0.00073928,0,-1.8711e-10
1.4,66,2560,0,0,1750,0.9,10,0,82.5745,0,-6.07523e-10
1.4,58,5184,0,1,7400,0.6,4,7.668198e-17,117.0405,0,-2.812349e-08
1.4,26,9984,1,1,6950,0.5,3,7.236e-17,0.017531,0,-2.3854e-10
1.4,48,128,0,1,1650,0.8,9,0,67.3751,0,-8.68415e-11
1.4,56,1536,1,1,2050,0.3,9,0,0.015696,0,-4.5464e-10
1.4,80,448,0,0,950,0.6,6,4.44533e-17,22.3041,0,-1.82781e-10
1.4,31,4928,0,0,7600,0.9,3,4.654115e-17,105.218,0,1.394235e-08
1.4,24,7680,1,0,700,0.7,6,0,0.012209,0,-4.5772e-10
1.4,13,256,1,0,1100,1,1,0,0.00037045,0,2.6303e-11
1.4,80,3968,0,1,550,0,8,0,10.5353,0,-5.33419e-10
1.4,78,9600,1,1,8850,0.1,7,0,0.05015,0,-5.639e-10
1.4,39,1344,1,1,950,0,3,0,0.013905,0,-1.4439e-10
1.4,69,832,0,1,1300,0.9,9,4.44675e-17,55.5204,0,-3.82286e-10
1.4,31,4544,0,1,2150,0.1,6,0,34.6434,0,-4.07053e-10
1.4,16,7040,1,0,900,0.5,3,0,0.0075495,0,-2.2602e-10
1.4,67,192,1,0,800,0.2,10,0,0.00072045,0,-1.8261e-10
1.4,21,6720,0,0,8350,0.1,8,0,180.0624,0,-6.039628e-10
1.4,67,3200,0,0,4150,0.4,3,0,43.1494,0,-1.87542e-10
1.4,89,2688,1,0,3450,0,8,3.3722e-17,0.014387,0,-2.2638e-08
1.4,99,2816,1,1,8600,0.1,10,4.4545e-17,0.028395,0,-6.1194e-10
1.4,49,576,1,0,950,0.5,9,0,0.0015467,0,-3.256e-10
1.4,73,5632,0,0,550,0.5,6,0,12.1839,0,-4.30075e-10
1.4,79,4544,1,1,1350,0.6,9,0,0.034949,0,-6.2567e-10
1.4,17,1728,1,0,1100,1,2,0,0.0018435,0,-9.9825e-11
1.4,100,3072,1,0,700,0.1,8,0,0.018149,0,-4.8929e-10
1.4,35,640,0,1,3150,0.1,1,0,8.6911,0,-2.1358e-11
1.4,25,192,0,0,1200,0.6,8,0,37.4125,0,-1.28806e-10
1.4,52,2560,0,0,1600,0.3,5,0,25.5782,0,-2.94551e-10
1.4,46,384,1,1,8850,0.9,3,0,0.0098306,0,-5.9731e-11
1.4,61,1408,1,1,1500,0.8,8,0,0.015691,0,-4.036e-10
1.4,70,384,0,0,700,0.4,10,0,23.543,0,-3.03547e-10
1.4,23,448,1,0,6350,0.8,9,0,0.000694,0,-2.9206e-10
1.4,90,6144,0,1,5150,0,3,0,37.391,0,-2.14458e-10
1.4,46,960,1,0,700,0.2,3,0,0.0024332,0,-1.1833e-10
1.4,8,2432,1,1,2200,0.3,6,4.452e-17,0.01289,0,-3.4355e-10
1.4,93,3456,0,1,7850,0.5,4,0,115.7916,0,-2.548018e-10
1.4,34,384,0,0,1150,1,5,0,28.0697,0,-1.27847e-10
1.4,70,256,0,0,1700,0.6,9,0,61.3526,0,-2.10929e-10
1.4,91,256,1,0,1250,0.8,10,0,0.0012057,0,-2.5654e-10
1.4,36,1152,1,1,1100,0.6,3,0,0.012909,0,-1.3026e-10
1.4,14,3456,1,1,4050,0.4,2,0,0.015371,0,-1.2709e-10
1.4,96,128,1,1,800,0.5,5,0,0.0081643,0,2.0993e-13
1.4,94,1088,1,0,1400,1,8,5.5733e-17,0.0055154,0,-3.7576e-10
1.4,83,1088,1,1,3700,0.2,4,5.5733e-17,0.015435,0,-1.8039e-10
1.4,49,8384,1,1,8600,1,5,0,0.027619,0,-3.9624e-10
1.4,77,896,1,0,3900,0.3,3,0,0.0036771,0,-1.1733e-10
1.4,26,8768,1,1,9700,0.7,3,0,0.015426,0,-2.3869e-10
1.4,52,1024,0,1,3000,0.1,10,0,81.6497,0,-4.60808e-10
1.4,61,3776,1,1,6000,0.2,3,0,0.026286,0,-1.9039e-10
1.4,60,256,1,1,750,0.4,3,0,0.0093725,0,-3.3503e-11
1.4,29,2560,1,0,3000,0.1,3,0,0.004561,0,-1.7437e-10
1.4,6,256,1,0,650,0.4,1,0,0.00029579,0,2.6303e-11
1.4,18,9600,1,1,9400,0.1,1,4.4429e-17,0.011744,0,-7.8327e-11
1.4,2,9152,0,0,1850,0.2,5,7.30816e-17,26.9606,0,-4.02066e-10
1.4,70,896,0,0,6750,1,4,4.034899e-17,132.9162,0,5.645068e-09
1.4,98,6144,1,1,6150,0,6,0,0.051282,0,-4.3464e-10
1.4,100,384,0,0,1300,0.6,3,0,15.0926,0,-5.97308e-11
1.4,71,832,1,0,6000,0.9,3,4.4429e-17,0.0031837,0,-1.1681e-10
1.4,74,2368,1,1,10000,0.8,9,0,0.02172,0,-5.1841e-10
1.4,36,4352,1,0,1800,1,7,4.4591e-17,0.0098928,0,-4.7801e-10
1.4,2,8384,0,1,1750,0.9,9,0,73.7656,0,-7.26064e-10
1.4,49,192,0,1,3050,0.6,7,0,83.0389,0,-1.01806e-10
1.4,40,128,0,1,1100,0,8,0,21.8432,0,-6.48241e-11
1.4,36,3648,1,0,5650,1,10,0,0.0081116,0,-6.5366e-10
1.4,94,6144,1,1,2700,0.9,3,0,0.049723,0,-2.1446e-10
1.4,79,768,1,1,750,0.4,1,4.4419e-17,0.013017,0,-2.123e-11
1.4,52,1856,0,0,8850,0.9,9,3.424047e-17,370.1297,0,-9.422069e-09
1.4,9,128,1,0,8100,1,2,0,0.00027511,0,7.1763e-11
1.4,88,768,0,1,750,0.5,8,0,21.7314,0,-3.15618e-10
1.4,96,8000,0,1,3250,0.7,7,2.90252e-17,93.4701,0,-5.55471e-10
1.4,5,2432,1,1,1750,0.3,2,4.9493e-17,0.012484,0,1.0169e-09
1.4,75,512,0,1,3900,0.5,9,0,131.2634,0,-3.167752e-10
1.4,90,9984,0,0,750,0.4,9,7.32628e-17,22.8639,0,-7.30324e-10
1.4,69,448,0,0,1450,0.2,4,4.44533e-17,17.1101,0,-1.0995e-10
1.4,20,896,0,0,2050,0.4,1,0,7.0124,0,-2.7332e-11
1.4,16,2368,1,0,1400,0.6,6,0,0.0023748,0,-3.4332e-10
1.4,85,192,1,0,4550,1,5,0,0.00085147,0,-4.8929e-11
