Topology,lambda_parallel_instances,lambda_allocated_memory,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,car_cache,latency,cost,reliability,scalability
1.4,42,7360,0,0,2700,0.8,8,2.89426e-17,94.7244,0,-6.18728e-10
1.4,39,6720,0,1,1050,0.4,1,0,3.6886,0,-7.6451e-11
1.4,55,576,1,1,2900,0.2,9,0,0.011228,0,-3.256e-10
1.4,2,320,1,0,4300,0.2,5,4.4484e-17,0.00026085,0,-1.1434e-10
1.4,29,256,0,1,550,0.6,3,0,6.5457,0,-3.3503e-11
1.4,40,960,1,0,1600,0.9,2,0,0.0021447,0,-7.3337e-11
1.4,5,2560,0,1,850,0.6,6,4.45009e-17,20.0422,0,-3.57147e-10
1.4,50,960,0,0,4400,1,6,0,128.5621,0,-2.540082e-10
1.4,65,2560,1,0,2000,0.1,1,0,0.0099357,0,-5.7715e-11
1.4,55,2432,1,1,600,0.8,2,4.9493e-17,0.019476,0,1.2276e-08
1.4,9,128,0,0,1600,0.3,2,0,10.2857,0,7.17632e-11
1.4,64,192,1,1,1900,0.4,5,0,0.0085169,0,-4.8929e-11
1.4,88,1280,0,0,800,0.3,4,0,10.2017,0,-2.01825e-10
1.4,56,256,1,0,3450,0.4,8,0,0.00083157,0,-1.864e-10
1.4,25,256,0,1,9400,1,5,0,236.8549,0,-9.603722e-11
1.4,21,640,1,1,6750,1,2,1.0031e-16,0.010741,0,-6.2568e-11
1.4,13,320,0,1,950,0.6,2,0,7.479,0,-1.9851e-11
1.4,58,960,1,0,1500,0.1,1,0,0.0030082,0,-2.8334e-11
1.4,91,832,1,0,2900,0.4,7,4.452e-17,0.0040807,0,6.716e-09
1.4,5,128,0,1,4050,0.6,3,0,48.9745,0,5.2109e-11
1.4,64,128,1,0,2350,1,8,0,0.00053483,0,-6.4824e-11
1.4,97,3456,0,0,2350,0.2,5,0,34.5086,0,-3.197e-10
1.4,15,1280,0,0,1500,0.1,7,0,28.4252,0,-3.42828e-10
1.4,23,1664,0,1,5300,0.1,5,3.59027e-17,71.6895,0,-3.80498e-09
1.4,15,192,1,0,4400,0,2,0,0.00033539,0,3.0437e-11
1.4,85,4736,0,0,2500,0.2,10,0,72.5065,0,-6.98455e-10
1.4,29,8384,1,1,2550,0.8,3,0,0.016438,0,-2.377e-10
1.4,12,576,0,0,9400,0.6,6,0,220.923,0,-2.078109e-10
1.4,45,896,0,1,1750,0.7,1,0,7.3241,0,-2.7332e-11
1.4,18,192,0,0,2000,0.1,6,0,31.9816,0,-7.64759e-11
1.4,68,5632,1,1,950,0.1,10,0,0.037408,0,-7.2158e-10
1.4,90,640,0,0,500,0.8,9,0,20.4648,0,-3.45896e-10
1.4,92,576,0,1,3800,1,7,5.632957e-17,130.9445,0,-2.464701e-10
1.4,93,7360,1,0,8600,0.1,9,0,0.044723,0,-6.8749e-10
1.4,11,6464,1,1,2000,0.5,6,0,0.0048543,0,-4.5144e-10
1.4,70,1536,0,0,3350,0.5,2,0,24.1082,0,-9.19871e-11
1.4,83,4928,0,0,6550,0.3,3,4.65412e-17,61.6476,0,3.76699e-08
1.4,87,4352,0,1,700,0.9,9,4.44614e-17,29.6352,0,-6.11036e-10
1.4,46,192,0,0,4400,0.5,6,0,96.2465,0,-7.64759e-11
1.4,92,320,0,0,950,0.2,3,0,8.408,0,-5.4775e-11
1.4,14,256,0,1,6550,0.8,6,0,177.9614,0,-1.23584e-10
1.4,24,384,0,1,4300,0.8,3,0,56.4832,0,-5.97308e-11
1.4,80,1152,0,1,900,0.3,3,0,8.5186,0,-1.3026e-10
1.4,88,256,1,1,4700,0.8,7,0,0.0096725,0,-1.529e-10
1.4,78,640,1,1,6550,1,9,0,0.012507,0,-3.459e-10
1.4,42,1792,1,1,850,0.5,5,3.8779e-17,0.015651,0,6.7054e-09
1.4,85,1600,0,0,3550,0.2,5,0,51.0215,0,-2.74244e-10
1.4,75,2368,0,1,1450,0,8,0,28.154,0,-4.60059e-10
1.4,72,192,1,0,7400,0.9,6,0,0.00075609,0,-7.6476e-11
1.4,85,192,0,0,4050,0.3,8,0,101.9793,0,-1.288065e-10
1.4,54,512,1,1,2400,0.1,1,0,0.011041,0,-1.2625e-11
1.4,68,2944,1,1,1700,0.2,4,4.4451e-17,0.023805,0,-2.3976e-10
1.4,89,1728,1,1,1000,0.3,3,0,0.019907,0,-1.544e-10
1.4,92,4352,1,0,5650,0.4,6,0,0.024921,0,-4.0632e-10
1.4,29,2944,0,1,6150,0,10,0,149.0971,0,-6.126318e-10
1.4,14,256,1,0,9400,0.7,10,0,0.00038432,0,-2.5654e-10
1.4,15,192,1,1,550,0.1,2,0,0.0081554,0,3.0437e-11
1.4,29,5632,0,1,8100,1,10,0,398.1573,0,-7.215846e-10
1.4,6,768,0,0,7850,0.3,6,0,148.0475,0,-2.345375e-10
1.4,81,2944,1,0,6750,0,8,4.4451e-17,0.01414,0,-4.889e-10
1.4,72,256,1,0,7850,0.2,7,0,0.0010019,0,-1.529e-10
1.4,64,256,0,0,8350,0.5,10,0,313.6115,0,-2.565388e-10
1.4,22,2112,1,0,6150,0.1,3,0,0.0028623,0,-1.7205e-10
1.4,35,384,0,1,3250,0.6,6,4.44718e-17,76.1209,0,-1.61134e-10
1.4,41,1408,1,0,650,1,1,0,0.0033054,0,-4.0083e-11
1.4,65,3200,0,1,8100,0.6,5,0,160.6731,0,-3.108869e-10
1.4,80,448,1,1,2500,0.9,3,4.4453e-17,0.011021,0,-7.4186e-11
1.4,48,6720,1,0,6550,0.4,5,0,0.021197,0,-3.7669e-10
1.4,45,512,1,1,1400,1,4,0,0.010827,0,-1.2499e-10
1.4,94,256,1,1,2250,0,8,0,0.0097369,0,-1.864e-10
1.4,36,5184,0,1,1550,0.7,4,7.6682e-17,26.1182,0,-1.75634e-08
1.4,95,5184,1,0,6950,0.4,8,4.4608e-17,0.031835,0,4.5019e-08
1.4,82,9984,0,0,1850,0.9,4,7.24721e-17,33.9605,0,-3.19076e-10
1.4,13,7040,0,1,5800,0.2,10,0,169.8564,0,-7.686223e-10
1.4,45,320,0,1,6950,0.8,3,0,94.1021,0,-5.47748e-11
1.4,99,128,0,1,600,0,6,0,9.0496,0,-1.7195e-11
1.4,66,384,1,1,2350,0.7,4,4.4472e-17,0.010164,0,-9.3945e-11
1.4,62,448,0,1,550,0.4,1,4.4418e-17,1.836,0,-1.0672e-12
1.4,30,320,1,1,4300,0.3,6,1.0039e-16,0.0094897,0,-1.5955e-10
1.4,36,8000,0,0,6750,0,3,0,48.643,0,-2.49429e-10
1.4,14,448,0,1,3350,1,4,4.44533e-17,66.0378,0,-1.0995e-10
1.4,43,1088,1,1,1800,0.4,10,0,0.01319,0,-4.6573e-10
1.4,59,704,1,1,5300,0,4,5.6018e-17,0.012096,0,-1.4576e-10
1.4,77,320,0,0,500,0.2,5,4.4484e-17,7.4737,0,-1.1434e-10
1.4,69,960,0,1,600,0.1,9,0,14.5042,0,-3.94138e-10
1.4,69,1216,1,1,500,0.5,4,4.4485e-17,0.015101,0,-1.7937e-10
1.4,6,2944,1,1,700,0.3,9,4.4451e-17,0.013161,0,-5.5218e-10
1.4,68,384,0,0,4700,0.4,10,0,159.3615,0,-3.035472e-10
1.4,9,128,1,0,4850,0.7,5,0,0.00027594,0,2.0993e-13
1.4,25,1280,1,1,1550,0.4,10,0,0.012821,0,-4.9231e-10
1.4,90,3200,0,0,650,0.2,2,0,3.7147,0,-1.3064e-10
1.4,37,2560,0,1,2000,0.5,1,0,7.4057,0,-5.7715e-11
1.4,14,128,0,1,8350,0,1,0,20.9068,0,9.65064e-11
1.4,67,1536,0,1,2000,0.6,4,0,31.0628,0,-1.954e-10
1.4,14,7360,1,1,950,0.4,8,2.8943e-17,0.0069286,0,-6.1873e-10
1.4,3,1728,0,0,750,0.1,6,0,12.2318,0,-3.17502e-10
1.4,42,448,0,0,7400,0.4,8,4.454789e-17,203.4725,0,-2.558665e-10
1.4,27,384,0,1,3150,1,10,0,153.7349,0,-3.035472e-10
1.4,81,1856,1,1,2000,0.2,8,0,0.019718,0,-4.3173e-10
1.4,60,128,1,1,2200,0.6,8,0,0.0079961,0,-6.4824e-11
1.4,7,256,1,1,8350,0.3,9,0,0.0088092,0,-2.1093e-10
1.4,82,4928,0,1,7850,0.6,1,0,30.4099,0,-6.52052e-11
1.4,28,256,1,0,1850,0.7,6,0,0.00053219,0,-1.2358e-10
1.4,18,192,0,0,8350,0.7,2,0,69.0922,0,3.04369e-11
1.4,78,768,1,0,2650,1,7,4.4509e-17,0.0031222,0,-2.7373e-10
1.4,89,576,0,1,10000,0.5,4,0,146.8007,0,-1.292675e-10
1.4,61,3776,0,0,1600,0,5,0,19.3371,0,-3.20677e-10
1.4,69,1152,1,0,4150,1,8,0,0.0043363,0,-3.7102e-10
1.4,14,2368,0,1,1650,1,2,4.44315e-17,16.3363,0,-1.08816e-10
1.4,57,960,0,1,1300,0.8,1,0,5.7409,0,-2.8334e-11
1.4,63,2048,0,1,6750,0.8,10,0,302.108,0,-5.680913e-10
1.4,65,9984,1,0,500,0.9,4,7.2472e-17,0.04349,0,-3.1908e-10
1.4,27,192,0,0,6150,0.8,10,0,269.4291,0,-1.826062e-10
1.4,72,576,1,1,8100,0.1,3,0,0.011682,0,-9.0001e-11
1.4,33,576,1,1,500,0.5,6,0,0.010635,0,-2.0781e-10
1.4,40,7360,1,1,2800,0.2,8,2.8943e-17,0.019367,0,-6.1873e-10
1.4,24,1600,1,0,4850,0.6,8,0,0.0023393,0,-4.1779e-10
1.4,74,8768,1,1,3000,0.6,10,0,0.04349,0,-7.9786e-10
1.4,45,2688,0,1,800,0,4,0,7.9766,0,-2.3889e-10
1.4,33,256,0,1,3150,0.5,3,0,35.5337,0,-3.35029e-11
1.4,98,2944,1,0,2050,0.8,2,4.442e-17,0.017056,0,-1.1702e-10
1.4,80,5632,0,0,600,0.5,9,0,19.7851,0,-6.48036e-10
1.4,35,832,0,1,2500,0.8,2,0,22.5174,0,-7.26026e-11
1.4,90,960,0,0,6750,1,1,0,32.8987,0,-2.83341e-11
1.4,95,7360,1,0,1900,0.4,2,0,0.045674,0,-1.4989e-10
1.4,88,1088,1,1,2550,0.6,3,0,0.015715,0,-1.3054e-10
1.4,60,5632,1,1,600,1,5,0,0.034551,0,-3.5937e-10
1.4,7,256,0,0,4550,0.9,9,0,195.5786,0,-2.109286e-10
1.4,68,4160,0,1,600,0.8,4,0,10.7603,0,-2.68498e-10
1.4,83,3072,0,0,1350,0.5,6,0,29.2198,0,-3.63936e-10
1.4,41,3456,0,0,850,0.4,4,0,11.6064,0,-2.54802e-10
1.4,2,2560,1,1,1850,0.6,7,4.4531e-17,0.012432,0,-4.178e-10
1.4,36,512,1,0,8350,0.6,2,0,0.0010912,0,-5.65e-11
1.4,94,960,1,1,1150,0.5,1,0,0.014936,0,-2.8334e-11
1.4,16,576,1,0,2650,0.4,8,0,0.00065926,0,-2.8637e-10
1.4,99,896,0,0,1350,0.3,10,0,42.6829,0,-4.33023e-10
1.4,51,1600,0,0,5300,0.5,10,4.331232e-17,191.7572,0,-8.08336e-09
1.4,54,768,1,1,8600,0.8,2,0,0.012089,0,-6.3275e-11
1.4,29,320,0,1,6350,0.8,6,1.003853e-16,172.3118,0,-1.595472e-10
1.4,52,448,1,1,5150,0.9,1,4.4418e-17,0.010455,0,-1.0672e-12
1.4,62,320,1,1,6350,0,6,1.0039e-16,0.0099334,0,-1.5955e-10
1.4,37,192,0,0,1000,1,9,0,43.7485,0,-1.57438e-10
1.4,4,8768,1,0,1300,0.7,1,0,0.0025645,0,-7.8348e-11
1.4,25,448,1,1,700,0.1,5,4.4489e-17,0.0099127,0,-1.4629e-10
1.4,16,8000,0,0,550,0.9,8,2.86741e-17,20.4185,0,-6.14989e-10
1.4,21,576,1,1,600,0.1,2,0,0.010311,0,-5.1233e-11
1.4,86,1600,0,1,650,0,6,0,9.3208,0,-2.9959e-10
1.4,36,832,0,1,1100,0,10,0,27.1547,0,-4.28021e-10
1.4,50,320,1,0,2500,0.1,10,0,0.00092833,0,-2.806e-10
1.4,95,1088,0,1,4850,0.5,9,0,161.5422,0,-4.21465e-10
1.4,84,1600,1,0,5150,0.9,10,4.3312e-17,0.0077325,0,-1.2972e-08
1.4,14,1984,1,0,1900,0.3,5,0,0.0017532,0,-2.6493e-10
1.4,68,384,1,1,7850,0.5,4,4.4472e-17,0.010197,0,-9.3945e-11
1.4,70,3456,1,0,5300,0.1,9,0,0.014748,0,-5.8693e-10
1.4,13,1088,1,1,1150,0.3,6,0,0.011501,0,-2.7298e-10
1.4,94,448,1,0,4850,0.2,6,4.4453e-17,0.0021242,0,-1.8278e-10
1.4,60,384,0,1,1500,0,7,5.68251e-17,25.3828,0,-1.963e-10
1.4,18,2048,0,1,600,0.3,7,0,13.5683,0,-3.93305e-10
1.4,99,960,0,0,2700,0,10,0,65.19,0,-4.44515e-10
1.4,46,5632,1,1,1450,0.8,6,0,0.029558,0,-4.3007e-10
1.4,69,1664,1,1,1950,0.2,4,0,0.017765,0,-2.0676e-10
1.4,3,128,1,0,5450,0.8,3,0,0.0002472,0,5.2109e-11
1.4,50,5376,1,0,9400,0.5,9,Inf,0.025322,0,-Inf
1.4,82,1472,0,0,5650,1,6,4.450278e-17,165.7688,0,-2.990832e-10
1.4,20,1408,0,0,900,0.8,5,8.20047e-17,20.1248,0,-2.45055e-10
1.4,48,2944,0,1,4550,0.6,6,4.445097e-17,106.3379,0,-3.635926e-10
1.4,23,6144,1,0,5150,0.7,10,0,0.0091807,0,-7.2239e-10
1.4,60,256,0,0,600,0.4,8,0,16.8179,0,-1.86395e-10
1.4,39,128,0,1,4850,0,4,0,48.3668,0,2.88083e-11
1.4,50,512,1,1,3800,1,7,0,0.010948,0,-2.4466e-10
1.4,58,9984,0,0,9150,0.4,7,7.371932e-17,216.0762,0,-5.788242e-10
1.4,41,9984,1,0,1750,0.4,8,0,0.027519,0,-6.564e-10
1.4,4,4160,0,0,1900,0.9,8,0,71.4637,0,-5.4626e-10
1.4,94,320,1,0,600,1,1,4.4418e-17,0.0015351,0,9.9414e-12
1.4,23,128,0,1,550,0.9,3,0,7.798,0,5.2109e-11
1.4,43,2240,1,0,9150,0.8,1,0,0.0056844,0,-5.087e-11
1.4,18,320,0,1,550,1,2,0,5.6086,0,-1.9851e-11
1.4,36,384,1,1,1250,0.8,1,0,0.0096634,0,7.8569e-12
1.4,27,7680,1,0,9150,0.4,6,0,0.013707,0,-4.5772e-10
1.4,74,1472,1,1,3450,0.3,10,4.4645e-17,0.01692,0,-5.142e-10
1.4,89,192,1,1,2900,0.8,8,0,0.0087018,0,-1.2881e-10
1.4,13,2048,1,0,2200,0.2,8,0,0.0017421,0,-4.5561e-10
1.4,41,8768,1,0,900,0,6,4.4483e-17,0.024197,0,-4.7942e-10
1.4,27,1664,0,1,850,0.7,2,0,7.077,0,-1.0057e-10
1.4,48,3328,1,1,8850,0.2,7,0,0.022057,0,-4.4772e-10
1.4,75,5376,1,1,500,0,6,4.4486e-17,0.038687,0,-4.291e-10
1.4,34,1792,0,1,6750,0.1,4,0,72.5045,0,-2.08701e-10
1.4,9,256,1,1,4550,0,5,0,0.0088292,0,-9.6037e-11
1.4,56,640,0,1,3800,0.4,5,4.44534e-17,66.4074,0,-1.80583e-10
1.4,54,128,0,0,750,1,9,0,33.974,0,-8.68415e-11
1.4,93,5888,0,0,550,0.8,4,0,9.7112,0,-2.8722e-10
1.4,20,2560,0,0,8600,0.9,9,0,365.6903,0,-5.45586e-10
1.4,13,320,1,1,1150,0.3,4,0,0.009253,0,-8.1496e-11
1.4,42,192,1,1,3550,1,2,0,0.0083541,0,3.0437e-11
1.4,52,1344,0,1,1700,0.7,7,0,50.0621,0,-3.46434e-10
1.4,31,4928,1,1,3150,0.4,2,4.4443e-17,0.022225,0,-1.3395e-10
1.4,98,2816,1,0,1050,0.9,8,4.4453e-17,0.016329,0,-4.8819e-10
1.4,88,384,1,1,6950,0,3,0,0.010529,0,-5.9731e-11
1.4,86,8384,0,0,600,0.6,5,0,11.6705,0,-3.9624e-10
1.4,20,320,0,0,850,0.7,6,1.00385e-16,21.484,0,-1.59547e-10
1.4,95,2112,0,0,500,0.2,5,0,7.3745,0,-2.9193e-10
1.4,34,256,0,0,5450,0.3,8,0,141.3899,0,-1.863955e-10
1.4,45,448,0,0,600,0.8,4,4.44533e-17,10.6939,0,-1.0995e-10
1.4,6,576,1,0,1250,0.5,6,0,0.00038959,0,-2.0781e-10
1.4,80,192,1,1,4850,0.1,2,0,0.0086338,0,3.0437e-11
1.4,31,640,1,1,5150,0.7,5,4.4453e-17,0.011051,0,-1.8058e-10
1.4,40,1408,1,0,7850,0.5,1,0,0.0032303,0,-4.0083e-11
1.4,35,1408,1,1,3700,0.7,6,4.4521e-17,0.013738,0,-2.9552e-10
1.4,29,3776,1,0,700,0.9,2,0,0.0067954,0,-1.2552e-10
1.4,77,128,1,0,1950,0,3,0,0.00059451,0,5.2109e-11
1.4,75,7360,1,0,1400,0.9,2,0,0.036106,0,-1.4989e-10
1.4,86,1024,1,1,2400,0.9,2,0,0.01532,0,-8.3678e-11
1.4,28,256,1,1,3350,0.8,2,0,0.0090309,0,-1.007e-11
1.4,98,192,1,0,6950,0.6,9,0,0.00094834,0,-1.5744e-10
1.4,72,8384,0,0,650,1,10,0,32.1548,0,-7.95768e-10
1.4,94,2560,0,1,1700,0.7,3,0,21.2881,0,-1.74372e-10
1.4,100,192,1,1,1650,0.9,4,0,0.0087816,0,-2.2457e-11
1.4,45,5888,1,0,5450,0.7,7,0,0.017011,0,-5.1785e-10
1.4,41,256,0,0,850,0.2,10,0,25.5378,0,-2.56539e-10
1.4,61,1792,0,1,500,0.1,7,0,9.4494,0,-3.7243e-10
1.4,91,704,1,1,600,0.3,10,0,0.013188,0,-3.9914e-10
1.4,57,5184,1,1,8600,0.7,1,4.4426e-17,0.031863,0,-7.1306e-11
1.4,30,320,0,0,1050,0.2,6,1.00385e-16,18.6819,0,-1.59547e-10
1.4,33,448,0,1,750,0.7,1,4.4418e-17,3.0582,0,-1.0672e-12
1.4,90,1088,1,0,4050,0.8,7,0,0.00529,0,-3.2094e-10
1.4,56,1216,0,1,1150,0.1,9,1.08537e-16,27.4662,0,5.88119e-09
1.4,19,832,0,1,5650,0,6,4.63655e-17,83.6203,0,1.21456e-09
1.4,41,128,0,0,7150,0.2,10,0,214.128,0,-1.244346e-10
1.4,51,4736,0,0,7150,0.8,8,4.442172e-17,250.9827,0,-5.506825e-10
1.4,41,3072,0,1,2500,0.4,1,0,8.4452,0,-5.6041e-11
1.4,85,2240,0,1,1150,0.1,4,0,12.2021,0,-2.24157e-10
1.4,12,9600,1,0,1600,0.7,2,4.4464e-17,0.0079051,0,-1.5833e-10
1.4,3,320,0,1,900,0,1,4.4418e-17,2.1821,0,9.9414e-12
1.4,36,4928,0,0,850,1,10,0,41.1925,0,-6.98606e-10
1.4,96,8384,0,0,1600,0.9,10,0,74.9877,0,-7.95768e-10
1.4,64,448,0,0,4700,0.7,6,4.445331e-17,118.2348,0,-1.827808e-10
1.4,84,960,0,1,3350,0,1,0,8.1615,0,-2.8334e-11
1.4,6,192,0,1,650,0.5,10,0,23.5537,0,-1.82606e-10
1.4,51,320,1,1,3800,0,3,0,0.0097796,0,-5.4775e-11
1.4,5,1152,1,1,1850,0.6,3,0,0.011064,0,-1.3026e-10
1.4,68,512,1,0,800,0,8,0,0.0018583,0,-2.7494e-10
1.4,84,640,0,0,7400,0.2,8,4.445337e-17,176.4097,0,-3.105544e-10
1.4,49,4160,0,1,5650,0.8,9,0,226.5331,0,-6.09477e-10
1.4,56,4160,1,1,600,0.2,8,0,0.027179,0,-5.4626e-10
1.4,11,9152,1,1,1300,0.8,9,0,0.006944,0,-7.2999e-10
1.4,42,896,1,1,3150,0.3,9,0,0.012312,0,-3.9264e-10
1.4,77,384,1,0,700,0.7,1,0,0.0015057,0,7.8569e-12
1.4,21,5376,1,1,9150,0.8,8,4.4552e-17,0.020303,0,-5.8235e-10
1.4,80,448,0,0,950,0.3,7,0,21.082,0,-2.19193e-10
1.4,44,1472,0,1,5300,0,10,4.464451e-17,128.6391,0,-5.142046e-10
1.4,63,9152,1,0,1900,0.3,2,3.5838e-17,0.039145,0,5.3229e-08
1.4,88,576,0,1,1650,0.5,9,0,54.5188,0,-3.25602e-10
1.4,69,2240,1,1,1300,0,10,0,0.02055,0,-5.7344e-10
1.4,10,5632,1,1,3800,0.6,5,0,0.016716,0,-3.5937e-10
1.4,33,192,0,1,650,0.1,3,0,5.1349,0,3.9909e-12
1.4,83,1472,0,1,6950,0.6,6,4.450278e-17,162.8713,0,-2.990832e-10
1.4,72,576,1,0,5450,0.3,2,0,0.002162,0,-5.1233e-11
1.4,55,2240,1,1,800,0.8,8,0,0.018772,0,-4.5931e-10
1.4,86,1408,1,0,2200,1,2,4.4437e-17,0.0066852,0,-9.0965e-11
1.4,34,128,1,1,5650,0.4,9,0,0.0078743,0,-8.6841e-11
1.4,70,7040,1,1,500,0.9,2,0,0.032259,0,-1.4996e-10
1.4,27,256,1,1,4150,0.8,3,0,0.0090205,0,-3.3503e-11
1.4,92,512,0,0,750,0.6,7,0,20.7753,0,-2.44665e-10
1.4,25,1728,0,1,1350,0.5,3,0,14.9987,0,-1.54398e-10
1.4,43,1984,0,0,750,0,7,0,12.6141,0,-3.73584e-10
1.4,56,4352,0,1,1150,0.6,10,0,45.2,0,-6.79828e-10
1.4,58,9600,0,0,2250,0.7,7,0,64.8243,0,-5.63897e-10
1.4,100,384,1,0,1050,0.5,5,0,0.0018899,0,-1.2785e-10
1.4,31,256,0,1,3250,0.2,5,0,48.6321,0,-9.60372e-11
1.4,100,3072,0,1,3350,0.4,3,0,34.0706,0,-1.7936e-10
1.4,56,3456,0,0,2200,0.9,6,0,61.9688,0,-3.83944e-10
1.4,64,128,0,0,3800,0.8,2,0,34.2857,0,7.17632e-11
1.4,72,2560,0,1,2500,0.2,6,4.45009e-17,44.4182,0,-3.57147e-10
1.4,69,384,0,1,8100,0.4,4,4.447182e-17,109.9615,0,-9.394528e-11
1.4,67,8384,1,0,2700,0.8,9,0,0.037683,0,-7.2606e-10
1.4,93,768,0,0,500,1,10,0,24.4267,0,-4.11118e-10
1.4,78,4160,1,1,600,0,7,0,0.032822,0,-4.7672e-10
1.4,25,128,1,0,9700,0,2,0,0.00035021,0,7.1763e-11
1.4,97,5888,0,1,600,0.6,7,0,16.3786,0,-5.17849e-10
1.4,68,4928,1,0,650,0.5,4,4.4476e-17,0.020891,0,-2.7115e-10
1.4,25,128,0,1,1350,0.5,4,0,20.277,0,2.88083e-11
1.4,67,960,1,0,3900,0.5,1,0,0.0034402,0,-2.8334e-11
1.4,68,448,0,0,3900,0.8,9,0,155.5075,0,-2.92062e-10
1.4,43,1152,1,1,1750,0.3,4,4.4496e-17,0.013327,0,-1.7835e-10
1.4,47,2368,1,0,2900,0.9,2,4.4431e-17,0.0065321,0,-1.0882e-10
1.4,30,128,1,1,1650,0.3,10,0,0.0078559,0,-1.2443e-10
1.4,56,128,1,1,6750,0.8,2,0,0.0079757,0,7.1763e-11
1.4,40,9152,1,0,2650,1,5,7.3082e-17,0.024634,0,-4.0207e-10
1.4,87,256,0,0,600,0.5,10,0,22.4239,0,-2.56539e-10
1.4,29,192,0,0,2500,0.5,3,0,27.1543,0,3.9909e-12
1.4,68,192,0,1,1450,0.5,4,0,21.1383,0,-2.24572e-11
1.4,3,768,1,0,3150,1,1,4.4419e-17,0.0003354,0,-2.123e-11
1.4,31,1280,0,1,4400,0.8,7,0,138.5201,0,-3.428276e-10
1.4,4,2112,0,0,650,0.9,3,0,9.2043,0,-1.7205e-10
1.4,50,704,0,0,4050,0,8,4.45073e-17,79.1323,0,-3.13238e-10
