Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,lambda_parallel_instances,lambda_allocated_memory,latency,cost,reliability,scalability
2.2,7,1,1,8800,2,0.9,4400,181,2,85,7040,0,1.4525,0,0.00013145
2.2,2,0,1,5650,2,0.9,5550,396,1,23,5376,0,1.9099,0,0.00017341
2.2,7,1,0,9300,8,0.7,1300,416,10,17,7040,0,9.9205,0,3.2981e-05
2.2,7,0,1,7200,10,0,1550,181,8,5,2560,0,1.4994,0,0.00013627
2.2,5,1,0,2350,10,0.1,5950,26,8,63,960,0,0.77073,0,3.6178e-05
2.2,8,0,0,6450,3,0,9750,14,3,12,9152,0,0.67198,0,2.8941e-05
2.2,2,1,0,7350,10,0.8,2700,22,8,79,768,0,3.9069,0,6.9581e-05
2.2,9,0,0,3100,10,0.1,3900,40,9,16,1344,0,1.2673,0,2.772e-05
2.2,4,1,1,9950,4,0.4,6850,14,5,13,1152,0,1.568,0,0.00014247
2.2,10,1,1,6400,2,0.1,4450,255,8,61,3456,3.25128220437e-17,56294996.7324,0,-6254.99935634
2.2,6,0,1,6250,10,0.9,1300,31,1,16,3328,0,1.5208,0,0.00013811
2.2,4,1,0,6800,4,0.4,8050,35,4,88,6720,0,1.5751,0,4.3362e-05
2.2,8,0,0,2050,3,0.5,4100,9,10,11,4736,0,0.95135,0,2.8759e-05
2.2,10,1,0,2250,4,0.7,9350,17,10,82,256,0,1.7824,0,2.6282e-05
2.2,6,0,1,2700,9,0.7,4300,59,2,3,192,0,1.5197,0,0.00013804
2.2,2,1,0,7450,3,0.2,5250,8,1,59,5888,0,1.0348,0,7.0319e-05
2.2,3,1,1,6750,2,0.1,4800,33,6,63,448,0,1.6483,0,0.00014978
2.2,4,0,0,9600,2,0.7,6900,51,8,26,320,0,1.527,0,4.193e-05
2.2,8,1,0,8350,6,0.3,1850,28,7,8,4544,0,3.5946,0,2.89e-05
2.2,6,1,1,9750,10,0.7,1650,416,8,94,192,0,1.4683,0,0.00013337
2.2,8,0,0,5850,2,0,5700,12,2,90,384,0,0.63565,0,2.8719e-05
2.2,9,0,1,7400,1,0.8,4450,19,7,94,448,4.4631e-17,1.4626,0,0.00013287
2.2,10,0,1,6350,5,0.1,6700,326,6,62,512,0,1.4418,0,0.00013098
2.2,6,1,1,3300,6,0.4,5900,326,6,41,7040,0,1.4691,0,0.00013339
2.2,2,0,1,8300,4,0.5,2950,22,6,81,832,4.4468e-17,1.9099,0,0.0001736
2.2,6,1,1,5400,7,0.1,2500,83,7,87,256,0,1.468,0,0.00013344
2.2,8,1,1,6100,10,0.9,4000,68,3,50,4736,0,1.4218,0,0.000129
2.2,2,1,1,1300,10,1,9500,38,3,35,3968,0,1.8664,0,0.0001696
2.2,9,1,0,8300,8,0.3,5050,864,1,68,704,3.9027e-17,5.2665,0,2.786e-05
2.2,4,1,1,6750,2,0.6,1500,9,6,17,3968,0,1.5699,0,0.00014259
2.2,2,1,0,3500,4,0.9,6800,416,9,91,8000,0,1.351,0,6.9415e-05
2.2,7,0,1,2600,8,0.9,5150,44,3,23,384,0,1.5001,0,0.00013622
2.2,6,0,1,1950,5,0.8,3000,26,8,52,8000,0,1.5271,0,0.00013871
2.2,5,0,1,6350,7,0.6,7150,157,8,66,8768,0,1.5498,0,0.00014075
2.2,6,0,0,4400,2,0.3,6900,13,10,88,192,5.747469250135e-17,135107989.6128,0,-15011.9987248
2.2,7,0,1,2300,7,0.5,5150,35,10,8,576,0,1.4997,0,0.00013626
2.2,6,1,0,2100,2,0.3,7450,200,2,3,7360,0,0.54941,0,3.3366e-05
2.2,8,1,0,6450,5,0.7,5850,20,1,73,1280,0,4.7891,0,2.9137e-05
2.2,6,0,0,5250,3,0.9,9400,952,7,25,1088,0,2.3635,0,3.3024e-05
2.2,7,0,0,2300,3,0.8,500,10,9,14,512,0,1.207,0,3.1301e-05
2.2,3,0,0,9600,6,0.8,8550,79,1,33,320,0,4.2124,0,4.9083e-05
2.2,9,0,0,5700,3,0.1,3100,51,8,43,1728,3.8732e-17,0.96042,0,2.7783e-05
2.2,4,1,0,9750,5,0.5,6600,342,3,19,9152,0,2.9433,0,4.2376e-05
2.2,8,0,0,2450,7,0.2,3100,173,2,9,3328,3.2033e-17,1.1724,0,2.8581e-05
2.2,4,1,0,7650,7,0.3,9350,83,2,82,6720,0,2.2383,0,4.2673e-05
2.2,7,0,1,1250,4,1,8550,20,9,28,2112,0,1.5015,0,0.00013645
2.2,6,1,1,1450,9,0.8,4700,21,2,73,448,4.4524e-17,1.4691,0,0.00013348
2.2,6,1,1,9900,5,0.8,5550,1000,2,96,256,0,1.468,0,0.00013341
2.2,2,1,1,6800,6,0.1,7150,59,6,99,128,0,1.864,0,0.00016944
2.2,7,0,1,1250,4,0.2,1200,30,6,40,128,0,1.4997,0,0.00013628
2.2,2,1,0,7650,10,0.6,5050,14,6,70,2816,3.572e-17,3.2447,0,6.9953e-05
2.2,3,0,1,4700,7,1,6700,17,3,39,512,0,1.6959,0,0.00015415
2.2,6,1,0,6000,3,1,1550,79,8,83,640,5.9405e-17,2.6532,0,3.3455e-05
2.2,3,0,1,4600,9,0,4550,8,4,42,1472,0,1.6984,0,0.00015429
2.2,9,0,1,6900,9,1,8400,21,9,14,704,4.4545e-17,1.4619,0,0.00013269
2.2,2,1,0,7850,8,0.3,4400,117,5,12,3648,0,1.806,0,6.9435e-05
2.2,7,1,1,4950,9,0,3350,11,4,81,2816,4.597686342357e-17,157625988.4147,0,-17513.99841885
2.2,10,1,0,1750,1,0.6,8400,142,4,98,384,0,0.38925,0,2.6131e-05
2.2,10,1,0,9050,6,1,9400,14,8,67,3648,3.482463669242e-17,225179995.2539,0,-25019.99790304
2.2,2,1,1,8850,1,0.5,5150,135,10,76,6144,0,1.8179,0,0.00017496
2.2,2,0,0,2500,4,0.7,5050,22,9,23,3072,0,1.1233,0,6.8649e-05
2.2,7,0,1,9000,8,0.4,7300,784,10,57,128,0,1.4857,0,0.00013777
2.2,1,0,0,5900,7,0.9,7900,585,7,13,128,0,2.303,0,0.00011641
2.2,2,1,1,4750,9,0,800,51,4,32,384,0,1.864,0,0.00016944
2.2,9,0,0,7250,7,1,6800,31,8,8,448,0,12.5907,0,2.77828e-05
2.2,4,0,1,5850,1,0.7,3300,87,5,63,2240,0,1.6179,0,0.00014697
2.2,1,1,0,600,1,0.5,8100,243,3,41,2816,0,1.4792,0,0.00013601
2.2,3,1,0,6450,6,0.8,6200,481,2,96,2368,0,2.8952,0,4.9747e-05
2.2,9,0,1,5200,3,0.5,1850,12,6,98,256,0,1.4617,0,0.00013282
2.2,10,1,1,9250,6,1,3000,92,5,50,512,0,1.3891,0,0.0001262
2.2,7,0,0,7050,3,0.5,4150,377,2,67,512,0,2.148,0,3.1237e-05
2.2,4,0,1,3300,1,0.8,2400,65,4,54,704,0,1.6243,0,0.00014775
2.2,5,0,0,750,6,0.7,500,49,3,93,640,0,0.81034,0,3.5679e-05
2.2,9,0,0,750,2,0.7,8000,44,5,39,6464,3.1738e-17,0.5649,0,2.8062e-05
2.2,10,0,1,4800,6,1,2100,220,4,8,448,4.2405e-17,1.4427,0,0.00013093
2.2,8,1,1,1400,5,1,4500,14,3,67,4928,3.401084204947e-17,180143986.5255,0,-20015.99821404
2.2,4,1,0,8250,7,0.7,5950,8,9,76,192,0,4.6595,0,4.2461e-05
2.2,9,0,0,8000,6,0.3,4450,281,4,34,256,0,4.002,0,2.7733e-05
2.2,4,1,0,3100,3,0.9,5550,190,3,90,8768,0,1.1863,0,4.241e-05
2.2,5,1,1,2050,1,0.4,3750,310,2,97,320,0,1.4968,0,0.000136
2.2,6,1,1,6800,3,1,3950,19,6,49,384,0,1.4687,0,0.00013344
2.2,10,0,1,1750,4,0.4,4350,864,2,76,8000,0,1.446,0,0.00013097
2.2,6,0,0,6500,3,0.8,3600,72,5,34,2688,0,2.4832,0,3.311e-05
2.2,7,0,0,4600,10,0.1,700,220,8,25,6144,3.2477e-17,1.4082,0,3.1267e-05
2.2,6,1,0,1200,8,0.9,3750,557,9,20,2368,0,1.7195,0,3.3394e-05
2.2,1,1,1,9200,9,0.3,7800,281,1,51,448,0,2.4032,0,0.00021841
2.2,6,1,0,8200,7,0.5,9000,10,3,58,1152,0,4.9151,0,3.358e-05
2.2,8,0,1,9600,7,0.5,8150,23,9,72,4736,4.9929e-17,1.4793,0,0.00013427
2.2,2,1,1,8300,1,0.6,9900,359,3,40,192,5.1058439174e-17,2814751.631,0,312.75014353
2.2,2,0,1,4400,9,0.6,6950,106,1,40,896,0,1.9086,0,0.0001734
2.2,1,1,0,10000,1,0,2400,396,5,32,448,0,1.3597,0,0.00011841
2.2,10,1,0,6450,5,0.7,7250,18,6,54,1344,0,5.8759,0,2.6357e-05
2.2,5,1,1,5350,6,0.1,4950,17,8,99,7040,0,1.5216,0,0.00013821
2.2,5,1,0,8600,5,0.7,6750,11,7,24,1344,4.5644e-17,4.1208,0,3.6095e-05
2.2,2,1,1,3250,7,0.6,8300,27,3,27,320,0,1.8642,0,0.00016945
2.2,10,1,1,800,4,0.3,2500,952,4,71,960,3.8779e-17,1.3897,0,0.00012612
2.2,10,0,1,2800,1,0.2,4900,416,7,56,2432,0,1.442,0,0.00013099
2.2,4,0,1,3550,4,0.7,4200,62,3,76,3776,0,1.6198,0,0.00014714
2.2,5,0,1,4600,10,0.8,3900,49,2,67,256,0,1.5474,0,0.00014064
2.2,9,0,0,7850,1,0.9,7800,12,5,59,1792,0,0.7901,0,2.7976e-05
2.2,3,0,1,5100,2,0.3,1750,10,4,74,2240,0,1.7014,0,0.00015447
2.2,10,1,1,3800,3,1,2050,101,10,91,2240,3.78996796429e-17,28147499.0522,0,3127.49986859
2.2,2,1,1,8100,8,0,5300,49,9,19,192,5.8991e-17,1.864,0,0.00016943
2.2,5,1,1,7350,8,0.3,6900,14,10,48,1728,3.7478e-17,1.4996,0,0.00013623
2.2,7,0,0,2950,3,0.5,2500,44,2,51,2560,0,1.1091,0,3.1433e-05
2.2,5,1,1,600,10,0.5,6450,268,1,67,3648,0,1.5003,0,0.00013596
2.2,2,1,1,7400,9,0.6,9800,645,1,76,1152,0,1.8652,0,0.00016941
2.2,2,0,1,1100,7,1,7450,458,9,11,2944,0,1.9081,0,0.0001734
2.2,10,0,1,3150,1,0.5,8050,111,3,30,1728,0,1.4425,0,0.00013097
2.2,7,1,0,8900,10,1,3850,14,3,49,7040,0,16.9136,0,3.25379e-05
2.2,3,1,1,4650,9,0.1,4950,38,2,81,5184,4.4525e-17,1.6562,0,0.00015038
2.2,8,1,1,8100,8,0.6,750,51,2,30,2368,3.30336592412e-17,180143986.5147,0,-20015.99821493
2.2,9,0,0,5750,9,0,5200,72,9,65,448,0,0.65855,0,2.7792e-05
2.2,1,0,1,8800,5,0,7900,38,7,71,6144,0,2.4433,0,0.00022208
2.2,5,1,1,7050,6,0,3550,40,6,23,1216,0,1.497,0,0.00013605
2.2,9,0,0,5150,9,1,4450,10,9,91,192,0,11.7969,0,2.77501e-05
2.2,3,1,1,5750,1,0.8,4700,44,9,96,1664,0,1.6499,0,0.00014998
2.2,6,0,0,1150,5,0.6,3750,87,5,28,5184,4.2394e-17,0.96887,0,3.3188e-05
2.2,1,1,1,3550,9,0.3,2800,25,4,19,1536,0,2.404,0,0.00021852
2.2,9,0,1,7350,8,0,4300,614,6,40,9600,0,1.4632,0,0.00013282
2.2,8,1,1,2800,6,0.7,5800,51,8,78,512,0,1.4191,0,0.00012894
2.2,10,0,0,3350,8,0.4,9200,173,5,46,5888,0,3.5985,0,2.6095e-05
2.2,4,1,0,9250,2,0.3,3700,677,3,77,192,6.45731604995e-17,45035997.2719,0,-5003.99954357
2.2,7,0,1,4100,6,0.4,750,28,4,84,640,4.4591e-17,1.5012,0,0.00013638
2.2,10,1,1,4400,5,0.6,5550,92,1,85,4352,0,1.3948,0,0.00012617
2.2,1,1,1,9250,1,0.5,6150,9,1,98,512,0,2.4049,0,0.00021855
2.2,6,0,1,700,4,0.5,9850,106,7,36,9600,0,1.5223,0,0.00013827
2.2,2,0,1,4850,9,1,8800,56,4,59,4352,0,1.911,0,0.00017366
2.2,7,1,1,3550,10,0.5,7450,181,7,38,2816,0,1.4484,0,0.00013153
2.2,6,0,1,7350,2,0.9,2750,17,1,62,832,8.2949e-17,1.5217,0,0.00013813
2.2,9,1,0,4050,6,0,6250,14,2,51,1152,0,0.51819,0,2.8079e-05
2.2,5,1,1,6600,8,0.4,4250,129,1,84,192,0,1.4969,0,0.00013599
2.2,6,1,1,2550,3,0.9,9100,11,9,93,6464,0,1.4903,0,0.00013523
2.2,7,0,0,4050,6,0.2,9400,59,7,5,576,0,1.4515,0,3.1251e-05
2.2,3,0,0,8650,1,0.1,8100,59,10,53,9600,0,0.7235,0,4.9655e-05
2.2,10,1,0,9200,9,0.2,9150,342,5,83,704,5.6543340436e-17,7036879.4831,0,781.87496145
2.2,6,0,1,5000,10,0.7,4800,12,10,30,512,0,1.5201,0,0.00013816
2.2,6,1,0,3100,6,0.5,10000,243,8,71,3072,0,1.8178,0,3.3454e-05
2.2,8,1,0,8550,10,0.7,4400,18,5,91,1280,0,13.16,0,2.92332e-05
2.2,9,0,1,5450,10,0.3,9300,530,4,13,2368,0,1.4608,0,0.00013273
2.2,8,0,0,8600,5,0.9,8450,614,8,68,192,0,8.2906,0,2.8619e-05
2.2,1,1,1,9550,7,0.5,5100,530,9,61,1536,0,2.403,0,0.00021841
2.2,6,1,1,3250,10,0,5500,92,5,85,6144,3.71072608402e-17,16888500.075,0,1876.49997853
2.2,10,0,0,2350,7,0.8,3400,62,7,63,1664,0,3.9423,0,2.6041e-05
2.2,4,0,1,8750,7,0.6,4000,106,7,74,2112,0,1.6174,0,0.00014698
2.2,8,0,0,3150,9,0.6,7900,56,7,84,4544,0,4.4246,0,2.8979e-05
2.2,9,0,1,1150,2,0.6,5000,11,1,6,704,8.3573e-17,1.4621,0,0.0001327
2.2,10,0,1,7700,4,0.2,600,210,2,54,384,0,1.4424,0,0.00013092
2.2,4,1,0,8150,5,0.6,2250,14,3,62,1088,0,2.9148,0,4.2597e-05
2.2,10,0,0,5550,7,0.5,1350,823,5,33,128,0,5.5324,0,2.6005e-05
2.2,6,1,1,5100,5,0.9,1650,17,7,82,4544,0,1.4812,0,0.00013449
2.2,9,0,0,700,2,0.7,8500,149,2,57,5184,0,0.55569,0,2.7745e-05
2.2,4,1,1,4500,2,0.8,2950,10,4,21,2560,4.804524045061e-17,135107990.3903,0,-15011.99861534
2.2,2,0,1,5550,10,0.7,8600,75,9,56,640,0,1.9082,0,0.00017345
2.2,7,1,0,6350,2,0.7,2350,123,10,97,3968,0,1.4877,0,3.3195e-05
2.2,8,0,0,9200,9,0.2,4100,20,7,12,9152,0,4.2992,0,2.8952e-05
2.2,10,1,0,8450,2,0.1,9200,83,4,52,7040,0,1.0175,0,2.6329e-05
2.2,7,0,1,2650,9,1,8200,268,2,73,3776,3.2247e-17,1.502,0,0.00013618
2.2,7,1,1,2800,2,0.2,1200,9,5,41,960,0,1.4497,0,0.00013163
2.2,7,0,0,5550,10,0.6,8900,38,3,73,576,0,7.1561,0,3.1312e-05
2.2,4,0,0,8450,10,0.7,8100,31,10,94,384,0,7.1386,0,4.1958e-05
2.2,8,0,1,4050,8,0.6,3800,181,8,22,8768,3.9617e-17,1.4721,0,0.00013368
2.2,2,1,1,9650,5,0.7,2150,129,9,19,1280,0,1.864,0,0.00016943
2.2,5,0,0,8500,2,0.6,4450,31,9,33,128,0,1.4372,0,3.564e-05
2.2,8,0,0,4550,2,0.1,6200,49,2,55,768,0,0.67625,0,2.8704e-05
2.2,9,0,0,4700,2,0.5,1800,181,10,67,4160,0,1.207,0,2.8947e-05
2.2,5,0,0,8400,4,0.9,5600,11,2,7,4736,0,4.0654,0,3.571e-05
2.2,3,1,0,4100,3,0.2,7500,310,10,69,4736,0,0.72883,0,5.335e-05
2.2,2,0,0,3950,7,0.8,6450,10,6,83,1280,0,1.9952,0,6.8676e-05
2.2,10,1,1,7850,10,0.5,7100,79,3,18,6144,3.75711016007e-17,56294996.7323,0,-6254.99935621
2.2,8,0,1,9150,8,0.2,2050,27,7,48,1088,0,1.4719,0,0.00013378
2.2,3,1,1,6450,5,0.3,9000,46,6,19,8768,0,1.6498,0,0.00014993
2.2,9,0,1,950,5,0.3,3800,10,3,22,320,6.436837626375e-17,202661984.693,0,-22517.99800407
2.2,8,0,0,2900,6,0.6,2800,17,9,28,1344,4.4584e-17,2.5834,0,2.8684e-05
2.2,7,1,1,5950,8,0.7,9700,165,6,57,320,0,1.4478,0,0.00013153
2.2,7,0,1,4650,7,0.9,8050,326,6,2,4352,0,1.5003,0,0.00013617
2.2,9,1,0,4700,3,0.4,10000,823,7,36,7680,0,1.5274,0,2.7889e-05
2.2,2,0,0,6850,1,0.1,5450,21,7,96,768,0,0.84815,0,6.8611e-05
2.2,1,0,1,9700,2,0.4,6300,18,7,50,832,4.4429e-17,2.4372,0,0.00022154
2.2,10,0,1,5700,9,0.9,8000,585,1,23,2112,0,1.443,0,0.00013094
2.2,5,1,0,2400,4,0.3,3800,157,6,26,9984,0,0.7781,0,3.6066e-05
2.2,6,0,0,8000,1,0.1,3250,645,6,92,384,0,0.69085,0,3.305e-05
2.2,9,1,1,6400,4,0.5,3450,11,3,61,832,4.4468e-17,1.4108,0,0.00012804
2.2,5,0,0,8800,2,0.1,6750,12,8,53,384,0,0.82446,0,3.5668e-05
2.2,2,0,0,8000,1,0.5,8600,190,9,99,2816,0,0.86287,0,6.8491e-05
2.2,4,1,1,1300,1,0.8,8750,44,7,61,320,0,1.5672,0,0.00014245
2.2,7,0,0,8200,8,0.3,1400,44,9,89,9600,3.1894e-17,4.2622,0,3.2608e-05
2.2,5,0,0,4150,3,0.9,3850,65,4,15,320,0,1.6624,0,3.561e-05
2.2,7,1,0,700,6,0.1,1750,149,8,74,6144,0,0.44859,0,3.1624e-05
2.2,9,0,0,4000,8,0.8,6050,210,3,22,2560,0,6.8157,0,2.7679e-05
2.2,9,0,1,1700,7,1,8000,157,6,1,1792,0,1.4611,0,0.00013269
2.2,3,0,1,5200,10,0,9350,28,10,65,1024,0,1.6966,0,0.00015421
2.2,8,0,0,7000,6,0.6,5100,13,6,35,4736,0,5.7334,0,2.9096e-05
2.2,5,1,0,2600,6,0.3,3800,92,10,50,128,0,1.0146,0,3.8156e-05
2.2,2,0,1,5150,10,0.9,6800,458,9,36,704,4.2781223013e-17,1407376.7915,0,156.37516047
2.2,1,1,1,9150,5,0.3,2900,505,6,97,7360,0,2.4042,0,0.00021841
2.2,5,0,1,4050,2,0.2,8950,232,3,88,3072,0,1.5487,0,0.00014059
2.2,8,1,1,500,9,0.6,3300,117,2,23,1344,0,1.4196,0,0.00012882
2.2,6,1,0,10000,3,1,2050,200,4,52,960,0,4.1764,0,3.3376e-05
2.2,7,0,1,1750,5,0.6,5350,746,7,100,8768,0,1.5018,0,0.00013616
2.2,7,0,0,4450,10,0.1,9900,23,8,86,448,0,1.458,0,3.1324e-05
2.2,10,0,1,7900,4,1,8250,823,5,38,2240,0,1.4423,0,0.00013094
2.2,9,1,1,5250,5,0.5,9300,106,8,10,192,5.84462052211e-17,25332749.3125,0,2814.74989502
2.2,3,1,1,7350,7,0.9,4600,28,5,86,4352,0,1.6541,0,0.0001503
2.2,9,0,1,3400,3,0.4,950,31,1,5,448,0,1.4616,0,0.00013277
2.2,9,0,1,3750,4,0.4,6900,15,4,32,4736,4.4602e-17,1.4674,0,0.00013322
2.2,2,1,0,7900,5,0.2,1250,645,4,88,1280,0,1.2193,0,6.9413e-05
2.2,5,1,0,3950,3,0.9,4250,16,9,46,384,4.4518e-17,1.5367,0,3.6042e-05
2.2,8,0,0,3550,5,0.2,2000,377,6,32,6464,0,1.1845,0,2.8645e-05
2.2,4,0,1,2350,4,0.1,4850,396,5,9,1664,0,1.6166,0,0.00014689
2.2,6,0,0,9250,4,0.5,3500,106,7,34,320,5.01188883886e-17,16888501.7948,0,1876.49987782
2.2,7,1,0,3400,8,0.6,950,157,3,36,128,0,3.3707,0,3.154e-05
2.2,6,0,1,5900,10,0.2,8200,15,2,81,448,4.4524e-17,1.5205,0,0.00013815
2.2,1,1,0,2200,9,0.2,1350,952,5,57,576,0,1.4171,0,0.00011841
2.2,1,0,1,4700,8,1,650,28,5,57,3456,7.0008584806e-17,5629502.0679,0,-625.49971607
2.2,3,0,0,2400,9,0.7,6550,8,2,3,4160,0,1.9139,0,4.9126e-05
2.2,4,0,0,1050,8,0,7350,75,8,79,128,0,0.49004,0,4.193e-05
2.2,3,0,1,650,9,0,2300,11,8,15,704,0,1.6963,0,0.00015413
2.2,5,0,0,9650,2,0.7,2700,416,8,75,3328,3.7955522921e-17,3518438.9195,0,390.93750324
2.2,1,0,0,5650,5,0.2,3900,12,5,6,9984,4.4434e-17,1.4571,0,0.00011663
2.2,2,0,0,9550,7,0.9,9200,9,5,43,1088,0,4.0079,0,6.857e-05
2.2,10,1,1,8750,7,0.3,2600,18,1,49,1088,0,1.3913,0,0.00012628
2.2,3,1,1,3350,5,0.4,4100,92,8,39,2112,0,1.6482,0,0.00014981
2.2,4,0,0,7350,6,0.4,5300,11,6,64,576,0,2.4227,0,4.2036e-05
2.2,3,0,0,2200,2,0.7,7400,8,7,95,2368,0,0.74903,0,4.9628e-05
2.2,1,0,0,1850,4,0.3,9750,28,5,27,3968,0,1.4072,0,0.00012225
2.2,8,1,0,4550,2,0,5800,54,2,79,448,8.6761e-17,0.52691,0,2.8926e-05
2.2,6,0,1,1300,5,0.1,7250,111,10,68,448,4.4524e-17,1.5036,0,0.00013986
2.2,5,1,1,1400,8,0.9,6950,243,1,39,128,0,1.4966,0,0.00013601
2.2,8,0,0,1250,9,0.1,7950,907,4,81,256,0,0.68831,0,2.8651e-05
2.2,9,0,0,6950,7,0.6,7850,30,10,46,832,0,7.605,0,2.7736e-05
2.2,5,0,0,2750,2,0.5,6600,15,3,72,1152,0,0.71107,0,3.5834e-05
2.2,2,0,0,7350,3,0.7,6950,28,5,49,768,0,1.4763,0,6.8499e-05
