Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,lambda_parallel_instances,lambda_allocated_memory,latency,cost,reliability,scalability
2.2,9,1,0,6050,9,0.8,2400,19,3,88,832,4.44675e-17,10.6879,0,2.80837e-05
2.2,3,0,1,7300,2,0.9,3850,645,6,46,1024,0,1.6952,0,0.00015408
2.2,8,1,1,4200,9,1,6000,38,1,40,3200,0,1.422,0,0.00012895
2.2,7,1,0,1000,8,0.8,1300,326,8,80,4544,4.7563553361e-17,7388719.6608,0,820.96871363
2.2,6,0,1,1650,8,0.2,7950,530,9,35,320,0,1.5192,0,0.00013807
2.2,2,1,1,4750,6,0.3,2400,173,5,11,192,0,1.8639,0,0.00016941
2.2,8,0,1,5700,8,0.8,5850,28,4,77,1536,0,1.4734,0,0.00013382
2.2,2,1,0,4550,2,0.3,3950,149,7,22,256,0,0.89446,0,6.9419e-05
2.2,2,0,0,8600,8,0.4,1850,111,9,37,1024,0,2.2763,0,6.8436e-05
2.2,5,1,1,2600,3,1,7200,56,4,34,3200,0,1.4978,0,0.0001361
2.2,6,1,0,7000,3,1,1650,310,5,89,5184,0,3.0347,0,3.3451e-05
2.2,7,1,1,5000,10,0.3,6550,746,5,89,1856,0,1.4493,0,0.00013156
2.2,1,1,0,8600,1,0.3,8800,96,6,71,5632,3.5551e-17,1.3792,0,0.00012138
2.2,3,0,1,5200,1,0.4,9050,17,8,98,256,0,1.696,0,0.00015416
2.2,10,0,1,1150,4,0.9,4750,13,6,43,3968,0,1.4481,0,0.00013146
2.2,10,1,1,5250,9,0.4,6100,10,8,40,320,6.8181e-17,1.3902,0,0.0001262
2.2,2,1,0,550,9,0.2,1250,12,8,93,192,0,0.82353,0,6.9666e-05
2.2,7,1,0,650,9,0.5,8250,711,2,15,5888,0,0.90118,0,3.1503e-05
2.2,4,0,1,4950,6,1,1550,173,2,91,7040,2.90878570793e-17,90071994.1689,0,-10007.9990251
2.2,6,0,1,4600,8,0.2,2850,11,6,49,4160,0,1.5269,0,0.00013866
2.2,7,1,0,5800,6,0.4,7650,210,6,8,256,0,2.9245,0,3.151e-05
2.2,4,1,1,6900,5,1,8600,51,7,47,256,0,1.567,0,0.00014244
2.2,3,0,1,3550,1,0.6,5700,149,5,100,512,0,1.6954,0,0.0001541
2.2,3,0,1,1700,9,0.9,5250,557,8,63,2048,0,1.6954,0,0.00015408
2.2,10,1,1,1900,1,0.2,3650,117,4,5,1152,0,1.3896,0,0.00012619
2.2,5,0,1,5650,4,0,4350,75,3,7,3072,0,1.5476,0,0.0001406
2.2,3,0,1,7750,9,0.5,4950,92,8,30,4544,0,1.6966,0,0.00015414
2.2,8,0,0,6750,9,0.4,7100,952,10,52,2048,0,5.8061,0,1.6583e-05
2.2,4,0,0,1300,10,0.5,7800,295,5,45,4352,0,1.3761,0,4.1922e-05
2.2,6,0,0,3450,8,0.7,5750,557,1,90,1984,0,3.6825,0,3.3039e-05
2.2,1,1,1,3350,6,0.3,3950,96,9,48,9984,0,2.4062,0,0.00021869
2.2,4,1,0,7900,4,0.2,6700,864,6,87,1280,4.79604617125e-17,22517999.3315,0,-2501.99975058
2.2,5,1,0,6950,5,0.1,6050,14,10,33,3072,0,0.99961,0,3.629e-05
2.2,9,0,0,6250,9,0.7,950,220,9,6,192,5.51991938199e-17,18999570.7857,0,2111.06235302
2.2,4,1,1,8350,9,0.6,5950,72,5,9,128,0,1.5669,0,0.00014242
2.2,9,1,0,2300,4,0.6,2650,9,1,33,1792,0,1.5051,0,2.8056e-05
2.2,5,1,1,8400,6,0.4,2450,268,4,56,2048,0,1.4969,0,0.00013601
2.2,8,0,0,2350,3,0.5,2850,173,7,77,384,0,1.0201,0,2.8617e-05
2.2,2,1,0,7350,6,0.1,5950,56,4,55,5376,0,1.0634,0,6.9697e-05
2.2,5,0,0,3550,10,1,7200,12,9,28,2560,0,5.5988,0,3.5795e-05
2.2,10,0,0,7850,6,0.6,1600,123,10,73,7360,0,7.6876,0,2.7366e-05
2.2,1,1,0,7400,1,0.6,3350,59,10,20,1088,0,1.3897,0,0.00012339
2.2,1,1,1,550,10,0.2,2650,342,10,55,192,0,2.3069,0,0.00022908
2.2,1,0,0,8250,9,0.1,2500,9,4,68,8384,0,1.5528,0,0.00011814
2.2,1,1,0,2000,8,1,4000,190,7,13,8768,0,1.7191,0,0.00011844
2.2,3,1,1,7000,6,0.4,1850,26,7,42,256,0,1.6479,0,0.00014979
2.2,9,0,1,5400,2,0.8,4600,17,1,87,3776,0,1.473,0,0.00013356
2.2,3,0,1,950,9,1,7650,711,2,91,4544,0,1.6984,0,0.00015404
2.2,7,1,0,9950,1,0.4,5850,123,5,45,320,4.45067808763e-17,19703249.1138,0,2189.24985039
2.2,2,1,1,4100,2,0.2,3300,614,10,9,576,0,1.8158,0,0.00017475
2.2,1,1,0,4550,6,0.3,5600,396,2,76,1024,0,1.5264,0,0.00011841
2.2,10,0,1,1300,10,0.6,4750,677,10,13,384,0,1.4327,0,0.00013198
2.2,7,0,0,2150,6,0.6,4450,12,4,53,9984,0,1.9064,0,3.2901e-05
2.2,2,1,1,7850,5,0.1,2550,557,10,11,1152,0,1.8159,0,0.00017474
2.2,4,1,1,3050,8,0.9,4300,784,1,62,256,0,1.5671,0,0.00014241
2.2,4,0,1,4150,3,0.8,2200,1000,4,13,3776,0,1.6166,0,0.00014691
2.2,10,0,1,3300,3,0.9,4200,165,9,96,1088,0,1.4425,0,0.00013098
2.2,9,1,1,4700,7,0.7,9250,157,3,15,256,0,1.4081,0,0.00012796
2.2,8,0,0,2900,2,0.2,6650,359,1,99,128,0,0.62332,0,2.8631e-05
2.2,9,0,1,750,7,0.7,1200,268,10,70,6144,0,1.4512,0,0.00013395
2.2,7,1,1,9700,5,0.7,6300,54,2,65,1472,0,1.4501,0,0.00013167
2.2,3,0,1,1700,9,0,3000,11,10,1,192,0,1.6958,0,0.00015411
2.2,10,0,0,2200,3,1,1750,42,10,40,5888,0,1.7629,0,2.6405e-05
2.2,6,1,0,9600,6,0.8,5650,232,10,10,8000,0,7.3358,0,3.5213e-05
2.2,1,1,0,2400,4,0,3950,83,2,84,128,0,1.3236,0,0.00011919
2.2,7,1,0,6250,1,0.7,4700,157,2,15,9152,0,0.59837,0,3.1442e-05
2.2,8,0,0,4000,3,0.5,1900,481,6,60,512,0,1.4799,0,2.8633e-05
2.2,4,0,0,3300,7,0.1,9800,1000,2,43,2688,0,0.81481,0,4.1904e-05
2.2,7,1,0,3800,5,0.3,6000,123,10,49,1024,0,1.4077,0,3.3081e-05
2.2,6,1,1,3150,8,0.6,3200,645,8,94,6464,0,1.4689,0,0.00013341
2.2,4,1,0,1650,10,0.5,9200,25,4,65,704,4.4507e-17,1.3639,0,4.2529e-05
2.2,1,1,1,6350,1,0.2,6200,823,3,18,704,4.9509e-17,2.4029,0,0.00021841
2.2,5,1,0,9550,2,1,3900,907,2,26,256,0,2.0475,0,3.6013e-05
2.2,5,0,1,5950,5,0.5,850,75,8,60,9152,4.4484e-17,1.5528,0,0.00014101
2.2,7,0,0,9150,10,0.1,950,27,10,40,704,0,2.455,0,3.1323e-05
2.2,8,0,1,3650,7,0,6500,342,5,11,192,0,1.471,0,0.00013362
2.2,7,0,1,1250,8,0.7,7200,17,4,76,192,0,1.5004,0,0.00013629
2.2,9,1,1,9800,7,0.3,600,823,7,16,2048,0,1.4086,0,0.0001279
2.2,3,1,0,1900,10,1,8700,65,5,82,832,0,2.0628,0,4.9809e-05
2.2,1,0,0,9650,3,0.3,7350,16,8,83,2432,0,1.5267,0,0.00011699
2.2,3,1,1,8200,5,0.5,2650,101,3,33,320,5.0087026412e-17,8444250.9489,0,938.25007212
2.2,5,0,1,3800,1,0.8,7000,436,2,6,4928,0,1.5475,0,0.00014059
2.2,8,1,0,7700,2,0.3,3950,62,10,77,2368,0,1.2049,0,2.9055e-05
2.2,9,0,0,1100,1,0.9,3350,14,2,76,768,0,0.37662,0,2.7991e-05
2.2,7,0,1,9050,3,0.9,2000,614,7,97,768,0,1.4997,0,0.00013623
2.2,10,0,0,6500,2,0,6000,92,7,82,4160,3.54645406709e-17,56294996.0739,0,-6254.99945629
2.2,5,0,1,5450,1,0.7,3100,46,9,96,704,0,1.5483,0,0.00014067
2.2,10,0,1,500,9,0.9,7900,645,4,87,1856,3.4052e-17,1.4434,0,0.00013101
2.2,10,0,0,8750,4,0.2,4900,142,1,10,3072,0,2.4415,0,2.5973e-05
2.2,1,0,0,9250,8,0.1,2950,22,4,36,5184,0,1.5388,0,0.00011685
2.2,2,0,0,900,6,0.9,3500,8,5,69,256,0,1.0455,0,6.8479e-05
2.2,3,0,0,6500,4,0.4,6200,23,6,33,2944,8.8717e-17,1.3856,0,4.9257e-05
2.2,2,1,0,8100,1,0,3850,56,5,19,128,0,0.8561,0,6.9426e-05
2.2,10,1,1,5650,10,0.1,500,530,4,20,9984,2.929857725961e-17,112589992.0746,0,-12509.9988388
2.2,3,0,1,600,9,0.7,9600,51,7,26,1792,3.8691e-17,1.6963,0,0.00015415
2.2,3,1,0,3650,8,0.3,1100,268,6,5,4160,0,1.2743,0,4.9734e-05
2.2,8,1,1,1800,4,0.6,2550,310,7,53,2048,0,1.4194,0,0.00012884
2.2,10,0,0,4850,3,0.3,9050,505,6,4,448,0,1.5366,0,2.5931e-05
2.2,8,1,1,8550,7,0.8,7050,8,3,33,576,0,1.4194,0,0.00012899
2.2,1,0,0,4500,4,0.6,2100,13,4,32,128,0,1.5825,0,0.00011991
2.2,3,0,1,4600,8,0.2,2750,135,7,43,2112,0,1.6957,0,0.00015412
2.2,9,1,0,3400,3,0.9,1900,645,6,34,128,0,2.0735,0,2.7937e-05
2.2,9,1,1,3350,4,0.3,4250,17,2,86,3648,3.1918e-17,1.4195,0,0.0001288
2.2,5,1,0,7500,9,0.5,5950,281,9,65,896,0,4.9435,0,3.5993e-05
2.2,3,0,1,8950,7,0.5,2250,27,6,33,256,0,1.6955,0,0.00015412
2.2,10,1,1,4850,1,0,2950,17,7,20,3776,0,1.392,0,0.00012641
2.2,3,0,0,7800,9,0.3,4350,746,3,77,1984,0,2.3677,0,4.908e-05
2.2,3,0,0,9050,4,0.9,1500,200,5,11,2368,0,2.8602,0,4.9086e-05
2.2,1,1,1,9850,1,0.5,900,864,5,11,1664,0,2.4029,0,0.00021841
2.2,1,1,0,5000,8,0.6,2400,87,7,12,320,0,1.938,0,0.00011842
2.2,5,1,0,9400,8,0,9300,13,5,7,3072,0,0.66515,0,3.6074e-05
2.2,10,1,0,1950,1,0.5,4300,614,6,26,1088,0,0.4002,0,2.6149e-05
2.2,3,0,0,6250,5,0.8,8300,31,7,13,3456,0,2.5173,0,4.913e-05
2.2,1,0,0,7350,9,0,6850,210,1,46,192,0,1.3311,0,0.00011641
2.2,5,1,0,9200,4,0.9,1100,26,4,45,192,0,4.2467,0,3.6032e-05
2.2,6,1,1,9350,5,0.2,4400,13,2,12,4160,0,1.4701,0,0.00013357
2.2,10,0,0,7650,5,0.6,2250,56,4,10,7360,2.9869e-17,6.1912,0,2.6084e-05
2.2,8,0,0,3000,5,0.5,9250,17,9,77,1344,4.4584e-17,2.0835,0,2.8849e-05
2.2,2,1,1,2700,7,0.7,800,38,6,56,384,0,1.8642,0,0.00016946
2.2,3,0,1,4900,1,0.6,9400,173,8,4,960,3.76034676587e-17,16888500.2979,0,-1876.49969066
2.2,3,1,0,900,7,0.5,2650,823,7,83,256,0,0.79682,0,4.9747e-05
2.2,6,1,0,9900,1,0.2,2650,36,6,39,8384,0,0.71173,0,3.3946e-05
2.2,4,1,1,1200,1,0,4000,165,9,39,1216,0,1.5671,0,0.00014242
2.2,3,0,1,1450,2,0,4700,952,1,82,1984,0,1.6977,0,0.00015408
2.2,5,0,1,3950,7,1,5150,129,3,65,6464,0,1.5503,0,0.00014066
2.2,8,0,1,1050,5,1,800,342,7,1,1088,0,1.4706,0,0.00013366
2.2,3,1,1,7050,4,0.7,6050,8,2,85,256,0,1.6485,0,0.00014982
2.2,2,1,0,7050,8,1,4350,101,8,89,9984,0,3.7014,0,6.9913e-05
2.2,5,0,0,4100,8,0.6,3350,220,3,5,320,0,3.1205,0,3.5598e-05
2.2,7,0,0,4900,4,0.4,4450,864,6,45,448,0,1.8214,0,3.1217e-05
2.2,8,0,0,4450,6,0.8,9850,295,10,15,320,0,5.1148,0,2.9988e-05
2.2,8,1,1,2700,6,0.6,9650,823,3,30,1600,0,1.4189,0,0.00012888
2.2,6,0,0,3250,1,0.7,3850,117,3,97,1536,0,0.49815,0,3.3101e-05
2.2,7,0,0,3500,7,0.1,600,106,5,69,9600,0,0.94504,0,3.156e-05
2.2,4,0,1,7350,10,0.4,5750,645,2,8,5184,0,1.6169,0,0.0001469
2.2,4,0,1,4800,4,0,550,11,1,51,384,0,1.6405,0,0.00014951
2.2,4,1,1,9500,1,1,3100,12,9,64,1600,0,1.5704,0,0.00014269
2.2,1,0,1,4650,3,0.8,2050,123,7,5,256,0,2.5109,0,0.00022976
2.2,2,1,1,5050,5,0.5,3850,20,4,79,192,0,1.8644,0,0.00016946
2.2,7,1,1,2750,7,0.3,9350,92,3,11,3776,0,1.4484,0,0.00013151
2.2,9,1,0,7150,10,0.6,850,342,6,47,384,0,10.7129,0,2.79403e-05
2.2,5,1,0,9100,7,0.5,6050,142,7,13,448,0,4.599,0,3.5974e-05
2.2,9,0,0,7900,6,0.3,9100,11,8,25,5632,0,4.0539,0,2.8081e-05
2.2,4,1,0,9250,4,0.2,6200,23,4,25,256,0,1.319,0,4.2448e-05
2.2,4,1,1,5050,1,0.9,4050,62,3,71,1344,0,1.5683,0,0.00014245
2.2,8,0,0,5400,4,0.1,1500,14,10,33,128,0,0.98971,0,2.8677e-05
2.2,4,1,0,500,7,0.2,5900,310,2,95,832,0,0.5481,0,4.2413e-05
2.2,1,0,1,950,1,0.3,4700,59,5,20,128,0,2.5389,0,0.00023287
2.2,7,1,1,7200,3,0,4300,36,3,14,1472,4.55142059178e-17,39406498.1887,0,-4378.49950609
2.2,4,0,1,4400,5,0.1,1400,26,8,81,3072,0,1.6216,0,0.0001474
2.2,1,0,1,8400,9,0.2,9950,51,7,87,768,0,2.4368,0,0.00022151
2.2,6,1,0,8350,5,0.4,8000,44,1,25,1472,4.4503e-17,2.9707,0,3.3444e-05
2.2,1,1,0,7650,7,0.8,2050,19,10,27,5888,0,2.4131,0,0.00011893
2.2,7,0,1,7450,6,0,8150,823,8,34,3200,0,1.4995,0,0.00013627
2.2,10,0,0,4800,1,0.3,3600,129,5,67,832,0,0.61376,0,2.5968e-05
2.2,10,0,1,2000,3,0.8,7600,864,1,84,1792,3.447e-17,1.4445,0,0.00013093
2.2,4,1,0,1350,6,0.8,2850,54,6,98,7360,2.9676e-17,1.1304,0,4.3202e-05
2.2,8,0,1,2650,7,0.9,5300,79,2,84,2432,0,1.4731,0,0.0001337
2.2,1,0,1,2100,3,0.9,8000,87,1,48,1856,0,2.4374,0,0.00022141
2.2,5,1,0,3350,1,0.9,9250,784,4,79,2112,0,0.49232,0,3.6013e-05
2.2,7,0,1,8300,3,0.1,8100,645,7,35,5888,3.4876847506e-17,39406498.2407,0,-4378.49950152
2.2,6,0,0,850,4,0.7,7450,12,2,86,6464,0,0.86468,0,3.4761e-05
2.2,9,0,1,8250,8,0.2,5050,746,7,36,9152,0,1.4618,0,0.00013268
2.2,4,0,0,7150,1,0,5450,585,2,77,5184,0,0.65873,0,4.1897e-05
2.2,1,0,0,8550,5,0.7,5300,33,7,64,3648,0,2.0559,0,0.00011675
2.2,7,1,0,9700,7,0.2,2500,907,8,48,2240,0,3.0884,0,3.1485e-05
2.2,3,1,0,9950,9,0.6,7900,30,3,8,2048,0,4.8571,0,4.9795e-05
2.2,7,0,0,6250,1,0.4,3900,56,5,15,640,4.4591e-17,0.64238,0,3.1257e-05
2.2,2,0,0,3550,3,0.2,5500,281,2,75,1728,0,0.89047,0,6.841e-05
2.2,3,0,1,1150,2,0.8,5100,10,7,6,4160,0,1.6966,0,0.00015416
2.2,7,0,0,6400,9,0.1,7650,22,7,65,320,4.4507e-17,1.7471,0,3.1299e-05
2.2,6,0,1,2300,8,0.3,1200,157,3,72,7680,0,1.5225,0,0.00013813
2.2,8,1,1,7550,5,0.6,9050,10,2,11,1024,0,1.4193,0,0.00012899
2.2,9,1,1,10000,9,0,2150,310,1,75,2816,4.45604768384e-17,12666375.3637,0,1407.37501147
2.2,4,1,1,4750,9,0.4,2550,44,6,64,320,0,1.5672,0,0.00014245
2.2,1,1,1,1250,10,0.9,1000,823,7,24,1216,0,2.4029,0,0.00021841
2.2,10,1,1,950,6,0.6,7500,436,7,40,640,0,1.3894,0,0.00012613
2.2,1,0,0,8150,2,0.4,3000,8,6,24,2368,4.4417e-17,1.5129,0,0.00012528
2.2,1,0,1,6300,6,0,1400,377,3,20,256,0,2.4669,0,0.00022487
2.2,2,1,1,7800,5,0.8,9400,83,4,42,704,0,1.8643,0,0.00016943
2.2,7,1,1,6150,10,0.6,7700,28,9,61,1088,0,1.449,0,0.00013166
2.2,5,0,1,1350,8,0,1200,14,10,77,1408,4.4563e-17,1.5507,0,0.00014089
2.2,8,1,1,8550,9,0.2,6650,11,9,70,320,0,1.4194,0,0.00012899
2.2,7,0,1,650,9,0.1,7300,49,6,96,1984,0,1.502,0,0.00013645
2.2,1,0,0,650,6,0.9,8350,65,1,41,704,0,1.5438,0,0.00012966
2.2,7,1,0,6350,4,0.9,7700,310,6,54,192,0,4.0678,0,3.1514e-05
2.2,4,1,0,1850,7,0.6,1400,220,4,92,3776,0,1.28,0,4.2446e-05
2.2,6,0,1,2100,8,0.3,2800,28,4,90,5184,3.28254453275e-17,67553995.9382,0,-7505.99924021
2.2,6,0,1,5850,1,0.5,3000,75,3,90,320,0,1.5196,0,0.0001381
2.2,7,0,1,3100,5,1,1400,342,10,12,2688,4.7548e-17,1.4857,0,0.00013779
2.2,7,0,1,6500,3,0.7,3100,711,8,48,768,3.87783147876e-17,39406498.2392,0,-4378.4995015
2.2,8,0,1,5150,7,0.3,4150,101,2,52,832,8.295043848683e-17,180143986.5662,0,-20015.99821021
2.2,8,1,0,9750,6,0.2,5350,10,8,1,1536,0,3.0163,0,2.8889e-05
2.2,3,0,1,8500,10,0.6,3050,8,6,25,832,4.4468e-17,1.6965,0,0.00015416
2.2,1,1,0,9150,9,0.4,2550,106,7,73,640,0,2.2011,0,0.00011844
2.2,7,0,0,6350,7,0.5,4200,677,3,9,256,0,4.6266,0,3.1223e-05
2.2,1,1,1,1050,2,0.8,4500,46,8,81,768,0,2.4037,0,0.0002185
2.2,4,0,0,5350,10,0.3,9600,46,6,24,3456,3.28360787778e-17,11259001.4957,0,1250.99993853
2.2,8,0,1,8050,6,0,6650,18,2,45,320,0,1.4712,0,0.0001337
2.2,9,1,0,9250,8,0.6,2500,117,2,96,3648,6.59328e-17,10.8871,0,2.79918e-05
2.2,5,1,0,500,9,0.8,7400,9,7,57,128,0,0.87347,0,3.6058e-05
2.2,10,1,1,7300,6,0,7700,25,5,26,128,0,1.3889,0,0.00012623
2.2,7,0,0,2450,8,0.7,1200,557,5,4,704,0,2.9484,0,3.1229e-05
2.2,10,1,1,7250,4,0.3,9900,614,2,90,2048,0,1.3906,0,0.00012614
2.2,10,0,0,8950,9,0.5,3500,42,5,15,128,0,11.4397,0,2.60211e-05
2.2,9,0,0,6850,4,0.9,7400,10,8,70,6720,0,5.8117,0,2.9083e-05
2.2,10,0,0,1800,1,0.5,1800,40,4,51,2432,4.4763e-17,0.41123,0,2.6172e-05
2.2,1,1,1,2850,10,0.1,1750,16,10,16,192,0,2.4033,0,0.00021846
2.2,4,1,1,8450,1,0.6,2400,135,10,41,7680,0,1.5443,0,0.00014523
2.2,8,0,0,8750,4,0.8,8900,92,5,69,448,0,5.8927,0,2.865e-05
2.2,7,1,1,7350,7,0.6,6650,49,7,8,320,4.4507e-17,1.4478,0,0.00013153
2.2,4,1,0,2900,9,0.4,9550,142,6,68,576,5.39494505528e-17,22517999.7423,0,-2501.99975056
2.2,10,0,1,8050,10,0.5,1550,123,7,66,4160,3.54645406709e-17,56294996.7858,0,-6254.99935138
2.2,9,0,1,1500,9,0.3,7650,746,10,6,5184,0,1.4502,0,0.0001339
2.2,7,1,0,3350,10,1,9850,181,2,20,7680,2.91576657411e-17,78813000.0586,0,-8756.99924397
2.2,3,0,1,4700,8,0.1,1350,18,3,54,384,0,1.696,0,0.00015413
2.2,10,0,1,7300,8,0.4,5400,65,2,56,448,0,1.443,0,0.00013095
2.2,3,1,1,5050,2,0.7,5000,1000,4,23,192,0,1.6477,0,0.00014973
2.2,1,0,0,4050,9,0.1,5950,157,4,15,5632,0,1.4094,0,0.00011643
2.2,8,1,0,9550,7,0.2,2300,190,2,11,6720,2.947913700079e-17,180143988.4973,0,-20015.998315
2.2,3,0,0,6850,7,0,4000,711,9,26,704,0,0.68014,0,4.9052e-05
2.2,7,0,0,1400,6,0.4,9900,190,6,77,4160,0,1.1797,0,3.1256e-05
2.2,10,0,0,8650,3,0.2,4450,13,1,5,1600,0,1.9011,0,2.5991e-05
2.2,3,1,1,2150,1,1,6950,268,6,50,704,0,1.6478,0,0.00014972
2.2,1,0,1,2250,6,0.8,5050,44,8,11,5184,4.2941908004e-17,5629501.9711,0,-625.49972675
2.2,7,0,0,9950,1,0.8,1950,823,9,13,5888,0,0.81947,0,3.1217e-05
2.2,9,0,0,1900,10,0.5,9350,10,4,88,128,0,3.1927,0,2.7767e-05
2.2,10,1,1,5950,8,0.9,8000,135,8,75,512,0,1.3891,0,0.0001262
2.2,6,1,1,7150,7,0.8,6550,106,7,81,1856,0,1.4695,0,0.00013349
2.2,1,0,1,3700,6,0.2,1950,326,2,46,448,0,2.436,0,0.00022141
2.2,1,1,0,4900,7,0.4,8950,157,10,57,256,0,1.5745,0,0.00012909
2.2,4,0,0,8400,2,0.1,2650,111,9,34,640,0,0.78857,0,4.1932e-05
2.2,8,1,0,3700,1,0.3,7200,181,2,3,256,0,0.48682,0,2.8901e-05
2.2,6,0,1,6900,1,0.5,1600,17,2,36,896,0,1.5279,0,0.00013892
2.2,9,1,1,700,10,0.6,9050,585,8,18,960,0,1.4083,0,0.00012792
2.2,7,0,0,7050,1,0.1,500,436,7,44,7680,0,0.80751,0,4.5256e-05
2.2,1,0,0,2600,7,0.3,4750,16,9,95,128,0,1.4467,0,0.00011647
2.2,5,1,0,8800,2,1,6100,190,2,66,8768,0,1.9221,0,3.5988e-05
2.2,9,1,1,4950,8,1,9050,44,9,75,320,6.1361e-17,1.4087,0,0.00012801
2.2,9,0,1,4350,4,0.1,2900,416,3,17,9600,6.8064e-17,1.4636,0,0.00013282
2.2,7,0,0,1150,4,0.6,9050,359,6,69,9984,0,0.98476,0,3.1263e-05
2.2,2,0,0,1350,6,0.5,9000,17,1,33,320,0,1.0317,0,6.8448e-05
2.2,3,0,1,2550,4,0,4750,295,2,52,4544,0,1.6972,0,0.00015404
2.2,3,0,0,1450,4,0.5,1300,173,6,2,2944,0,0.76717,0,4.9039e-05
2.2,7,1,1,850,4,0.4,8700,181,4,38,2432,0,1.4482,0,0.00013155
2.2,1,1,1,7000,10,0.5,3600,181,8,39,6720,0,2.404,0,0.00021849
2.2,1,0,0,3550,8,0.9,7550,101,10,25,1536,3.832e-17,1.9241,0,0.00012711
2.2,6,1,1,3350,4,0.1,6200,129,9,22,256,0,1.4678,0,0.00013342
2.2,7,0,1,1800,5,0.3,2000,42,1,32,384,0,1.5003,0,0.00013622
2.2,4,0,0,9500,4,0.4,4150,40,6,50,1344,5.31265472577e-17,22518000.2045,0,2501.99983501
2.2,2,1,1,8900,5,0.6,4950,281,3,14,6144,0,1.8644,0,0.00016941
2.2,3,1,0,4400,9,0.3,7650,436,6,32,4544,4.13417887517e-17,16888500.1412,0,-1876.49979504
2.2,9,0,0,4700,8,0.4,8050,181,1,9,1536,0,4.3088,0,2.766e-05
2.2,10,0,1,3950,9,0.6,9900,190,2,9,192,0,1.442,0,0.00013095
2.2,10,1,1,7800,6,0,8150,79,5,93,384,0,1.3898,0,0.00012615
2.2,2,0,0,8150,1,0.9,4050,20,4,11,320,0,0.90067,0,7.2524e-05
2.2,4,1,1,3500,1,0.5,5700,281,10,1,256,0.043808,1.5428,0,0.00014995
2.2,10,0,0,3100,2,0.3,3200,12,2,48,1280,0,0.78255,0,2.6121e-05
2.2,4,1,0,8400,9,0.2,800,46,5,34,2688,4.45e-17,2.2128,0,4.2563e-05
2.2,4,0,1,4550,8,0.5,1450,129,5,68,448,0,1.6168,0,0.0001469
2.2,8,1,0,7600,7,0.9,2800,436,8,81,192,0,10.1494,0,2.887e-05
2.2,7,1,0,2950,6,0.9,7550,19,9,70,192,0,3.1502,0,3.1557e-05
2.2,10,1,1,3600,8,0.3,2500,17,1,19,4928,4.4707e-17,1.3933,0,0.0001264
2.2,4,1,1,5400,5,0.2,4100,1000,3,14,1216,0,1.567,0,0.00014241
2.2,8,0,0,8750,7,0.1,6700,20,10,99,1344,4.4696e-17,2.0564,0,2.8934e-05
2.2,3,0,0,4150,6,0.9,2950,255,1,78,3072,0,2.3042,0,4.9079e-05
2.2,4,1,0,4000,8,0.9,6800,181,6,33,384,0,3.4701,0,4.2392e-05
2.2,6,1,0,7600,5,1,4150,952,6,73,384,0,5.8969,0,3.3383e-05
2.2,10,1,0,1200,3,0.5,4950,31,10,35,1408,0,0.70522,0,2.6253e-05
2.2,1,0,1,1100,6,0.4,650,326,6,2,576,0,2.5553,0,0.00023469
2.2,7,0,0,6000,7,0.6,3700,416,4,89,128,0,5.1327,0,3.1252e-05
2.2,9,0,0,3300,3,0.9,2900,56,7,91,9152,2.9656e-17,2.1323,0,2.8845e-05
2.2,6,0,1,3550,1,0.2,1200,149,5,89,320,0,1.5735,0,0.0001441
2.2,7,1,1,6150,7,0.5,6850,51,3,52,1024,0,1.4486,0,0.0001316
2.2,10,0,0,2250,9,0.3,5800,614,9,42,192,0,2.201,0,2.5954e-05
2.2,9,0,0,8500,1,0.2,1100,123,9,31,2240,3.3819e-17,0.82773,0,2.7831e-05
2.2,3,0,1,5650,10,0.4,9550,1000,2,88,2688,0,1.697,0,0.00015406
2.2,3,1,0,7300,6,0.8,5550,530,4,1,256,0.12318,3.2027,0,6.3433e-05
2.2,10,1,1,2950,3,0.3,4600,142,4,97,512,0,1.3892,0,0.00012619
2.2,6,0,1,6300,4,0,7450,46,5,13,7040,3.2142e-17,1.5212,0,0.00013818
2.2,4,0,1,6700,5,0.8,1050,22,8,23,5184,4.2454e-17,1.6199,0,0.0001472
2.2,2,0,1,4300,10,1,3250,645,9,67,2240,5.259301872e-17,703689.3501,0,78.18766695
2.2,3,0,1,8100,3,0.5,950,59,3,28,7360,2.9641e-17,1.7264,0,0.00015738
2.2,3,1,1,3700,2,0.4,9800,210,8,15,640,0,1.6475,0,0.00014975
2.2,1,0,1,9100,4,0,6300,22,5,82,128,0,2.4362,0,0.00022145
2.2,10,0,0,6850,4,0.4,8050,243,8,58,1984,0,3.2677,0,2.5945e-05
2.2,2,1,0,3300,9,0.8,2150,711,9,20,960,0,2.0217,0,6.9413e-05
2.2,3,1,0,7000,8,0.1,5950,23,1,20,9984,0,1.0977,0,5.006e-05
2.2,1,0,1,2900,4,0.3,6000,62,6,92,128,0,2.436,0,0.00022143
2.2,5,0,0,2050,5,0.3,7800,377,7,26,128,0,0.88465,0,3.5614e-05
2.2,9,1,0,3650,8,0.5,650,36,5,56,1152,0,3.8185,0,2.8036e-05
2.2,7,1,1,9750,10,0.4,3250,30,8,39,5376,7.60122657385e-17,78812994.9314,0,-8756.99914366
