Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
1.3,3,1,0,1700,0.6,10,2,0,0.0034599,0,-9.3765e-11
1.3,7,1,0,3150,0.8,4,2,0,0.0015193,0,-2.1878e-10
1.3,5,0,1,2250,0.1,2,3,0.000216,29.7327,0,5.20301e-08
1.3,2,1,1,4300,0.1,14,2,0,0.013254,0,-6.2507e-11
1.3,6,0,0,800,0.3,2,2,8.64e-05,15.001,0,4.96906e-08
1.3,7,1,1,2800,0,2,3,0.0001344,0.0095454,0,2.3005e-08
1.3,9,1,0,9700,0.6,6,2,0,0.0021673,0,-2.8186e-10
1.3,8,1,0,850,0,2,2,0.0004224,0.0010665,0,6.8261e-08
1.3,1,1,0,8850,0,2,1,0.000744,0.0077707,0,6.2905e-07
1.3,4,1,0,600,0,4,3,1.92e-05,0.0017755,0,8.6404e-09
1.3,7,1,1,4850,0.3,4,2,0,0.010019,0,-2.1878e-10
1.3,6,1,0,9700,0,4,3,0,0.0017165,0,-1.8791e-10
1.3,5,1,0,5000,0.8,2,2,0.000312,0.0013632,0,8.9174e-08
1.3,3,0,0,2150,0.5,10,2,0,23.1032,0,-9.37648e-11
1.3,5,1,0,750,0.7,14,2,0,0.0047553,0,-1.5636e-10
1.3,6,0,0,5150,0.6,10,3,0,119.4037,0,-1.879068e-10
1.3,7,0,1,750,0.6,4,1,0.0002016,20.118,0,7.09417e-08
1.3,10,1,1,1800,0.7,4,2,0,0.01002,0,-3.1328e-10
1.3,10,0,0,6550,0.3,2,2,0.000288,204.9007,0,4.175635e-08
1.3,9,1,0,1050,0.7,4,1,0.0003888,0.0015419,0,6.7298e-08
1.3,2,0,0,550,0.4,2,1,0.0007968,3.6038,0,3.0301e-07
1.3,3,1,0,5650,0.3,2,2,0.0001008,0.0019063,0,1.2619e-07
1.3,1,1,1,8100,0,6,3,3.36e-05,0.012975,0,2.2754e-07
1.3,9,1,1,550,0.8,6,3,0,0.010964,0,-2.8186e-10
1.3,4,1,0,850,0.9,2,2,9.6e-05,0.0015701,0,8.8222e-08
1.3,3,1,1,650,0.9,2,1,0.000216,0.01129,0,2.482e-07
1.3,3,1,0,550,0.9,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,9,1,1,7400,0.1,2,1,0.0003024,0.0097676,0,8.8174e-08
1.3,4,0,1,1750,0.8,6,3,0,30.6253,0,-1.25056e-10
1.3,10,0,0,600,0.6,4,2,0,23.1013,0,-3.13283e-10
1.3,6,0,0,5000,1,2,3,0.0002592,145.5009,0,4.519234e-08
1.3,9,0,0,4550,0.8,10,2,0,178.5032,0,-2.818602e-10
1.3,6,0,1,550,0.8,10,3,0,14.4146,0,-1.87907e-10
1.3,1,1,0,6550,0.5,2,1,0.000744,0.0077707,0,6.2905e-07
1.3,6,1,0,850,0.2,8,3,0,0.0032087,0,-1.8791e-10
1.3,6,1,0,9700,0.2,6,2,0,0.0021663,0,-1.8791e-10
1.3,3,0,1,5800,0,2,3,0.0001008,41.7492,0,8.57173e-08
1.3,10,1,0,1850,0.3,4,3,0,0.0017179,0,-3.1328e-10
1.3,8,1,0,1550,0.7,2,1,0.000192,0.001366,0,8.691e-08
1.3,9,0,0,2000,0.3,2,2,0.0003888,56.4008,0,5.73033e-08
1.3,3,1,0,3150,0.4,6,1,0.0001008,0.00335,0,1.7567e-07
1.3,3,0,1,700,0.1,2,1,0.000216,5.4084,0,2.482e-07
1.3,1,0,1,2550,0.5,14,2,2.88e-05,9.3142,0,2.0456e-07
1.3,8,0,0,8350,0.8,8,1,0,291.0022,0,-2.504152e-10
1.3,10,1,1,2550,0.3,2,2,0.000288,0.0094636,0,4.1756e-08
1.3,4,1,1,600,0.3,16,2,0,0.013902,0,-1.2506e-10
1.3,4,0,1,750,0.4,14,3,0,10.2143,0,-1.25056e-10
1.3,3,1,0,1500,0.5,2,1,0.000216,0.0027905,0,2.482e-07
1.3,3,0,0,8350,0.9,2,3,0.0001008,115.2014,0,8.571735e-08
1.3,8,1,1,600,1,6,1,3.84e-05,0.010436,0,1.133e-08
1.3,10,0,1,850,0,12,3,0,20.4278,0,-3.13283e-10
1.3,4,0,1,1700,1,12,2,0,33.0272,0,-1.25056e-10
1.3,9,0,0,500,0,6,1,0,10.8016,0,-2.8186e-10
1.3,8,1,0,1150,0.1,4,1,0.0004224,0.0016512,0,8.3253e-08
1.3,9,0,1,1000,0.8,2,3,0,39.3304,0,-2.8186e-10
1.3,2,1,1,2500,0.2,2,2,0.0001056,0.011079,0,2.0156e-07
1.3,6,0,0,950,0.7,6,1,0.0002592,23.702,0,6.51825e-08
1.3,9,1,1,1150,1,6,3,0,0.010964,0,-2.8186e-10
1.3,1,1,1,2250,0.5,10,2,6.24e-05,0.014419,0,2.8022e-07
1.3,5,1,1,2350,0.1,2,3,0.000216,0.0097237,0,5.203e-08
1.3,6,1,1,1050,1,4,3,0,0.010217,0,-1.8791e-10
1.3,7,0,1,1800,0,2,3,0.0001344,30.3354,0,2.30047e-08
1.3,6,0,1,950,0.7,2,2,8.64e-05,23.7195,0,4.96906e-08
1.3,10,1,1,5000,0.5,4,2,0,0.01002,0,-3.1328e-10
1.3,4,0,1,6000,0.3,6,2,1.92e-05,75.3729,0,1.06394e-08
1.3,2,0,0,6950,0.7,10,3,0,57.0037,0,-6.25073e-11
1.3,7,1,1,9700,0.6,10,2,0,0.011961,0,-2.1878e-10
1.3,1,0,1,700,0.5,2,1,0.000744,2.4097,0,6.2905e-07
1.3,2,0,1,5000,1,8,1,4.8e-05,48.6389,0,2.68577e-07
1.3,9,1,0,800,0,2,3,0,0.00097143,0,-2.8186e-10
1.3,2,1,0,6550,0.6,2,3,6.72e-05,0.0021628,0,1.4005e-07
1.3,8,0,0,3050,0.3,2,3,3.84e-05,76.5008,0,7.3323e-09
1.3,7,1,1,8350,0.1,6,2,0,0.010667,0,-2.1878e-10
1.3,6,0,1,1050,0.2,12,1,0,18.0214,0,-1.87907e-10
1.3,1,0,0,9400,0.6,6,1,7.2e-05,36.3077,0,6.80864e-07
1.3,5,0,0,6550,0,2,3,0.000216,78.601,0,5.20301e-08
1.3,7,1,1,1050,1,4,3,0,0.010217,0,-2.1878e-10
1.3,5,1,0,4400,0.4,2,2,0.000312,0.0013632,0,8.9174e-08
1.3,1,1,1,1150,0.8,6,1,7.2e-05,0.016424,0,6.8086e-07
1.3,6,0,1,8100,0.5,2,3,0.0002592,175.9508,0,4.519234e-08
1.3,1,1,1,6000,0.9,2,3,7.2e-05,0.012214,0,3.1305e-07
1.3,6,1,0,800,0.3,6,2,0,0.0021663,0,-1.8791e-10
1.3,7,1,0,2200,0.8,2,3,0.0001344,0.0010454,0,2.3005e-08
1.3,7,0,1,6150,0.2,2,2,0.0002016,124.325,0,5.095159e-08
1.3,6,0,1,8350,0.5,6,2,0,181.3565,0,-1.879068e-10
1.3,3,0,0,3700,0.1,2,3,0.0001008,29.4014,0,8.57173e-08
1.3,7,1,0,950,0.8,6,1,0.0001344,0.0020349,0,3.3e-08
1.3,7,1,1,550,0.8,2,3,0.0001344,0.0095454,0,2.3005e-08
1.3,1,1,0,3450,0.5,4,3,3.36e-05,0.0041023,0,2.6899e-07
1.3,3,0,1,9150,0.1,2,1,0.000216,72.6798,0,2.48205e-07
1.3,10,1,1,5450,0.6,2,1,0.000624,0.0096911,0,1.1534e-07
1.3,9,1,1,1500,0.5,6,1,0,0.010371,0,-2.8186e-10
1.3,2,0,0,750,0.2,4,1,0.0001056,4.204,0,3.3349e-07
1.3,5,1,1,3050,0.5,10,1,0,0.011522,0,5.9387e-09
1.3,4,0,1,550,0.2,16,3,0,6.3123,0,-1.2506e-10
1.3,10,0,0,1800,0.5,4,2,0,65.1013,0,-3.13283e-10
1.3,6,1,1,2700,0.1,6,3,0,0.010963,0,-1.8791e-10
1.3,10,1,0,6750,0.1,8,1,0,0.0024199,0,-3.1328e-10
1.3,7,0,1,850,0,2,3,0.0001344,14.4172,0,2.30047e-08
1.3,3,1,0,2200,0.7,4,1,0.0001008,0.0030757,0,2.0615e-07
1.3,7,0,1,1650,0.8,12,3,0,50.1424,0,-2.18784e-10
1.3,8,0,1,600,0.4,4,2,0,16.2158,0,-2.50415e-10
1.3,3,0,1,6950,0.8,2,2,0.0001008,90.6702,0,1.26188e-07
1.3,6,0,0,5650,0.3,4,3,0,106.2015,0,-1.879068e-10
1.3,5,1,1,650,1,4,1,0.000312,0.010655,0,1.2716e-07
1.3,1,0,0,1350,0.6,10,2,6.24e-05,5.1057,0,2.8022e-07
1.3,6,0,0,3550,0.3,4,1,8.64e-05,66.9017,0,7.76768e-08
1.3,5,1,0,600,0.3,4,3,0,0.0017162,0,-1.5636e-10
1.3,4,0,1,4850,0.7,2,3,5.76e-05,79.8637,0,5.26996e-08
1.3,4,1,1,8850,0.8,4,3,1.92e-05,0.010276,0,8.6404e-09
1.3,5,0,1,1000,0.1,2,1,0.00012,13.2157,0,1.35078e-07
1.3,1,1,1,5300,0.2,6,1,7.2e-05,0.016424,0,6.8086e-07
1.3,8,0,0,5000,0.4,2,2,0.0004224,135.0008,0,6.82607e-08
1.3,3,0,0,550,0.4,2,1,0.000216,5.4026,0,2.482e-07
1.3,2,0,1,1000,0.6,4,2,4.8e-05,7.809,0,1.6063e-07
1.3,10,0,1,5300,0.5,2,1,0.000624,191.8645,0,1.153425e-07
1.3,10,1,0,3450,0.1,4,3,0,0.0017179,0,-3.1328e-10
1.3,5,0,1,3350,0.1,12,2,0,44.151,0,-1.56357e-10
1.3,3,0,1,2250,0.4,2,2,0.0001008,22.8221,0,1.26188e-07
1.3,1,1,1,2150,0.3,10,1,2.4e-05,0.016951,0,6.1214e-07
1.3,1,0,0,4550,0.7,4,1,0.0003984,18.6076,0,6.6532e-07
1.3,2,0,0,9400,1,2,3,6.72e-05,91.2019,0,1.40046e-07
1.3,6,1,1,5300,0.5,2,2,8.64e-05,0.0097341,0,4.9691e-08
1.3,5,1,0,2700,0.4,2,1,0.00012,0.0018696,0,1.3508e-07
1.3,4,0,0,6550,0.6,2,1,0.0002112,101.102,0,1.842512e-07
1.3,8,1,0,600,0.4,4,2,0,0.0015196,0,-2.5042e-10
1.3,9,1,0,900,1,6,3,0,0.0024637,0,-2.8186e-10
1.3,7,1,0,550,0.6,8,2,0,0.002814,0,-2.1878e-10
1.3,1,0,1,2200,0.4,2,1,0.000744,7.5142,0,6.2905e-07
1.3,10,0,0,2550,0,4,2,0,61.2013,0,-3.13283e-10
1.3,8,0,0,3000,0,4,3,0,57.6015,0,-2.50415e-10
1.3,2,1,1,2350,0,2,3,6.72e-05,0.010663,0,1.4005e-07
1.3,2,1,0,1150,0.5,4,3,2.88e-05,0.0025508,0,9.5987e-08
1.3,4,0,0,800,0.8,6,2,1.92e-05,13.802,0,1.06394e-08
1.3,7,1,0,650,0.9,2,2,0.0002016,0.0011309,0,5.0952e-08
1.3,5,1,0,1150,0.7,16,1,0,0.0046124,0,-1.5636e-10
1.3,9,1,1,4850,0.2,14,3,0,0.013948,0,-2.8186e-10
1.3,9,1,0,6550,1,2,3,0,0.00097143,0,-2.8186e-10
1.3,5,1,1,6350,1,2,1,0.00012,0.01037,0,1.3508e-07
1.3,4,0,1,1150,1,6,3,0,22.5181,0,-1.25056e-10
1.3,2,0,0,3150,0.6,2,1,0.0007968,24.3038,0,3.03013e-07
1.3,2,1,1,5000,1,10,2,5.76e-05,0.012413,0,5.6686e-08
1.3,4,0,1,900,0.1,8,2,0,9.6127,0,-1.2506e-10
1.3,8,0,0,2650,0.9,12,2,0,97.5039,0,-2.50415e-10
1.3,4,0,1,950,0.9,2,2,9.6e-05,17.7142,0,8.82216e-08
1.3,2,0,1,5650,0.5,10,2,5.76e-05,41.1386,0,5.66856e-08
1.3,2,0,0,1300,0.8,8,1,4.8e-05,11.1046,0,2.68577e-07
1.3,8,0,1,600,0.4,10,2,0,16.2177,0,-2.50415e-10
1.3,10,0,1,900,0.4,16,2,0,30.3323,0,-3.13283e-10
1.3,10,1,0,2150,0.7,4,1,0.000288,0.0014764,0,4.8753e-08
1.3,6,1,1,9700,0.9,6,3,0,0.010963,0,-1.8791e-10
1.3,9,1,0,600,0.5,2,2,0.0003888,0.0010021,0,5.7303e-08
1.3,4,0,1,6750,1,2,1,0.0002112,130.8945,0,1.842512e-07
1.3,9,1,1,950,0.5,2,2,0.0003888,0.0095021,0,5.7303e-08
1.3,2,0,1,6350,0.2,2,3,6.72e-05,36.6385,0,1.40046e-07
1.3,8,0,0,600,0.7,12,1,0,19.5033,0,-2.50415e-10
1.3,7,0,0,6150,0.7,6,3,0,176.7022,0,-2.187842e-10
1.3,3,1,0,8600,0.8,10,3,0,0.0039538,0,-9.3765e-11
1.3,8,0,0,800,0.8,2,2,0.0004224,27.9008,0,6.82607e-08
1.3,9,1,0,600,0.5,2,1,0.0003024,0.0012676,0,8.8174e-08
1.3,10,0,1,1400,0.5,2,1,0.000624,50.7442,0,1.15343e-07
1.3,9,0,1,1650,0.4,2,1,0.0003024,50.1459,0,8.81737e-08
1.3,8,0,1,5150,0.7,4,3,0,169.3342,0,-2.504152e-10
1.3,1,0,0,750,0.8,2,1,0.000744,3.3075,0,6.2905e-07
1.3,5,0,1,1550,0.5,2,2,0.000312,27.925,0,8.9174e-08
1.3,6,1,1,6350,0,4,1,8.64e-05,0.010436,0,7.7677e-08
1.3,7,1,1,600,0.7,2,2,0.0002016,0.0096309,0,5.0952e-08
1.3,8,0,0,1850,0.6,2,2,0.0004224,57.0008,0,6.82607e-08
1.3,4,1,1,850,0.7,2,3,5.76e-05,0.0098875,0,5.27e-08
1.3,1,0,1,550,0.4,2,2,0.0003984,1.8061,0,3.8446e-07
1.3,2,0,1,500,0.7,2,3,6.72e-05,4.2052,0,1.4005e-07
1.3,3,0,1,6150,0.9,14,1,5.76e-05,84.9662,0,4.89717e-08
1.3,4,1,1,6150,0.2,2,1,0.0002112,0.01072,0,1.8425e-07
1.3,1,1,0,550,0.3,2,1,0.000744,0.0077707,0,6.2905e-07
1.3,6,0,1,600,0.5,2,2,8.64e-05,12.9121,0,4.96906e-08
1.3,9,1,1,1650,0.4,8,3,0,0.01171,0,-2.8186e-10
1.3,7,0,0,1150,0.2,8,1,0,23.1022,0,-2.18784e-10
1.3,10,1,1,6950,0.3,6,2,0,0.010668,0,-3.1328e-10
1.3,4,1,0,5450,0.9,6,1,5.76e-05,0.0027908,0,1.0867e-07
1.3,10,0,0,1550,0.4,2,3,0,52.5007,0,-3.13283e-10
1.3,2,1,1,1250,0.1,14,3,0,0.013946,0,-6.2507e-11
1.3,2,0,0,4550,0.9,16,3,0,41.706,0,-6.25073e-11
1.3,7,1,0,7400,0.8,12,2,0,0.0041086,0,-2.1878e-10
1.3,1,1,1,4850,0.6,16,1,2.4e-05,0.017851,0,5.2925e-07
1.3,8,0,0,3350,0.6,8,1,0,103.5022,0,-2.504152e-10
1.3,1,1,1,850,0.5,4,2,5.28e-05,0.013435,0,3.856e-07
1.3,1,0,0,2400,0.8,12,1,3.36e-05,10.5086,0,5.88828e-07
1.3,9,1,0,1550,0,2,3,0,0.00097143,0,-2.8186e-10
1.3,6,1,0,5450,0.5,12,1,0,0.0035156,0,-1.8791e-10
1.3,7,1,0,2500,0.9,4,3,0,0.0017169,0,-2.1878e-10
1.3,6,1,0,650,1,4,2,2.88e-05,0.0015707,0,8.7662e-09
1.3,7,0,0,5450,0,2,1,0.0004368,91.5013,0,1.2755e-07
1.3,4,1,0,1700,0.7,10,2,0,0.0034603,0,-1.2506e-10
1.3,10,1,1,7850,0.9,2,3,0,0.0094718,0,-3.1328e-10
1.3,9,0,1,1300,0.1,8,2,0,30.9355,0,-2.8186e-10
1.3,6,0,0,5450,0.6,2,1,0.0002016,126.6014,0,1.197331e-07
1.3,3,1,1,600,0.1,4,2,4.32e-05,0.010743,0,8.5263e-08
1.3,6,0,0,1700,0.7,8,2,0,42.0026,0,-1.87907e-10
1.3,6,1,1,1150,0.2,2,2,8.64e-05,0.0097341,0,4.9691e-08
1.3,6,1,0,1150,0.6,2,1,0.0002016,0.0016505,0,1.1973e-07
1.3,1,1,0,2650,0.6,2,2,0.0003984,0.0046892,0,3.8446e-07
1.3,8,1,0,2400,0.4,2,3,3.84e-05,0.0010009,0,7.3323e-09
1.3,8,1,1,2900,0.6,2,3,3.84e-05,0.0095009,0,7.3323e-09
1.3,8,1,0,500,0.8,10,2,0,0.0034616,0,-2.5042e-10
1.3,1,0,1,6550,0.7,2,3,7.2e-05,27.0246,0,3.13045e-07
1.3,1,1,0,3700,0.4,2,2,0.0003984,0.0046892,0,3.8446e-07
1.3,5,0,1,1250,0.9,12,1,0,28.8243,0,-1.56357e-10
1.3,3,0,1,4300,0.6,2,2,0.0001008,49.8423,0,1.26188e-07
1.3,6,1,1,1350,0.6,2,1,0.0002016,0.010151,0,1.1973e-07
1.3,8,0,0,4050,0.7,6,3,0,133.2022,0,-2.504152e-10
1.3,2,1,0,4050,0.3,6,2,2.88e-05,0.0032524,0,1.2397e-07
1.3,10,0,1,4850,0.2,6,3,0,140.242,0,-3.132825e-10
1.3,8,0,0,5800,1,8,3,0,224.703,0,-2.504152e-10
1.3,7,0,0,3000,0.8,10,1,0,91.2027,0,-2.18784e-10
1.3,8,1,1,1750,0,2,1,0.000192,0.009866,0,8.691e-08
1.3,5,0,0,1000,0.8,12,2,0,21.9039,0,-1.56357e-10
1.3,4,0,0,6750,0.2,16,1,0,78.0044,0,-1.25056e-10
1.3,6,0,1,7850,0.3,12,1,0,147.4422,0,-1.879068e-10
1.3,1,1,1,2900,0,12,3,4.32e-05,0.014095,0,1.0425e-07
1.3,6,0,0,1600,0.8,4,2,2.88e-05,41.7013,0,8.76617e-09
1.3,9,0,0,750,0,2,3,0,16.2007,0,-2.8186e-10
1.3,2,1,0,2000,0.4,6,3,8.64e-05,0.0029089,0,5.9278e-08
1.3,3,0,0,850,0.8,12,2,0,11.1039,0,-9.37648e-11
1.3,6,1,0,7400,0.7,2,2,8.64e-05,0.0012341,0,4.9691e-08
1.3,6,1,1,2700,0.6,14,1,0,0.012564,0,-1.8791e-10
1.3,7,0,1,5650,0,4,1,0.0002016,94.9101,0,7.09417e-08
1.3,7,1,0,7400,1,2,1,0.0004368,0.0014863,0,1.2755e-07
1.3,10,0,1,8100,0.9,14,1,0,372.8758,0,-3.132825e-10
1.3,8,1,1,6000,0,12,2,0,0.012609,0,-2.5042e-10
1.3,6,1,1,6750,0.1,6,2,0,0.010666,0,-1.8791e-10
1.3,6,0,1,7850,0.7,2,2,8.64e-05,193.6527,0,4.969061e-08
1.3,5,0,0,5650,0.8,2,2,0.000312,123.0011,0,8.917401e-08
1.3,8,0,1,550,0.7,10,3,0,18.0179,0,-2.50415e-10
1.3,4,0,0,1100,0.8,6,2,1.92e-05,19.202,0,1.06394e-08
1.3,10,1,1,5450,0.6,2,2,0.000288,0.0094636,0,4.1756e-08
1.3,9,0,0,2550,0.4,8,3,0,77.403,0,-2.8186e-10
1.3,4,1,0,900,0.1,2,3,5.76e-05,0.0013875,0,5.27e-08
1.3,7,0,0,1400,0.9,4,2,0,45.0013,0,-2.18784e-10
1.3,8,0,0,6000,0,2,1,0.000192,115.2011,0,8.690958e-08
1.3,9,0,0,2000,0.7,4,3,0,74.1015,0,-2.8186e-10
1.3,1,0,1,1850,0.3,2,1,0.000744,5.713,0,6.2905e-07
1.3,5,1,0,6350,0.9,14,2,0,0.0047553,0,-1.5636e-10
1.3,4,1,1,3150,0.7,2,3,5.76e-05,0.0098875,0,5.27e-08
1.3,3,0,0,1150,0.2,2,3,0.0001008,9.9014,0,8.5717e-08
1.3,3,0,1,600,0.9,2,1,0.000216,8.1086,0,2.482e-07
1.3,4,1,1,4300,0.3,16,1,0,0.013112,0,-1.2506e-10
1.3,6,0,1,1000,0,2,3,0.0002592,14.4174,0,4.51923e-08
1.3,3,0,1,3350,0.4,6,1,0.0001008,33.9334,0,1.75673e-07
1.3,1,0,1,7400,0.6,4,2,5.28e-05,28.8281,0,3.85604e-07
1.3,5,0,1,3350,0.8,2,1,0.00012,72.9567,0,1.35078e-07
1.3,1,0,0,3450,0.6,8,3,1.44e-05,13.2047,0,1.87268e-07
1.3,9,0,1,550,0.8,2,1,0.0003024,21.6173,0,8.81737e-08
1.3,3,0,0,6150,0.8,8,1,4.32e-05,80.4034,0,1.41236e-07
1.3,2,0,0,3550,0.6,4,1,0.0001056,27.604,0,3.3349e-07
1.3,5,0,1,4850,0.9,4,3,0,111.6829,0,-1.563573e-10
1.3,1,1,1,1100,0.8,4,3,3.36e-05,0.012602,0,2.6899e-07
1.3,4,1,0,750,0.2,2,3,5.76e-05,0.0013875,0,5.27e-08
1.3,1,1,0,6550,0.6,4,1,0.0003984,0.0077926,0,6.6532e-07
1.3,3,0,1,2350,0.1,12,2,0,18.6237,0,-9.37648e-11
1.3,10,0,1,600,0.2,8,3,0,17.4203,0,-3.13283e-10
1.3,10,1,1,4850,0.9,12,3,0,0.013202,0,-3.1328e-10
1.3,7,0,0,1000,0,2,3,0.0001344,16.8008,0,2.30047e-08
1.3,4,1,0,1250,0.4,2,3,5.76e-05,0.0013875,0,5.27e-08
1.3,3,1,0,900,0.7,14,3,0,0.005446,0,-9.3765e-11
1.3,8,1,1,7150,0.2,6,1,3.84e-05,0.010436,0,1.133e-08
1.3,5,1,1,1050,0.8,12,3,0,0.013201,0,-1.5636e-10
1.3,10,0,1,5000,0.8,4,2,0,217.9658,0,-3.132825e-10
1.3,2,0,0,1200,0.4,14,1,5.76e-05,8.1054,0,1.77e-07
1.3,7,0,0,550,0.8,2,3,0.0001344,16.5008,0,2.30047e-08
1.3,6,0,1,7400,0.6,10,2,0,171.4432,0,-1.879068e-10
1.3,9,0,1,700,0.1,8,1,0,16.5199,0,-2.8186e-10
1.3,8,1,0,4400,0.6,4,3,0,0.0017172,0,-2.5042e-10
1.3,2,0,1,4550,0.4,16,1,0.0001056,30.6331,0,1.57952e-07
1.3,4,1,0,750,0.2,10,3,0,0.0039542,0,-1.2506e-10
1.3,1,0,1,9700,1,6,3,3.36e-05,47.1375,0,2.27535e-07
1.3,4,0,1,2700,0.3,12,3,0,33.6363,0,-1.25056e-10
1.3,7,1,0,700,0.1,6,2,0,0.0021666,0,-2.1878e-10
1.3,7,1,1,4550,0,2,2,0.0002016,0.0096309,0,5.0952e-08
1.3,9,1,0,5450,0.8,4,1,0.0003888,0.0015419,0,6.7298e-08
1.3,10,0,1,1900,0,2,2,0.000288,45.6529,0,4.17563e-08
1.3,6,0,0,4300,0.3,6,1,0.0002592,80.702,0,6.51825e-08
1.3,7,0,1,850,0.9,2,1,0.0004368,27.3212,0,1.2755e-07
1.3,8,1,0,3000,0,2,3,3.84e-05,0.0010009,0,7.3323e-09
1.3,7,0,0,950,0.2,8,2,0,19.2026,0,-2.18784e-10
1.3,9,1,0,550,1,6,3,0,0.0024637,0,-2.8186e-10
1.3,5,1,1,1000,0.1,2,3,0.000216,0.0097237,0,5.203e-08
1.3,2,0,0,1350,0.5,2,1,0.0007968,9.6038,0,3.0301e-07
1.3,7,1,0,1250,0.9,8,2,0,0.002814,0,-2.1878e-10
1.3,2,0,1,1800,0.6,4,3,2.88e-05,13.8136,0,9.59869e-08
1.3,2,0,0,550,0.7,4,3,2.88e-05,4.5023,0,9.5987e-08
1.3,5,1,1,8600,0.5,4,2,0.000144,0.0102,0,3.5983e-08
1.3,6,0,1,6550,0.3,8,3,0,123.1189,0,-1.879068e-10
1.3,4,0,0,4700,0.5,4,3,1.92e-05,68.1016,0,8.64038e-09
1.3,3,0,1,1950,0.4,2,2,0.0001008,19.8194,0,1.26188e-07
1.3,9,0,0,2200,0.9,2,1,0.0003024,91.201,0,8.81737e-08
1.3,1,0,1,6150,0.3,2,1,0.000744,19.2257,0,6.29054e-07
1.3,4,1,0,850,0.9,2,2,9.6e-05,0.0015701,0,8.8222e-08
1.3,9,1,1,6150,0.6,8,1,0,0.01092,0,-2.8186e-10
1.3,2,1,1,1650,0.3,2,2,0.0001056,0.011079,0,2.0156e-07
1.3,4,0,1,3700,0.4,6,2,1.92e-05,50.1467,0,1.06394e-08
1.3,10,1,1,7150,0,4,3,0,0.010218,0,-3.1328e-10
1.3,6,0,1,950,0.4,2,1,0.0002016,19.2186,0,1.19733e-07
1.3,9,0,0,2400,0,12,2,0,51.9039,0,-2.8186e-10
1.3,10,1,1,1050,0.1,2,1,0.000624,0.0096911,0,1.1534e-07
1.3,3,1,1,8350,0,2,3,0.0001008,0.010141,0,8.5717e-08
1.3,6,1,0,700,0.5,4,3,0,0.0017165,0,-1.8791e-10
1.3,2,0,0,8850,0.8,2,2,0.0001056,77.1024,0,2.01555e-07
1.3,3,0,1,2900,0.1,6,1,0.0001008,23.1276,0,1.75673e-07
1.3,1,0,1,3700,0.5,2,1,0.000744,13.2189,0,6.29054e-07
1.3,9,0,0,7400,0.1,6,1,0,176.1016,0,-2.818602e-10
1.3,4,1,1,3450,0.9,6,1,5.76e-05,0.011291,0,1.0867e-07
1.3,3,1,0,9400,0.1,10,3,0,0.0039538,0,-9.3765e-11
1.3,5,1,0,9150,0.7,8,2,0,0.0028133,0,-1.5636e-10
1.3,2,0,1,3800,0.4,4,1,0.0001056,25.5269,0,3.3349e-07
1.3,7,0,1,700,0.6,8,2,0,18.918,0,-2.18784e-10
1.3,7,0,0,9400,1,8,3,0,319.203,0,-2.187842e-10
1.3,7,0,1,6550,0.2,10,1,0,132.4349,0,-2.187842e-10
1.3,5,0,0,8100,0,8,2,0,97.2026,0,-1.56357e-10
1.3,6,0,1,6550,0.6,2,2,8.64e-05,151.9249,0,4.969061e-08
1.3,9,1,0,1300,0,2,1,0.0003024,0.0012676,0,8.8174e-08
1.3,3,0,0,600,0.8,2,1,0.000216,7.8026,0,2.482e-07
1.3,8,0,1,2650,0.4,2,1,0.000192,71.4651,0,8.69096e-08
1.3,8,1,1,3900,0.2,2,2,0.0004224,0.0095665,0,6.8261e-08
1.3,9,1,0,850,0.1,2,2,0.0003888,0.0010021,0,5.7303e-08
1.3,3,0,0,2050,0.8,2,1,0.000216,27.0026,0,2.48205e-07
1.3,2,1,0,800,0.9,10,3,0,0.0039535,0,-6.2507e-11
1.3,5,0,1,850,1,10,3,0,20.7183,0,-1.56357e-10
1.3,5,1,1,550,0.9,6,2,0,0.010666,0,-1.5636e-10
1.3,6,1,1,5300,0,2,2,8.64e-05,0.0097341,0,4.9691e-08
1.3,7,1,1,3150,0.6,12,3,0,0.013201,0,-2.1878e-10
1.3,8,0,0,700,0.9,2,2,0.0004224,25.8008,0,6.82607e-08
1.3,1,0,1,800,1,2,1,0.000744,3.9103,0,6.2905e-07
1.3,7,0,0,4050,0,2,1,0.0004368,68.1013,0,1.2755e-07
1.3,4,1,1,2350,0.6,2,2,9.6e-05,0.01007,0,8.8222e-08
1.3,6,0,0,3000,0,2,2,8.64e-05,43.201,0,4.96906e-08
1.3,2,0,0,1250,0.6,4,3,2.88e-05,9.6023,0,9.5987e-08
1.3,4,1,1,2650,0.9,4,2,0.0002112,0.010407,0,6.6497e-08
1.3,8,1,1,700,0.3,2,2,0.0004224,0.0095665,0,6.8261e-08
1.3,3,0,0,550,0,8,1,4.32e-05,3.9034,0,1.4124e-07
1.3,10,0,1,2400,0.7,2,3,0,98.478,0,-3.13283e-10
1.3,6,1,0,8100,0.9,4,2,2.88e-05,0.0015707,0,8.7662e-09
1.3,2,1,1,6950,0.5,8,1,4.8e-05,0.013287,0,2.6858e-07
1.3,1,0,1,5450,0.2,2,3,7.2e-05,15.6192,0,3.13045e-07
1.3,4,1,0,1700,0.2,2,2,9.6e-05,0.0015701,0,8.8222e-08
