Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
2.1,10,0,0,5850,7,0.5,7250,645,9,2,3,0,6.0696,0,2.601e-05
2.1,2,0,1,1750,3,0.2,3500,15,2,2,2,0.0001632,1.9107,0,0.00017367
2.1,3,0,1,1950,8,1,3850,10,10,8,1,7.2e-05,1.6993,0,0.00015427
2.1,6,0,1,7650,2,0.9,800,8,8,14,2,0,1.532,0,0.00013899
2.1,9,0,0,6900,1,0.3,8900,59,6,2,3,0,0.72871,0,2.7771e-05
2.1,5,1,0,3550,4,0.9,2000,25,2,4,1,0.001776,1.8842,0,3.6331e-05
2.1,7,1,1,6750,5,0.7,4300,135,9,6,3,0,1.4502,0,0.00013157
2.1,3,0,0,8650,10,0.8,2300,9,7,8,1,7.2e-05,6.1901,0,4.9269e-05
2.1,8,0,0,6400,2,0.3,3050,111,9,4,2,0,1.1198,0,2.8674e-05
2.1,2,1,1,8450,7,0.2,9150,56,9,4,1,0.00082031,1.8676,0,0.00016984
2.1,6,1,0,6550,8,0.3,950,72,9,8,2,0,2.9784,0,3.3434e-05
2.1,8,1,1,6850,5,0.6,8100,68,3,8,2,0,1.4214,0,0.00012893
2.1,4,1,0,7050,5,0.8,3650,17,6,2,1,0.0051648,3.2366,0,4.318e-05
2.1,5,1,0,2450,1,0.8,9900,68,2,2,3,0.000264,0.46743,0,3.6084e-05
2.1,1,0,0,4750,7,0.2,7100,117,1,2,2,0.0012881,1.4944,0,0.0001168
2.1,6,1,1,7800,3,0.8,6850,165,9,4,3,0,1.4694,0,0.00013341
2.1,1,1,0,7600,3,0,3150,15,5,2,2,0.000648,1.3509,0,0.00011883
2.1,1,0,0,6500,8,0.4,2700,123,3,2,1,0.0022176,1.8689,0,0.00011703
2.1,8,0,1,7450,7,0.7,7050,14,4,6,2,0,1.4734,0,0.00013372
2.1,9,0,0,8050,9,0.3,8250,14,4,4,2,0,6.0807,0,2.7802e-05
2.1,4,0,0,9950,9,0.6,8200,72,6,16,3,0,6.4834,0,4.2047e-05
2.1,5,1,0,9050,2,0.2,6500,87,5,2,1,0.0011511,0.91706,0,3.6277e-05
2.1,10,0,0,4950,9,0.9,5300,83,3,16,1,0,11.4751,0,2.60187e-05
2.1,2,0,1,3150,7,0.2,9200,149,2,14,1,9.6e-05,1.913,0,0.00017361
2.1,2,1,0,550,9,0.3,9150,72,4,16,3,0,0.85366,0,6.9679e-05
2.1,3,1,0,9650,10,0.5,5150,1000,4,14,1,0.00010547,4.4794,0,4.9793e-05
2.1,4,1,1,2150,4,0.7,6450,268,7,2,1,0.00031081,1.5684,0,0.00014256
2.1,5,0,0,3700,2,0.1,4050,310,9,10,1,0,0.57679,0,3.5597e-05
2.1,9,1,1,9250,1,0.7,5250,46,10,14,2,0,1.4119,0,0.00012807
2.1,7,0,0,5550,4,0.9,1100,106,1,6,2,0,3.6715,0,3.1281e-05
2.1,5,1,0,1950,9,1,3200,190,9,10,1,0,2.7081,0,3.6022e-05
2.1,1,1,0,8200,10,0.9,2200,711,2,2,3,0.00018549,3.2713,0,0.0001187
2.1,2,0,1,3550,6,0.5,4850,96,6,2,3,0.00026459,1.9097,0,0.0001736
2.1,4,1,0,2700,8,0.1,1950,645,6,6,1,3.0992e-05,0.74841,0,4.2479e-05
2.1,4,0,0,5200,5,0.2,2400,27,1,2,1,0.0051648,1.097,0,4.2674e-05
2.1,5,0,0,3000,6,0.1,1950,62,1,4,3,0,0.71955,0,3.5619e-05
2.1,9,1,0,6450,1,0.8,550,326,4,2,3,0,0.63905,0,2.7969e-05
2.1,8,0,1,3700,7,0.6,9900,952,5,2,1,0.00014794,1.4716,0,0.00013371
2.1,8,0,0,8350,6,0.6,3400,31,3,8,1,0,6.6799,0,2.8692e-05
2.1,6,0,0,3000,6,0.6,1700,10,9,2,3,0.0005472,2.0924,0,3.3203e-05
2.1,7,0,1,5000,8,0.3,2650,645,7,2,2,0.0012632,1.5007,0,0.00013644
2.1,2,0,0,2650,7,0.2,6850,200,4,4,2,0.00017237,0.9985,0,6.8552e-05
2.1,7,1,0,7750,8,0.9,4150,44,4,8,2,0,10.5327,0,3.16014e-05
2.1,1,0,0,3700,1,0.5,4100,1000,6,12,3,8.5178e-05,1.4327,0,0.0001302
2.1,4,0,0,7700,10,0.7,8600,505,6,2,2,6.1983e-05,6.5904,0,4.1968e-05
2.1,6,0,0,8150,5,0.2,3200,416,6,2,1,0.00016016,1.8501,0,3.3148e-05
2.1,10,0,0,6900,7,0.4,6500,9,5,2,3,0,5.7668,0,2.606e-05
2.1,9,1,0,9100,1,0.4,6950,17,1,2,1,0.0042336,0.77546,0,2.8519e-05
2.1,4,1,1,3150,7,0.6,9200,21,1,8,1,0.0009216,1.5704,0,0.00014266
2.1,7,0,0,8500,8,0.1,2450,12,9,2,1,0.0008064,1.9719,0,3.1497e-05
2.1,7,0,1,2350,6,0.5,9750,38,3,4,2,0,1.5014,0,0.0001363
2.1,3,0,1,8000,1,0.2,700,220,8,2,1,0.00039468,1.8522,0,0.0001715
2.1,4,0,1,5850,6,1,800,200,8,6,3,0,1.6183,0,0.00014691
2.1,10,1,0,4950,2,0.4,1150,677,6,16,3,0,1.1466,0,2.6213e-05
2.1,6,0,1,1200,6,0.6,8550,165,1,2,3,0.00033736,1.5204,0,0.00013814
2.1,8,1,1,7750,3,0.2,3150,342,5,2,2,0.0010488,1.4194,0,0.00012906
2.1,10,1,1,3400,1,0,5800,44,9,2,2,0.00070131,1.39,0,0.00012633
2.1,4,0,1,2300,6,0.8,2650,530,9,2,3,2.8255e-05,1.6174,0,0.00014694
2.1,4,0,1,8900,9,0.4,2350,96,3,2,1,0.00092153,1.6185,0,0.00014718
2.1,2,0,1,7450,8,0.1,1650,17,5,2,2,0.0025824,1.9105,0,0.00017392
2.1,10,0,1,2800,4,0.7,1000,952,10,10,1,,1.3365,0,
2.1,10,1,0,600,5,1,6900,111,8,2,3,0,1.0174,0,2.6226e-05
2.1,4,0,1,1450,8,0.8,3850,9,1,2,3,9.6e-05,1.6181,0,0.00014702
2.1,10,0,0,4350,4,0.3,3300,907,6,2,3,0,1.7572,0,2.6013e-05
2.1,1,1,1,9400,10,0.1,500,14,2,4,2,8.16e-05,2.4079,0,0.00021885
2.1,8,0,1,5550,5,0.6,9850,46,3,2,3,0.00056084,1.472,0,0.00013375
2.1,8,0,1,800,10,0.1,1850,255,4,6,1,4.006e-05,1.4726,0,0.00013369
2.1,6,0,0,5900,1,0.5,3300,27,6,4,1,0.0021024,0.60712,0,3.3444e-05
2.1,5,1,1,2350,10,1,9150,51,7,10,2,0,1.4994,0,0.00013608
2.1,8,1,1,5800,10,0.9,1700,72,4,2,1,0.0010752,1.42,0,0.00012911
2.1,4,1,0,1400,1,0.8,2900,44,9,4,3,0.00028021,0.58425,0,5.1839e-05
2.1,5,0,0,1000,7,0,4500,585,1,4,3,0,0.42778,0,3.5613e-05
2.1,7,0,1,9000,7,0.1,8800,645,10,4,2,,1.4868,0,
2.1,2,1,0,6500,3,0.7,9700,232,9,14,3,0,1.3683,0,6.941e-05
2.1,6,0,1,950,2,1,3150,784,7,6,2,0,1.5208,0,0.00013808
2.1,9,1,0,8600,8,1,9800,149,1,2,1,0.000966072,16.4016,0,2.81286e-05
2.1,3,1,1,9350,6,0.4,6600,23,1,2,3,0.0014112,1.6495,0,0.00015001
2.1,2,1,0,2200,6,0.4,8000,11,1,10,1,0.00024,1.0483,0,6.9719e-05
2.1,10,1,0,7150,6,0.6,6400,268,1,10,2,0,6.8958,0,2.6213e-05
2.1,2,1,1,8550,6,0.4,5800,111,8,2,1,0.0021058,1.8675,0,0.00016976
2.1,7,0,0,7950,4,0.6,3500,1000,1,2,2,0.00035834,3.6819,0,3.1349e-05
2.1,4,0,0,8150,8,0.7,3900,40,1,12,1,0.00028021,5.4121,0,4.2015e-05
2.1,7,1,0,5100,7,0.2,4000,310,2,6,3,0,1.7909,0,3.1567e-05
2.1,7,1,1,7550,5,0.1,3500,481,7,2,3,0.00021732,1.4487,0,0.00013159
2.1,6,0,1,7950,9,0.5,1300,15,6,6,3,0,1.5221,0,0.00013813
2.1,5,0,0,7300,3,0.8,4200,9,7,6,3,0,2.3788,0,3.5663e-05
2.1,9,1,0,6750,8,0.3,8300,11,10,16,2,0,4.3449,0,2.8021e-05
2.1,3,0,0,8000,7,0.8,9100,1000,10,4,2,,3.8689,0,
2.1,1,0,1,7050,3,0.4,4000,92,2,4,3,0.00015003,2.4395,0,0.00022169
2.1,1,0,0,8350,9,0.9,6800,864,6,12,1,3.0974e-05,3.1504,0,0.00011678
2.1,1,0,1,7850,9,0,8600,746,6,2,3,6.9691e-05,2.4379,0,0.00022161
2.1,2,1,0,6700,9,0.1,8800,530,8,6,3,0.00016947,1.1517,0,6.945e-05
2.1,4,0,0,8100,9,0.7,1700,12,1,2,2,0.0001536,5.9802,0,4.2053e-05
2.1,4,1,1,3650,9,0.2,6350,505,2,4,3,4.3668e-05,1.5684,0,0.00014242
2.1,3,1,1,9800,9,0.8,8900,38,8,4,3,0.00025526,1.6498,0,0.00014984
2.1,6,0,0,5250,6,0.5,5300,62,7,8,2,0,2.9707,0,3.3125e-05
2.1,5,0,1,4250,4,0.3,4400,96,3,4,1,0.00034319,1.5492,0,0.00014075
2.1,2,0,1,9450,4,1,3400,23,2,6,2,0.0007008,1.9113,0,0.00017369
2.1,7,1,0,9900,1,0.9,2750,396,7,2,2,0.0006048,0.74306,0,3.1657e-05
2.1,9,0,1,9200,10,0.9,2550,8,1,8,1,0,1.4634,0,0.0001328
2.1,3,0,0,3650,7,0,1300,117,10,8,2,,0.58432,0,
2.1,10,1,0,2900,5,0.8,1400,359,3,2,3,0,3.1358,0,2.6213e-05
2.1,9,0,1,2750,2,0.2,8300,20,9,8,3,0,1.4636,0,0.00013281
2.1,1,0,0,4400,3,0.9,1350,200,3,2,2,0.00072867,1.6632,0,0.00012965
2.1,10,1,0,2150,4,0,7800,96,2,6,1,0,0.41316,0,2.6225e-05
2.1,2,1,0,5100,3,0.1,3400,21,9,6,2,0.0007008,0.88425,0,6.9691e-05
2.1,7,0,1,1800,7,0.5,4650,342,2,6,1,0.00038278,1.5017,0,0.00013635
2.1,6,0,0,7350,7,0.8,6050,72,2,2,3,0.0002592,7.0321,0,3.3135e-05
2.1,5,0,1,5750,5,0.8,4450,22,7,14,1,0,1.551,0,0.00014067
2.1,8,0,1,9200,5,0.7,4300,18,9,12,2,0,1.4751,0,0.00013369
2.1,3,1,0,6900,5,0.9,700,72,5,2,3,0.0004176,2.8196,0,4.9894e-05
2.1,10,0,0,6750,4,1,2250,255,2,2,3,0,6.6942,0,2.6013e-05
2.1,2,0,1,3350,7,0.7,7250,200,4,8,3,1.2312e-05,1.9103,0,0.00017342
2.1,7,0,0,3450,10,0.8,7150,458,4,10,3,0,6.056,0,3.1281e-05
2.1,7,0,1,7900,4,0,4900,129,6,2,3,0.00029942,1.5007,0,0.00013634
2.1,8,1,1,3650,5,1,9500,17,10,6,1,0.0009216,1.421,0,0.00012909
2.1,5,0,0,3100,3,1,8500,585,10,14,1,,1.4982,0,
2.1,10,1,0,2800,10,0.5,4750,11,6,2,2,0.000576,4.0897,0,2.6336e-05
2.1,1,1,1,3950,5,0.9,1350,823,6,2,2,0.00057383,2.4055,0,0.00021862
2.1,8,0,1,6350,2,1,2500,557,3,4,3,0,1.4725,0,0.00013366
2.1,6,0,0,2900,3,0.7,5750,21,10,2,2,0.0021024,1.2575,0,3.3395e-05
2.1,1,0,0,1350,3,0.9,6950,87,5,4,1,0.0011126,1.5018,0,0.00013008
2.1,2,0,1,3950,1,0.3,6150,92,8,10,3,0,1.9112,0,0.00017345
2.1,6,0,1,9050,2,0.7,1050,530,6,2,1,0.00018599,1.5203,0,0.00013816
2.1,1,1,0,6750,4,0.6,8600,377,8,4,2,0.00010502,1.6966,0,0.0001188
2.1,9,1,0,850,9,0.6,6800,135,3,6,3,0,1.4146,0,2.7964e-05
2.1,4,0,0,6900,6,0.8,5400,19,8,12,2,0,3.9673,0,4.1944e-05
2.1,6,1,1,1750,3,0.7,4100,117,2,8,2,0,1.4705,0,0.00013343
2.1,3,0,1,6650,8,0.6,9800,27,3,4,3,0.0003456,1.6975,0,0.00015418
2.1,3,1,1,5100,5,0.3,2200,25,5,6,1,0.0014112,1.6512,0,0.00015011
2.1,10,0,0,7600,3,0.8,3200,11,7,2,3,0,4.3919,0,2.6064e-05
2.1,1,1,0,8450,7,0.6,5400,26,8,4,3,0.0008208,2.2337,0,0.00011884
2.1,2,1,1,4000,2,0.5,4650,17,10,4,2,0.0011712,1.8669,0,0.00016975
2.1,5,1,1,9550,10,0.2,6850,12,10,8,1,0.000288,1.4996,0,0.00013613
2.1,7,0,1,5400,8,0.5,2050,92,9,4,1,0.00035088,1.5015,0,0.00013638
2.1,7,0,0,4250,2,1,9650,8,6,2,3,0.0003024,1.5056,0,3.1369e-05
2.1,9,1,0,4150,8,0.7,1650,157,7,8,1,0,5.8097,0,2.8006e-05
2.1,3,0,1,7450,9,0,4600,396,6,4,2,2.88e-05,1.6971,0,0.00015418
2.1,4,1,1,2200,7,0.7,8250,28,8,2,3,0.0014016,1.5684,0,0.00014267
2.1,10,1,0,5300,8,0.5,1050,200,5,2,3,0,5.9502,0,2.6225e-05
2.1,5,1,0,2950,3,0.6,3850,15,3,6,2,0,0.99434,0,3.6061e-05
2.1,5,1,0,6000,1,0.3,5150,18,5,6,3,0,0.56976,0,3.6041e-05
2.1,10,0,1,2300,7,0.5,4950,51,2,10,1,0,1.4447,0,0.00013103
2.1,9,1,0,1400,6,0.9,6950,27,3,2,3,0,2.0188,0,2.7994e-05
2.1,8,0,1,9550,6,0.7,9050,14,5,10,2,0,1.4746,0,0.00013373
2.1,9,0,1,7350,10,0.3,6200,83,9,2,2,0.0004955,1.4616,0,0.00013283
2.1,3,1,1,1250,4,1,4650,25,3,2,3,0.0014112,1.6494,0,0.00015001
2.1,5,1,0,4450,6,0.4,1150,68,10,4,1,0.00048,1.8108,0,3.6181e-05
2.1,2,1,1,800,2,0.1,5150,51,8,2,3,0.00062023,1.8657,0,0.00016964
2.1,6,1,1,7450,8,0.6,2850,16,5,2,1,0.0049248,1.4698,0,0.00013409
2.1,1,1,0,2250,8,0.6,7350,142,8,12,1,0.00010135,1.5962,0,0.00011897
2.1,8,0,1,9150,2,1,9450,65,3,2,3,0.0002688,1.4719,0,0.00013371
2.1,6,1,0,8750,1,0.2,9150,20,2,8,3,0,0.6698,0,3.3455e-05
2.1,5,0,0,1550,5,1,2650,12,6,2,3,0.000408,1.4186,0,3.5735e-05
2.1,1,0,1,2350,10,0.8,3600,111,5,2,3,0.00032823,2.4391,0,0.00022177
2.1,7,1,1,1700,7,0.8,3900,20,6,2,2,0.0016464,1.4493,0,0.00013182
2.1,4,0,0,3450,7,0.5,8850,11,10,2,2,0.0001536,1.9066,0,4.2053e-05
2.1,4,0,1,5600,5,0,3500,30,5,2,3,0.0014016,1.6179,0,0.00014716
2.1,4,0,0,6700,4,0,6700,481,2,2,1,0.00050218,0.64553,0,4.2111e-05
2.1,1,0,0,6350,9,0.7,8750,458,1,2,1,0.0022947,2.4292,0,0.00011712
2.1,7,0,0,1000,9,0.6,3150,864,1,2,2,0.00035834,1.5171,0,3.1349e-05
2.1,10,0,0,3100,2,0.4,3450,505,8,6,2,0,0.87742,0,2.5995e-05
2.1,3,0,0,2600,2,0.9,7900,557,9,2,1,0.00020592,0.8289,0,4.9254e-05
2.1,1,0,0,5500,1,0.1,6250,129,6,14,2,5.3343e-05,1.4116,0,0.00012649
2.1,7,0,0,3900,8,0.5,7250,87,8,2,3,0.00049123,3.5484,0,3.1362e-05
2.1,7,0,0,1400,7,1,5950,677,7,16,2,0,2.475,0,3.1281e-05
2.1,9,1,1,3450,7,0.3,1150,16,4,4,1,0.0010368,1.4097,0,0.00012814
2.1,6,1,1,8850,1,0,6750,18,5,6,1,0.0006912,1.4703,0,0.00013356
2.1,4,1,0,9050,9,0.1,1950,310,2,6,2,4.3668e-05,1.5114,0,4.2427e-05
2.1,8,1,1,8800,3,0.8,1850,129,4,6,2,0,1.4205,0,0.00012892
2.1,4,0,0,3500,2,0.3,4050,31,10,16,3,0,0.69064,0,4.2003e-05
2.1,3,0,0,8900,1,0.1,3250,15,1,12,3,0,0.73155,0,4.9664e-05
2.1,5,0,1,7150,7,0.4,9950,645,2,4,2,0.00027298,1.5486,0,0.00014066
2.1,10,0,1,500,6,0.7,2600,31,9,12,3,0,1.4463,0,0.00013109
2.1,7,1,1,2400,2,0.2,1400,165,7,2,1,0.00053589,1.4492,0,0.0001317
2.1,10,0,1,2450,10,0.7,2600,17,8,2,2,0.001152,1.4431,0,0.00013118
2.1,6,0,1,4800,5,0.5,7850,46,8,2,2,0.00093093,1.5205,0,0.00013826
2.1,2,0,1,9050,7,0.2,6050,79,9,6,2,0.0001728,1.9109,0,0.00017358
2.1,9,1,1,2250,10,0.7,7100,396,4,2,1,0.00089651,1.4091,0,0.00012811
2.1,10,0,0,750,8,0.4,1600,1000,7,4,1,0.00046751,1.0103,0,2.6076e-05
2.1,4,1,0,9000,2,0.5,7400,268,9,6,2,0,1.1934,0,4.2394e-05
2.1,2,0,0,7150,6,0.2,5000,10,9,2,2,0.0001632,1.2805,0,6.8666e-05
2.1,8,0,0,1250,6,0.6,3300,530,8,6,3,0,1.3668,0,2.8647e-05
2.1,9,1,1,1250,3,0.3,9050,255,3,2,3,0,1.4089,0,0.00012797
2.1,9,0,1,4600,9,0.8,3000,21,4,10,1,0,1.4635,0,0.00013279
2.1,8,0,1,3000,7,0.4,3500,35,5,10,2,0,1.4742,0,0.00013369
2.1,10,0,0,2300,6,1,6350,416,6,4,1,0.00044535,4.225,0,2.6067e-05
2.1,3,1,1,7300,8,0.8,1050,342,1,2,3,0.00032202,1.6492,0,0.00014985
2.1,6,1,0,1200,5,0.1,1300,22,6,2,1,0.0049248,0.49394,0,3.4094e-05
2.1,10,1,1,7350,8,0.3,9500,56,1,2,2,0.00030056,1.3901,0,0.00012626
2.1,6,0,0,3800,7,0.3,1700,106,10,2,2,,1.7163,0,
2.1,8,0,0,7600,3,1,550,79,2,2,2,0.000384,4.256,0,2.8736e-05
2.1,4,1,1,2250,9,0,5600,173,9,8,2,0,1.5693,0,0.00014241
2.1,9,0,0,4900,2,0.3,4350,11,4,8,3,0,1.0082,0,2.7796e-05
2.1,10,0,1,9250,7,0.2,8600,907,4,2,2,0.00052773,1.4427,0,0.00013108
2.1,8,1,0,3300,2,0.1,7450,75,6,2,3,0.0002688,0.54598,0,2.8973e-05
2.1,2,0,1,6650,5,1,5400,51,6,2,3,0.00062023,1.9097,0,0.00017364
2.1,3,0,0,2700,4,0.5,8550,436,1,2,1,0.0013034,1.0046,0,4.9435e-05
2.1,9,0,0,3400,5,0.1,7900,21,8,10,1,0,0.91126,0,2.7794e-05
2.1,9,0,0,4450,2,0,7800,530,8,2,3,0,0.57864,0,2.7741e-05
2.1,8,0,1,1150,1,0.5,7450,31,10,4,3,0,1.4726,0,0.0001337
2.1,3,1,0,1050,1,0.8,1500,952,5,8,2,0,0.69657,0,6.4141e-05
2.1,1,1,0,1000,1,0.7,4550,232,9,2,2,0.00072008,1.4708,0,0.00013634
2.1,8,0,1,4950,9,0.3,7300,15,4,4,1,0.0008448,1.4729,0,0.00013384
2.1,7,1,1,8800,8,0.8,7200,142,7,2,2,0.00037427,1.449,0,0.00013165
2.1,10,1,1,6000,10,0,5500,28,2,2,1,0.003552,1.3904,0,0.00012668
2.1,3,0,1,4100,5,0.8,2900,220,1,4,3,0.00016868,1.6973,0,0.00015414
2.1,6,1,1,6900,8,0.3,9050,907,1,4,3,0,1.4696,0,0.00013341
2.1,10,0,1,6000,2,0.3,2850,10,2,2,3,0,1.4433,0,0.00013106
2.1,10,1,1,7450,10,1,500,614,3,2,3,0,1.39,0,0.00012621
2.1,9,0,1,4300,7,0,8500,377,3,10,1,0,1.4634,0,0.00013275
2.1,2,1,0,2250,4,0.7,4550,33,7,2,3,0.00078029,1.0644,0,6.9652e-05
2.1,2,1,1,600,1,0.5,7500,232,6,2,2,0.0001814,1.8659,0,0.00016962
2.1,9,1,0,3000,7,0.3,6550,123,1,2,2,0.00050604,1.8667,0,2.8042e-05
2.1,1,0,0,4650,3,0.8,4650,585,2,14,2,5.4555e-05,1.5437,0,0.0001166
2.1,2,0,0,4600,5,0,3400,30,9,8,1,0.0011712,0.82028,0,6.8899e-05
2.1,4,1,1,7850,9,0,1850,92,7,2,2,0.00044033,1.5683,0,0.00014255
2.1,10,1,1,1150,5,0.1,2950,59,3,2,2,0.00030056,1.3901,0,0.00012627
2.1,3,1,0,3900,10,0.3,9000,46,1,8,2,0.00021021,1.53,0,4.9827e-05
2.1,2,1,0,600,10,0.4,8750,557,1,12,3,0,0.89979,0,6.9413e-05
2.1,2,1,0,9250,6,0.2,7950,149,3,2,1,0.001647,1.4073,0,6.9717e-05
2.1,10,1,1,2550,7,0.5,2900,458,3,2,2,0.00050094,1.39,0,0.00012628
2.1,3,1,1,9250,10,1,5200,129,10,4,2,,1.617,0,
2.1,2,0,1,5850,2,0.6,6450,220,7,2,1,0.0013597,1.911,0,0.00017365
2.1,10,1,0,3000,1,0.7,9450,17,7,8,3,0,0.46296,0,2.6255e-05
2.1,6,0,1,4800,6,0.3,3050,281,1,6,1,0.00033736,1.5215,0,0.00013816
2.1,7,0,1,4200,8,0.3,4200,30,6,2,1,0.0049056,1.5015,0,0.00013695
2.1,2,1,0,8450,2,0.7,2800,181,4,4,3,8.003e-05,1.2039,0,6.9522e-05
2.1,4,0,1,7950,6,0.2,4150,149,9,2,3,0.0001728,1.6176,0,0.00014698
2.1,9,1,1,4400,9,0.5,750,823,6,2,2,0.00076722,1.4087,0,0.00012806
2.1,4,1,0,7500,7,0.7,8450,12,7,2,3,9.6e-05,4.2793,0,4.2517e-05
2.1,2,1,0,4350,9,0.9,3650,190,4,4,2,0.00020008,2.6255,0,6.9597e-05
2.1,10,0,0,2450,5,0.3,8000,111,8,4,2,0,1.4429,0,2.6031e-05
2.1,3,1,0,7050,10,0.7,6200,18,9,4,1,0.0024624,4.5206,0,5.0257e-05
2.1,3,1,1,8100,2,0.3,3700,23,10,2,1,0.0052992,1.6505,0,0.00015059
2.1,4,0,1,5700,2,0.5,4050,106,8,4,1,0.00037253,1.6187,0,0.0001471
2.1,2,0,0,1600,6,0.4,4450,35,4,2,3,0.00078029,0.98719,0,6.8653e-05
2.1,7,1,1,8200,4,0,700,557,10,2,3,,1.4348,0,
2.1,7,1,1,3100,2,0.6,1950,10,4,14,1,0,1.4525,0,0.00013162
2.1,5,1,0,6450,1,0.8,3700,18,3,6,2,0,0.58227,0,3.604e-05
