Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
2.1,9,0,1,3300,10,0.8,6000,65,9,6,2,0,1.4626,0,0.00013277
2.1,1,1,1,6050,3,0.8,9950,38,8,8,3,0.00015503,2.4077,0,0.00021866
2.1,7,1,0,7200,9,0,2250,8,9,4,1,0.0003696,0.63689,0,3.1703e-05
2.1,5,0,0,1850,5,0.8,1550,51,9,4,3,0,1.3474,0,3.5649e-05
2.1,4,1,1,1800,1,1,1900,44,2,8,3,0,1.5699,0,0.00014244
2.1,3,1,0,4650,7,0.1,5750,907,7,6,3,0,0.87051,0,4.9747e-05
2.1,5,1,0,5750,6,0.8,8250,22,8,12,1,0,3.8857,0,3.6065e-05
2.1,9,1,0,7450,6,0.3,3600,54,2,2,1,0.0020721,3.5963,0,2.8268e-05
2.1,7,1,0,2950,9,0.8,3000,46,8,10,3,0,4.2866,0,3.1656e-05
2.1,3,0,1,6550,1,1,7850,54,7,4,2,0.00033033,1.6974,0,0.00015423
2.1,3,1,1,5500,5,0.2,8150,56,2,12,2,0,1.6514,0,0.00014977
2.1,7,0,1,4550,8,0.6,9200,28,1,8,3,0,1.5032,0,0.00013631
2.1,4,0,1,4950,10,0.7,1650,72,4,10,2,0,1.6195,0,0.00014695
2.1,1,0,1,4750,2,0.6,9600,481,1,10,3,4.5966e-05,2.4406,0,0.00022155
2.1,10,1,0,3000,2,0.3,2000,281,5,8,3,0,0.72178,0,2.6247e-05
2.1,9,1,0,2700,2,0.7,6200,96,9,2,2,0.00083839,0.93861,0,2.8085e-05
2.1,2,0,1,8850,8,0.8,5050,31,5,2,2,0.0025824,1.9104,0,0.00017393
2.1,7,0,1,3550,8,0.2,3350,28,7,2,2,0.0016464,1.5011,0,0.00013653
2.1,3,0,1,9200,3,0.1,8100,157,8,4,1,0.0002736,1.6982,0,0.00015432
2.1,6,0,0,9100,5,0.9,9750,123,7,4,3,0,6.7196,0,3.3104e-05
2.1,7,0,1,1700,7,1,4800,14,1,8,1,0,1.5027,0,0.00013633
2.1,7,0,0,4250,5,0.9,7400,645,8,2,1,0.00090372,3.9117,0,3.1446e-05
2.1,7,0,1,6100,8,0.6,2150,12,9,2,1,0.0008064,1.5017,0,0.0001365
2.1,6,0,0,9150,2,0.8,6900,677,6,2,1,0.00018599,2.0553,0,3.3161e-05
2.1,7,0,0,750,8,0.2,6850,295,8,10,3,0,0.69295,0,3.127e-05
2.1,7,0,1,4450,1,0.8,10000,111,6,2,2,0.00034372,1.5008,0,0.00013637
2.1,6,0,1,9950,6,0.2,6500,220,5,2,3,0.00054912,1.5201,0,0.00013817
2.1,1,1,1,9600,4,0.5,8050,54,2,4,2,0.00041008,2.4073,0,0.00021884
2.1,9,1,0,500,1,0.5,9900,9,4,2,3,0,0.44142,0,3.9836e-05
2.1,7,1,1,5100,1,0.5,4350,135,10,14,3,,1.4368,0,
2.1,6,1,0,2250,3,1,1250,232,2,10,1,0,1.2273,0,3.3413e-05
2.1,9,1,0,2400,2,1,7250,14,7,2,1,0.0005616,1.0566,0,2.8136e-05
2.1,8,0,0,700,5,0.6,950,8,6,2,1,0.0003072,0.77037,0,2.8808e-05
2.1,7,1,1,4300,1,1,900,14,5,10,2,0,1.4517,0,0.00013163
2.1,8,0,0,6300,10,0.1,1600,72,10,10,1,0,1.9885,0,2.8685e-05
2.1,8,1,0,1850,10,0.8,5400,49,3,6,1,0.0002003,3.4833,0,2.8967e-05
2.1,7,0,1,6400,1,0.9,1800,25,4,2,3,0.0008064,1.5011,0,0.00013642
2.1,2,1,1,3300,8,0.9,3050,101,1,8,3,6.13e-05,1.867,0,0.00016945
2.1,10,1,0,550,4,0.7,4350,25,10,2,1,0.003552,0.65538,0,2.6678e-05
2.1,3,1,1,1700,2,0,8400,135,4,8,3,0,1.6503,0,0.00014976
2.1,3,1,0,2400,6,0.9,7550,481,6,2,1,0.00020924,1.5263,0,4.9909e-05
2.1,1,0,0,6100,9,0,4150,101,7,2,3,0.00032823,1.3256,0,0.00011677
2.1,4,0,0,550,6,0.8,1300,11,7,12,2,0,0.76507,0,4.1964e-05
2.1,8,1,0,4100,5,0.7,6000,75,3,6,1,0.0002688,3.1604,0,2.8967e-05
2.1,1,1,0,6650,9,0.9,3300,416,6,14,3,3.5563e-05,2.7271,0,0.00011843
2.1,3,1,1,3200,6,0.8,4750,10,10,4,1,0.0001584,1.6511,0,0.00015
2.1,1,1,0,7550,6,0.7,6650,35,6,10,3,7.5014e-05,2.1139,0,0.00011859
2.1,10,1,0,4800,3,0.8,5450,13,7,6,3,0,2.7836,0,2.6274e-05
2.1,5,0,1,9450,4,0,7850,12,6,10,2,0,1.5509,0,0.00014067
2.1,9,0,0,4950,3,0.8,5200,165,6,10,3,0,2.7789,0,2.7803e-05
2.1,5,1,0,9650,1,0.4,6100,22,7,6,3,0,0.67345,0,3.6056e-05
2.1,8,1,1,3250,3,0,7350,68,2,8,3,0,1.4217,0,0.00012894
2.1,5,0,0,3100,5,0,1000,10,7,2,3,0.000408,0.49916,0,3.5733e-05
2.1,2,0,0,9200,2,0.3,1250,142,4,4,3,0.00011738,1.1385,0,7.9401e-05
2.1,2,1,0,9450,4,0.9,800,255,9,2,2,0.00017006,2.3478,0,6.9617e-05
2.1,10,1,1,7050,1,0.1,9900,27,1,2,2,0.001152,1.3903,0,0.00012638
2.1,3,1,1,3600,6,0.4,5650,864,1,2,1,0.0013034,1.6503,0,0.0001501
2.1,7,0,1,4200,2,0.3,8500,255,6,2,2,0.00084211,1.5008,0,0.00013642
2.1,4,0,0,9200,9,0.9,7650,157,3,2,1,0.0005568,8.6864,0,4.2136e-05
2.1,4,1,0,500,1,0.7,3050,12,4,6,2,3.84e-05,0.63346,0,5.9434e-05
2.1,7,1,1,7350,2,0.7,2750,557,7,2,3,0.0002406,1.4487,0,0.0001316
2.1,5,0,1,6100,8,0.3,7450,9,2,12,1,0,1.551,0,0.00014067
2.1,10,1,0,3850,5,0.3,8150,28,2,8,3,0,1.846,0,2.6255e-05
2.1,8,0,0,6550,2,0.1,8200,436,9,2,2,0.00096151,0.8338,0,2.877e-05
2.1,6,1,1,750,9,0.5,5100,96,4,2,1,0.00079426,1.4695,0,0.00013361
2.1,2,1,0,10000,1,0.4,3650,190,5,2,1,0.0014272,0.88111,0,6.9713e-05
2.1,5,0,1,3250,7,0.7,550,255,5,2,2,0.00065061,1.5482,0,0.00014075
2.1,4,1,0,8050,10,0.9,2650,40,1,4,3,0.00028021,8.1868,0,4.2481e-05
2.1,9,0,1,1900,8,0.5,7400,359,10,6,1,,1.4508,0,
2.1,9,0,0,3900,5,0.7,9000,13,9,2,1,0.0005616,3.7127,0,2.7913e-05
2.1,1,0,1,8000,6,0.6,5200,746,9,6,2,3.131e-05,2.4404,0,0.00022173
2.1,4,0,1,1900,2,0.1,8300,13,4,8,3,0,1.6198,0,0.00014698
2.1,1,1,0,2100,9,0.6,8250,42,10,2,2,0.0025357,1.6102,0,0.00011902
2.1,7,0,1,9650,8,0.5,6150,49,2,2,2,0.00084211,1.501,0,0.00013642
2.1,5,1,1,6250,4,0.5,3250,907,1,4,1,0.00043446,1.4986,0,0.00013615
2.1,9,1,0,5050,7,0.4,1350,243,8,6,3,0,3.7199,0,2.7988e-05
2.1,4,1,1,8900,8,0.5,8000,30,1,16,2,0,1.5723,0,0.00014245
2.1,2,0,0,5800,8,0.2,3950,14,6,10,3,0,1.3209,0,6.8482e-05
2.1,2,0,0,5300,3,0.4,4100,281,9,8,1,0.00012004,1.0829,0,6.8594e-05
2.1,1,1,0,5350,2,0.5,9050,72,2,2,1,0.0026034,1.418,0,0.00011923
2.1,10,1,1,3450,6,0.8,1250,268,5,2,1,0.0012728,1.3899,0,0.00012639
2.1,9,0,1,4350,6,0,7900,14,2,4,3,0,1.4626,0,0.0001328
2.1,5,0,1,6050,5,0.5,3700,165,2,4,3,0,1.5486,0,0.00014061
2.1,4,0,1,7050,7,1,3650,59,4,2,2,0.00070053,1.6179,0,0.00014708
2.1,10,0,1,1950,3,0.8,2700,46,4,12,1,0,1.4451,0,0.00013105
2.1,7,0,1,1200,10,0.4,8400,31,1,4,1,0.0016464,1.5019,0,0.00013655
2.1,7,1,1,5700,5,0.3,3150,505,3,2,2,0.00084211,1.449,0,0.00013169
2.1,7,0,1,3750,9,0.7,3850,12,7,12,3,0,1.5049,0,0.00013634
2.1,5,1,1,9400,1,0.4,6250,377,10,10,3,,1.4793,0,
2.1,7,0,0,9500,2,0.6,7800,106,5,8,1,0,1.9989,0,3.1342e-05
2.1,5,1,1,9900,10,1,5900,8,4,12,1,0,1.5004,0,0.00013607
2.1,9,1,0,9750,3,0.5,650,129,5,2,3,0,3.343,0,2.7987e-05
2.1,9,1,0,1000,1,0.7,5700,83,6,10,3,0,0.38157,0,3.0177e-05
2.1,2,1,0,8750,9,0.9,6550,243,4,8,1,0.00014005,4.5076,0,6.9695e-05
2.1,2,1,1,6700,1,0.9,9250,12,10,12,1,4.8e-05,1.8693,0,0.00016967
2.1,4,0,1,2150,6,0.4,6550,111,2,4,2,0.0002745,1.6181,0,0.00014699
2.1,5,1,0,2550,4,0.2,1800,255,3,4,1,0.00065061,0.69206,0,3.6173e-05
2.1,10,0,1,9700,6,0,3650,12,8,4,1,0.000576,1.4438,0,0.00013114
2.1,8,1,0,5200,8,0.5,8950,44,8,2,1,0.0032849,4.7628,0,2.9373e-05
2.1,6,1,1,9600,4,0.3,7550,16,10,2,1,0.0049248,1.4698,0,0.00013409
2.1,8,0,1,7750,1,1,6900,31,3,4,2,0,1.4725,0,0.00013369
2.1,2,1,0,1700,2,0.2,3300,359,4,4,2,0.0001054,0.86448,0,7.6157e-05
2.1,4,1,1,6250,4,0.2,2600,11,8,2,1,0.0003264,1.5695,0,0.00014266
2.1,1,1,0,2650,8,0.7,2650,54,6,4,3,0.00031006,1.6966,0,0.00011874
2.1,9,1,0,3500,2,0.1,3150,1000,5,2,3,0,0.57879,0,2.7969e-05
2.1,10,1,1,9300,6,0.3,6550,30,4,10,1,0,1.3919,0,0.00012627
2.1,2,1,0,8250,5,0.4,4450,35,5,2,1,0.0052765,1.6242,0,7.0107e-05
2.1,9,0,1,6900,2,0.4,6150,51,7,2,2,0.0004955,1.4615,0,0.00013284
2.1,6,1,1,4450,3,0,3850,92,1,2,2,0.00033736,1.4692,0,0.00013349
2.1,10,1,0,750,3,0.7,5650,31,4,6,3,0,0.63749,0,2.6262e-05
2.1,8,0,0,2550,3,0.9,7500,96,5,2,2,0.00054942,1.6723,0,2.8765e-05
2.1,3,0,0,7450,4,0.7,6800,101,6,8,3,0,2.1126,0,4.9145e-05
2.1,10,0,0,9600,4,0.6,6000,59,6,2,3,0,6.0885,0,2.6038e-05
2.1,6,0,1,1300,3,0.1,4250,190,10,2,1,,1.5045,0,
2.1,7,1,0,2250,6,0.3,4750,9,10,2,2,0.0003696,1.1217,0,3.1682e-05
2.1,8,0,1,1200,1,0,8600,416,4,8,3,0,1.4735,0,0.00013366
2.1,1,1,1,1450,1,0.6,6650,11,10,2,1,0.00080705,2.4108,0,0.00021908
2.1,7,1,0,8800,9,0.1,1550,72,10,6,1,0.0002688,2.124,0,3.1632e-05
2.1,10,1,1,3500,2,0,8850,11,6,2,1,0.0012,1.3907,0,0.00012644
2.1,1,0,1,3150,3,0.2,3500,784,4,2,1,0.0015182,2.442,0,0.00022187
2.1,9,0,1,2500,10,0.1,3200,8,5,2,3,0,1.462,0,0.00013279
2.1,3,0,0,1800,10,0.8,8800,530,3,6,1,0.00022523,1.9779,0,4.9264e-05
2.1,8,1,1,6300,2,1,4500,14,1,4,1,0.0008448,1.4207,0,0.00012909
2.1,2,0,1,3850,10,0.5,3000,27,2,4,1,0.0025824,1.9121,0,0.00017406
2.1,1,0,0,6250,5,1,4600,157,1,2,1,0.0022947,2.0793,0,0.00011712
2.1,2,0,0,7900,6,0.2,8950,677,7,2,3,5.3353e-05,1.344,0,6.8514e-05
2.1,7,1,0,9200,2,0.1,3100,42,1,2,1,0.0023509,0.90197,0,3.1915e-05
2.1,8,1,0,4200,2,0.9,2500,8,10,16,3,0,1.3899,0,2.8971e-05
2.1,2,0,0,6350,10,0.4,3150,8,2,12,1,4.8e-05,2.1983,0,6.8668e-05
2.1,8,1,0,4150,8,0.8,7950,92,3,6,2,0,5.8806,0,2.8919e-05
2.1,4,0,1,1950,10,0.7,9400,101,3,2,1,0.00092153,1.6185,0,0.00014718
2.1,4,1,0,8400,3,1,5000,952,1,6,1,0.00022485,2.602,0,4.2539e-05
2.1,3,0,0,6300,6,0.8,1800,42,2,4,2,0.00046547,2.8863,0,4.9242e-05
2.1,9,1,1,7700,1,0.1,3250,111,2,6,2,0,1.4101,0,0.00012798
2.1,4,0,1,4050,7,0.3,8200,12,4,4,1,0.0001536,1.6192,0,0.00014711
2.1,10,0,1,6550,5,0.2,2150,135,2,4,2,0,1.4433,0,0.00013102
2.1,8,0,0,1100,6,0.6,8200,149,6,4,2,0,1.4239,0,2.8693e-05
2.1,3,1,0,6600,6,0.1,2850,38,1,8,3,0,0.94941,0,4.9758e-05
2.1,10,0,1,1750,4,0.4,700,157,6,2,1,0.000624,1.4429,0,0.00013114
2.1,7,0,1,8250,5,0.6,9750,746,6,12,3,0,1.5028,0,0.00013628
2.1,10,0,0,8950,10,0.9,950,21,9,2,3,0,21.9507,0,2.60428e-05
2.1,2,1,0,1000,6,0.9,8400,711,5,4,2,3.6939e-05,1.0366,0,6.9498e-05
2.1,2,1,0,8150,2,1,8700,436,5,2,2,9.2347e-05,1.3287,0,6.9522e-05
2.1,10,0,0,8950,2,0,8750,907,8,8,2,0,0.89776,0,2.6013e-05
2.1,7,0,1,8350,8,0.1,9200,46,4,14,1,0,1.5036,0,0.00013633
2.1,8,0,0,9850,7,0.9,9650,173,1,4,1,0.000368224,13.7483,0,2.8742e-05
2.1,7,0,1,8550,8,0.4,7050,10,9,8,1,0,1.5027,0,0.00013633
2.1,6,1,0,9250,2,0.2,8450,359,7,10,1,0,1.0067,0,3.3444e-05
2.1,2,0,1,8850,6,0.3,7000,11,3,6,1,0.0001056,1.9126,0,0.00017376
2.1,3,1,1,2250,4,0.3,2150,18,8,6,2,0.0003456,1.6503,0,0.00014986
2.1,7,0,0,8650,1,0.3,9500,15,8,2,3,0.0003024,0.75804,0,3.137e-05
2.1,7,0,0,5900,7,0.2,7550,49,8,8,3,0,2.1517,0,3.1345e-05
2.1,1,0,0,5250,10,0,5250,59,9,8,1,0.00041008,1.324,0,0.00011711
2.1,8,0,1,6200,9,0.9,1950,281,9,14,2,0,1.4748,0,0.00013361
2.1,1,0,0,9300,5,0.4,5000,12,5,8,1,8.16e-05,1.7938,0,0.00011711
2.1,4,1,0,6800,8,0.6,2150,8,2,4,1,0.0001536,3.9247,0,4.2607e-05
2.1,3,0,1,8200,7,0.4,4950,8,5,2,2,0.0001584,1.6976,0,0.00015426
2.1,9,1,0,3150,1,0.3,1800,44,3,2,3,0,0.47033,0,2.7983e-05
2.1,8,1,1,2450,3,1,6850,12,5,2,3,7.68e-05,1.42,0,0.00012897
2.1,9,1,0,9600,7,0,3150,326,2,2,1,0.00063882,0.80067,0,2.8089e-05
2.1,4,1,0,5250,2,0.6,5650,149,9,4,1,0.0004224,0.95265,0,4.2593e-05
2.1,7,1,0,500,1,0.2,9500,56,2,2,1,0.0018596,0.49446,0,4.5759e-05
2.1,4,1,1,1750,3,1,7200,62,2,4,2,0.0002602,1.5688,0,0.00014251
2.1,8,0,1,2650,10,1,5250,40,2,2,1,0.0032849,1.4723,0,0.00013411
2.1,7,1,0,3050,7,0.9,2350,359,6,4,2,0,3.8012,0,3.1588e-05
2.1,4,0,1,8750,10,0.6,2250,210,4,2,2,0.00032023,1.6176,0,0.00014702
2.1,9,0,1,2150,5,0.1,3350,255,4,4,1,0.00085586,1.462,0,0.00013288
2.1,2,0,1,4650,7,0.5,1750,62,10,2,3,0.00062023,1.9097,0,0.00017363
2.1,1,0,1,3300,5,0.5,7850,25,7,8,1,0.0012912,2.4442,0,0.00022225
2.1,5,1,1,8000,2,0.6,3600,142,8,12,1,0,1.4995,0,0.00013603
2.1,7,0,0,4050,3,0.5,9800,72,10,2,2,0.0004032,1.4568,0,3.1367e-05
2.1,9,0,0,6150,2,0.3,2700,173,1,4,1,0.00050604,1.1738,0,2.7831e-05
2.1,4,0,1,4850,8,0.1,7750,907,1,2,2,0.00044971,1.6179,0,0.00014704
2.1,1,1,0,9850,3,0.4,3000,8,1,2,2,0.00078194,1.5914,0,0.00011881
2.1,3,1,1,6700,6,0.7,7750,38,6,8,1,0.00046547,1.6514,0,0.00014997
2.1,10,1,1,6300,7,0.3,8950,28,2,2,2,0.001152,1.3903,0,0.00012638
2.1,2,1,0,9700,4,0.4,8550,42,7,4,1,0.0012505,1.5505,0,6.9904e-05
2.1,4,0,1,10000,7,0.8,2950,20,3,4,2,0.0009216,1.6185,0,0.00014712
2.1,1,0,1,6700,8,0,5050,11,5,4,3,5.28e-05,2.4401,0,0.00022173
2.1,4,1,0,950,10,0.7,7000,326,1,6,2,0.00012265,1.1823,0,4.2444e-05
2.1,6,1,0,8350,4,0.4,2250,28,1,8,2,0,2.3927,0,3.344e-05
2.1,7,0,0,1900,4,0.5,5900,123,9,10,2,0,1.1043,0,3.1294e-05
2.1,6,1,1,9150,10,0.6,7400,62,1,4,1,0.00066066,1.4699,0,0.00013357
2.1,2,1,1,2800,2,1,6800,75,1,4,2,0.0002688,1.8666,0,0.0001696
2.1,4,0,1,8150,7,0.3,6950,56,6,6,3,0,1.6184,0,0.00014697
2.1,7,0,1,5050,5,0.5,1900,14,7,10,1,0,1.5031,0,0.00013634
2.1,5,0,0,6950,10,0.5,9650,87,8,6,2,0,5.4615,0,3.5635e-05
2.1,1,1,0,1900,1,0.8,2150,22,6,6,1,0.0017616,1.464,0,0.00013517
2.1,5,1,0,5800,6,0,4800,40,4,4,2,0.00035033,0.56314,0,3.61e-05
2.1,7,1,0,7100,2,0.4,6700,20,8,2,1,0.0049056,1.2067,0,3.2231e-05
2.1,10,1,1,8950,10,0.1,9100,101,9,8,3,0,1.3921,0,0.00012623
2.1,9,0,0,7750,10,0.9,2350,17,5,12,1,0,17.3523,0,2.77906e-05
2.1,7,0,1,6300,5,0.5,9450,677,7,12,1,0,1.5024,0,0.00013628
2.1,8,0,0,8200,6,0.3,6600,20,8,2,1,0.0046848,3.7206,0,2.9289e-05
2.1,6,1,0,6450,2,0.7,3300,952,5,2,2,5.544e-05,1.3714,0,3.344e-05
2.1,9,1,1,9950,3,1,9000,614,3,2,2,0.00085586,1.409,0,0.00012808
2.1,10,1,1,1550,7,0.3,1600,557,7,2,3,0,1.3898,0,0.00012621
2.1,4,0,1,9200,3,0.9,1100,173,9,2,3,0.00017467,1.6175,0,0.00014697
2.1,7,0,0,1700,9,0.5,2250,12,3,2,3,0.0003024,1.8933,0,3.1371e-05
2.1,9,0,0,7450,3,0,3850,62,5,8,3,0,0.76399,0,2.783e-05
2.1,7,1,1,900,9,0.4,5850,8,8,4,1,0.0003696,1.4502,0,0.0001317
2.1,6,1,1,8250,10,0.6,4700,281,3,4,3,0,1.4695,0,0.00013341
2.1,8,1,0,2200,5,0.8,1900,9,9,2,1,0.0003072,2.0476,0,2.9058e-05
2.1,9,0,0,8150,4,0.7,6950,31,2,2,1,0.0042336,5.4455,0,2.8303e-05
2.1,3,0,1,6800,5,0.5,9550,20,9,2,2,0.0024624,1.6973,0,0.00015451
2.1,5,0,0,6550,4,0.2,6300,59,4,2,2,0.00067563,1.2111,0,3.5755e-05
2.1,7,1,1,8950,5,0.6,6400,25,2,2,1,0.0049056,1.4497,0,0.00013223
2.1,3,0,1,4900,1,0,6650,14,5,6,1,0.0001872,1.6989,0,0.00015432
2.1,10,1,0,3300,9,0.4,600,15,7,4,1,0.000576,3.5294,0,2.634e-05
2.1,4,0,1,8050,5,0,6400,907,6,4,3,0,1.6174,0,0.00014692
2.1,8,0,0,5400,7,0,1250,165,5,4,2,0,0.61074,0,2.8691e-05
2.1,1,1,1,3300,7,0.1,8550,436,8,12,2,8.5731e-06,2.4066,0,0.00021849
2.1,8,1,0,9150,9,0.2,5850,92,10,2,1,,4.1076,0,
2.1,10,1,0,850,10,0.6,8500,36,6,2,1,0.0031559,1.6647,0,2.6629e-05
2.1,10,1,0,4800,8,0.5,9350,54,2,10,1,0,5.4183,0,2.6234e-05
2.1,9,1,0,7850,9,0.4,5800,96,3,14,2,0,7.2458,0,2.7978e-05
2.1,10,0,0,7150,9,0.2,8750,157,5,6,1,0,4.2816,0,2.606e-05
2.1,8,0,1,7500,10,0.9,4000,243,4,4,1,0.0010015,1.4723,0,0.00013382
2.1,6,0,0,4150,2,0.8,3600,51,10,6,2,0,1.1358,0,3.3123e-05
2.1,3,1,0,4300,6,0.1,6000,13,6,4,3,0.0002736,0.80965,0,4.9865e-05
2.1,6,0,0,4600,9,0.8,4250,17,6,2,1,0.0049248,5.8925,0,3.3759e-05
2.1,7,0,1,6750,10,0.9,7200,12,5,2,3,0.0003024,1.5013,0,0.00013637
2.1,8,1,0,5650,7,0.1,9900,8,2,4,2,0,1.3612,0,2.8961e-05
2.1,3,1,0,1000,7,0.2,3350,27,1,4,1,0.0024624,0.67206,0,5.0254e-05
2.1,1,1,1,2300,7,0.3,4550,51,7,8,2,0.00017503,2.4077,0,0.0002188
2.1,7,1,0,900,2,0.3,7700,59,2,8,3,0,0.44145,0,3.1588e-05
2.1,7,1,0,1200,4,1,700,142,9,6,3,0,1.126,0,3.1569e-05
2.1,8,0,0,2000,5,0,7400,310,5,2,1,0.00043261,0.42569,0,2.8772e-05
2.1,5,0,1,1800,8,0.6,9150,255,2,12,1,0,1.5502,0,0.00014061
2.1,1,0,0,3200,7,0.2,9900,210,7,8,1,9.716e-05,1.4372,0,0.00011698
2.1,3,1,1,10000,7,0,9100,359,6,8,2,0,1.6498,0,0.0001498
2.1,5,0,0,3550,4,0.4,5400,645,2,2,2,0.00038217,1.1762,0,3.5705e-05
2.1,4,1,1,9900,2,0.9,6350,25,8,4,1,0.0023424,1.5697,0,0.00014285
2.1,6,0,0,4950,5,0.2,1600,210,10,6,1,,1.2489,0,
2.1,9,0,1,6650,1,0.3,9100,190,4,6,2,0,1.4625,0,0.00013276
2.1,2,0,1,6050,7,0.3,9100,65,3,2,1,0.002751,1.9117,0,0.00017385
2.1,5,1,0,600,7,0.2,5450,711,5,12,2,0,0.51976,0,3.6013e-05
2.1,9,0,0,4600,4,1,9850,35,10,10,3,0,4.5631,0,2.777e-05
2.1,7,0,0,7350,7,0.6,8250,16,3,2,1,0.0049056,6.3475,0,3.1942e-05
2.1,8,0,1,9000,3,0.8,5050,59,9,4,2,0,1.4723,0,0.00013369
2.1,9,0,0,1750,7,1,6100,59,1,12,3,0,3.623,0,2.7756e-05
2.1,10,1,0,5850,5,0.9,4000,645,7,8,3,0,6.7082,0,2.6213e-05
2.1,10,1,0,7800,10,0.2,9200,40,2,4,3,0,4.7905,0,2.6232e-05
2.1,10,1,0,7850,2,0.5,6050,505,7,2,3,0,1.8702,0,2.621e-05
2.1,6,1,0,3600,1,0.4,8300,190,10,6,2,,0.47593,0,
2.1,1,1,0,2950,8,0.9,5700,72,10,2,2,0.0013963,1.8609,0,0.00011887
2.1,1,0,1,5350,6,0.3,6950,165,8,6,2,8.1833e-05,2.4401,0,0.00022173
2.1,8,1,1,7900,10,0.7,3100,149,7,12,2,0,1.4222,0,0.00012898
2.1,10,0,0,4700,9,0.3,1500,326,9,2,3,0,3.918,0,2.6011e-05
2.1,6,1,0,3350,3,0.1,9650,220,9,4,3,0,0.59988,0,3.3409e-05
2.1,3,1,1,1300,10,0.7,1200,784,10,2,2,,1.617,0,
2.1,9,0,1,2200,9,0.9,5350,101,4,14,3,0,1.4655,0,0.0001328
2.1,10,1,0,4000,6,0,7200,42,2,14,1,0,0.52049,0,2.6243e-05
2.1,1,1,1,2100,2,0.9,1250,11,1,4,1,0.00078194,2.4108,0,0.00021909
2.1,6,0,1,6500,4,1,3650,210,1,12,2,0,1.5232,0,0.00013808
2.1,10,0,0,3200,4,0.6,6050,232,2,2,2,0.00054645,2.3266,0,2.6083e-05
2.1,9,0,1,1350,1,0.9,1350,21,8,6,2,0,1.4628,0,0.00013279
2.1,9,0,1,9650,4,0.7,7650,19,6,2,3,0,1.4617,0,0.00013277
2.1,7,0,1,2100,6,0,8250,142,5,6,2,0,1.5014,0,0.00013632
2.1,10,1,0,8400,4,0.5,6450,8,8,2,1,0.0012,4.4086,0,2.6438e-05
2.1,8,0,1,10000,4,0.9,5550,12,5,2,3,7.68e-05,1.4723,0,0.00013372
2.1,4,0,1,4700,9,0.5,1550,377,10,10,1,,1.5942,0,
2.1,1,1,0,800,4,0.7,6050,210,8,2,1,0.0015656,1.4818,0,0.00013221
2.1,5,1,0,7500,2,0.1,9300,359,8,12,3,0,0.72222,0,3.6039e-05
2.1,10,0,0,7800,10,0.3,4000,30,5,14,1,0,7.0611,0,2.6084e-05
2.1,6,0,0,4500,4,0.6,2250,22,6,12,3,0,1.9915,0,3.3143e-05
2.1,9,1,0,1600,10,0.6,3650,33,6,10,3,0,2.64,0,2.8008e-05
2.1,9,1,1,5500,7,0.3,5450,40,3,2,3,0,1.409,0,0.00012798
2.1,8,0,1,5250,6,0.8,3100,51,8,4,2,0,1.4722,0,0.0001337
2.1,10,0,0,6400,2,0.2,8200,13,7,2,2,0.000576,1.1169,0,2.6137e-05
2.1,6,0,1,3550,1,0.8,900,33,4,4,1,0.00093093,1.6112,0,0.00014828
2.1,8,1,0,8400,2,1,7700,96,5,2,3,0.00019622,2.6431,0,2.8964e-05
2.1,4,0,1,7950,5,1,1650,557,7,4,1,8.2347e-05,1.6181,0,0.00014701
2.1,1,0,0,5000,2,0.9,9600,20,8,2,2,0.0033236,1.4619,0,0.00011708
2.1,2,1,0,1050,6,0.1,4000,21,1,10,3,0,0.81001,0,6.9444e-05
2.1,5,0,0,3200,9,1,2500,200,5,4,3,0,4.3443,0,3.5636e-05
2.1,6,0,1,4600,5,1,1900,8,5,14,3,0,1.5251,0,0.00013814
2.1,4,0,1,8600,7,0.2,9100,28,9,4,1,0.0023424,1.619,0,0.00014737
2.1,10,1,1,6550,10,0.6,4550,30,9,14,3,0,1.3941,0,0.0001263
2.1,2,0,1,6500,6,0.7,9950,416,10,4,1,,1.8617,0,
2.1,5,0,0,7800,7,0.2,4950,377,6,12,3,0,2.0559,0,3.5698e-05
2.1,9,1,1,6350,7,0,5850,505,5,2,1,0.00158,1.4087,0,0.00012817
2.1,9,0,1,5500,5,0,3050,377,3,6,3,0,1.4629,0,0.00013275
2.1,1,1,1,7700,3,0.1,9150,28,2,4,3,0.0008208,2.407,0,0.00021882
2.1,2,1,1,3050,3,1,2500,51,7,2,3,0.00062023,1.8657,0,0.00016964
2.1,10,1,1,2850,9,0.8,1800,27,6,4,3,0,1.3908,0,0.00012626
2.1,8,0,0,8150,8,1,4300,27,8,4,2,0,14.2935,0,2.87069e-05
2.1,2,1,1,1700,6,0.2,8700,677,6,2,3,6.1959e-05,1.865,0,0.0001695
2.1,7,0,0,7500,6,0,5800,907,8,14,3,0,0.70628,0,3.1281e-05
2.1,6,1,1,7050,2,0.1,3800,416,1,2,1,0.00095074,1.4695,0,0.00013361
2.1,7,1,1,6000,3,1,8450,746,9,8,2,0,1.4505,0,0.00013157
2.1,8,0,1,9100,1,0.3,2750,11,5,2,3,7.68e-05,1.4723,0,0.00013372
