Topology,lambda_parallel_instances,lambda_allocated_memory,car_cache,latency,cost,reliability,scalability
1.2,13,384,10,0,0.17637,0,1.6013e-05
1.2,66,3456,9,0,0.19717,0,1.6679e-05
1.2,5,768,8,0,0.17909,0,1.6263e-05
1.2,14,2048,3,0,0.1851,0,1.668e-05
1.2,84,4928,5,0,0.20168,0,1.6013e-05
1.2,40,8768,1,0,0.24353,0,2.0013e-05
1.2,40,1088,7,0,0.19098,0,1.7156e-05
1.2,8,256,7,0,0.18882,0,1.7156e-05
1.2,22,192,1,0,0.22031,0,2.0013e-05
1.2,17,1216,9,1.0854e-16,0.18457,0,1.6681e-05
1.2,77,256,1,0,0.22097,0,2.0013e-05
1.2,68,1088,5,0,0.17997,0,1.6013e-05
1.2,32,512,10,0,0.17692,0,1.6013e-05
1.2,46,3328,2,0,0.22933,0,2.0013e-05
1.2,9,320,6,1.0039e-16,0.18361,0,1.668e-05
1.2,67,7680,1,0,0.25359,0,2.0013e-05
1.2,17,832,4,0,0.19336,0,1.7513e-05
1.2,9,4544,4,0,0.19517,0,1.7513e-05
1.2,66,1536,1,0,0.22555,0,2.0013e-05
1.2,66,512,3,0,0.18506,0,1.668e-05
1.2,47,1984,9,0,0.18861,0,1.668e-05
1.2,57,128,8,0,0.17917,0,1.6263e-05
1.2,28,4736,7,0,0.19691,0,1.7156e-05
1.2,61,704,1,5.5698e-17,0.22222,0,2.0013e-05
1.2,100,2368,3,4.4447e-17,0.1969,0,1.668e-05
1.2,10,384,10,0,0.17632,0,1.6013e-05
1.2,22,1024,10,0,0.17732,0,1.6013e-05
1.2,20,896,7,3.855e-17,0.18964,0,1.7157e-05
1.2,60,2368,3,4.4447e-17,0.19153,0,1.668e-05
1.2,43,4160,10,0,0.18719,0,1.6013e-05
1.2,47,448,5,4.4489e-17,0.1771,0,1.6013e-05
1.2,31,448,2,4.443e-17,0.22077,0,2.0013e-05
1.2,17,1088,1,5.5733e-17,0.2211,0,2.0013e-05
1.2,93,256,2,0,0.22114,0,2.0013e-05
1.2,72,2432,4,0,0.20257,0,1.7513e-05
1.2,10,128,4,0,0.1927,0,1.7513e-05
1.2,79,896,1,0,0.22369,0,2.0013e-05
1.2,81,2240,5,0,0.18643,0,1.6013e-05
1.2,54,1280,7,0,0.19242,0,1.7156e-05
1.2,65,320,9,5.5957e-17,0.18438,0,1.668e-05
1.2,20,768,3,0,0.18422,0,1.668e-05
1.2,28,128,10,0,0.17628,0,1.6013e-05
1.2,53,960,6,0,0.18603,0,1.668e-05
1.2,34,576,10,5.7456e-17,0.17707,0,1.6013e-05
1.2,48,3328,7,0,0.19832,0,1.7156e-05
1.2,80,448,3,4.4453e-17,0.18509,0,1.668e-05
1.2,72,256,9,0,0.18425,0,1.668e-05
1.2,17,8384,8,0,0.18841,0,1.6263e-05
1.2,14,5376,10,0,0.18092,0,1.6013e-05
1.2,57,704,5,5.6505e-17,0.17809,0,1.6013e-05
1.2,71,384,1,0,0.22133,0,2.0013e-05
1.2,95,9984,8,0,0.24214,0,1.6263e-05
1.2,99,1088,2,5.5733e-17,0.22571,0,2.0013e-05
1.2,47,3328,7,0,0.19812,0,1.7156e-05
1.2,88,3456,7,0,0.20698,0,1.7156e-05
1.2,28,576,9,0,0.18423,0,1.668e-05
1.2,39,192,9,0,0.18377,0,1.668e-05
1.2,44,256,1,0,0.22062,0,2.0013e-05
1.2,66,640,4,4.4453e-17,0.19469,0,1.7513e-05
1.2,45,1216,4,4.4485e-17,0.19548,0,1.7513e-05
1.2,48,128,2,0,0.22037,0,2.0013e-05
1.2,31,3328,6,Inf,0.1926,0,Inf
1.2,71,4352,9,4.4461e-17,0.20254,0,1.6679e-05
1.2,12,2240,8,0,0.18043,0,1.6263e-05
1.2,71,1792,1,0,0.22715,0,2.0013e-05
1.2,20,576,7,5.633e-17,0.18927,0,1.7156e-05
1.2,22,192,10,0,0.17631,0,1.6013e-05
1.2,21,9600,7,0,0.20217,0,1.7155e-05
1.2,25,1216,8,0,0.18047,0,1.6263e-05
1.2,26,192,6,0,0.18368,0,1.668e-05
1.2,22,512,10,0,0.17668,0,1.6013e-05
1.2,31,8000,5,0,0.19268,0,1.6013e-05
1.2,2,512,2,0,0.2202,0,2.0013e-05
1.2,100,960,6,0,0.18829,0,1.668e-05
1.2,27,6144,2,0,0.23065,0,2.0013e-05
1.2,83,832,10,0,0.1796,0,1.6013e-05
1.2,53,5888,4,0,0.21241,0,1.7513e-05
1.2,41,1728,10,0,0.18005,0,1.6013e-05
1.2,14,128,5,0,0.17622,0,1.6013e-05
1.2,60,7040,3,0,0.21094,0,1.668e-05
1.2,55,3968,4,0,0.20574,0,1.7513e-05
1.2,10,896,1,0,0.2206,0,2.0013e-05
1.2,68,192,2,0,0.22065,0,2.0013e-05
1.2,54,1984,4,0,0.19854,0,1.7513e-05
1.2,61,5184,8,4.4608e-17,0.19919,0,1.6292e-05
1.2,40,1600,3,0,0.187,0,1.668e-05
1.2,73,576,1,0,0.22211,0,2.0013e-05
1.2,31,448,1,4.4418e-17,0.22077,0,2.0013e-05
1.2,18,5632,7,0,0.19515,0,1.7155e-05
1.2,86,448,9,0,0.18521,0,1.668e-05
1.2,21,8768,5,0,0.18843,0,1.6013e-05
1.2,23,4544,4,0,0.19909,0,1.7513e-05
1.2,51,3328,9,0,0.19367,0,1.6679e-05
1.2,40,192,3,0,0.18377,0,1.668e-05
1.2,80,7680,6,0,0.22343,0,1.668e-05
1.2,94,1728,10,0,0.18509,0,1.6013e-05
1.2,77,256,6,0,0.18431,0,1.668e-05
1.2,65,5632,7,0,0.21192,0,1.7155e-05
1.2,100,192,3,0,0.18421,0,1.668e-05
1.2,48,192,3,0,0.18383,0,1.668e-05
1.2,19,2432,4,0,0.19527,0,1.7513e-05
1.2,80,1408,3,0,0.18949,0,1.668e-05
1.2,69,128,6,0,0.18381,0,1.668e-05
1.2,100,640,6,5.6844e-17,0.18658,0,1.668e-05
1.2,93,384,9,4.4506e-17,0.18503,0,1.668e-05
1.2,18,5888,3,0,0.19019,0,1.668e-05
1.2,85,4352,2,0,0.24296,0,2.0013e-05
1.2,98,384,8,4.4472e-17,0.18053,0,1.6263e-05
1.2,82,1088,10,0,0.18076,0,1.6013e-05
1.2,11,256,9,0,0.1836,0,1.668e-05
1.2,2,3072,9,0,0.18384,0,1.6679e-05
1.2,12,1088,4,5.5733e-17,0.19332,0,1.7513e-05
1.2,78,448,9,0,0.18505,0,1.668e-05
1.2,18,5632,10,0,0.18258,0,1.6013e-05
1.2,20,128,6,0,0.18358,0,1.668e-05
1.2,1,4736,10,0,0.17645,0,1.6013e-05
1.2,71,384,6,4.4472e-17,0.18467,0,1.668e-05
1.2,94,6464,7,0,0.22823,0,1.7155e-05
1.2,80,4928,6,0,0.2078,0,1.668e-05
1.2,1,384,5,0,0.17617,0,1.6013e-05
1.2,44,5888,1,0,0.23656,0,2.0013e-05
1.2,34,256,3,0,0.18384,0,1.668e-05
1.2,73,448,3,4.4453e-17,0.18495,0,1.668e-05
1.2,14,320,9,5.5957e-17,0.18368,0,1.668e-05
1.2,38,2368,10,0,0.18125,0,1.6013e-05
1.2,43,1792,10,3.8779e-17,0.18046,0,1.602e-05
1.2,37,2368,4,0,0.19761,0,1.7513e-05
1.2,89,448,3,4.4453e-17,0.18527,0,1.668e-05
1.2,91,1088,3,0,0.18859,0,1.668e-05
1.2,3,256,4,0,0.19268,0,1.7513e-05
1.2,97,3968,7,0,0.21183,0,1.7156e-05
1.2,85,832,8,0,0.18244,0,1.6263e-05
1.2,49,4736,5,0,0.19046,0,1.6013e-05
1.2,86,128,10,0,0.17655,0,1.6013e-05
1.2,28,128,2,0,0.22028,0,2.0013e-05
1.2,48,6144,3,0,0.20216,0,1.668e-05
1.2,79,256,8,0,0.17974,0,1.6263e-05
1.2,25,192,9,0,0.18366,0,1.668e-05
1.2,69,8384,10,0,0.21472,0,1.6013e-05
1.2,54,6720,5,0,0.19974,0,1.6013e-05
1.2,89,128,2,0,0.22057,0,2.0013e-05
1.2,75,704,4,5.6018e-17,0.1952,0,1.7513e-05
1.2,61,128,4,0,0.19294,0,1.7513e-05
1.2,6,2560,6,4.4501e-17,0.18439,0,1.668e-05
1.2,8,768,5,0,0.17645,0,1.6013e-05
1.2,66,320,1,4.4418e-17,0.22106,0,2.0013e-05
1.2,47,3072,7,3.3162e-17,0.19727,0,1.7142e-05
1.2,91,384,3,0,0.18499,0,1.668e-05
1.2,24,4544,8,3.06e-17,0.18572,0,1.6253e-05
1.2,88,2944,7,4.4497e-17,0.20384,0,1.7156e-05
1.2,44,1536,10,0,0.17976,0,1.6013e-05
1.2,96,576,2,0,0.22273,0,2.0013e-05
1.2,42,1472,1,0,0.22344,0,2.0013e-05
1.2,87,6464,5,0,0.21271,0,1.6013e-05
1.2,21,3072,7,3.3162e-17,0.19255,0,1.715e-05
1.2,47,256,8,0,0.1794,0,1.6263e-05
1.2,89,256,10,0,0.1771,0,1.6013e-05
1.2,1,832,1,4.4416e-17,0.22019,0,2.0013e-05
1.2,24,2816,7,0,0.19267,0,1.7156e-05
1.2,27,512,1,0,0.22079,0,2.0013e-05
1.2,5,3456,4,0,0.19369,0,1.7513e-05
1.2,53,8384,7,0,0.21836,0,1.7155e-05
1.2,48,2112,7,5.6791e-17,0.19448,0,1.7156e-05
1.2,24,4352,6,0,0.18993,0,1.668e-05
1.2,44,2816,6,Inf,0.19413,0,-Inf
1.2,26,192,6,0,0.18368,0,1.668e-05
1.2,68,1664,6,0,0.18971,0,1.668e-05
1.2,48,512,5,0,0.1773,0,1.6013e-05
1.2,77,9984,3,7.236e-17,0.23473,0,1.668e-05
1.2,80,256,1,0,0.221,0,2.0013e-05
1.2,46,1536,3,0,0.18725,0,1.668e-05
1.2,15,2432,4,0,0.19472,0,1.7513e-05
1.2,52,2688,6,4.45e-17,0.19164,0,1.668e-05
1.2,51,3776,7,0,0.20029,0,1.7156e-05
1.2,32,4928,7,0,0.19846,0,1.7156e-05
1.2,59,128,9,0,0.18376,0,1.668e-05
1.2,12,5184,4,7.6682e-17,0.19664,0,1.7507e-05
1.2,43,4160,2,0,0.23118,0,2.0013e-05
1.2,61,7680,7,2.9158e-17,0.21918,0,1.7155e-05
1.2,5,2688,3,0,0.18426,0,1.668e-05
1.2,70,640,6,5.6844e-17,0.18566,0,1.668e-05
1.2,23,6720,4,3.0216e-17,0.20283,0,1.7499e-05
1.2,8,128,7,0,0.18877,0,1.7156e-05
1.2,94,512,8,0,0.18115,0,1.6263e-05
1.2,29,192,6,0,0.1837,0,1.668e-05
1.2,39,9152,3,0,0.20727,0,1.668e-05
1.2,60,1600,7,0,0.19401,0,1.7156e-05
1.2,57,448,2,4.443e-17,0.2213,0,2.0013e-05
1.2,74,128,9,0,0.18383,0,1.668e-05
1.2,41,4928,10,0,0.18861,0,1.6013e-05
1.2,43,128,8,0,0.1791,0,1.6263e-05
1.2,64,1152,6,0,0.1873,0,1.668e-05
1.2,31,3328,4,0,0.19884,0,1.7513e-05
1.2,89,576,8,0,0.18129,0,1.6263e-05
1.2,81,128,5,0,0.17653,0,1.6013e-05
1.2,97,768,4,0,0.19625,0,1.7513e-05
1.2,64,5376,8,4.4552e-17,0.20069,0,1.6263e-05
1.2,54,3328,8,0,0.18969,0,1.6263e-05
1.2,45,5376,5,4.4502e-17,0.19147,0,1.6013e-05
1.2,95,4160,2,0,0.24452,0,2.0013e-05
1.2,24,192,6,0,0.18367,0,1.668e-05
1.2,6,960,10,0,0.17644,0,1.6013e-05
1.2,69,5888,5,0,0.20188,0,1.6013e-05
1.2,29,256,10,0,0.17646,0,1.6013e-05
1.2,76,8384,7,0,0.23121,0,1.7155e-05
1.2,19,448,1,4.4418e-17,0.22053,0,2.0013e-05
1.2,5,448,2,4.443e-17,0.22025,0,2.0013e-05
1.2,68,6720,4,3.0216e-17,0.22273,0,1.7471e-05
1.2,11,4160,5,0,0.17897,0,1.6013e-05
1.2,69,2560,5,0,0.18645,0,1.6013e-05
1.2,66,2048,6,0,0.19115,0,1.668e-05
1.2,20,1216,8,0,0.18016,0,1.6263e-05
1.2,42,3200,7,3.9593e-17,0.19691,0,1.7143e-05
1.2,96,448,4,4.4453e-17,0.19458,0,1.7513e-05
1.2,39,128,7,0,0.18891,0,1.7156e-05
1.2,57,640,5,4.4453e-17,0.17791,0,1.6013e-05
1.2,47,512,3,0,0.1846,0,1.668e-05
1.2,12,256,10,0,0.17628,0,1.6013e-05
1.2,50,3328,4,0,0.20263,0,1.7513e-05
1.2,1,1856,4,0,0.19275,0,1.7513e-05
1.2,65,5184,2,0,0.24149,0,2.0013e-05
1.2,59,1664,6,0,0.18889,0,1.668e-05
1.2,46,8768,2,0,0.24704,0,2.0013e-05
1.2,56,1984,1,0,0.22626,0,2.0013e-05
1.2,65,4928,4,4.4476e-17,0.2124,0,1.7513e-05
1.2,44,192,6,0,0.18381,0,1.668e-05
1.2,88,320,1,4.4418e-17,0.22137,0,2.0013e-05
1.2,19,2368,8,0,0.18145,0,1.6263e-05
1.2,64,960,4,0,0.19572,0,1.7513e-05
1.2,65,1536,7,3.8543e-17,0.19414,0,1.7146e-05
1.2,13,2432,7,0,0.19052,0,1.7156e-05
1.2,94,4736,2,4.4422e-17,0.2476,0,2.0013e-05
1.2,95,320,3,0,0.1848,0,1.668e-05
1.2,1,448,3,4.4453e-17,0.1835,0,1.668e-05
1.2,59,704,2,1.0135e-16,0.22219,0,2.0017e-05
1.2,40,256,9,0,0.18391,0,1.668e-05
1.2,15,2432,8,4.455e-17,0.18097,0,1.6263e-05
1.2,2,256,1,0,0.22017,0,2.0013e-05
1.2,81,128,7,0,0.18911,0,1.7156e-05
1.2,46,4352,4,0,0.205,0,1.7513e-05
1.2,3,320,8,0,0.17894,0,1.6263e-05
1.2,55,5632,8,0,0.19852,0,1.6263e-05
1.2,11,9152,8,0,0.18562,0,1.6263e-05
1.2,2,2432,5,4.446e-17,0.17643,0,1.6013e-05
1.2,4,192,1,0,0.22018,0,2.0013e-05
1.2,61,384,2,4.4449e-17,0.22116,0,2.0013e-05
1.2,54,7680,7,2.9158e-17,0.21569,0,1.7155e-05
1.2,69,384,3,0,0.18463,0,1.668e-05
1.2,4,2368,6,0,0.18403,0,1.668e-05
1.2,49,5632,10,0,0.19363,0,1.6013e-05
1.2,76,384,7,5.6825e-17,0.18999,0,1.7156e-05
1.2,76,1664,9,3.7141e-17,0.19054,0,1.6691e-05
1.2,93,2048,1,0,0.23094,0,2.0013e-05
1.2,19,128,10,0,0.17624,0,1.6013e-05
1.2,49,4160,5,0,0.18872,0,1.6013e-05
1.2,50,832,9,4.4468e-17,0.18556,0,1.668e-05
1.2,88,2048,3,0,0.19369,0,1.668e-05
1.2,30,384,8,4.4472e-17,0.1794,0,1.6263e-05
1.2,78,4736,9,0,0.20626,0,1.6679e-05
1.2,26,4352,7,4.4591e-17,0.19571,0,1.7156e-05
1.2,24,704,5,5.6505e-17,0.17697,0,1.6013e-05
1.2,51,1408,4,4.4465e-17,0.19648,0,1.7513e-05
1.2,30,2816,10,4.4545e-17,0.18108,0,1.6013e-05
1.2,60,1728,8,0,0.1846,0,1.6263e-05
1.2,38,960,6,0,0.18531,0,1.668e-05
1.2,93,960,7,0,0.19319,0,1.7156e-05
1.2,46,1472,1,0,0.22376,0,2.0013e-05
1.2,81,2432,3,4.1296e-17,0.19481,0,1.6662e-05
1.2,2,3648,6,3.2298e-17,0.18393,0,1.668e-05
1.2,66,2048,8,0,0.18656,0,1.6263e-05
1.2,89,2368,2,4.4431e-17,0.23209,0,2.0013e-05
1.2,72,896,7,3.855e-17,0.19201,0,1.7162e-05
1.2,65,2432,1,0,0.22911,0,2.0013e-05
1.2,23,256,10,0,0.1764,0,1.6013e-05
1.2,52,2432,7,0,0.1959,0,1.7156e-05
1.2,9,320,3,0,0.1836,0,1.668e-05
1.2,92,320,3,0,0.18475,0,1.668e-05
1.2,68,2112,8,0,0.18704,0,1.6263e-05
1.2,84,3072,1,0,0.2352,0,2.0013e-05
1.2,59,7360,1,0,0.24837,0,2.0013e-05
1.2,56,7680,2,0,0.2481,0,2.0013e-05
1.2,53,192,8,0,0.17929,0,1.6263e-05
1.2,32,256,10,0,0.17649,0,1.6013e-05
1.2,72,4736,7,0,0.20976,0,1.7156e-05
1.2,69,1344,2,0,0.22509,0,2.0013e-05
1.2,50,1472,9,4.4503e-17,0.18741,0,1.668e-05
1.2,21,1280,9,0,0.18492,0,1.668e-05
1.2,36,1408,8,0,0.1816,0,1.6263e-05
1.2,21,2112,1,0,0.22266,0,2.0013e-05
1.2,52,1536,1,0,0.22441,0,2.0013e-05
1.2,90,4928,8,4.085e-17,0.20662,0,1.6304e-05
1.2,79,640,2,1.0031e-16,0.22259,0,2.0013e-05
1.2,36,2112,10,0,0.18046,0,1.6013e-05
1.2,10,3200,1,0,0.22207,0,2.0013e-05
1.2,76,960,1,0,0.2238,0,2.0013e-05
1.2,85,256,2,0,0.22105,0,2.0013e-05
1.2,28,512,7,0,0.1894,0,1.7156e-05
1.2,68,9600,10,0,0.21968,0,1.6013e-05
1.2,76,448,10,4.4548e-17,0.17768,0,1.6013e-05
1.2,42,320,7,1.0103e-16,0.18931,0,1.7156e-05
1.2,2,128,2,0,0.22016,0,2.0013e-05
1.2,21,2944,5,0,0.17976,0,1.6013e-05
1.2,85,704,9,4.4545e-17,0.18637,0,1.668e-05
1.2,75,1664,2,0,0.22701,0,2.0013e-05
1.2,53,960,4,0,0.19519,0,1.7513e-05
1.2,10,384,4,4.4472e-17,0.19282,0,1.7513e-05
1.2,38,256,4,0,0.19305,0,1.7513e-05
1.2,29,4736,4,8.7329e-17,0.20123,0,1.75e-05
1.2,88,384,8,4.4472e-17,0.18036,0,1.6263e-05
1.2,61,128,8,0,0.17919,0,1.6263e-05
1.2,2,2560,9,0,0.18378,0,1.6679e-05
1.2,44,2048,6,0,0.1886,0,1.668e-05
1.2,23,3968,3,0,0.18895,0,1.668e-05
1.2,93,448,6,4.4453e-17,0.18536,0,1.668e-05
1.2,34,384,6,4.4472e-17,0.18406,0,1.668e-05
1.2,11,256,1,0,0.22027,0,2.0013e-05
1.2,32,4544,6,0,0.19246,0,1.668e-05
1.2,87,9600,4,7.2568e-17,0.24833,0,1.7513e-05
1.2,22,1216,4,4.4485e-17,0.19403,0,1.7513e-05
1.2,86,384,9,4.4506e-17,0.18491,0,1.668e-05
1.2,59,2944,4,4.4451e-17,0.20278,0,1.7513e-05
1.2,1,320,6,1.0039e-16,0.1835,0,1.668e-05
1.2,3,1472,3,4.446e-17,0.18371,0,1.668e-05
1.2,70,6144,1,0,0.24739,0,2.0013e-05
1.2,35,832,1,4.4416e-17,0.2216,0,2.0013e-05
1.2,8,192,10,0,0.17621,0,1.6013e-05
1.2,97,704,4,5.6018e-17,0.19595,0,1.7513e-05
1.2,56,4160,8,0,0.19327,0,1.6263e-05
1.2,87,4160,1,0,0.24247,0,2.0013e-05
1.2,92,128,1,0,0.22058,0,2.0013e-05
1.2,72,1344,6,4.4472e-17,0.18865,0,1.668e-05
1.2,51,192,3,0,0.18385,0,1.668e-05
1.2,12,9600,1,4.4429e-17,0.22783,0,2.0013e-05
1.2,7,2368,4,0,0.19359,0,1.7513e-05
1.2,13,2048,8,0,0.18041,0,1.6263e-05
1.2,81,384,5,0,0.1775,0,1.6013e-05
1.2,41,1792,8,0,0.18294,0,1.6263e-05
1.2,95,256,3,0,0.18449,0,1.668e-05
1.2,38,9984,4,7.2472e-17,0.21794,0,1.7513e-05
1.2,90,384,3,0,0.18498,0,1.668e-05
1.2,100,8384,7,0,0.24463,0,1.7155e-05
1.2,51,576,8,0,0.18027,0,1.6263e-05
1.2,79,128,1,0,0.22052,0,2.0013e-05
1.2,33,4160,7,0,0.1972,0,1.7156e-05
1.2,99,256,7,0,0.18979,0,1.7156e-05
1.2,31,192,9,0,0.18371,0,1.668e-05
1.2,60,448,2,4.443e-17,0.22136,0,2.0013e-05
1.2,34,192,7,0,0.18898,0,1.7156e-05
1.2,25,3456,3,0,0.18866,0,1.668e-05
1.2,42,128,1,0,0.22035,0,2.0013e-05
1.2,19,448,1,4.4418e-17,0.22053,0,2.0013e-05
1.2,34,128,2,0,0.22031,0,2.0013e-05
1.2,8,6720,4,3.0216e-17,0.19619,0,1.7508e-05
1.2,60,640,10,0,0.17801,0,1.6013e-05
1.2,75,6144,6,0,0.21268,0,1.668e-05
1.2,69,704,3,5.6018e-17,0.18583,0,1.668e-05
1.2,14,256,10,0,0.1763,0,1.6013e-05
1.2,4,5888,6,0,0.18498,0,1.668e-05
1.2,81,896,4,4.0349e-17,0.19634,0,1.752e-05
1.2,76,640,6,5.6844e-17,0.18584,0,1.668e-05
1.2,89,5184,3,7.5351e-17,0.21308,0,1.6637e-05
1.2,44,4736,2,4.4422e-17,0.233,0,2.0013e-05
1.2,76,5888,6,0,0.21183,0,1.668e-05
1.2,58,5376,10,0,0.1959,0,1.6013e-05
1.2,80,576,6,0,0.18564,0,1.668e-05
1.2,26,1152,1,0,0.22169,0,2.0013e-05
1.2,6,2048,7,0,0.18943,0,1.7156e-05
1.2,9,1792,6,0,0.18438,0,1.668e-05
1.2,86,2112,3,0,0.19377,0,1.668e-05
1.2,11,192,7,0,0.18881,0,1.7156e-05
1.2,70,448,5,4.4489e-17,0.17756,0,1.6013e-05
1.2,37,192,1,0,0.22042,0,2.0013e-05
1.2,13,2432,3,4.1296e-17,0.1853,0,1.6677e-05
1.2,24,128,8,0,0.17901,0,1.6263e-05
1.2,57,1472,8,0,0.18338,0,1.6263e-05
1.2,83,704,2,1.0135e-16,0.22302,0,2.0019e-05
1.2,20,3072,7,3.3162e-17,0.19237,0,1.715e-05
1.2,6,704,5,5.6505e-17,0.17635,0,1.6013e-05
1.2,78,256,5,0,0.17698,0,1.6013e-05
1.2,8,3968,4,0,0.19455,0,1.7513e-05
1.2,24,192,1,0,0.22032,0,2.0013e-05
1.2,93,320,10,0,0.17744,0,1.6013e-05
1.2,34,8384,4,0,0.21165,0,1.7513e-05
1.2,7,1856,6,0,0.1842,0,1.668e-05
1.2,91,320,8,0,0.18016,0,1.6263e-05
1.2,35,9152,9,0,0.20484,0,1.6679e-05
1.2,72,320,1,4.4418e-17,0.22115,0,2.0013e-05
1.2,22,1344,2,0,0.22172,0,2.0013e-05
1.2,86,7040,4,0,0.232,0,1.7513e-05
1.2,47,128,4,0,0.19287,0,1.7513e-05
1.2,49,384,7,5.6825e-17,0.18955,0,1.7156e-05
