Topology,lambda_parallel_instances,lambda_allocated_memory,car_cache,latency,cost,reliability,scalability
1.2,92,1600,3,0,0.19157,0,1.668e-05
1.2,93,192,7,0,0.18941,0,1.7156e-05
1.2,95,1216,10,0,0.18212,0,1.6013e-05
1.2,28,1280,10,0,0.17806,0,1.6013e-05
1.2,22,4736,2,4.4422e-17,0.22657,0,2.0013e-05
1.2,44,5888,8,0,0.19531,0,1.6263e-05
1.2,50,1792,1,0,0.22508,0,2.0013e-05
1.2,25,128,9,0,0.1836,0,1.668e-05
1.2,2,1472,2,4.4446e-17,0.2203,0,2.0013e-05
1.2,59,1984,8,0,0.18534,0,1.6263e-05
1.2,31,7040,8,2.9088e-17,0.19309,0,1.6263e-05
1.2,11,448,10,4.4548e-17,0.17637,0,1.6013e-05
1.2,12,3968,2,0,0.22301,0,2.0013e-05
1.2,77,2368,8,0,0.18923,0,1.6263e-05
1.2,94,256,1,0,0.22115,0,2.0013e-05
1.2,84,1024,2,0,0.22459,0,2.0013e-05
1.2,9,192,2,0,0.22021,0,2.0013e-05
1.2,98,448,6,4.4453e-17,0.18547,0,1.668e-05
1.2,86,384,8,4.4472e-17,0.18033,0,1.6263e-05
1.2,41,512,7,0,0.18971,0,1.7156e-05
1.2,40,192,10,0,0.17644,0,1.6013e-05
1.2,52,1152,4,4.4496e-17,0.19574,0,1.7513e-05
1.2,20,5632,3,0,0.19061,0,1.668e-05
1.2,54,1472,10,4.4645e-17,0.18039,0,1.6013e-05
1.2,27,384,4,4.4472e-17,0.1931,0,1.7513e-05
1.2,56,640,3,4.4441e-17,0.18521,0,1.668e-05
1.2,68,384,10,0,0.17728,0,1.6013e-05
1.2,50,832,6,4.6366e-17,0.1856,0,1.6684e-05
1.2,62,4352,9,4.4461e-17,0.20012,0,1.6679e-05
1.2,16,192,4,0,0.19277,0,1.7513e-05
1.2,61,640,10,0,0.17804,0,1.6013e-05
1.2,6,9984,7,7.3719e-17,0.19273,0,1.7155e-05
1.2,62,256,1,0,0.22081,0,2.0013e-05
1.2,58,128,8,0,0.17917,0,1.6263e-05
1.2,22,384,10,0,0.17652,0,1.6013e-05
1.2,19,4160,1,0,0.22502,0,2.0013e-05
1.2,31,8768,3,0,0.2016,0,1.668e-05
1.2,13,1792,7,0,0.19001,0,1.7156e-05
1.2,88,6464,1,0,0.25712,0,2.0013e-05
1.2,76,5376,5,4.4502e-17,0.20203,0,1.6013e-05
1.2,8,192,3,0,0.18354,0,1.668e-05
1.2,78,768,9,0,0.18638,0,1.668e-05
1.2,15,3200,2,0,0.22303,0,2.0013e-05
1.2,84,1408,10,0,0.18246,0,1.6013e-05
1.2,8,7680,4,0,0.19664,0,1.7513e-05
1.2,7,8768,7,0,0.19282,0,1.7155e-05
1.2,43,1728,4,0,0.19674,0,1.7513e-05
1.2,22,128,2,0,0.22025,0,2.0013e-05
1.2,38,5888,5,0,0.19032,0,1.6013e-05
1.2,64,704,9,4.4545e-17,0.18566,0,1.668e-05
1.2,77,192,1,0,0.22071,0,2.0013e-05
1.2,67,640,2,1.0031e-16,0.22222,0,2.0013e-05
1.2,63,1984,10,0,0.18303,0,1.6013e-05
1.2,61,1088,6,0,0.18692,0,1.668e-05
1.2,99,1216,4,4.4485e-17,0.19887,0,1.7513e-05
1.2,99,9984,9,7.3263e-17,0.24938,0,1.6679e-05
1.2,75,2368,8,0,0.18897,0,1.6263e-05
1.2,44,704,3,5.6018e-17,0.18498,0,1.668e-05
1.2,89,8000,10,0,0.22362,0,1.6013e-05
1.2,11,128,2,0,0.2202,0,2.0013e-05
1.2,53,192,1,0,0.22054,0,2.0013e-05
1.2,10,1792,1,0,0.22113,0,2.0013e-05
1.2,66,1600,1,0,0.22596,0,2.0013e-05
1.2,25,576,2,0,0.22082,0,2.0013e-05
1.2,74,896,1,0,0.22346,0,2.0013e-05
1.2,69,6144,2,0,0.247,0,2.0013e-05
1.2,82,384,1,0,0.22151,0,2.0013e-05
1.2,54,7680,8,0,0.20586,0,1.6263e-05
1.2,41,2944,5,0,0.18319,0,1.6013e-05
1.2,45,8000,6,0,0.20749,0,1.668e-05
1.2,79,2944,2,4.442e-17,0.23372,0,2.0013e-05
1.2,70,704,2,1.0135e-16,0.22257,0,2.0018e-05
1.2,65,1088,1,5.5733e-17,0.2238,0,2.0013e-05
1.2,53,512,9,0,0.18475,0,1.668e-05
1.2,1,320,9,5.5957e-17,0.18349,0,1.668e-05
1.2,22,512,4,0,0.19317,0,1.7513e-05
1.2,81,1600,9,3.4929e-17,0.19072,0,1.6668e-05
1.2,9,320,7,1.0103e-16,0.18885,0,1.7156e-05
1.2,7,3328,7,0,0.19013,0,1.7156e-05
1.2,80,256,8,0,0.17975,0,1.6263e-05
1.2,76,6144,5,0,0.20572,0,1.6013e-05
1.2,19,448,4,4.4453e-17,0.19303,0,1.7513e-05
1.2,45,640,7,0,0.19012,0,1.7156e-05
1.2,94,448,3,4.4453e-17,0.18537,0,1.668e-05
1.2,93,7360,4,0,0.23714,0,1.7513e-05
1.2,8,3968,2,0,0.22205,0,2.0013e-05
1.2,47,896,7,3.855e-17,0.19087,0,1.716e-05
1.2,13,1728,2,0,0.22138,0,2.0013e-05
1.2,12,896,3,0,0.18402,0,1.668e-05
1.2,95,1216,5,0,0.18212,0,1.6013e-05
1.2,31,960,8,0,0.18039,0,1.6263e-05
1.2,17,128,8,0,0.17898,0,1.6263e-05
1.2,61,768,10,0,0.17842,0,1.6013e-05
1.2,48,7040,5,0,0.19812,0,1.6013e-05
1.2,93,2816,7,0,0.20401,0,1.7156e-05
1.2,1,1408,5,8.2005e-17,0.17623,0,1.6013e-05
1.2,63,1408,3,0,0.18821,0,1.668e-05
1.2,56,5632,1,0,0.24012,0,2.0013e-05
1.2,13,3776,1,0,0.22309,0,2.0013e-05
1.2,15,512,10,0,0.17651,0,1.6013e-05
1.2,62,128,4,0,0.19294,0,1.7513e-05
1.2,20,448,1,4.4418e-17,0.22055,0,2.0013e-05
1.2,84,3648,8,6.3635e-17,0.1978,0,1.6263e-05
1.2,83,3648,2,0,0.23832,0,2.0013e-05
1.2,39,128,1,0,0.22033,0,2.0013e-05
1.2,1,256,2,0,0.22016,0,2.0013e-05
1.2,52,768,6,0,0.18542,0,1.668e-05
1.2,28,1728,6,0,0.18615,0,1.668e-05
1.2,13,192,1,0,0.22024,0,2.0013e-05
1.2,17,1280,9,0,0.18464,0,1.668e-05
1.2,31,320,1,4.4418e-17,0.22058,0,2.0013e-05
1.2,95,384,7,5.6825e-17,0.19031,0,1.7156e-05
1.2,21,384,8,4.4472e-17,0.17925,0,1.6263e-05
1.2,16,4736,1,4.4422e-17,0.22482,0,2.0013e-05
1.2,98,2240,3,0,0.19592,0,1.668e-05
1.2,87,128,8,0,0.17931,0,1.6263e-05
1.2,90,1856,8,0,0.18809,0,1.6263e-05
1.2,47,3456,1,0,0.22989,0,2.0013e-05
1.2,20,192,2,0,0.2203,0,2.0013e-05
1.2,95,5184,2,0,0.25134,0,2.0013e-05
1.2,67,128,2,0,0.22046,0,2.0013e-05
1.2,19,2112,9,0,0.18576,0,1.6679e-05
1.2,86,1088,8,5.5733e-17,0.18374,0,1.6263e-05
1.2,28,8768,10,0,0.19252,0,1.6013e-05
1.2,9,512,3,0,0.18369,0,1.668e-05
1.2,22,3648,4,0,0.19746,0,1.7513e-05
1.2,16,256,9,0,0.18365,0,1.668e-05
1.2,95,1216,1,5.1969e-17,0.22621,0,2.0024e-05
1.2,42,192,10,0,0.17646,0,1.6013e-05
1.2,28,6464,9,0,0.19525,0,1.6679e-05
1.2,78,6720,1,0,0.25422,0,2.0013e-05
1.2,96,192,3,0,0.18419,0,1.668e-05
1.2,49,9152,6,4.4484e-17,0.21339,0,1.668e-05
1.2,28,192,2,0,0.22035,0,2.0013e-05
1.2,27,832,4,0,0.19377,0,1.7513e-05
1.2,43,1856,5,0,0.18054,0,1.6013e-05
1.2,2,128,4,0,0.19266,0,1.7513e-05
1.2,98,1408,10,0,0.18351,0,1.6013e-05
1.2,33,448,9,0,0.18415,0,1.668e-05
1.2,78,704,9,4.4545e-17,0.18614,0,1.668e-05
1.2,43,960,5,0,0.17821,0,1.6013e-05
1.2,46,2688,1,4.4423e-17,0.22736,0,2.0013e-05
1.2,74,256,5,0,0.17694,0,1.6013e-05
1.2,26,1728,3,0,0.18595,0,1.668e-05
1.2,96,192,2,0,0.22085,0,2.0013e-05
1.2,63,448,2,4.443e-17,0.22142,0,2.0013e-05
1.2,19,8384,3,0,0.1941,0,1.668e-05
1.2,24,2368,1,4.4417e-17,0.22337,0,2.0013e-05
1.2,8,448,3,4.4453e-17,0.18364,0,1.668e-05
1.2,70,2816,9,0,0.19498,0,1.6679e-05
1.2,56,1600,6,0,0.18842,0,1.668e-05
1.2,86,896,4,4.0349e-17,0.19657,0,1.752e-05
1.2,60,448,2,4.443e-17,0.22136,0,2.0013e-05
1.2,38,320,7,1.0103e-16,0.18926,0,1.7156e-05
1.2,78,832,7,4.452e-17,0.19203,0,1.7162e-05
1.2,28,1024,4,0,0.19413,0,1.7513e-05
1.2,83,3328,2,0,0.23672,0,2.0013e-05
1.2,7,1344,8,4.4584e-17,0.1794,0,1.6263e-05
1.2,84,3072,9,0,0.19854,0,1.6679e-05
1.2,17,320,9,5.5957e-17,0.18372,0,1.668e-05
1.2,47,256,8,0,0.1794,0,1.6263e-05
1.2,89,4160,9,0,0.20632,0,1.6679e-05
1.2,54,320,6,1.0039e-16,0.18424,0,1.668e-05
1.2,85,320,8,0,0.18008,0,1.6263e-05
1.2,87,1024,5,0,0.18075,0,1.6013e-05
1.2,95,1984,9,0,0.19385,0,1.668e-05
1.2,41,512,4,0,0.19363,0,1.7513e-05
1.2,72,320,5,4.4484e-17,0.17715,0,1.6013e-05
1.2,13,256,10,0,0.17629,0,1.6013e-05
1.2,64,832,8,0,0.18156,0,1.6263e-05
1.2,53,2240,8,0,0.18563,0,1.6263e-05
1.2,62,1152,5,4.4496e-17,0.17984,0,1.6013e-05
1.2,12,7040,5,0,0.18164,0,1.6013e-05
1.2,43,128,6,0,0.18369,0,1.668e-05
1.2,97,448,8,4.4548e-17,0.18086,0,1.6263e-05
1.2,12,3648,8,6.3635e-17,0.1816,0,1.6263e-05
1.2,55,256,10,0,0.17674,0,1.6013e-05
1.2,21,128,7,0,0.18883,0,1.7156e-05
1.2,61,960,6,0,0.18642,0,1.668e-05
1.2,73,768,6,0,0.1862,0,1.668e-05
1.2,43,192,4,0,0.19297,0,1.7513e-05
1.2,55,192,1,0,0.22055,0,2.0013e-05
1.2,29,2432,5,4.446e-17,0.18015,0,1.6013e-05
1.2,50,128,1,0,0.22038,0,2.0013e-05
1.2,34,576,10,5.7456e-17,0.17707,0,1.6013e-05
1.2,76,2112,9,0,0.19258,0,1.6679e-05
1.2,52,640,9,0,0.18509,0,1.668e-05
1.2,25,256,7,0,0.189,0,1.7156e-05
1.2,26,256,3,0,0.18376,0,1.668e-05
1.2,30,128,3,0,0.18362,0,1.668e-05
1.2,68,9600,3,4.4464e-17,0.227,0,1.668e-05
1.2,62,9152,5,7.3082e-17,0.21398,0,1.6013e-05
1.2,31,1728,6,0,0.18644,0,1.668e-05
1.2,13,1472,2,4.4446e-17,0.22117,0,2.0013e-05
1.2,26,1280,9,0,0.18526,0,1.668e-05
1.2,72,1152,9,5.7563e-17,0.18777,0,1.668e-05
1.2,96,960,3,0,0.18809,0,1.668e-05
1.2,93,1088,9,0,0.18871,0,1.668e-05
1.2,22,192,2,0,0.22031,0,2.0013e-05
1.2,58,960,4,0,0.19543,0,1.7513e-05
1.2,76,960,8,0,0.18255,0,1.6263e-05
1.2,93,4736,1,4.4422e-17,0.24731,0,2.0013e-05
1.2,97,6144,7,0,0.22648,0,1.7155e-05
1.2,2,9152,4,6.0839e-17,0.19389,0,1.7515e-05
1.2,40,1216,6,0,0.186,0,1.668e-05
1.2,96,5376,5,4.4502e-17,0.20884,0,1.6013e-05
1.2,88,704,1,5.5698e-17,0.22314,0,2.0013e-05
1.2,31,512,5,0,0.17689,0,1.6013e-05
1.2,49,2816,4,4.4453e-17,0.2007,0,1.7513e-05
1.2,95,384,8,4.4472e-17,0.18048,0,1.6263e-05
1.2,91,1664,10,0,0.18448,0,1.6013e-05
1.2,6,1472,1,0,0.22062,0,2.0013e-05
1.2,16,768,3,0,0.18407,0,1.668e-05
1.2,54,512,8,0,0.18019,0,1.6263e-05
1.2,59,384,1,0,0.22113,0,2.0013e-05
1.2,1,256,5,0,0.17616,0,1.6013e-05
1.2,62,192,2,0,0.2206,0,2.0013e-05
1.2,32,192,5,0,0.17638,0,1.6013e-05
1.2,29,2048,3,0,0.18684,0,1.668e-05
1.2,66,320,1,4.4418e-17,0.22106,0,2.0013e-05
1.2,92,1472,5,4.4503e-17,0.18337,0,1.6013e-05
1.2,12,1472,2,4.4446e-17,0.22109,0,2.0013e-05
1.2,24,256,4,0,0.1929,0,1.7513e-05
1.2,35,7360,9,0,0.20023,0,1.6679e-05
1.2,80,192,5,0,0.17674,0,1.6013e-05
1.2,40,768,10,0,0.17764,0,1.6013e-05
1.2,24,192,9,0,0.18366,0,1.668e-05
1.2,5,8384,9,0,0.18628,0,1.6679e-05
1.2,97,3648,7,0,0.20996,0,1.7156e-05
1.2,99,1536,5,0,0.18426,0,1.6013e-05
1.2,26,320,5,4.4484e-17,0.17651,0,1.6013e-05
1.2,72,9600,4,7.2568e-17,0.23873,0,1.7513e-05
1.2,23,576,1,0,0.22077,0,2.0013e-05
1.2,64,640,9,0,0.18546,0,1.668e-05
1.2,43,6464,3,0,0.20155,0,1.668e-05
1.2,80,5376,5,4.4502e-17,0.20339,0,1.6013e-05
1.2,59,192,3,0,0.18391,0,1.668e-05
1.2,60,1280,10,0,0.18025,0,1.6013e-05
1.2,67,1088,7,0,0.1925,0,1.7156e-05
1.2,9,128,8,0,0.17894,0,1.6263e-05
1.2,33,192,10,0,0.17639,0,1.6013e-05
1.2,6,192,6,0,0.18353,0,1.668e-05
1.2,44,128,1,0,0.22035,0,2.0013e-05
1.2,24,192,7,0,0.18891,0,1.7156e-05
1.2,48,192,5,0,0.1765,0,1.6013e-05
1.2,91,1536,8,0,0.18636,0,1.6263e-05
1.2,99,1664,6,0,0.19255,0,1.668e-05
1.2,54,1792,8,0,0.18422,0,1.6263e-05
1.2,61,3072,5,0,0.18708,0,1.6013e-05
1.2,65,256,9,0,0.18417,0,1.668e-05
1.2,26,576,4,0,0.19335,0,1.7513e-05
1.2,97,320,1,4.4418e-17,0.22149,0,2.0013e-05
1.2,70,192,2,0,0.22066,0,2.0013e-05
1.2,61,2816,9,0,0.1935,0,1.6679e-05
1.2,61,5632,7,0,0.21049,0,1.7155e-05
1.2,79,1344,1,0,0.22581,0,2.0013e-05
1.2,20,832,6,4.6366e-17,0.18434,0,1.6681e-05
1.2,39,2112,6,0,0.18816,0,1.668e-05
1.2,77,256,6,0,0.18431,0,1.668e-05
1.2,39,9152,10,0,0.19995,0,1.6013e-05
1.2,90,896,8,4.0349e-17,0.183,0,1.627e-05
1.2,91,640,2,1.0031e-16,0.22296,0,2.0013e-05
1.2,53,576,9,0,0.18491,0,1.668e-05
1.2,19,320,6,1.0039e-16,0.18375,0,1.668e-05
1.2,9,384,7,5.6825e-17,0.18888,0,1.7156e-05
1.2,12,1792,9,0,0.18466,0,1.668e-05
1.2,50,512,8,0,0.1801,0,1.6263e-05
1.2,96,2112,5,0,0.18764,0,1.6013e-05
1.2,44,256,5,0,0.17662,0,1.6013e-05
1.2,49,5632,8,0,0.19638,0,1.6263e-05
1.2,63,192,2,0,0.22061,0,2.0013e-05
1.2,58,960,6,0,0.18627,0,1.668e-05
1.2,4,1600,7,0,0.18908,0,1.7156e-05
1.2,49,256,8,0,0.17942,0,1.6263e-05
1.2,80,448,6,4.4453e-17,0.1851,0,1.668e-05
1.2,24,320,9,5.5957e-17,0.18381,0,1.668e-05
1.2,7,320,10,0,0.17625,0,1.6013e-05
1.2,58,1664,10,0,0.18146,0,1.6013e-05
1.2,11,5888,9,0,0.18759,0,1.6679e-05
1.2,22,256,7,0,0.18896,0,1.7156e-05
1.2,19,192,4,0,0.19279,0,1.7513e-05
1.2,41,192,7,0,0.18903,0,1.7156e-05
1.2,55,9600,3,4.4464e-17,0.21868,0,1.668e-05
1.2,92,2368,8,0,0.19125,0,1.6263e-05
1.2,38,1024,2,0,0.22216,0,2.0013e-05
1.2,89,896,7,3.855e-17,0.19278,0,1.7163e-05
1.2,73,448,6,4.4453e-17,0.18496,0,1.668e-05
1.2,38,4160,1,0,0.2299,0,2.0013e-05
1.2,100,3776,1,0,0.2428,0,2.0013e-05
1.2,89,5632,7,0,0.22048,0,1.7155e-05
1.2,89,960,4,0,0.19692,0,1.7513e-05
1.2,9,9984,9,7.3263e-17,0.18948,0,1.6679e-05
1.2,1,2432,7,0,0.18887,0,1.7156e-05
1.2,42,1024,4,0,0.19487,0,1.7513e-05
1.2,46,128,5,0,0.17637,0,1.6013e-05
1.2,11,128,6,0,0.18354,0,1.668e-05
1.2,62,3200,3,0,0.19538,0,1.668e-05
1.2,73,2944,6,4.4451e-17,0.19603,0,1.668e-05
1.2,90,3776,5,0,0.19654,0,1.6013e-05
1.2,77,2368,10,0,0.18649,0,1.6013e-05
1.2,12,5632,6,0,0.18777,0,1.668e-05
1.2,13,9152,9,0,0.19142,0,1.6679e-05
1.2,7,448,5,4.4489e-17,0.17629,0,1.6013e-05
1.2,63,7040,5,0,0.20498,0,1.6013e-05
1.2,72,9152,5,7.3082e-17,0.22008,0,1.6013e-05
1.2,64,6720,9,0,0.21144,0,1.6679e-05
1.2,15,320,7,1.0103e-16,0.18894,0,1.7156e-05
1.2,78,384,4,4.4472e-17,0.19395,0,1.7513e-05
1.2,35,960,2,0,0.22183,0,2.0013e-05
1.2,75,192,9,0,0.18403,0,1.668e-05
1.2,9,3968,9,0,0.18563,0,1.6679e-05
1.2,46,1792,4,0,0.19718,0,1.7513e-05
1.2,76,1664,7,0,0.19569,0,1.7156e-05
1.2,85,960,9,0,0.18756,0,1.668e-05
1.2,50,1984,6,0,0.18895,0,1.668e-05
1.2,73,1408,8,0,0.18438,0,1.6263e-05
1.2,45,7040,1,0,0.24074,0,2.0013e-05
1.2,100,3072,6,0,0.20141,0,1.668e-05
1.2,15,4928,8,4.085e-17,0.18352,0,1.627e-05
1.2,42,448,4,4.4453e-17,0.1935,0,1.7513e-05
1.2,59,2560,9,0,0.19229,0,1.6679e-05
1.2,22,1152,5,4.4496e-17,0.17746,0,1.6013e-05
1.2,24,3456,8,0,0.18388,0,1.6263e-05
1.2,39,512,5,0,0.17708,0,1.6013e-05
1.2,28,256,4,0,0.19295,0,1.7513e-05
1.2,29,384,7,5.6825e-17,0.18921,0,1.7156e-05
1.2,96,256,10,0,0.17717,0,1.6013e-05
1.2,57,320,8,0,0.17969,0,1.6263e-05
1.2,66,576,6,0,0.18526,0,1.668e-05
1.2,3,128,8,0,0.17891,0,1.6263e-05
1.2,11,2560,8,0,0.18054,0,1.6263e-05
1.2,80,2816,10,4.4545e-17,0.18929,0,1.6013e-05
1.2,30,9984,6,0,0.20346,0,1.668e-05
1.2,66,8000,3,0,0.21868,0,1.668e-05
1.2,99,256,10,0,0.17721,0,1.6013e-05
1.2,96,256,1,0,0.22117,0,2.0013e-05
1.2,27,1408,8,0,0.18093,0,1.6263e-05
1.2,61,512,5,0,0.17761,0,1.6013e-05
1.2,85,1984,3,0,0.19275,0,1.668e-05
1.2,52,6144,2,0,0.24038,0,2.0013e-05
1.2,83,256,1,0,0.22103,0,2.0013e-05
1.2,4,128,10,0,0.17617,0,1.6013e-05
1.2,89,128,7,0,0.18915,0,1.7156e-05
1.2,98,320,1,4.4418e-17,0.22151,0,2.0013e-05
1.2,36,3200,7,3.9593e-17,0.19574,0,1.7145e-05
1.2,46,7040,1,0,0.2412,0,2.0013e-05
1.2,52,256,6,0,0.18404,0,1.668e-05
1.2,57,2112,3,0,0.1903,0,1.668e-05
1.2,35,512,7,0,0.18957,0,1.7156e-05
1.2,60,2560,2,0,0.22911,0,2.0013e-05
1.2,66,3648,4,0,0.2071,0,1.7513e-05
1.2,40,2688,3,0,0.18975,0,1.668e-05
1.2,95,256,6,0,0.1845,0,1.668e-05
1.2,5,512,4,0,0.19277,0,1.7513e-05
1.2,95,320,5,4.4484e-17,0.17747,0,1.6013e-05
1.2,45,4736,1,4.4422e-17,0.23329,0,2.0013e-05
1.2,79,1408,1,0,0.22608,0,2.0013e-05
1.2,52,896,5,0,0.17848,0,1.6013e-05
1.2,66,1152,8,0,0.18283,0,1.6263e-05
1.2,95,4160,5,0,0.20052,0,1.6013e-05
1.2,10,7680,4,0,0.19764,0,1.7513e-05
1.2,76,4352,9,4.4461e-17,0.20388,0,1.6679e-05
1.2,60,512,8,0,0.18033,0,1.6263e-05
1.2,48,1216,5,0,0.17917,0,1.6013e-05
1.2,43,256,3,0,0.18394,0,1.668e-05
1.2,88,5888,5,0,0.20897,0,1.6013e-05
1.2,61,2944,2,4.442e-17,0.23062,0,2.0013e-05
1.2,59,320,1,4.4418e-17,0.22097,0,2.0013e-05
1.2,7,7680,6,0,0.18699,0,1.668e-05
1.2,16,2112,6,0,0.18541,0,1.668e-05
1.2,32,2432,4,0,0.19706,0,1.7513e-05
1.2,22,384,4,4.4472e-17,0.19301,0,1.7513e-05
1.2,4,576,6,0,0.1836,0,1.668e-05
1.2,56,192,6,0,0.1839,0,1.668e-05
1.2,48,2368,8,0,0.18534,0,1.6263e-05
1.2,20,8768,6,4.4483e-17,0.19518,0,1.668e-05
1.2,92,2112,2,0,0.23116,0,2.0013e-05
1.2,6,128,2,0,0.22018,0,2.0013e-05
1.2,53,256,1,0,0.22071,0,2.0013e-05
1.2,56,9600,2,4.4464e-17,0.25599,0,2.0013e-05
1.2,16,256,1,0,0.22032,0,2.0013e-05
1.2,72,896,6,0,0.18672,0,1.668e-05
1.2,61,6144,2,0,0.24388,0,2.0013e-05
1.2,30,192,2,0,0.22037,0,2.0013e-05
1.2,7,256,8,0,0.17897,0,1.6263e-05
1.2,90,1216,9,1.0854e-16,0.18923,0,1.669e-05
1.2,23,832,4,0,0.19361,0,1.7513e-05
1.2,70,8000,3,0,0.22081,0,1.668e-05
1.2,76,1216,8,0,0.18368,0,1.6263e-05
1.2,89,384,10,0,0.17763,0,1.6013e-05
1.2,3,1536,9,0,0.18373,0,1.668e-05
1.2,17,832,4,0,0.19336,0,1.7513e-05
1.2,57,4736,4,8.7329e-17,0.20952,0,1.7488e-05
1.2,63,8768,9,0,0.22031,0,1.6679e-05
1.2,82,8384,2,4.4457e-17,0.26598,0,2.0013e-05
1.2,68,3200,9,0,0.19654,0,1.6679e-05
1.2,69,576,1,0,0.222,0,2.0013e-05
1.2,13,448,9,0,0.18374,0,1.668e-05
1.2,91,896,10,0,0.18023,0,1.6013e-05
1.2,4,5376,6,4.4486e-17,0.18485,0,1.668e-05
1.2,98,5888,2,0,0.25669,0,2.0013e-05
1.2,36,128,5,0,0.17632,0,1.6013e-05
1.2,45,512,10,0,0.17723,0,1.6013e-05
1.2,50,2944,7,4.4497e-17,0.19732,0,1.7156e-05
1.2,84,384,8,4.4472e-17,0.1803,0,1.6263e-05
1.2,42,128,9,0,0.18368,0,1.668e-05
1.2,98,192,6,0,0.18421,0,1.668e-05
1.2,76,192,1,0,0.22071,0,2.0013e-05
1.2,45,192,10,0,0.17648,0,1.6013e-05
1.2,95,7680,10,0,0.22358,0,1.6013e-05
1.2,70,2816,4,4.4453e-17,0.20415,0,1.7513e-05
1.2,7,896,6,0,0.1838,0,1.668e-05
1.2,55,3968,7,0,0.20183,0,1.7156e-05
1.2,95,2048,9,0,0.19451,0,1.6679e-05
1.2,13,4544,10,0,0.1798,0,1.6013e-05
1.2,24,7040,7,0,0.19972,0,1.7155e-05
1.2,73,2560,8,0,0.1898,0,1.6263e-05
1.2,53,3456,6,0,0.19448,0,1.668e-05
1.2,91,192,9,0,0.18415,0,1.668e-05
1.2,18,3648,5,0,0.18009,0,1.6013e-05
1.2,61,640,5,4.4453e-17,0.17804,0,1.6013e-05
1.2,74,8384,9,0,0.22485,0,1.6679e-05
1.2,61,8768,7,0,0.22439,0,1.7155e-05
1.2,78,6464,3,0,0.21625,0,1.668e-05
1.2,11,4736,5,0,0.17936,0,1.6013e-05
1.2,73,7680,3,0,0.21992,0,1.668e-05
1.2,32,1408,6,4.4521e-17,0.18589,0,1.668e-05
1.2,65,1728,2,0,0.22633,0,2.0013e-05
1.2,42,640,1,0,0.22145,0,2.0013e-05
1.2,24,9984,10,0,0.19213,0,1.6013e-05
1.2,80,256,6,0,0.18434,0,1.668e-05
1.2,6,2432,9,4.5524e-17,0.18432,0,1.6681e-05
1.2,92,256,4,0,0.19363,0,1.7513e-05
1.2,78,1088,6,0,0.18787,0,1.668e-05
1.2,88,9600,1,4.4429e-17,0.27647,0,2.0013e-05
1.2,36,1344,8,4.4584e-17,0.18148,0,1.6263e-05
1.2,98,2688,3,0,0.19885,0,1.668e-05
1.2,96,6720,5,0,0.21808,0,1.6013e-05
1.2,74,1472,10,4.4645e-17,0.18196,0,1.6013e-05
1.2,39,6144,9,0,0.19866,0,1.6679e-05
1.2,39,3072,10,0,0.18314,0,1.6013e-05
1.2,91,192,1,0,0.22082,0,2.0013e-05
1.2,58,128,2,0,0.22042,0,2.0013e-05
1.2,3,4160,2,0,0.22092,0,2.0013e-05
1.2,96,3776,9,0,0.20523,0,1.6679e-05
1.2,43,448,7,0,0.1896,0,1.7156e-05
1.2,86,5888,9,0,0.21555,0,1.6679e-05
1.2,85,1088,5,0,0.18093,0,1.6013e-05
1.2,7,960,6,0,0.18383,0,1.668e-05
1.2,12,576,3,0,0.1838,0,1.668e-05
1.2,59,832,5,0,0.1786,0,1.6013e-05
1.2,6,384,3,0,0.18358,0,1.668e-05
1.2,71,2240,2,5.5977e-17,0.22916,0,2.0013e-05
1.2,13,192,8,0,0.179,0,1.6263e-05
1.2,56,4928,2,4.4443e-17,0.23717,0,2.0013e-05
1.2,26,128,7,0,0.18885,0,1.7156e-05
1.2,28,2816,2,4.4453e-17,0.22475,0,2.0013e-05
1.2,53,128,2,0,0.2204,0,2.0013e-05
1.2,47,2944,7,4.4497e-17,0.1968,0,1.7156e-05
1.2,21,1856,7,0,0.19087,0,1.7156e-05
1.2,32,4352,2,0,0.22874,0,2.0013e-05
1.2,25,1728,9,0,0.18586,0,1.668e-05
1.2,82,1728,1,0,0.22794,0,2.0013e-05
1.2,95,4160,4,0,0.21702,0,1.7513e-05
1.2,88,2432,3,4.1296e-17,0.19578,0,1.666e-05
1.2,17,5632,4,0,0.19871,0,1.7513e-05
1.2,33,768,8,0,0.18013,0,1.6263e-05
1.2,17,2560,7,4.4531e-17,0.19127,0,1.7156e-05
1.2,83,640,2,1.0031e-16,0.22272,0,2.0013e-05
1.2,86,2944,6,4.4451e-17,0.19826,0,1.668e-05
1.2,75,3456,6,0,0.19904,0,1.668e-05
1.2,81,2432,6,4.452e-17,0.19465,0,1.668e-05
1.2,69,8384,7,0,0.2273,0,1.7155e-05
1.2,82,256,8,0,0.17977,0,1.6263e-05
1.2,23,768,8,0,0.17975,0,1.6263e-05
1.2,40,128,3,0,0.18367,0,1.668e-05
1.2,5,2048,3,0,0.18406,0,1.668e-05
1.2,42,256,9,0,0.18393,0,1.668e-05
1.2,35,320,8,0,0.17939,0,1.6263e-05
1.2,3,128,6,0,0.1835,0,1.668e-05
1.2,94,1792,7,0,0.198,0,1.7156e-05
1.2,65,7360,3,0,0.21458,0,1.668e-05
1.2,89,128,9,0,0.1839,0,1.668e-05
1.2,4,768,6,0,0.18364,0,1.668e-05
