e_SQS,queue_size,timeout,e_S3,e_lambda,parallel_instances,lambda_chunk_size,time,cost
1,400,8,1,1,100,256,3.90625,0.0002607083
1,32,0.1,1,1,120,192,5.208333,0.0002364102
1,8,8,1,1,600,24,41.66667,0.0001864678
1,180,4,1,1,500,12,125,0.0001858005
1,180,2,1,1,8,8,125,0.000130856
1,220,0.3,1,1,1,12,59.2,6.355203e-05
1,700,6,1,1,100,48,20.83333,4.563353e-05
1,50,0.1,1,1,16,340,2.97619,5.817663e-05
1,700,0.1,1,1,400,48,20.83333,0.0002136349
1,16,6,1,1,120,256,3.90625,0.0003119087
1,16,5,1,1,700,410,2.45098,0.002873274
1,180,1,1,1,1,300,3.378378,1.017843e-05
1,50,4,1,1,8,192,5.208333,2.136846e-05
1,220,10,1,1,800,24,41.66667,0.0002344682
1,300,4,1,1,180,320,3.125,0.0005799296
1,300,0.8,1,1,4,380,2.659574,1.86597e-05
1,400,1,1,1,220,360,2.777778,0.0007955841
1,8,0.1,1,1,8,256,3.90625,2.518641e-05
1,300,5,1,1,4,300,3.378378,1.617847e-05
1,120,0.3,1,1,180,380,2.659574,0.000687465
1,1000,0.8,1,1,32,128,7.03125,4.469554e-05
1,32,4,1,1,800,32,31.25,0.000288052
1,500,8,1,1,400,256,3.90625,0.001028714
1,24,3,1,1,1,48,20.8333,2.66734e-05
1,700,3,1,1,180,256,3.90625,0.0002351081
1,32,0.5,1,1,600,8,125,0.0001738004
1,50,0.5,1,1,800,410,2.45098,0.003283277
1,24,1,1,1,120,24,41.66667,7.12669e-05
1,8,4,1,1,24,256,3.90625,6.614674e-05
1,500,0.5,1,1,800,48,20.83333,0.0004056364
1,120,0.1,1,1,12,320,3.125,4.232531e-05
1,32,4,1,1,100,8,125,0.0001338001
1,16,7,1,1,4,12,125,0.0001333361
1,700,0.5,1,1,500,380,2.393617,0.001713207
1,600,8,1,1,100,12,125,0.0001378001
1,24,0.1,1,1,300,48,20.83333,0.0001656345
1,300,9,1,1,800,164,6.25,0.00131906
1,8,9,1,1,8,32,31.25,3.717e-05
1,24,5,1,1,12,192,5.208333,2.904852e-05
1,800,3,1,1,16,340,2.97619,3.097641e-05
1,16,3,1,1,700,164,6.25,0.001155059
1,12,9,1,1,600,380,2.659574,0.002283478
1,32,0.1,1,1,120,16,62.5,8.250015e-05
1,600,6,1,1,2,128,7.8125,1.373254e-05
1,24,1,1,1,500,32,31.25,0.0001920513
1,1000,1,1,1,8,256,3.515625,2.274777e-05
1,300,2,1,1,220,8,125,0.0001434001
1,16,6,1,1,2,12,118.4,0.0001263041
1,800,7,1,1,100,48,20.83333,4.563353e-05
1,32,3,1,1,300,12,125,0.0001618003
1,120,8,1,1,700,16,62.5,0.0001753009
1,500,0.5,1,1,24,64,15.625,3.178512e-05
1,32,4,1,1,300,8,125,0.0001498002
1,1000,0.3,1,1,2,320,3.125,1.032505e-05
1,600,0.1,1,1,800,256,3.90625,0.002052723
1,220,0.5,1,1,1000,16,62.5,0.0002233013
1,700,0.3,1,1,2,12,118.4,0.0001263041
1,400,0.8,1,1,800,64,15.625,0.0005284291
1,24,3,1,1,700,128,7.8125,0.0009046197
1,500,9,1,1,50,24,41.66667,5.446676e-05
1,8,6,1,1,500,360,2.777778,0.001803592
1,24,1,1,1,8,256,3.90625,2.518641e-05
1,220,8,1,1,32,8,125,0.00013092
1,32,8,1,1,16,380,2.659574,6.426006e-05
1,8,0.1,1,1,400,128,7.8125,0.0005206166
1,24,7,1,1,1000,8,125,0.0002058006
1,700,0.3,1,1,600,12,125,0.0001978006
1,180,3,1,1,1000,410,2.45098,0.004103284
1,500,4,1,1,400,360,2.777778,0.001443589
1,100,0.5,1,1,100,256,3.90625,0.0002607083
1,32,0.5,1,1,100,8,125,0.0001338001
1,24,6,1,1,100,48,20.8333,6.96337e-05
1,220,6,1,1,700,128,7.8125,0.0009046197
1,50,6,1,1,300,12,125,0.0001618003
1,800,0.3,1,1,400,192,5.208333,0.0007740145
1,16,8,1,1,120,48,20.83333,7.923379e-05
1,50,0.5,1,1,300,128,7.8125,0.0003926156
1,220,3,1,1,600,192,5.208333,0.001158018
1,32,3,1,1,16,12,125,0.0001334801
1,1000,3,1,1,1000,8,125,0.0001658003
1,220,1,1,1,4,48,20.83333,2.739338e-05
1,100,2,1,1,700,164,6.25,0.001155059
1,220,0.1,1,1,180,192,5.208333,0.0003516111
1,600,0.3,1,1,4,32,31.25,3.717004e-05
1,220,1,1,1,120,380,2.659574,0.0004594632
1,180,7,1,1,1,360,2.777778,1.077784e-05
1,8,0.5,1,1,180,128,7.8125,0.0002390143
1,300,9,1,1,300,410,2.45098,0.001233261
1,220,5,1,1,600,192,5.208333,0.001158018
1,700,6,1,1,1000,24,41.66667,0.0001624676
1,100,5,1,1,500,340,2.97619,0.00170379
1,12,3,1,1,300,128,7.8125,0.0003926156
1,700,10,1,1,12,32,31.25,3.781005e-05
1,800,8,1,1,12,410,2.45098,2.785118e-05
1,8,4,1,1,50,16,62.5,7.13001e-05
1,600,0.8,1,1,400,164,5.625,0.0005968297
1,100,3,1,1,120,410,2.45098,0.0004952549
1,8,3,1,1,1,300,3.378378,1.017843e-05
1,700,10,1,1,50,256,3.90625,6.870676e-05
1,220,6,1,1,1000,128,7.8125,0.001288623
1,32,3,1,1,600,192,5.208333,0.001158018
1,700,8,1,1,100,380,2.659574,0.0001934611
1,600,9,1,1,32,64,15.625,2.666508e-05
1,800,7,1,1,700,24,41.66667,0.0001264673
1,1000,10,1,1,8,128,7.8125,1.373254e-05
1,50,0.1,1,1,300,32,31.25,0.0001280508
1,16,0.5,1,1,180,128,7.8125,0.0002390143
1,1000,1,1,1,300,256,3.515625,0.0006955212
1,800,7,1,1,2,192,5.208333,1.176838e-05
1,400,0.1,1,1,180,64,15.625,0.0001316259
1,300,10,1,1,600,360,2.777778,0.002163595
1,400,0.3,1,1,4,48,20.83333,2.739338e-05
1,16,0.1,1,1,600,64,15.625,0.0004004281
1,100,0.1,1,1,600,164,6.25,0.0009910579
1,32,0.1,1,1,2,12,118.4,0.0001263041
1,50,6,1,1,800,24,41.66667,0.0002344682
1,1000,0.8,1,1,1,16,56.25,6.156204e-05
1,24,5,1,1,300,12,125,0.0001618003
1,500,6,1,1,4,380,2.659574,1.86597e-05
1,800,1,1,1,180,8,112.5,0.0001262601
1,600,0.8,1,1,16,360,2.5,5.514041e-05
1,300,3,1,1,220,164,6.25,0.0003678529
1,32,6,1,1,800,12,125,0.0002218008
1,180,7,1,1,24,164,6.25,4.641031e-05
1,50,8,1,1,8,256,3.90625,2.518641e-05
1,120,6,1,1,120,12,125,0.0001402001
1,50,5,1,1,220,410,2.45098,0.0009052582
1,100,0.1,1,1,4,300,3.378378,1.617847e-05
1,1000,7,1,1,600,128,7.8125,0.0003926156
1,180,6,1,1,300,360,2.777778,0.001083586
1,12,2,1,1,100,32,31.25,6.40503e-05
1,12,0.5,1,1,1,360,2.777778,1.077784e-05
1,800,8,1,1,180,48,20.83333,6.483368e-05
1,300,0.1,1,1,1,410,2.45098,1.145105e-05
1,1000,10,1,1,4,32,31.25,3.717004e-05
1,700,2,1,1,16,410,2.45098,3.605124e-05
1,180,6,1,1,300,164,6.25,0.0004990539
1,100,10,1,1,180,192,5.208333,0.0003516111
1,12,9,1,1,700,410,2.45098,0.002873274
1,800,0.3,1,1,4,340,2.97619,1.73763e-05
1,400,6,1,1,24,48,20.83333,3.315343e-05
1,180,6,1,1,1000,8,125,0.0002058006
1,600,10,1,1,400,8,125,0.0001418001
1,300,2,1,1,600,340,2.97619,0.002043793
1,120,0.3,1,1,1,128,7.8125,1.373254e-05
1,300,5,1,1,120,64,15.625,9.322561e-05
1,12,9,1,1,700,164,6.25,0.001155059
1,300,1,1,1,8,380,2.659574,3.385982e-05
1,24,0.1,1,1,800,64,15.625,0.0005284291
1,800,3,1,1,16,256,3.90625,2.518641e-05
1,32,0.8,1,1,220,12,125,0.0001522002
1,32,0.8,1,1,400,48,20.83333,0.0002136349
1,120,0.8,1,1,100,16,62.5,7.930013e-05
1,300,0.8,1,1,8,32,31.25,3.717004e-05
1,800,8,1,1,50,64,15.625,3.242513e-05
1,500,9,1,1,180,32,31.25,8.965046e-05
1,32,1,1,1,300,24,41.66667,0.0001144672
1,220,3,1,1,500,256,3.90625,0.001284716
1,300,9,1,1,180,340,2.97619,0.0006157811
1,180,9,1,1,120,24,41.66667,7.12669e-05
1,24,7,1,1,12,380,2.659574,4.905994e-05
1,220,4,1,1,300,320,3.125,0.0009639327
1,24,2,1,1,4,192,5.208333,1.368839e-05
1,8,8,1,1,100,410,2.45098,0.0004132543
1,700,0.1,1,1,220,192,5.208333,0.0004284117
1,24,0.1,1,1,400,24,41.66667,0.0001384674
1,1000,5,1,1,180,360,2.777778,0.0003275804
1,12,0.3,1,1,300,360,2.777778,0.001083586
1,50,4,1,1,24,48,20.8333,3.31534e-05
1,120,0.5,1,1,180,48,20.83333,0.000108034
1,120,5,1,1,16,360,2.777778,6.117824e-05
1,120,3,1,1,32,164,6.25,5.953042e-05
1,8,6,1,1,700,8,125,0.0001818004
1,100,4,1,1,12,340,2.97619,4.457652e-05
1,1000,0.1,1,1,16,128,7.8125,2.909266e-05
1,300,0.5,1,1,500,32,31.25,0.0001920513
1,180,2,1,1,300,48,20.83333,0.0001656345
1,300,7,1,1,12,64,15.625,2.410506e-05
1,24,0.8,1,1,120,340,2.97619,0.0004117795
1,16,0.5,1,1,300,8,125,0.0001498002
1,1000,0.1,1,1,32,320,3.125,0.0001063258
1,1000,6,1,1,600,360,2.777778,0.001083586
1,180,0.5,1,1,700,32,31.25,0.0002560518
1,300,1,1,1,8,300,3.378378,2.817857e-05
1,600,8,1,1,800,24,41.66667,0.0001384674
1,180,3,1,1,180,256,3.90625,0.0004655099
1,300,4,1,1,16,12,125,0.0001334801
1,500,6,1,1,50,410,2.45098,0.0002082526
1,120,2,1,1,32,256,3.90625,8.662691e-05
1,180,3,1,1,120,64,15.625,9.322561e-05
1,180,2,1,1,120,8,125,0.0001354001
1,8,5,1,1,180,360,2.777778,0.000651583
1,700,0.5,1,1,16,256,3.515625,4.117992e-05
1,500,0.8,1,1,50,360,2.777778,0.0001835792
1,1000,4,1,1,180,164,6.25,0.0001546512
1,400,6,1,1,4,8,125,0.000130824
1,600,3,1,1,220,380,2.659574,0.0004214629
1,1000,5,1,1,1000,64,15.625,0.0003364276
1,12,0.1,1,1,100,320,3.125,0.0003239276
1,32,2,1,1,180,16,62.5,9.210023e-05
1,180,0.5,1,1,700,340,2.97619,0.002383795
1,500,0.8,1,1,100,380,2.659574,0.0003834626
1,8,4,1,1,12,340,2.97619,4.457652e-05
1,800,2,1,1,700,320,3.125,0.001123934
1,500,7,1,1,700,64,15.625,0.0004644286
1,8,6,1,1,800,300,3.378378,0.002404198
1,300,0.8,1,1,220,192,5.208333,0.0004284117
1,50,8,1,1,800,192,5.208333,0.001542021
1,600,0.8,1,1,700,48,18.75,0.0003219524
1,16,3,1,1,1000,300,3.378378,0.003004202
1,500,6,1,1,400,16,62.5,0.0001273005
1,24,4,1,1,1,8,59.2,6.2368e-05
1,16,0.3,1,1,180,192,5.208333,0.0003516111
1,32,8,1,1,16,192,5.208333,3.672858e-05
1,800,0.8,1,1,32,192,4.6875,6.078394e-05
1,1000,0.3,1,1,600,300,3.378378,0.001804193
1,700,1,1,1,500,380,2.393617,0.001713207
1,120,0.1,1,1,2,410,2.45098,1.145105e-05
1,220,0.3,1,1,32,380,2.659574,0.0001250605
1,220,2,1,1,16,256,3.90625,4.566658e-05
1,500,9,1,1,400,380,2.659574,0.001523472
1,400,7,1,1,1000,12,125,0.000245801
1,24,9,1,1,500,48,20.83333,0.0002616353
1,700,3,1,1,220,8,125,0.0001346001
1,300,0.1,1,1,8,192,5.208333,2.136846e-05
1,24,6,1,1,120,320,3.125,0.0003879281
1,300,5,1,1,2,24,41.66667,4.750671e-05
1,800,9,1,1,12,128,7.8125,1.629256e-05
1,32,2,1,1,300,12,125,0.0001618003
1,50,0.3,1,1,8,48,20.8333,2.93134e-05
1,100,0.8,1,1,16,340,2.97619,5.817663e-05
1,800,4,1,1,4,192,5.208333,1.368839e-05
1,600,3,1,1,2,340,2.97619,1.057624e-05
1,100,0.8,1,1,700,256,3.90625,0.001796721
1,100,6,1,1,8,380,2.659574,3.385982e-05
1,800,5,1,1,1,12,58.2,6.249203e-05
1,400,7,1,1,1000,16,62.5,0.0002233013
1,500,4,1,1,2,128,7.8125,1.373254e-05
1,100,4,1,1,180,320,3.125,0.0005799296
1,120,5,1,1,8,380,2.659574,3.385982e-05
1,12,8,1,1,50,8,125,0.0001338001
1,600,7,1,1,24,16,62.5,6.906005e-05
1,400,0.5,1,1,12,128,7.8125,2.397262e-05
1,50,10,1,1,1000,320,3.125,0.003203951
1,50,1,1,1,800,164,6.25,0.00131906
1,50,4,1,1,600,320,3.125,0.00192394
1,32,7,1,1,700,16,62.5,0.0001753009
1,24,7,1,1,50,300,3.378378,0.0001541796
1,600,1,1,1,120,256,3.515625,0.0002807978
1,220,1,1,1,4,8,125,0.000130824
1,180,6,1,1,180,320,3.125,0.0005799296
1,400,0.5,1,1,700,410,2.45098,0.002873274
1,16,5,1,1,8,16,62.5,6.842e-05
1,100,5,1,1,4,64,15.625,2.1545e-05
1,180,10,1,1,12,24,41.66667,4.822671e-05
1,220,9,1,1,4,320,3.125,1.67251e-05
1,300,3,1,1,1,24,41.66667,4.748271e-05
1,100,4,1,1,500,410,2.45098,0.002053267
1,800,7,1,1,16,8,125,0.00013092
1,120,4,1,1,300,8,125,0.0001498002
1,300,3,1,1,300,340,2.97619,0.001023784
1,300,1,1,1,220,360,2.777778,0.0007955841
1,100,4,1,1,220,192,5.208333,0.0004284117
1,220,2,1,1,600,320,3.125,0.00192394
1,800,5,1,1,600,164,6.25,0.0004990539
1,800,0.5,1,1,1000,192,4.6875,0.001733501
1,800,8,1,1,12,24,41.66667,4.822671e-05
1,100,0.5,1,1,180,164,6.25,0.0003022524
1,100,1,1,1,700,8,125,0.0001818004
1,8,0.3,1,1,1000,8,125,0.0002058006
1,220,10,1,1,300,48,20.83333,0.0001656345
1,12,4,1,1,400,256,3.90625,0.001028714
1,600,0.8,1,1,8,380,2.393617,3.055384e-05
1,100,10,1,1,50,300,3.378378,0.0001541796
1,700,10,1,1,220,300,3.378378,0.000334181
1,500,4,1,1,600,300,3.378378,0.001804193
1,24,10,1,1,180,340,2.97619,0.0006157811
1,180,5,1,1,12,300,3.378378,4.017867e-05
1,800,7,1,1,600,164,6.25,0.0004990539
1,12,8,1,1,220,48,20.83333,0.0001272342
1,400,5,1,1,700,380,2.659574,0.002663481
1,24,8,1,1,8,32,31.25,3.717e-05
1,50,8,1,1,300,164,6.25,0.0004990539
1,800,6,1,1,180,320,3.125,0.0002919273
1,700,2,1,1,24,32,31.25,3.973006e-05
1,1000,3,1,1,32,360,2.777778,6.117824e-05
1,300,10,1,1,4,192,5.208333,1.368839e-05
1,32,3,1,1,100,380,2.659574,0.0003834626
1,100,0.8,1,1,1000,48,20.83333,0.0005016372
1,16,0.1,1,1,800,380,2.659574,0.003043484
1,1000,2,1,1,500,380,2.659574,0.0009534672
1,120,8,1,1,1000,192,5.208333,0.001926024
1,100,5,1,1,400,12,125,0.0001738004
1,50,7,1,1,12,64,15.625,2.41051e-05
1,8,8,1,1,300,32,31.25,0.0001280508
1,300,3,1,1,120,32,31.25,7.045031e-05
1,50,0.1,1,1,700,24,41.66667,0.000210468
1,32,3,1,1,1,8,59.2,6.2368e-05
1,500,5,1,1,8,380,2.659574,3.385982e-05
1,400,0.5,1,1,400,128,7.8125,0.0005206166
1,32,6,1,1,600,192,5.208333,0.001158018
1,32,1,1,1,32,48,20.8333,3.69935e-05
1,180,10,1,1,700,410,2.45098,0.002873274
1,50,4,1,1,400,410,2.45098,0.001643264
1,32,10,1,1,32,410,2.45098,0.000134452
1,120,4,1,1,24,300,3.378378,7.617895e-05
1,180,9,1,1,24,320,3.125,8.072561e-05
1,8,5,1,1,300,48,20.83333,0.0001656345
1,100,7,1,1,700,164,6.25,0.001155059
1,16,10,1,1,220,32,31.25,0.0001024506
1,180,0.8,1,1,12,320,3.125,4.232531e-05
1,100,4,1,1,12,340,2.97619,4.457652e-05
1,700,4,1,1,32,12,125,0.0001334801
1,500,1,1,1,500,24,41.66667,0.0001624676
1,700,1,1,1,100,24,37.5,5.990017e-05
1,500,0.5,1,1,220,256,3.90625,0.0005679108
1,1000,4,1,1,24,320,3.125,4.232531e-05
1,220,6,1,1,8,360,2.777778,3.237801e-05
1,1000,2,1,1,24,8,125,0.00013156
1,12,7,1,1,50,24,41.6667,5.44668e-05
1,800,3,1,1,1000,128,7.8125,0.0006486176
1,16,6,1,1,50,64,15.625,4.84253e-05
1,32,7,1,1,500,48,20.83333,0.0002616353
1,800,6,1,1,2,12,116.4,0.0001241841
1,1000,8,1,1,800,320,3.125,0.001283935
1,400,9,1,1,600,64,15.625,0.0004004281
1,300,0.8,1,1,100,300,3.378378,0.0003041808
1,16,2,1,1,32,192,5.208333,6.744882e-05
1,800,3,1,1,700,8,125,0.0001538002
1,400,4,1,1,12,48,20.83333,2.739338e-05
1,180,0.8,1,1,50,410,2.45098,0.0002082526
1,600,6,1,1,600,380,2.659574,0.001143469
1,100,4,1,1,50,64,15.625,4.84253e-05
1,12,0.1,1,1,120,256,3.90625,0.0003119087
1,400,0.8,1,1,180,192,5.208333,0.0003516111
1,120,2,1,1,4,360,2.777778,1.797789e-05
1,300,5,1,1,16,410,2.45098,6.885151e-05
1,100,6,1,1,16,12,125,0.0001334801
1,1000,9,1,1,2,380,2.659574,1.485967e-05
1,32,0.8,1,1,180,192,5.208333,0.0003516111
1,16,0.3,1,1,24,24,41.6667,4.82267e-05
1,12,1,1,1,500,24,41.66667,0.0001624676
1,120,10,1,1,1000,300,3.378378,0.003004202
1,220,9,1,1,4,256,3.90625,1.494633e-05
1,600,1,1,1,1000,192,4.6875,0.001733501
1,8,1,1,1,100,410,2.45098,0.0004132543
1,12,8,1,1,700,192,5.208333,0.001350019
1,8,10,1,1,300,12,125,0.0001618003
1,8,6,1,1,600,16,62.5,0.0001593008
1,1000,6,1,1,400,12,125,0.0001498002
1,16,7,1,1,100,16,62.5,7.93001e-05
1,400,1,1,1,50,300,3.378378,0.0001541796
1,400,4,1,1,700,256,3.90625,0.001796721
1,600,5,1,1,24,64,15.625,2.410506e-05
1,32,2,1,1,500,16,62.5,0.0001433006
1,12,3,1,1,220,64,15.625,0.0001572261
1,800,10,1,1,180,340,2.97619,0.0003097786
1,8,10,1,1,500,64,15.625,0.0003364276
1,100,7,1,1,600,320,3.125,0.00192394
1,24,2,1,1,1,48,20.8333,2.66734e-05
1,120,5,1,1,700,256,3.90625,0.001796721
1,16,10,1,1,1,380,2.659574,1.485967e-05
1,800,0.8,1,1,180,24,37.5,7.718031e-05
1,180,1,1,1,8,164,6.25,2.01701e-05
1,600,2,1,1,800,12,125,0.0001738004
1,12,0.1,1,1,16,16,62.5,6.842e-05
1,400,7,1,1,2,12,118.4,0.0001263041
1,120,10,1,1,24,12,125,0.0001344401
1,50,0.5,1,1,300,256,3.90625,0.0007727124
1,1000,8,1,1,1000,64,15.625,0.0003364276
1,400,0.3,1,1,700,256,3.90625,0.001796721
1,24,0.8,1,1,180,360,2.777778,0.000651583
1,300,5,1,1,1000,320,3.125,0.003203951
1,180,9,1,1,180,410,2.45098,0.0007412569
1,12,7,1,1,16,340,2.97619,5.817663e-05
1,100,0.3,1,1,800,380,2.659574,0.003043484
1,100,1,1,1,180,320,3.125,0.0005799296
1,24,0.8,1,1,24,32,31.25,3.97301e-05
1,300,4,1,1,12,320,3.125,4.232531e-05
1,16,8,1,1,500,300,3.378378,0.00150419
1,1000,9,1,1,4,340,2.97619,1.057624e-05
1,500,0.1,1,1,400,320,3.125,0.001283935
1,180,0.8,1,1,50,48,20.83333,4.563353e-05
1,400,4,1,1,300,164,6.25,0.0004990539
1,600,8,1,1,4,340,2.97619,1.057624e-05
1,300,7,1,1,400,192,5.208333,0.0007740145
1,50,1,1,1,12,410,2.45098,5.245137e-05
1,400,1,1,1,800,16,62.5,0.000191301
1,120,3,1,1,50,380,2.659574,0.0001934611
1,220,7,1,1,500,320,3.125,0.001603938
1,24,1,1,1,700,32,31.25,0.0002560518
1,180,1,1,1,300,256,3.90625,0.0007727124
1,12,2,1,1,700,128,7.8125,0.0009046197
1,16,0.1,1,1,12,16,62.5,6.906e-05
1,12,8,1,1,24,192,5.208333,5.20887e-05
1,700,5,1,1,100,410,2.45098,0.0002082526
1,300,1,1,1,120,128,7.8125,0.0001622137
1,1000,9,1,1,1,256,3.90625,9.826291e-06
1,24,7,1,1,700,12,125,0.0002098007
1,50,10,1,1,32,24,41.6667,5.01467e-05
1,500,2,1,1,500,16,62.5,0.0001433006
1,220,4,1,1,220,8,125,0.0001434001
1,16,7,1,1,220,32,31.25,0.0001024506
1,120,0.8,1,1,800,24,41.66667,0.0002344682
1,400,9,1,1,2,64,15.625,2.154504e-05
1,180,6,1,1,16,16,62.5,6.842004e-05
1,50,4,1,1,1000,410,2.45098,0.004103284
1,100,5,1,1,400,164,6.25,0.0006630552
1,16,9,1,1,180,64,15.625,0.0001316259
1,50,10,1,1,12,32,31.25,3.97301e-05
1,24,0.1,1,1,12,64,15.625,2.41051e-05
1,180,6,1,1,500,64,15.625,0.0003364276
1,24,10,1,1,400,380,2.659574,0.001523472
1,120,3,1,1,50,164,6.25,8.905066e-05
1,500,0.3,1,1,32,256,3.90625,8.662691e-05
1,800,5,1,1,2,8,116.4,0.000121856
1,300,8,1,1,1000,192,5.208333,0.001926024
1,500,1,1,1,12,340,2.97619,4.457652e-05
1,24,3,1,1,8,300,3.378378,2.817857e-05
1,600,5,1,1,1000,164,6.25,0.0008270566
1,400,7,1,1,1,360,2.777778,1.077784e-05
1,24,0.8,1,1,32,410,2.45098,0.000134452
1,100,6,1,1,24,48,20.8333,3.31534e-05
1,16,0.1,1,1,180,340,2.97619,0.0006157811
1,120,10,1,1,600,32,31.25,0.0002240515
1,800,0.1,1,1,16,8,125,0.00013092
1,16,0.1,1,1,220,12,125,0.0001522002
1,500,7,1,1,180,48,20.83333,0.000108034
1,180,9,1,1,8,48,20.83333,2.931339e-05
1,600,0.3,1,1,24,8,125,0.00013156
1,12,0.5,1,1,500,16,62.5,0.0001433006
1,100,10,1,1,120,128,7.8125,0.0001622137
1,700,6,1,1,1,340,2.97619,8.876231e-06
1,600,5,1,1,180,300,3.378378,0.0002741805
1,24,10,1,1,4,320,3.125,1.67251e-05
1,220,1,1,1,600,128,7.8125,0.0007766186
1,500,4,1,1,220,380,2.659574,0.0008394663
1,100,0.8,1,1,600,410,2.45098,0.002463271
1,24,0.3,1,1,700,380,2.659574,0.002663481
1,700,9,1,1,600,128,7.8125,0.0003926156
1,120,6,1,1,32,380,2.659574,0.0001250605
1,180,2,1,1,180,64,15.625,0.0001316259
1,100,0.1,1,1,16,256,3.90625,4.566658e-05
1,16,4,1,1,120,192,5.208333,0.0002364102
1,24,5,1,1,32,360,2.777778,0.0001187787
1,400,8,1,1,600,32,31.25,0.0002240515
1,100,4,1,1,16,300,3.378378,5.217876e-05
1,500,7,1,1,12,256,3.90625,3.54265e-05
1,500,0.5,1,1,8,300,3.378378,2.817857e-05
1,32,2,1,1,16,48,20.8333,2.93134e-05
1,300,7,1,1,220,48,20.83333,0.0001272342
1,600,10,1,1,8,24,41.66667,4.822671e-05
1,32,0.8,1,1,400,12,125,0.0001738004
1,8,3,1,1,700,32,31.25,0.0002560518
1,1000,5,1,1,1,64,15.625,2.148104e-05
1,24,0.5,1,1,4,192,5.208333,1.368839e-05
1,100,9,1,1,600,410,2.45098,0.002463271
1,16,5,1,1,100,8,125,0.0001338001
1,100,0.8,1,1,2,320,3.125,1.032505e-05
1,220,7,1,1,32,380,2.659574,0.0001250605
1,50,2,1,1,400,360,2.777778,0.001443589
1,32,4,1,1,1,16,59.2,6.4736e-05
1,12,8,1,1,12,410,2.45098,5.245137e-05
1,400,9,1,1,100,128,7.8125,0.0001366135
1,300,7,1,1,700,360,2.777778,0.002523598
1,16,0.3,1,1,400,360,2.777778,0.001443589
1,180,7,1,1,1,64,15.625,2.148104e-05
1,32,5,1,1,400,256,3.90625,0.001028714
1,32,10,1,1,300,360,2.777778,0.001083586
1,800,0.3,1,1,32,8,125,0.00013092
1,400,0.3,1,1,24,12,125,0.0001344401
1,16,0.3,1,1,50,64,15.625,4.84253e-05
1,16,7,1,1,120,16,62.5,8.250015e-05
1,50,5,1,1,180,8,125,0.0001402001
1,180,10,1,1,16,340,2.97619,5.817663e-05
1,400,0.8,1,1,180,48,20.83333,0.000108034
1,24,10,1,1,700,340,2.97619,0.002383795
1,120,0.1,1,1,1000,16,62.5,0.0002233013
1,50,9,1,1,100,300,3.378378,0.0003041808
1,700,6,1,1,700,360,2.777778,0.001263588
1,12,3,1,1,700,320,3.125,0.002243943
1,8,0.3,1,1,800,24,41.66667,0.0002344682
1,220,0.1,1,1,4,64,15.625,2.154504e-05
1,400,3,1,1,8,64,15.625,2.154504e-05
1,8,10,1,1,120,32,31.25,7.045031e-05
1,220,6,1,1,400,48,20.83333,0.0002136349
1,800,4,1,1,100,12,125,0.0001378001
1,120,4,1,1,300,128,7.8125,0.0003926156
1,24,5,1,1,400,128,7.8125,0.0005206166
1,24,9,1,1,100,8,125,0.0001338001
1,300,5,1,1,600,256,3.90625,0.001540719
1,8,0.8,1,1,1,12,59.2,6.3552e-05
1,100,4,1,1,700,16,62.5,0.0001753009
1,12,8,1,1,220,300,3.378378,0.0006641837
1,500,4,1,1,50,192,5.208333,0.0001020091
1,500,0.1,1,1,4,8,125,0.000130824
1,32,10,1,1,700,32,31.25,0.0002560518
1,400,0.1,1,1,50,64,15.625,4.842526e-05
1,50,8,1,1,100,16,62.5,7.93001e-05
1,600,1,1,1,16,12,112.5,0.0001202121
1,16,6,1,1,600,128,7.8125,0.0007766186
1,12,10,1,1,16,64,15.625,2.66651e-05
1,800,1,1,1,1,360,2.5,9.780052e-06
1,400,7,1,1,4,192,5.208333,1.368839e-05
1,100,10,1,1,700,340,2.97619,0.002383795
1,120,4,1,1,600,128,7.8125,0.0007766186
1,600,7,1,1,12,8,125,0.000130888
1,500,6,1,1,2,8,118.4,0.000123936
1,32,4,1,1,600,16,62.5,0.0001593008
1,700,2,1,1,12,64,15.625,2.410506e-05
1,400,0.5,1,1,12,320,3.125,4.232531e-05
1,700,0.5,1,1,400,16,56.25,0.0001146505
1,1000,7,1,1,400,32,31.25,9.605051e-05
1,800,0.8,1,1,1000,256,3.515625,0.002308334
1,12,6,1,1,700,32,31.25,0.0002560518
1,100,3,1,1,100,48,20.8333,6.96337e-05
1,600,8,1,1,220,16,62.5,8.090014e-05
1,32,8,1,1,180,64,15.625,0.0001316259
1,400,4,1,1,12,380,2.659574,4.905994e-05
1,600,8,1,1,2,380,2.659574,1.485967e-05
1,300,8,1,1,300,64,15.625,0.0002084265
1,24,6,1,1,100,300,3.378378,0.0003041808
1,220,7,1,1,16,32,31.25,3.717004e-05
1,1000,10,1,1,4,410,2.45098,1.145105e-05
1,180,2,1,1,220,256,3.90625,0.0005679108
1,12,2,1,1,120,24,41.66667,7.12669e-05
1,1000,0.8,1,1,700,12,112.5,0.0001889006
1,120,2,1,1,220,192,5.208333,0.0004284117
1,700,0.8,1,1,300,32,28.125,0.0001153257
1,500,0.5,1,1,12,12,125,0.0001334321
1,24,9,1,1,300,16,62.5,0.0001113004
1,500,8,1,1,600,8,125,0.0001738004
1,8,4,1,1,180,300,3.378378,0.0005441827
1,16,8,1,1,16,340,2.97619,5.817663e-05
