Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
2.1,9,1,1,9350,6,0.3,1750,68,10,14,3,0,1.4131,0,0.00012802
2.1,9,0,0,7900,8,0.4,4700,75,6,4,1,0.0003888,6.7127,0,2.7844e-05
2.1,9,0,1,4050,2,1,1100,44,2,14,2,0,1.4651,0,0.00013278
2.1,6,0,0,6650,10,0.9,3900,677,1,2,1,0.000950738,10.2476,0,3.32765e-05
2.1,3,0,1,1850,9,0.4,7950,1000,3,8,2,1.5015e-05,1.698,0,0.00015409
2.1,6,1,1,5500,4,0.6,5550,65,10,6,1,0.0002592,1.47,0,0.0001335
2.1,2,0,1,9450,2,0.9,2250,101,7,2,1,0.0019853,1.931,0,0.00017595
2.1,1,0,0,7400,7,0.5,5350,8,4,10,1,2.4e-05,2.0043,0,0.00011707
2.1,7,1,0,1100,9,0.6,2000,11,2,4,3,0,1.4616,0,3.1617e-05
2.1,6,1,1,7250,4,0.8,8550,27,10,2,2,0.0021024,1.4693,0,0.00013373
2.1,6,0,1,9450,10,1,5550,36,10,4,1,0.00093093,1.5213,0,0.00013828
2.1,8,0,0,6550,10,0.2,1600,9,8,8,2,0,3.4335,0,2.8714e-05
2.1,6,1,1,7700,2,0.3,7550,106,2,2,2,0.00050009,1.4691,0,0.00013351
2.1,7,1,0,7500,2,0.9,7350,75,1,2,1,0.0013104,2.0132,0,3.1795e-05
2.1,9,1,0,5250,6,0,1250,14,3,2,2,0.0008208,0.57821,0,2.8125e-05
2.1,8,1,1,8700,7,0.1,8950,87,2,4,2,0,1.4201,0,0.00012892
2.1,10,1,0,2000,5,0.5,7000,677,9,2,1,0.0011184,1.5594,0,2.6376e-05
2.1,1,0,1,8850,5,0.3,6900,784,2,4,1,0.00083559,2.4425,0,0.00022199
2.1,3,0,1,6800,7,0,650,65,3,2,3,0.0004176,1.6969,0,0.00015421
2.1,10,1,1,550,1,0.2,8850,281,3,2,1,0.0013024,1.3902,0,0.0001264
2.1,7,1,0,6900,4,0.2,1050,49,9,10,3,0,1.4632,0,3.1644e-05
2.1,1,0,1,1150,3,0.2,4500,59,5,4,3,0.00031006,2.4393,0,0.00022175
2.1,3,1,1,6000,4,0.3,5900,75,10,12,1,0.0001296,1.6517,0,0.00014985
2.1,7,0,0,4050,5,0.7,1150,342,10,2,1,,2.8507,0,
2.1,10,1,1,8900,9,0.3,2450,42,8,4,3,0,1.3905,0,0.00012626
2.1,8,0,0,7350,9,0.8,7850,377,3,8,3,0,12.1708,0,2.86634e-05
2.1,2,0,1,8000,6,0.1,9250,11,5,6,3,0.0001824,1.911,0,0.00017353
2.1,4,1,0,9400,3,0.2,800,13,8,2,3,9.6e-05,1.117,0,4.2521e-05
2.1,3,0,1,900,4,0.8,7950,33,8,2,1,0.0025826,1.698,0,0.0001546
2.1,9,1,0,8050,3,0.5,3400,26,7,12,3,0,2.818,0,2.7992e-05
2.1,8,0,1,9050,4,0.5,8250,342,4,2,1,0.00042204,1.472,0,0.00013376
2.1,6,0,0,8100,4,0.6,2950,557,3,2,3,0.00057057,3.269,0,3.3161e-05
2.1,4,0,0,600,9,0.8,2850,19,3,2,1,0.0051648,1.0292,0,4.2678e-05
2.1,10,1,1,7250,4,0.1,9800,11,2,8,2,0,1.3922,0,0.00012627
2.1,10,1,0,6300,10,0.7,1650,11,5,2,1,0.0012,12.1151,0,2.64415e-05
2.1,2,1,1,7550,4,0.4,2150,255,6,2,2,0.00017006,1.866,0,0.00016963
2.1,5,0,1,5450,5,0.7,4350,49,9,2,2,0.00067563,1.5483,0,0.00014076
2.1,5,1,1,8300,8,0.5,2550,232,4,4,2,0.00026692,1.498,0,0.00013607
2.1,10,1,1,1250,6,0.8,2000,1000,1,10,2,0,1.3924,0,0.00012621
2.1,5,1,0,3700,5,0.9,1700,14,5,4,3,0,2.4278,0,3.6069e-05
2.1,5,1,1,5500,5,0.2,7650,243,1,4,1,0.00043446,1.4986,0,0.00013615
2.1,2,1,1,6650,6,0.7,9800,13,7,2,3,0.0001056,1.8662,0,0.00016961
2.1,4,1,1,3550,6,0.9,2200,59,3,2,3,0.00044033,1.5683,0,0.00014252
2.1,1,1,0,1750,1,0.2,9600,92,10,6,1,,1.3685,0,
2.1,4,0,0,700,3,1,2750,27,1,2,3,0.0014016,0.70685,0,4.5618e-05
2.1,9,1,1,8100,3,0.2,9150,12,5,12,2,0,1.4125,0,0.00012802
2.1,10,0,0,4550,1,0,8350,10,2,4,3,0,0.59843,0,2.6061e-05
2.1,6,1,1,650,3,0.1,6600,173,9,4,2,6.552e-05,1.4693,0,0.00013343
2.1,6,1,0,6350,9,1,1450,12,7,14,1,0,9.3944,0,3.3469e-05
2.1,5,1,0,9500,10,0.7,7200,8,2,6,3,0,9.3146,0,3.6063e-05
2.1,9,0,1,4700,3,0.6,4750,12,8,8,3,0,1.4642,0,0.0001328
2.1,8,0,1,6500,7,0.5,9250,18,7,6,1,0.0009216,1.4733,0,0.00013384
2.1,3,1,0,6050,3,0,6550,18,6,2,2,0.0024624,0.65299,0,5.0169e-05
2.1,10,1,1,1950,10,0.2,5600,40,9,2,3,0,1.3899,0,0.00012625
2.1,3,0,1,3500,5,1,4800,75,1,12,1,0.0001296,1.6994,0,0.00015418
2.1,6,0,1,800,1,0.5,6350,42,9,10,1,0,1.5216,0,0.00013816
2.1,3,0,0,7000,2,0.3,1400,746,4,4,2,8.7893e-05,0.89986,0,5.2619e-05
2.1,10,0,1,6700,3,0.3,4100,1000,8,6,3,0,1.4439,0,0.00013101
2.1,4,1,1,6250,10,0.1,5200,49,4,2,1,0.0016412,1.569,0,0.00014276
2.1,1,0,0,700,10,0.9,5700,33,10,4,3,0.00039007,1.5786,0,0.00012328
2.1,7,0,0,9250,2,0.9,6850,9,2,2,3,0.0003024,2.5325,0,3.1369e-05
2.1,9,0,0,2800,4,0.6,2050,13,5,16,3,0,1.8416,0,2.7828e-05
2.1,3,0,0,2700,6,0.6,5350,51,7,4,3,0.00016517,1.3687,0,4.9174e-05
2.1,6,1,0,5400,9,0.5,3100,72,9,6,3,0,4.2986,0,3.3433e-05
2.1,1,1,1,4400,8,0.7,4550,677,1,2,3,0.00043413,2.4062,0,0.00021875
2.1,9,1,1,4200,10,0.5,9350,135,1,4,2,0,1.4095,0,0.00012797
2.1,6,1,0,7800,7,0.4,6750,295,1,2,2,0.00033736,3.8802,0,3.349e-05
2.1,5,1,0,8800,4,0.7,3300,281,8,2,2,0.00060054,3.3172,0,3.6117e-05
2.1,6,1,1,7100,6,0.7,3600,11,9,14,1,0,1.4724,0,0.00013346
2.1,5,0,0,7400,6,0.3,1900,342,4,4,3,0,2.269,0,3.5613e-05
2.1,4,0,0,5950,9,0.5,6250,33,8,4,1,0.0016412,3.5204,0,4.2254e-05
2.1,1,0,1,1200,10,1,4450,123,1,2,3,0.00043413,2.4392,0,0.00022175
2.1,5,1,0,5850,8,0.1,1400,129,7,4,3,0,1.1558,0,3.6032e-05
2.1,2,1,0,9850,5,0.9,8800,62,5,2,2,0.00082031,2.9269,0,6.9712e-05
2.1,1,1,0,1500,10,0.6,3200,19,6,2,1,0.0068266,1.553,0,0.00011957
2.1,1,0,1,3900,9,0.2,800,377,3,6,1,0.00011502,2.498,0,0.00022817
2.1,9,0,1,8200,5,0.1,6200,35,2,6,3,0,1.463,0,0.00013277
2.1,9,0,1,5650,10,0,8900,677,3,8,2,0,1.4632,0,0.00013275
2.1,3,1,1,2150,3,0.9,4350,243,4,6,2,0.00028529,1.6499,0,0.00014984
2.1,1,0,0,3550,8,0.6,7000,9,8,16,1,3.84e-05,1.7876,0,0.00011699
2.1,7,1,0,650,10,0.7,7600,17,3,4,2,0,1.2036,0,3.1597e-05
2.1,2,0,0,9850,4,0.4,4950,17,2,4,3,0.0007008,1.5896,0,6.8646e-05
2.1,9,0,1,7250,2,0.3,8750,530,9,10,1,0,1.4629,0,0.00013271
2.1,6,0,0,9500,5,0.2,6300,42,4,6,3,0,2.1152,0,3.3112e-05
2.1,4,0,1,8900,5,0.5,650,10,5,8,3,0,1.62,0,0.00014696
2.1,1,0,1,8850,3,0.8,9350,30,10,6,1,0.0017616,2.4436,0,0.00022234
2.1,7,1,0,7550,5,0.3,2650,557,7,4,3,0,2.482,0,3.1565e-05
2.1,2,0,0,2900,3,0,6250,17,9,2,1,0.0065093,0.79625,0,6.9262e-05
2.1,4,1,0,9100,9,0.7,8750,135,6,10,2,0,6.5653,0,4.2467e-05
2.1,1,0,1,9300,3,0.5,6400,51,1,2,1,0.0036253,2.4431,0,0.00022229
2.1,9,1,0,9900,5,0.9,800,396,8,2,3,0,10.0821,0,2.79767e-05
2.1,7,1,0,7100,6,0.7,2300,38,9,2,2,0.0014035,5.6572,0,3.1771e-05
2.1,3,0,0,2800,1,0.2,7750,530,9,12,3,0,0.63226,0,5.2484e-05
2.1,6,1,1,8350,8,0.5,1450,190,8,4,2,6.006e-05,1.4693,0,0.00013344
2.1,9,0,0,7900,9,0.8,6900,232,2,2,3,0,14.5096,0,2.77467e-05
2.1,8,1,1,5300,8,0.7,2600,16,8,4,2,0,1.4203,0,0.00012895
2.1,2,0,0,5200,4,0.2,5250,157,6,4,2,0.0002112,1.0153,0,6.8614e-05
2.1,9,0,1,9100,5,0.9,3800,20,2,10,3,0,1.4645,0,0.00013279
2.1,9,0,0,9750,3,0.2,9550,10,8,12,2,0,1.9705,0,2.7797e-05
2.1,2,0,1,6700,5,0.3,5500,243,8,4,2,0.00014005,1.9103,0,0.00017359
2.1,10,0,1,1100,10,0.8,4050,481,7,12,2,0,1.4446,0,0.00013099
2.1,7,0,1,6950,7,0.3,2950,96,9,2,3,0.00041246,1.5008,0,0.00013635
2.1,10,0,0,5850,3,0.9,3450,35,10,4,1,0.00070131,3.8179,0,2.6128e-05
2.1,7,0,1,6950,2,0.5,3200,416,1,4,2,0,1.5013,0,0.00013628
2.1,6,0,1,5700,6,0.3,1300,8,1,8,2,0,1.5224,0,0.00013813
2.1,8,1,1,3650,5,0.1,8650,101,9,2,3,0.00019622,1.4196,0,0.00012895
2.1,3,0,0,8050,4,0.8,1150,68,1,2,1,0.0016704,2.3937,0,4.9495e-05
2.1,1,1,0,4700,3,0.2,4950,157,5,4,2,0.0001392,1.3882,0,0.00011884
2.1,4,0,1,3950,9,0.2,4200,15,9,2,1,0.0003264,1.619,0,0.00014716
2.1,7,1,1,5650,10,1,8700,645,2,8,2,0,1.4505,0,0.00013157
2.1,4,0,1,2600,4,0.5,4200,645,6,8,2,0,1.6181,0,0.00014691
2.1,4,0,1,9450,7,0.5,1350,585,2,2,3,0.00017467,1.6175,0,0.00014697
2.1,1,0,1,9700,5,0.4,4300,784,1,10,1,0.00022983,2.4436,0,0.00022201
2.1,8,1,0,3350,8,0.2,1350,35,7,2,2,0.00068102,1.5561,0,2.9028e-05
2.1,6,0,0,6950,10,1,9050,106,3,12,2,0,12.1997,0,3.30885e-05
2.1,2,1,0,2700,10,0.2,8050,711,10,8,2,,1.0292,0,
2.1,8,0,1,1450,5,1,8450,56,7,2,2,0.00052078,1.4719,0,0.00013377
2.1,6,0,1,4150,9,0,6900,210,4,12,1,0,1.5222,0,0.00013808
2.1,7,1,0,7000,10,0.2,2550,65,1,2,1,0.0013104,3.1763,0,3.1795e-05
2.1,4,0,1,8800,8,0.2,7850,40,3,4,3,0.00028021,1.6183,0,0.00014698
2.1,2,0,1,1750,9,0.9,9600,96,7,2,2,0.00046059,1.9101,0,0.00017366
2.1,9,0,0,6350,2,0.4,7600,62,6,6,2,0,1.3959,0,2.7794e-05
2.1,7,1,0,8750,3,0.2,6650,243,1,2,3,0.00046585,1.4053,0,3.1631e-05
2.1,5,1,0,9550,6,0.2,2600,21,9,2,3,0.001152,2.049,0,3.6211e-05
2.1,4,0,1,9900,2,0.7,3500,157,3,2,1,0.0005568,1.6185,0,0.00014714
2.1,10,1,1,5550,6,0.1,1750,310,6,6,1,0,1.3904,0,0.00012623
2.1,6,1,1,1100,7,0.5,2250,14,6,12,2,0,1.4723,0,0.00013348
2.1,3,0,0,8400,10,0.6,550,35,6,12,2,0,4.6596,0,4.9103e-05
2.1,2,1,0,8750,4,0.3,2350,75,3,8,3,6.72e-05,1.3216,0,6.9458e-05
2.1,5,1,1,4800,3,0.8,3800,18,7,12,2,0,1.5007,0,0.00013604
2.1,1,1,0,8500,3,0.3,4850,87,2,2,1,0.0021403,1.5057,0,0.00011915
2.1,8,1,1,5500,8,1,2300,129,7,12,1,0,1.4215,0,0.00012895
2.1,9,1,0,2200,6,0.4,8350,268,9,6,3,0,1.5666,0,2.7941e-05
2.1,8,0,0,7900,7,0.3,3350,481,8,2,1,0.00012406,4.1026,0,2.8712e-05
2.1,10,1,1,7400,1,0.4,3450,416,10,2,3,,1.3799,0,
2.1,3,0,0,4500,9,0.4,5650,44,4,14,3,0,1.9633,0,4.9135e-05
2.1,7,0,0,3000,7,0.5,1300,23,8,16,1,0,2.3516,0,3.1329e-05
2.1,2,1,1,3800,3,0.6,9250,22,7,2,3,0.0016416,1.8661,0,0.00016977
2.1,5,0,1,3150,6,0.2,9700,42,8,16,2,0,1.5513,0,0.00014075
2.1,3,0,1,9650,3,0.9,700,281,6,10,1,0.00044044,1.7703,0,0.00016226
2.1,5,1,0,2550,10,1,6750,359,6,10,2,0,3.7867,0,3.6067e-05
2.1,9,0,0,6000,1,0.3,4650,173,3,4,3,0,0.67434,0,2.7741e-05
2.1,7,0,1,5750,9,0.4,2400,17,2,16,1,0,1.5044,0,0.00013633
2.1,1,0,1,3350,5,0.5,6850,18,2,12,1,0.0008208,2.4448,0,0.00022218
2.1,7,1,1,4300,9,0.3,6600,746,8,4,2,0,1.4492,0,0.00013157
2.1,7,1,0,5500,10,0.2,8200,11,1,6,1,0.0003024,2.5714,0,3.1667e-05
2.1,3,0,0,9150,1,0.1,8500,505,9,6,1,0.00051802,0.72928,0,4.9217e-05
2.1,6,0,0,2350,3,0.7,6050,864,10,4,2,,0.928,0,
2.1,5,1,0,6200,1,0.9,8450,36,2,2,1,0.0025023,0.57474,0,3.6423e-05
2.1,1,0,1,6250,9,0.3,5400,92,10,6,3,,2.3429,0,
2.1,8,1,0,1500,7,0,7050,210,9,8,2,0,0.38934,0,2.8904e-05
2.1,9,1,0,5650,5,0.7,2700,11,2,2,1,0.0005616,4.7122,0,2.8131e-05
2.1,8,1,1,4650,6,0.2,2700,23,6,2,3,0.0009216,1.4199,0,0.00012906
2.1,4,0,0,8850,6,0,1450,243,9,10,2,0,0.70525,0,4.1923e-05
2.1,4,1,0,1250,3,0,9350,106,7,14,3,0,0.49992,0,4.2494e-05
2.1,4,0,0,2650,9,0.9,6950,51,8,4,3,0.00010008,3.029,0,4.198e-05
2.1,2,1,0,7450,10,0.4,8600,35,8,12,2,0.00014005,2.4025,0,6.953e-05
2.1,7,1,0,3600,6,0.8,8600,49,10,8,1,0,3.4054,0,3.1616e-05
2.1,6,1,1,1850,7,1,2400,181,5,2,2,0.00024024,1.4689,0,0.00013349
2.1,4,1,1,7800,4,1,7650,711,7,2,1,0.0001868,1.5684,0,0.00014255
2.1,9,1,0,6050,9,0.4,1700,79,7,6,2,0,5.6533,0,2.8008e-05
2.1,4,0,1,8900,1,0.8,9850,56,1,10,2,0,1.6197,0,0.00014692
2.1,7,1,1,6500,9,0,600,42,6,8,2,0,1.4502,0,0.00013164
2.1,10,0,0,6550,5,0.1,1750,18,4,6,2,0,1.5016,0,2.604e-05
2.1,1,0,0,750,4,0.4,5800,96,4,2,2,0.0010519,1.4634,0,0.00013206
2.1,3,1,1,8650,10,0.3,1700,21,4,10,1,0.0006912,1.6518,0,0.00015002
2.1,7,1,1,4300,6,0.7,8000,585,1,8,1,0,1.4503,0,0.00013157
2.1,6,1,0,6950,7,0.7,2950,21,9,14,3,0,5.6699,0,3.3483e-05
2.1,9,1,0,6000,10,0.3,7500,79,5,6,1,0,4.8287,0,2.802e-05
2.1,3,1,0,550,3,0.8,3800,746,1,4,2,0.00016868,0.73086,0,6.0446e-05
2.1,7,1,0,1950,4,0.6,4600,129,5,8,3,0,1.1378,0,3.1633e-05
2.1,6,1,0,2300,4,0.1,3950,51,5,6,2,0,0.56773,0,3.3471e-05
2.1,2,1,0,4200,8,0.3,9600,10,7,10,2,0.0001152,1.3253,0,6.9519e-05
2.1,10,0,0,2550,1,0.8,2250,68,3,2,1,0.00096,0.4615,0,2.6177e-05
2.1,9,1,1,5550,7,0.1,4600,142,3,4,1,0.00086486,1.4095,0,0.00012809
2.1,1,1,1,7700,6,1,5650,711,6,4,3,3.0974e-05,2.4052,0,0.00021858
2.1,10,1,0,4750,9,0.5,8200,746,7,6,3,0,6.05,0,2.6213e-05
2.1,7,0,1,6900,10,0.4,8450,12,9,2,3,0.0003024,1.5013,0,0.00013637
2.1,7,1,1,2850,3,0.1,1350,784,5,8,3,0,1.4497,0,0.00013157
2.1,1,0,1,4900,6,0.6,6600,117,2,2,3,0.00026505,2.4391,0,0.00022174
2.1,3,1,0,4700,6,0.9,9650,11,2,10,2,0,2.4647,0,4.9796e-05
2.1,7,1,0,3950,8,0.1,900,96,2,8,2,0,1.0671,0,3.1584e-05
2.1,5,0,0,9600,9,0.4,7950,181,1,12,3,0,5.3441,0,3.5613e-05
2.1,7,1,0,1000,9,0.5,1700,129,2,6,2,0,1.1986,0,3.157e-05
2.1,5,0,0,5200,4,0.5,9150,359,9,16,2,0,1.7996,0,3.5614e-05
2.1,9,1,0,7400,2,0.7,7750,62,8,16,3,0,2.0392,0,2.8033e-05
2.1,4,1,0,9250,3,0.4,8700,614,3,4,3,2.0015e-05,1.5341,0,4.2421e-05
2.1,8,0,0,6700,6,0.4,5950,31,9,2,1,0.0046848,3.9163,0,2.9289e-05
2.1,7,1,1,4650,5,0.4,1350,75,3,6,1,0.0002688,1.45,0,0.00013163
2.1,2,0,0,600,9,0,4000,19,6,4,2,0.0011712,0.76411,0,6.8747e-05
2.1,8,0,1,2300,7,0,5850,49,2,16,1,0,1.4752,0,0.00013369
2.1,6,0,0,6350,9,0.9,1100,26,4,4,2,0.0006912,8.6188,0,3.3215e-05
2.1,3,1,1,8550,9,0.9,4400,173,4,10,3,0,1.6509,0,0.00014976
2.1,1,0,1,9700,6,0.1,2850,20,3,10,1,0.000912,2.4439,0,0.00022218
2.1,6,0,0,8950,10,0.4,5150,68,9,2,1,0.0011232,6.4765,0,3.3315e-05
2.1,7,1,1,1150,4,0.6,7350,181,7,6,1,0.00035088,1.4497,0,0.00013165
2.1,5,1,1,5100,1,0.4,5250,10,5,4,1,0.0006,1.4991,0,0.00013622
2.1,9,1,1,5950,9,0,2400,14,4,6,1,0,1.4102,0,0.00012803
2.1,3,1,1,2000,9,0.6,7800,295,1,4,1,0.00047537,1.6505,0,0.00014998
2.1,10,1,0,3650,4,0.1,4100,342,8,2,2,0.00054645,0.81385,0,2.6286e-05
2.1,10,1,0,3000,8,0.9,2650,210,1,14,2,0,5.9243,0,2.6213e-05
2.1,1,0,0,6350,5,0.2,2350,784,1,12,2,5.6181e-05,1.4793,0,0.00011666
2.1,9,0,0,5650,6,0.3,8300,101,8,14,1,0,3.0204,0,2.7787e-05
2.1,5,1,1,7800,7,0.9,6400,9,7,6,3,0,1.4994,0,0.00013606
2.1,9,0,1,9950,8,0.1,8950,22,1,6,2,0,1.4629,0,0.00013277
2.1,5,0,0,3550,5,0.3,7150,165,3,2,3,0.00040946,1.1912,0,3.5683e-05
2.1,9,0,1,3100,6,0.1,4700,585,8,4,1,0.00075968,1.4618,0,0.00013284
2.1,8,0,0,8450,2,0.4,9450,8,10,16,3,0,1.6069,0,2.8721e-05
2.1,3,1,1,7700,7,0,8600,9,4,4,3,0.0002736,1.65,0,0.00014986
2.1,5,0,0,5000,7,0,550,96,3,2,3,0.00022062,0.5633,0,3.5671e-05
2.1,5,1,0,5200,7,0.6,4750,27,4,10,3,0,3.252,0,3.6099e-05
2.1,8,0,1,2650,3,0.5,9400,11,1,2,1,0.0003072,1.4727,0,0.00013381
2.1,8,1,1,8700,3,0.2,850,157,6,6,2,0,1.4204,0,0.00012896
2.1,1,1,1,6450,4,0.9,3500,15,10,6,3,5.76e-05,2.4075,0,0.00021869
2.1,9,0,1,1100,3,0.1,9250,31,7,2,3,0,1.4616,0,0.00013278
2.1,10,0,1,2100,5,0.4,5550,396,10,6,1,,1.4333,0,
2.1,9,0,0,7050,4,0,3650,14,9,4,1,0.0008208,0.73894,0,2.7915e-05
2.1,9,1,1,8300,4,0,6600,19,7,6,2,0,1.4103,0,0.000128
2.1,3,0,1,1250,2,0.1,950,135,5,2,1,0.00068869,1.7817,0,0.00016372
2.1,6,0,0,6450,9,0.9,4000,18,3,14,1,0,8.9308,0,3.3111e-05
2.1,9,1,1,2600,10,0.5,9000,9,10,4,2,0,1.41,0,0.00012802
2.1,8,1,1,7550,3,0,800,38,10,2,3,0.00056084,1.4198,0,0.000129
2.1,6,0,0,3450,10,0.4,8450,75,2,6,1,0.0002592,2.9236,0,3.316e-05
2.1,9,0,1,1750,5,0.4,1300,96,5,16,1,0,1.4641,0,0.00013286
2.1,7,0,0,7350,8,0,8050,96,5,2,1,0.00068743,0.69602,0,3.1452e-05
2.1,10,1,1,6650,7,0.4,7100,17,7,8,3,0,1.3923,0,0.00012626
2.1,4,0,0,4250,3,1,9050,268,8,4,1,0.0002543,1.6655,0,4.2025e-05
2.1,9,1,1,1550,2,0.2,7100,677,6,2,1,0.0016042,1.4088,0,0.00012818
2.1,3,0,0,7500,4,0.8,5700,220,4,4,3,0.00027456,2.3142,0,4.9143e-05
2.1,10,0,0,9500,10,0.9,9650,18,2,8,3,0,24.2951,0,2.60552e-05
2.1,3,0,1,6700,9,0.5,7450,200,3,2,2,0.00038808,1.6968,0,0.00015421
2.1,5,0,1,6800,3,0.2,3300,62,2,2,1,0.0022771,1.5489,0,0.00014099
2.1,3,1,0,7100,4,0.3,9650,36,9,8,3,0,1.2257,0,4.9768e-05
2.1,2,1,0,2300,5,0.6,1850,10,6,4,1,0.0001632,1.1134,0,6.9798e-05
2.1,6,1,0,5400,5,0.9,8850,416,4,2,1,0.00045704,3.9232,0,3.3544e-05
2.1,5,1,0,6400,2,0.3,7350,142,7,14,1,0,0.85918,0,3.6055e-05
2.1,6,1,1,1700,8,0.6,9000,135,10,4,2,,1.4528,0,
2.1,3,0,1,5550,9,0.8,8700,11,4,2,3,0.0001872,1.6973,0,0.00015422
2.1,9,1,0,8400,6,1,6800,255,6,2,3,0,11.6589,0,2.79837e-05
2.1,1,0,1,5500,3,0,7900,864,2,14,1,7.6378e-05,2.4436,0,0.00022192
2.1,6,1,0,2650,10,0.4,3600,30,2,2,3,0.0006912,2.1133,0,3.3537e-05
2.1,9,1,0,1500,3,0.6,7150,614,5,6,2,0,0.85401,0,2.7969e-05
2.1,4,1,0,5450,7,0.5,2700,30,3,10,2,0,2.4837,0,4.2444e-05
2.1,4,1,0,5800,9,1,1650,436,8,4,3,0,5.9618,0,4.2396e-05
2.1,6,0,1,9700,6,0.7,2950,35,3,6,2,0,1.5214,0,0.00013809
2.1,1,0,0,7600,1,0.2,5750,614,1,14,3,6.6396e-05,1.4215,0,0.00012576
2.1,7,0,0,3700,7,0.8,5350,190,1,8,1,0,4.3744,0,3.1281e-05
2.1,6,0,0,9700,6,0.8,2750,784,7,2,3,0.00048048,7.5815,0,3.3145e-05
2.1,1,1,0,7800,6,0.5,5550,784,3,2,2,0.00068597,1.9148,0,0.00011877
2.1,7,1,0,4550,9,0.8,4100,12,2,6,3,0,6.4207,0,3.1619e-05
2.1,9,0,0,4100,10,0,6400,129,7,4,1,0.00086486,0.5578,0,2.7882e-05
2.1,8,0,1,3650,7,0.3,4950,36,7,4,1,0.00068102,1.4726,0,0.0001338
2.1,4,0,1,8400,5,0.5,8300,40,2,4,2,0.00034026,1.6183,0,0.00014702
2.1,7,0,0,7150,3,0.2,4400,557,10,2,1,,1.2685,0,
2.1,1,0,0,1900,4,0.5,1450,11,4,6,1,0.0001104,1.4696,0,0.00012629
2.1,3,1,0,9250,3,0.5,4150,17,4,2,1,0.0052992,1.5101,0,5.059e-05
2.1,6,1,0,5200,4,0.9,1400,295,2,14,3,0,2.9838,0,3.3413e-05
2.1,4,0,0,9350,10,0.9,7550,557,7,10,2,0,9.823,0,4.191e-05
2.1,3,0,1,8100,3,1,3250,38,6,8,2,0.00021021,1.6984,0,0.00015416
2.1,10,1,1,9250,2,0.8,2800,13,4,2,1,0.0012,1.3907,0,0.00012644
2.1,10,1,1,8500,6,0.4,4400,18,10,12,3,0,1.3939,0,0.00012625
2.1,9,1,1,9700,4,0.1,6650,49,5,2,1,0.0020721,1.4092,0,0.00012828
2.1,8,1,1,2850,1,1,5850,711,1,2,1,0.0009001,1.42,0,0.00012908
2.1,6,1,1,3700,2,0.8,900,1000,5,10,3,0,1.47,0,0.00013341
2.1,4,0,1,7750,9,0.3,1250,59,1,2,2,0.00070053,1.618,0,0.00014707
2.1,2,0,0,7050,2,0.4,5700,28,4,2,2,0.0025824,1.0208,0,6.8931e-05
2.1,2,0,0,2800,10,0.7,5350,25,7,4,3,0.0007008,1.9103,0,6.8641e-05
2.1,4,1,1,800,2,0.3,950,20,1,2,1,0.0051648,1.5693,0,0.00014317
2.1,8,1,0,6350,5,0.2,6550,13,6,2,1,0.0003072,1.7834,0,2.9063e-05
2.1,7,0,1,3200,7,0,3250,8,2,8,2,0,1.5031,0,0.00013633
2.1,1,1,0,4100,2,0.2,4450,8,5,2,2,0.00086931,1.3864,0,0.00012232
2.1,8,0,1,9950,10,0.2,9950,784,9,4,1,0.0010032,1.4723,0,0.00013381
2.1,10,0,0,750,4,0.5,8900,585,10,4,1,,0.84681,0,
2.1,4,0,1,9850,5,0.9,2950,864,7,12,3,0,1.6197,0,0.00014691
2.1,3,0,0,2450,7,0.4,7050,16,8,2,3,0.0014112,1.175,0,4.9346e-05
2.1,4,0,1,5950,4,0.1,3200,436,7,2,3,3.4313e-05,1.6172,0,0.00014694
2.1,8,0,0,6700,4,0.9,7200,49,8,2,3,0.0002003,5.0867,0,2.8719e-05
2.1,3,1,0,1650,4,0.1,9550,711,7,12,1,0.00024024,0.62163,0,4.9825e-05
2.1,6,1,1,4950,9,0,7400,9,3,8,1,5.76e-05,1.4708,0,0.00013347
2.1,6,0,1,4250,10,0.9,4700,165,3,2,2,0.00026208,1.5204,0,0.00013814
2.1,9,0,1,1200,9,0.3,4500,49,4,14,1,0,1.4643,0,0.00013279
2.1,4,0,0,1050,7,0.6,3700,13,2,4,1,0.0001536,1.0065,0,4.2113e-05
2.1,5,0,1,2650,10,0.5,9150,12,7,2,3,0.000408,1.5487,0,0.00014073
2.1,2,1,0,3450,6,0.1,9500,1000,10,2,2,,0.37479,0,
2.1,6,1,1,2250,4,0.1,600,49,9,2,1,0.0018619,1.4695,0,0.00013374
2.1,9,0,1,8550,1,0.5,8100,11,4,14,2,0,1.4657,0,0.0001328
2.1,9,0,0,9450,10,0.3,3150,268,9,4,2,0,7.6296,0,2.7731e-05
2.1,9,0,0,9900,4,0.2,6000,359,1,6,1,0,2.5045,0,2.7747e-05
2.1,3,0,1,5500,6,0.1,8950,117,2,16,1,6.006e-05,1.6998,0,0.00015414
2.1,10,1,1,4250,10,0.1,6200,268,8,2,2,0.0005657,1.3898,0,0.00012628
2.1,6,1,0,3200,6,0.5,5200,54,3,2,3,0.00033033,1.865,0,3.348e-05
2.1,4,0,1,6550,6,1,5300,281,1,4,1,0.00044971,1.6188,0,0.00014709
