Topology,lambda_parallel_instances,lambda_allocated_memory,car_cache,latency,cost,reliability,scalability
1.2,1,6144,2,0,0.22054,0,2.0013e-05
1.2,96,192,7,0,0.18944,0,1.7156e-05
1.2,58,128,5,0,0.17642,0,1.6013e-05
1.2,70,192,6,0,0.184,0,1.668e-05
1.2,2,1984,2,0,0.22037,0,2.0013e-05
1.2,76,7040,7,0,0.22351,0,1.7155e-05
1.2,15,3776,9,0,0.18688,0,1.6679e-05
1.2,15,832,6,4.6366e-17,0.18412,0,1.6681e-05
1.2,35,3072,8,0,0.18517,0,1.6263e-05
1.2,47,320,7,1.0103e-16,0.18938,0,1.7156e-05
1.2,58,1664,1,3.8467e-17,0.22554,0,2.0004e-05
1.2,19,1536,2,0,0.2217,0,2.0013e-05
1.2,75,1152,2,0,0.22461,0,2.0013e-05
1.2,21,7360,1,0,0.23019,0,2.0013e-05
1.2,38,128,6,0,0.18367,0,1.668e-05
1.2,90,7040,2,0,0.26133,0,2.0013e-05
1.2,63,6144,4,0,0.21716,0,1.7513e-05
1.2,41,192,1,0,0.22045,0,2.0013e-05
1.2,73,2432,5,4.446e-17,0.18621,0,1.6013e-05
1.2,99,384,7,5.6825e-17,0.19038,0,1.7156e-05
1.2,24,1472,3,4.446e-17,0.18536,0,1.668e-05
1.2,13,640,6,5.6844e-17,0.18389,0,1.668e-05
1.2,60,384,10,0,0.17715,0,1.6013e-05
1.2,65,128,10,0,0.17646,0,1.6013e-05
1.2,96,5184,2,0,0.25167,0,2.0013e-05
1.2,58,3648,8,6.3635e-17,0.19195,0,1.6263e-05
1.2,35,832,3,4.4429e-17,0.18493,0,1.668e-05
1.2,51,2688,2,0,0.22814,0,2.0013e-05
1.2,64,2432,4,0,0.20147,0,1.7513e-05
1.2,62,1152,7,5.6311e-17,0.19242,0,1.7156e-05
1.2,43,1280,4,0,0.19558,0,1.7513e-05
1.2,6,9984,7,7.3719e-17,0.19273,0,1.7155e-05
1.2,35,4160,5,0,0.18513,0,1.6013e-05
1.2,32,5184,8,4.4608e-17,0.18955,0,1.6278e-05
1.2,69,704,6,4.4431e-17,0.18584,0,1.668e-05
1.2,88,448,7,0,0.1905,0,1.7156e-05
1.2,89,8384,9,0,0.23323,0,1.6679e-05
1.2,30,1280,3,5.618e-17,0.18553,0,1.668e-05
1.2,85,1728,9,0,0.19156,0,1.668e-05
1.2,39,2112,5,0,0.18082,0,1.6013e-05
1.2,15,1536,8,0,0.18013,0,1.6263e-05
1.2,23,128,3,0,0.18359,0,1.668e-05
1.2,5,2432,9,4.5524e-17,0.18418,0,1.6681e-05
1.2,4,4160,10,0,0.17718,0,1.6013e-05
1.2,86,8768,3,0,0.23375,0,1.668e-05
1.2,29,1600,7,0,0.19128,0,1.7156e-05
1.2,53,576,3,0,0.1849,0,1.668e-05
1.2,79,9152,4,6.0839e-17,0.24145,0,1.758e-05
1.2,14,2944,3,4.4451e-17,0.18588,0,1.668e-05
1.2,5,4160,9,0,0.18477,0,1.6679e-05
1.2,47,1472,3,4.446e-17,0.18717,0,1.668e-05
1.2,55,5888,5,0,0.19666,0,1.6013e-05
1.2,87,128,7,0,0.18914,0,1.7156e-05
1.2,60,4928,8,4.085e-17,0.19738,0,1.629e-05
1.2,24,2240,7,0,0.19178,0,1.7156e-05
1.2,10,320,4,0,0.19279,0,1.7513e-05
1.2,89,3648,8,6.3635e-17,0.19892,0,1.6263e-05
1.2,41,192,2,0,0.22045,0,2.0013e-05
1.2,60,1536,3,0,0.18839,0,1.668e-05
1.2,24,2688,7,0,0.19249,0,1.7156e-05
1.2,9,3072,7,3.3162e-17,0.19037,0,1.7153e-05
1.2,58,3776,4,0,0.20579,0,1.7513e-05
1.2,1,6464,10,0,0.17658,0,1.6013e-05
1.2,42,4352,5,0,0.18742,0,1.6013e-05
1.2,6,576,3,0,0.18364,0,1.668e-05
1.2,6,2432,7,0,0.18956,0,1.7156e-05
1.2,1,576,10,5.7456e-17,0.17618,0,1.6013e-05
1.2,24,192,5,0,0.17633,0,1.6013e-05
1.2,4,256,8,0,0.17894,0,1.6263e-05
1.2,91,8000,7,2.9025e-17,0.23727,0,1.7155e-05
1.2,66,4160,7,0,0.20566,0,1.7156e-05
1.2,71,960,7,0,0.19214,0,1.7156e-05
1.2,4,4736,5,0,0.17732,0,1.6013e-05
1.2,54,1472,4,0,0.19689,0,1.7513e-05
1.2,61,1344,7,0,0.1931,0,1.7156e-05
1.2,27,9984,2,2.7984e-17,0.23812,0,2.0013e-05
1.2,12,1024,10,0,0.17679,0,1.6013e-05
1.2,14,192,10,0,0.17625,0,1.6013e-05
1.2,96,256,1,0,0.22117,0,2.0013e-05
1.2,32,256,5,0,0.17649,0,1.6013e-05
1.2,5,9152,6,4.4484e-17,0.18654,0,1.668e-05
1.2,50,6144,8,0,0.19836,0,1.6263e-05
1.2,27,8000,7,2.9025e-17,0.20313,0,1.7155e-05
1.2,81,5888,2,0,0.25035,0,2.0013e-05
1.2,89,3776,7,0,0.2089,0,1.7156e-05
1.2,16,7680,3,0,0.19147,0,1.668e-05
1.2,64,384,5,0,0.17721,0,1.6013e-05
1.2,82,7040,2,0,0.25767,0,2.0013e-05
1.2,50,9984,7,7.3719e-17,0.22201,0,1.7155e-05
1.2,44,576,3,0,0.18466,0,1.668e-05
1.2,6,4160,6,0,0.18503,0,1.668e-05
1.2,91,3072,7,3.3162e-17,0.20527,0,1.713e-05
1.2,14,448,7,0,0.18901,0,1.7156e-05
1.2,91,768,5,0,0.17953,0,1.6013e-05
1.2,84,192,4,0,0.19327,0,1.7513e-05
1.2,40,1344,10,0,0.17902,0,1.6013e-05
1.2,59,9984,6,0,0.22276,0,1.668e-05
1.2,94,384,7,5.6825e-17,0.19029,0,1.7156e-05
1.2,13,384,3,0,0.18369,0,1.668e-05
1.2,16,2688,10,4.45e-17,0.17866,0,1.6013e-05
1.2,34,192,6,0,0.18374,0,1.668e-05
1.2,11,1216,1,5.1969e-17,0.22085,0,2.0015e-05
1.2,83,9152,4,6.0839e-17,0.24392,0,1.7583e-05
1.2,53,1280,3,5.618e-17,0.1871,0,1.668e-05
1.2,92,320,4,0,0.19392,0,1.7513e-05
1.2,77,2048,9,0,0.19242,0,1.6679e-05
1.2,51,192,5,0,0.17652,0,1.6013e-05
1.2,31,6464,4,0,0.20568,0,1.7513e-05
1.2,71,128,1,0,0.22048,0,2.0013e-05
1.2,13,9600,5,7.2877e-17,0.18447,0,1.6013e-05
1.2,70,1408,3,0,0.18874,0,1.668e-05
1.2,12,4160,8,0,0.18198,0,1.6263e-05
1.2,12,448,6,4.4453e-17,0.18373,0,1.668e-05
1.2,23,3328,1,0,0.22474,0,2.0013e-05
1.2,61,832,7,4.452e-17,0.19131,0,1.716e-05
1.2,88,9984,2,2.7984e-17,0.27872,0,2.0013e-05
1.2,64,8384,9,0,0.21926,0,1.6679e-05
1.2,89,768,4,0,0.19595,0,1.7513e-05
1.2,54,1664,10,0,0.18109,0,1.6013e-05
1.2,32,448,7,0,0.18937,0,1.7156e-05
1.2,77,320,5,4.4484e-17,0.17722,0,1.6013e-05
1.2,86,1856,5,0,0.18493,0,1.6013e-05
1.2,29,256,2,0,0.22046,0,2.0013e-05
1.2,60,128,5,0,0.17643,0,1.6013e-05
1.2,6,320,6,1.0039e-16,0.18357,0,1.668e-05
1.2,33,128,3,0,0.18363,0,1.668e-05
1.2,59,1408,8,0,0.18333,0,1.6263e-05
1.2,90,1088,10,0,0.18121,0,1.6013e-05
1.2,75,2368,9,0,0.19355,0,1.6679e-05
1.2,35,768,4,0,0.19395,0,1.7513e-05
1.2,56,192,9,0,0.18389,0,1.668e-05
1.2,17,192,6,0,0.18361,0,1.668e-05
1.2,49,192,9,0,0.18384,0,1.668e-05
1.2,13,1088,2,5.5733e-17,0.22088,0,2.0013e-05
1.2,69,3328,7,0,0.20251,0,1.7156e-05
1.2,45,768,9,0,0.18515,0,1.668e-05
1.2,56,1664,5,3.5903e-17,0.18135,0,1.6004e-05
1.2,35,3200,9,0,0.1902,0,1.6679e-05
1.2,10,1984,8,0,0.17999,0,1.6263e-05
1.2,49,896,3,0,0.18567,0,1.668e-05
1.2,86,192,10,0,0.17678,0,1.6013e-05
1.2,52,2560,6,4.4501e-17,0.19126,0,1.668e-05
1.2,32,832,1,4.4416e-17,0.22148,0,2.0013e-05
1.2,79,448,4,4.4453e-17,0.19424,0,1.7513e-05
1.2,28,4928,1,0,0.22866,0,2.0013e-05
1.2,58,896,5,0,0.17875,0,1.6013e-05
1.2,14,384,2,4.4449e-17,0.22038,0,2.0013e-05
1.2,41,5184,1,4.4426e-17,0.23361,0,2.0013e-05
1.2,47,128,1,0,0.22037,0,2.0013e-05
1.2,12,512,3,0,0.18377,0,1.668e-05
1.2,83,4352,10,0,0.19843,0,1.6013e-05
1.2,61,4352,8,0,0.19527,0,1.6263e-05
1.2,78,1280,5,4.4455e-17,0.18147,0,1.6013e-05
1.2,66,384,9,4.4506e-17,0.18458,0,1.668e-05
1.2,19,4160,6,0,0.18837,0,1.668e-05
1.2,95,1984,9,0,0.19385,0,1.668e-05
1.2,98,192,10,0,0.17687,0,1.6013e-05
1.2,14,128,3,0,0.18354,0,1.668e-05
1.2,89,2688,8,3.3722e-17,0.19306,0,1.6241e-05
1.2,22,4544,9,0,0.18965,0,1.6679e-05
1.2,1,192,4,0,0.19266,0,1.7513e-05
1.2,90,2560,2,0,0.23359,0,2.0013e-05
1.2,28,5632,4,0,0.20264,0,1.7513e-05
1.2,76,320,10,0,0.1772,0,1.6013e-05
1.2,34,1856,10,0,0.17962,0,1.6013e-05
1.2,43,192,3,0,0.18379,0,1.668e-05
1.2,76,4352,5,0,0.19655,0,1.6013e-05
1.2,33,1088,5,0,0.178,0,1.6013e-05
1.2,56,320,7,1.0103e-16,0.18951,0,1.7156e-05
1.2,4,1536,10,0,0.17648,0,1.6013e-05
1.2,45,3648,5,0,0.186,0,1.6013e-05
1.2,59,192,2,0,0.22058,0,2.0013e-05
1.2,56,192,8,0,0.17931,0,1.6263e-05
1.2,90,256,5,0,0.17711,0,1.6013e-05
1.2,55,256,10,0,0.17674,0,1.6013e-05
1.2,86,448,3,4.4453e-17,0.18521,0,1.668e-05
1.2,33,3328,2,0,0.22674,0,2.0013e-05
1.2,72,192,9,0,0.18401,0,1.668e-05
1.2,59,2944,2,4.442e-17,0.23028,0,2.0013e-05
1.2,66,4544,1,4.4428e-17,0.23864,0,2.0013e-05
1.2,59,384,4,4.4472e-17,0.19363,0,1.7513e-05
1.2,91,1344,10,0,0.18268,0,1.6013e-05
1.2,77,2368,10,0,0.18649,0,1.6013e-05
1.2,32,5888,3,0,0.19541,0,1.668e-05
1.2,46,1408,1,0,0.2236,0,2.0013e-05
1.2,31,256,2,0,0.22048,0,2.0013e-05
1.2,100,1792,1,0,0.23,0,2.0013e-05
1.2,96,1344,10,0,0.18303,0,1.6013e-05
1.2,88,960,5,0,0.18037,0,1.6013e-05
1.2,49,128,1,0,0.22038,0,2.0013e-05
1.2,43,2240,2,5.5977e-17,0.22561,0,2.0013e-05
1.2,90,2240,5,0,0.18757,0,1.6013e-05
1.2,57,1152,1,0,0.22354,0,2.0013e-05
1.2,98,2816,4,4.4453e-17,0.20875,0,1.7513e-05
1.2,50,7040,6,0,0.20637,0,1.668e-05
1.2,64,640,7,0,0.19071,0,1.7156e-05
1.2,17,320,2,0,0.22038,0,2.0013e-05
1.2,38,1664,8,3.7141e-17,0.18243,0,1.6269e-05
1.2,70,8384,1,0,0.25927,0,2.0013e-05
1.2,47,128,3,0,0.1837,0,1.668e-05
1.2,69,128,3,0,0.1838,0,1.668e-05
1.2,40,4736,6,0,0.19517,0,1.668e-05
1.2,30,1984,1,0,0.22342,0,2.0013e-05
1.2,2,640,9,0,0.18354,0,1.668e-05
1.2,56,128,8,0,0.17916,0,1.6263e-05
1.2,88,3456,3,0,0.20173,0,1.668e-05
1.2,95,128,2,0,0.22059,0,2.0013e-05
1.2,30,320,2,0,0.22056,0,2.0013e-05
1.2,42,192,8,0,0.17921,0,1.6263e-05
1.2,34,3968,2,0,0.22824,0,2.0013e-05
1.2,51,576,8,0,0.18027,0,1.6263e-05
1.2,68,3328,9,0,0.19706,0,1.6679e-05
1.2,90,640,9,0,0.18627,0,1.668e-05
1.2,78,1664,5,3.5903e-17,0.1834,0,1.6001e-05
1.2,69,8384,10,0,0.21472,0,1.6013e-05
1.2,81,2944,3,4.4451e-17,0.19739,0,1.668e-05
1.2,80,384,10,0,0.17748,0,1.6013e-05
1.2,34,256,8,0,0.17926,0,1.6263e-05
1.2,8,1600,7,0,0.18944,0,1.7156e-05
1.2,16,1600,10,4.3312e-17,0.17758,0,1.601e-05
1.2,12,128,1,0,0.2202,0,2.0013e-05
1.2,32,1792,10,3.8779e-17,0.17935,0,1.6018e-05
1.2,25,1600,5,0,0.17835,0,1.6013e-05
1.2,49,256,3,0,0.184,0,1.668e-05
1.2,47,768,5,0,0.17789,0,1.6013e-05
1.2,76,768,6,0,0.18631,0,1.668e-05
1.2,78,576,6,0,0.18559,0,1.668e-05
1.2,94,192,6,0,0.18418,0,1.668e-05
1.2,87,1408,5,8.2005e-17,0.18289,0,1.6013e-05
1.2,95,2816,3,4.4468e-17,0.19908,0,1.668e-05
1.2,7,1984,3,0,0.18424,0,1.668e-05
1.2,49,128,9,0,0.18371,0,1.668e-05
1.2,74,5376,1,0,0.24534,0,2.0013e-05
1.2,73,2944,10,0,0.18869,0,1.6013e-05
1.2,39,1792,10,3.8779e-17,0.18005,0,1.6019e-05
1.2,41,8768,3,0,0.20745,0,1.668e-05
1.2,18,256,3,0,0.18367,0,1.668e-05
1.2,11,384,1,0,0.22033,0,2.0013e-05
1.2,92,3968,6,0,0.20539,0,1.668e-05
1.2,95,128,8,0,0.17935,0,1.6263e-05
1.2,23,256,7,0,0.18898,0,1.7156e-05
1.2,89,3328,10,0,0.19393,0,1.6013e-05
1.2,5,2432,10,4.4012e-17,0.17685,0,1.6014e-05
1.2,95,192,1,0,0.22085,0,2.0013e-05
1.2,7,576,2,0,0.22034,0,2.0013e-05
1.2,26,6720,2,3.0216e-17,0.23165,0,1.9997e-05
1.2,82,2112,4,0,0.20246,0,1.7513e-05
1.2,88,448,3,4.4453e-17,0.18525,0,1.668e-05
1.2,60,1984,9,0,0.19003,0,1.668e-05
1.2,8,192,10,0,0.17621,0,1.6013e-05
1.2,65,1216,8,0,0.18298,0,1.6263e-05
1.2,77,1088,1,5.5733e-17,0.22448,0,2.0013e-05
1.2,82,8768,2,0,0.26808,0,2.0013e-05
1.2,68,320,10,0,0.17709,0,1.6013e-05
1.2,92,448,6,4.4453e-17,0.18534,0,1.668e-05
1.2,14,192,6,0,0.18359,0,1.668e-05
1.2,64,256,1,0,0.22083,0,2.0013e-05
1.2,91,384,5,0,0.17766,0,1.6013e-05
1.2,45,9600,3,4.4464e-17,0.21228,0,1.668e-05
1.2,14,576,6,0,0.18387,0,1.668e-05
1.2,89,192,4,0,0.1933,0,1.7513e-05
1.2,17,9152,10,0,0.18653,0,1.6013e-05
1.2,32,128,8,0,0.17905,0,1.6263e-05
1.2,6,4544,2,0,0.22183,0,2.0013e-05
1.2,38,896,6,0,0.18519,0,1.668e-05
1.2,74,1088,1,5.5733e-17,0.22431,0,2.0013e-05
1.2,27,5632,5,0,0.18578,0,1.6013e-05
1.2,79,448,10,4.4548e-17,0.17774,0,1.6013e-05
1.2,77,1344,7,0,0.19425,0,1.7156e-05
1.2,14,5184,4,7.6682e-17,0.19731,0,1.7506e-05
1.2,75,384,2,4.4449e-17,0.2214,0,2.0013e-05
1.2,7,3328,10,0,0.17755,0,1.6013e-05
1.2,42,9152,4,6.0839e-17,0.2186,0,1.7549e-05
1.2,37,192,9,0,0.18375,0,1.668e-05
1.2,61,1536,3,0,0.18848,0,1.668e-05
1.2,77,1792,6,0,0.19108,0,1.668e-05
1.2,10,448,1,4.4418e-17,0.22035,0,2.0013e-05
1.2,4,320,10,0,0.17621,0,1.6013e-05
1.2,30,960,7,0,0.19017,0,1.7156e-05
1.2,20,1600,1,0,0.22191,0,2.0013e-05
1.2,66,128,10,0,0.17646,0,1.6013e-05
1.2,20,4160,3,0,0.18861,0,1.668e-05
1.2,88,192,3,0,0.18413,0,1.668e-05
1.2,72,3648,8,6.3635e-17,0.1951,0,1.6263e-05
1.2,70,6464,8,0,0.20831,0,1.6263e-05
1.2,79,576,2,0,0.22227,0,2.0013e-05
1.2,48,4352,4,0,0.20553,0,1.7513e-05
1.2,33,256,7,0,0.18908,0,1.7156e-05
1.2,64,640,5,4.4453e-17,0.17813,0,1.6013e-05
1.2,36,192,4,0,0.19291,0,1.7513e-05
1.2,8,128,3,0,0.18352,0,1.668e-05
1.2,36,6144,7,0,0.20274,0,1.7155e-05
1.2,70,576,8,0,0.18078,0,1.6263e-05
1.2,20,192,1,0,0.2203,0,2.0013e-05
1.2,2,128,4,0,0.19266,0,1.7513e-05
1.2,78,576,8,0,0.181,0,1.6263e-05
1.2,26,1664,10,0,0.17853,0,1.6013e-05
1.2,55,5184,9,0,0.20154,0,1.6679e-05
1.2,90,1344,9,0,0.18993,0,1.668e-05
1.2,86,1216,7,0,0.19413,0,1.7156e-05
1.2,45,8384,4,0,0.2178,0,1.7513e-05
1.2,99,1600,4,0,0.20136,0,1.7513e-05
1.2,28,512,10,0,0.17682,0,1.6013e-05
1.2,83,5184,5,0,0.2034,0,1.6013e-05
1.2,27,3776,7,0,0.19485,0,1.7156e-05
1.2,22,960,8,0,0.17996,0,1.6263e-05
1.2,76,1472,9,4.4503e-17,0.18945,0,1.668e-05
1.2,20,1024,10,0,0.17721,0,1.6013e-05
1.2,53,576,3,0,0.1849,0,1.668e-05
1.2,97,2816,7,0,0.20467,0,1.7156e-05
1.2,43,6144,7,0,0.20546,0,1.7155e-05
1.2,54,3072,9,0,0.19316,0,1.6679e-05
1.2,26,256,9,0,0.18376,0,1.668e-05
1.2,90,256,9,0,0.18444,0,1.668e-05
1.2,28,1856,6,0,0.18635,0,1.668e-05
1.2,59,5888,5,0,0.19815,0,1.6013e-05
1.2,36,448,2,4.443e-17,0.22087,0,2.0013e-05
1.2,90,2240,5,0,0.18757,0,1.6013e-05
1.2,5,256,7,0,0.18878,0,1.7156e-05
1.2,72,128,7,0,0.18907,0,1.7156e-05
1.2,90,2944,4,4.4451e-17,0.20811,0,1.7513e-05
1.2,17,5888,2,0,0.22649,0,2.0013e-05
1.2,82,2112,7,5.6791e-17,0.19855,0,1.7156e-05
1.2,35,256,4,0,0.19302,0,1.7513e-05
1.2,99,896,8,4.0349e-17,0.18341,0,1.6271e-05
1.2,79,256,4,0,0.19349,0,1.7513e-05
1.2,5,1152,8,0,0.1792,0,1.6263e-05
1.2,53,2816,8,4.4453e-17,0.18761,0,1.6263e-05
1.2,97,3456,6,0,0.20361,0,1.668e-05
1.2,65,512,5,0,0.1777,0,1.6013e-05
1.2,21,384,10,0,0.1765,0,1.6013e-05
1.2,92,192,1,0,0.22082,0,2.0013e-05
1.2,65,4352,9,4.4461e-17,0.20093,0,1.6679e-05
1.2,44,3648,6,3.2298e-17,0.19326,0,1.6694e-05
1.2,73,640,10,0,0.17841,0,1.6013e-05
1.2,49,256,3,0,0.184,0,1.668e-05
1.2,24,2944,7,4.4497e-17,0.19285,0,1.7156e-05
1.2,13,512,5,0,0.17646,0,1.6013e-05
1.2,20,2944,1,4.442e-17,0.22358,0,2.0013e-05
1.2,24,128,7,0,0.18884,0,1.7156e-05
1.2,71,192,1,0,0.22067,0,2.0013e-05
1.2,31,5184,6,7.6682e-17,0.1938,0,1.6665e-05
1.2,58,576,6,0,0.18505,0,1.668e-05
1.2,67,192,8,0,0.17939,0,1.6263e-05
1.2,17,1152,5,4.4496e-17,0.17716,0,1.6013e-05
1.2,90,2816,2,4.4453e-17,0.23493,0,2.0013e-05
1.2,31,2560,5,0,0.18078,0,1.6013e-05
1.2,66,6720,3,0,0.21231,0,1.668e-05
1.2,62,448,3,4.4453e-17,0.18473,0,1.668e-05
1.2,33,1344,7,0,0.1911,0,1.7156e-05
1.2,39,3456,10,0,0.18424,0,1.6013e-05
1.2,84,4544,9,0,0.20702,0,1.6679e-05
1.2,68,192,1,0,0.22065,0,2.0013e-05
1.2,81,1088,10,0,0.18071,0,1.6013e-05
1.2,34,6464,1,0,0.23443,0,2.0013e-05
1.2,68,960,7,0,0.19199,0,1.7156e-05
1.2,65,2240,2,5.5977e-17,0.2284,0,2.0013e-05
1.2,95,9984,7,7.3719e-17,0.25197,0,1.7155e-05
1.2,44,128,10,0,0.17636,0,1.6013e-05
1.2,19,320,10,0,0.17641,0,1.6013e-05
1.2,63,192,6,0,0.18395,0,1.668e-05
1.2,40,2816,4,4.4453e-17,0.19922,0,1.7513e-05
1.2,15,5376,6,4.4486e-17,0.1886,0,1.668e-05
1.2,81,640,7,0,0.19124,0,1.7156e-05
1.2,50,9984,8,0,0.21218,0,1.6263e-05
1.2,65,4928,4,4.4476e-17,0.2124,0,1.7513e-05
1.2,6,128,7,0,0.18876,0,1.7156e-05
1.2,32,2816,1,4.4437e-17,0.2254,0,2.0013e-05
1.2,96,192,8,0,0.17961,0,1.6263e-05
1.2,46,384,2,4.4449e-17,0.22091,0,2.0013e-05
1.2,35,2688,2,0,0.22564,0,2.0013e-05
1.2,80,3456,6,0,0.20008,0,1.668e-05
1.2,91,576,8,0,0.18135,0,1.6263e-05
1.2,62,2432,6,4.452e-17,0.19204,0,1.668e-05
1.2,26,8384,10,0,0.19069,0,1.6013e-05
1.2,24,1216,5,0,0.17766,0,1.6013e-05
1.2,53,5376,7,4.4519e-17,0.20678,0,1.7155e-05
1.2,43,832,10,0,0.17794,0,1.6013e-05
1.2,5,5888,4,0,0.19451,0,1.7513e-05
1.2,11,3648,3,3.2298e-17,0.18592,0,1.6684e-05
1.2,76,192,1,0,0.22071,0,2.0013e-05
1.2,47,7040,6,0,0.205,0,1.668e-05
1.2,96,576,5,0,0.17873,0,1.6013e-05
1.2,26,9152,6,4.4484e-17,0.19936,0,1.668e-05
1.2,97,768,2,0,0.22375,0,2.0013e-05
1.2,27,8000,1,0,0.23455,0,2.0013e-05
1.2,99,8768,1,0,0.27802,0,2.0013e-05
1.2,96,1344,8,4.4584e-17,0.18578,0,1.6263e-05
1.2,95,320,4,0,0.19397,0,1.7513e-05
1.2,85,1984,4,0,0.20192,0,1.7513e-05
1.2,72,256,9,0,0.18425,0,1.668e-05
1.2,84,1344,3,0,0.1895,0,1.668e-05
1.2,52,2240,3,0,0.19008,0,1.668e-05
1.2,58,512,4,0,0.19403,0,1.7513e-05
1.2,51,128,5,0,0.17639,0,1.6013e-05
1.2,2,192,7,0,0.18874,0,1.7156e-05
1.2,18,2944,10,0,0.17924,0,1.6013e-05
1.2,72,320,2,0,0.22115,0,2.0013e-05
1.2,28,1216,10,0,0.17791,0,1.6013e-05
1.2,17,9152,3,0,0.19385,0,1.668e-05
1.2,61,256,9,0,0.18413,0,1.668e-05
1.2,33,1728,5,3.5721e-17,0.17933,0,1.6008e-05
1.2,46,6144,1,0,0.23805,0,2.0013e-05
1.2,43,7680,4,0,0.21412,0,1.7513e-05
1.2,71,576,10,5.7456e-17,0.17806,0,1.6013e-05
1.2,12,512,8,0,0.17919,0,1.6263e-05
1.2,92,128,5,0,0.17658,0,1.6013e-05
1.2,81,3072,8,0,0.19342,0,1.6263e-05
1.2,40,4160,5,0,0.18641,0,1.6013e-05
1.2,12,2368,6,0,0.1851,0,1.668e-05
1.2,43,960,9,0,0.18555,0,1.668e-05
1.2,96,192,6,0,0.1842,0,1.668e-05
1.2,8,4544,1,4.4428e-17,0.22239,0,2.0013e-05
1.2,27,2944,9,4.4451e-17,0.18812,0,1.6679e-05
1.2,75,1088,2,5.5733e-17,0.22436,0,2.0013e-05
1.2,32,576,2,0,0.22101,0,2.0013e-05
1.2,100,2048,7,0,0.20034,0,1.7156e-05
1.2,11,1344,7,0,0.18952,0,1.7156e-05
1.2,26,4736,6,0,0.19108,0,1.668e-05
1.2,2,256,4,0,0.19267,0,1.7513e-05
1.2,13,2368,3,4.4447e-17,0.18522,0,1.668e-05
1.2,49,9600,9,2.8682e-17,0.21484,0,1.6679e-05
1.2,63,576,5,0,0.17784,0,1.6013e-05
1.2,33,448,5,4.4489e-17,0.17681,0,1.6013e-05
1.2,28,5376,3,4.4486e-17,0.19301,0,1.668e-05
1.2,21,1408,3,0,0.18506,0,1.668e-05
1.2,2,640,9,0,0.18354,0,1.668e-05
1.2,70,128,3,0,0.18381,0,1.668e-05
1.2,37,832,8,0,0.18044,0,1.6263e-05
1.2,39,6464,7,0,0.20512,0,1.7155e-05
1.2,94,2240,6,0,0.19542,0,1.668e-05
1.2,92,576,6,0,0.18596,0,1.668e-05
1.2,36,2816,8,4.4453e-17,0.18482,0,1.6263e-05
1.2,75,1792,2,0,0.22754,0,2.0013e-05
1.2,35,128,4,0,0.19281,0,1.7513e-05
1.2,54,128,5,0,0.1764,0,1.6013e-05
1.2,16,2944,8,4.4451e-17,0.18165,0,1.6263e-05
1.2,65,128,9,0,0.18379,0,1.668e-05
1.2,46,3968,8,0,0.18985,0,1.6263e-05
1.2,58,1536,1,0,0.2249,0,2.0013e-05
1.2,100,576,8,0,0.18159,0,1.6263e-05
1.2,23,832,6,4.6366e-17,0.18446,0,1.6682e-05
1.2,22,576,6,0,0.18408,0,1.668e-05
1.2,64,832,2,0,0.22281,0,2.0013e-05
1.2,38,768,3,0,0.18489,0,1.668e-05
1.2,74,448,5,4.4489e-17,0.17764,0,1.6013e-05
1.2,11,256,7,0,0.18885,0,1.7156e-05
1.2,3,192,6,0,0.18351,0,1.668e-05
1.2,40,768,8,0,0.18039,0,1.6263e-05
1.2,4,256,10,0,0.17619,0,1.6013e-05
1.2,59,832,2,0,0.2226,0,2.0013e-05
1.2,72,1536,1,0,0.22605,0,2.0013e-05
1.2,72,4544,4,0,0.21283,0,1.7513e-05
1.2,28,512,8,0,0.17957,0,1.6263e-05
1.2,3,4736,6,0,0.18437,0,1.668e-05
1.2,86,2688,4,0,0.20613,0,1.7513e-05
1.2,7,3328,10,0,0.17755,0,1.6013e-05
1.2,95,256,10,0,0.17716,0,1.6013e-05
1.2,3,128,4,0,0.19266,0,1.7513e-05
1.2,71,2240,6,0,0.1925,0,1.668e-05
1.2,77,320,5,4.4484e-17,0.17722,0,1.6013e-05
1.2,17,6720,3,0,0.1909,0,1.668e-05
1.2,7,1856,4,0,0.19336,0,1.7513e-05
1.2,85,3648,9,0,0.20209,0,1.6679e-05
1.2,59,832,2,0,0.2226,0,2.0013e-05
1.2,13,6720,2,3.0216e-17,0.2259,0,2.0005e-05
1.2,20,1088,10,0,0.17728,0,1.6013e-05
1.2,28,3648,5,0,0.18228,0,1.6013e-05
1.2,72,5184,9,0,0.20712,0,1.6679e-05
1.2,28,768,6,0,0.18453,0,1.668e-05
1.2,72,384,2,4.4449e-17,0.22135,0,2.0013e-05
1.2,94,1408,7,4.1508e-17,0.1959,0,1.7168e-05
1.2,5,3456,6,0,0.18453,0,1.668e-05
1.2,58,3648,10,0,0.18885,0,1.6013e-05
1.2,32,1600,2,0,0.22296,0,2.0013e-05
1.2,84,128,1,0,0.22054,0,2.0013e-05
1.2,74,768,9,0,0.18623,0,1.668e-05
1.2,14,448,9,0,0.18376,0,1.668e-05
1.2,65,3968,6,0,0.19897,0,1.668e-05
1.2,36,1152,5,4.4496e-17,0.17829,0,1.6013e-05
1.2,53,2240,10,0,0.18288,0,1.6013e-05
1.2,1,768,8,0,0.17894,0,1.6263e-05
1.2,81,832,8,0,0.18227,0,1.6263e-05
1.2,65,7360,9,0,0.21458,0,1.6679e-05
1.2,54,384,3,0,0.18438,0,1.668e-05
