Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,lambda_parallel_instances,lambda_allocated_memory,latency,cost,reliability,scalability
2.2,1,0,0,6350,9,0.8,1100,83,7,70,512,0,2.5104,0,0.00011666
2.2,5,1,1,4250,10,0.5,2200,645,3,94,9984,2.9611e-17,1.5022,0,0.00013608
2.2,8,0,1,1050,1,0.8,1600,40,10,54,4544,0,1.4754,0,0.00013398
2.2,6,0,0,4450,9,0.2,7850,16,10,4,1728,0,1.8896,0,3.3086e-05
2.2,4,1,0,1000,6,0,5150,54,5,72,9600,2.9674e-17,0.499,0,4.3245e-05
2.2,9,0,0,5900,1,0.4,2050,12,3,22,384,4.4506e-17,0.66752,0,2.7779e-05
2.2,5,1,0,9250,4,0.8,2500,326,1,69,3200,0,3.8694,0,3.6004e-05
2.2,8,0,0,5100,9,0.3,4400,22,9,16,2112,0,3.5459,0,2.8707e-05
2.2,5,0,1,1900,4,0,7900,952,6,40,4352,0,1.5476,0,0.00014058
2.2,6,1,1,5800,10,0.8,5050,436,4,43,1728,0,1.4685,0,0.00013337
2.2,1,1,0,9800,2,0,4400,173,7,19,2560,0,1.3588,0,0.00011843
2.2,4,1,0,5200,10,0.3,950,92,9,61,8000,0,2.211,0,4.2686e-05
2.2,7,1,1,5750,5,0.7,5000,92,1,49,256,0,1.4481,0,0.00013151
2.2,7,0,0,7050,2,0.9,6650,505,4,4,960,0,2.024,0,3.1213e-05
2.2,6,0,0,9400,6,1,7550,823,6,40,4928,3.99675431994e-17,33777006.4275,0,-3752.99965643
2.2,4,0,1,3600,2,0.5,4650,40,1,8,2240,0,1.6173,0,0.00014689
2.2,5,1,0,8500,10,0.7,1650,15,7,47,320,9.017271903865e-17,112589999.0584,0,-12509.99892885
2.2,1,0,1,9550,9,0.7,2200,72,4,98,768,0,2.4366,0,0.00022147
2.2,10,0,0,9600,5,0.6,7650,557,8,22,9600,0,7.863,0,2.6003e-05
2.2,1,1,0,8550,3,0.7,3150,36,6,17,9152,0,1.7003,0,0.00011867
2.2,3,0,0,9700,5,0.2,8100,20,2,15,1728,0,1.4398,0,4.9177e-05
2.2,3,1,0,7100,10,0.2,9800,614,3,77,9152,0,1.7801,0,4.9729e-05
2.2,3,1,1,10000,4,0.3,3850,96,9,6,192,5.932871484e-17,4222126.2983,0,469.12511092
2.2,1,1,0,1850,6,0.2,9950,9,6,20,5184,9.14189964256e-17,22517999.5082,0,-2501.99967428
2.2,3,1,1,2700,4,0.8,8800,111,4,97,1600,3.7915314474e-17,8444250.9503,0,938.25007222
2.2,10,0,1,4400,9,0.8,3400,1000,5,29,128,0,1.4415,0,0.000131
2.2,2,1,1,4550,4,0.7,9550,711,6,32,6720,0,1.8643,0,0.00016941
2.2,9,0,0,2850,7,0.5,6700,65,8,11,192,0,2.9649,0,2.7697e-05
2.2,2,1,1,5350,1,0.3,5500,38,5,15,2688,0,1.8647,0,0.00016949
2.2,9,1,1,4200,7,0.8,6950,49,1,37,2048,0,1.4102,0,0.00012794
2.2,2,0,0,6400,3,0.7,9450,111,9,38,832,4.0722699901e-17,2814751.1631,0,312.75004256
2.2,5,0,0,4350,7,0.5,3050,31,8,68,7360,0,2.5003,0,3.6383e-05
2.2,5,1,1,1900,8,0.2,8250,56,8,53,1536,0,1.4975,0,0.0001361
2.2,8,0,1,4600,10,0.1,5500,14,5,36,1344,8.3668e-17,1.4733,0,0.0001337
2.2,8,1,0,5650,3,1,4850,42,7,84,704,4.4609e-17,3.1884,0,2.8958e-05
2.2,4,1,0,5000,3,0.1,3150,33,2,2,9600,7.29124435992e-17,90071993.2449,0,-10007.9991295
2.2,9,1,1,8050,8,0.3,1400,28,7,34,2688,7.169091918995e-17,151996488.836,0,-16888.49847471
2.2,4,0,0,7150,1,0.1,7500,711,10,76,2048,0,0.63209,0,4.4579e-05
2.2,5,1,0,4200,1,0.1,2400,481,2,18,256,0,0.51591,0,3.6013e-05
2.2,3,0,1,1350,1,0.7,8350,54,8,29,128,0,1.6953,0,0.00015409
2.2,4,0,0,1100,3,0,8900,46,2,76,2368,4.4522e-17,0.49474,0,4.2159e-05
2.2,7,1,0,7100,10,0.1,8350,200,2,75,128,0,1.9226,0,3.1538e-05
2.2,3,0,1,3900,6,0.2,8900,200,1,3,384,0,1.6954,0,0.00015407
2.2,3,0,0,9750,8,0.3,9500,51,8,70,256,0,2.6002,0,4.9109e-05
2.2,10,1,0,1950,6,0.1,2700,232,7,46,576,0,0.68175,0,2.6169e-05
2.2,2,1,1,4400,1,0.8,6700,59,10,27,128,0,1.8639,0,0.00016943
2.2,7,1,1,5900,10,0.5,9000,243,10,90,384,0,1.4344,0,0.00013302
2.2,7,0,0,6800,2,0.9,2000,210,8,52,960,0,1.9244,0,3.1225e-05
2.2,6,0,0,4200,9,0.6,8650,10,1,72,768,4.4534e-17,4.3924,0,3.3187e-05
2.2,6,0,1,2750,8,0.4,3000,142,7,12,8768,3.28750968012e-17,33776998.7256,0,-3752.99955141
2.2,5,1,1,7550,7,0.6,5900,746,5,28,1536,0,1.4966,0,0.00013601
2.2,3,1,1,6050,3,0,1200,11,6,42,832,4.4468e-17,1.6492,0,0.00014987
2.2,9,0,1,7900,5,0.2,1150,1000,5,9,1024,0,1.4612,0,0.00013267
2.2,2,1,1,1250,1,0.1,2050,9,8,20,6720,0,1.8694,0,0.00016983
2.2,3,0,1,1350,1,0.6,950,17,7,25,5184,4.4525e-17,1.8393,0,0.00016997
2.2,2,0,0,3900,9,0.7,950,149,8,17,1280,0,2.0832,0,6.8425e-05
2.2,5,0,1,1400,9,0.7,5250,16,6,64,192,0,1.5479,0,0.00014066
2.2,9,1,0,600,7,0.8,4400,46,9,100,6720,0,1.0971,0,2.8805e-05
2.2,8,1,0,3100,4,0.2,2850,310,3,84,256,0,0.88946,0,2.8901e-05
2.2,6,1,0,8650,1,0.1,4250,8,1,71,1472,4.4503e-17,0.66814,0,3.367e-05
2.2,5,1,0,9100,8,0.4,1800,17,5,12,384,4.4518e-17,4.3363,0,3.6017e-05
2.2,6,0,0,3500,2,0.9,2900,142,9,65,1792,0,1.0766,0,3.3085e-05
2.2,7,1,0,2500,3,0.6,3100,416,10,18,4736,0,1.0417,0,3.3059e-05
2.2,3,0,1,6700,7,0.7,1450,101,10,50,320,5.0087026412e-17,8444250.9646,0,938.25008002
2.2,1,1,0,5350,8,0.7,3950,21,7,43,1472,0,2.0929,0,0.0001186
2.2,9,0,0,3900,6,0.8,4350,68,5,42,6720,0,4.8293,0,2.7914e-05
2.2,1,1,0,3150,7,0.3,10000,101,10,52,9600,0,1.3917,0,0.0001294
2.2,8,0,1,5000,10,0.7,5400,59,2,96,2048,0,1.4739,0,0.00013372
2.2,8,0,1,2050,8,0.6,3700,746,9,19,6144,0,1.4713,0,0.00013361
2.2,7,0,0,2050,2,0.5,5550,79,6,4,128,0,0.67738,0,3.126e-05
2.2,10,0,0,8400,8,0.1,4500,31,5,33,256,0,2.6022,0,2.6049e-05
2.2,1,1,1,1650,6,0.7,3900,9,1,51,640,0,2.4044,0,0.00021852
2.2,1,1,0,8500,4,0.3,1350,232,2,100,9600,0,1.5788,0,0.0001184
2.2,3,0,1,3650,8,0.3,4700,232,5,82,8768,0,1.6978,0,0.0001542
2.2,5,0,0,7600,7,0.9,6200,677,3,45,4160,0,6.8215,0,3.5586e-05
2.2,2,1,0,5400,3,0.8,1450,342,2,81,256,0,1.3246,0,6.9413e-05
2.2,1,0,0,7450,9,0,7600,9,1,43,192,0,1.3322,0,0.00011646
2.2,7,0,0,4950,6,0.1,7100,23,7,3,448,0,1.1173,0,3.1245e-05
2.2,1,0,1,8350,8,1,10000,62,5,59,9600,4.4660218367e-17,5629501.9765,0,-625.49972636
2.2,10,1,0,7850,7,0.1,9150,11,3,15,384,0,2.0974,0,2.6177e-05
2.2,2,1,0,6600,2,0.5,800,16,9,82,576,4.4441e-17,1.031,0,6.9538e-05
2.2,4,1,1,4700,5,0.8,8650,20,7,33,704,4.4507e-17,1.5678,0,0.00014248
2.2,7,0,1,8800,8,0.5,3650,15,7,85,192,5.1075e-17,1.5005,0,0.00013629
2.2,8,1,0,4450,1,0.6,4200,436,6,26,960,0,0.5212,0,2.888e-05
2.2,1,1,0,8550,5,0.8,950,326,5,80,960,0,2.1421,0,0.00011842
2.2,7,0,1,3350,8,0.8,10000,458,7,5,576,0,1.4995,0,0.00013624
2.2,7,1,1,2500,10,0,9300,16,10,20,1472,4.4602e-17,1.4499,0,0.0001317
2.2,9,0,1,1500,1,0.5,7700,79,4,34,9152,0,1.4641,0,0.00013289
2.2,9,0,0,1900,6,0.9,5200,117,9,37,704,4.0676e-17,2.9501,0,2.7662e-05
2.2,6,0,0,4450,3,0.8,2150,40,9,100,576,6.3613e-17,1.8108,0,3.3192e-05
2.2,5,1,1,3500,1,0.5,8550,255,10,5,2560,0,1.4776,0,0.00013812
2.2,8,0,0,4750,2,0.8,4350,220,7,7,192,5.5081948294e-17,5629501.027,0,625.49997687
2.2,1,1,1,8400,10,1,7200,19,8,11,1472,0,2.4038,0,0.00021848
2.2,10,1,1,5500,2,0.6,5350,31,3,54,1536,0,1.3912,0,0.00012628
2.2,2,0,1,9400,7,0.4,6650,101,6,15,192,0,1.9079,0,0.00017342
2.2,10,1,0,3000,8,0.5,9350,190,8,6,128,0,3.4927,0,2.6207e-05
2.2,9,0,0,1000,1,0.8,2750,149,3,91,512,0,0.38579,0,2.9816e-05
2.2,3,1,0,4450,3,0.4,1450,142,10,16,320,0,0.89997,0,5.3307e-05
2.2,8,1,0,10000,6,0.7,2100,359,9,18,192,0,8.8627,0,2.887e-05
2.2,2,1,0,5800,2,1,7500,200,3,61,4160,0,1.1663,0,6.9414e-05
2.2,4,1,0,4000,1,0.3,2750,326,5,27,256,0,0.55782,0,4.2413e-05
2.2,4,1,1,8250,4,0.7,9750,295,8,57,448,0,1.5671,0,0.00014239
2.2,5,0,0,7700,6,0.6,6650,123,8,3,3072,0,4.1349,0,3.5593e-05
2.2,6,0,0,9950,4,0.3,500,149,1,3,4160,0,2.3267,0,3.3064e-05
2.2,3,0,0,800,3,0.3,10000,458,5,100,256,0,0.67852,0,5.513e-05
2.2,4,1,1,3050,10,0,5100,135,1,94,4544,0,1.5738,0,0.00014237
2.2,2,0,0,8050,8,0.8,8700,59,9,54,1088,0,3.6084,0,6.8484e-05
2.2,3,0,1,7900,9,0.5,8250,36,8,93,1408,4.4479e-17,1.6975,0,0.00015424
2.2,2,1,0,3200,7,0.8,900,342,7,58,2240,0,1.6881,0,6.9417e-05
2.2,4,1,0,7900,1,0.2,1100,281,6,33,4736,0,0.64742,0,4.2389e-05
2.2,4,0,1,5800,5,0.3,7600,907,3,8,192,6.45731604995e-17,45035997.8902,0,-5003.99943906
2.2,3,1,0,7850,2,0.7,5050,59,2,24,128,0,1.1579,0,4.9754e-05
2.2,4,0,1,4000,9,0.9,3050,87,8,15,9152,3.5633e-17,1.6178,0,0.00014697
2.2,9,1,0,3000,7,0,3250,92,8,18,6464,3.5722e-17,0.46325,0,2.8034e-05
2.2,6,0,0,8950,10,0.7,8400,11,9,92,1728,0,10.9671,0,3.3449e-05
2.2,6,1,1,6000,4,0.4,3650,46,8,27,3968,0,1.4696,0,0.00013352
2.2,3,1,0,1150,4,0.3,3900,123,4,86,192,0,0.6571,0,4.9738e-05
2.2,10,1,0,2500,5,0.8,1950,310,3,31,128,0,2.7421,0,2.6205e-05
2.2,1,0,1,2850,8,1,2900,190,8,12,4544,0,2.4361,0,0.00022143
2.2,4,1,1,1850,9,0.8,750,220,5,25,9152,0,1.568,0,0.00014242
2.2,4,1,1,7200,9,0.7,4900,711,3,61,128,0,1.5669,0,0.00014241
2.2,7,0,1,7500,8,1,4050,416,3,80,192,0,1.4997,0,0.00013623
2.2,4,1,1,1150,10,1,5950,416,3,4,9600,0,1.5677,0,0.0001424
2.2,3,0,1,10000,4,0.1,8300,200,8,41,2240,0,1.6959,0,0.00015406
2.2,5,1,1,3800,5,0.3,3400,38,9,83,192,5.9072e-17,1.497,0,0.00013603
2.2,5,1,0,6400,4,0.5,1750,210,7,11,2560,0,1.9656,0,3.5986e-05
2.2,9,0,0,5350,8,0.9,9800,8,1,49,3648,0,10.2064,0,2.81462e-05
2.2,4,1,1,8650,1,1,1050,220,7,62,1664,3.9565654586e-17,8444250.8689,0,938.2500648
2.2,3,1,0,9250,1,0.4,8500,181,4,17,960,0,0.70549,0,4.9747e-05
2.2,10,1,0,2800,8,0.2,1050,255,9,99,576,0,1.581,0,2.6175e-05
2.2,3,0,0,1750,2,0.4,3650,54,4,38,2688,0,0.64428,0,4.9152e-05
2.2,4,0,1,2700,8,0.4,6150,746,5,33,2048,0,1.6166,0,0.0001469
2.2,10,1,0,4000,10,0.1,3250,281,10,98,192,0,1.5472,0,2.7223e-05
2.2,3,0,1,2550,9,0.3,8200,14,9,10,3072,0,1.6965,0,0.00015419
2.2,4,1,0,2400,9,1,1650,458,2,49,2048,0,2.741,0,4.2401e-05
2.2,5,0,1,6000,8,0.4,3200,27,9,32,256,0,1.5474,0,0.00014065
2.2,7,1,1,8150,10,0.2,2350,232,8,79,1152,0,1.4488,0,0.00013154
2.2,10,0,1,6350,10,0.8,1150,54,9,2,576,0,1.442,0,0.00013098
2.2,8,1,0,2800,2,0,5300,26,9,66,1856,3.4379e-17,0.44956,0,2.9112e-05
2.2,5,0,0,8600,1,0.3,5700,530,3,96,256,0,0.68451,0,3.5613e-05
2.2,6,1,0,4650,6,0.5,5750,111,2,70,3968,0,2.5443,0,3.3435e-05
2.2,4,0,1,6450,10,0.6,2300,243,9,22,1472,0,1.6173,0,0.0001469
2.2,5,1,1,5550,6,0.4,9950,181,4,46,1600,0,1.4968,0,0.00013603
2.2,8,0,1,6000,7,0.6,7050,326,6,95,3776,0,1.4719,0,0.00013366
2.2,9,1,1,3200,10,0.1,10000,342,2,95,1152,0,1.4096,0,0.00012791
2.2,2,1,1,6000,6,1,1750,907,5,22,9152,0,1.8644,0,0.0001694
2.2,5,1,0,8750,9,0.3,9350,56,2,85,2432,0,3.6815,0,3.6138e-05
2.2,10,0,0,3300,7,0.4,1300,17,7,96,1792,0,2.85,0,2.6426e-05
2.2,7,1,1,3750,10,0.2,4750,157,5,94,3072,0,1.4488,0,0.00013162
2.2,9,1,1,7300,10,0.8,2600,87,1,67,2112,0,1.4108,0,0.0001279
2.2,8,0,0,1200,2,0.9,4750,281,7,20,192,0,0.68027,0,2.862e-05
2.2,6,0,0,8300,4,1,4650,42,4,59,1280,0,5.1411,0,3.3158e-05
2.2,5,0,0,4900,8,0.1,6400,149,9,39,832,0,1.0866,0,3.5626e-05
2.2,6,1,0,1650,5,0.9,3500,14,3,95,8768,4.4483e-17,1.4852,0,3.6028e-05
2.2,7,0,0,5150,4,0.3,3550,142,4,41,768,0,1.5596,0,3.124e-05
2.2,3,1,0,6300,4,1,3950,42,2,82,448,0,2.294,0,4.9779e-05
2.2,5,1,1,6950,2,0.8,2150,87,3,86,448,0,1.4972,0,0.00013599
2.2,2,0,1,1400,3,0.7,2950,23,5,33,1792,0,1.9099,0,0.0001736
2.2,5,1,1,3350,3,0,550,59,10,59,128,0,1.4966,0,0.00013603
2.2,7,0,0,700,2,0.2,4500,13,1,94,384,0,0.42034,0,3.1662e-05
2.2,7,0,1,9500,9,0.1,6150,111,2,63,5184,0,1.5031,0,0.00013623
2.2,2,0,0,800,8,1,3650,14,7,44,192,0,1.1617,0,6.8465e-05
2.2,9,1,0,1050,8,0.8,1400,181,1,73,3776,0,1.8946,0,2.7936e-05
2.2,10,0,0,6400,9,1,4650,8,5,23,2048,0,16.053,0,2.61152e-05
2.2,2,1,1,4450,3,0.3,1400,310,3,17,1408,3.6732409289e-17,2814751.6312,0,312.75014352
2.2,6,1,0,7950,3,0.3,5750,42,2,96,1792,0,1.4694,0,3.3575e-05
2.2,5,1,0,6000,10,0.7,9300,15,2,21,576,4.4441e-17,6.0277,0,3.6054e-05
2.2,2,1,0,2350,4,0.8,6050,101,9,39,640,4.9223639662e-17,5629500.6508,0,625.50001768
2.2,4,0,1,3250,9,0.5,5600,17,8,46,384,0,1.6172,0,0.00014694
2.2,1,1,0,4900,5,0.7,4950,44,8,49,384,0,1.7274,0,0.00011845
2.2,6,0,0,7000,4,0.7,600,243,3,92,7680,2.9672e-17,3.2129,0,3.3142e-05
2.2,3,0,1,9350,10,1,2250,21,9,51,9600,0,1.7093,0,0.00015528
2.2,10,1,0,1650,5,0.6,8750,111,5,85,320,0,1.5274,0,2.6153e-05
2.2,4,1,0,5000,7,0.6,1550,62,7,89,1728,0,2.6623,0,4.2529e-05
2.2,4,1,1,4500,3,0.9,7600,557,7,57,1536,0,1.5671,0,0.0001424
2.2,7,0,0,3800,6,0.8,1550,12,1,86,128,0,3.6625,0,3.1301e-05
2.2,10,1,0,9650,6,0.4,8300,35,4,50,1344,0,6.4149,0,2.6242e-05
2.2,7,1,1,9450,9,0,6850,232,3,40,768,0,1.4479,0,0.00013151
2.2,3,1,1,3550,1,0.1,2850,220,1,79,4352,5.6503e-17,1.6538,0,0.00014964
2.2,2,1,1,3300,3,0.9,8950,232,7,83,768,4.34409064048e-17,11259000.9325,0,-1250.99972707
2.2,10,0,0,6400,2,1,7850,377,2,71,6464,0,2.6879,0,2.592e-05
2.2,1,1,0,1200,1,0.2,6850,56,10,62,7360,2.9618e-17,1.47,0,0.00013612
2.2,4,1,1,4850,8,1,9950,40,2,72,6144,0,1.5752,0,0.000143
2.2,4,1,1,5650,5,0.5,6200,9,8,42,4160,0,1.5738,0,0.00014289
2.2,5,1,1,5550,10,0.8,4450,54,7,94,448,4.45182867109e-17,14073750.333,0,1563.75000665
2.2,4,1,0,7700,7,0.3,8600,711,5,33,1728,0,2.244,0,4.2391e-05
2.2,4,1,0,2300,5,0.4,5400,28,3,41,3328,3.5697e-17,0.94826,0,4.2743e-05
2.2,10,1,0,1300,10,0.6,8550,181,2,62,5632,0,2.3936,0,2.6149e-05
2.2,2,0,1,6950,4,0.2,5700,10,2,26,1792,0,1.9097,0,0.00017355
2.2,1,1,0,8050,10,0.6,1600,15,2,87,7040,0,2.6263,0,0.00012038
2.2,4,0,0,4700,9,1,3000,26,5,23,768,0,5.0734,0,4.1983e-05
2.2,9,1,1,9000,9,0.9,2150,14,10,58,256,0,1.4088,0,0.00012803
2.2,1,0,1,3250,1,0.7,7800,255,4,66,640,0,2.4784,0,0.00022613
2.2,7,0,1,5600,6,0.7,4300,35,10,34,704,0,1.5002,0,0.00013628
2.2,7,0,0,3900,4,0.1,6600,342,7,91,832,0,0.78719,0,3.1222e-05
2.2,4,0,0,8050,8,0,2250,75,7,1,448,0,0.6806,0,4.189e-05
2.2,4,1,1,9900,9,0.1,5100,20,5,24,2240,0,1.5692,0,0.00014255
2.2,9,0,1,4000,5,0.8,5550,359,8,86,192,0,1.4611,0,0.00013269
2.2,4,1,1,9600,7,0,1250,129,6,94,9152,0,1.5716,0,0.0001427
2.2,7,1,0,6450,3,0.2,5350,210,8,88,960,0,1.1268,0,3.1517e-05
2.2,2,1,0,4250,7,0,8850,16,9,93,384,0,0.81325,0,6.9506e-05
2.2,1,1,1,1800,1,0.4,5750,8,7,46,1344,4.4444e-17,2.4055,0,0.0002186
2.2,4,0,1,8050,5,0.4,3150,13,1,13,1536,0,1.6175,0,0.00014696
2.2,7,1,0,7650,10,0.6,6600,22,8,10,4352,0,9.0082,0,3.1573e-05
2.2,9,0,1,3700,5,0.4,7650,14,3,28,448,9.002394471479e-17,202661984.6939,0,-22517.99800402
2.2,8,1,1,7650,10,0.7,6650,68,7,45,3456,0,1.4206,0,0.00012897
2.2,4,0,0,1900,7,0.1,9650,677,8,4,192,0,0.67828,0,4.1903e-05
2.2,9,1,0,8050,6,0.4,5100,36,6,63,8384,0,4.9162,0,2.8748e-05
2.2,10,1,0,3600,7,0.6,1900,281,1,59,192,0,4.2382,0,2.6153e-05
2.2,2,0,1,1250,4,0.2,4650,281,1,20,5184,4.4476e-17,1.9097,0,0.00017342
2.2,9,0,0,9050,10,0.9,5350,135,9,23,128,0,20.4823,0,2.772e-05
2.2,5,1,1,8000,3,0.5,4500,181,10,100,1280,4.853e-17,1.4778,0,0.00013821
2.2,2,0,0,7900,8,0.7,7150,157,8,28,4544,0,3.1989,0,6.8432e-05
2.2,7,0,0,6200,3,0.5,2550,123,2,12,9984,2.916e-17,1.9213,0,3.1134e-05
2.2,1,1,0,3850,9,0.3,5700,10,1,33,448,0,1.5926,0,0.00011848
2.2,8,0,1,500,1,1,9900,16,9,82,2368,0,1.4773,0,0.00013418
2.2,10,0,1,1600,4,0.9,4400,181,4,15,7680,0,1.4426,0,0.00013099
2.2,2,1,1,850,5,0.3,6000,42,6,27,2688,0,1.8651,0,0.00016954
2.2,4,1,0,4450,1,0.6,6050,220,2,82,1152,0,0.56915,0,4.2408e-05
2.2,9,0,1,5800,8,0.1,900,342,7,75,320,6.4672187603e-17,6333188.4367,0,703.6875745
2.2,5,0,0,8950,3,0.3,6950,952,1,19,384,0,1.5025,0,3.5584e-05
2.2,4,1,0,3300,7,0,2300,200,8,79,3456,0,0.54296,0,4.2459e-05
2.2,3,1,0,3050,5,0,4450,106,10,52,1536,0,0.56803,0,5.3348e-05
2.2,1,0,1,3000,4,1,9850,220,8,13,448,4.6881028233e-17,1407377.3194,0,156.37520848
2.2,1,0,1,2400,8,0.2,6550,25,2,74,448,0,2.4369,0,0.0002215
2.2,5,0,0,1200,3,0.9,3200,396,8,94,128,0,0.78643,0,3.5615e-05
2.2,3,0,1,600,5,0.6,9550,14,10,15,4352,0,1.6979,0,0.00015429
2.2,9,0,1,3950,4,1,1100,784,6,23,1792,0,1.4612,0,0.00013268
2.2,5,0,0,1550,1,0.2,9950,49,6,19,9600,0,0.49166,0,4.065e-05
2.2,1,1,1,2150,8,0.5,6750,614,9,2,448,0,2.4028,0,0.00021841
2.2,7,1,1,5850,8,0.9,8000,42,9,99,576,4.4626e-17,1.4486,0,0.00013162
2.2,2,0,0,4600,8,1,5050,9,3,15,2688,0,2.7798,0,6.8539e-05
2.2,6,1,0,800,5,0.7,2650,23,6,23,5376,0,0.78653,0,3.3672e-05
2.2,2,1,0,8400,6,0.2,1650,585,4,73,448,0,1.3449,0,6.9409e-05
2.2,10,1,1,7250,5,0.4,5200,823,3,81,320,0,1.3894,0,0.00012613
2.2,10,0,1,3000,1,0.1,2850,149,6,64,4928,0,1.4438,0,0.00013106
2.2,3,1,0,1050,10,1,2150,416,2,61,512,0,1.3846,0,4.9747e-05
2.2,3,1,1,1500,6,0.9,2400,106,7,83,1600,4.1277472135e-17,8444250.95,0,938.25007222
2.2,4,0,0,8950,6,0.9,3450,1000,3,28,384,0,5.4487,0,4.1887e-05
2.2,1,0,1,2150,3,0.2,3950,11,9,11,384,5.56834486397e-17,11259001.5048,0,-1250.99967502
2.2,2,1,0,5350,2,0.8,2850,173,9,61,8768,0,1.0743,0,6.9565e-05
2.2,1,1,1,2200,4,0.1,9400,952,8,31,1408,0,2.4029,0,0.00021841
2.2,9,1,1,9500,10,0.9,8600,557,2,80,704,0,1.4093,0,0.00012786
2.2,6,0,0,5450,8,0.5,8550,677,4,29,1024,0,4.1525,0,3.3064e-05
2.2,9,1,0,2800,10,0.5,2900,907,9,95,1856,0,3.7292,0,2.8019e-05
2.2,4,0,0,5650,10,0.5,2650,784,7,26,960,0,3.6219,0,4.1913e-05
2.2,3,0,0,7500,4,0,9800,12,10,99,256,0,0.6942,0,4.9167e-05
2.2,9,1,1,5200,8,0.6,6350,111,3,61,192,0,1.4086,0,0.00012791
2.2,10,1,1,9100,2,0.5,2000,33,7,54,9600,4.4607e-17,1.4005,0,0.00012709
2.2,1,0,1,500,10,0.7,5100,117,9,82,128,0,2.4359,0,0.00022142
2.2,10,1,1,2650,3,0.6,3100,62,9,40,2688,3.25770113113e-17,56294996.7328,0,6254.99960871
2.2,2,0,1,9550,4,0.8,8250,51,1,54,1024,0,1.9091,0,0.00017345
2.2,7,0,0,4550,6,0.6,550,585,10,77,1216,0,3.3245,0,3.2769e-05
2.2,3,0,0,4750,10,1,8450,13,3,14,384,4.93790581903e-17,67553999.0829,0,-7505.99932983
2.2,7,0,1,5850,6,0.4,7050,14,2,19,7680,0,1.5055,0,0.00013669
2.2,5,0,1,6850,7,0,2600,28,4,41,960,0,1.5481,0,0.00014069
2.2,5,1,0,9250,1,0.7,5250,117,9,67,1728,0,0.66042,0,3.6056e-05
2.2,10,0,1,8650,5,0.3,7750,51,10,1,448,4.46072047269e-17,56294996.7849,0,6254.9996134
2.2,2,1,1,4650,4,0.2,8800,59,7,18,256,0,1.8639,0,0.00016943
2.2,7,1,1,9900,2,0.4,1150,83,5,72,256,0,1.448,0,0.00013153
2.2,2,1,0,7800,8,0.7,6350,26,3,35,1536,0,3.0622,0,6.9535e-05
2.2,1,0,0,7150,9,0.1,7600,106,1,51,7360,0,1.5094,0,0.00011641
2.2,1,1,1,9400,7,0.1,7300,505,1,63,768,0,2.4037,0,0.00021841
2.2,4,0,1,8050,2,0.6,2850,14,4,38,1408,0,1.6186,0,0.00014704
2.2,4,0,0,1150,6,0.6,9000,907,5,57,2816,0,1.0479,0,4.1875e-05
2.2,10,0,1,8350,8,0,1000,645,6,95,3072,0,1.4423,0,0.00013097
2.2,9,1,0,9600,5,0.7,9600,23,7,80,960,0,7.791,0,2.8138e-05
2.2,1,0,0,8800,4,0.5,600,481,9,25,384,4.566470063e-17,703689.3136,0,78.18762645
2.2,9,0,0,1200,7,0.3,3100,22,5,22,1600,0,1.015,0,2.7806e-05
2.2,10,0,1,6700,3,1,2600,31,1,34,256,0,1.4419,0,0.00013104
2.2,1,0,0,9000,9,0,5900,157,9,59,704,0,1.3422,0,0.00011643
2.2,6,1,1,3500,2,1,3550,54,10,27,9600,0,1.472,0,0.00013374
2.2,2,1,0,2600,1,0.2,8500,12,4,63,2688,0,0.88739,0,7.9654e-05
2.2,10,1,0,7750,6,1,8300,123,2,4,384,4.45756478605e-17,28147509.5959,0,3127.49976735
2.2,2,1,1,750,3,0.8,6500,17,8,66,1728,0,1.8676,0,0.00016974
2.2,3,0,1,3550,10,0.5,8900,44,3,48,640,5.52080940218e-17,16888500.2984,0,1876.49999886
2.2,3,0,0,6000,10,0.9,3200,25,5,51,2816,3.5289e-17,4.9909,0,4.9398e-05
2.2,3,1,1,1250,3,0.6,4600,19,6,29,2688,0,1.6505,0,0.00014998
2.2,1,0,1,6850,1,0.6,9750,342,5,99,896,0,2.4408,0,0.00022194
2.2,6,0,0,7250,6,0.8,3650,51,8,15,704,9.25077988942e-17,33777003.0191,0,-3752.99965641
2.2,7,0,0,8650,10,0.4,2100,106,3,55,5888,7.4326e-17,7.1344,0,3.1342e-05
2.2,8,1,1,4400,3,0.2,5350,83,6,59,1152,0,1.4199,0,0.00012896
2.2,3,1,1,6700,10,0.1,500,36,1,27,2048,0,1.6489,0,0.00014979
2.2,4,1,1,900,3,0.7,7000,396,5,57,320,0,1.5669,0,0.00014241
2.2,3,0,1,2100,6,0.8,5850,952,5,80,576,0,1.6952,0,0.00015408
2.2,6,0,1,2850,3,0.9,3600,10,5,72,8000,0,1.5417,0,0.00013982
2.2,10,0,1,750,8,0.5,4850,17,6,27,1152,0,1.4435,0,0.00013108
2.2,7,1,1,5250,3,0.3,8250,10,5,23,2816,0,1.4505,0,0.00013169
2.2,6,1,0,8550,3,0.1,6550,190,4,81,256,0,0.95613,0,3.3419e-05
2.2,8,0,1,2700,2,0.1,1800,10,6,57,128,0,1.4714,0,0.00013368
