Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,lambda_parallel_instances,lambda_allocated_memory,latency,cost,reliability,scalability
2.2,2,1,1,9300,3,0.8,1000,295,10,57,2560,0,1.8161,0,0.00017477
2.2,1,0,1,1000,5,0.9,2650,68,3,84,3968,0,2.4396,0,0.00022164
2.2,4,0,1,6150,10,0.9,4450,96,7,85,5888,3.5588e-17,1.6206,0,0.0001472
2.2,10,1,1,2800,5,1,7250,281,4,12,1280,0,1.3893,0,0.00012615
2.2,6,0,1,2100,3,0.7,4800,36,8,15,2560,4.4501e-17,1.5201,0,0.00013817
2.2,10,1,0,6250,8,0.2,9500,33,1,66,5376,3.006164443671e-17,450359965.9181,0,-50039.99583325
2.2,3,0,0,3500,6,0.4,950,44,5,24,2816,4.4468e-17,1.2279,0,4.9179e-05
2.2,1,1,1,8450,9,1,7900,75,4,64,2816,0,2.4046,0,0.00021854
2.2,4,1,1,8200,1,0.5,1150,907,6,19,5376,0,1.5672,0,0.0001424
2.2,3,1,1,8350,9,0.9,3800,10,9,55,256,0,1.6483,0,0.00014981
2.2,3,1,1,8700,7,0.7,5250,51,6,53,320,0,1.6477,0,0.00014977
2.2,10,1,0,2050,6,0.9,2700,907,10,68,960,0,2.9655,0,1.6522e-05
2.2,2,1,0,1050,9,0,7800,23,3,38,3456,3.5775e-17,0.77968,0,6.9766e-05
2.2,8,0,1,7050,3,0.8,2450,864,2,58,768,0,1.471,0,0.00013365
2.2,5,0,0,6500,5,0.7,4150,11,6,69,1280,0,3.3289,0,3.5845e-05
2.2,1,0,1,6550,8,0.2,7400,359,8,34,128,0,2.4358,0,0.00022141
2.2,10,1,1,1050,4,0.5,3800,22,9,34,4160,0,1.3936,0,0.0001266
2.2,4,0,0,1100,4,0.1,900,117,5,16,256,0,0.53095,0,4.1919e-05
2.2,3,0,1,7100,2,0.1,3250,784,6,66,3456,0,1.6958,0,0.00015405
2.2,9,0,0,3150,5,0.7,4050,310,1,100,128,0,2.9395,0,2.7715e-05
2.2,4,1,0,5900,5,0.4,6700,62,6,77,128,0,1.6921,0,4.2429e-05
2.2,5,1,1,8950,5,0.8,5600,359,5,29,5376,0,1.4973,0,0.00013598
2.2,1,0,1,2350,5,0,6650,12,5,85,192,0,2.4367,0,0.00022148
2.2,9,1,1,600,10,0.7,1150,377,4,3,128,0,1.4082,0,0.00012794
2.2,6,1,1,2500,2,0.4,2400,18,3,25,448,4.4524e-17,1.4685,0,0.00013344
2.2,8,1,1,5100,2,0.9,2900,711,4,54,768,0,1.4185,0,0.0001289
2.2,8,1,1,9000,10,0.8,7550,243,5,25,1728,0,1.4193,0,0.00012883
2.2,1,0,0,1250,5,0.5,8050,645,6,57,1792,0,1.4579,0,0.00012451
2.2,7,1,0,2100,6,0.2,5250,40,9,51,192,0,0.85632,0,3.1538e-05
2.2,8,0,0,6000,1,0,4650,220,6,2,512,0,0.64224,0,2.8635e-05
2.2,7,0,0,9750,10,0.7,6550,281,1,90,320,5.93424e-17,13.6479,0,3.12388e-05
2.2,7,1,1,2650,2,0.4,1150,30,6,82,2688,0,1.4521,0,0.00013198
2.2,7,1,0,6650,9,0.7,2800,11,6,75,8768,0,8.1692,0,3.3486e-05
2.2,5,1,1,5800,4,0.8,1000,677,5,54,256,0,1.4964,0,0.00013601
2.2,7,1,1,3400,7,0.9,7900,281,10,83,1728,0,1.4343,0,0.00013307
2.2,5,1,1,3050,1,0.7,8300,42,1,7,3072,0,1.4974,0,0.00013601
2.2,2,0,0,8150,2,0.4,9900,310,7,9,128,0,1.0635,0,6.8414e-05
2.2,9,0,1,7000,1,0.1,8000,326,7,13,128,0,1.4608,0,0.00013272
2.2,7,1,1,5850,9,0.8,6200,83,4,67,1280,8.44041601255e-17,78812994.9274,0,-8756.99914383
2.2,4,0,0,1500,4,0.4,1600,281,4,32,3776,0,0.72169,0,4.1914e-05
2.2,2,1,0,6500,2,1,6350,72,7,65,704,0,1.2139,0,6.9442e-05
2.2,9,0,1,2650,1,0,6850,359,6,41,256,0,1.4606,0,0.00013273
2.2,5,0,1,6100,3,0.5,6200,36,2,100,512,0,1.5481,0,0.00014069
2.2,2,0,0,1050,7,0.6,1900,416,10,12,128,0,0.95727,0,7.3746e-05
2.2,1,0,1,7950,7,0,8950,10,8,61,384,0,2.4369,0,0.0002215
2.2,10,1,1,1000,5,0.8,4450,232,8,77,1472,0,1.3914,0,0.00012624
2.2,5,0,0,8400,5,0.9,4450,123,3,46,1856,0,5.1624,0,3.5654e-05
2.2,4,1,1,1800,1,0.4,7650,190,2,18,576,0,1.5669,0,0.00014241
2.2,3,0,1,4300,10,0.7,650,677,1,78,256,0,1.6955,0,0.00015408
2.2,7,0,1,3550,7,1,4700,342,10,77,5376,0,1.4873,0,0.00013776
2.2,4,1,1,5650,10,0.7,3100,458,1,98,1280,0,1.5686,0,0.00014241
2.2,4,0,0,6000,9,0.7,6800,17,4,72,7680,0,4.747,0,4.3691e-05
2.2,7,0,1,1500,1,0.1,7900,614,9,16,5888,0,1.5009,0,0.00013622
2.2,4,1,1,4150,7,0.5,9350,26,2,52,1152,4.4496e-17,1.5692,0,0.00014258
2.2,7,1,0,6600,4,0.4,8600,79,3,94,5184,4.45916717205e-17,19703250.5883,0,2189.24985068
2.2,7,0,0,2850,4,0.3,9900,72,2,55,2368,0,1.0905,0,3.1309e-05
2.2,1,0,1,7900,9,0,1950,36,3,74,384,0,2.4364,0,0.00022146
2.2,10,1,1,1550,9,0.5,5150,19,5,21,128,0,1.389,0,0.00012624
2.2,7,1,1,4500,10,0.7,4450,9,9,97,960,0,1.4513,0,0.00013174
2.2,8,0,1,2900,5,0.4,1100,310,2,43,7360,2.8943e-17,1.474,0,0.00013353
2.2,2,0,1,3000,9,0.6,3300,784,7,29,128,0,1.9078,0,0.00017341
2.2,1,0,1,7500,5,0.9,9850,645,8,23,320,0,2.4358,0,0.00022141
2.2,10,0,1,4450,8,0.8,5050,36,3,52,128,0,1.4418,0,0.00013103
2.2,2,0,0,9900,10,0.1,7450,46,9,84,7680,0,1.4288,0,6.9082e-05
2.2,6,1,1,3400,1,0,8200,56,10,15,1088,3.7966e-17,1.4686,0,0.00013339
2.2,8,1,0,700,4,0.1,1800,864,10,42,960,0,0.26705,0,1.688e-05
2.2,1,0,0,4100,5,0.4,3550,11,2,87,192,0,1.5073,0,0.00011648
2.2,8,0,1,8050,7,0.7,1150,1000,8,77,128,0,1.4709,0,0.00013363
2.2,6,1,0,5550,1,0,2500,54,10,72,1408,0,0.55908,0,3.346e-05
2.2,2,0,0,3950,9,0.5,3850,40,3,96,7360,0,1.7773,0,6.9458e-05
2.2,7,0,0,700,10,0.8,8750,210,2,48,128,0,2.034,0,3.1252e-05
2.2,8,0,0,6350,3,0.8,4950,106,3,87,7360,0,3.1065,0,2.8742e-05
2.2,6,0,0,9800,1,0.6,2000,481,6,78,1216,4.94178582477e-17,33776997.97,0,-3752.99965646
2.2,6,0,1,800,3,0.2,9050,823,3,3,9984,0,1.5194,0,0.00013808
2.2,10,1,1,9000,7,0.9,4750,142,3,65,7680,0,1.3925,0,0.00012626
2.2,1,0,1,7250,4,1,7500,65,9,40,384,0,2.436,0,0.00022144
2.2,3,0,0,1900,2,0.1,8500,645,4,49,832,0,0.59928,0,4.907e-05
2.2,1,0,0,2000,6,0.2,2950,72,4,12,2240,0,1.3568,0,0.00011644
2.2,5,0,0,7700,10,0.8,1700,101,7,100,448,0,8.7509,0,3.5599e-05
2.2,10,1,0,3200,7,0.9,7250,173,4,55,3456,0,5.4646,0,2.615e-05
2.2,9,0,1,800,6,0.2,1750,13,1,49,3648,0,1.468,0,0.00013315
2.2,8,1,0,8900,7,0.6,8700,92,6,7,3072,3.8012e-17,8.1288,0,2.8898e-05
2.2,2,1,1,8050,1,0.2,7400,342,2,98,8384,0,1.8694,0,0.00016941
2.2,5,1,1,3800,2,0.2,3300,28,3,32,2112,0,1.4981,0,0.00013615
2.2,5,1,1,6750,3,0.8,6100,25,10,5,6144,3.69784974745e-17,56294996.8396,0,-6254.99934637
2.2,6,1,1,4200,5,1,8950,65,8,38,7040,2.9709296497e-17,33776998.6764,0,-3752.9995559
2.2,6,1,1,6050,7,1,7450,9,1,41,576,0,1.4691,0,0.0001335
2.2,6,1,0,3700,3,0.6,2300,20,8,9,1216,0,1.2648,0,3.3418e-05
2.2,4,1,1,9150,7,0.9,1100,36,6,44,5888,0,1.5718,0,0.00014277
2.2,6,0,1,1250,7,0.7,2050,26,10,18,5632,3.58145392739e-17,67553995.9328,0,-7505.9992407
2.2,5,0,1,6750,4,0.9,9150,65,6,69,896,0,1.548,0,0.00014065
2.2,2,1,0,4950,8,1,7700,181,10,44,512,0,2.7742,0,7.4755e-05
2.2,7,0,0,4850,7,0.8,7250,165,6,20,640,0,5.6351,0,3.1235e-05
2.2,8,0,1,4650,7,0.5,6900,10,7,94,192,0,1.4719,0,0.00013369
2.2,5,0,1,6200,1,0.2,6650,30,4,60,256,0,1.5475,0,0.00014067
2.2,5,0,0,8300,4,0.4,4350,1000,4,12,9600,4.4428910463e-17,1759220.7563,0,195.4687694
2.2,10,0,1,2650,5,0.2,3300,8,7,87,192,0,1.4429,0,0.00013101
2.2,2,0,1,7250,8,0,5800,101,8,30,448,0,1.908,0,0.00017342
2.2,1,0,0,8900,9,0.7,9150,79,4,92,448,0,2.8556,0,0.00011644
2.2,2,0,0,5950,10,0.1,5550,12,6,77,1344,4.4472e-17,1.1611,0,6.8677e-05
2.2,5,1,1,8900,7,0,7550,173,2,35,2048,0,1.497,0,0.00013601
2.2,9,1,1,8400,1,0.8,4200,28,2,13,6144,0,1.4102,0,0.00012803
2.2,4,0,1,7150,10,0.6,9900,25,4,14,1088,0,1.617,0,0.00014698
2.2,2,0,1,650,4,0.6,7750,677,7,74,640,0,1.9079,0,0.00017341
2.2,5,0,1,6050,7,0.3,9800,23,5,33,2944,4.45282737181e-17,28147499.2223,0,3127.49988211
2.2,10,0,1,8600,9,0.4,3000,23,7,63,1344,0,1.4447,0,0.0001312
2.2,1,1,1,3250,8,1,7450,19,6,14,832,4.4429e-17,2.4034,0,0.00021847
2.2,6,1,1,4200,9,0.6,5500,18,5,11,3328,0,1.4697,0,0.00013352
2.2,2,1,0,4800,4,0.7,2700,9,5,78,320,0,1.402,0,6.9498e-05
2.2,8,0,1,900,1,0.9,5800,23,6,57,256,0,1.4712,0,0.0001337
2.2,5,1,0,4400,7,0.9,1150,416,4,38,1536,0,3.9539,0,3.6008e-05
2.2,6,0,1,3850,3,0.9,4900,200,7,43,9984,0,1.5207,0,0.00013816
2.2,2,1,0,5100,7,0,8550,17,10,37,6464,0,0.83067,0,7.0202e-05
2.2,6,0,0,1800,10,0.7,550,56,3,63,2368,4.25909703615e-17,67553996.846,0,-7505.99934579
2.2,8,1,0,4400,2,0.2,8450,17,5,35,192,0,0.72293,0,2.8923e-05
2.2,9,1,0,1050,5,0.6,6800,92,7,23,256,0,1.0171,0,2.7965e-05
2.2,6,1,0,4700,10,1,8950,51,1,67,7360,2.9676e-17,7.8704,0,3.3598e-05
2.2,10,1,1,7200,4,1,9150,243,9,8,1088,3.69770289258e-17,14073750.2248,0,1563.74999677
2.2,7,1,0,3500,5,1,7700,11,3,93,320,1.02062140691e-16,78812996.7984,0,-8756.99924383
2.2,4,0,1,2150,3,0.1,5250,117,8,1,9600,0,1.6171,0,0.00014691
2.2,7,0,1,9750,7,0,7850,232,5,79,384,0,1.5,0,0.00013621
2.2,7,0,1,8800,2,0.4,2550,149,7,84,128,0,1.4995,0,0.00013626
2.2,9,1,0,4700,4,0.5,3200,396,1,26,448,0,2.3827,0,2.7981e-05
2.2,2,1,0,7550,1,0.1,2900,255,8,86,4352,0,0.85108,0,6.948e-05
2.2,4,1,0,1000,1,0.6,4150,142,10,87,1472,0,0.58131,0,5.7812e-05
2.2,6,1,0,9000,5,0.2,5650,8,9,56,1088,0,1.9261,0,3.3537e-05
2.2,5,0,1,6450,9,0.9,9650,342,9,20,1600,0,1.5471,0,0.00014062
2.2,8,1,0,2950,4,0.4,2450,33,9,100,192,0,1.2717,0,2.8926e-05
2.2,9,0,0,5850,3,0.4,3750,117,7,68,3072,3.39914006484e-17,12666375.873,0,1407.3749114
2.2,6,0,1,6750,4,0.4,9400,129,8,84,256,0,1.5193,0,0.00013809
2.2,9,0,1,2450,7,0.5,7500,65,1,30,768,0,1.4615,0,0.00013269
2.2,4,1,1,5950,9,0.4,2750,1000,10,99,192,0,1.303,0,0.0001184
2.2,10,1,0,8450,6,0.6,2100,18,1,46,7360,0,8.1079,0,2.7139e-05
2.2,2,0,0,9300,1,0.2,1850,8,9,9,256,0,1.0027,0,8.2112e-05
2.2,3,0,0,750,4,0.8,5200,49,6,12,3072,3.23897455625e-17,16888499.388,0,1876.499896
2.2,9,0,1,7050,10,0.3,2150,12,1,95,2688,4.4545e-17,1.4705,0,0.00013332
2.2,2,0,0,1800,4,0.1,5450,181,10,1,768,0,0.76525,0,7.3747e-05
2.2,8,0,1,6250,8,0.1,3550,359,9,66,128,0,1.4709,0,0.00013363
2.2,1,1,1,3200,7,0.4,500,220,2,98,192,0,2.403,0,0.00021841
2.2,5,0,1,4800,4,0.3,1600,117,10,65,192,0,1.5281,0,0.00014274
2.2,3,1,1,3600,9,0.1,6050,111,9,9,256,0,1.6475,0,0.00014975
2.2,7,1,1,8750,4,0,2250,111,7,42,960,0,1.4482,0,0.00013152
2.2,8,1,0,5800,6,0.5,8150,75,9,86,192,0,3.934,0,2.8888e-05
2.2,10,1,1,7300,10,0.5,700,614,6,46,5376,0,1.3897,0,0.00012615
2.2,10,1,0,1900,3,0.6,5450,30,4,12,768,0,1.0566,0,2.6142e-05
2.2,4,1,1,5600,10,0.9,4350,36,6,75,6464,0,1.5756,0,0.00014319
2.2,10,1,0,2200,4,0.8,6600,106,2,92,7680,3.007843413296e-17,225179983.3147,0,-25019.99790361
2.2,4,1,0,8050,2,0.5,2750,8,7,15,576,0,1.1159,0,4.2477e-05
2.2,9,0,1,2550,6,0.4,5950,79,1,73,5632,0,1.4678,0,0.00013264
2.2,3,0,1,9650,5,0.6,2150,96,8,34,704,4.9146332889e-17,8444250.997,0,938.25007645
2.2,5,1,1,9650,1,0.5,8050,16,6,56,448,4.4548e-17,1.4977,0,0.00013604
2.2,6,1,1,750,9,0.6,5150,33,3,31,256,0,1.4682,0,0.00013345
2.2,7,1,0,7350,5,0.3,700,51,9,79,128,0,2.4241,0,3.1563e-05
2.2,2,1,1,2250,4,0.2,600,157,1,100,3072,0,1.8681,0,0.00016941
2.2,8,0,0,3000,6,0.2,4400,9,6,30,2432,0,1.2262,0,2.8821e-05
2.2,5,0,1,1250,2,0.7,6200,40,5,79,192,5.9072e-17,1.5475,0,0.00014063
2.2,5,0,0,7200,1,0.6,9100,28,10,33,4736,3.32399080075e-17,56294995.9829,0,-6254.99944664
2.2,6,1,0,6300,2,0.2,9900,190,4,19,256,0,0.80125,0,3.3416e-05
2.2,8,1,1,9600,1,0.5,5300,557,2,49,4544,0,1.4207,0,0.00012883
2.2,1,0,1,7450,6,0.7,9550,101,3,31,256,0,2.4359,0,0.00022142
2.2,10,1,0,1000,5,0.9,2000,281,3,65,5376,0,1.3879,0,2.6153e-05
2.2,7,0,0,2100,8,0.2,4950,31,8,10,1984,3.4602e-17,1.1098,0,3.1286e-05
2.2,5,1,0,9900,10,0.8,8400,746,10,94,192,0,10.955,0,3.81268e-05
2.2,10,0,0,4200,9,0.6,9300,9,1,75,1856,3.431e-17,7.0473,0,2.6336e-05
2.2,4,0,0,4000,1,0.1,7450,342,5,3,5376,0,0.57037,0,4.1901e-05
2.2,10,0,1,2250,6,0.7,1950,129,9,18,128,0,1.4415,0,0.00013101
2.2,7,0,1,5500,2,0.6,7950,9,9,80,960,0,1.5027,0,0.00013642
2.2,4,0,0,5100,8,0.9,2050,75,1,80,832,0,4.3886,0,4.1913e-05
2.2,1,1,1,6850,3,0.6,7650,26,1,33,2240,1.0763e-16,2.405,0,0.00021852
2.2,3,1,1,2250,8,0.6,3650,17,6,42,2688,4.45e-17,1.6516,0,0.00015007
2.2,9,1,0,8050,7,1,8050,436,5,66,5376,0,13.279,0,2.79387e-05
2.2,9,0,0,6400,9,0.8,3950,31,8,2,832,0,11.6764,0,2.76786e-05
2.2,4,0,1,3450,3,0.8,750,359,9,71,4736,0,1.6371,0,0.00014907
2.2,5,0,0,9350,7,0.8,9200,56,3,48,2368,0,7.5131,0,3.569e-05
2.2,4,0,0,2100,4,0.7,5150,310,3,57,384,0,1.0909,0,4.1887e-05
2.2,8,0,1,4500,2,0.3,6050,481,3,4,6464,0,1.4711,0,0.00013363
2.2,1,1,1,7650,1,0.3,7550,864,6,66,2240,0,2.4031,0,0.00021841
2.2,1,1,1,5800,4,0,4400,677,3,61,192,5.077353158e-17,703689.8447,0,78.18771195
2.2,5,0,1,6500,6,0.4,6350,31,2,71,2944,0,1.5519,0,0.00014084
2.2,8,0,0,8700,8,0.4,4100,342,4,54,128,0,6.5517,0,2.8631e-05
2.2,7,0,0,9900,6,0.5,7850,15,3,72,1408,8.0817e-17,6.0228,0,3.1489e-05
2.2,2,0,0,9850,9,0.2,1050,243,10,24,448,0,1.7543,0,7.3745e-05
2.2,8,0,1,8500,7,1,6150,746,9,97,3968,0,1.4722,0,0.00013356
2.2,10,0,1,7450,1,0.7,6750,210,6,5,704,4.4558171669e-17,7036875.8599,0,781.87506624
2.2,2,0,0,1550,1,0.1,5200,8,2,78,320,0,0.90977,0,8.3465e-05
2.2,6,0,0,6000,9,0,8750,14,1,76,3072,0,0.61756,0,3.367e-05
2.2,3,0,0,5900,9,0.9,7500,56,3,62,128,0,4.5763,0,4.9093e-05
2.2,5,1,1,650,4,0.3,6800,10,1,61,3328,0,1.5046,0,0.0001365
2.2,10,0,1,2750,8,0.4,8950,232,3,24,1216,0,1.4424,0,0.00013093
2.2,2,0,0,2150,3,0.2,7000,14,6,48,256,0,0.84055,0,6.8481e-05
2.2,7,0,1,6950,7,0.5,8000,35,2,44,6464,0,1.5054,0,0.00013663
2.2,6,1,1,1100,3,0.5,9550,952,6,59,7680,2.9887703394e-17,4222126.1197,0,469.12509464
2.2,8,0,0,7850,5,0.7,9300,75,7,57,576,0,6.1237,0,2.8695e-05
2.2,6,0,1,1850,2,0.8,6900,165,4,68,448,0,1.5195,0,0.00013806
2.2,4,1,0,9550,9,0.5,2650,106,2,2,3776,0,5.0986,0,4.2418e-05
2.2,8,1,1,1700,8,0.3,500,396,5,87,640,0,1.4185,0,0.00012892
2.2,4,1,1,7050,5,0.6,7650,14,8,19,9600,4.4535e-17,1.5746,0,0.00014301
2.2,10,1,1,8550,9,1,6950,111,9,38,576,4.450270029e-17,28147499.0603,0,3127.49986741
2.2,8,1,1,1900,6,0.1,6900,40,10,30,7680,0,1.423,0,0.00012925
2.2,9,0,1,4700,6,0.5,6550,9,3,94,320,0,1.462,0,0.00013281
2.2,9,1,0,7350,1,0.2,8300,220,4,84,512,0,0.68454,0,2.796e-05
2.2,4,0,1,9700,9,0.5,4200,92,9,76,9152,3.5633e-17,1.622,0,0.00014733
2.2,10,1,0,8800,2,0.4,1600,505,3,44,256,0,1.8062,0,2.6209e-05
2.2,8,0,1,3900,10,0.4,4050,22,2,33,576,0,1.4713,0,0.00013373
2.2,8,1,1,3250,1,0.4,6050,8,1,15,2816,0,1.4209,0,0.00012896
2.2,3,0,0,8950,8,1,6900,40,6,2,960,0,6.3619,0,4.9091e-05
2.2,9,0,1,500,4,1,4100,645,8,47,256,0,1.4606,0,0.00013273
2.2,5,1,0,4050,6,0.8,6650,111,10,76,5376,3.4245e-17,2.8357,0,3.8403e-05
2.2,7,1,0,9700,10,0.6,600,21,10,31,2688,4.63636e-17,11.3291,0,3.18126e-05
2.2,3,0,1,7600,4,0.1,4650,35,1,14,1472,0,1.6964,0,0.00015412
2.2,5,0,0,5450,5,0,6600,62,3,31,2560,4.4547e-17,0.57877,0,3.5639e-05
2.2,2,0,0,2300,5,0.6,4600,181,10,12,4160,0,1.0872,0,7.3766e-05
2.2,9,0,1,4700,9,0.5,4650,823,8,12,192,0,1.461,0,0.00013268
2.2,5,0,1,7400,10,0.1,2600,14,2,22,1728,3.7478e-17,1.5487,0,0.00014072
2.2,2,0,1,1700,8,1,6550,359,2,100,128,0,1.9079,0,0.00017341
2.2,1,1,0,6200,3,1,9500,377,5,82,9984,0,1.6985,0,0.00011849
2.2,7,1,0,7350,5,0.3,2400,8,5,43,256,0,2.4249,0,3.1565e-05
2.2,1,1,1,7100,8,0.5,9800,92,10,78,1088,0,2.3074,0,0.00022914
2.2,3,1,0,7450,7,0.8,7750,75,4,32,4352,0,3.7754,0,4.9828e-05
2.2,7,1,1,3150,5,0.3,2900,181,10,76,4352,0,1.4358,0,0.0001331
2.2,5,0,1,4400,8,0.6,1000,17,5,23,2560,0,1.5496,0,0.00014077
2.2,4,0,1,4550,6,0.1,8600,54,8,27,2432,3.835e-17,1.6173,0,0.00014701
2.2,1,0,1,3050,5,1,5200,101,3,56,256,0,2.4359,0,0.00022142
2.2,10,1,1,7600,10,0.2,9550,8,8,82,5376,4.4586e-17,1.4066,0,0.00012733
2.2,3,1,0,9100,3,0.7,1450,79,6,55,4544,8.58182845625e-17,21110625.0636,0,-1407.37483361
2.2,10,1,0,3950,6,0.9,7500,40,6,91,1088,0,5.6504,0,2.629e-05
2.2,7,1,0,8400,8,0.3,6350,35,7,14,576,0,4.2496,0,3.1552e-05
2.2,5,0,1,4300,1,0.3,3550,907,7,36,320,5.18713996285e-17,28147499.2182,0,-3127.49960063
2.2,10,1,1,9500,5,0.3,4000,173,4,67,704,0,1.3896,0,0.00012614
2.2,9,1,1,5800,1,0.9,3400,173,10,70,1600,0,1.3983,0,0.00012913
2.2,5,1,1,6300,9,0.5,8650,42,1,51,3200,0,1.5002,0,0.00013615
2.2,9,0,1,4300,1,0.8,9250,585,1,53,2816,4.45604768384e-17,12666375.4154,0,1407.37501625
2.2,4,0,0,7200,3,0.4,8700,117,9,45,1728,0,1.3637,0,4.1932e-05
2.2,2,0,0,7450,1,1,4950,677,1,62,1472,4.8264332665e-17,5629500.392,0,625.50001686
2.2,7,1,0,8650,1,1,1400,11,5,50,1728,0,0.69526,0,3.1757e-05
2.2,10,0,0,7150,3,0.2,6000,9,7,18,6464,0,1.6392,0,2.6286e-05
2.2,8,0,0,4350,8,1,9200,149,8,65,1792,0,8.3351,0,2.861e-05
2.2,2,0,0,6600,7,0.9,3250,15,7,75,512,0,2.9537,0,6.852e-05
2.2,4,0,1,1450,1,0.7,7050,101,9,79,1792,0,1.6175,0,0.00014698
2.2,1,0,1,1550,8,0.4,5250,38,4,69,704,5.4855e-17,2.4368,0,0.0002215
2.2,5,0,0,5500,2,0.6,5000,11,1,30,1536,4.4527e-17,1.0793,0,3.573e-05
2.2,5,0,0,2900,10,1,3300,72,4,78,704,0,4.476,0,3.5618e-05
2.2,10,1,1,9800,3,0,7800,62,7,88,960,3.7987e-17,1.3905,0,0.00012623
2.2,8,1,0,6650,7,0.2,3600,200,4,71,128,0,2.4656,0,2.8883e-05
2.2,6,0,1,7300,7,1,1850,51,6,46,128,0,1.5195,0,0.00013808
2.2,4,1,0,5700,6,0.8,8900,25,7,19,3456,3.5775e-17,3.2333,0,4.2586e-05
2.2,8,0,1,8350,8,0.9,7950,165,9,62,1216,0,1.471,0,0.00013367
2.2,10,1,1,1950,10,0,7600,135,5,9,1024,0,1.3893,0,0.00012616
2.2,3,0,0,2300,1,1,4850,557,3,7,768,0,0.64702,0,5.5732e-05
2.2,4,0,1,10000,6,0.3,4450,28,6,93,448,9.2256e-17,1.6178,0,0.000147
2.2,1,0,0,3750,10,0.9,6050,557,5,24,4928,0,2.2549,0,0.00011641
2.2,4,1,0,1350,7,0.2,8350,17,2,30,320,0,0.68518,0,4.2452e-05
2.2,8,0,1,6900,10,0.8,4150,17,1,26,2048,0,1.4736,0,0.00013373
2.2,1,0,0,6350,7,0.1,4250,21,1,42,384,0,1.4384,0,0.00011646
2.2,2,0,1,7950,8,0.8,800,823,8,37,1856,0,1.9081,0,0.0001734
2.2,7,1,1,8800,1,0.9,9950,342,6,42,320,0,1.4477,0,0.00013152
2.2,7,1,1,1500,8,0.3,4800,101,4,11,1024,0,1.4478,0,0.00013154
2.2,5,1,1,7250,2,0.2,9150,28,5,25,192,0,1.4969,0,0.00013602
2.2,5,0,0,9400,2,0.4,1750,10,1,94,5184,0,1.2791,0,3.6896e-05
2.2,4,0,0,9400,5,0.4,8000,31,4,89,512,0,2.5298,0,4.1997e-05
2.2,7,0,1,5800,6,0.8,3100,59,8,4,9600,3.02294836709e-17,39406498.2413,0,-4378.49950142
2.2,4,1,0,4900,5,0.9,5600,505,10,33,1088,0,2.5928,0,4.5082e-05
2.2,9,0,0,1150,9,0.7,2450,83,10,9,1984,0,2.2189,0,2.8865e-05
2.2,8,1,1,3850,9,1,1250,46,7,62,128,0,1.4188,0,0.0001289
2.2,9,1,0,1350,7,0.8,3350,83,10,41,128,0,2.0516,0,2.9131e-05
2.2,6,1,1,6900,9,0.8,3850,359,10,92,1088,0,1.4525,0,0.00013515
2.2,10,0,0,2000,3,0.2,6350,142,7,85,320,0,0.69106,0,2.5947e-05
2.2,6,1,0,7900,10,0.8,6500,255,3,94,2816,7.5642550765e-17,75998254.2148,0,-6567.74942321
2.2,5,1,0,3250,5,0.8,6150,377,6,79,9600,0,1.9938,0,3.6028e-05
2.2,3,1,1,550,7,1,3850,65,7,51,640,0,1.6479,0,0.00014979
2.2,10,1,1,1750,7,1,9400,21,7,59,448,4.4548e-17,1.3907,0,0.00012621
2.2,9,0,0,4300,7,0.5,9750,12,1,79,768,0,4.3056,0,2.7814e-05
2.2,7,0,1,3350,4,1,1950,12,9,62,960,0,1.5017,0,0.00013637
2.2,10,0,1,7500,9,1,6700,907,10,79,256,0,1.3358,0,0.00012141
2.2,4,1,0,1550,7,0,9150,16,10,28,576,4.4441e-17,0.50275,0,4.2473e-05
2.2,4,1,1,3400,9,0.1,9150,129,1,5,128,0,1.567,0,0.00014241
2.2,10,0,1,6650,8,0.9,8150,12,3,52,576,4.4441e-17,1.4432,0,0.00013108
2.2,10,0,0,5400,1,0.8,7800,243,6,89,704,3.96576225915e-17,14073749.4901,0,1563.74989657
2.2,10,0,0,5200,5,0.6,5000,129,7,82,7040,0,4.4225,0,2.6137e-05
2.2,2,0,0,7500,4,0.6,2600,111,5,13,9984,0,1.6492,0,6.8477e-05
2.2,8,0,0,6000,4,0.9,700,1000,2,53,256,0,4.408,0,2.8651e-05
2.2,3,0,0,5900,6,0.9,2900,111,6,84,3968,0,3.0202,0,4.9231e-05
2.2,7,0,1,6650,2,0.2,1150,142,8,50,1024,0,1.4998,0,0.00013626
2.2,5,1,1,6350,10,0.8,1050,8,6,13,384,0,1.4973,0,0.00013604
2.2,4,1,1,9800,1,1,9850,416,4,53,8384,0,1.5684,0,0.00014241
2.2,2,0,0,7350,6,0.1,4000,142,9,21,5184,0,1.0715,0,6.8458e-05
2.2,10,1,1,7000,9,0.8,6300,157,7,25,2688,3.87705448989e-17,56294996.7319,0,-6254.99935632
2.2,6,0,1,4850,6,0.3,8500,26,8,9,4928,0,1.5206,0,0.00013817
2.2,4,1,0,2050,9,0.3,9700,8,10,96,384,0,1.0838,0,4.2491e-05
2.2,7,1,1,3700,1,0.7,6500,28,10,75,8000,0,1.4587,0,0.00013246
2.2,3,1,1,3700,7,0.8,6950,614,6,23,512,0,1.6475,0,0.00014975
