1.1,1.2,1.3,1.4,2.1,2.2,3.0,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,lambda_parallel_instances,lambda_allocated_memory,ec2_vcpus,ec2_memorylevel,ec2_instances,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,latency,cost,reliability,scalability
0,0,0,0,1,0,0,2,0.0,0.0,6200.0,4.0,0.5,4800.0,12.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68e-05,1.3984,0,6.8624e-05
0,0,0,0,1,0,0,8,0.0,0.0,1100.0,1.0,0.7,9100.0,142.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012819,0.39977,0,3.1272e-05
0,0,0,0,1,0,0,8,0.0,1.0,6800.0,8.0,0.7,5950.0,377.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4727,0,0.00013372
0,0,0,0,1,0,0,9,1.0,0.0,7750.0,5.0,0.4,5250.0,36.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076577,3.9299,0,2.8093e-05
0,0,0,0,1,0,0,3,0.0,1.0,6850.0,9.0,0.4,8850.0,232.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025626,1.697,0,0.00015415
0,0,0,0,1,0,0,9,1.0,1.0,3900.0,2.0,0.8,550.0,10.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4113,0,0.00012802
0,0,0,0,1,0,0,7,1.0,1.0,8050.0,4.0,0.7,8000.0,72.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4495,0,0.00013158
0,0,0,0,1,0,0,2,1.0,0.0,2400.0,2.0,0.1,2250.0,181.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7304e-05,0.81445,0,7.0321e-05
0,0,0,0,1,0,0,4,0.0,1.0,1300.0,8.0,0.2,8400.0,530.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5937,0,0.0
0,0,0,0,1,0,0,7,1.0,1.0,6200.0,2.0,0.1,5000.0,42.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4494,0,0.00013162
0,0,0,0,1,0,0,9,1.0,0.0,6800.0,4.0,0.8,9850.0,8.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9022,0,2.8019e-05
0,0,0,0,1,0,0,5,1.0,1.0,8450.0,10.0,0.8,8050.0,530.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501,0,0.00013601
0,0,0,0,1,0,0,8,1.0,0.0,8750.0,4.0,0.1,2200.0,190.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3268,0,2.8913e-05
0,0,0,0,1,0,0,2,0.0,1.0,2200.0,2.0,1.0,4100.0,19.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007008,1.9106,0,0.00017364
0,0,0,0,1,0,0,7,1.0,1.0,9950.0,8.0,0.2,3850.0,232.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048655,1.4493,0,0.0001317
0,0,0,0,1,0,0,8,1.0,1.0,9150.0,10.0,0.1,9950.0,18.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046848,1.4202,0,0.00012953
0,0,0,0,1,0,0,3,0.0,1.0,6700.0,2.0,0.7,750.0,9.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001872,1.8049,0,0.00016618
0,0,0,0,1,0,0,1,1.0,1.0,2900.0,7.0,0.7,2500.0,13.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001104,2.4067,0,0.00021878
0,0,0,0,1,0,0,9,1.0,0.0,6150.0,7.0,0.3,5850.0,28.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5026,0,2.8012e-05
0,0,0,0,1,0,0,9,0.0,0.0,9150.0,4.0,0.0,9300.0,79.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012528,0.8668,0,2.7951e-05
0,0,0,0,1,0,0,7,0.0,0.0,8550.0,8.0,0.5,1850.0,181.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871,0,3.1301e-05
0,0,0,0,1,0,0,1,0.0,1.0,3000.0,8.0,0.7,4100.0,746.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010156,2.4387,0,0.00022156
0,0,0,0,1,0,0,8,0.0,0.0,6800.0,9.0,1.0,3900.0,416.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000961627,13.6194,0,2.8781e-05
0,0,0,0,1,0,0,9,1.0,1.0,4200.0,4.0,0.9,9900.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4114,0,0.00012802
0,0,0,0,1,0,0,7,1.0,1.0,2700.0,1.0,0.4,8300.0,310.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010947,1.4491,0,0.00013176
0,0,0,0,1,0,0,1,0.0,1.0,2250.0,6.0,0.2,1450.0,19.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033211,2.469,0,0.00022518
0,0,0,0,1,0,0,3,1.0,1.0,5950.0,5.0,0.7,2550.0,12.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001584,1.6499,0,0.00014993
0,0,0,0,1,0,0,6,0.0,1.0,550.0,5.0,0.2,5250.0,42.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5218,0,0.00013817
0,0,0,0,1,0,0,8,0.0,1.0,3450.0,1.0,0.2,9300.0,907.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010032,1.4723,0,0.00013381
0,0,0,0,1,0,0,3,0.0,0.0,7750.0,6.0,0.4,1250.0,62.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033033,2.0547,0,4.9226e-05
0,0,0,0,1,0,0,10,1.0,0.0,8450.0,4.0,1.0,6250.0,92.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0953,0,2.6236e-05
0,0,0,0,1,0,0,8,1.0,1.0,2400.0,5.0,0.5,3750.0,56.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002003,1.4206,0,0.00012897
