Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,reliability,scalability
3,9,2,1,84,0.011417,0.18366,0,1.6679e-05
3,2,6,3,3,0.012667,0.22032,0,2.0013e-05
3,6,6,3,59,0.012667,0.18366,0,1.6679e-05
3,10,14,2,91,0.013889,0.17633,0,1.6012e-05
3,7,2,1,45,0.011417,0.18891,0,1.7155e-05
3,1,2,3,60,0.011611,0.22032,0,2.0013e-05
3,5,8,1,35,0.012667,0.17633,0,1.6013e-05
3,7,2,2,40,0.011611,0.18891,0,1.7155e-05
3,8,4,2,63,0.012111,0.17908,0,1.6262e-05
3,1,2,2,79,0.011611,0.22032,0,2.0013e-05
3,4,14,2,2,0.013889,0.19282,0,1.7513e-05
3,5,6,1,23,0.012111,0.17633,0,1.6012e-05
3,9,2,1,60,0.011417,0.18366,0,1.6679e-05
3,7,12,2,50,0.013889,0.18891,0,1.7155e-05
3,2,2,1,92,0.011417,0.22032,0,2.0013e-05
3,7,4,2,21,0.012111,0.18891,0,1.7155e-05
3,9,4,2,12,0.012111,0.18367,0,1.6678e-05
3,10,2,1,61,0.011417,0.17633,0,1.6012e-05
3,1,2,1,86,0.011417,0.22032,0,2.0013e-05
3,9,8,2,70,0.013056,0.18366,0,1.6679e-05
3,3,6,3,64,0.012667,0.18365,0,1.668e-05
3,5,4,1,6,0.011889,0.17633,0,1.6012e-05
3,2,6,3,20,0.012667,0.22032,0,2.0013e-05
3,1,4,2,93,0.012111,0.22032,0,2.0013e-05
3,1,2,3,99,0.011611,0.22032,0,2.0013e-05
3,7,4,3,38,0.012111,0.18891,0,1.7155e-05
3,3,2,3,33,0.011611,0.18365,0,1.668e-05
3,7,2,2,53,0.011611,0.18891,0,1.7155e-05
3,5,2,3,43,0.011611,0.17633,0,1.6012e-05
3,1,4,1,16,0.011889,0.22032,0,2.0013e-05
3,6,8,3,91,0.013056,0.18366,0,1.6679e-05
3,3,2,1,23,0.011417,0.18365,0,1.6679e-05
3,4,2,2,54,0.011611,0.19282,0,1.7513e-05
3,4,2,2,8,0.011611,0.19282,0,1.7513e-05
3,5,6,1,96,0.012111,0.17633,0,1.6013e-05
3,5,12,3,100,0.013889,0.17633,0,1.6013e-05
3,9,2,1,78,0.011417,0.18366,0,1.6679e-05
3,7,2,1,1,0.011808,0.18891,0,1.7199e-05
3,3,2,3,5,0.011611,0.18365,0,1.6679e-05
3,9,10,1,36,0.012667,0.18367,0,1.6678e-05
3,5,10,2,17,0.013056,0.17633,0,1.6012e-05
3,9,12,1,11,0.013056,0.18367,0,1.6678e-05
3,7,2,2,28,0.011611,0.18891,0,1.7155e-05
3,5,14,2,70,0.013889,0.17633,0,1.6013e-05
3,8,2,1,94,0.011417,0.17908,0,1.6263e-05
3,8,12,1,33,0.013056,0.17908,0,1.6263e-05
3,2,4,1,15,0.011889,0.22032,0,2.0013e-05
3,9,4,3,91,0.012111,0.18366,0,1.6679e-05
3,4,4,3,21,0.012111,0.19282,0,1.7513e-05
3,7,2,3,38,0.011611,0.18891,0,1.7155e-05
3,8,2,2,46,0.011611,0.17908,0,1.6263e-05
3,6,10,3,50,0.013889,0.18367,0,1.6679e-05
3,7,2,2,33,0.011611,0.18891,0,1.7155e-05
3,7,6,2,46,0.012667,0.18891,0,1.7155e-05
3,5,4,3,100,0.012111,0.17633,0,1.6013e-05
3,3,8,3,21,0.013056,0.18365,0,1.668e-05
3,10,8,2,67,0.013056,0.17633,0,1.6012e-05
3,2,2,3,55,0.011611,0.22032,0,2.0013e-05
3,9,2,1,19,0.011417,0.18366,0,1.6679e-05
3,3,4,3,5,0.012111,0.18365,0,1.6679e-05
3,3,4,2,100,0.012111,0.18365,0,1.6679e-05
3,10,2,1,32,0.011417,0.17633,0,1.6012e-05
3,7,2,2,37,0.011611,0.18891,0,1.7155e-05
3,1,2,2,66,0.011611,0.22032,0,2.0013e-05
3,3,8,1,50,0.012667,0.18365,0,1.6679e-05
3,2,4,3,26,0.012111,0.22032,0,2.0013e-05
3,5,6,2,33,0.012667,0.17632,0,1.6013e-05
3,9,4,3,98,0.012111,0.18366,0,1.6679e-05
3,2,6,3,82,0.012667,0.22032,0,2.0013e-05
3,5,2,1,22,0.011417,0.17632,0,1.6013e-05
3,8,2,1,46,0.011417,0.17908,0,1.6263e-05
3,3,4,3,45,0.012111,0.18365,0,1.668e-05
3,9,2,1,66,0.011417,0.18366,0,1.6679e-05
3,9,2,3,26,0.011611,0.18366,0,1.6679e-05
3,4,14,2,17,0.013889,0.19283,0,1.7513e-05
3,10,10,2,10,0.013056,0.17634,0,1.6011e-05
3,8,8,2,16,0.013056,0.17908,0,1.6263e-05
3,3,2,2,25,0.011611,0.18365,0,1.6679e-05
3,3,2,1,10,0.011417,0.18365,0,1.6679e-05
3,1,14,2,67,0.013889,0.22032,0,2.0013e-05
3,8,6,2,50,0.012667,0.17908,0,1.6262e-05
3,3,6,2,22,0.012667,0.18365,0,1.668e-05
3,1,14,2,78,0.013889,0.22032,0,2.0013e-05
3,5,4,3,67,0.012111,0.17633,0,1.6013e-05
3,1,6,3,16,0.012667,0.22032,0,2.0013e-05
3,7,4,2,100,0.012111,0.18891,0,1.7155e-05
3,5,8,2,78,0.013056,0.17632,0,1.6013e-05
3,2,2,2,23,0.011611,0.22032,0,2.0013e-05
3,5,6,1,27,0.012111,0.17632,0,1.6013e-05
3,7,4,2,95,0.012111,0.18891,0,1.7155e-05
3,7,12,3,52,0.013889,0.18891,0,1.7155e-05
3,1,2,3,36,0.011611,0.22032,0,2.0013e-05
3,4,10,2,8,0.013056,0.19282,0,1.7513e-05
3,10,2,2,19,0.011611,0.17633,0,1.6012e-05
3,10,12,3,41,0.013889,0.17633,0,1.6012e-05
3,3,12,1,45,0.013056,0.18365,0,1.668e-05
3,4,2,1,26,0.011417,0.19282,0,1.7513e-05
3,10,2,1,98,0.011417,0.17634,0,1.6011e-05
3,2,2,1,58,0.011417,0.22032,0,2.0013e-05
3,4,6,3,89,0.012667,0.19282,0,1.7513e-05
3,2,2,3,95,0.011611,0.22032,0,2.0013e-05
3,4,8,1,88,0.012667,0.19282,0,1.7513e-05
3,8,6,2,67,0.012667,0.17908,0,1.6262e-05
3,6,4,3,5,0.012111,0.18367,0,1.6679e-05
3,4,8,2,75,0.013056,0.19282,0,1.7513e-05
3,2,16,2,74,0.015833,0.22032,0,2.0013e-05
3,6,4,1,92,0.011889,0.18366,0,1.6679e-05
3,7,2,3,79,0.011611,0.18891,0,1.7155e-05
3,1,4,2,74,0.012111,0.22032,0,2.0013e-05
3,6,2,2,55,0.011611,0.18367,0,1.6679e-05
3,4,6,3,100,0.012667,0.19282,0,1.7513e-05
3,8,4,1,95,0.011889,0.17908,0,1.6262e-05
3,7,10,3,18,0.013889,0.18891,0,1.7155e-05
3,10,10,1,51,0.012667,0.17633,0,1.6012e-05
3,7,2,3,13,0.011611,0.18891,0,1.7155e-05
3,1,4,3,70,0.012111,0.22032,0,2.0013e-05
3,1,2,3,61,0.011611,0.22032,0,2.0013e-05
3,3,14,1,34,0.013056,0.18365,0,1.668e-05
3,1,14,2,98,0.013889,0.22032,0,2.0013e-05
3,6,6,1,86,0.012111,0.18367,0,1.6679e-05
3,2,6,2,31,0.012667,0.22032,0,2.0013e-05
3,2,8,2,75,0.013056,0.22032,0,2.0013e-05
3,9,6,2,64,0.012667,0.18366,0,1.6679e-05
3,3,2,3,12,0.011611,0.18365,0,1.6679e-05
3,2,10,3,93,0.013889,0.22032,0,2.0013e-05
3,7,4,3,36,0.012111,0.18891,0,1.7155e-05
3,7,6,1,97,0.012111,0.18891,0,1.7155e-05
3,5,2,2,87,0.011611,0.17633,0,1.6012e-05
3,9,2,3,65,0.011611,0.18366,0,1.6679e-05
3,6,2,2,13,0.011611,0.18366,0,1.6679e-05
3,9,4,3,73,0.012111,0.18366,0,1.6679e-05
3,2,6,2,5,0.012667,0.22032,0,2.0013e-05
3,3,4,1,47,0.011889,0.18365,0,1.668e-05
3,5,6,2,44,0.012667,0.17633,0,1.6013e-05
3,5,8,3,71,0.013056,0.17632,0,1.6013e-05
3,8,8,1,86,0.012667,0.17908,0,1.6262e-05
3,7,16,3,88,0.016667,0.18891,0,1.7155e-05
3,10,2,2,89,0.011611,0.17633,0,1.6012e-05
3,6,10,3,61,0.013889,0.18367,0,1.6679e-05
3,9,2,3,21,0.011611,0.18366,0,1.6679e-05
3,5,16,2,19,0.015833,0.17633,0,1.6013e-05
3,10,4,2,69,0.012111,0.17633,0,1.6012e-05
3,6,8,3,65,0.013056,0.18366,0,1.6679e-05
3,1,6,1,29,0.012111,0.22032,0,2.0013e-05
3,5,2,1,98,0.011417,0.17633,0,1.6013e-05
3,9,10,3,38,0.013889,0.18366,0,1.6679e-05
3,8,16,1,46,0.013889,0.17908,0,1.6263e-05
3,3,6,2,89,0.012667,0.18365,0,1.668e-05
3,4,8,2,28,0.013056,0.19282,0,1.7513e-05
3,7,2,3,74,0.011611,0.18891,0,1.7155e-05
3,6,6,3,6,0.012667,0.18367,0,1.6679e-05
3,1,12,1,38,0.013056,0.22032,0,2.0013e-05
3,2,6,3,29,0.012667,0.22032,0,2.0013e-05
3,6,2,2,89,0.011611,0.18366,0,1.6679e-05
3,9,14,2,86,0.013889,0.18367,0,1.6678e-05
3,1,2,3,87,0.011611,0.22032,0,2.0013e-05
3,7,6,2,7,0.012667,0.18891,0,1.7155e-05
3,4,14,3,48,0.015833,0.19282,0,1.7513e-05
3,10,2,1,14,0.011417,0.17633,0,1.6012e-05
3,6,2,2,63,0.011611,0.18367,0,1.6679e-05
3,6,12,2,99,0.013889,0.18367,0,1.6679e-05
3,8,8,3,88,0.013056,0.17908,0,1.6263e-05
3,3,6,1,10,0.012111,0.18365,0,1.6679e-05
3,10,6,3,97,0.012667,0.17633,0,1.6012e-05
3,9,6,2,79,0.012667,0.18366,0,1.6679e-05
3,6,2,1,70,0.011417,0.18366,0,1.6679e-05
3,10,2,3,47,0.011611,0.17633,0,1.6012e-05
3,3,8,2,68,0.013056,0.18365,0,1.6679e-05
3,8,2,1,9,0.011417,0.17908,0,1.6263e-05
3,8,4,3,92,0.012111,0.17908,0,1.6262e-05
3,9,2,3,2,0.011611,0.18366,0,1.6679e-05
3,1,12,2,32,0.013889,0.22032,0,2.0013e-05
3,7,6,1,72,0.012111,0.18891,0,1.7155e-05
3,7,2,1,19,0.011417,0.18891,0,1.7155e-05
3,9,2,3,30,0.011611,0.18367,0,1.6678e-05
3,8,2,3,98,0.011611,0.17908,0,1.6262e-05
3,3,14,1,74,0.013056,0.18365,0,1.6679e-05
3,3,6,2,80,0.012667,0.18365,0,1.6679e-05
3,5,14,2,70,0.013889,0.17633,0,1.6013e-05
3,1,4,2,30,0.012111,0.22032,0,2.0013e-05
3,5,12,2,49,0.013889,0.17633,0,1.6012e-05
3,8,2,2,62,0.011611,0.17908,0,1.6262e-05
3,7,4,3,38,0.012111,0.18891,0,1.7155e-05
3,4,2,3,93,0.011611,0.19283,0,1.7513e-05
3,5,2,2,88,0.011611,0.17633,0,1.6013e-05
3,5,8,2,65,0.013056,0.17632,0,1.6013e-05
3,4,2,2,39,0.011611,0.19282,0,1.7513e-05
3,8,10,2,15,0.013056,0.17908,0,1.6263e-05
3,1,12,2,65,0.013889,0.22032,0,2.0013e-05
3,7,2,2,36,0.011611,0.18891,0,1.7155e-05
3,3,2,3,35,0.011611,0.18365,0,1.668e-05
3,3,2,2,41,0.011611,0.18365,0,1.668e-05
3,10,2,3,33,0.011611,0.17633,0,1.6012e-05
3,6,2,1,74,0.011417,0.18367,0,1.6679e-05
3,2,2,3,52,0.011611,0.22032,0,2.0013e-05
3,2,12,2,29,0.013889,0.22032,0,2.0013e-05
3,4,2,3,74,0.011611,0.19283,0,1.7513e-05
3,5,10,2,7,0.013056,0.17632,0,1.6013e-05
3,9,2,1,1,0.011686,0.18366,0,1.6709e-05
3,7,4,3,15,0.012111,0.18891,0,1.7155e-05
3,1,4,2,75,0.012111,0.22032,0,2.0013e-05
3,10,2,2,76,0.011611,0.17633,0,1.6012e-05
3,2,2,3,80,0.011611,0.22032,0,2.0013e-05
3,6,8,2,69,0.013056,0.18367,0,1.6679e-05
3,6,2,3,73,0.011611,0.18366,0,1.6679e-05
3,8,10,3,6,0.013889,0.17908,0,1.6262e-05
3,1,2,3,83,0.011611,0.22032,0,2.0013e-05
3,2,10,1,46,0.012667,0.22032,0,2.0013e-05
3,4,4,1,50,0.011889,0.19282,0,1.7513e-05
3,5,8,2,69,0.013056,0.17633,0,1.6013e-05
3,6,2,2,97,0.011611,0.18366,0,1.6679e-05
3,7,10,3,75,0.013889,0.18891,0,1.7155e-05
3,9,6,1,21,0.012111,0.18366,0,1.6679e-05
3,8,2,3,80,0.011611,0.17908,0,1.6262e-05
3,5,2,3,99,0.011611,0.17633,0,1.6013e-05
3,5,10,2,48,0.013056,0.17633,0,1.6013e-05
3,2,2,1,40,0.011417,0.22032,0,2.0013e-05
3,1,2,1,8,0.012486,0.22032,0,2.0132e-05
3,3,2,3,17,0.011611,0.18365,0,1.6679e-05
3,6,10,1,41,0.012667,0.18366,0,1.6679e-05
3,8,10,1,63,0.012667,0.17908,0,1.6262e-05
3,6,12,3,44,0.013889,0.18367,0,1.6679e-05
3,9,4,3,12,0.012111,0.18367,0,1.6678e-05
3,4,6,3,68,0.012667,0.19283,0,1.7513e-05
3,3,4,2,45,0.012111,0.18365,0,1.668e-05
3,7,2,2,39,0.011611,0.18891,0,1.7155e-05
3,10,12,1,3,0.013056,0.17633,0,1.6012e-05
3,7,2,2,69,0.011611,0.18891,0,1.7155e-05
3,6,4,3,85,0.012111,0.18366,0,1.6679e-05
3,10,4,3,15,0.012111,0.17633,0,1.6012e-05
3,3,6,3,4,0.012667,0.18365,0,1.6679e-05
3,1,2,3,61,0.011611,0.22032,0,2.0013e-05
3,1,2,3,29,0.011611,0.22032,0,2.0013e-05
3,10,8,3,49,0.013056,0.17633,0,1.6012e-05
3,10,2,3,77,0.011611,0.17633,0,1.6012e-05
3,5,6,3,65,0.012667,0.17632,0,1.6013e-05
3,2,4,1,3,0.012667,0.22032,0,2.01e-05
3,4,14,1,58,0.013056,0.19282,0,1.7513e-05
3,10,2,1,69,0.011417,0.17633,0,1.6012e-05
3,1,6,3,19,0.012667,0.22032,0,2.0013e-05
3,2,8,2,100,0.013056,0.22032,0,2.0013e-05
3,4,10,2,5,0.013056,0.19283,0,1.7513e-05
3,3,4,2,21,0.012111,0.18365,0,1.668e-05
3,9,10,2,21,0.013056,0.18366,0,1.6679e-05
3,2,4,3,76,0.012111,0.22032,0,2.0013e-05
3,10,2,2,48,0.011611,0.17633,0,1.6012e-05
3,10,6,3,37,0.012667,0.17634,0,1.6011e-05
3,10,6,1,11,0.012111,0.17634,0,1.6011e-05
3,10,2,3,25,0.011611,0.17633,0,1.6012e-05
3,9,6,1,3,0.012111,0.18366,0,1.6679e-05
3,7,16,2,82,0.015833,0.18891,0,1.7155e-05
3,7,6,2,5,0.012667,0.18891,0,1.7155e-05
3,6,2,2,64,0.011611,0.18366,0,1.6679e-05
3,10,2,2,19,0.011611,0.17633,0,1.6012e-05
3,1,8,3,71,0.013056,0.22032,0,2.0013e-05
3,3,4,2,86,0.012111,0.18365,0,1.6679e-05
3,8,2,2,31,0.011611,0.17908,0,1.6262e-05
3,7,2,1,54,0.011417,0.18891,0,1.7155e-05
3,7,2,2,44,0.011611,0.18891,0,1.7155e-05
3,2,2,3,15,0.011611,0.22032,0,2.0013e-05
3,10,2,2,40,0.011611,0.17633,0,1.6012e-05
3,1,2,2,9,0.013611,0.22032,0,2.0235e-05
3,9,4,2,21,0.012111,0.18366,0,1.6679e-05
3,9,10,1,17,0.012667,0.18367,0,1.6678e-05
3,3,16,3,27,0.016667,0.18365,0,1.668e-05
3,4,6,2,25,0.012667,0.19282,0,1.7513e-05
3,3,10,3,8,0.013889,0.18365,0,1.668e-05
3,3,2,2,31,0.011611,0.18365,0,1.6679e-05
3,4,2,1,10,0.011417,0.19283,0,1.7513e-05
3,6,4,1,38,0.011889,0.18366,0,1.6679e-05
3,7,2,1,30,0.011417,0.18891,0,1.7155e-05
3,7,10,1,17,0.012667,0.18891,0,1.7155e-05
3,9,4,3,89,0.012111,0.18366,0,1.6679e-05
3,6,10,3,81,0.013889,0.18367,0,1.6679e-05
3,7,4,2,32,0.012111,0.18891,0,1.7155e-05
3,5,4,2,26,0.012111,0.17632,0,1.6013e-05
3,2,14,1,100,0.013056,0.22032,0,2.0013e-05
3,10,4,3,61,0.012111,0.17633,0,1.6012e-05
3,5,2,1,1,0.012028,0.17632,0,1.6081e-05
3,8,14,3,83,0.015833,0.17908,0,1.6262e-05
3,1,2,1,16,0.013708,0.22032,0,2.0268e-05
3,7,2,1,8,0.011417,0.18891,0,1.7155e-05
3,3,6,3,19,0.012667,0.18365,0,1.668e-05
3,10,2,1,70,0.011417,0.17633,0,1.6012e-05
3,5,8,2,42,0.013056,0.17633,0,1.6013e-05
3,7,2,3,91,0.011611,0.18891,0,1.7155e-05
3,10,16,1,99,0.013889,0.17633,0,1.6012e-05
3,8,6,2,70,0.012667,0.17908,0,1.6262e-05
3,1,6,3,33,0.012667,0.22032,0,2.0013e-05
3,1,8,1,47,0.012667,0.22032,0,2.0013e-05
3,10,2,2,91,0.011611,0.17633,0,1.6012e-05
3,10,2,2,14,0.011611,0.17633,0,1.6012e-05
3,7,12,3,12,0.013889,0.18891,0,1.7155e-05
3,1,2,3,69,0.011611,0.22032,0,2.0013e-05
3,10,2,1,72,0.011417,0.17633,0,1.6012e-05
3,3,4,1,54,0.011889,0.18365,0,1.668e-05
3,6,8,1,66,0.012667,0.18366,0,1.6679e-05
3,6,4,1,74,0.011889,0.18367,0,1.6679e-05
3,9,2,2,1,0.011706,0.18366,0,1.669e-05
3,4,2,2,45,0.011611,0.19282,0,1.7513e-05
3,4,2,3,81,0.011611,0.19283,0,1.7513e-05
3,10,2,2,93,0.011611,0.17633,0,1.6012e-05
3,1,4,2,98,0.012111,0.22032,0,2.0013e-05
3,8,12,2,76,0.013889,0.17908,0,1.6262e-05
3,4,8,1,96,0.012667,0.19282,0,1.7513e-05
3,8,4,3,14,0.012111,0.17908,0,1.6263e-05
3,1,2,2,20,0.011611,0.22032,0,2.0013e-05
3,8,4,1,72,0.011889,0.17908,0,1.6263e-05
3,3,2,2,39,0.011611,0.18365,0,1.668e-05
3,4,4,1,71,0.011889,0.19282,0,1.7513e-05
3,3,14,3,1,0.015833,0.18365,0,1.668e-05
3,4,2,1,30,0.011417,0.19283,0,1.7513e-05
3,4,2,3,78,0.011611,0.19282,0,1.7513e-05
3,7,4,3,52,0.012111,0.18891,0,1.7155e-05
3,3,4,1,14,0.011889,0.18365,0,1.668e-05
3,6,2,2,6,0.011611,0.18367,0,1.6679e-05
3,7,6,3,40,0.012667,0.18891,0,1.7155e-05
3,1,4,2,62,0.012111,0.22032,0,2.0013e-05
3,9,8,3,53,0.013056,0.18366,0,1.6679e-05
3,10,14,2,75,0.013889,0.17633,0,1.6012e-05
3,7,8,2,75,0.013056,0.18891,0,1.7155e-05
3,1,6,1,26,0.012111,0.22032,0,2.0013e-05
3,8,2,1,5,0.011417,0.17908,0,1.6262e-05
3,7,4,2,60,0.012111,0.18891,0,1.7155e-05
3,7,2,3,1,0.011656,0.18891,0,1.716e-05
3,9,6,3,29,0.012667,0.18367,0,1.6678e-05
3,6,2,1,6,0.011417,0.18367,0,1.6679e-05
3,3,6,3,51,0.012667,0.18365,0,1.668e-05
3,1,10,2,19,0.013056,0.22032,0,2.0013e-05
3,4,2,1,52,0.011417,0.19282,0,1.7513e-05
3,8,2,1,3,0.011722,0.17908,0,1.6297e-05
3,1,6,1,80,0.012111,0.22032,0,2.0013e-05
3,4,6,1,59,0.012111,0.19282,0,1.7513e-05
3,10,2,1,64,0.011417,0.17633,0,1.6012e-05
3,4,2,1,34,0.011417,0.19282,0,1.7513e-05
3,8,2,2,8,0.011611,0.17908,0,1.6263e-05
3,5,8,3,26,0.013056,0.17632,0,1.6013e-05
3,6,16,2,84,0.015833,0.18366,0,1.6679e-05
3,1,16,3,96,0.016667,0.22032,0,2.0013e-05
3,10,2,1,76,0.011417,0.17633,0,1.6012e-05
3,5,10,1,16,0.012667,0.17632,0,1.6013e-05
3,1,6,3,100,0.012667,0.22032,0,2.0013e-05
3,9,2,2,32,0.011611,0.18366,0,1.6679e-05
3,2,2,1,53,0.011417,0.22032,0,2.0013e-05
3,1,2,2,4,0.012361,0.22032,0,2.0096e-05
3,6,12,3,99,0.013889,0.18367,0,1.6679e-05
3,4,4,3,43,0.012111,0.19283,0,1.7513e-05
3,3,2,2,19,0.011611,0.18365,0,1.668e-05
3,10,4,2,20,0.012111,0.17633,0,1.6012e-05
3,8,6,2,76,0.012667,0.17908,0,1.6262e-05
3,3,14,1,89,0.013056,0.18365,0,1.668e-05
3,9,4,1,46,0.011889,0.18366,0,1.6679e-05
3,9,2,1,69,0.011417,0.18367,0,1.6678e-05
3,9,4,1,1,0.012037,0.18366,0,1.6696e-05
3,3,2,1,12,0.011417,0.18365,0,1.6679e-05
3,3,2,3,56,0.011611,0.18365,0,1.6679e-05
3,5,2,1,7,0.011417,0.17632,0,1.6013e-05
3,8,2,2,70,0.011611,0.17908,0,1.6262e-05
3,2,2,3,16,0.011611,0.22032,0,2.0013e-05
3,6,4,2,13,0.012111,0.18366,0,1.6679e-05
3,6,2,3,90,0.011611,0.18366,0,1.6679e-05
3,3,2,3,65,0.011611,0.18365,0,1.668e-05
3,6,2,1,59,0.011417,0.18366,0,1.6679e-05
3,7,4,2,65,0.012111,0.18891,0,1.7155e-05
3,5,2,2,28,0.011611,0.17632,0,1.6013e-05
3,10,2,1,79,0.011417,0.17633,0,1.6012e-05
3,1,2,2,19,0.011611,0.22032,0,2.0013e-05
3,8,4,3,11,0.012111,0.17908,0,1.6262e-05
3,7,2,3,35,0.011611,0.18891,0,1.7155e-05
3,8,2,3,38,0.011611,0.17908,0,1.6262e-05
3,10,2,1,43,0.011417,0.17634,0,1.6011e-05
3,6,2,1,66,0.011417,0.18366,0,1.6679e-05
3,8,6,2,48,0.012667,0.17908,0,1.6262e-05
3,8,2,1,4,0.011417,0.17908,0,1.6262e-05
3,2,4,3,12,0.012111,0.22032,0,2.0013e-05
3,9,16,3,11,0.016667,0.18367,0,1.6678e-05
3,7,10,3,94,0.013889,0.18891,0,1.7155e-05
3,10,2,3,93,0.011611,0.17633,0,1.6012e-05
3,2,4,3,62,0.012111,0.22032,0,2.0013e-05
3,9,12,1,59,0.013056,0.18366,0,1.6679e-05
3,1,8,3,88,0.013056,0.22032,0,2.0013e-05
3,10,2,1,25,0.011417,0.17633,0,1.6012e-05
3,8,4,3,28,0.012111,0.17908,0,1.6263e-05
3,1,14,1,68,0.013056,0.22032,0,2.0013e-05
3,6,14,2,85,0.013889,0.18366,0,1.6679e-05
3,1,2,1,30,0.011417,0.22032,0,2.0013e-05
3,3,4,2,97,0.012111,0.18365,0,1.668e-05
3,2,14,3,100,0.015833,0.22032,0,2.0013e-05
3,5,4,3,70,0.012111,0.17633,0,1.6013e-05
3,2,8,3,68,0.013056,0.22032,0,2.0013e-05
3,3,10,1,87,0.012667,0.18365,0,1.6679e-05
3,10,4,3,88,0.012111,0.17633,0,1.6012e-05
3,5,14,1,73,0.013056,0.17633,0,1.6013e-05
3,4,2,1,71,0.011417,0.19282,0,1.7513e-05
3,4,2,1,69,0.011417,0.19282,0,1.7513e-05
3,2,6,2,37,0.012667,0.22032,0,2.0013e-05
3,2,4,2,14,0.012111,0.22032,0,2.0013e-05
3,6,2,3,52,0.011611,0.18366,0,1.6679e-05
3,2,6,1,49,0.012111,0.22032,0,2.0013e-05
3,4,2,2,22,0.011611,0.19282,0,1.7513e-05
3,1,2,3,27,0.011611,0.22032,0,2.0013e-05
3,8,8,1,73,0.012667,0.17908,0,1.6262e-05
3,5,10,3,50,0.013889,0.17633,0,1.6013e-05
3,3,14,2,42,0.013889,0.18365,0,1.6679e-05
3,4,2,2,11,0.011611,0.19283,0,1.7513e-05
3,2,4,1,56,0.011889,0.22032,0,2.0013e-05
3,1,4,1,47,0.011889,0.22032,0,2.0013e-05
3,6,2,2,41,0.011611,0.18366,0,1.6679e-05
3,7,6,3,97,0.012667,0.18891,0,1.7155e-05
3,5,16,2,58,0.015833,0.17632,0,1.6013e-05
3,8,2,1,43,0.011417,0.17908,0,1.6262e-05
3,4,2,1,25,0.011417,0.19282,0,1.7513e-05
3,7,2,3,25,0.011611,0.18891,0,1.7155e-05
3,7,2,1,23,0.011417,0.18891,0,1.7155e-05
3,6,4,1,22,0.011889,0.18366,0,1.6679e-05
3,4,8,2,61,0.013056,0.19282,0,1.7513e-05
3,5,6,2,80,0.012667,0.17633,0,1.6013e-05
3,3,10,2,54,0.013056,0.18365,0,1.668e-05
3,2,8,3,85,0.013056,0.22032,0,2.0013e-05
3,4,6,2,30,0.012667,0.19283,0,1.7513e-05
3,3,10,1,10,0.012667,0.18365,0,1.6679e-05
3,7,8,3,90,0.013056,0.18891,0,1.7155e-05
3,6,6,1,47,0.012111,0.18366,0,1.6679e-05
3,4,10,2,29,0.013056,0.19282,0,1.7513e-05
3,6,2,3,7,0.011611,0.18366,0,1.6679e-05
3,2,2,3,12,0.011611,0.22032,0,2.0013e-05
3,1,2,2,20,0.011611,0.22032,0,2.0013e-05
3,7,12,1,89,0.013056,0.18891,0,1.7155e-05
3,9,2,2,2,0.011611,0.18366,0,1.6679e-05
3,5,4,1,12,0.011889,0.17633,0,1.6012e-05
3,10,6,1,79,0.012111,0.17633,0,1.6012e-05
3,6,2,1,69,0.011417,0.18367,0,1.6679e-05
3,3,8,3,22,0.013056,0.18365,0,1.668e-05
3,8,4,1,85,0.011889,0.17908,0,1.6262e-05
3,6,2,3,25,0.011611,0.18367,0,1.6679e-05
3,5,2,1,6,0.011417,0.17633,0,1.6012e-05
3,1,2,2,1,0.014626,0.22032,0,2.0317e-05
3,8,4,1,67,0.011889,0.17908,0,1.6262e-05
3,8,2,1,100,0.011417,0.17908,0,1.6262e-05
3,2,2,2,8,0.011611,0.22032,0,2.0013e-05
3,4,4,2,57,0.012111,0.19282,0,1.7513e-05
3,4,2,1,86,0.011417,0.19282,0,1.7513e-05
3,1,6,1,36,0.012111,0.22032,0,2.0013e-05
3,10,10,2,1,0.013056,0.17633,0,1.6012e-05
3,3,2,3,10,0.011611,0.18365,0,1.6679e-05
3,4,14,3,53,0.015833,0.19282,0,1.7513e-05
3,7,2,3,29,0.011611,0.18891,0,1.7155e-05
3,5,2,1,74,0.011417,0.17633,0,1.6013e-05
3,8,6,2,50,0.012667,0.17908,0,1.6262e-05
3,3,6,1,56,0.012111,0.18365,0,1.6679e-05
3,3,2,1,84,0.011417,0.18365,0,1.668e-05
3,4,4,3,98,0.012111,0.19282,0,1.7513e-05
3,9,4,3,64,0.012111,0.18366,0,1.6679e-05
3,6,4,2,100,0.012111,0.18367,0,1.6679e-05
3,8,8,1,29,0.012667,0.17908,0,1.6262e-05
3,6,2,3,2,0.011611,0.18366,0,1.6679e-05
3,1,2,3,42,0.011611,0.22032,0,2.0013e-05
3,8,2,3,92,0.011611,0.17908,0,1.6262e-05
3,9,6,2,38,0.012667,0.18366,0,1.6679e-05
3,8,2,1,38,0.011417,0.17908,0,1.6262e-05
3,8,10,1,67,0.012667,0.17908,0,1.6262e-05
3,10,6,1,31,0.012111,0.17634,0,1.6011e-05
3,5,2,3,85,0.011611,0.17633,0,1.6013e-05
3,4,2,1,60,0.011417,0.19282,0,1.7513e-05
3,5,2,1,39,0.011417,0.17632,0,1.6013e-05
3,1,6,2,51,0.012667,0.22032,0,2.0013e-05
