Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,reliability,scalability
1.3,2,1,0,3050,0.4,6,1,6.72e-05,0.0045016,0,2.9997e-07
1.3,6,1,0,4700,0.1,2,3,0.0002592,0.0011196,0,4.5192e-08
1.3,10,0,0,6350,0.1,4,2,0,168.0013,0,-3.132825e-10
1.3,10,1,1,5000,0,4,3,0,0.010218,0,-3.1328e-10
1.3,6,0,0,2800,0.6,4,2,2.88e-05,64.8013,0,8.76617e-09
1.3,7,0,1,1450,0.1,6,3,0,26.7308,0,-2.18784e-10
1.3,3,1,1,750,1,10,3,0,0.012454,0,-9.3765e-11
1.3,6,0,0,2200,0.1,4,3,0,34.8015,0,-1.87907e-10
1.3,1,0,1,2700,0.6,12,3,4.32e-05,10.5139,0,1.0425e-07
1.3,7,0,0,5800,0,2,3,0.0001344,97.5008,0,2.30047e-08
1.3,4,0,1,2550,0.7,4,1,9.6e-05,42.0352,0,1.42195e-07
1.3,10,0,1,2250,0.1,6,2,0,59.4652,0,-3.13283e-10
1.3,4,1,0,9150,0.1,2,3,5.76e-05,0.0013875,0,5.27e-08
1.3,4,0,0,3450,0.8,2,2,9.6e-05,60.3013,0,8.82216e-08
1.3,9,1,0,2350,0.2,6,1,0,0.001871,0,-2.8186e-10
1.3,3,1,1,1500,0.2,6,1,0.0001008,0.01185,0,1.7567e-07
1.3,5,0,0,6150,0.9,4,1,0.000312,141.3019,0,1.271552e-07
1.3,10,1,0,3800,0.2,4,1,0.000288,0.0014764,0,4.8753e-08
1.3,7,1,1,900,0.3,2,3,0.0001344,0.0095454,0,2.3005e-08
1.3,9,1,0,9400,0.8,4,3,0,0.0017175,0,-2.8186e-10
1.3,1,0,1,8600,0.5,2,1,0.000744,31.2341,0,6.29054e-07
1.3,3,1,1,500,0.8,2,3,0.0001008,0.010141,0,8.5717e-08
1.3,5,1,1,1400,0.6,16,1,0,0.013112,0,-1.5636e-10
1.3,5,0,1,8350,0,2,3,0.000216,100.3157,0,5.203006e-08
1.3,4,1,1,1400,0.6,2,3,5.76e-05,0.0098875,0,5.27e-08
1.3,2,0,0,650,0.1,4,2,4.8e-05,3.3027,0,1.6063e-07
1.3,8,0,0,4400,0.1,2,2,0.0004224,93.0008,0,6.82607e-08
1.3,2,1,0,6750,0.1,12,1,2.88e-05,0.0053574,0,2.0793e-07
1.3,7,1,1,850,0.5,2,1,0.0004368,0.0099863,0,1.2755e-07
1.3,4,1,0,1350,0.2,2,3,5.76e-05,0.0013875,0,5.27e-08
1.3,10,0,0,6950,0.6,2,1,0.000624,268.501,0,1.153425e-07
1.3,4,0,1,1050,0.7,4,2,0.0002112,17.1152,0,6.64972e-08
1.3,5,1,0,9150,0.1,14,1,0,0.0040638,0,-1.5636e-10
1.3,1,1,1,3550,1,4,1,0.0003984,0.016293,0,6.6532e-07
1.3,9,1,1,8850,0.4,16,2,0,0.013904,0,-2.8186e-10
1.3,1,0,1,2400,0.3,4,1,0.0003984,7.5146,0,6.6532e-07
1.3,7,1,0,6150,0.1,10,1,0,0.0029674,0,-2.1878e-10
1.3,3,0,1,2200,0.1,8,1,4.32e-05,17.422,0,1.41236e-07
1.3,10,1,0,2900,1,2,1,0.000624,0.0011911,0,1.1534e-07
1.3,2,0,0,950,0,2,1,0.0007968,4.5038,0,3.0301e-07
1.3,9,0,0,1700,0.6,4,1,0.0003888,59.1013,0,6.72984e-08
1.3,7,0,0,850,0.8,8,2,0,26.1026,0,-2.18784e-10
1.3,8,0,0,1250,0.4,2,3,3.84e-05,33.6008,0,7.3323e-09
1.3,4,1,1,1050,0.8,4,1,9.6e-05,0.011006,0,1.4219e-07
1.3,2,0,1,2050,0.6,4,1,0.0001056,15.6169,0,3.3349e-07
1.3,2,1,1,2500,0.1,16,1,0.0001056,0.014428,0,1.5795e-07
1.3,9,0,1,2150,0.1,2,3,0,51.0552,0,-2.8186e-10
1.3,4,0,1,850,0.4,8,1,0.0002112,11.4131,0,9.64824e-08
1.3,9,1,1,650,0.8,2,2,0.0003888,0.0095021,0,5.7303e-08
1.3,10,1,1,2150,0.6,12,2,0,0.01261,0,-3.1328e-10
1.3,10,0,1,1400,0.7,12,1,0,57.3483,0,-3.13283e-10
1.3,2,0,1,900,0.7,2,1,0.0007968,7.2095,0,3.0301e-07
1.3,10,1,1,4850,0.5,4,1,0.000288,0.0099764,0,4.8753e-08
1.3,10,0,0,4550,0.9,2,3,0,209.4007,0,-3.132825e-10
1.3,10,0,1,2700,0.7,4,1,0.000288,111.0882,0,4.875289e-08
1.3,10,0,0,2200,0.3,2,3,0,69.0007,0,-3.13283e-10
1.3,10,0,1,9400,0.8,2,1,0.000624,409.8102,0,1.153425e-07
1.3,4,1,1,10000,0.3,8,3,0,0.011708,0,-1.2506e-10
1.3,10,0,1,1300,0.8,4,2,0,56.444,0,-3.13283e-10
1.3,6,1,0,600,0.6,2,1,0.0002016,0.0016505,0,1.1973e-07
1.3,9,0,1,5300,0.9,2,3,0,219.761,0,-2.818602e-10
1.3,10,1,1,3150,0.5,2,3,0,0.0094718,0,-3.1328e-10
1.3,5,0,0,600,0.4,8,2,0,10.2026,0,-1.56357e-10
1.3,4,0,1,5150,0.5,8,2,0,74.4661,0,-1.25056e-10
1.3,10,0,1,1050,1,4,1,0.000288,51.0373,0,4.87529e-08
1.3,6,1,0,1600,0.6,2,1,0.0002016,0.0016505,0,1.1973e-07
1.3,8,1,1,600,0.9,6,2,0,0.010667,0,-2.5042e-10
1.3,4,0,1,5450,0,2,3,5.76e-05,52.261,0,5.26996e-08
1.3,9,0,0,2200,0.3,2,1,0.0003024,62.101,0,8.81737e-08
1.3,3,0,1,750,0.1,10,2,0,6.0096,0,-9.3765e-11
1.3,1,0,0,8600,0.3,2,3,7.2e-05,26.7035,0,3.13045e-07
1.3,2,0,0,1200,1,10,2,5.76e-05,11.4037,0,5.66856e-08
1.3,4,0,0,9700,0.7,8,3,0,159.603,0,-1.250561e-10
1.3,5,0,0,1200,0.8,6,1,0.000216,26.1022,0,8.60133e-08
1.3,6,1,1,9150,0.8,2,2,8.64e-05,0.0097341,0,4.9691e-08
1.3,7,0,1,1400,0.9,16,1,0,45.0373,0,-2.18784e-10
1.3,10,0,0,600,0.2,6,3,0,17.4022,0,-3.13283e-10
1.3,1,0,0,1100,0.7,2,2,0.0003984,4.5045,0,3.8446e-07
1.3,7,0,0,1350,0.6,16,2,0,36.6052,0,-2.18784e-10
1.3,2,0,1,6550,0.3,4,2,4.8e-05,40.8413,0,1.60631e-07
1.3,3,1,0,2500,0.6,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,6,1,0,2650,0.2,6,1,0.0002592,0.0021991,0,6.5182e-08
1.3,3,1,0,10000,0.9,14,1,5.76e-05,0.0044471,0,4.8972e-08
1.3,7,1,0,750,0.7,10,2,0,0.0034613,0,-2.1878e-10
1.3,1,0,0,1500,0.7,2,2,0.0003984,6.0045,0,3.8446e-07
1.3,8,1,1,1700,0.2,2,3,3.84e-05,0.0095009,0,7.3323e-09
1.3,2,1,1,2500,1,4,3,2.88e-05,0.011051,0,9.5987e-08
1.3,7,1,0,7600,0.3,2,2,0.0002016,0.0011309,0,5.0952e-08
1.3,4,0,1,3150,0.1,8,2,0,33.338,0,-1.25056e-10
1.3,7,1,1,6350,0.9,2,3,0.0001344,0.0095454,0,2.3005e-08
1.3,1,1,0,1300,0.5,6,2,3.36e-05,0.0052718,0,3.4895e-07
1.3,5,0,1,2900,0.8,4,2,0.000144,63.3492,0,3.59829e-08
1.3,5,1,1,1200,1,4,2,0.000144,0.0102,0,3.5983e-08
1.3,5,1,1,1400,0.5,2,2,0.000312,0.0098632,0,8.9174e-08
1.3,7,1,0,2200,0.6,6,2,0,0.0021666,0,-2.1878e-10
1.3,2,0,0,5300,0.4,2,2,0.0001056,35.7024,0,2.01555e-07
1.3,10,0,0,500,1,2,2,0.000288,24.3007,0,4.17563e-08
1.3,2,1,0,3800,0.6,2,2,0.0001056,0.0025792,0,2.0156e-07
1.3,8,1,1,7600,0.5,2,2,0.0004224,0.0095665,0,6.8261e-08
1.3,3,0,0,1750,0.8,4,3,0.0001296,23.1018,0,4.74667e-08
1.3,8,0,1,2400,0.7,4,1,0.0004224,78.9633,0,8.32533e-08
1.3,1,1,1,9150,0.4,6,1,7.2e-05,0.016424,0,6.8086e-07
1.3,10,1,1,3050,0.8,6,1,0,0.010371,0,-3.1328e-10
1.3,2,1,1,8850,0,2,3,6.72e-05,0.010663,0,1.4005e-07
1.3,9,0,0,10000,0.8,6,3,0,391.8022,0,-2.818602e-10
1.3,2,1,0,8850,0.4,2,2,0.0001056,0.0025792,0,2.0156e-07
1.3,1,1,1,8100,1,2,1,0.000744,0.016271,0,6.2905e-07
1.3,1,1,1,700,0.1,2,3,7.2e-05,0.012214,0,3.1305e-07
1.3,4,0,0,550,0.5,2,1,0.0002112,7.802,0,1.8425e-07
1.3,3,1,0,3050,1,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,1,1,1,2350,0.4,10,1,2.4e-05,0.016951,0,6.1214e-07
1.3,3,1,1,1050,0,2,3,0.0001008,0.010141,0,8.5717e-08
1.3,6,0,0,1100,0.6,2,2,8.64e-05,25.501,0,4.96906e-08
1.3,7,1,1,1350,0.6,8,3,0,0.011709,0,-2.1878e-10
1.3,4,0,1,1750,0.5,2,1,0.0002112,25.2236,0,1.84251e-07
1.3,7,0,0,2550,0.6,2,2,0.0002016,68.7009,0,5.09516e-08
1.3,8,1,1,1900,0.7,8,2,0,0.011314,0,-2.5042e-10
1.3,8,1,0,550,0.9,4,2,0,0.0015196,0,-2.5042e-10
1.3,1,0,0,3450,0.6,4,3,3.36e-05,13.2039,0,2.68986e-07
1.3,2,0,0,4400,0.9,4,2,4.8e-05,40.5027,0,1.60631e-07
1.3,1,1,0,1400,1,2,2,0.0003984,0.0046892,0,3.8446e-07
1.3,7,0,0,5450,1,8,1,0,184.8022,0,-2.187842e-10
1.3,4,1,1,1800,0.2,8,2,0,0.011313,0,-1.2506e-10
1.3,8,0,0,550,0.8,2,2,0.0004224,19.2008,0,6.82607e-08
1.3,6,0,0,1300,1,12,3,0,37.8045,0,-1.87907e-10
1.3,4,1,0,2500,1,10,3,0,0.0039542,0,-1.2506e-10
1.3,9,1,1,1300,0.1,16,1,0,0.013114,0,-2.8186e-10
1.3,5,0,1,3150,0.7,16,3,0,64.5566,0,-1.56357e-10
1.3,1,0,1,5800,0.4,2,2,0.0003984,19.5219,0,3.84459e-07
1.3,6,1,1,700,0.6,8,2,0,0.011314,0,-1.8791e-10
1.3,6,1,0,950,0.7,14,3,0,0.0054471,0,-1.8791e-10
1.3,2,1,1,9700,0.6,2,1,0.0007968,0.012508,0,3.0301e-07
1.3,9,1,0,1900,0.5,2,1,0.0003024,0.0012676,0,8.8174e-08
1.3,2,0,1,6350,0.5,2,1,0.0007968,45.943,0,3.03013e-07
1.3,9,0,0,650,0,2,3,0,14.1007,0,-2.8186e-10
1.3,7,1,0,2900,0.4,4,1,0.0002016,0.0017606,0,7.0942e-08
1.3,4,1,1,8850,0,4,2,0.0002112,0.010407,0,6.6497e-08
1.3,5,1,0,1050,0.5,2,2,0.000312,0.0013632,0,8.9174e-08
1.3,9,1,1,8600,0.1,4,1,0.0003888,0.010042,0,6.7298e-08
1.3,2,0,1,4550,0.1,4,3,2.88e-05,24.0279,0,9.59869e-08
1.3,9,0,1,7400,0.1,2,1,0.0003024,176.2885,0,8.81737e-08
1.3,5,1,1,1050,0.1,2,1,0.00012,0.01037,0,1.3508e-07
1.3,3,1,0,2550,0.4,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,10,1,0,3050,0.9,10,2,0,0.0034623,0,-3.1328e-10
1.3,6,1,0,8600,0.8,2,1,0.0002016,0.0016505,0,1.1973e-07
1.3,2,1,1,3800,1,10,3,0,0.012453,0,-6.2507e-11
1.3,6,0,0,1050,0.2,2,3,0.0002592,18.0009,0,4.51923e-08
1.3,9,0,0,650,0.9,10,1,0,27.0027,0,-2.8186e-10
1.3,1,1,0,1300,0.7,14,1,6.24e-05,0.0090543,0,5.6155e-07
1.3,4,1,0,1300,0.4,4,1,9.6e-05,0.0025056,0,1.4219e-07
1.3,3,1,0,6550,0.1,14,1,5.76e-05,0.0044471,0,4.8972e-08
1.3,9,1,0,3250,0.6,6,2,0,0.0021673,0,-2.8186e-10
1.3,5,0,1,5800,1,14,3,0,140.8046,0,-1.563573e-10
1.3,7,0,1,550,0.6,2,1,0.0004368,14.7134,0,1.2755e-07
1.3,8,1,1,2350,0.5,10,3,0,0.012456,0,-2.5042e-10
1.3,10,1,1,3050,0.6,4,3,0,0.010218,0,-3.1328e-10
1.3,7,1,1,1050,0.1,2,2,0.0002016,0.0096309,0,5.0952e-08
1.3,9,1,1,1550,0.8,2,1,0.0003024,0.0097676,0,8.8174e-08
1.3,1,0,0,700,1,10,1,2.4e-05,3.3082,0,6.1214e-07
1.3,8,0,1,950,0.6,2,1,0.000192,29.4251,0,8.69096e-08
1.3,2,1,1,2150,0.2,4,2,4.8e-05,0.011416,0,1.6063e-07
1.3,6,1,0,3250,0.7,2,3,0.0002592,0.0011196,0,4.5192e-08
1.3,3,1,0,750,0.7,2,2,0.0001008,0.0019063,0,1.2619e-07
1.3,6,1,1,7400,0.7,6,2,0,0.010666,0,-1.8791e-10
1.3,3,1,0,2000,0.4,2,2,0.0001008,0.0019063,0,1.2619e-07
1.3,4,1,0,2250,0.1,4,2,0.0002112,0.0019067,0,6.6497e-08
1.3,10,1,1,900,0.8,10,1,0,0.011468,0,-3.1328e-10
1.3,8,0,0,1350,0.8,4,3,0,47.1015,0,-2.50415e-10
1.3,4,0,0,800,0.4,4,2,0.0002112,10.8017,0,6.64972e-08
1.3,10,0,1,950,0.4,8,2,0,31.8312,0,-3.13283e-10
1.3,9,1,1,700,0,2,2,0.0003888,0.0095021,0,5.7303e-08
1.3,5,0,0,550,0.8,8,1,0.000144,12.0025,0,4.9976e-08
1.3,9,1,0,1750,0.1,8,3,0,0.0032098,0,-2.8186e-10
1.3,4,0,0,3000,0.7,2,2,9.6e-05,49.2013,0,8.82216e-08
1.3,4,0,0,2050,0.9,2,2,9.6e-05,37.8013,0,8.82216e-08
1.3,8,0,0,6750,0.5,6,1,3.84e-05,195.3017,0,1.133033e-08
1.3,3,0,1,3700,0,2,1,0.000216,26.7331,0,2.48205e-07
1.3,7,1,0,8350,0,6,2,0,0.0021666,0,-2.1878e-10
1.3,8,0,0,6350,0.5,2,2,0.0004224,183.9008,0,6.82607e-08
1.3,7,1,0,850,0.9,4,2,0,0.0015193,0,-2.1878e-10
1.3,6,0,1,750,0.1,4,1,8.64e-05,12.0144,0,7.76768e-08
1.3,3,0,0,550,1,2,2,0.0001008,7.8017,0,1.2619e-07
1.3,3,0,1,1550,0.8,4,1,0.0001008,20.4182,0,2.06148e-07
1.3,5,1,1,1400,0.2,2,3,0.000216,0.0097237,0,5.203e-08
1.3,2,1,0,1250,0,2,1,0.0007968,0.0040079,0,3.0301e-07
1.3,1,0,0,650,0.3,4,1,0.0003984,2.1076,0,6.6532e-07
1.3,2,1,1,2550,0.8,2,1,0.0007968,0.012508,0,3.0301e-07
1.3,8,0,1,600,0.4,2,2,0.0004224,16.2153,0,6.82607e-08
1.3,10,1,1,600,0.8,6,3,0,0.010964,0,-3.1328e-10
1.3,8,1,1,1500,0.1,2,3,3.84e-05,0.0095009,0,7.3323e-09
1.3,3,1,1,7400,0.5,12,3,0,0.0132,0,-9.3765e-11
1.3,9,1,0,2550,0.5,2,1,0.0003024,0.0012676,0,8.8174e-08
1.3,3,1,1,6950,1,2,3,0.0001008,0.010141,0,8.5717e-08
1.3,1,0,1,7400,0.6,6,2,3.36e-05,28.8284,0,3.48947e-07
1.3,2,1,1,2650,0.9,4,3,2.88e-05,0.011051,0,9.5987e-08
1.3,3,1,1,3900,0.5,6,2,0.0001296,0.011054,0,5.7462e-08
1.3,7,1,0,6550,0.4,2,1,0.0004368,0.0014863,0,1.2755e-07
1.3,8,1,0,1250,0.9,4,3,0,0.0017172,0,-2.5042e-10
1.3,3,0,0,600,0.3,14,1,5.76e-05,5.7042,0,4.8972e-08
1.3,9,0,1,3450,0.2,12,2,0,89.7934,0,-2.8186e-10
1.3,9,0,1,550,0.9,2,1,0.0003024,22.8177,0,8.81737e-08
1.3,7,1,1,600,0.6,4,1,0.0002016,0.010261,0,7.0942e-08
1.3,1,1,0,1850,0.1,14,3,1.92e-05,0.0059676,0,6.0133e-08
1.3,8,1,0,550,0.4,2,3,3.84e-05,0.0010009,0,7.3323e-09
1.3,5,1,1,5450,0.1,2,3,0.000216,0.0097237,0,5.203e-08
1.3,4,0,1,650,0.8,4,3,1.92e-05,11.11,0,8.64038e-09
1.3,7,1,1,1450,0.9,2,1,0.0004368,0.0099863,0,1.2755e-07
1.3,2,1,1,2150,0,2,3,6.72e-05,0.010663,0,1.4005e-07
1.3,2,0,0,600,0.4,2,2,0.0001056,3.9024,0,2.0156e-07
1.3,9,1,1,850,0.7,2,2,0.0003888,0.0095021,0,5.7303e-08
1.3,5,1,1,6350,0.7,4,3,0,0.010216,0,-1.5636e-10
1.3,5,1,0,1900,0.9,6,2,0,0.0021659,0,-1.5636e-10
1.3,8,1,0,4300,0.1,10,3,0,0.0039555,0,-2.5042e-10
1.3,3,0,1,5450,0.2,12,1,0.0001296,47.151,0,8.7447e-08
1.3,1,1,0,1800,0.5,2,2,0.0003984,0.0046892,0,3.8446e-07
1.3,5,1,0,2900,0.7,2,2,0.000312,0.0013632,0,8.9174e-08
1.3,5,1,0,950,0.8,8,2,0,0.0028133,0,-1.5636e-10
1.3,7,0,0,4400,0.4,2,2,0.0002016,103.8009,0,5.095159e-08
1.3,4,1,0,1700,0.4,4,3,1.92e-05,0.0017755,0,8.6404e-09
1.3,4,0,1,850,1,2,3,5.76e-05,16.5128,0,5.26996e-08
1.3,5,0,1,2000,0,2,1,0.00012,24.0291,0,1.35078e-07
1.3,4,0,0,1150,0.4,14,3,0,15.6052,0,-1.25056e-10
1.3,5,1,0,8600,0.7,4,3,0,0.0017162,0,-1.5636e-10
1.3,2,0,1,10000,0.9,2,1,0.0007968,92.171,0,3.03013e-07
1.3,6,1,0,3550,0.7,4,1,8.64e-05,0.0019358,0,7.7677e-08
1.3,10,1,1,600,0,2,2,0.000288,0.0094636,0,4.1756e-08
1.3,8,0,1,8100,0.9,4,3,0,298.4191,0,-2.504152e-10
1.3,7,0,0,1900,0.1,10,3,0,35.1037,0,-2.18784e-10
1.3,3,1,1,1950,0.6,6,3,0,0.010962,0,-9.3765e-11
1.3,10,1,1,1250,0.1,12,1,0,0.012017,0,-3.1328e-10
1.3,7,0,0,2900,0.9,14,2,0,93.6045,0,-2.18784e-10
1.3,2,0,1,7600,0.8,2,3,6.72e-05,66.352,0,1.40046e-07
1.3,2,1,1,9400,0,8,1,4.8e-05,0.013287,0,2.6858e-07
1.3,2,0,0,1300,0.5,2,3,6.72e-05,9.3019,0,1.4005e-07
1.3,10,1,1,7400,0.9,4,1,0.000288,0.0099764,0,4.8753e-08
1.3,4,0,0,1750,0.7,12,2,0,28.8039,0,-1.25056e-10
1.3,5,0,1,7850,0,4,2,0.000144,94.3093,0,3.59829e-08
1.3,4,0,0,8600,0,2,1,0.0002112,82.502,0,1.84251e-07
1.3,6,1,0,2700,0.8,2,3,0.0002592,0.0011196,0,4.5192e-08
1.3,9,0,1,1300,0,6,3,0,28.2344,0,-2.8186e-10
1.3,5,0,1,2400,0.7,2,1,0.00012,49.2403,0,1.35078e-07
1.3,5,1,1,9150,0.2,4,2,0.000144,0.0102,0,3.5983e-08
1.3,3,1,1,1050,0,4,3,0.0001296,0.010514,0,4.7467e-08
1.3,8,1,1,1050,1,4,2,0,0.01002,0,-2.5042e-10
1.3,4,1,1,1300,0.3,2,2,9.6e-05,0.01007,0,8.8222e-08
1.3,5,1,0,3450,0.2,2,1,0.00012,0.0018696,0,1.3508e-07
1.3,5,1,0,3350,0.5,6,3,0,0.0024623,0,-1.5636e-10
1.3,5,0,1,5000,0.9,16,2,0,114.9891,0,-1.563573e-10
1.3,8,1,1,1250,0,12,3,0,0.013202,0,-2.5042e-10
1.3,1,1,0,4850,0.5,8,3,1.44e-05,0.0048783,0,1.8727e-07
1.3,8,0,1,1500,0.2,8,2,0,34.5371,0,-2.50415e-10
1.3,9,1,0,4150,0.5,8,1,0,0.0024195,0,-2.8186e-10
1.3,4,1,0,2900,0,2,2,9.6e-05,0.0015701,0,8.8222e-08
1.3,1,1,1,5150,0.7,2,2,0.0003984,0.013189,0,3.8446e-07
1.3,4,0,1,2000,0.7,2,1,0.0002112,33.0278,0,1.84251e-07
1.3,1,1,0,1300,0.4,2,3,7.2e-05,0.0037144,0,3.1305e-07
1.3,5,0,0,2200,0.3,6,1,0.000216,34.2022,0,8.60133e-08
1.3,8,1,1,1050,0.7,12,3,0,0.013202,0,-2.5042e-10
1.3,8,1,1,7150,0.3,4,1,0.0004224,0.010151,0,8.3253e-08
1.3,6,1,0,6150,0,2,3,0.0002592,0.0011196,0,4.5192e-08
1.3,8,0,0,1700,0.5,2,2,0.0004224,49.2008,0,6.82607e-08
1.3,5,1,1,1450,1,2,2,0.000312,0.0098632,0,8.9174e-08
1.3,10,0,0,2350,0.2,6,1,0,67.8016,0,-3.13283e-10
1.3,5,1,0,4150,0,2,3,0.000216,0.0012237,0,5.203e-08
1.3,7,1,0,4400,0.3,14,3,0,0.0054474,0,-2.1878e-10
1.3,9,1,0,2250,0.5,6,3,0,0.0024637,0,-2.8186e-10
1.3,8,1,0,2250,0,4,2,0,0.0015196,0,-2.5042e-10
1.3,3,0,1,1800,0.8,14,1,5.76e-05,23.722,0,4.89717e-08
1.3,1,0,0,6750,0.7,4,1,0.0003984,27.9076,0,6.6532e-07
1.3,3,1,0,1000,0.3,16,3,0,0.0061921,0,-9.3765e-11
1.3,10,1,1,1700,0.4,2,2,0.000288,0.0094636,0,4.1756e-08
1.3,10,0,0,550,0.4,6,3,0,18.6022,0,-3.13283e-10
1.3,1,1,1,750,0.6,2,3,7.2e-05,0.012214,0,3.1305e-07
1.3,3,0,0,1550,0.8,8,2,1.44e-05,20.4027,0,1.30144e-08
1.3,8,0,1,800,0.6,14,2,0,24.6247,0,-2.50415e-10
1.3,9,1,1,3050,0.5,6,3,0,0.010964,0,-2.8186e-10
1.3,3,1,0,600,0.7,2,1,0.000216,0.0027905,0,2.482e-07
1.3,5,0,0,2400,0,8,3,0,28.803,0,-1.56357e-10
1.3,3,0,1,2900,0.3,10,3,0,27.0293,0,-9.37648e-11
1.3,10,0,1,3050,0.4,14,2,0,102.9966,0,-3.132825e-10
1.3,9,0,0,2900,0.4,4,3,0,87.9015,0,-2.8186e-10
1.3,3,1,0,3550,0.9,2,3,0.0001008,0.0016409,0,8.5717e-08
1.3,10,1,0,700,0.1,4,2,0,0.0015203,0,-3.1328e-10
1.3,1,0,1,650,1,4,1,0.0003984,3.0098,0,6.6532e-07
1.3,8,1,1,5650,0.2,2,1,0.000192,0.009866,0,8.691e-08
1.3,8,1,1,10000,0.4,2,1,0.000192,0.009866,0,8.691e-08
1.3,4,1,0,850,0.6,4,1,9.6e-05,0.0025056,0,1.4219e-07
1.3,7,1,1,1700,0.8,8,3,0,0.011709,0,-2.1878e-10
1.3,1,0,0,3900,0,6,2,3.36e-05,9.305,0,3.4895e-07
1.3,4,1,0,9700,0.1,8,2,0,0.0028129,0,-1.2506e-10
1.3,7,0,0,7150,0.1,6,1,0.0001344,132.0018,0,3.299973e-08
1.3,8,1,0,550,0,2,3,3.84e-05,0.0010009,0,7.3323e-09
1.3,7,1,1,2400,0.6,2,2,0.0002016,0.0096309,0,5.0952e-08
1.3,1,0,1,5650,0.6,2,2,0.0003984,21.6222,0,3.84459e-07
1.3,4,1,1,750,0.2,14,3,0,0.013946,0,-1.2506e-10
1.3,7,1,0,5000,0.2,2,2,0.0002016,0.0011309,0,5.0952e-08
1.3,4,0,0,5000,0.4,4,3,1.92e-05,67.5016,0,8.64038e-09
1.3,2,0,0,850,0.7,6,3,8.64e-05,6.9027,0,5.9278e-08
1.3,6,1,1,4550,0.6,4,1,8.64e-05,0.010436,0,7.7677e-08
1.3,6,0,0,3250,0.1,2,3,0.0002592,51.6009,0,4.51923e-08
1.3,9,1,0,10000,0.6,4,2,0,0.00152,0,-2.8186e-10
1.3,7,1,0,900,0.3,8,1,0,0.0024189,0,-2.1878e-10
1.3,4,1,0,2200,0.9,2,3,5.76e-05,0.0013875,0,5.27e-08
1.3,8,1,1,1050,0.2,6,2,0,0.010667,0,-2.5042e-10
1.3,10,0,0,3900,0.1,6,3,0,102.9022,0,-3.132825e-10
1.3,4,0,0,600,0.7,14,3,0,9.9052,0,-1.2506e-10
1.3,6,1,1,900,0.2,2,2,8.64e-05,0.0097341,0,4.9691e-08
1.3,4,1,0,3450,0.6,10,2,0,0.0034603,0,-1.2506e-10
1.3,3,1,1,2400,1,2,1,0.000216,0.01129,0,2.482e-07
1.3,10,1,0,1600,0.4,2,2,0.000288,0.00096363,0,4.1756e-08
1.3,5,0,0,1300,0,8,2,0,15.6026,0,-1.56357e-10
1.3,8,1,0,3550,0,2,2,0.0004224,0.0010665,0,6.8261e-08
1.3,7,0,1,5300,0.7,4,3,0,152.8211,0,-2.187842e-10
1.3,3,1,0,7600,0.7,2,2,0.0001008,0.0019063,0,1.2619e-07
1.3,8,1,1,2000,0.5,2,1,0.000192,0.009866,0,8.691e-08
1.3,5,1,0,1850,0.3,4,1,0.000312,0.0021549,0,1.2716e-07
1.3,3,1,1,1050,0.7,4,1,0.0001008,0.011576,0,2.0615e-07
1.3,8,1,1,8600,0,4,1,0.0004224,0.010151,0,8.3253e-08
1.3,3,0,0,3900,0.9,10,1,0.0001296,54.0037,0,1.17922e-07
1.3,9,1,0,4850,0,6,2,0,0.0021673,0,-2.8186e-10
1.3,3,0,0,1350,0.3,4,1,0.0001008,12.6029,0,2.06148e-07
1.3,9,0,1,1950,0.4,10,2,0,59.4562,0,-2.8186e-10
1.3,6,1,0,9150,0.5,2,1,0.0002016,0.0016505,0,1.1973e-07
1.3,2,1,1,1000,0.5,6,1,6.72e-05,0.013002,0,2.9997e-07
1.3,6,1,0,1850,0.8,6,2,0,0.0021663,0,-1.8791e-10
1.3,6,0,1,1300,0.3,2,3,0.0002592,24.3239,0,4.51923e-08
1.3,2,0,1,2400,1,12,2,9.6e-06,23.4205,0,1.82664e-08
1.3,1,1,1,550,0.3,12,3,4.32e-05,0.014095,0,1.0425e-07
1.3,5,1,0,3000,0.6,8,3,0,0.0032084,0,-1.5636e-10
1.3,2,0,1,8600,0.2,6,2,2.88e-05,49.5526,0,1.23973e-07
1.3,6,1,1,1850,0.5,2,1,0.0002016,0.010151,0,1.1973e-07
1.3,6,0,0,1050,0.9,4,2,2.88e-05,29.1013,0,8.76617e-09
1.3,2,0,1,3000,1,6,3,8.64e-05,29.1233,0,5.92782e-08
1.3,2,0,0,850,0.2,2,3,6.72e-05,4.8019,0,1.4005e-07
1.3,2,0,0,4300,0.6,2,1,0.0007968,33.3038,0,3.03013e-07
1.3,9,1,0,600,0.5,8,2,0,0.0028147,0,-2.8186e-10
1.3,3,1,0,3350,0.4,6,2,0.0001296,0.0025537,0,5.7462e-08
1.3,7,1,0,2550,0.7,2,1,0.0004368,0.0014863,0,1.2755e-07
1.3,2,1,1,2700,0.3,4,3,2.88e-05,0.011051,0,9.5987e-08
1.3,5,0,1,800,0,8,2,0,9.6136,0,-1.5636e-10
1.3,9,1,1,1650,0.3,4,3,0,0.010218,0,-2.8186e-10
