Topology,lambda_parallel_instances,lambda_allocated_memory,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,car_cache,latency,cost,reliability,scalability
1.4,28,3328,1,1,6150,0.7,2,0,0.01806,0,-1.2643e-10
1.4,93,384,1,1,1450,0.8,2,4.4449e-17,0.010612,0,-2.5932e-11
1.4,44,384,0,1,1800,0.8,3,0,23.8623,0,-5.97308e-11
1.4,44,960,0,0,1650,1,9,0,72.4301,0,-3.94138e-10
1.4,76,960,0,0,6150,0.1,6,0,98.0833,0,-2.54008e-10
1.4,65,2944,1,1,3550,0.8,7,4.4497e-17,0.023292,0,-4.236e-10
1.4,80,1984,1,1,4550,0,9,0,0.020178,0,-4.8628e-10
1.4,17,1088,0,0,2250,0.7,10,0,94.3292,0,-4.65731e-10
1.4,24,576,0,1,6150,0.3,2,0,38.988,0,-5.12326e-11
1.4,39,640,0,0,650,0.6,1,0,2.4814,0,-2.1358e-11
1.4,71,128,0,0,1050,0.1,9,0,25.8702,0,-8.68415e-11
1.4,38,256,1,1,900,0.1,10,0,0.0091403,0,-2.5654e-10
1.4,72,256,1,1,2800,0.6,7,0,0.0095019,0,-1.529e-10
1.4,10,2112,0,0,1100,0.6,8,0,34.9759,0,-4.57311e-10
1.4,76,768,1,0,1300,1,10,0,0.0030495,0,-4.1112e-10
1.4,53,896,1,0,3450,0.2,5,0,0.0026029,0,-2.0712e-10
1.4,2,192,0,0,2650,0.8,9,0,104.3924,0,-1.574378e-10
1.4,69,128,1,1,700,0.1,4,0,0.0080372,0,2.8808e-11
1.4,41,3648,0,1,5000,0.1,2,0,26.7186,0,-1.25579e-10
1.4,86,1600,1,0,4850,0.6,5,0,0.0077937,0,-2.7424e-10
1.4,96,5632,0,0,800,0.3,5,0,12.8,0,-3.59372e-10
1.4,32,8384,0,0,950,0.1,4,0,10.111,0,-3.18025e-10
1.4,17,320,0,0,4300,0.4,9,5.59566e-17,135.4412,0,-2.689151e-10
1.4,67,1408,0,1,1050,0.5,2,4.4437e-17,7.634,0,-9.0965e-11
1.4,49,448,1,1,4550,0.8,4,4.4453e-17,0.010396,0,-1.0995e-10
1.4,1,960,0,0,8850,0.3,9,0,250.4803,0,-3.94138e-10
1.4,80,1792,1,0,1600,0.4,9,0,0.0081158,0,-4.8495e-10
1.4,33,128,0,1,9700,0.5,3,0,109.495,0,5.210901e-11
1.4,69,128,1,1,2200,0.3,1,0,0.0080364,0,9.6506e-11
1.4,67,960,1,1,2550,0.9,2,0,0.013641,0,-7.3337e-11
1.4,38,2432,1,0,800,0.8,10,4.4012e-17,0.0055436,0,7.9828e-09
1.4,62,4928,0,0,1500,0.9,6,0,41.501,0,-4.12384e-10
1.4,89,1728,1,1,900,0.4,9,0,0.019911,0,-4.836e-10
1.4,7,512,0,0,1350,0.2,3,0,12.092,0,-8.99241e-11
1.4,87,1280,0,0,9150,0.1,2,0,49.7483,0,-9.46625e-11
1.4,83,3328,0,0,1550,0.6,3,3.35328e-17,18.4189,0,-5.11718e-07
1.4,45,2688,1,0,500,0,7,0,0.0072876,0,-4.2214e-10
1.4,44,448,1,1,700,0.2,6,4.4453e-17,0.010296,0,-1.8278e-10
1.4,21,192,1,0,750,0,1,0,0.00037926,0,5.6873e-11
1.4,18,256,1,0,500,0.2,4,0,0.00042488,0,-6.8973e-11
1.4,24,1984,1,1,8350,0.8,10,0,0.014068,0,-5.5218e-10
1.4,11,2688,1,1,2000,0.7,9,4.4545e-17,0.013858,0,-5.5031e-10
1.4,75,3328,1,0,500,0.2,7,0,0.015208,0,-4.4772e-10
1.4,77,3776,1,1,3000,0.2,10,0,0.029916,0,-6.5403e-10
1.4,61,8000,1,1,3250,0.1,7,2.9025e-17,0.032762,0,-5.5547e-10
1.4,60,192,1,1,7400,0.6,5,0,0.0084875,0,-4.8929e-11
1.4,33,9984,0,0,7600,1,9,7.326282e-17,331.5796,0,-7.303239e-10
1.4,50,3328,0,0,1350,0.9,6,Inf,38.0366,0,Inf
1.4,17,704,0,0,1350,0.9,7,9.3697e-17,44.3015,0,-1.3795e-09
1.4,65,640,1,0,3250,0.8,9,0,0.0022449,0,-3.459e-10
1.4,44,3200,0,1,7850,0.9,6,0,222.6321,0,-3.860841e-10
1.4,48,192,0,1,3900,0.3,7,0,86.0693,0,-1.01806e-10
1.4,89,256,0,0,900,0.6,10,0,36.1269,0,-2.56539e-10
1.4,20,1664,0,0,2400,0.9,1,3.84672e-17,11.0662,0,-3.12783e-09
1.4,73,384,1,1,700,0.1,9,4.4506e-17,0.010282,0,-2.643e-10
1.4,16,5632,1,0,2700,0.8,7,0,0.0059379,0,-5.0549e-10
1.4,3,1472,1,1,950,0,10,4.4645e-17,0.011346,0,-5.142e-10
1.4,46,2112,0,1,5650,0.6,10,0,223.2277,0,-5.708614e-10
1.4,80,320,0,1,2050,0.8,9,5.59566e-17,83.5082,0,-2.68915e-10
1.4,76,896,1,0,1750,0.4,4,4.0349e-17,0.0036896,0,6.1428e-09
1.4,72,128,0,1,2900,0.9,10,0,138.8015,0,-1.244346e-10
1.4,95,4736,1,1,600,0.5,4,8.7329e-17,0.040927,0,-4.1931e-08
1.4,50,3648,1,0,1700,0.6,2,0,0.01117,0,-1.2558e-10
1.4,97,192,0,0,700,0.3,10,0,22.0257,0,-1.82606e-10
1.4,97,2560,1,1,4700,1,2,0,0.026615,0,-1.2211e-10
1.4,15,9600,1,0,1650,0.5,2,4.4464e-17,0.0098251,0,-1.5833e-10
1.4,40,2240,1,0,1800,1,3,0,0.0053049,0,-1.6604e-10
1.4,3,320,0,1,3450,0.5,6,1.00385e-16,77.5946,0,-1.59547e-10
1.4,66,320,1,0,1350,0.2,10,0,0.0011502,0,-2.806e-10
1.4,85,832,0,0,5300,0.8,10,0,237.0141,0,-4.28021e-10
1.4,98,1856,0,1,2250,0.9,9,3.42405e-17,94.2758,0,-1.73273e-08
1.4,12,1856,1,1,1600,0.9,3,0,0.012671,0,-1.5468e-10
1.4,86,512,0,0,550,0.7,7,0,16.1245,0,-2.44665e-10
1.4,87,7040,0,0,800,0.5,9,0,26.1914,0,-6.86861e-10
1.4,51,7360,1,0,750,0.6,2,0,0.024624,0,-1.4989e-10
1.4,17,1984,0,0,1300,0.1,10,0,34.2274,0,-5.52178e-10
1.4,59,1408,1,1,3800,1,9,0,0.015542,0,-4.5318e-10
1.4,53,960,1,1,9400,0.8,10,0,0.012973,0,-4.4452e-10
1.4,77,384,1,1,4400,0.7,10,0,0.010349,0,-3.0355e-10
1.4,57,1088,0,0,900,0.9,8,5.57333e-17,33.6919,0,-3.75756e-10
1.4,26,192,0,1,800,0.7,7,0,23.2502,0,-1.01806e-10
1.4,22,7360,0,1,800,0.8,10,0,35.1351,0,-7.68863e-10
1.4,55,1024,0,1,4300,0.3,3,0,41.4399,0,-1.33864e-10
1.4,65,320,1,0,1850,0.8,5,4.4484e-17,0.0011345,0,-1.1434e-10
1.4,5,192,1,0,2900,0.3,10,0,0.00026413,0,-1.8261e-10
1.4,40,3456,1,0,6950,0.4,10,0,0.0085278,0,-6.5241e-10
1.4,84,8768,0,0,700,0.9,8,0,26.2227,0,-6.38928e-10
1.4,23,192,1,1,2650,0.8,4,0,0.0082149,0,-2.2457e-11
1.4,17,1600,0,0,1400,0.5,10,4.33123e-17,50.7154,0,-3.04628e-09
1.4,41,192,0,0,9700,0.2,9,0,253.4385,0,-1.574378e-10
1.4,54,3456,1,1,750,0.1,3,0,0.023666,0,-1.8948e-10
1.4,22,192,1,0,8850,0.2,9,0,0.00038897,0,-1.5744e-10
1.4,25,448,0,0,3050,0.5,2,4.44297e-17,22.303,0,-3.78542e-11
1.4,18,256,0,1,1150,0.6,5,0,23.0649,0,-9.60372e-11
1.4,27,640,0,1,3550,0.9,3,4.44409e-17,50.5727,0,-9.88301e-11
1.4,3,2112,1,0,8350,0.2,3,0,0.00058837,0,-1.7205e-10
1.4,68,1088,1,1,550,0.2,3,0,0.014591,0,-1.3054e-10
1.4,42,1088,1,0,900,0.4,10,0,0.0025933,0,-4.6573e-10
1.4,61,704,1,1,9150,0.2,4,5.6018e-17,0.012164,0,-1.4576e-10
1.4,53,448,0,1,850,0.8,3,4.44533e-17,11.3136,0,-7.41861e-11
1.4,24,448,1,1,4700,0.9,10,4.4548e-17,0.0098946,0,-3.333e-10
1.4,88,576,0,0,850,0,3,0,6.0884,0,-9.0001e-11
1.4,64,704,1,1,5800,0.7,9,4.4545e-17,0.012268,0,-3.559e-10
1.4,55,3776,1,1,5150,0.8,3,0,0.024927,0,-1.9039e-10
1.4,45,6720,0,0,2050,0.8,1,0,9.1904,0,-7.6451e-11
1.4,8,2688,0,1,600,0.8,7,0,18.3857,0,-4.22145e-10
1.4,96,384,0,0,5800,0.2,6,4.447182e-17,101.1109,0,-1.611336e-10
1.4,79,1792,1,0,1150,0.3,6,0,0.0080154,0,-3.184e-10
1.4,11,384,0,0,1050,0.1,1,0,2.7166,0,7.8569e-12
1.4,62,3200,0,1,600,0.9,2,0,5.5621,0,-1.3064e-10
1.4,77,384,0,1,4850,0,9,4.450638e-17,105.4567,0,-2.642956e-10
1.4,59,448,0,1,1250,0.3,3,4.44533e-17,11.9275,0,-7.41861e-11
1.4,70,2816,1,1,800,0.8,2,4.4453e-17,0.023626,0,-1.1706e-10
1.4,81,1792,1,0,6350,0.4,6,0,0.0082125,0,-3.184e-10
1.4,77,960,0,0,800,0.8,6,0,21.1285,0,-2.54008e-10
1.4,34,192,0,0,600,0.8,3,0,7.8448,0,3.9909e-12
1.4,19,1344,1,1,7850,0.2,2,0,0.012471,0,-9.0632e-11
1.4,63,8384,1,1,650,0.9,1,0,0.035441,0,-7.9916e-11
1.4,73,448,1,1,2050,0.7,9,0,0.010882,0,-2.9206e-10
1.4,34,128,0,0,4150,0.2,10,0,124.3626,0,-1.244346e-10
1.4,2,320,1,1,900,1,4,0,0.0091005,0,-8.1496e-11
1.4,16,2816,1,0,1400,0.9,7,0,0.0028585,0,-4.2308e-10
1.4,99,1728,1,1,10000,0.5,5,3.5721e-17,0.021001,0,-1.6103e-08
1.4,80,5376,1,0,700,0.8,8,4.4552e-17,0.027471,0,-5.8235e-10
1.4,48,192,0,0,1650,0.6,5,0,32.2836,0,-4.89287e-11
1.4,40,1984,1,1,3700,0,4,0,0.01581,0,-2.1033e-10
1.4,100,6720,1,0,2350,0.3,10,0,0.043915,0,-7.6551e-10
1.4,89,1344,1,1,1000,0.2,4,4.4472e-17,0.017489,0,-1.9197e-10
1.4,2,3968,0,1,4700,0.1,3,0,37.2549,0,-1.91788e-10
1.4,86,256,1,1,1850,0.4,9,0,0.0096519,0,-2.1093e-10
1.4,61,1344,0,1,5000,0.5,10,0,185.2025,0,-4.998255e-10
1.4,64,1088,0,0,2200,0.3,5,0,34.9173,0,-2.25532e-10
1.4,91,2560,1,1,7600,0.3,10,0,0.025725,0,-6.0752e-10
1.4,12,1216,1,1,500,1,10,0,0.011523,0,-4.7902e-10
1.4,82,768,1,0,4700,0.9,9,0,0.0032717,0,-3.6493e-10
1.4,37,448,1,0,9700,0.1,8,4.4548e-17,0.00097584,0,-2.5587e-10
1.4,9,576,0,0,9700,0,8,0,188.9713,0,-2.863659e-10
1.4,31,320,1,1,5150,0,9,5.5957e-17,0.0095048,0,-2.6892e-10
1.4,20,6144,0,0,1950,0.1,7,0,36.1175,0,-5.17981e-10
1.4,2,1472,1,1,600,0.3,9,4.4503e-17,0.011267,0,-4.5406e-10
1.4,36,128,1,0,8600,0.3,9,0,0.00040367,0,-8.6841e-11
1.4,24,8000,1,0,3000,0.7,9,0,0.013031,0,-7.0877e-10
1.4,3,192,1,1,9400,1,8,0,0.0080688,0,-1.2881e-10
1.4,10,128,0,1,1250,0,10,0,31.2043,0,-1.24435e-10
1.4,3,4352,1,1,7150,0.6,1,0,0.013612,0,-6.5619e-11
1.4,75,4160,0,1,6350,0.8,1,0,28.2576,0,-6.62175e-11
1.4,12,2240,0,1,2500,0.6,1,0,9.7521,0,-5.087e-11
1.4,30,640,0,0,600,0.9,8,4.44534e-17,22.9432,0,-3.10554e-10
1.4,54,640,1,0,600,0.6,9,0,0.0019046,0,-3.459e-10
1.4,39,256,1,0,1150,0.9,5,0,0.00064919,0,-9.6037e-11
1.4,58,1792,1,1,4150,0.2,7,0,0.017166,0,-3.7243e-10
1.4,57,2560,0,1,1900,0.3,8,0,48.7307,0,-4.81162e-10
1.4,36,4544,1,1,550,0.4,4,0,0.022896,0,-2.7067e-10
1.4,87,1408,1,0,1100,0.8,3,0,0.0067608,0,-1.4248e-10
1.4,24,512,0,1,2650,0.7,3,0,33.8221,0,-8.99241e-11
1.4,94,2816,0,0,5650,0.3,2,4.44528e-17,35.9323,0,-1.17065e-10
1.4,62,320,0,1,2800,0.9,6,1.00385e-16,80.0785,0,-1.59547e-10
1.4,45,256,1,0,4550,0.1,5,0,0.00071319,0,-9.6037e-11
1.4,39,4544,1,0,1700,0,8,3.06e-17,0.011307,0,-1.6959e-08
1.4,32,2816,1,1,3250,0.3,10,4.4545e-17,0.017389,0,-6.1194e-10
1.4,20,384,0,1,7150,0.1,10,0,190.3487,0,-3.035472e-10
1.4,94,448,1,1,1300,0.4,3,4.4453e-17,0.011303,0,-7.4186e-11
1.4,27,3456,0,1,1150,0.4,2,0,7.9481,0,-1.2709e-10
1.4,12,2432,0,0,1950,0.7,8,4.45502e-17,64.1666,0,-4.60261e-10
1.4,23,384,0,0,1250,1,9,4.45064e-17,54.9314,0,-2.64296e-10
1.4,37,192,0,1,4700,0.5,5,0,85.4577,0,-4.89287e-11
1.4,73,320,0,1,9400,0.4,9,5.59566e-17,296.6794,0,-2.689151e-10
1.4,53,2112,1,0,900,0.8,7,5.6791e-17,0.0065749,0,-3.9493e-10
1.4,81,640,0,1,2200,0.8,2,1.00309e-16,19.8594,0,-6.25678e-11
1.4,29,192,1,0,750,0.2,2,0,0.00043843,0,3.0437e-11
1.4,77,8768,0,1,500,0.4,7,0,11.9251,0,-5.62797e-10
1.4,22,5888,1,0,5450,0.3,10,0,0.008436,0,-7.2224e-10
1.4,14,512,0,1,5300,0.1,10,0,144.6361,0,-3.558165e-10
1.4,63,1664,0,0,2200,0.5,4,0,32.8915,0,-2.06756e-10
1.4,85,640,1,1,1250,0.9,6,5.6844e-17,0.012722,0,-2.2112e-10
1.4,77,1984,1,0,500,0.6,1,0,0.0086254,0,-4.6385e-11
1.4,25,192,0,0,1300,0.3,8,0,32.5851,0,-1.28806e-10
1.4,30,9984,0,1,6750,0.6,4,7.24721e-17,104.5233,0,-3.19076e-10
1.4,37,576,0,1,1050,0.3,1,0,3.3515,0,-1.1724e-11
1.4,55,192,1,1,2500,0.4,5,0,0.0084507,0,-4.8929e-11
1.4,70,256,1,1,6350,1,4,0,0.0094796,0,-6.8973e-11
1.4,49,256,0,0,5650,0.5,4,0,84.7097,0,-6.89732e-11
1.4,29,8768,0,1,10000,0.1,10,0,268.4299,0,-7.978553e-10
1.4,36,1280,0,1,4400,0.6,4,0,69.8843,0,-2.01825e-10
1.4,16,1152,0,1,2350,0.9,2,0,21.8889,0,-8.26645e-11
1.4,98,2240,1,1,800,0.5,9,0,0.024231,0,-5.1751e-10
1.4,16,320,0,0,6350,0.9,4,0,121.1187,0,-8.149638e-11
1.4,45,256,0,1,9150,0.7,9,0,351.5698,0,-2.109286e-10
1.4,14,2112,0,1,3700,0.9,1,0,17.5017,0,-5.22716e-11
1.4,42,256,1,1,1950,0.8,4,0,0.0091809,0,-6.8973e-11
1.4,51,1216,1,0,4150,0.8,1,5.1969e-17,0.0034798,0,5.7074e-09
1.4,19,3072,1,1,600,0.7,5,0,0.015531,0,-3.0385e-10
1.4,12,9984,0,1,4150,0.2,9,7.326282e-17,108.1345,0,-7.303239e-10
1.4,46,4544,0,0,650,0.7,9,0,24.5957,0,-6.2567e-10
1.4,75,256,0,1,1100,1,1,0,5.6105,0,2.6303e-11
1.4,88,448,1,1,3250,0.9,10,4.4548e-17,0.011185,0,-3.333e-10
1.4,52,1216,1,1,550,0.8,10,0,0.014036,0,-4.7902e-10
1.4,89,640,1,1,3150,0.9,9,0,0.012847,0,-3.459e-10
1.4,17,256,0,0,5800,0.5,5,0,109.0009,0,-9.603722e-11
1.4,3,1088,0,1,1900,0,5,0,23.3026,0,-2.25532e-10
1.4,14,192,0,0,1850,0.7,4,0,30.7747,0,-2.24572e-11
1.4,61,192,0,0,1100,0.1,2,0,5.733,0,3.0437e-11
1.4,77,704,1,0,7150,0.8,1,5.5698e-17,0.0028471,0,-1.9736e-11
1.4,60,192,1,1,2550,0.4,2,0,0.0084866,0,3.0437e-11
1.4,43,128,1,1,1600,0.5,5,0,0.0079155,0,2.0993e-13
1.4,26,128,1,0,1350,0.2,4,0,0.00035543,0,2.8808e-11
1.4,22,384,1,1,4150,0.8,3,0,0.0094312,0,-5.9731e-11
1.4,85,1472,0,1,9700,0,9,4.450278e-17,211.7702,0,-4.540598e-10
1.4,66,4544,1,1,1600,0.8,2,0,0.031301,0,-1.3328e-10
1.4,76,320,1,1,1800,1,5,4.4484e-17,0.010127,0,-1.1434e-10
1.4,16,7680,0,0,4700,0.7,5,0,96.9719,0,-3.83435e-10
1.4,42,128,1,1,2050,0.5,7,0,0.0079114,0,-5.1394e-11
1.4,88,5376,0,1,8100,0.6,8,4.455244e-17,255.1021,0,-5.823465e-10
1.4,13,8000,0,1,6350,0,10,0,152.656,0,-7.918206e-10
1.4,90,2432,1,0,700,0.7,4,0,0.012629,0,-2.2497e-10
1.4,12,1280,0,1,1850,0.1,4,0,20.1046,0,-2.01825e-10
1.4,67,3072,1,0,600,1,10,0,0.012236,0,-6.1291e-10
1.4,5,384,1,1,500,0.6,6,4.4472e-17,0.0091495,0,-1.6113e-10
1.4,47,2560,1,1,2650,0.8,3,0,0.019149,0,-1.7437e-10
1.4,16,7360,1,0,2050,0,4,0,0.007882,0,-3.0195e-10
1.4,99,448,0,1,3700,0.8,6,4.44533e-17,98.7571,0,-1.82781e-10
1.4,65,4544,1,1,1050,0.4,10,0,0.031027,0,-6.9819e-10
1.4,5,6144,0,0,1000,0.1,3,0,7.8257,0,-2.1446e-10
1.4,44,3776,1,0,700,0.7,9,0,0.010199,0,-5.8815e-10
1.4,75,3648,1,0,1900,0.6,8,6.3635e-17,0.017103,0,-5.1899e-10
1.4,39,128,0,1,8100,0.3,9,0,237.1044,0,-8.684148e-11
1.4,100,256,1,1,9700,0.1,2,0,0.0097989,0,-1.007e-11
1.4,28,704,0,1,750,0.9,3,5.60178e-17,10.3964,0,-1.03618e-10
1.4,54,3776,0,1,2350,0.3,10,0,74.0539,0,-6.54027e-10
1.4,50,320,0,1,4850,0.7,9,5.59566e-17,186.3391,0,-2.689151e-10
1.4,70,2560,1,1,1350,1,6,4.4501e-17,0.022586,0,-3.5715e-10
1.4,96,256,1,0,1200,0.9,1,0,0.0012558,0,2.6303e-11
1.4,95,256,0,0,7400,0,4,0,73.8101,0,-6.89732e-11
1.4,47,3456,0,1,7850,0.1,5,0,105.4187,0,-3.197004e-10
1.4,21,1088,1,0,2200,0.3,7,0,0.0014112,0,-3.2094e-10
1.4,86,576,0,1,950,0.7,4,0,15.8384,0,-1.29268e-10
1.4,39,1728,0,0,1750,1,2,0,17.4336,0,-9.98247e-11
1.4,11,192,1,1,5000,0.4,6,0,0.0081271,0,-7.6476e-11
1.4,78,704,0,1,1150,0.8,10,0,51.0636,0,-3.99141e-10
1.4,30,1984,0,0,4700,0.6,8,0,145.3115,0,-4.324272e-10
1.4,27,448,0,0,550,0.6,7,0,14.9707,0,-2.19193e-10
1.4,71,320,0,1,4300,0.3,10,0,139.6212,0,-2.806004e-10
1.4,88,2112,0,0,3000,0.7,9,0,113.5247,0,-5.158168e-10
1.4,78,9984,0,0,600,0.7,1,2.7872e-17,2.4523,0,-7.8446e-11
1.4,99,4736,1,0,1750,0.5,2,4.4422e-17,0.029139,0,-1.335e-10
1.4,76,1280,0,1,7850,0.9,3,5.61801e-17,111.6208,0,-1.401628e-10
1.4,86,512,0,1,2900,1,2,0,29.167,0,-5.64998e-11
1.4,96,320,0,1,4050,0.4,10,0,142.1077,0,-2.806004e-10
1.4,89,3648,0,1,8600,0.2,1,0,25.2098,0,-6.05963e-11
1.4,50,7360,1,0,550,0.9,3,0,0.024147,0,-2.2615e-10
1.4,65,9600,0,1,1050,0.9,8,4.45354e-17,38.9422,0,-6.56381e-10
1.4,97,384,0,1,1450,0.3,8,4.44718e-17,36.5561,0,-2.31186e-10
1.4,75,1536,0,1,4700,0.8,1,0,20.8101,0,-4.07851e-11
1.4,90,448,1,1,600,0.8,3,4.4453e-17,0.011222,0,-7.4186e-11
1.4,77,2240,1,0,3000,0.4,9,0,0.010005,0,-5.1751e-10
1.4,62,7040,0,0,2900,0.5,5,0,53.2437,0,-3.78118e-10
1.4,97,704,1,0,7850,0.5,10,0,0.0035318,0,-3.9914e-10
1.4,16,2240,1,1,3150,0.4,4,0,0.013819,0,-2.2416e-10
1.4,58,1856,0,1,4050,0.1,5,0,53.9768,0,-2.64056e-10
1.4,71,640,1,1,3800,0,7,0,0.01229,0,-2.6593e-10
1.4,21,192,0,1,700,0,4,0,6.6455,0,-2.2457e-11
1.4,87,128,1,1,9400,0.5,6,0,0.0081222,0,-1.7195e-11
1.4,93,4352,1,0,3150,0.9,9,4.4461e-17,0.025192,0,-6.1104e-10
1.4,90,768,0,0,3350,0.5,6,0,72.9717,0,-2.34538e-10
1.4,42,1408,1,0,6350,0.9,5,8.2005e-17,0.0034813,0,-2.4506e-10
1.4,38,7680,1,0,7150,0,4,0,0.019196,0,-3.0213e-10
1.4,24,960,1,1,5800,0.8,3,0,0.011577,0,-1.1833e-10
1.4,17,640,0,1,700,0.6,4,4.44534e-17,11.1707,0,-1.42777e-10
1.4,4,192,0,1,3050,0.3,7,0,67.3452,0,-1.01806e-10
1.4,6,7040,1,0,4400,0.8,7,0,0.0029768,0,-5.338e-10
1.4,40,7680,0,1,2400,0.4,6,0,48.8467,0,-4.57719e-10
1.4,87,1152,1,1,2000,0,4,4.4496e-17,0.015946,0,-1.7835e-10
1.4,13,192,0,0,900,0.4,6,0,18.1028,0,-7.64759e-11
1.4,70,4736,0,1,6350,0.4,8,4.442172e-17,172.6207,0,-5.506825e-10
1.4,35,8768,1,1,2900,0.1,4,0,0.020688,0,-3.1901e-10
1.4,47,2688,0,0,5650,0.5,3,0,62.4667,0,-1.77627e-10
1.4,41,9600,0,1,8600,0.1,5,7.287701e-17,114.0526,0,-4.022752e-10
1.4,65,192,0,1,2650,0.8,1,0,11.4743,0,5.68726e-11
1.4,37,576,0,0,1400,0.8,7,5.63296e-17,43.2118,0,-2.4647e-10
1.4,3,7680,0,1,1050,0.9,9,0,43.6973,0,-6.87627e-10
1.4,48,1408,0,1,6150,0.4,8,0,168.7626,0,-4.035982e-10
1.4,69,4544,0,0,1850,0.4,6,0,37.6522,0,-4.07053e-10
1.4,4,1344,1,1,6750,0.5,9,0,0.011399,0,-4.5166e-10
1.4,36,6144,1,0,1250,0.7,7,0,0.014237,0,-5.1798e-10
1.4,34,9600,0,0,1050,0,2,4.4464e-17,5.1445,0,-1.5833e-10
1.4,60,256,1,0,2250,0.8,2,0,0.0008722,0,-1.007e-11
1.4,42,128,0,0,5300,0.5,6,0,119.6874,0,-1.719464e-11
1.4,24,3456,1,0,2500,0.9,5,0,0.0052064,0,-3.197e-10
1.4,75,960,0,1,4700,1,10,0,229.5211,0,-4.445155e-10
1.4,52,2432,0,0,1850,0.1,6,4.452e-17,29.529,0,-3.43549e-10
1.4,87,4160,1,1,1750,0.4,3,0,0.035128,0,-2.0128e-10
1.4,90,576,0,1,7400,0.6,1,0,29.2391,0,-1.17237e-11
1.4,67,1280,0,0,4700,0.3,1,4.44272e-17,15.1436,0,-4.51011e-11
1.4,92,128,0,0,9150,0.6,5,0,183.8948,0,2.099275e-13
1.4,15,128,0,1,1650,0.1,10,0,45.2427,0,-1.24435e-10
1.4,1,384,0,1,9150,0.7,6,4.447182e-17,227.1458,0,-1.611336e-10
1.4,11,2688,1,0,2400,0.4,6,4.45e-17,0.0019557,0,-3.615e-10
1.4,22,2048,1,1,1350,0.6,8,0,0.014347,0,-4.5561e-10
1.4,27,1088,1,1,8600,0.4,2,5.5733e-17,0.012286,0,-8.2843e-11
1.4,59,832,0,0,5000,0.2,4,0,59.178,0,-1.64631e-10
1.4,52,2240,0,1,3900,0,8,0,76.2074,0,-4.59314e-10
1.4,10,128,1,0,8600,0.2,7,0,0.0002812,0,-5.1394e-11
1.4,100,1408,0,0,1500,0.1,2,4.4437e-17,7.9348,0,-9.0965e-11
1.4,94,896,1,0,6000,0.9,9,0,0.0044418,0,-3.9264e-10
1.4,61,192,0,0,6000,0.9,3,0,83.273,0,3.9909e-12
1.4,52,3200,0,0,4550,0.3,3,0,43.7628,0,-1.87542e-10
1.4,30,128,0,0,10000,0.1,8,0,219.7383,0,-6.482409e-11
1.4,69,512,1,0,8350,0,4,0,0.0018805,0,-1.2499e-10
1.4,50,960,0,1,5650,0,3,0,41.0918,0,-1.18328e-10
1.4,50,576,1,0,1450,0.5,4,0,0.0015715,0,-1.2927e-10
1.4,45,2432,0,0,4050,0.9,7,0,131.0472,0,-3.980171e-10
1.4,38,1088,1,1,8350,0,8,5.5733e-17,0.012907,0,-3.7576e-10
1.4,49,512,0,1,10000,0.9,7,0,333.2342,0,-2.44665e-10
1.4,51,192,1,0,1650,0.7,6,0,0.00060153,0,-7.6476e-11
1.4,74,7040,1,1,7850,0.5,4,0,0.034091,0,-3.0159e-10
1.4,46,320,0,1,1800,0.3,3,0,17.4532,0,-5.47748e-11
1.4,17,768,1,0,1350,0.4,1,4.4419e-17,0.00085509,0,-2.123e-11
1.4,33,192,1,0,2150,0.2,1,0,0.00046758,0,5.6873e-11
1.4,52,1088,0,1,5000,0.7,4,5.57333e-17,83.9841,0,-1.80392e-10
1.4,58,1088,0,0,4400,0,9,0,97.0879,0,-4.21465e-10
1.4,22,7040,0,0,1650,0.1,8,2.90879e-17,35.2843,0,-6.18334e-10
1.4,15,320,1,1,1050,0.9,3,0,0.0092804,0,-5.4775e-11
1.4,62,7680,1,0,2700,0.3,5,0,0.031178,0,-3.8344e-10
1.4,72,576,0,0,500,0.4,1,0,1.8277,0,-1.1724e-11
1.4,69,192,1,1,1800,0.9,3,0,0.0085531,0,3.9909e-12
1.4,5,128,1,1,4850,0.6,6,0,0.0077374,0,-1.7195e-11
1.4,94,384,1,1,5800,0.4,4,4.4472e-17,0.01063,0,-9.3945e-11
1.4,81,1792,0,0,2500,0.2,4,0,29.2211,0,-2.08701e-10
1.4,74,7360,1,1,550,0.1,9,0,0.035634,0,-6.8749e-10
1.4,21,7680,0,0,850,0.1,2,0,4.5274,0,-1.5003e-10
1.4,9,5632,1,1,850,1,4,0,0.016359,0,-2.8577e-10
1.4,87,768,1,1,5300,0,4,0,0.013315,0,-1.4738e-10
1.4,3,192,0,1,650,0.1,9,0,15.4039,0,-1.57438e-10
1.4,73,4544,0,1,950,0.2,9,0,24.9316,0,-6.2567e-10
1.4,73,4928,1,1,4550,0.7,7,0,0.034992,0,-4.8981e-10
1.4,79,1728,0,1,3700,0.2,2,0,21.7401,0,-9.98247e-11
1.4,27,704,1,0,9150,0.1,2,1.0135e-16,0.0011621,0,1.6985e-09
1.4,24,4928,1,0,1150,0.3,1,0,0.007517,0,-6.5205e-11
1.4,50,768,1,1,1200,0.8,10,0,0.011944,0,-4.1112e-10
1.4,13,5888,0,1,1400,1,4,0,27.5417,0,-2.87221e-10
1.4,45,3072,0,1,1900,0.6,6,0,44.3032,0,-3.63936e-10
1.4,34,128,0,0,1050,1,9,0,47.688,0,-8.68415e-11
